,ALHYP FP Equity_DX_SI_QTY,ALHYP FP Equity_DX_SHORT_INTEREST_VALUE,ALHYP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHYP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHYP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHYP FP Equity_DX_SI_MV,ALHYP FP Equity_DX_DSS,ALHYP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHYP FP Equity_DX_SUPPLY_SI_QTY,ALHYP FP Equity_DX_BROKER_SI_QTY,ALHYP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHYP FP Equity_DX_BROKER_SI_MV_NEW_x,ALHYP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALHYP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHYP FP Equity_DX_BROKER_SI_MV_INC_x,ALHYP FP Equity_DX_SUPPLY_SI_MV_NEW,ALHYP FP Equity_DX_BROKER_SI_QTY_ADD,ALHYP FP Equity_DX_BROKER_SI_QTY_NEW,ALHYP FP Equity_DX_SUPPLY_SI_MV_DEC,ALHYP FP Equity_DX_BROKER_SI_QTY_INC,ALHYP FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHYP FP Equity_DX_BROKER_SI_MV_NEW_y,ALHYP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALHYP FP Equity_DX_BROKER_SI_MV_INC_y,ALHYP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHYP FP Equity_DX_BROKER_SI_MV_ADD,ALHYP FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHYP FP Equity_DX_BROKER_SI_QTY_DEC,ALHYP FP Equity_DX_SUPPLY_SI_MV,ALHYP FP Equity_DX_BROKER_SI_MV_DEC,ALHYP FP Equity_DX_SUPPLY_SI_MV_RMV,ALHYP FP Equity_DX_BROKER_SI_MV_RMV,ALHYP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHYP FP Equity_DX_UTILIZATION_QUANTITY,ALHYP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHYP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHYP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALHYP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHYP FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHYP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHYP FP Equity_DX_BROKER_SI_CON_RATIO,ALHYP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHYP FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHYP FP Equity_PX_LAST
2021-01-07,5432.0,70616.0,0.27,0.38,0.11,0.07,0.0,42016.0,2332.0,3232.0,30316.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,13.53,0.0,0.0,,0.0,100.0,36.91,0.3415,40.49,0.3151,13.0
2021-01-08,5432.0,70616.0,0.27,0.38,0.11,0.07,0.0,42016.0,2332.0,3232.0,30316.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,13.53,0.0,0.0,,0.0,100.0,36.91,0.3413,40.44,0.3151,13.0
2021-01-11,5432.0,69801.2,0.27,0.4,0.11,0.07,0.0,41531.2,2332.0,3232.0,29966.2,,,,,,,,,,,,,,,,,,0.03,,,,100.0,13.53,0.0,0.0,,0.0,100.0,37.02,0.342,40.52,0.3151,12.85
2021-01-12,5432.0,76591.2,0.27,0.39,0.11,0.07,0.0,45571.2,2332.0,3232.0,32881.2,,,,,,,,,,,,,,,,,,0.03,,,,100.0,13.53,0.0,0.0,,0.0,100.0,36.02,0.3361,39.77,0.3151,14.1
2021-01-13,5432.0,77677.6,0.27,0.38,0.11,0.08,0.0,46217.6,2332.0,3232.0,33347.6,,,,,,,,,,,,,,,,,,0.03,,,,100.0,13.53,0.0,0.0,,0.0,100.0,36.79,0.3405,40.34,0.3151,14.3
2021-01-14,4432.0,62934.4,0.22,0.31,0.09,0.06,0.0,31694.4,2332.0,2232.0,33114.4,,,,,,,,,,,,,,,,,1000.0,0.03,0.01,,,100.0,13.53,0.0,0.0,,0.0,100.0,24.69,0.3602,49.73,0.2571,14.2
2021-01-15,4432.0,61826.4,0.22,0.34,0.09,0.06,0.0,31136.4,2332.0,2232.0,32531.4,,,,,,,,,,,,,,,,,,0.03,,,,100.0,13.53,0.0,0.0,,0.0,100.0,24.46,0.3604,49.79,0.2571,13.95
2021-01-18,4432.0,66036.8,0.22,0.36,0.09,0.06,0.0,33256.8,2332.0,2232.0,34746.8,,,,,,,,,,,,,,,,,,0.03,,,,100.0,13.53,0.0,0.0,,0.0,100.0,26.07,0.3563,48.81,0.2571,14.9
2021-01-19,4432.0,72906.4,0.22,0.33,0.09,0.07,0.0,36716.4,2332.0,2232.0,38361.4,,,,,,,,,,,,,,,,,,0.04,,,,100.0,13.53,0.0,0.0,,0.0,100.0,26.74,0.355,48.44,0.2571,16.45
2021-01-20,4432.0,77116.8,0.22,0.29,0.09,0.07,0.0,38836.8,2332.0,2232.0,40576.8,,,,,,,,,,,,,,,,,,0.04,,,,100.0,13.53,0.0,0.0,,0.0,100.0,25.87,0.3567,48.92,0.2571,17.4
2021-01-21,3832.0,64952.4,0.19,0.25,0.08,0.07,0.0,37832.4,1732.0,2232.0,29357.4,,,,,,,,0.01,,600.0,,,,,,,,0.03,,,,100.0,10.05,0.0,0.0,,0.0,100.0,26.51,0.4133,57.0,0.2223,16.95
2021-01-22,1581.0,25928.4,0.08,0.1,0.03,0.03,0.0,17728.4,581.0,1081.0,9528.4,,,,,,,,0.02,,1151.0,,,,,,,1151.0,0.01,0.02,,,100.0,3.89,0.0,0.0,,0.0,100.0,30.95,0.5064,63.87,0.1059,16.4
2021-01-25,1581.0,23477.85,0.08,0.1,0.03,0.03,0.0,16052.85,581.0,1081.0,8627.85,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.89,0.0,0.0,,0.0,100.0,29.48,0.5154,65.24,0.1059,14.85
2021-01-26,1575.0,24885.0,0.08,0.1,0.03,0.02,0.0,16985.0,575.0,1075.0,9085.0,,,,,,,,0.0,,6.0,,,,,,,6.0,0.01,0.0,,,100.0,3.85,0.0,0.0,,0.0,100.0,33.14,0.4988,62.19,0.1055,15.8
2021-01-27,1575.0,23861.25,0.08,0.1,0.03,0.02,0.0,16286.25,575.0,1075.0,8711.25,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.85,0.0,0.0,,0.0,100.0,32.03,0.5015,62.95,0.1055,15.15
2021-01-28,1571.0,24271.95,0.08,0.09,0.03,0.02,0.0,16546.95,571.0,1071.0,8821.95,,,,,,,,0.0,,4.0,,,,,,,4.0,0.01,0.0,,,100.0,3.83,0.0,0.0,,0.0,100.0,32.63,0.5033,62.83,0.1053,15.45
2021-01-29,1270.0,19494.5,0.06,0.08,0.03,0.02,0.0,19494.5,270.0,1270.0,4144.5,,,199.0,0.0,,,,0.01,199.0,500.0,,,0.0,199.0,,,,0.0,,,,100.0,1.78,0.0,0.0,,0.0,100.0,21.67,0.6605,78.33,0.0839,15.35
2021-02-01,1269.0,20177.1,0.06,0.08,0.03,0.02,0.0,20177.1,269.0,1269.0,4277.1,,,,,,,,0.0,,1.0,,,,,,,1.0,0.0,0.0,,,100.0,1.78,0.0,0.0,,0.0,100.0,21.64,0.6608,78.36,0.0838,15.9
2021-02-02,1269.0,19859.85,0.06,0.08,0.03,0.02,0.0,19859.85,269.0,1269.0,4209.85,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.78,0.0,0.0,,0.0,100.0,22.22,0.6543,77.78,0.0838,15.65
2021-02-03,1269.0,21763.35,0.06,0.08,0.03,0.02,0.0,21763.35,269.0,1269.0,4613.35,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.78,0.0,0.0,,0.0,100.0,21.94,0.6575,78.06,0.0838,17.15
2021-02-04,1269.0,21699.9,0.06,0.07,0.03,0.02,0.0,21699.9,269.0,1269.0,4599.9,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.78,0.0,0.0,,0.0,100.0,23.44,0.6411,76.56,0.0838,17.1
2021-02-05,1269.0,21573.0,0.06,0.07,0.03,0.02,0.0,21573.0,269.0,1269.0,4573.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.78,0.0,0.0,,0.0,100.0,23.42,0.6413,76.58,0.0838,17.0
2021-02-08,1269.0,21573.0,0.06,0.07,0.03,0.02,0.0,21573.0,269.0,1269.0,4573.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.78,0.0,0.0,,0.0,100.0,23.42,0.6413,76.58,0.0838,17.0
2021-02-09,1269.0,21192.3,0.06,0.07,0.03,0.02,0.0,21192.3,269.0,1269.0,4492.3,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.78,0.0,0.0,,0.0,100.0,23.51,0.6403,76.49,0.0838,16.7
2021-02-10,1269.0,20430.9,0.06,0.07,0.03,0.02,0.0,20430.9,269.0,1269.0,4330.9,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.78,0.0,0.0,,0.0,100.0,23.19,0.6438,76.81,0.0838,16.1
2021-02-11,1269.0,21319.2,0.06,0.07,0.03,0.02,0.0,21319.2,269.0,1269.0,4519.2,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.78,0.0,0.0,,0.0,100.0,22.57,0.6505,77.43,0.0838,16.8
2021-02-12,1269.0,21001.95,0.06,0.07,0.03,0.02,0.0,21001.95,269.0,1269.0,4451.95,,,,,,,,,,,,,,,,,,0.0,,,,100.0,1.78,0.0,0.0,,0.0,100.0,23.3,0.6426,76.7,0.0838,16.55
2021-02-15,269.0,4330.9,0.01,0.01,0.01,0.0,0.0,4330.9,269.0,269.0,4330.9,,,,,,,,,,,,,,,,,1000.0,0.0,0.01,,,100.0,1.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0176,16.1
2021-02-16,3269.0,53121.25,0.16,0.18,0.07,0.05,0.0,28746.25,1769.0,1769.0,28746.25,,,1500.0,,,1500.0,,,,,,,,1500.0,0.02,,,0.03,,,,100.0,9.66,0.0,0.0,,0.0,100.0,8.23,0.849,91.77,0.1785,16.25
2021-02-17,3269.0,53121.25,0.16,0.18,0.07,0.05,0.0,28746.25,1769.0,1769.0,28746.25,,,,,,,,,,,,,,,,,,0.03,,,,100.0,9.66,0.0,0.0,,0.0,100.0,8.23,0.849,91.77,0.1785,16.25
2021-02-18,3269.0,52794.35,0.16,0.17,0.07,0.05,0.0,28569.35,1769.0,1769.0,28569.35,,,,,,,,,,,,,,,,,,0.03,,,,100.0,9.66,0.0,0.0,,0.0,100.0,8.23,0.849,91.77,0.1785,16.15
2021-02-19,3269.0,52957.8,0.16,0.17,0.07,0.05,0.0,28657.8,1769.0,1769.0,28657.8,,,,,,,,,,,,,,,,,,0.03,,,,100.0,9.66,0.0,0.0,,0.0,100.0,8.23,0.849,91.77,0.1785,16.2
2021-02-22,3769.0,64073.0,0.19,0.2,0.08,0.06,0.0,30073.0,2269.0,1769.0,38573.0,,,,,,,,,,,,,,,,500.0,,0.04,,,,100.0,12.06,0.0,0.0,,0.0,100.0,13.27,0.6563,79.6,0.2004,17.0
2021-02-23,3769.0,58042.6,0.19,0.2,0.08,0.06,0.0,27242.6,2269.0,1769.0,34942.6,,,,,,,,,,,,,,,,,,0.04,,,,100.0,12.06,0.0,0.0,,0.0,100.0,13.27,0.6563,79.6,0.2004,15.4
2021-02-24,3769.0,61811.6,0.19,0.2,0.08,0.06,0.0,29011.6,2269.0,1769.0,37211.6,,,,,,,,0.01,,500.0,,,,,,,,0.03,,,,100.0,12.93,0.0,0.0,,0.0,100.0,13.27,0.6563,79.6,0.2148,16.4
2021-02-25,3732.0,59898.6,0.18,0.2,0.08,0.06,0.0,27798.6,2232.0,1732.0,35823.6,,,,,,,,0.0,,37.0,,,,,,,37.0,0.04,0.0,,,100.0,12.97,0.0,0.0,,0.0,100.0,13.4,0.668,80.39,0.2169,16.05
2021-02-26,8732.0,130106.8,0.43,0.44,0.18,0.13,0.0,25806.8,7232.0,1732.0,107756.8,,,,,,,,,,,,,,,,5000.0,,0.11,,,,100.0,42.03,0.0,0.0,,0.0,100.0,35.78,0.4389,55.36,0.5075,14.9
2021-03-01,13000.0,194350.0,0.64,0.63,0.26,0.2,0.0,164450.0,7000.0,11000.0,104650.0,,,,0.07,,5000.0,,0.01,4268.0,232.0,,,0.07,,0.08,,,0.11,,,,100.0,38.31,0.0,0.0,,0.0,100.0,35.3,0.3247,38.83,0.7114,14.95
2021-03-02,8950.0,123510.0,0.44,0.45,0.18,0.14,0.0,95910.0,7450.0,6950.0,102810.0,,,450.0,,,,,,,,,,,450.0,,,4050.0,0.11,0.07,,,100.0,41.33,0.0,0.0,,0.0,100.0,32.31,0.4396,57.45,0.4966,13.8
2021-03-03,5950.0,82705.0,0.29,0.31,0.12,0.09,0.0,75755.0,5950.0,5450.0,82705.0,,,,,,,,0.02,,1500.0,,,,,,,1500.0,0.08,0.02,,,100.0,37.36,0.0,0.0,,0.0,100.0,7.97,0.7315,84.85,0.3737,13.9
2021-03-04,5515.0,76107.0,0.27,0.31,0.11,0.08,0.0,69207.0,515.0,5015.0,7107.0,,,,,,,,0.08,,5435.0,,,,,,,435.0,0.01,0.01,,,100.0,3.3,0.0,0.0,,0.0,100.0,8.55,0.839,91.2,0.3538,13.8
2021-03-05,1730.0,23182.0,0.09,0.1,0.03,0.02,0.0,16281.0,1715.0,1215.0,22981.0,,,,,,1200.0,,,,,,,,,0.02,1200.0,5000.0,0.02,0.07,,,100.0,10.66,0.0,0.0,,0.0,100.0,28.84,0.5656,69.43,0.1075,13.4
2021-03-08,6180.0,83430.0,0.3,0.37,0.12,0.08,0.0,76680.0,6180.0,5680.0,83430.0,,,4465.0,0.06,,,,,4465.0,,,,0.06,4465.0,,,,0.08,,,,100.0,30.07,0.0,0.0,,0.0,100.0,19.49,0.569,72.42,0.3007,13.5
2021-03-09,5680.0,80656.0,0.28,0.36,0.11,0.08,0.0,80656.0,5680.0,5680.0,80656.0,,,,,,,,0.01,,500.0,,,,,,,,0.08,,,,100.0,28.32,0.0,0.0,,0.0,100.0,21.06,0.6675,78.94,0.2832,14.2
2021-03-10,8777.0,123755.7,0.43,0.57,0.18,0.12,0.0,101195.7,7177.0,7177.0,101195.7,,,,,,1600.0,,0.0,,103.0,,,,,0.02,1600.0,103.0,0.1,0.0,,,100.0,32.11,0.0,0.0,,0.0,100.0,36.47,0.4005,49.88,0.3927,14.1
2021-03-11,4669.0,65599.45,0.23,0.31,0.09,0.07,0.0,43119.45,3069.0,3069.0,43119.45,,,,,,,,0.06,,4108.0,,,,,,,4108.0,0.04,0.06,,,100.0,16.82,0.0,0.0,,0.0,100.0,25.6,0.5399,68.63,0.2559,14.05
2021-03-12,4669.0,64665.65,0.23,0.32,0.09,0.07,0.0,42505.65,3069.0,3069.0,42505.65,,,,,,,,,,,,,,,,,,0.04,,,,100.0,16.82,0.0,0.0,,0.0,100.0,25.74,0.5388,68.5,0.2559,13.85
2021-03-15,4669.0,63965.3,0.23,0.32,0.09,0.06,0.0,42045.3,3069.0,3069.0,42045.3,,,,,,,,,,,,,,,,,,0.04,,,,100.0,17.9,0.0,0.0,,0.0,100.0,25.73,0.5389,68.51,0.2724,13.7
2021-03-16,4669.0,64432.2,0.23,0.32,0.09,0.06,0.0,42352.2,3069.0,3069.0,42352.2,,,,,,,,,,,,,,,,,,0.04,,,,100.0,16.82,0.0,0.0,,0.0,100.0,25.74,0.5388,68.5,0.2559,13.8
2021-03-17,4669.0,64432.2,0.23,0.33,0.09,0.06,0.0,42352.2,3069.0,3069.0,42352.2,,,,,,,,,,,,,,,,,,0.04,,,,100.0,17.8,0.0,0.0,,0.0,100.0,25.58,0.54,68.65,0.2708,13.8
2021-03-18,1469.0,21153.6,0.07,0.11,0.03,0.02,0.0,21153.6,1469.0,1469.0,21153.6,,,,,,,,0.02,,1600.0,,,,,,,1600.0,0.02,0.02,,,100.0,9.77,0.0,0.0,,0.0,100.0,18.23,0.7018,81.77,0.0977,14.4
2021-03-19,1738.0,24679.6,0.09,0.13,0.04,0.03,0.0,20859.8,1469.0,1469.0,20859.8,,,,,,,,,,,,,,,,,,0.02,,,,100.0,9.21,0.0,0.0,,0.0,100.0,30.94,0.5726,69.06,0.109,14.2
2021-03-22,5925.0,81765.0,0.29,0.45,0.12,0.08,0.0,81765.0,5925.0,5925.0,81765.0,,,4456.0,0.06,,,,,4456.0,,,,0.06,4456.0,,,,0.08,,,,100.0,29.05,0.0,0.0,,0.0,100.0,20.22,0.6774,79.78,0.2905,13.8
2021-03-23,1578.0,21539.7,0.08,0.12,0.03,0.02,0.0,21539.7,1578.0,1578.0,21539.7,,,,,,,,0.06,,4347.0,,,,,,,4347.0,0.02,0.06,,,100.0,10.21,0.0,0.0,,0.0,100.0,23.82,0.6371,76.18,0.1021,13.65
2021-03-24,1578.0,21303.0,0.08,0.12,0.03,0.02,0.0,21303.0,1578.0,1578.0,21303.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,9.71,0.0,0.0,,0.0,100.0,23.89,0.6363,76.11,0.0971,13.5
2021-03-25,1578.0,20750.7,0.08,0.13,0.03,0.02,0.0,20750.7,1578.0,1578.0,20750.7,,,,,,,,,,,,,,,,,,0.02,,,,100.0,10.41,0.0,0.0,,0.0,100.0,23.87,0.6366,76.13,0.1041,13.15
2021-03-26,6778.0,89130.7,0.33,0.53,0.14,0.09,0.0,54940.7,4178.0,4178.0,54940.7,,,,,,2600.0,,,,,,,,,0.03,2600.0,,0.05,,,,100.0,20.53,0.0,0.0,,0.0,100.0,17.69,0.6232,76.74,0.333,13.15
2021-03-29,6778.0,88791.8,0.33,0.54,0.14,0.09,0.0,54731.8,4178.0,4178.0,54731.8,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.53,0.0,0.0,,0.0,100.0,17.7,0.6231,76.72,0.333,13.1
2021-03-30,6778.0,88114.0,0.33,0.55,0.14,0.09,0.0,54314.0,4178.0,4178.0,54314.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.53,0.0,0.0,,0.0,100.0,17.76,0.6224,76.67,0.333,13.0
2021-03-31,6778.0,88114.0,0.33,0.55,0.14,0.09,0.0,54314.0,4178.0,4178.0,54314.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.53,0.0,0.0,,0.0,100.0,17.69,0.6232,76.74,0.333,13.0
2021-04-01,6778.0,91367.44,0.33,0.54,0.14,0.09,0.0,56319.44,4178.0,4178.0,56319.44,,,,,,,,,,,,,,,,,,0.05,,,,100.0,20.53,0.0,0.0,,0.0,100.0,17.64,0.6237,76.78,0.333,13.48
2021-04-02,6778.0,91367.44,0.33,0.54,0.14,0.09,0.0,56319.44,4178.0,4178.0,56319.44,,,,,,,,,,,,,,,,,,0.06,,,,100.0,20.53,0.0,0.0,,0.0,100.0,17.96,0.619,76.39,0.333,
2021-04-05,6778.0,91367.44,0.33,0.54,0.14,0.09,0.0,56319.44,4178.0,4178.0,56319.44,,,,,,,,,,,,,,,,,,0.06,,,,100.0,20.53,0.0,0.0,,0.0,100.0,17.88,0.6198,76.46,0.333,
2021-04-06,4178.0,58074.2,0.21,0.33,0.08,0.06,0.0,21934.2,4178.0,1578.0,58074.2,,,,,,,,,,,,,,,,,2600.0,0.06,0.04,,,100.0,20.53,0.0,0.0,,0.0,100.0,28.6,0.4786,62.34,0.2053,13.9
2021-04-07,1578.0,22407.6,0.08,0.12,0.03,0.02,0.0,22407.6,1578.0,1578.0,22407.6,,,,,,,,0.04,,2600.0,,,,,,,,0.02,,,,100.0,9.53,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0953,14.2
2021-04-08,1578.0,21776.4,0.08,0.12,0.03,0.02,0.0,21776.4,378.0,1578.0,5216.4,,,,,,,,0.02,,1200.0,,,,,,,,0.01,,,,100.0,2.27,0.0,0.0,,0.0,100.0,24.03,0.6349,75.97,0.0948,13.8
2021-04-09,4998.0,67473.0,0.25,0.4,0.1,0.07,0.0,5103.0,4998.0,378.0,67473.0,,,4620.0,,,,,,,,,,,4620.0,,,1200.0,0.07,0.02,,,100.0,25.28,0.0,0.0,,0.0,100.0,7.56,0.8602,92.44,0.2528,13.5
2021-04-12,6051.0,80115.24,0.3,0.49,0.12,0.08,0.0,37482.44,3551.0,2831.0,47015.24,,,,,,2500.0,,0.05,,3947.0,,,,,0.03,2500.0,47.0,0.05,0.0,,,100.0,17.05,0.0,0.0,,0.0,100.0,11.9,0.6999,82.63,0.2906,13.24
2021-04-13,6051.0,80357.28,0.3,0.51,0.12,0.08,0.0,37595.68,3551.0,2831.0,47157.28,,,,,,,,,,,,,,,,,,0.05,,,,100.0,17.05,0.0,0.0,,0.0,100.0,12.08,0.6976,82.46,0.2906,13.28
2021-04-14,6051.0,80357.28,0.3,0.55,0.12,0.08,0.0,37595.68,3551.0,2831.0,47157.28,,,,,,,,,,,,,,,,,,0.05,,,,100.0,17.05,0.0,0.0,,0.0,100.0,11.9,0.6999,82.63,0.2906,13.28
2021-04-15,6051.0,80357.28,0.3,0.58,0.12,0.08,0.0,37595.68,3551.0,2831.0,47157.28,,,,,,,,,,,,,,,,,,0.05,,,,100.0,17.05,0.0,0.0,,0.0,100.0,11.9,0.6999,82.63,0.2906,13.28
2021-04-16,6051.0,81446.46,0.3,0.71,0.12,0.08,0.0,38105.26,3551.0,2831.0,47796.46,,,,,,,,,,,,,,,,,,0.05,,,,100.0,17.05,0.0,0.0,,0.0,100.0,11.9,0.6999,82.63,0.2906,13.46
2021-04-19,6051.0,80599.32,0.3,0.71,0.12,0.08,0.0,37708.92,3551.0,2831.0,47299.32,,,,,,,,,,,,,,,,,,0.05,,,,100.0,17.05,0.0,0.0,,0.0,100.0,11.9,0.6999,82.63,0.2906,13.32
2021-04-20,6051.0,80962.38,0.3,0.73,0.12,0.08,0.0,37878.78,3551.0,2831.0,47512.38,,,,,,,,,,,,,,,,,,0.05,,,,100.0,17.05,0.0,0.0,,0.0,100.0,11.9,0.6999,82.63,0.2906,13.38
2021-04-21,6151.0,83407.56,0.3,0.75,0.12,0.08,0.0,39744.36,3651.0,2931.0,49507.56,,,100.0,0.0,,,,,100.0,,,,0.0,100.0,,,,0.05,,,,100.0,17.37,0.0,0.0,,0.0,100.0,11.71,0.6794,81.29,0.2926,13.56
2021-04-22,6151.0,91403.86,0.3,0.74,0.12,0.08,0.0,43554.66,3651.0,2931.0,54253.86,,,,,,,,,,,,,,,,,,0.05,,,,100.0,17.37,0.0,0.0,,0.0,100.0,11.71,0.6794,81.29,0.2926,14.86
2021-04-23,6151.0,90296.68,0.3,0.71,0.12,0.09,0.0,43027.08,3651.0,2931.0,53596.68,,,,,,,,,,,,,,,,,,0.05,,,,100.0,17.37,0.0,0.0,,0.0,100.0,11.71,0.6794,81.29,0.2926,14.68
2021-04-26,6151.0,94110.3,0.3,0.7,0.12,0.09,0.0,44844.3,3651.0,2931.0,55860.3,,,,,,,,,,,,,,,,,,0.05,,,,100.0,17.37,0.0,0.0,,0.0,100.0,11.71,0.6794,81.29,0.2926,15.3
2021-04-27,6151.0,96816.74,0.3,0.67,0.12,0.09,0.0,46133.94,3651.0,2931.0,57466.74,,,,,,,,,,,,,,,,,,0.06,,,,100.0,17.37,0.0,0.0,,0.0,100.0,11.71,0.6794,81.29,0.2926,15.74
2021-04-28,11797.0,187100.42,0.58,1.24,0.24,0.19,0.0,120171.22,8297.0,7577.0,131590.42,,,4646.0,,,4940.0,,,,,,,,4646.0,0.08,,294.0,0.13,0.0,,,100.0,35.2,0.0,0.0,,0.0,100.0,42.29,0.4373,50.46,0.5005,15.86
2021-04-29,11797.0,187100.42,0.58,1.18,0.24,0.19,0.0,120171.22,8297.0,7577.0,131590.42,,,,,,,,,,,,,,,,,,0.13,,,,100.0,31.11,0.0,0.0,,0.0,100.0,42.39,0.437,50.34,0.4423,15.86
2021-04-30,11797.0,177898.76,0.58,1.13,0.24,0.18,0.0,114261.16,8297.0,7577.0,125118.76,,,,,,,,,,,,,,,,,,0.13,,,,100.0,35.65,0.0,0.0,,0.0,100.0,43.26,0.4345,49.33,0.5069,15.08
2021-05-03,6797.0,106033.2,0.34,0.65,0.14,0.11,0.0,79201.2,5797.0,5077.0,90433.2,,,,,,,,0.04,,2500.0,,,,,,,2500.0,0.09,0.04,,,100.0,25.91,0.0,0.0,,0.0,100.0,10.34,0.7788,87.62,0.3038,15.6
2021-05-04,6797.0,102634.7,0.34,0.64,0.14,0.1,0.0,76662.7,5797.0,5077.0,87534.7,,,,,,,,,,,,,,,,,,0.09,,,,100.0,26.51,0.0,0.0,,0.0,100.0,10.84,0.7708,87.1,0.3108,15.1
2021-05-05,6797.0,101955.0,0.34,0.64,0.14,0.1,0.0,76155.0,5797.0,5077.0,86955.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,26.63,0.0,0.0,,0.0,100.0,10.64,0.7744,87.33,0.3122,15.0
2021-05-06,2857.0,44283.5,0.14,0.27,0.06,0.04,0.0,17623.5,1857.0,1137.0,28783.5,,,,,,,,0.06,,3940.0,,,,,,,3940.0,0.03,0.06,,,100.0,10.41,0.0,0.0,,0.0,100.0,24.91,0.5592,70.35,0.1602,15.5
2021-05-07,2894.0,46072.48,0.14,0.27,0.06,0.05,0.0,18101.04,1857.0,1137.0,29563.44,,,,,,,,,,,,,,,,,,0.03,,,,100.0,10.3,0.0,0.0,,0.0,100.0,24.65,0.5459,69.4,0.1605,15.92
2021-05-10,6920.0,108782.4,0.34,0.63,0.14,0.11,0.0,81744.0,5920.0,5200.0,93062.4,,,4163.0,0.06,,,,0.0,4063.0,100.0,,,0.06,4163.0,,,,0.09,,,,100.0,27.54,0.0,0.0,,0.0,100.0,28.77,0.4634,60.8,0.322,15.72
2021-05-11,3494.0,53458.2,0.17,0.33,0.07,0.05,0.0,21221.1,2107.0,1387.0,32237.1,,,,,,,,0.06,,3813.0,,,,,,,3813.0,0.03,0.06,,,100.0,11.78,0.0,0.0,,0.0,100.0,22.32,0.4168,56.91,0.1954,15.3
2021-05-12,6610.0,99017.8,0.33,0.62,0.13,0.1,0.0,73252.2,5610.0,4890.0,84037.8,,,3503.0,0.05,,,,,3503.0,,,,0.05,3503.0,,,,0.09,,,,100.0,26.23,0.0,0.0,,0.0,100.0,30.04,0.4507,59.04,0.3091,14.98
2021-05-13,3622.0,54547.32,0.18,0.34,0.07,0.05,0.0,21114.12,2622.0,1402.0,39487.32,,,500.0,,,,,0.05,,3488.0,,,,500.0,,,3488.0,0.04,0.05,,,100.0,13.88,0.0,0.0,,0.0,100.0,19.85,0.3763,55.28,0.1917,15.06
2021-05-14,3622.0,53895.36,0.18,0.35,0.07,0.05,0.0,20861.76,2622.0,1402.0,39015.36,,,,,,,,,,,,,,,,,,0.04,,,,100.0,13.88,0.0,0.0,,0.0,100.0,19.94,0.3746,55.07,0.1917,14.88
2021-05-17,4026.0,59826.36,0.2,0.39,0.08,0.06,0.0,20863.44,2624.0,1404.0,38992.64,,,2.0,0.0,,,,,2.0,,,,0.0,2.0,,,,0.04,,,,100.0,13.88,0.0,0.0,,0.0,100.0,20.03,0.3342,49.66,0.213,14.86
2021-05-18,7095.0,106708.8,0.35,0.7,0.14,0.11,0.0,73320.0,6095.0,4875.0,91668.8,,,3473.0,0.05,,,,0.0,3471.0,2.0,,,0.05,3473.0,,,,0.09,,,,100.0,27.25,0.0,0.0,,0.0,100.0,28.31,0.3926,54.52,0.3172,15.04
