,ALSTW FP Equity_DX_SI_QTY,ALSTW FP Equity_DX_SHORT_INTEREST_VALUE,ALSTW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSTW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSTW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSTW FP Equity_DX_SI_MV,ALSTW FP Equity_DX_DSS,ALSTW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSTW FP Equity_DX_SUPPLY_SI_QTY,ALSTW FP Equity_DX_BROKER_SI_QTY,ALSTW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSTW FP Equity_DX_BROKER_SI_MV_NEW_x,ALSTW FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSTW FP Equity_DX_BROKER_SI_MV_INC_x,ALSTW FP Equity_DX_BROKER_SI_QTY_ADD,ALSTW FP Equity_DX_BROKER_SI_QTY_NEW,ALSTW FP Equity_DX_SUPPLY_SI_MV_DEC,ALSTW FP Equity_DX_BROKER_SI_QTY_INC,ALSTW FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSTW FP Equity_DX_BROKER_SI_MV_NEW_y,ALSTW FP Equity_DX_BROKER_SI_MV_INC_y,ALSTW FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSTW FP Equity_DX_BROKER_SI_MV_ADD,ALSTW FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSTW FP Equity_DX_BROKER_SI_QTY_DEC,ALSTW FP Equity_DX_SUPPLY_SI_MV,ALSTW FP Equity_DX_BROKER_SI_MV_DEC,ALSTW FP Equity_DX_BROKER_SI_MV_RMV,ALSTW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSTW FP Equity_DX_UTILIZATION_QUANTITY,ALSTW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSTW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSTW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSTW FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSTW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSTW FP Equity_DX_BROKER_SI_CON_RATIO,ALSTW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSTW FP Equity_DX_DEMAND_SUPPLY_RATIO,ALSTW FP Equity_PX_LAST
2024-02-19,200.0,4780.0,0.02,0.54,0.01,0.0,0.0,2390.0,100.0,100.0,2390.0,,,,,,,,,,,,,,,0.0,,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036,23.9
2024-02-20,200.0,4780.0,0.02,0.54,0.01,0.0,0.0,2390.0,100.0,100.0,2390.0,,,,,,,,,,,,,,,0.0,,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036,23.9
2024-02-21,200.0,4780.0,0.02,0.55,0.01,0.0,0.0,2390.0,100.0,100.0,2390.0,,,,,,,,,,,,,,,0.0,,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036,23.9
2024-02-22,200.0,4800.0,0.02,0.55,0.01,0.0,0.0,2400.0,100.0,100.0,2400.0,,,,,,,,,,,,,,,0.0,,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036,24.0
2024-02-23,200.0,4800.0,0.02,0.54,0.01,0.0,0.0,2400.0,100.0,100.0,2400.0,,,,,,,,,,,,,,,0.0,,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036,24.0
2024-02-26,200.0,4860.0,0.02,0.52,0.01,0.0,0.0,2430.0,100.0,100.0,2430.0,,,,,,,,,,,,,,,0.0,,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036,24.3
2024-02-27,200.0,4960.0,0.02,0.6,0.01,0.0,0.0,2480.0,100.0,100.0,2480.0,,,,,,,,,,,,,,,0.0,,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036,24.8
2024-02-28,200.0,5000.0,0.02,0.59,0.01,0.01,0.0,2500.0,100.0,100.0,2500.0,,,,,,,,,,,,,,,0.0,,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036,25.0
2024-02-29,200.0,5100.0,0.02,0.55,0.01,0.01,0.0,2550.0,100.0,100.0,2550.0,,,,,,,,,,,,,,,0.0,,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036,25.5
2024-03-01,200.0,5160.0,0.02,0.54,0.01,0.01,0.0,2580.0,100.0,100.0,2580.0,,,,,,,,,,,,,,,0.0,,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036,25.8
2024-03-04,200.0,5300.0,0.02,0.53,0.01,0.01,0.0,2650.0,100.0,100.0,2650.0,,,,,,,,,,,,,,,0.0,,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036,26.5
2024-03-05,200.0,5780.0,0.02,0.48,0.01,0.01,0.0,2890.0,100.0,100.0,2890.0,,,,,,,,,,,,,,,0.0,,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036,28.9
2024-03-06,600.0,17040.0,0.07,1.26,0.02,0.02,0.0,8520.0,300.0,300.0,8520.0,,200.0,0.01,,,,200.0,,,0.01,200.0,,,,0.01,,,100.0,0.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0107,28.4
2024-03-07,632.0,18201.6,0.07,1.35,0.02,0.02,0.0,9100.8,316.0,316.0,9100.8,,16.0,,16.0,,,,,,,16.0,0.0,,,0.01,,,100.0,0.56,0.0,0.0,0.0,100.0,5.06,0.9039,94.94,0.0113,28.8
2024-03-08,632.0,18391.2,0.07,1.35,0.02,0.02,0.0,9195.6,316.0,316.0,9195.6,,,,,,,,,,,,,,,0.01,,,100.0,0.56,0.0,0.0,0.0,100.0,5.04,0.9043,94.96,0.0113,29.1
2024-03-11,632.0,18517.6,0.07,1.25,0.02,0.02,0.0,9258.8,316.0,316.0,9258.8,,,,,,,,,,,,,,,0.01,,,100.0,0.56,0.0,0.0,0.0,100.0,5.06,0.9039,94.94,0.0113,29.3
2024-03-12,632.0,18328.0,0.07,1.22,0.02,0.02,0.0,9164.0,316.0,316.0,9164.0,,,,,,,,,,,,,,,0.01,,,100.0,0.56,0.0,0.0,0.0,100.0,5.05,0.9042,94.95,0.0113,29.0
2024-03-13,632.0,18644.0,0.07,1.21,0.02,0.02,0.0,9322.0,316.0,316.0,9322.0,,,,,,,,,,,,,,,0.01,,,100.0,0.56,0.0,0.0,0.0,100.0,5.06,0.9039,94.94,0.0113,29.5
2024-03-14,632.0,18391.2,0.07,1.15,0.02,0.02,0.0,9195.6,316.0,316.0,9195.6,,,,,,,,,,,,,,,0.01,,,100.0,0.56,0.0,0.0,0.0,100.0,5.06,0.9039,94.94,0.0113,29.1
2024-03-15,632.0,18960.0,0.07,1.15,0.02,0.02,0.0,9480.0,316.0,316.0,9480.0,,,,,,,,,,,,,,,0.01,,,100.0,0.56,0.0,0.0,0.0,100.0,5.06,0.9039,94.94,0.0113,30.0
2024-03-18,2732.0,80594.0,0.3,4.53,0.1,0.08,0.0,41772.0,1316.0,1416.0,38822.0,,,0.0,1000.0,,,100.0,,,0.0,,0.03,1000.0,,0.04,,,2.37,2.35,54215.0,1599342.5,1.63,2.37,35.9,0.3331,37.01,0.0488,29.5
2024-03-19,3360.0,95760.0,0.37,5.0,0.12,0.1,0.0,55404.0,1860.0,1944.0,53010.0,,100.0,,544.0,,,,,,,100.0,0.02,444.0,16.0,0.05,0.0,,3.32,3.29,54215.0,1545127.5,1.6,3.32,29.64,0.2577,30.05,0.0594,28.5
2024-03-20,3360.0,97776.0,0.37,5.13,0.12,0.1,0.0,56570.4,1860.0,1944.0,54126.0,,,,,,,,,,,,,,,0.05,,,3.32,3.32,54215.0,1577656.5,1.55,3.34,29.53,0.2564,29.53,0.0599,29.1
2024-03-21,3744.0,100713.6,0.41,5.71,0.13,0.11,0.0,57673.6,2044.0,2144.0,54983.6,,184.0,,200.0,,,,,,,184.0,0.01,,,0.06,,,3.63,3.63,54215.0,1458383.5,1.58,3.63,27.01,0.2198,27.01,0.0665,26.9
2024-03-22,3744.0,97718.4,0.41,5.36,0.13,0.1,0.0,55958.4,2044.0,2144.0,53348.4,,,,,,,,,,,,,,,0.06,,,3.63,3.63,54215.0,1415011.5,1.46,3.64,26.83,0.2191,26.83,0.0665,26.1
2024-03-25,3744.0,108201.6,0.41,5.1,0.13,0.1,0.0,61961.6,2044.0,2144.0,59071.6,,,,,,,,,,,,,,,0.05,,,3.63,3.63,54215.0,1566813.5,1.42,3.63,26.3,0.2174,26.3,0.0665,28.9
2024-03-26,2524.0,72438.8,0.28,3.08,0.09,0.07,0.0,29388.8,1924.0,1024.0,55218.8,,,,,,0.0,,120.0,,,,,,1120.0,0.06,0.03,,3.43,3.42,54215.0,1555970.5,1.57,3.43,20.67,0.2661,39.67,0.0448,28.7
2024-03-27,1524.0,43586.4,0.17,1.78,0.05,0.04,0.0,29286.4,924.0,1024.0,26426.4,,,,,,0.03,,1000.0,,,,,,,0.03,,,1.65,1.65,55115.0,1576289.0,1.58,1.65,27.74,0.2623,32.83,0.0272,28.6
2024-03-28,1524.0,43129.2,0.17,1.73,0.05,0.04,0.0,28979.2,924.0,1024.0,26149.2,,,,,,,,,,,,,,,0.03,,,1.65,1.65,55115.0,1559754.5,1.58,1.65,27.61,0.2625,32.9,0.0272,28.3
2024-03-29,1524.0,43129.2,0.17,1.68,0.05,0.04,0.0,28979.2,924.0,1024.0,26149.2,,,,,,,,,,,,,,,0.03,,,1.65,1.65,55115.0,1559754.5,1.56,1.66,27.67,0.2627,32.83,0.0272,
2024-04-01,1324.0,37469.2,0.14,1.46,0.05,0.04,0.0,23319.2,924.0,824.0,26149.2,,,,,,,,,,,,,,200.0,0.03,0.01,,1.65,1.65,55115.0,1559754.5,1.56,1.66,31.89,0.2793,37.82,0.0236,
2024-04-02,1124.0,31472.0,0.12,1.24,0.04,0.03,0.0,23072.0,724.0,824.0,20272.0,,,,,,0.01,,200.0,,,,,,,0.02,,,1.3,1.29,55115.0,1543220.0,1.56,1.29,37.47,0.3559,44.66,0.0201,28.0
2024-04-03,1124.0,31472.0,0.12,1.22,0.04,0.03,0.0,23072.0,724.0,824.0,20272.0,,,,,,,,,,,,,,,0.02,,,1.3,1.29,55115.0,1543220.0,1.54,1.29,37.72,0.356,44.48,0.0201,28.0
2024-04-04,911.0,25234.7,0.1,0.97,0.03,0.03,0.0,16924.7,724.0,611.0,20054.8,,,,,,,,,,,,,,213.0,0.02,0.01,,1.3,1.3,55115.0,1526685.5,1.54,1.3,22.97,0.3797,55.02,0.0163,27.7
2024-04-05,911.0,25143.6,0.1,0.96,0.03,0.03,0.0,16863.6,511.0,611.0,14103.6,,,,,,0.01,,213.0,,,,,,,0.01,,,0.92,0.91,55115.0,1521174.0,1.53,0.92,23.1,0.3792,54.93,0.0163,27.6
2024-04-08,911.0,25052.5,0.1,0.95,0.03,0.03,0.0,16802.5,511.0,611.0,14052.5,,,,,,,,,,,,,,,0.01,,,0.92,0.91,55115.0,1515662.5,1.52,0.92,23.1,0.3792,54.93,0.0163,27.5
2024-04-09,1122.0,30630.6,0.12,1.16,0.04,0.03,0.0,16680.3,511.0,611.0,13950.3,,,,,,,,,,,,,,,0.01,,,0.92,0.91,55115.0,1504639.5,1.52,0.92,37.52,0.3559,44.63,0.0201,27.3
2024-04-10,1100.0,30030.0,0.12,1.13,0.04,0.03,0.0,16380.0,500.0,600.0,13650.0,,200.0,,,,0.01,,211.0,,,200.0,,,11.0,0.01,0.0,,0.9,0.89,55115.0,1504639.5,1.5,0.9,36.36,0.3554,45.45,0.0196,27.3
2024-04-11,1100.0,28820.0,0.12,1.1,0.04,0.03,0.0,15720.0,500.0,600.0,13100.0,,,,,,,,,,,,,,,0.01,,,0.9,0.89,55115.0,1444013.0,1.5,0.9,35.89,0.3553,45.79,0.0196,26.2
2024-04-12,1100.0,29150.0,0.12,1.06,0.04,0.03,0.0,15900.0,500.0,600.0,13250.0,,,,,,,,,,,,,,,0.01,,,0.9,0.89,55115.0,1460547.5,1.44,0.9,36.5,0.3554,45.36,0.0196,26.5
2024-04-15,1100.0,28820.0,0.12,1.1,0.04,0.03,0.0,15720.0,500.0,600.0,13100.0,,,,,,,,,,,,,,,0.01,,,0.9,0.89,55115.0,1444013.0,1.46,0.9,36.23,0.3553,45.55,0.0196,26.2
2024-04-16,1100.0,29920.0,0.12,1.1,0.04,0.03,0.0,16320.0,500.0,600.0,13600.0,,,,,,,,,,,,,,,0.01,,,0.9,0.89,55115.0,1499128.0,1.44,0.9,36.8,0.3555,45.14,0.0196,27.2
2024-04-17,1100.0,29920.0,0.12,1.06,0.04,0.03,0.0,16320.0,500.0,600.0,13600.0,,,,,,,,,,,,,,,0.01,,,100.0,0.89,0.0,0.0,0.0,100.0,36.36,0.3554,45.45,0.0196,27.2
2024-04-18,1100.0,29480.0,0.12,1.11,0.04,0.03,0.0,16080.0,500.0,600.0,13400.0,,,,,,,,,,,,,,,0.01,,,100.0,0.89,0.0,0.0,0.0,100.0,36.19,0.3553,45.58,0.0196,26.8
2024-04-19,1100.0,30360.0,0.12,1.16,0.04,0.03,0.0,16560.0,500.0,600.0,13800.0,,,,,,,,,,,,,,,0.01,,,100.0,0.89,0.0,0.0,0.0,100.0,36.71,0.3555,45.21,0.0196,27.6
2024-04-22,1100.0,30140.0,0.12,1.18,0.04,0.03,0.0,16440.0,500.0,600.0,13700.0,,,,,,,,,,,,,,,0.01,,,100.0,0.89,0.0,0.0,0.0,100.0,36.28,0.3554,45.51,0.0196,27.4
2024-04-23,1100.0,30030.0,0.12,1.19,0.04,0.03,0.0,16380.0,500.0,600.0,13650.0,,,,,,,,,,,,,,,0.01,,,100.0,0.89,0.0,0.0,0.0,100.0,36.32,0.3554,45.48,0.0196,27.3
2024-04-24,1100.0,29260.0,0.12,1.22,0.04,0.03,0.0,15960.0,500.0,600.0,13300.0,,,,,,,,,,,,,,,0.01,,,100.0,0.89,0.0,0.0,0.0,100.0,36.07,0.3553,45.67,0.0196,26.6
2024-04-25,1100.0,28710.0,0.12,1.21,0.04,0.03,0.0,15660.0,500.0,600.0,13050.0,,,,,,,,,,,,,,,0.01,,,100.0,0.89,0.0,0.0,0.0,100.0,36.15,0.3553,45.61,0.0196,26.1
2024-04-26,1100.0,28710.0,0.12,1.21,0.04,0.03,0.0,15660.0,500.0,600.0,13050.0,,,,,,,,,,,,,,,0.01,,,100.0,0.89,0.0,0.0,0.0,100.0,36.36,0.3554,45.45,0.0196,26.1
2024-04-29,1100.0,26400.0,0.12,1.22,0.04,0.03,0.0,14400.0,500.0,600.0,12000.0,,,,,,,,,,,,,,,0.01,,,100.0,0.89,0.0,0.0,0.0,100.0,35.42,0.3553,46.13,0.0196,24.0
2024-04-30,1100.0,27170.0,0.12,1.2,0.04,0.03,0.0,14820.0,500.0,600.0,12350.0,,,,,,,,,,,,,,,0.01,,,100.0,0.89,0.0,0.0,0.0,100.0,36.7,0.3555,45.21,0.0196,24.7
2024-05-01,1100.0,27170.0,0.12,1.27,0.04,0.03,0.0,14820.0,500.0,600.0,12350.0,,,,,,,,,,,,,,,0.01,,,100.0,0.89,0.0,0.0,0.0,100.0,36.2,0.3543,45.42,0.0196,
2024-05-02,1100.0,27830.0,0.12,1.27,0.04,0.03,0.0,15180.0,500.0,600.0,12650.0,,,,,,,,,,,,,,,0.01,,,100.0,0.89,0.0,0.0,0.0,100.0,36.64,0.3555,45.25,0.0196,25.3
2024-05-03,900.0,22860.0,0.1,1.12,0.03,0.02,0.0,10160.0,500.0,400.0,12700.0,,,,,,,,,,,,,,200.0,0.01,0.0,,100.0,0.89,0.0,0.0,0.0,100.0,33.3,0.3335,44.49,0.0161,25.4
2024-05-06,800.0,21200.0,0.09,1.11,0.03,0.02,0.0,13250.0,300.0,500.0,7950.0,,,,100.0,,0.01,,200.0,,,,0.0,,,0.01,,,100.0,0.54,0.0,0.0,0.0,100.0,12.37,0.3166,50.54,0.0143,26.5
2024-05-07,800.0,21200.0,0.09,1.08,0.03,0.02,0.0,13250.0,300.0,500.0,7950.0,,,,,,,,,,,,,,,0.01,,,100.0,0.54,0.0,0.0,0.0,100.0,12.53,0.3124,49.98,0.0143,26.5
2024-05-08,800.0,21200.0,0.09,1.18,0.03,0.02,0.0,13250.0,300.0,500.0,7950.0,,,,,,,,,,,,,,,0.01,,,100.0,0.54,0.0,0.0,0.0,100.0,13.08,0.3101,49.67,0.0143,26.5
2024-05-09,800.0,21200.0,0.09,1.26,0.03,0.02,0.0,13250.0,300.0,500.0,7950.0,,,,,,,,,,,,,,,0.01,,,100.0,0.54,0.0,0.0,0.0,100.0,13.01,0.3104,49.71,0.0143,26.5
2024-05-10,800.0,20800.0,0.09,1.48,0.03,0.02,0.0,13000.0,300.0,500.0,7800.0,,,,,,,,,,,,,,,0.01,,,100.0,0.54,0.0,0.0,0.0,100.0,13.11,0.3084,49.45,0.0143,26.0
2024-05-13,800.0,20560.0,0.09,1.57,0.03,0.02,0.0,12850.0,300.0,500.0,7710.0,,,,,,,,,,,,,,,0.01,,,100.0,0.54,0.0,0.0,0.0,100.0,13.05,0.3092,49.56,0.0143,25.7
2024-05-14,400.0,10480.0,0.04,0.8,0.01,0.01,0.0,7860.0,100.0,300.0,2620.0,,,,,,0.01,,200.0,,,,,,200.0,0.0,0.01,,100.0,0.18,0.0,0.0,0.0,100.0,24.7,0.2501,25.9,0.0072,26.2
2024-05-15,400.0,10320.0,0.04,0.85,0.01,0.01,0.0,7740.0,100.0,300.0,2580.0,,,,,,,,,,,,,,,0.0,,,100.0,0.18,0.0,0.0,0.0,100.0,24.73,0.2501,25.81,0.0072,25.8
2024-05-16,400.0,10280.0,0.04,0.81,0.01,0.01,0.0,7710.0,100.0,300.0,2570.0,,,,,,,,,,,,,,,0.0,,,100.0,0.18,0.0,0.0,0.0,100.0,24.69,0.2501,25.93,0.0072,25.7
2024-05-17,428.0,11213.6,0.05,0.93,0.02,0.01,0.0,8226.8,114.0,314.0,2986.8,,,,14.0,,,,,,,,0.0,14.0,,0.0,,,100.0,0.2,0.0,0.0,0.0,100.0,23.07,0.223,24.32,0.0077,26.2
2024-05-20,428.0,11128.0,0.05,0.93,0.02,0.01,0.0,8164.0,114.0,314.0,2964.0,,,,,,,,,,,,,,,0.0,,,100.0,0.2,0.0,0.0,0.0,100.0,23.09,0.223,24.27,0.0077,26.0
2024-05-21,628.0,16328.0,0.07,1.41,0.02,0.02,0.0,10764.0,214.0,414.0,5564.0,,100.0,0.0,,,,100.0,,,0.0,100.0,,,,0.01,,,100.0,0.38,0.0,0.0,0.0,100.0,16.71,0.2319,35.97,0.0113,26.0
2024-05-22,528.0,13094.4,0.06,1.18,0.02,0.01,0.0,7787.2,214.0,314.0,5307.2,,,,,,,,,,,,,,100.0,0.01,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,18.94,0.2941,43.18,0.0104,24.8
2024-05-23,528.0,13094.4,0.06,1.21,0.02,0.01,0.0,7787.2,214.0,314.0,5307.2,,,,,,,,,,,,,,,0.01,,,100.0,0.42,0.0,0.0,0.0,100.0,18.94,0.2941,43.18,0.0104,24.8
2024-05-24,528.0,13200.0,0.06,1.34,0.02,0.01,0.0,7850.0,214.0,314.0,5350.0,,,,,,,,,,,,,,,0.01,,,100.0,0.42,0.0,0.0,0.0,100.0,18.94,0.2941,43.18,0.0104,25.0
2024-05-27,500.0,12500.0,0.05,1.43,0.02,0.01,0.0,7500.0,200.0,300.0,5000.0,,,,,,0.0,,14.0,,,,,,14.0,0.01,0.0,,100.0,0.64,0.0,0.0,0.0,100.0,20.0,0.28,40.0,0.016,25.0
2024-05-28,500.0,12450.0,0.05,0.51,0.02,0.01,0.0,7470.0,200.0,300.0,4980.0,,,,,,,,,,,,,,,0.01,,,100.0,0.64,0.0,0.0,0.0,100.0,20.0,0.28,40.0,0.016,24.9
2024-05-29,500.0,12700.0,0.05,0.51,0.02,0.01,0.0,7620.0,200.0,300.0,5080.0,,,,,,,,,,,,,,,0.01,,,100.0,0.64,0.0,0.0,0.0,100.0,20.0,0.28,40.0,0.016,25.4
2024-05-30,500.0,13100.0,0.05,0.53,0.02,0.01,0.0,7860.0,200.0,300.0,5240.0,,,,,,,,,,,,,,,0.01,,,100.0,0.64,0.0,0.0,0.0,100.0,20.0,0.28,40.0,0.016,26.2
2024-05-31,500.0,12750.0,0.06,0.52,0.02,0.01,0.0,7650.0,200.0,300.0,5100.0,,,,,,,,,,,,,,,0.01,,,100.0,0.64,0.0,0.0,0.0,100.0,20.13,0.2785,39.62,0.016,25.5
2024-06-03,500.0,13000.0,0.06,0.53,0.02,0.01,0.0,7800.0,200.0,300.0,5200.0,,,,,,,,,,,,,,,0.01,,,100.0,0.64,0.0,0.0,0.0,100.0,20.0,0.28,40.0,0.016,26.0
2024-06-04,500.0,13000.0,0.06,0.52,0.02,0.01,0.0,7800.0,200.0,300.0,5200.0,,,,,,,,,,,,,,,0.01,,,100.0,0.64,0.0,0.0,0.0,100.0,20.0,0.28,40.0,0.016,26.0
2024-06-05,500.0,12950.0,0.06,0.52,0.02,0.01,0.0,7770.0,200.0,300.0,5180.0,,,,,,,,,,,,,,,0.01,,,100.0,0.64,0.0,0.0,0.0,100.0,20.0,0.28,40.0,0.016,25.9
2024-06-06,500.0,13000.0,0.06,0.52,0.02,0.01,0.0,7800.0,200.0,300.0,5200.0,,,,,,,,,,,,,,,0.01,,,100.0,0.64,0.0,0.0,0.0,100.0,20.0,0.28,40.0,0.016,26.0
2024-06-07,500.0,13150.0,0.06,0.53,0.02,0.01,0.0,7890.0,200.0,300.0,5260.0,,,,,,,,,,,,,,,0.01,,,100.0,0.64,0.0,0.0,0.0,100.0,20.0,0.28,40.0,0.016,26.3
2024-06-10,500.0,13100.0,0.06,0.53,0.02,0.01,0.0,7860.0,200.0,300.0,5240.0,,,,,,,,,,,,,,,0.01,,,100.0,0.64,0.0,0.0,0.0,100.0,20.0,0.28,40.0,0.016,26.2
2024-06-11,500.0,13100.0,0.06,0.54,0.02,0.01,0.0,7860.0,200.0,300.0,5240.0,,,,,,,,,,,,,,,0.01,,,100.0,0.64,0.0,0.0,0.0,100.0,20.0,0.28,40.0,0.016,26.2
2024-06-12,558.0,14508.0,0.06,0.61,0.02,0.01,0.0,8554.0,229.0,329.0,5954.0,,29.0,0.0,,,,29.0,,,0.0,29.0,,,,0.01,,,100.0,0.73,0.0,0.0,0.0,100.0,17.92,0.3101,46.24,0.0178,26.0
2024-06-13,558.0,13671.0,0.06,0.61,0.02,0.01,0.0,8060.5,229.0,329.0,5610.5,,,,,,,,,,,,,,,0.01,,,100.0,0.73,0.0,0.0,0.0,100.0,17.92,0.3101,46.24,0.0178,24.5
2024-06-14,558.0,13782.6,0.06,0.56,0.02,0.01,0.0,8126.3,229.0,329.0,5656.3,,,,,,,,,,,,,,,0.01,,,100.0,0.73,0.0,0.0,0.0,100.0,17.92,0.3101,46.24,0.0178,24.7
2024-06-17,458.0,11404.2,0.05,0.45,0.02,0.01,0.0,5702.1,229.0,229.0,5702.1,,,,,,,,,,,,,,100.0,0.01,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,21.89,0.2616,34.34,0.0146,24.9
2024-06-18,358.0,8771.0,0.04,0.36,0.01,0.01,0.0,5610.5,129.0,229.0,3160.5,,,,,,0.0,,100.0,,,,,,,0.0,,,100.0,0.5,0.0,0.0,0.0,100.0,27.93,0.2603,27.93,0.0138,24.5
2024-06-19,329.0,7994.7,0.04,0.28,0.01,0.01,0.0,4860.0,129.0,200.0,3134.7,,,,,,,,,,,,,,29.0,0.0,0.0,,100.0,0.5,0.0,0.0,0.0,100.0,30.4,0.2849,30.4,0.0127,24.3
2024-06-20,300.0,7080.0,0.03,0.25,0.01,0.01,0.0,4720.0,100.0,200.0,2360.0,,,,,,0.0,,29.0,,,,,,,0.0,,,100.0,0.39,0.0,0.0,0.0,100.0,33.33,0.3333,33.33,0.0116,23.6
2024-06-21,300.0,7140.0,0.03,0.25,0.01,0.01,0.0,4760.0,100.0,200.0,2380.0,,,,,,,,,,,,,,,0.0,,,100.0,0.39,0.0,0.0,0.0,100.0,33.33,0.3333,33.33,0.0116,23.8
2024-06-24,300.0,6810.0,0.03,0.25,0.01,0.01,0.0,4540.0,100.0,200.0,2270.0,,,,,,,,,,,,,,,0.0,,,100.0,0.39,0.0,0.0,0.0,100.0,33.33,0.3333,33.33,0.0116,22.7
2024-06-25,300.0,6780.0,0.03,0.25,0.01,0.01,0.0,4520.0,100.0,200.0,2260.0,,,,,,,,,,,,,,,0.0,,,100.0,0.39,0.0,0.0,0.0,100.0,33.33,0.3333,33.33,0.0116,22.6
2024-06-26,300.0,6750.0,0.03,0.25,0.01,0.01,0.0,4500.0,100.0,200.0,2250.0,,,,,,,,,,,,,,,0.0,,,100.0,0.39,0.0,0.0,0.0,100.0,33.33,0.3333,33.33,0.0116,22.5
2024-06-27,300.0,6750.0,0.03,0.26,0.01,0.01,0.0,4500.0,100.0,200.0,2250.0,,,,,,,,,,,,,,,0.0,,,100.0,0.39,0.0,0.0,0.0,100.0,33.33,0.3333,33.33,0.0116,22.5
2024-06-28,300.0,6540.0,0.03,0.26,0.01,0.01,0.0,4360.0,100.0,200.0,2180.0,,,,,,,,,,,,,,,0.0,,,100.0,0.39,0.0,0.0,0.0,100.0,33.33,0.3333,33.33,0.0116,21.8
2024-07-01,300.0,6840.0,0.03,0.25,0.01,0.01,0.0,4560.0,100.0,200.0,2280.0,,,,,,,,,,,,,,,0.0,,,100.0,0.39,0.0,0.0,0.0,100.0,33.33,0.3333,33.33,0.0116,22.8
2024-07-02,300.0,6870.0,0.03,0.25,0.01,0.01,0.0,4580.0,100.0,200.0,2290.0,,,,,,,,,,,,,,,0.0,,,100.0,0.49,0.0,0.0,0.0,100.0,33.33,0.3333,33.33,0.0147,22.9
2024-07-03,500.0,11750.0,0.06,0.36,0.02,0.01,0.0,11750.0,300.0,500.0,7050.0,,,,300.0,,0.0,,100.0,,,,0.01,300.0,,0.01,,,100.0,68.03,0.0,0.0,0.0,100.0,19.42,0.4496,61.17,1.1338,23.5
2024-07-04,500.0,12200.0,0.06,0.35,0.02,0.01,0.0,12200.0,300.0,500.0,7320.0,,,,,,,,,,,,,,,0.01,,,100.0,68.03,0.0,0.0,0.0,100.0,20.0,0.44,60.0,1.1338,24.4
2024-07-05,1300.0,31460.0,0.14,0.89,0.05,0.03,0.0,21780.0,800.0,900.0,19360.0,,,0.01,,,,400.0,,,0.01,,,500.0,,0.02,,,100.0,85.02,0.0,0.0,0.0,100.0,22.99,0.5349,68.97,1.3815,24.2
2024-07-08,1300.0,32500.0,0.14,0.89,0.05,0.03,0.0,22500.0,800.0,900.0,20000.0,,,,,,,,,,,,,,,0.02,,,100.0,85.02,0.0,0.0,0.0,100.0,22.99,0.5349,68.97,1.3815,25.0
2024-07-09,1300.0,33150.0,0.14,1.56,0.05,0.03,0.0,22950.0,800.0,900.0,20400.0,,,,,,,,,,,,,,,0.02,,,100.0,85.02,0.0,0.0,0.0,100.0,22.99,0.5349,68.97,1.3815,25.5
2024-07-10,1300.0,33410.0,0.14,1.48,0.05,0.03,0.0,23130.0,800.0,900.0,20560.0,,,,,,,,,,,,,,,0.02,,,100.0,85.02,0.0,0.0,0.0,100.0,22.99,0.5349,68.97,1.3815,25.7
2024-07-11,1300.0,33410.0,0.14,1.48,0.05,0.03,0.0,23130.0,800.0,900.0,20560.0,,,,,,,,,,,,,,,0.02,,,100.0,85.02,0.0,0.0,0.0,100.0,22.99,0.5349,68.97,1.3815,25.7
