,CEU2 FP Equity_DX_SI_QTY,CEU2 FP Equity_DX_SHORT_INTEREST_VALUE,CEU2 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CEU2 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CEU2 FP Equity_DX_SI_MV,CEU2 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CEU2 FP Equity_DX_SUPPLY_SI_QTY,CEU2 FP Equity_DX_BROKER_SI_QTY,CEU2 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CEU2 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CEU2 FP Equity_DX_BROKER_SI_MV_INC_x,CEU2 FP Equity_DX_BROKER_SI_QTY_ADD,CEU2 FP Equity_DX_SUPPLY_SI_MV_DEC,CEU2 FP Equity_DX_BROKER_SI_QTY_INC,CEU2 FP Equity_DX_SUPPLY_SI_QTY_DEC,CEU2 FP Equity_DX_BROKER_SI_MV_INC_y,CEU2 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CEU2 FP Equity_DX_BROKER_SI_MV_ADD,CEU2 FP Equity_DX_SUPPLY_SI_QTY_ADD,CEU2 FP Equity_DX_BROKER_SI_QTY_DEC,CEU2 FP Equity_DX_SUPPLY_SI_MV,CEU2 FP Equity_DX_BROKER_SI_MV_DEC,CEU2 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CEU2 FP Equity_DX_UTILIZATION_QUANTITY,CEU2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CEU2 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CEU2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CEU2 FP Equity_DX_ACTIVE_UTILIZATION_MV,CEU2 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CEU2 FP Equity_DX_BROKER_SI_CON_RATIO,CEU2 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CEU2 FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-04-09,11100.0,592484.7,0.04,0.17,0.59,592484.7,1100.0,11100.0,58714.7,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.8,0.8232,90.2,5.0455
2020-04-10,11100.0,592484.7,0.04,0.17,0.59,592484.7,1100.0,11100.0,58714.7,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.91,0.8214,90.09,5.0455
2020-04-13,11100.0,592484.7,0.04,0.17,0.59,592484.7,1100.0,11100.0,58714.7,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.91,0.8214,90.09,5.0455
2020-04-14,11100.0,597357.6,0.04,0.17,0.6,597357.6,1100.0,11100.0,59197.6,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.84,0.8226,90.16,5.0455
2020-04-15,11100.0,577921.5,0.04,0.17,0.58,577921.5,1100.0,11100.0,57271.5,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,10.21,0.8167,89.79,5.0455
2020-04-16,11100.0,581273.7,0.04,0.17,0.58,581273.7,1100.0,11100.0,57603.7,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.86,0.8223,90.14,5.0455
2020-04-17,11100.0,597379.8,0.04,0.17,0.6,597379.8,1100.0,11100.0,59199.8,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.67,0.8253,90.33,5.0455
2020-04-20,11100.0,600465.6,0.06,0.17,0.6,600465.6,1100.0,11100.0,59505.6,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.86,0.8222,90.14,5.0455
2020-04-21,11100.0,579309.0,0.09,0.19,0.58,579309.0,1100.0,11100.0,57409.0,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,10.23,0.8163,89.77,5.0455
2020-04-22,11100.0,591263.7,0.07,0.19,0.59,591263.7,1100.0,11100.0,58593.7,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.73,0.8244,90.27,5.0455
2020-04-23,11100.0,594948.9,0.06,0.19,0.59,594948.9,1100.0,11100.0,58958.9,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.85,0.8223,90.15,5.0455
2020-04-24,11100.0,590453.4,0.06,0.19,0.59,590453.4,1100.0,11100.0,58513.4,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.98,0.8204,90.02,5.0455
2020-04-27,11100.0,600998.4,0.06,0.19,0.6,600998.4,1100.0,11100.0,59558.4,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.75,0.824,90.25,5.0455
2020-04-28,11100.0,611698.8,0.06,0.19,0.61,611698.8,1100.0,11100.0,60618.8,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.75,0.824,90.25,5.0455
2020-04-29,11100.0,621033.9,0.06,0.19,0.62,621033.9,1100.0,11100.0,61543.9,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.78,0.8236,90.22,5.0455
2020-04-30,11100.0,607103.4,0.06,0.19,0.61,607103.4,1100.0,11100.0,60163.4,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,10.11,0.8182,89.89,5.0455
2020-05-01,11100.0,607103.4,0.06,0.19,0.61,607103.4,1100.0,11100.0,60163.4,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.91,0.8214,90.09,5.0455
2020-05-04,11100.0,588555.3,0.06,0.19,0.59,588555.3,1100.0,11100.0,58325.3,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,10.19,0.817,89.81,5.0455
2020-05-05,11100.0,600587.7,0.08,0.19,0.6,600587.7,1100.0,11100.0,59517.7,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.73,0.8243,90.27,5.0455
2020-05-06,11100.0,599344.5,0.12,0.19,0.6,599344.5,1100.0,11100.0,59394.5,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.93,0.8211,90.07,5.0455
2020-05-07,11100.0,606404.1,0.12,0.19,0.61,606404.1,1100.0,11100.0,60094.1,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.81,0.8231,90.19,5.0455
2020-05-08,11100.0,611055.0,0.12,0.19,0.61,611055.0,1100.0,11100.0,60555.0,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.84,0.8225,90.16,5.0455
2020-05-11,11100.0,608934.9,0.12,0.19,0.61,608934.9,1100.0,11100.0,60344.9,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.94,0.8209,90.06,5.0455
2020-05-12,11100.0,611066.1,0.12,0.19,0.61,611066.1,1100.0,11100.0,60556.1,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.88,0.8219,90.12,5.0455
2020-05-13,11100.0,598645.2,0.12,0.19,0.6,598645.2,1100.0,11100.0,59325.2,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,10.09,0.8185,89.91,5.0455
2020-05-14,11100.0,586579.5,0.12,0.19,0.59,586579.5,1100.0,11100.0,58129.5,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,10.09,0.8185,89.91,5.0455
2020-05-15,11100.0,588855.0,0.12,0.19,0.59,588855.0,1100.0,11100.0,58355.0,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.88,0.822,90.12,5.0455
2020-05-18,11100.0,612764.4,0.12,0.19,0.61,612764.4,1100.0,11100.0,60724.4,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.56,0.8271,90.44,5.0455
2020-05-19,11100.0,609001.5,0.12,0.19,0.61,609001.5,1100.0,11100.0,60351.5,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.97,0.8206,90.03,5.0455
2020-05-20,11100.0,615017.7,0.12,0.19,0.61,615017.7,1100.0,11100.0,60947.7,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.82,0.8228,90.18,5.0455
2020-05-21,11100.0,608812.8,0.12,0.19,0.61,608812.8,1100.0,11100.0,60332.8,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,10.0,0.82,90.0,5.0455
2020-05-22,11100.0,608946.0,0.12,0.19,0.61,608946.0,1100.0,11100.0,60346.0,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.91,0.8215,90.09,5.0455
2020-05-25,11100.0,620212.5,0.12,0.19,0.62,620212.5,1100.0,11100.0,61462.5,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.75,0.8241,90.25,5.0455
2020-05-26,11100.0,624042.0,0.12,0.19,0.62,624042.0,1100.0,11100.0,61842.0,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.86,0.8223,90.14,5.0455
2020-05-27,11100.0,626461.8,0.12,0.19,0.63,626461.8,1100.0,11100.0,62081.8,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.88,0.822,90.12,5.0455
2020-05-28,11100.0,636374.1,0.12,0.19,0.63,636374.1,1100.0,11100.0,63064.1,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.77,0.8237,90.23,5.0455
2020-05-29,11100.0,625396.2,0.12,0.19,0.63,625396.2,1100.0,11100.0,61976.2,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,10.07,0.8189,89.93,5.0455
2020-06-01,11100.0,636263.1,0.12,0.19,0.64,636263.1,1100.0,11100.0,63053.1,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.76,0.8239,90.24,5.0455
2020-06-02,11100.0,642867.6,0.12,0.19,0.64,642867.6,1100.0,11100.0,63707.6,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.82,0.8229,90.18,5.0455
2020-06-03,11100.0,659784.0,0.13,0.19,0.66,659784.0,1100.0,11100.0,65384.0,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.68,0.8251,90.32,5.0455
2020-06-04,11100.0,655288.5,0.2,0.19,0.66,655288.5,1100.0,11100.0,64938.5,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,9.97,0.8205,90.03,5.0455
2020-06-05,11100.0,670872.9,0.53,0.19,0.67,670872.9,1100.0,11100.0,66482.9,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.7,0.8248,90.3,5.0455
2020-06-08,11100.0,669896.1,1.08,0.19,0.67,669896.1,1100.0,11100.0,66386.1,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,9.92,0.8212,90.08,5.0455
2020-06-09,11100.0,661737.6,1.07,0.19,0.66,661737.6,1100.0,11100.0,65577.6,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,10.02,0.8197,89.98,5.0455
2020-06-10,11100.0,659617.5,1.06,0.19,0.66,659617.5,1100.0,11100.0,65367.5,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,9.94,0.821,90.06,5.0455
2020-06-11,11100.0,632222.7,1.06,0.19,0.63,632222.7,1100.0,11100.0,62652.7,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,10.3,0.8153,89.7,5.0455
2020-06-12,11100.0,634054.2,1.07,0.19,0.64,634054.2,1100.0,11100.0,62834.2,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.88,0.8219,90.12,5.0455
2020-06-15,11100.0,632189.4,1.09,0.19,0.63,632189.4,1100.0,11100.0,62649.4,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.94,0.821,90.06,5.0455
2020-06-16,11100.0,651414.6,1.09,0.19,0.65,651414.6,1100.0,11100.0,64554.6,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.65,0.8257,90.35,5.0455
2020-06-17,11100.0,655765.8,1.09,0.19,0.66,655765.8,1100.0,11100.0,64985.8,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.85,0.8224,90.15,5.0455
2020-06-18,11100.0,649927.2,1.59,0.19,0.65,649927.2,1100.0,11100.0,64407.2,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,9.99,0.8202,90.01,5.0455
2020-06-19,11100.0,655799.1,1.95,0.19,0.65,655799.1,1100.0,11100.0,64989.1,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.83,0.8227,90.17,5.0455
2020-06-22,11100.0,650981.7,1.82,0.19,0.65,650981.7,1100.0,11100.0,64511.7,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,9.98,0.8204,90.02,5.0455
2020-06-23,11100.0,660017.1,1.78,0.19,0.66,660017.1,1100.0,11100.0,65407.1,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.79,0.8234,90.21,5.0455
2020-06-24,11100.0,640703.1,1.32,0.19,0.64,640703.1,1100.0,11100.0,63493.1,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,10.18,0.8172,89.82,5.0455
2020-06-25,11100.0,646053.3,1.51,0.19,0.64,646053.3,1100.0,11100.0,64023.3,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.84,0.8226,90.16,5.0455
2020-06-26,11100.0,643800.0,1.51,0.19,0.64,643800.0,1100.0,11100.0,63800.0,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.94,0.8209,90.06,5.0455
2020-06-29,11100.0,646230.9,1.52,0.19,0.65,646230.9,1100.0,11100.0,64040.9,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.88,0.822,90.12,5.0455
2020-06-30,11100.0,646375.2,1.65,0.19,0.65,646375.2,1100.0,11100.0,64055.2,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.91,0.8215,90.09,5.0455
2020-07-01,11100.0,648240.0,0.71,0.19,0.65,648240.0,1100.0,11100.0,64240.0,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.88,0.8219,90.12,5.0455
2020-07-02,12337.0,734915.09,0.79,0.21,0.74,734915.09,1100.0,12337.0,65527.0,,,1237.0,,,,,,0.08,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,10.75,0.6682,80.56,5.6077
2020-07-03,12337.0,729166.05,0.79,0.21,0.74,729166.05,1100.0,12337.0,65014.4,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,10.8,0.6643,80.29,5.6077
2020-07-06,12337.0,740479.08,0.79,0.21,0.75,740479.08,1100.0,12337.0,66023.1,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,10.79,0.6672,80.5,5.6077
2020-07-07,12337.0,736259.82,0.78,0.21,0.74,736259.82,1100.0,12337.0,65646.9,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,10.97,0.6625,80.16,5.6077
2020-07-08,11100.0,658507.5,0.7,0.19,0.66,658507.5,1100.0,11100.0,65257.5,,,,,,,,,,,1237.0,0.07,0.08,100.0,50.0,0.0,0.0,0.0,100.0,9.96,0.8206,90.04,5.0455
2020-07-09,11100.0,652879.8,0.65,0.19,0.65,652879.8,1100.0,11100.0,64699.8,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,9.99,0.8202,90.01,5.0455
2020-07-10,11100.0,659872.8,0.65,0.18,0.66,659872.8,1100.0,11100.0,65392.8,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.82,0.823,90.18,5.0455
2020-07-13,11100.0,666055.5,0.57,0.18,0.66,666055.5,1100.0,11100.0,66005.5,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,9.83,0.8228,90.17,5.0455
2020-07-14,11100.0,660450.0,0.47,0.18,0.66,660450.0,1100.0,11100.0,65450.0,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,9.99,0.8202,90.01,5.0455
2020-07-15,11100.0,671738.7,0.38,0.18,0.67,671738.7,1100.0,11100.0,66568.7,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,9.76,0.8239,90.24,5.0455
2020-07-16,120700.0,7277606.5,4.19,1.89,7.29,7277606.5,1100.0,120700.0,66324.5,,6.62,,,109600.0,,6.62,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,8.26,0.8485,91.74,54.8636
2020-07-17,230300.0,13927622.8,7.95,3.59,14.54,13927622.8,1100.0,230300.0,66523.6,,,109600.0,,,,,,7.26,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,45.88,0.4619,49.96,104.6818
2020-07-20,230300.0,14003161.2,8.12,3.47,14.61,14003161.2,1100.0,230300.0,66884.4,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,45.87,0.4618,49.96,104.6818
2020-07-21,230300.0,14053366.6,5.31,3.47,14.68,14053366.6,1100.0,230300.0,67124.2,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,45.89,0.462,49.97,104.6818
2020-07-22,230300.0,13919332.0,1.8,2.76,14.71,13919332.0,1100.0,230300.0,66484.0,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,45.9,0.4623,49.99,104.6818
2020-07-23,160300.0,9684203.9,1.03,1.92,10.12,9684203.9,1100.0,160300.0,66454.3,,,,,,,,,,,70000.0,0.07,4.54,100.0,50.0,0.0,0.0,0.0,100.0,45.13,0.4465,48.92,72.8636
2020-07-24,160300.0,9525026.0,1.03,1.89,10.15,9525026.0,1100.0,160300.0,65362.0,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,45.17,0.4472,48.96,72.8636
2020-07-27,160300.0,9494569.0,1.03,1.85,9.97,9494569.0,1100.0,160300.0,65153.0,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,45.13,0.4466,48.92,72.8636
2020-07-28,160300.0,9535766.1,0.94,1.84,9.92,9535766.1,1100.0,160300.0,65435.7,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,45.11,0.4462,48.9,72.8636
2020-07-29,160300.0,9527911.4,0.94,1.8,10.0,9527911.4,1100.0,160300.0,65381.8,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,45.13,0.4465,48.92,72.8636
2020-07-30,85700.0,4984140.6,0.46,0.96,5.1,4984140.6,1100.0,85700.0,63973.8,,,,,,,,,,,74600.0,0.07,4.88,100.0,50.0,0.0,0.0,0.0,100.0,11.45,0.7973,88.55,38.9545
2020-07-31,85700.0,4930406.7,0.46,0.95,4.97,4930406.7,1100.0,85700.0,63284.1,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,11.56,0.7956,88.44,38.9545
2020-08-03,102800.0,6037649.6,0.53,1.14,5.87,6037649.6,1100.0,102800.0,64605.2,,0.87,,,17100.0,,0.87,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,10.02,0.8198,89.98,46.7273
2020-08-04,92813.0,5440326.81,0.48,1.03,5.38,5440326.81,1100.0,92813.0,64477.6,,,,,,,,,,,9987.0,0.06,0.59,100.0,50.0,0.0,0.0,0.0,100.0,0.01,0.9997,99.99,42.1877
2020-08-05,92813.0,5465200.69,0.48,1.02,5.35,5465200.69,1100.0,92813.0,64772.4,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,0.01,0.9997,99.99,42.1877
2020-08-06,18213.0,1065096.24,0.09,0.2,0.99,1065096.24,1100.0,18213.0,64328.0,,,,,,,,,,,74600.0,0.06,4.36,100.0,50.0,0.0,0.0,0.0,100.0,0.08,0.9985,99.92,8.2786
2020-08-07,18213.0,1067973.89,0.09,0.2,0.99,1067973.89,1100.0,18213.0,64501.8,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,0.08,0.9985,99.92,8.2786
2020-08-10,18213.0,1071470.79,0.09,0.2,0.99,1071470.79,1100.0,18213.0,64713.0,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,0.08,0.9985,99.92,8.2786
2020-08-11,18213.0,1088791.35,0.09,0.2,0.98,1088791.35,1100.0,18213.0,65759.1,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,0.08,0.9984,99.92,8.2786
2020-08-12,32400.0,1961949.6,0.18,0.36,1.75,1961949.6,1100.0,32400.0,66609.4,,0.77,,,14200.0,,0.77,,,,13.0,0.07,0.0,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,14.7273
2020-08-13,32400.0,1951128.0,0.18,0.36,1.76,1951128.0,1100.0,32400.0,66242.0,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,14.7273
2020-08-14,32400.0,1927119.6,0.18,0.35,1.75,1927119.6,1100.0,32400.0,65426.9,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,14.7273
2020-08-17,32400.0,1933534.8,0.17,0.35,1.75,1933534.8,1100.0,32400.0,65644.7,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,14.7273
2020-08-18,35400.0,2099220.0,0.19,0.38,1.93,2099220.0,1100.0,35400.0,65230.0,,0.19,,,3000.0,,0.19,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,16.0909
2020-08-19,35400.0,2115858.0,0.19,0.38,1.92,2115858.0,1100.0,35400.0,65747.0,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,16.0909
2020-08-20,18300.0,1082536.5,0.1,0.19,1.01,1082536.5,1100.0,18300.0,65070.5,,,,,,,,,,,17100.0,0.07,0.92,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,8.3182
2020-08-21,18300.0,1080779.7,0.1,0.19,1.01,1080779.7,1100.0,18300.0,64964.9,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,8.3182
2020-08-24,18300.0,1096700.7,0.1,0.19,1.01,1096700.7,1100.0,18300.0,65921.9,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,8.3182
2020-08-25,18300.0,1094486.4,0.1,0.19,1.01,1094486.4,1100.0,18300.0,65788.8,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,8.3182
2020-08-26,18300.0,1103307.0,0.1,0.19,1.01,1103307.0,1100.0,18300.0,66319.0,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,8.3182
2020-08-27,18300.0,1096920.3,0.1,0.19,1.02,1096920.3,1100.0,18300.0,65935.1,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,8.3182
2020-08-28,18300.0,1089819.9,0.1,0.19,1.01,1089819.9,1100.0,18300.0,65508.3,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,8.3182
2020-08-31,18300.0,1080322.2,0.1,0.19,1.01,1080322.2,1100.0,18300.0,64937.4,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,8.3182
2020-09-01,18300.0,1080084.3,0.11,0.19,1.0,1080084.3,1100.0,18300.0,64923.1,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,8.3182
2020-09-02,18300.0,1098128.1,0.24,0.19,1.0,1098128.1,1100.0,18300.0,66007.7,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,8.3182
2020-09-03,18300.0,1083341.7,0.37,0.19,1.01,1083341.7,1100.0,18300.0,65118.9,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,8.3182
2020-09-04,18300.0,1072032.3,0.36,0.19,1.01,1072032.3,1100.0,18300.0,64439.1,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,8.3182
2020-09-07,18300.0,1087733.7,0.35,0.19,1.0,1087733.7,1100.0,18300.0,65382.9,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,8.3182
2020-09-08,18300.0,1076424.3,0.48,0.19,1.0,1076424.3,1100.0,18300.0,64703.1,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,8.3182
2020-09-09,18300.0,1094815.8,0.48,0.19,1.0,1094815.8,1100.0,18300.0,65808.6,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,8.3182
2020-09-10,15300.0,909386.1,0.67,0.16,0.83,909386.1,1100.0,15300.0,65380.7,,,,,,,,,,,3000.0,0.06,0.17,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,6.9545
2020-09-11,15300.0,910656.0,0.69,0.16,0.83,910656.0,1100.0,15300.0,65472.0,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,6.9545
2020-09-14,15300.0,911987.1,0.94,0.16,0.83,911987.1,1100.0,15300.0,65567.7,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,6.9545
2020-09-15,15300.0,918734.4,0.94,0.16,0.83,918734.4,1100.0,15300.0,66052.8,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,6.9545
2020-09-16,15300.0,922788.9,0.52,0.16,0.83,922788.9,1100.0,15300.0,66344.3,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,6.9545
2020-09-17,15300.0,917556.3,0.57,0.16,0.83,917556.3,1100.0,15300.0,65968.1,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,6.9545
2020-09-18,15300.0,911864.7,0.56,0.16,0.83,911864.7,1100.0,15300.0,65558.9,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,6.9545
2020-09-21,15300.0,882779.4,0.56,0.16,0.83,882779.4,1100.0,15300.0,63467.8,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,6.9545
2020-09-22,15300.0,884676.6,0.57,0.16,0.83,884676.6,1100.0,15300.0,63604.2,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,6.9545
2020-09-23,15300.0,889955.1,0.57,0.16,0.83,889955.1,1100.0,15300.0,63983.7,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,6.9545
