,ALHAF FP Equity_DX_SI_QTY,ALHAF FP Equity_DX_SHORT_INTEREST_VALUE,ALHAF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHAF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHAF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHAF FP Equity_DX_SI_MV,ALHAF FP Equity_DX_DSS,ALHAF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHAF FP Equity_DX_SUPPLY_SI_QTY,ALHAF FP Equity_DX_BROKER_SI_QTY,ALHAF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHAF FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHAF FP Equity_DX_BROKER_SI_MV_INC_x,ALHAF FP Equity_DX_BROKER_SI_QTY_ADD,ALHAF FP Equity_DX_SUPPLY_SI_MV_DEC,ALHAF FP Equity_DX_BROKER_SI_QTY_INC,ALHAF FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHAF FP Equity_DX_BROKER_SI_MV_INC_y,ALHAF FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHAF FP Equity_DX_BROKER_SI_MV_ADD,ALHAF FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHAF FP Equity_DX_BROKER_SI_QTY_DEC,ALHAF FP Equity_DX_SUPPLY_SI_MV,ALHAF FP Equity_DX_BROKER_SI_MV_DEC,ALHAF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHAF FP Equity_DX_UTILIZATION_QUANTITY,ALHAF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHAF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHAF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHAF FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHAF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHAF FP Equity_DX_BROKER_SI_CON_RATIO,ALHAF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHAF FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHAF FP Equity_PX_LAST
2023-04-21,899.0,1681.13,0.01,0.04,0.0,0.0,0.0,1681.13,399.0,899.0,746.13,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.32,0.5065,55.68,0.0864,1.87
2023-04-24,899.0,1666.75,0.01,0.04,0.0,0.0,0.0,1666.75,399.0,899.0,739.75,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.24,0.5066,55.76,0.0864,1.854
2023-04-25,899.0,1722.48,0.01,0.04,0.0,0.0,0.0,1722.48,399.0,899.0,764.48,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,45.01,0.505,54.99,0.0864,1.916
2023-04-26,899.0,1708.1,0.01,0.04,0.0,0.0,0.0,1708.1,399.0,899.0,758.1,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.25,0.5066,55.75,0.0864,1.9
2023-04-27,899.0,1686.52,0.01,0.04,0.0,0.0,0.0,1686.52,399.0,899.0,748.52,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.01,0.5072,55.99,0.0864,1.876
2023-04-28,899.0,1666.75,0.01,0.04,0.0,0.0,0.0,1666.75,399.0,899.0,739.75,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.07,0.507,55.93,0.0864,1.854
2023-05-01,899.0,1666.75,0.01,0.04,0.0,0.0,0.0,1666.75,399.0,899.0,739.75,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.33,0.5064,55.67,0.0864,
2023-05-02,899.0,1645.17,0.01,0.04,0.0,0.0,0.0,1645.17,399.0,899.0,730.17,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.05,0.5071,55.95,0.0864,1.83
2023-05-03,899.0,1627.19,0.01,0.04,0.0,0.0,0.0,1627.19,399.0,899.0,722.19,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.17,0.5068,55.83,0.0864,1.81
2023-05-04,899.0,1636.18,0.01,0.04,0.0,0.0,0.0,1636.18,399.0,899.0,726.18,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.32,0.5065,55.68,0.0864,1.82
2023-05-05,899.0,1636.18,0.01,0.04,0.0,0.0,0.0,1636.18,399.0,899.0,726.18,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.37,0.5063,55.63,0.0864,1.82
2023-05-08,899.0,1663.15,0.01,0.04,0.0,0.0,0.0,1663.15,399.0,899.0,738.15,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.7,0.5056,55.3,0.0864,1.85
2023-05-09,899.0,1636.18,0.01,0.04,0.0,0.0,0.0,1636.18,399.0,899.0,726.18,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,43.85,0.5076,56.15,0.0864,1.82
2023-05-10,899.0,1636.18,0.01,0.04,0.0,0.0,0.0,1636.18,399.0,899.0,726.18,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.37,0.5063,55.63,0.0864,1.82
2023-05-11,899.0,1636.18,0.01,0.04,0.0,0.0,0.0,1636.18,399.0,899.0,726.18,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.22,0.5067,55.78,0.0864,1.82
2023-05-12,899.0,1625.39,0.01,0.04,0.0,0.0,0.0,1625.39,399.0,899.0,721.39,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.04,0.5071,55.96,0.0864,1.808
2023-05-15,899.0,1603.82,0.01,0.04,0.0,0.0,0.0,1603.82,399.0,899.0,711.82,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.01,0.5072,55.99,0.0864,1.784
2023-05-16,899.0,1580.44,0.01,0.05,0.0,0.0,0.0,1580.44,399.0,899.0,701.44,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.0,0.5072,56.0,0.0864,1.758
2023-05-17,899.0,1578.64,0.01,0.05,0.0,0.0,0.0,1578.64,399.0,899.0,700.64,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.31,0.5065,55.69,0.0864,1.756
2023-05-18,899.0,1567.86,0.01,0.05,0.0,0.0,0.0,1567.86,399.0,899.0,695.86,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,43.98,0.5073,56.02,0.0864,1.744
2023-05-19,899.0,1607.41,0.01,0.05,0.0,0.0,0.0,1607.41,399.0,899.0,713.41,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,45.05,0.5049,54.95,0.0864,1.788
2023-05-22,899.0,1596.62,0.01,0.07,0.0,0.0,0.0,1596.62,399.0,899.0,708.62,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.91,0.5052,55.09,0.0864,1.776
2023-05-23,899.0,1575.05,0.01,0.09,0.0,0.0,0.0,1575.05,399.0,899.0,699.05,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.48,0.5061,55.52,0.0864,1.752
2023-05-24,899.0,1582.24,0.01,0.09,0.0,0.0,0.0,1582.24,399.0,899.0,702.24,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.54,0.506,55.46,0.0864,1.76
2023-05-25,899.0,1941.84,0.01,0.09,0.0,0.0,0.0,1941.84,399.0,899.0,861.84,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,49.45,0.5001,50.55,0.0864,2.16
2023-05-26,899.0,1887.9,0.01,0.08,0.0,0.0,0.0,1887.9,399.0,899.0,837.9,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,48.7,0.5003,51.3,0.0864,2.1
2023-05-29,899.0,1905.88,0.01,0.07,0.0,0.0,0.0,1905.88,399.0,899.0,845.88,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,48.88,0.5002,51.12,0.0864,2.12
2023-05-30,899.0,1887.9,0.01,0.07,0.0,0.0,0.0,1887.9,399.0,899.0,837.9,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,44.12,0.5069,55.88,0.0864,2.1
2023-05-31,899.0,1744.06,0.01,0.08,0.0,0.0,0.0,1744.06,399.0,899.0,774.06,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,42.27,0.5119,57.73,0.0864,1.94
2023-06-01,899.0,1847.45,0.01,0.08,0.0,0.0,0.0,1847.45,399.0,899.0,819.95,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,46.03,0.5032,53.97,0.0864,2.055
2023-06-02,1697.0,3461.88,0.03,0.15,0.0,0.0,0.0,2647.92,798.0,1298.0,1627.92,,0.0,,,399.0,,0.0,,,399.0,,0.0,,100.0,7.67,0.0,0.0,0.0,100.0,29.66,0.5828,70.34,0.1632,2.04
2023-06-05,1697.0,3478.85,0.03,0.15,0.0,0.0,0.0,2660.9,798.0,1298.0,1635.9,,,,,,,,,,,,0.0,,100.0,7.75,0.0,0.0,0.0,100.0,29.44,0.5846,70.56,0.1648,2.05
2023-06-06,1697.0,3495.82,0.03,0.15,0.0,0.0,0.0,2673.88,798.0,1298.0,1643.88,,,,,,,,,,,,0.0,,100.0,7.75,0.0,0.0,0.0,100.0,29.47,0.5843,70.53,0.1648,2.06
2023-06-07,1697.0,3470.37,0.03,0.15,0.0,0.0,0.0,2654.41,798.0,1298.0,1631.91,,,,,,,,,,,,0.0,,100.0,7.75,0.0,0.0,0.0,100.0,29.63,0.583,70.37,0.1648,2.045
2023-06-08,1697.0,3546.73,0.03,0.15,0.0,0.0,0.0,2712.82,798.0,1298.0,1667.82,,,,,,,,,,,,0.0,,100.0,7.75,0.0,0.0,0.0,100.0,29.03,0.588,70.97,0.1648,2.09
2023-06-09,1697.0,3512.79,0.03,0.15,0.0,0.0,0.0,2686.86,798.0,1298.0,1651.86,,,,,,,,,,,,0.0,,100.0,7.75,0.0,0.0,0.0,100.0,29.72,0.5823,70.28,0.1648,2.07
2023-06-12,1697.0,3546.73,0.03,0.15,0.0,0.0,0.0,2712.82,798.0,1298.0,1667.82,,,,,,,,,,,,0.0,,100.0,7.75,0.0,0.0,0.0,100.0,29.36,0.5852,70.64,0.1648,2.09
2023-06-13,1697.0,3495.82,0.03,0.15,0.0,0.0,0.0,2673.88,798.0,1298.0,1643.88,,,,,,,,,,,,0.0,,100.0,7.75,0.0,0.0,0.0,100.0,29.6,0.5832,70.4,0.1648,2.06
2023-06-14,1697.0,3478.85,0.03,0.16,0.0,0.0,0.0,2660.9,798.0,1298.0,1635.9,,,,,,,,,,,,0.0,,100.0,7.75,0.0,0.0,0.0,100.0,29.51,0.5839,70.49,0.1648,2.05
2023-06-15,1697.0,3699.46,0.03,0.16,0.0,0.0,0.0,2829.64,798.0,1298.0,1739.64,,,,,,,,,,,,0.0,,100.0,10.1,0.0,0.0,0.0,100.0,28.48,0.5926,71.52,0.2148,2.18
2023-06-16,1697.0,3631.58,0.03,0.14,0.0,0.0,0.0,2777.72,798.0,1298.0,1707.72,,,,,,,,,,,,0.0,,100.0,9.85,0.0,0.0,0.0,100.0,28.4,0.5933,71.6,0.2095,2.14
2023-06-19,1697.0,3665.52,0.03,0.14,0.0,0.0,0.0,2803.68,798.0,1298.0,1723.68,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,28.38,0.5935,71.62,0.1616,2.16
2023-06-20,1697.0,3631.58,0.03,0.13,0.0,0.0,0.0,2777.72,798.0,1298.0,1707.72,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.61,0.5832,70.39,0.1616,2.14
2023-06-21,1697.0,3648.55,0.03,0.13,0.0,0.0,0.0,2790.7,798.0,1298.0,1715.7,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.3,0.5857,70.7,0.1616,2.15
2023-06-22,1697.0,3623.1,0.03,0.13,0.0,0.0,0.0,2771.23,798.0,1298.0,1703.73,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.6,0.5832,70.4,0.1616,2.135
2023-06-23,1697.0,3580.67,0.03,0.13,0.0,0.0,0.0,2738.78,798.0,1298.0,1683.78,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.84,0.5813,70.16,0.1616,2.11
2023-06-26,1697.0,3555.22,0.03,0.13,0.0,0.0,0.0,2719.31,798.0,1298.0,1671.81,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.54,0.5837,70.46,0.1616,2.095
2023-06-27,1697.0,3563.7,0.03,0.14,0.0,0.0,0.0,2725.8,798.0,1298.0,1675.8,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.37,0.5851,70.63,0.1616,2.1
2023-06-28,1697.0,3529.76,0.03,0.14,0.0,0.0,0.0,2699.84,798.0,1298.0,1659.84,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.67,0.5827,70.33,0.1616,2.08
2023-06-29,1697.0,3444.91,0.03,0.14,0.0,0.0,0.0,2634.94,798.0,1298.0,1619.94,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.98,0.5802,70.02,0.1616,2.03
2023-06-30,1697.0,3394.0,0.03,0.14,0.0,0.0,0.0,2596.0,798.0,1298.0,1596.0,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.59,0.5833,70.41,0.1616,2.0
2023-07-03,1697.0,3343.09,0.03,0.14,0.0,0.0,0.0,2557.06,798.0,1298.0,1572.06,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.91,0.5807,70.09,0.1616,1.97
2023-07-04,1697.0,3377.03,0.03,0.14,0.0,0.0,0.0,2583.02,798.0,1298.0,1588.02,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,30.05,0.5796,69.95,0.1616,1.99
2023-07-05,1697.0,3373.64,0.03,0.15,0.0,0.0,0.0,2580.42,798.0,1298.0,1586.42,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.55,0.5836,70.45,0.1616,1.988
2023-07-06,1697.0,3366.85,0.03,0.15,0.0,0.0,0.0,2575.23,798.0,1298.0,1583.23,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.52,0.5839,70.48,0.1616,1.984
2023-07-07,1697.0,3383.82,0.03,0.16,0.0,0.0,0.0,2588.21,798.0,1298.0,1591.21,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.24,0.5862,70.76,0.1616,1.994
2023-07-10,1697.0,3390.61,0.03,0.17,0.0,0.0,0.0,2593.4,798.0,1298.0,1594.4,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.4,0.5849,70.6,0.1616,1.998
2023-07-11,1697.0,3329.51,0.03,0.17,0.0,0.0,0.0,2546.68,798.0,1298.0,1565.68,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.7,0.5824,70.3,0.1616,1.962
2023-07-12,1697.0,3394.0,0.03,0.18,0.0,0.0,0.0,2596.0,798.0,1298.0,1596.0,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,28.97,0.5884,71.03,0.1616,2.0
2023-07-13,1697.0,3377.03,0.03,0.18,0.0,0.0,0.0,2583.02,798.0,1298.0,1588.02,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.39,0.5849,70.61,0.1616,1.99
2023-07-14,1697.0,3394.0,0.03,0.18,0.0,0.0,0.0,2596.0,798.0,1298.0,1596.0,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.35,0.5853,70.65,0.1616,2.0
2023-07-17,1697.0,3394.0,0.03,0.18,0.0,0.0,0.0,2596.0,798.0,1298.0,1596.0,,,,,,,,,,,,0.0,,100.0,8.4,0.0,0.0,0.0,100.0,29.49,0.5842,70.51,0.1786,2.0
2023-07-18,1697.0,3377.03,0.03,0.18,0.0,0.0,0.0,2583.02,798.0,1298.0,1588.02,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.57,0.5835,70.43,0.1616,1.99
2023-07-19,1697.0,3363.45,0.03,0.18,0.0,0.0,0.0,2572.64,798.0,1298.0,1581.64,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.62,0.5831,70.38,0.1616,1.982
2023-07-20,1697.0,3377.03,0.03,0.18,0.0,0.0,0.0,2583.02,798.0,1298.0,1588.02,,,,,,,,,,,,0.0,,100.0,7.98,0.0,0.0,0.0,100.0,29.54,0.5837,70.46,0.1697,1.99
2023-07-21,1697.0,3343.09,0.03,0.18,0.0,0.0,0.0,2557.06,798.0,1298.0,1572.06,,,,,,,,,,,,0.0,,100.0,7.98,0.0,0.0,0.0,100.0,29.66,0.5828,70.34,0.1697,1.97
2023-07-24,1697.0,3444.91,0.03,0.18,0.0,0.0,0.0,2634.94,798.0,1298.0,1619.94,,,,,,,,,,,,0.0,,100.0,7.98,0.0,0.0,0.0,100.0,29.23,0.5863,70.77,0.1697,2.03
2023-07-25,1697.0,3370.24,0.03,0.17,0.0,0.0,0.0,2577.83,798.0,1298.0,1584.83,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.82,0.5814,70.18,0.1616,1.986
2023-07-26,1697.0,3394.0,0.03,0.18,0.0,0.0,0.0,2596.0,798.0,1298.0,1596.0,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.33,0.5854,70.67,0.1616,2.0
2023-07-27,1697.0,3363.45,0.03,0.18,0.0,0.0,0.0,2572.64,798.0,1298.0,1581.64,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.82,0.5815,70.18,0.1616,1.982
2023-07-28,1697.0,3360.06,0.03,0.21,0.0,0.0,0.0,2570.04,798.0,1298.0,1580.04,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.43,0.5846,70.57,0.1616,1.98
2023-07-31,1697.0,3390.61,0.03,0.21,0.0,0.0,0.0,2593.4,798.0,1298.0,1594.4,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.45,0.5845,70.55,0.1616,1.998
2023-08-01,1697.0,3360.06,0.03,0.22,0.0,0.0,0.0,2570.04,798.0,1298.0,1580.04,,,,,,,,,,,,0.0,,100.0,72.61,0.0,0.0,0.0,100.0,29.73,0.5822,70.27,1.5441,1.98
2023-08-02,1697.0,3390.61,0.03,0.22,0.0,0.0,0.0,2593.4,798.0,1298.0,1594.4,,,,,,,,,,,,0.0,,100.0,72.61,0.0,0.0,0.0,100.0,29.47,0.5843,70.53,1.5441,1.998
2023-08-03,1697.0,3309.15,0.03,0.22,0.0,0.0,0.0,2531.1,798.0,1298.0,1556.1,,,,,,,,,,,,0.0,,100.0,34.7,0.0,0.0,0.0,100.0,29.8,0.5816,70.2,0.7378,1.95
2023-08-04,1697.0,3193.75,0.03,0.22,0.0,0.0,0.0,2442.84,798.0,1298.0,1501.84,,,,,,,,,,,,0.0,,100.0,34.7,0.0,0.0,0.0,100.0,29.89,0.5809,70.11,0.7378,1.882
2023-08-07,1697.0,3309.15,0.03,0.21,0.0,0.0,0.0,2531.1,798.0,1298.0,1556.1,,,,,,,,,,,,0.0,,100.0,57.0,0.0,0.0,0.0,100.0,29.5,0.584,70.5,1.2121,1.95
2023-08-08,1697.0,3305.76,0.03,0.21,0.0,0.0,0.0,2528.5,798.0,1298.0,1554.5,,,,,,,,,,,,0.0,,100.0,8.23,0.0,0.0,0.0,100.0,29.59,0.5833,70.41,0.1749,1.948
2023-08-09,1697.0,3282.0,0.03,0.21,0.0,0.0,0.0,2510.33,798.0,1298.0,1543.33,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.59,0.5834,70.41,0.1616,1.934
2023-08-10,1697.0,3207.33,0.03,0.22,0.0,0.0,0.0,2453.22,798.0,1298.0,1508.22,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.82,0.5814,70.18,0.1616,1.89
2023-08-11,1697.0,3220.91,0.03,0.22,0.0,0.0,0.0,2463.6,798.0,1298.0,1514.6,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.6,0.5833,70.4,0.1616,1.898
2023-08-14,1697.0,3173.39,0.03,0.23,0.0,0.0,0.0,2427.26,798.0,1298.0,1492.26,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.88,0.581,70.12,0.1616,1.87
2023-08-15,1697.0,3241.27,0.03,0.24,0.0,0.0,0.0,2479.18,798.0,1298.0,1524.18,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.17,0.5868,70.83,0.1616,1.91
2023-08-16,1697.0,3176.78,0.03,0.24,0.0,0.0,0.0,2429.86,798.0,1298.0,1493.86,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.87,0.5811,70.13,0.1616,1.872
2023-08-17,1697.0,3193.75,0.03,0.24,0.0,0.0,0.0,2442.84,798.0,1298.0,1501.84,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.54,0.5837,70.46,0.1616,1.882
2023-08-18,1697.0,3190.36,0.03,0.28,0.0,0.0,0.0,2440.24,798.0,1298.0,1500.24,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.51,0.5839,70.49,0.1616,1.88
2023-08-21,1697.0,3156.42,0.03,0.29,0.0,0.0,0.0,2414.28,798.0,1298.0,1484.28,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.63,0.583,70.37,0.1616,1.86
2023-08-22,1697.0,3190.36,0.03,0.29,0.0,0.0,0.0,2440.24,798.0,1298.0,1500.24,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.45,0.5845,70.55,0.1616,1.88
2023-08-23,1697.0,3203.94,0.03,0.29,0.0,0.0,0.0,2450.62,798.0,1298.0,1506.62,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.48,0.5842,70.52,0.1616,1.888
2023-08-24,1697.0,3207.33,0.03,0.3,0.0,0.0,0.0,2453.22,798.0,1298.0,1508.22,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.54,0.5837,70.46,0.1616,1.89
2023-08-25,1697.0,3200.54,0.03,0.32,0.0,0.0,0.0,2448.03,798.0,1298.0,1505.03,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.56,0.5836,70.44,0.1616,1.886
2023-08-28,1697.0,3156.42,0.03,0.31,0.0,0.0,0.0,2414.28,798.0,1298.0,1484.28,,,,,,,,,,,,0.0,,100.0,7.67,0.0,0.0,0.0,100.0,29.64,0.5829,70.36,0.1632,1.86
2023-08-29,1697.0,3139.45,0.03,0.33,0.0,0.0,0.0,2401.3,798.0,1298.0,1476.3,,,,,,,,,,,,0.0,,100.0,7.67,0.0,0.0,0.0,100.0,29.4,0.5848,70.6,0.1632,1.85
2023-08-30,1697.0,3085.15,0.03,0.33,0.0,0.0,0.0,2359.76,798.0,1298.0,1450.76,,,,,,,,,,,,0.0,,100.0,7.67,0.0,0.0,0.0,100.0,29.59,0.5833,70.41,0.1632,1.818
2023-08-31,1697.0,2956.17,0.03,0.33,0.0,0.0,0.0,2261.12,798.0,1298.0,1390.12,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,30.25,0.578,69.75,0.1616,1.742
2023-09-01,1697.0,2922.23,0.03,0.32,0.0,0.0,0.0,2235.16,798.0,1298.0,1374.16,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,30.67,0.5747,69.33,0.1616,1.722
2023-09-04,1697.0,2969.75,0.03,0.33,0.0,0.0,0.0,2271.5,798.0,1298.0,1396.5,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,30.77,0.5739,69.23,0.1616,1.75
2023-09-05,1697.0,3003.69,0.03,0.36,0.0,0.0,0.0,2297.46,798.0,1298.0,1412.46,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.45,0.5844,70.55,0.1616,1.77
2023-09-06,1697.0,2959.57,0.03,0.36,0.0,0.0,0.0,2263.71,798.0,1298.0,1391.71,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.67,0.5827,70.33,0.1616,1.744
2023-09-07,1697.0,3003.69,0.03,0.18,0.0,0.0,0.0,2297.46,798.0,1298.0,1412.46,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.3,0.5857,70.7,0.1616,1.77
2023-09-08,1697.0,2901.87,0.03,0.17,0.0,0.0,0.0,2219.58,798.0,1298.0,1364.58,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.98,0.5802,70.02,0.1616,1.71
2023-09-11,1697.0,2891.69,0.03,0.17,0.0,0.0,0.0,2211.79,798.0,1298.0,1359.79,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.51,0.584,70.49,0.1616,1.704
2023-09-12,1697.0,2850.96,0.03,0.17,0.0,0.0,0.0,2180.64,798.0,1298.0,1340.64,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.76,0.5819,70.24,0.1616,1.68
2023-09-13,1697.0,2817.02,0.03,0.17,0.0,0.0,0.0,2154.68,798.0,1298.0,1324.68,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.71,0.5823,70.29,0.1616,1.66
2023-09-14,1697.0,2735.56,0.03,0.17,0.0,0.0,0.0,2092.38,798.0,1298.0,1286.38,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,30.14,0.5789,69.86,0.1616,1.612
2023-09-15,1697.0,2464.04,0.03,0.17,0.0,0.0,0.0,1884.7,798.0,1298.0,1158.7,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,31.04,0.5719,68.96,0.1616,1.452
2023-09-18,1697.0,2538.71,0.03,0.17,0.0,0.0,0.0,1941.81,798.0,1298.0,1193.81,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.02,0.5881,70.98,0.1616,1.496
2023-09-19,1697.0,2528.53,0.03,0.16,0.0,0.0,0.0,1934.02,798.0,1298.0,1189.02,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.55,0.5837,70.45,0.1616,1.49
2023-09-20,1697.0,2440.29,0.03,0.16,0.0,0.0,0.0,1866.52,798.0,1298.0,1147.52,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,30.1,0.5792,69.9,0.1616,1.438
2023-09-21,1697.0,2460.65,0.03,0.16,0.0,0.0,0.0,1882.1,798.0,1298.0,1157.1,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.58,0.5834,70.42,0.1616,1.45
