,ALDMS FP Equity_DX_SI_QTY,ALDMS FP Equity_DX_SHORT_INTEREST_VALUE,ALDMS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDMS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDMS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDMS FP Equity_DX_SI_MV,ALDMS FP Equity_DX_DSS,ALDMS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDMS FP Equity_DX_SUPPLY_SI_QTY,ALDMS FP Equity_DX_BROKER_SI_QTY,ALDMS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDMS FP Equity_DX_BROKER_SI_MV_NEW_x,ALDMS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALDMS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALDMS FP Equity_DX_BROKER_SI_MV_INC_x,ALDMS FP Equity_DX_SUPPLY_SI_MV_NEW,ALDMS FP Equity_DX_BROKER_SI_QTY_ADD,ALDMS FP Equity_DX_BROKER_SI_QTY_NEW,ALDMS FP Equity_DX_SUPPLY_SI_MV_DEC,ALDMS FP Equity_DX_BROKER_SI_QTY_INC,ALDMS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALDMS FP Equity_DX_BROKER_SI_MV_NEW_y,ALDMS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALDMS FP Equity_DX_BROKER_SI_MV_INC_y,ALDMS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALDMS FP Equity_DX_BROKER_SI_MV_ADD,ALDMS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALDMS FP Equity_DX_BROKER_SI_QTY_DEC,ALDMS FP Equity_DX_SUPPLY_SI_MV,ALDMS FP Equity_DX_BROKER_SI_MV_DEC,ALDMS FP Equity_DX_SUPPLY_SI_MV_RMV,ALDMS FP Equity_DX_BROKER_SI_MV_RMV,ALDMS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDMS FP Equity_DX_UTILIZATION_QUANTITY,ALDMS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDMS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDMS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALDMS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDMS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDMS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALDMS FP Equity_DX_BROKER_SI_CON_RATIO,ALDMS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALDMS FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-12-04,21149.0,12477.91,0.12,0.11,0.09,0.01,0.0,7167.91,9000.0,12149.0,5310.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,8.13,0.0,0.0,,0.0,100.0,25.7,0.4219,57.13,0.191
2009-12-07,21149.0,12477.91,0.12,0.11,0.09,0.01,0.0,7167.91,9000.0,12149.0,5310.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,8.13,0.0,0.0,,0.0,100.0,25.7,0.422,57.14,0.191
2009-12-08,21149.0,12477.91,0.12,0.11,0.09,0.01,0.0,7167.91,9000.0,12149.0,5310.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,8.13,0.0,0.0,,0.0,100.0,25.7,0.422,57.14,0.191
2009-12-09,21149.0,12266.42,0.12,0.11,0.09,0.01,0.0,7046.42,9000.0,12149.0,5220.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,8.13,0.0,0.0,,0.0,100.0,25.7,0.422,57.14,0.191
2009-12-10,21149.0,12266.42,0.12,0.12,0.09,0.01,0.0,7046.42,9000.0,12149.0,5220.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,8.13,0.0,0.0,,0.0,100.0,25.7,0.4219,57.13,0.191
2009-12-11,19149.0,11489.4,0.11,0.11,0.08,0.01,0.0,7289.4,7000.0,12149.0,4200.0,,,,,,,,0.0,,2000.0,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,25.7,0.4219,57.13,0.173
2009-12-14,19149.0,11872.38,0.11,0.11,0.08,0.01,0.0,7532.38,7000.0,12149.0,4340.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,25.85,0.4248,57.46,0.173
2009-12-15,17149.0,10289.4,0.1,0.09,0.07,0.01,0.0,6089.4,7000.0,10149.0,4200.0,,,,,,,,,,,,,,,,,2000.0,0.0,0.0,,,100.0,6.32,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.1549
2009-12-16,17149.0,9946.42,0.1,0.09,0.07,0.01,0.0,5886.42,7000.0,10149.0,4060.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.1549
2009-12-17,17149.0,9946.42,0.1,0.09,0.07,0.01,0.0,5886.42,7000.0,10149.0,4060.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.1549
2009-12-18,17149.0,9946.42,0.1,0.09,0.07,0.01,0.0,5886.42,7000.0,10149.0,4060.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.1549
2009-12-21,17149.0,9946.42,0.1,0.11,0.07,0.01,0.0,5886.42,7000.0,10149.0,4060.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.1549
2009-12-22,17149.0,9946.42,0.1,0.11,0.07,0.01,0.0,5886.42,7000.0,10149.0,4060.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.1549
2009-12-23,17149.0,9603.44,0.1,0.11,0.07,0.01,0.0,5683.44,7000.0,10149.0,3920.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.1549
2009-12-24,17149.0,9603.44,0.1,0.12,0.07,0.01,0.0,5683.44,7000.0,10149.0,3920.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.1549
2009-12-25,17149.0,9603.44,0.1,0.12,0.07,0.01,0.0,5683.44,7000.0,10149.0,3920.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.1549
2009-12-28,17149.0,9946.42,0.1,0.12,0.07,0.01,0.0,5886.42,7000.0,10149.0,4060.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,30.95,0.5726,69.05,0.1549
2009-12-29,17149.0,9946.42,0.1,0.12,0.07,0.01,0.0,5886.42,7000.0,10149.0,4060.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.1549
2009-12-30,17149.0,9774.93,0.1,0.12,0.07,0.01,0.0,5784.93,7000.0,10149.0,3990.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.1549
2009-12-31,17149.0,10117.91,0.1,0.12,0.07,0.01,0.0,5987.91,7000.0,10149.0,4130.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,31.54,0.5682,68.46,0.1549
2010-01-01,17149.0,10117.91,0.1,0.12,0.07,0.01,0.0,5987.91,7000.0,10149.0,4130.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,30.8,0.5737,69.2,0.1549
2010-01-04,17149.0,10460.89,0.1,0.12,0.07,0.01,0.0,6190.89,7000.0,10149.0,4270.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.1549
2010-01-05,17149.0,10117.91,0.1,0.12,0.07,0.01,0.0,5987.91,7000.0,10149.0,4130.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.1549
2010-01-06,17149.0,10117.91,0.1,0.12,0.07,0.01,0.0,5987.91,7000.0,10149.0,4130.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.1549
2010-01-07,17149.0,10289.4,0.1,0.12,0.07,0.01,0.0,6089.4,7000.0,10149.0,4200.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.32,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.1549
2010-01-08,17149.0,10460.89,0.1,0.12,0.07,0.01,0.0,6190.89,7000.0,10149.0,4270.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.18,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2005
2010-01-11,17149.0,10460.89,0.1,0.12,0.07,0.01,0.0,6190.89,7000.0,10149.0,4270.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-01-12,17149.0,10117.91,0.1,0.12,0.07,0.01,0.0,5987.91,7000.0,10149.0,4130.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-01-13,17149.0,10289.4,0.1,0.12,0.07,0.01,0.0,6089.4,7000.0,10149.0,4200.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-01-14,17149.0,10117.91,0.1,0.12,0.07,0.01,0.0,5987.91,7000.0,10149.0,4130.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-01-15,17149.0,10117.91,0.1,0.12,0.07,0.01,0.0,5987.91,7000.0,10149.0,4130.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-01-18,17149.0,10460.89,0.1,0.12,0.07,0.01,0.0,6190.89,7000.0,10149.0,4270.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-01-19,17149.0,10289.4,0.1,0.16,0.07,0.01,0.0,6089.4,7000.0,10149.0,4200.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-01-20,17149.0,10460.89,0.1,0.16,0.07,0.01,0.0,6190.89,7000.0,10149.0,4270.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-01-21,17149.0,10460.89,0.1,0.15,0.07,0.01,0.0,6190.89,7000.0,10149.0,4270.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-01-22,17149.0,10117.91,0.1,0.16,0.07,0.01,0.0,5987.91,7000.0,10149.0,4130.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-01-25,17149.0,10117.91,0.1,0.15,0.07,0.01,0.0,5987.91,7000.0,10149.0,4130.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-01-26,17149.0,10117.91,0.1,0.15,0.07,0.01,0.0,5987.91,7000.0,10149.0,4130.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-01-27,17149.0,9946.42,0.1,0.16,0.07,0.01,0.0,5886.42,7000.0,10149.0,4060.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-01-28,17149.0,9946.42,0.1,0.17,0.07,0.01,0.0,5886.42,7000.0,10149.0,4060.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.39,0.5692,68.61,0.2042
2010-01-29,17149.0,9774.93,0.1,0.18,0.07,0.01,0.0,5784.93,7000.0,10149.0,3990.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-01,17149.0,9946.42,0.1,0.18,0.07,0.01,0.0,5886.42,7000.0,10149.0,4060.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-02,17149.0,9946.42,0.1,0.18,0.07,0.01,0.0,5886.42,7000.0,10149.0,4060.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-03,17149.0,10289.4,0.1,0.18,0.07,0.01,0.0,6089.4,7000.0,10149.0,4200.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-04,17149.0,9946.42,0.1,0.18,0.07,0.01,0.0,5886.42,7000.0,10149.0,4060.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-05,17149.0,9603.44,0.1,0.18,0.07,0.01,0.0,5683.44,7000.0,10149.0,3920.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-08,17149.0,9603.44,0.1,0.18,0.07,0.01,0.0,5683.44,7000.0,10149.0,3920.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-09,17149.0,9431.95,0.1,0.17,0.07,0.01,0.0,5581.95,7000.0,10149.0,3850.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-10,17149.0,9260.46,0.1,0.18,0.07,0.01,0.0,5480.46,7000.0,10149.0,3780.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-11,17149.0,9260.46,0.1,0.18,0.07,0.01,0.0,5480.46,7000.0,10149.0,3780.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-12,17149.0,8917.48,0.1,0.18,0.07,0.01,0.0,5277.48,7000.0,10149.0,3640.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-15,17149.0,9260.46,0.1,0.18,0.07,0.01,0.0,5480.46,7000.0,10149.0,3780.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-16,17149.0,8745.99,0.1,0.21,0.07,0.01,0.0,5175.99,7000.0,10149.0,3570.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-17,17149.0,8231.52,0.1,0.21,0.07,0.01,0.0,4871.52,7000.0,10149.0,3360.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-18,17149.0,8060.03,0.1,0.18,0.07,0.01,0.0,4770.03,7000.0,10149.0,3290.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-19,17149.0,7888.54,0.1,0.17,0.07,0.01,0.0,4668.54,7000.0,10149.0,3220.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-22,17149.0,7717.05,0.1,0.17,0.07,0.01,0.0,4567.05,7000.0,10149.0,3150.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-23,17149.0,7717.05,0.1,0.16,0.07,0.01,0.0,4567.05,7000.0,10149.0,3150.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-24,17149.0,7717.05,0.1,0.16,0.07,0.01,0.0,4567.05,7000.0,10149.0,3150.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-25,17149.0,7717.05,0.1,0.15,0.07,0.01,0.0,4567.05,7000.0,10149.0,3150.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-02-26,17149.0,7888.54,0.1,0.15,0.07,0.01,0.0,4668.54,7000.0,10149.0,3220.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-01,17149.0,7717.05,0.1,0.15,0.07,0.01,0.0,4567.05,7000.0,10149.0,3150.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-02,17149.0,8231.52,0.1,0.15,0.07,0.01,0.0,4871.52,7000.0,10149.0,3360.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,32.43,0.5618,67.57,0.2042
2010-03-03,17149.0,8403.01,0.1,0.15,0.07,0.01,0.0,4973.01,7000.0,10149.0,3430.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-04,17149.0,8403.01,0.1,0.16,0.07,0.01,0.0,4973.01,7000.0,10149.0,3430.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-05,17149.0,8403.01,0.1,0.16,0.07,0.01,0.0,4973.01,7000.0,10149.0,3430.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-08,17149.0,8403.01,0.1,0.17,0.07,0.01,0.0,4973.01,7000.0,10149.0,3430.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-09,17149.0,8231.52,0.1,0.17,0.07,0.01,0.0,4871.52,7000.0,10149.0,3360.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-10,17149.0,8060.03,0.1,0.16,0.07,0.01,0.0,4770.03,7000.0,10149.0,3290.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-11,17149.0,8060.03,0.1,0.16,0.07,0.01,0.0,4770.03,7000.0,10149.0,3290.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-12,17149.0,8231.52,0.1,0.16,0.07,0.01,0.0,4871.52,7000.0,10149.0,3360.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-15,17149.0,8231.52,0.1,0.16,0.07,0.01,0.0,4871.52,7000.0,10149.0,3360.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-16,17149.0,7888.54,0.1,0.15,0.07,0.01,0.0,4668.54,7000.0,10149.0,3220.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-17,17149.0,8060.03,0.1,0.15,0.07,0.01,0.0,4770.03,7000.0,10149.0,3290.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-18,17149.0,8231.52,0.1,0.15,0.07,0.01,0.0,4871.52,7000.0,10149.0,3360.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-19,17149.0,8574.5,0.1,0.14,0.07,0.01,0.0,5074.5,7000.0,10149.0,3500.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-22,17149.0,8574.5,0.09,0.13,0.07,0.01,0.0,5074.5,7000.0,10149.0,3500.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-23,17149.0,8231.52,0.09,0.13,0.07,0.01,0.0,4871.52,7000.0,10149.0,3360.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-24,17149.0,8403.01,0.09,0.13,0.07,0.01,0.0,4973.01,7000.0,10149.0,3430.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-25,17149.0,8231.52,0.09,0.13,0.07,0.01,0.0,4871.52,7000.0,10149.0,3360.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-26,17149.0,8574.5,0.09,0.13,0.07,0.01,0.0,5074.5,7000.0,10149.0,3500.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-29,17149.0,8574.5,0.09,0.13,0.07,0.01,0.0,5074.5,7000.0,10149.0,3500.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-30,17149.0,8574.5,0.09,0.13,0.07,0.01,0.0,5074.5,7000.0,10149.0,3500.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-03-31,17149.0,8403.01,0.09,0.13,0.07,0.01,0.0,4973.01,7000.0,10149.0,3430.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-04-01,17149.0,8403.01,0.09,0.14,0.07,0.01,0.0,4973.01,7000.0,10149.0,3430.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-04-02,17149.0,8403.01,0.09,0.15,0.07,0.01,0.0,4973.01,7000.0,10149.0,3430.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-04-05,17149.0,8403.01,0.09,0.15,0.07,0.01,0.0,4973.01,7000.0,10149.0,3430.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-04-06,17149.0,8403.01,0.09,0.15,0.07,0.01,0.0,4973.01,7000.0,10149.0,3430.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-04-07,17149.0,8231.52,0.09,0.16,0.07,0.01,0.0,4871.52,7000.0,10149.0,3360.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-04-08,17149.0,8231.52,0.09,0.17,0.07,0.01,0.0,4871.52,7000.0,10149.0,3360.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-04-09,17149.0,8231.52,0.09,0.17,0.07,0.01,0.0,4871.52,7000.0,10149.0,3360.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-04-12,17149.0,8060.03,0.09,0.17,0.07,0.01,0.0,4770.03,7000.0,10149.0,3290.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-04-13,17149.0,8574.5,0.09,0.18,0.07,0.01,0.0,5074.5,7000.0,10149.0,3500.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-04-14,17149.0,10632.38,0.09,0.17,0.07,0.01,0.0,6292.38,7000.0,10149.0,4340.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-04-15,17149.0,10117.91,0.09,0.07,0.07,0.01,0.0,5987.91,7000.0,10149.0,4130.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-04-16,17149.0,9774.93,0.09,0.06,0.07,0.01,0.0,5784.93,7000.0,10149.0,3990.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-04-19,17149.0,9603.44,0.09,0.06,0.07,0.01,0.0,5683.44,7000.0,10149.0,3920.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-04-20,17149.0,9603.44,0.09,0.05,0.07,0.01,0.0,5683.44,7000.0,10149.0,3920.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-04-21,17149.0,9260.46,0.09,0.05,0.07,0.01,0.0,5480.46,7000.0,10149.0,3780.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-04-22,17149.0,9431.95,0.09,0.05,0.07,0.01,0.0,5581.95,7000.0,10149.0,3850.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-04-23,17149.0,8060.03,0.09,0.05,0.07,0.01,0.0,4770.03,7000.0,10149.0,3290.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
2010-04-26,17149.0,8231.52,0.09,0.04,0.07,0.01,0.0,4871.52,7000.0,10149.0,3360.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,8.33,0.0,0.0,,0.0,100.0,31.03,0.572,68.97,0.2042
