,COMO FP Equity_DX_SI_QTY,COMO FP Equity_DX_SHORT_INTEREST_VALUE,COMO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,COMO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,COMO FP Equity_DX_SI_MV,COMO FP Equity_DX_DSS,COMO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,COMO FP Equity_DX_SUPPLY_SI_QTY,COMO FP Equity_DX_BROKER_SI_QTY,COMO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,COMO FP Equity_DX_BROKER_SI_MV_NEW_x,COMO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,COMO FP Equity_DX_SUPPLY_SI_QTY_INC_x,COMO FP Equity_DX_BROKER_SI_MV_INC_x,COMO FP Equity_DX_SUPPLY_SI_MV_NEW,COMO FP Equity_DX_BROKER_SI_QTY_ADD,COMO FP Equity_DX_BROKER_SI_QTY_NEW,COMO FP Equity_DX_SUPPLY_SI_MV_DEC,COMO FP Equity_DX_BROKER_SI_QTY_INC,COMO FP Equity_DX_SUPPLY_SI_QTY_DEC,COMO FP Equity_DX_BROKER_SI_MV_NEW_y,COMO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,COMO FP Equity_DX_BROKER_SI_MV_INC_y,COMO FP Equity_DX_SUPPLY_SI_QTY_INC_y,COMO FP Equity_DX_BROKER_SI_MV_ADD,COMO FP Equity_DX_SUPPLY_SI_QTY_ADD,COMO FP Equity_DX_BROKER_SI_QTY_DEC,COMO FP Equity_DX_SUPPLY_SI_MV,COMO FP Equity_DX_BROKER_SI_MV_DEC,COMO FP Equity_DX_SUPPLY_SI_MV_RMV,COMO FP Equity_DX_BROKER_SI_MV_RMV,COMO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,COMO FP Equity_DX_UTILIZATION_QUANTITY,COMO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,COMO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,COMO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,COMO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,COMO FP Equity_DX_ACTIVE_UTILIZATION_MV,COMO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,COMO FP Equity_DX_BROKER_SI_CON_RATIO,COMO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,COMO FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-07-04,28600.0,451365.2,1.32,0.05,0.45,,225682.6,14300.0,14300.0,225682.6,,,,,,,,,,,,,,,,,,0.23,,,,100.0,1.13,0.0,0.0,,0.0,100.0,1.47,0.971,98.53,0.0227
2018-07-05,28600.0,448133.4,1.35,0.05,0.45,,224066.7,14300.0,14300.0,224066.7,,,,,,,,,,,,,,,,,,0.22,,,,100.0,1.13,0.0,0.0,,0.0,100.0,1.46,0.9712,98.54,0.0227
2018-07-06,28600.0,445645.2,1.4,0.05,0.45,,222822.6,14300.0,14300.0,222822.6,,,,,,,,,,,,,,,,,,0.22,,,,100.0,1.12,0.0,0.0,,0.0,100.0,1.46,0.9712,98.54,0.0224
2018-07-09,28600.0,447361.2,1.44,0.05,0.45,,223680.6,14300.0,14300.0,223680.6,,,,,,,,,,,,,,,,,,0.22,,,,100.0,1.13,0.0,0.0,,0.0,100.0,1.47,0.971,98.53,0.0227
2018-07-10,28600.0,448305.0,1.41,0.05,0.45,,224152.5,14300.0,14300.0,224152.5,,,,,,,,,,,,,,,,,,0.22,,,,100.0,1.13,0.0,0.0,,0.0,100.0,1.47,0.9711,98.53,0.0227
2018-07-11,28600.0,442442.0,1.51,0.05,0.45,,221221.0,14300.0,14300.0,221221.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,1.13,0.0,0.0,,0.0,100.0,1.46,0.9713,98.54,0.0227
2018-07-12,28600.0,438295.0,1.54,0.05,0.44,,219147.5,14300.0,14300.0,219147.5,,,,,,,,,,,,,,,,,,0.22,,,,100.0,1.13,0.0,0.0,,0.0,100.0,1.45,0.9714,98.55,0.0227
2018-07-13,28600.0,441955.8,1.51,0.05,0.44,,220977.9,14300.0,14300.0,220977.9,,,,,,,,,,,,,,,,,,0.22,,,,100.0,1.13,0.0,0.0,,0.0,100.0,1.47,0.971,98.53,0.0227
2018-07-16,28600.0,434748.6,1.44,0.05,0.44,,217374.3,14300.0,14300.0,217374.3,,,,,,,,,,,,,,,,,,0.22,,,,100.0,1.13,0.0,0.0,,0.0,100.0,1.45,0.9715,98.55,0.0227
2018-07-17,28600.0,434662.8,1.41,0.05,0.44,,217331.4,14300.0,14300.0,217331.4,,,,,,,,,,,,,,,,,,0.22,,,,100.0,1.13,0.0,0.0,,0.0,100.0,1.47,0.971,98.53,0.0227
2018-07-18,42800.0,651416.0,2.13,0.07,0.65,,375934.0,18100.0,24700.0,275482.0,,,3800.0,0.06,,6600.0,,,3800.0,,,,0.06,3800.0,0.1,,,0.28,,,,100.0,1.44,0.0,0.0,,0.0,100.0,26.58,0.5973,72.57,0.034
2018-07-19,42800.0,656252.4,2.13,0.07,0.65,,378725.1,18100.0,24700.0,277527.3,,,,,,,,,,,,,,,,,,0.28,,,,100.0,1.44,0.0,0.0,,0.0,100.0,26.64,0.5968,72.51,0.034
2018-07-20,42800.0,653770.0,2.17,0.07,0.66,,377292.5,18100.0,24700.0,276477.5,,,,,,,,,,,,,,,,,,0.28,,,,100.0,1.44,0.0,0.0,,0.0,100.0,26.69,0.5964,72.46,0.034
2018-07-23,42800.0,656038.4,2.15,0.07,0.65,,378601.6,18100.0,24700.0,277436.8,,,,,,,,,,,,,,,,,,0.27,,,,100.0,1.44,0.0,0.0,,0.0,100.0,26.74,0.5958,72.4,0.034
2018-07-24,42800.0,658050.0,2.09,0.07,0.66,,379762.5,18100.0,24700.0,278287.5,,,,,,,,,,,,,,,,,,0.28,,,,100.0,1.44,0.0,0.0,,0.0,100.0,26.59,0.5972,72.55,0.034
2018-07-25,42800.0,661131.6,2.09,0.07,0.66,,381540.9,18100.0,24700.0,279590.7,,,,,,,,,,,,,,,,,,0.28,,,,100.0,1.44,0.0,0.0,,0.0,100.0,26.73,0.596,72.42,0.034
2018-07-26,36200.0,563091.0,1.75,0.06,0.56,,384208.5,11500.0,24700.0,178882.5,,,,,,,,0.1,,6600.0,,,,,,,,0.18,,,,100.0,0.91,0.0,0.0,,0.0,100.0,26.66,0.5965,72.48,0.0287
2018-07-27,7200.0,111852.0,0.36,0.01,0.11,,55926.0,3600.0,3600.0,55926.0,,,,,,,,0.12,,7900.0,,,,,,,21100.0,0.06,0.32,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.81,0.8905,94.19,0.0057
2018-07-30,7200.0,111780.0,0.36,0.01,0.11,,55890.0,3600.0,3600.0,55890.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.81,0.8905,94.19,0.0057
2018-07-31,7200.0,111456.0,0.42,0.01,0.11,,55728.0,3600.0,3600.0,55728.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.81,0.8906,94.19,0.0057
2018-08-01,7200.0,110160.0,0.42,0.01,0.11,,55080.0,3600.0,3600.0,55080.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.76,0.8914,94.24,0.0057
2018-08-02,7200.0,111060.0,0.46,0.01,0.11,,55530.0,3600.0,3600.0,55530.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.88,0.8894,94.12,0.0057
2018-08-03,7200.0,111636.0,0.46,0.01,0.11,,55818.0,3600.0,3600.0,55818.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.84,0.8899,94.16,0.0057
2018-08-06,7200.0,112514.4,0.49,0.01,0.11,,56257.2,3600.0,3600.0,56257.2,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.86,0.8897,94.14,0.0057
2018-08-07,7200.0,112176.0,0.55,0.01,0.11,,56088.0,3600.0,3600.0,56088.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.81,0.8906,94.19,0.0057
2018-08-08,7200.0,111168.0,0.54,0.01,0.11,,55584.0,3600.0,3600.0,55584.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.76,0.8915,94.24,0.0057
2018-08-09,7200.0,111362.4,0.37,0.01,0.11,,55681.2,3600.0,3600.0,55681.2,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.86,0.8897,94.14,0.0057
2018-08-10,7200.0,113018.4,0.37,0.01,0.11,,56509.2,3600.0,3600.0,56509.2,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.9,0.8889,94.1,0.0057
2018-08-13,7200.0,111564.0,0.38,0.01,0.11,,55782.0,3600.0,3600.0,55782.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.75,0.8915,94.25,0.0057
2018-08-14,7200.0,112284.0,0.35,0.01,0.11,,56142.0,3600.0,3600.0,56142.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.87,0.8895,94.13,0.0057
2018-08-15,7200.0,110376.0,0.36,0.01,0.11,,55188.0,3600.0,3600.0,55188.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.7,0.8924,94.3,0.0057
2018-08-16,7200.0,110664.0,0.36,0.01,0.11,,55332.0,3600.0,3600.0,55332.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.84,0.89,94.16,0.0057
2018-08-17,7200.0,110584.8,0.37,0.01,0.11,,55292.4,3600.0,3600.0,55292.4,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.8,0.8908,94.2,0.0057
2018-08-20,7200.0,110628.0,0.38,0.01,0.11,,55314.0,3600.0,3600.0,55314.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.79,0.8909,94.21,0.0057
2018-08-21,7200.0,110376.0,0.34,0.01,0.11,,55188.0,3600.0,3600.0,55188.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.78,0.891,94.22,0.0057
2018-08-22,7200.0,110016.0,0.37,0.01,0.11,,55008.0,3600.0,3600.0,55008.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.8,0.8907,94.2,0.0057
2018-08-23,7200.0,110340.0,0.35,0.01,0.11,,55170.0,3600.0,3600.0,55170.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,5.85,0.8898,94.15,0.0057
2018-08-24,7550.0,116572.0,0.37,0.01,0.12,,60988.0,3600.0,3950.0,55584.0,,,,,,350.0,,,,,,,,,0.01,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,8.81,0.7478,85.86,0.006
2018-08-27,7550.0,115628.25,0.38,0.01,0.12,,60494.25,3600.0,3950.0,55134.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,8.85,0.749,85.93,0.006
2018-08-28,8050.0,122859.1,0.41,0.01,0.12,,67915.9,3600.0,4450.0,54943.2,,,,0.01,,,,,500.0,,,,0.01,,,,,0.05,,,,100.0,0.29,0.0,0.0,,0.0,100.0,19.13,0.619,76.17,0.0064
2018-08-29,8050.0,123084.5,0.41,0.01,0.12,,68040.5,3600.0,4450.0,55044.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,19.06,0.6197,76.23,0.0064
2018-08-30,8050.0,123648.0,0.37,0.01,0.12,,68352.0,3600.0,4450.0,55296.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.29,0.0,0.0,,0.0,100.0,19.06,0.6195,76.22,0.0064
2018-08-31,27550.0,425978.1,1.28,0.05,0.42,,269811.9,10100.0,17450.0,156166.2,,,6500.0,0.1,,6500.0,,,6500.0,,,,0.1,6500.0,0.1,,,0.15,,,,100.0,0.8,0.0,0.0,,0.0,100.0,37.46,0.4617,56.47,0.0218
2018-09-03,27550.0,425564.85,1.29,0.05,0.43,,269550.15,10100.0,17450.0,156014.7,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.8,0.0,0.0,,0.0,100.0,37.26,0.4626,56.67,0.0218
2018-09-04,27550.0,425509.75,1.33,0.05,0.42,,269515.25,10100.0,17450.0,155994.5,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.8,0.0,0.0,,0.0,100.0,37.2,0.4628,56.73,0.0218
2018-09-05,27550.0,421928.25,0.59,0.05,0.42,,267246.75,10100.0,17450.0,154681.5,,,,,,,,,,,,,,,,,,0.15,,,,100.0,0.8,0.0,0.0,,0.0,100.0,37.23,0.4627,56.7,0.0218
2018-09-06,27050.0,411160.0,0.57,0.04,0.41,,257640.0,10100.0,16950.0,153520.0,,,,,,,,,,,,,,,,,500.0,0.15,0.01,,,100.0,0.8,0.0,0.0,,0.0,100.0,38.41,0.488,58.3,0.0214
2018-09-07,27500.0,420200.0,0.55,0.05,0.42,,268928.0,9900.0,17600.0,151272.0,,,,0.01,,,,0.0,650.0,200.0,,,0.01,,,,,0.15,,,,100.0,0.78,0.0,0.0,,0.0,100.0,37.04,0.4548,56.05,0.0218
2018-09-10,27700.0,425195.0,0.56,0.05,0.42,,270160.0,10100.0,17600.0,155035.0,,,200.0,,,,,,,,,,,200.0,,,,0.15,,,,100.0,0.8,0.0,0.0,,0.0,100.0,36.89,0.4557,56.24,0.022
2018-09-11,27700.0,425195.0,0.55,0.05,0.43,,270160.0,10100.0,17600.0,155035.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.8,0.0,0.0,,0.0,100.0,36.9,0.4557,56.23,0.022
2018-09-12,27700.0,429765.5,0.56,0.05,0.43,,273064.0,10100.0,17600.0,156701.5,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.8,0.0,0.0,,0.0,100.0,36.83,0.4557,56.27,0.022
2018-09-13,27700.0,422979.0,0.55,0.05,0.43,,268752.0,10100.0,17600.0,154227.0,,,,,,,,,,,,,,,,,,0.15,,,,100.0,0.8,0.0,0.0,,0.0,100.0,36.67,0.4566,56.46,0.022
2018-09-14,27700.0,421621.7,0.56,0.05,0.42,,267889.6,10100.0,17600.0,153732.1,,,,,,,,,,,,,,,,,,0.15,,,,100.0,0.8,0.0,0.0,,0.0,100.0,37.06,0.4552,56.08,0.022
2018-09-17,27700.0,419876.6,0.53,0.05,0.42,,266780.8,10100.0,17600.0,153095.8,,,,,,,,,,,,,,,,,,0.15,,,,100.0,0.8,0.0,0.0,,0.0,100.0,36.95,0.4557,56.2,0.022
2018-09-18,27700.0,418879.4,0.53,0.05,0.42,,266147.2,10100.0,17600.0,152732.2,,,,,,,,,,,,,,,,,,0.15,,,,100.0,0.8,0.0,0.0,,0.0,100.0,36.93,0.4556,56.2,0.022
2018-09-19,27700.0,422425.0,0.53,0.05,0.42,,268400.0,10100.0,17600.0,154025.0,,,,,,,,,,,,,,,,,,0.15,,,,100.0,0.8,0.0,0.0,,0.0,100.0,36.96,0.4556,56.18,0.022
2018-09-20,27700.0,421898.7,0.6,0.05,0.42,,268065.6,10100.0,17600.0,153833.1,,,,,,,,,,,,,,,,,,0.15,,,,100.0,0.8,0.0,0.0,,0.0,100.0,36.94,0.4557,56.2,0.022
2018-09-21,26700.0,408510.0,0.58,0.05,0.41,,253980.0,10100.0,16600.0,154530.0,,,,,,,,,,,,,,,,,1000.0,0.15,0.02,,,100.0,0.8,0.0,0.0,,0.0,100.0,39.14,0.5084,59.59,0.0212
2018-09-24,26700.0,410913.0,0.58,0.05,0.41,,255474.0,10100.0,16600.0,155439.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.8,0.0,0.0,,0.0,100.0,39.09,0.5086,59.63,0.0212
2018-09-25,26700.0,411313.5,0.6,0.05,0.41,,255723.0,10100.0,16600.0,155590.5,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.8,0.0,0.0,,0.0,100.0,39.16,0.5085,59.58,0.0212
2018-09-26,26700.0,411580.5,0.59,0.05,0.41,,255889.0,10100.0,16600.0,155691.5,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.8,0.0,0.0,,0.0,100.0,39.12,0.5086,59.62,0.0212
2018-09-27,26700.0,413449.5,0.59,0.05,0.41,,257051.0,10100.0,16600.0,156398.5,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.8,0.0,0.0,,0.0,100.0,39.14,0.5084,59.59,0.0212
2018-09-28,26700.0,418389.0,0.59,0.05,0.42,,260122.0,10100.0,16600.0,158267.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.8,0.0,0.0,,0.0,100.0,39.31,0.5077,59.42,0.0212
2018-10-01,26700.0,423729.0,0.57,0.05,0.42,,263442.0,10100.0,16600.0,160287.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.8,0.0,0.0,,0.0,100.0,38.91,0.5092,59.8,0.0212
2018-10-02,26700.0,430804.5,0.59,0.05,0.43,,267841.0,10100.0,16600.0,162963.5,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.78,0.0,0.0,,0.0,100.0,38.87,0.5093,59.84,0.0206
2018-10-03,26700.0,432673.5,0.54,0.05,0.43,,269003.0,10100.0,16600.0,163670.5,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.78,0.0,0.0,,0.0,100.0,39.12,0.5085,59.61,0.0206
2018-10-04,26700.0,432780.3,0.53,0.05,0.43,,269069.4,10100.0,16600.0,163710.9,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.8,0.0,0.0,,0.0,100.0,39.19,0.5083,59.55,0.0211
2018-10-05,27700.0,445776.1,0.55,0.05,0.45,,283236.8,10100.0,17600.0,162539.3,,,,,,1000.0,,,,,,,,,0.02,,,0.16,,,,100.0,0.8,0.0,0.0,,0.0,100.0,36.94,0.4556,56.19,0.0219
2018-10-08,27700.0,447964.4,0.55,0.06,0.45,,284627.2,10100.0,17600.0,163337.2,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.8,0.0,0.0,,0.0,100.0,36.93,0.4556,56.2,0.0219
2018-10-09,27700.0,450125.0,0.51,0.06,0.45,,286000.0,10100.0,17600.0,164125.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.79,0.0,0.0,,0.0,100.0,36.87,0.4556,56.24,0.0217
2018-10-10,27700.0,442923.0,0.5,0.06,0.45,,281424.0,10100.0,17600.0,161499.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.79,0.0,0.0,,0.0,100.0,36.89,0.4558,56.24,0.0217
2018-10-11,27700.0,438491.0,0.51,0.06,0.44,,278608.0,10100.0,17600.0,159883.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.79,0.0,0.0,,0.0,100.0,36.95,0.4558,56.21,0.0217
2018-10-12,27700.0,442646.0,0.5,0.06,0.44,,281248.0,10100.0,17600.0,161398.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.79,0.0,0.0,,0.0,100.0,36.94,0.4553,56.17,0.0216
2018-10-15,27700.0,443864.8,0.5,0.06,0.44,,282022.4,10100.0,17600.0,161842.4,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.79,0.0,0.0,,0.0,100.0,36.95,0.4555,56.18,0.0216
2018-10-16,27700.0,444363.4,0.48,0.06,0.44,,282339.2,10100.0,17600.0,162024.2,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.79,0.0,0.0,,0.0,100.0,36.89,0.4556,56.22,0.0216
2018-10-17,27700.0,443061.5,0.87,0.06,0.44,,281512.0,10100.0,17600.0,161549.5,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.79,0.0,0.0,,0.0,100.0,36.92,0.4557,56.21,0.0216
2018-10-18,27700.0,442396.7,0.88,0.06,0.44,,281089.6,10100.0,17600.0,161307.1,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.79,0.0,0.0,,0.0,100.0,36.97,0.4557,56.19,0.0216
2018-10-19,27700.0,443532.4,0.95,0.06,0.44,,281811.2,10100.0,17600.0,161721.2,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.79,0.0,0.0,,0.0,100.0,36.83,0.4561,56.31,0.0215
2018-10-22,27700.0,443726.3,0.94,0.06,0.44,,281934.4,10100.0,17600.0,161791.9,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.79,0.0,0.0,,0.0,100.0,36.87,0.4556,56.24,0.0215
2018-10-23,27700.0,440568.5,0.96,0.07,0.44,,279928.0,10100.0,17600.0,160640.5,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.79,0.0,0.0,,0.0,100.0,36.92,0.4558,56.22,0.0215
2018-10-24,27700.0,443061.5,0.95,0.07,0.44,,281512.0,10100.0,17600.0,161549.5,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.79,0.0,0.0,,0.0,100.0,36.93,0.4556,56.21,0.0215
2018-10-25,27700.0,443200.0,0.95,0.07,0.44,,281600.0,10100.0,17600.0,161600.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.79,0.0,0.0,,0.0,100.0,36.91,0.4556,56.22,0.0215
2018-10-26,27700.0,443200.0,0.96,0.07,0.44,,281600.0,10100.0,17600.0,161600.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.79,0.0,0.0,,0.0,100.0,36.86,0.4559,56.27,0.0215
2018-10-29,27700.0,439128.1,1.07,0.07,0.44,,279012.8,10100.0,17600.0,160115.3,,,,,,,,,,,,,,,,,,0.16,,,,100.0,0.79,0.0,0.0,,0.0,100.0,36.86,0.4556,56.24,0.0215
2018-10-30,31300.0,492818.5,1.2,0.07,0.5,,333794.0,13700.0,21200.0,215706.5,,,,0.06,,,,,3600.0,,,,0.06,,,3600.0,,0.21,,,,100.0,1.06,0.0,0.0,,0.0,100.0,30.73,0.3589,46.62,0.0242
2018-10-31,30300.0,479194.5,1.16,0.07,0.48,,319463.0,13700.0,20200.0,216665.5,,,,,,,,,,,,,,,,,1000.0,0.22,0.02,,,100.0,1.06,0.0,0.0,,0.0,100.0,32.25,0.3755,48.99,0.0234
2018-11-01,30300.0,475104.0,1.15,0.07,0.48,,316736.0,13700.0,20200.0,214816.0,,,,,,,,,,,,,,,,,,0.22,,,,100.0,1.06,0.0,0.0,,0.0,100.0,32.17,0.3754,49.0,0.0235
2018-11-02,32300.0,505495.0,1.12,0.08,0.51,,316130.0,15700.0,20200.0,245705.0,,,,,,,,,,,,,,,,2000.0,,0.25,,,,100.0,1.21,0.0,0.0,,0.0,100.0,32.21,0.3752,48.96,0.025
2018-11-05,36900.0,582835.5,1.25,0.09,0.58,,334854.0,16700.0,21200.0,263776.5,,,1000.0,0.02,,,,,1000.0,,,,0.02,1000.0,,,,0.26,,,,100.0,1.29,0.0,0.0,,0.0,100.0,32.96,0.3371,39.93,0.0285
2018-11-06,29700.0,463735.8,1.0,0.07,0.47,,274806.4,13100.0,17600.0,204543.4,,,,,,,,0.06,,3600.0,,,,,,,3600.0,0.21,0.06,,,100.0,1.02,0.0,0.0,,0.0,100.0,36.96,0.4556,56.18,0.023
2018-11-07,29700.0,460944.0,0.95,0.07,0.46,,273152.0,13100.0,17600.0,203312.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,1.02,0.0,0.0,,0.0,100.0,37.08,0.4552,56.07,0.023
2018-11-08,29700.0,462132.0,0.95,0.07,0.46,,273856.0,13100.0,17600.0,203836.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,1.02,0.0,0.0,,0.0,100.0,37.01,0.4555,56.14,0.023
2018-11-09,29700.0,460825.2,0.94,0.07,0.46,,273081.6,13100.0,17600.0,203259.6,,,,,,,,,,,,,,,,,,0.2,,,,100.0,1.01,0.0,0.0,,0.0,100.0,37.1,0.4554,56.07,0.023
2018-11-12,29700.0,465903.9,1.01,0.07,0.46,,276091.2,13100.0,17600.0,205499.7,,,,,,,,,,,,,,,,,,0.2,,,,100.0,1.01,0.0,0.0,,0.0,100.0,36.97,0.4553,56.15,0.023
2018-11-13,29700.0,456162.3,1.0,0.07,0.47,,270318.4,13100.0,17600.0,201202.9,,,,,,,,,,,,,,,,,,0.2,,,,100.0,1.01,0.0,0.0,,0.0,100.0,36.89,0.456,56.27,0.023
2018-11-14,29700.0,458568.0,1.16,0.07,0.46,,271744.0,13100.0,17600.0,202264.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,1.01,0.0,0.0,,0.0,100.0,37.27,0.4545,55.88,0.023
2018-11-15,29700.0,457142.4,1.23,0.07,0.46,,270899.2,13100.0,17600.0,201635.2,,,,,,,,,,,,,,,,,,0.2,,,,100.0,1.01,0.0,0.0,,0.0,100.0,36.68,0.4563,56.42,0.023
2018-11-16,29700.0,454231.8,1.21,0.07,0.46,,269174.4,13100.0,17600.0,200351.4,,,,,,,,,,,,,,,,,,0.2,,,,100.0,1.01,0.0,0.0,,0.0,100.0,36.77,0.4561,56.35,0.023
2018-11-19,29700.0,453519.0,1.17,0.07,0.45,,268752.0,13100.0,17600.0,200037.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,1.01,0.0,0.0,,0.0,100.0,37.1,0.4551,56.05,0.023
2018-11-20,29700.0,448321.5,1.43,0.07,0.45,,265672.0,13100.0,17600.0,197744.5,,,,,,,,,,,,,,,,,,0.2,,,,100.0,1.01,0.0,0.0,,0.0,100.0,36.83,0.4561,56.31,0.023
2018-11-21,30700.0,467254.0,1.41,0.07,0.47,,267872.0,13100.0,17600.0,199382.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,1.72,0.0,0.0,,0.0,100.0,35.31,0.416,52.91,0.0403
2018-11-22,28700.0,431217.5,1.4,0.07,0.44,,249415.0,12100.0,16600.0,181802.5,,,,,,,,0.02,,1000.0,,,,,,,1000.0,0.18,0.02,,,100.0,0.94,0.0,0.0,,0.0,100.0,39.37,0.5078,59.38,0.0222
2018-11-23,28700.0,427658.7,1.43,0.07,0.44,,247356.6,12100.0,16600.0,180302.1,,,,,,,,,,,,,,,,,,0.19,,,,100.0,0.94,0.0,0.0,,0.0,100.0,39.48,0.5073,59.27,0.0222
2018-11-26,28700.0,424214.7,1.44,0.06,0.43,,245364.6,12100.0,16600.0,178850.1,,,,,,,,,,,,,,,,,,0.18,,,,100.0,0.94,0.0,0.0,,0.0,100.0,39.36,0.5078,59.39,0.0222
2018-11-27,28700.0,428204.0,1.54,0.06,0.43,,247672.0,12100.0,16600.0,180532.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,0.94,0.0,0.0,,0.0,100.0,39.08,0.5086,59.65,0.0222
2018-11-28,28700.0,429208.5,1.53,0.06,0.43,,248253.0,12100.0,16600.0,180955.5,,,,,,,,,,,,,,,,,,0.18,,,,100.0,0.94,0.0,0.0,,0.0,100.0,39.01,0.5091,59.73,0.0222
2018-11-29,28700.0,427630.0,1.5,0.06,0.42,,247340.0,12100.0,16600.0,180290.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,0.94,0.0,0.0,,0.0,100.0,38.91,0.5094,59.82,0.0222
