,ALCOG FP Equity_DX_SI_QTY,ALCOG FP Equity_DX_SHORT_INTEREST_VALUE,ALCOG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCOG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCOG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCOG FP Equity_DX_SI_MV,ALCOG FP Equity_DX_DSS,ALCOG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCOG FP Equity_DX_SUPPLY_SI_QTY,ALCOG FP Equity_DX_BROKER_SI_QTY,ALCOG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCOG FP Equity_DX_BROKER_SI_MV_NEW_x,ALCOG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCOG FP Equity_DX_BROKER_SI_MV_INC_x,ALCOG FP Equity_DX_BROKER_SI_QTY_ADD,ALCOG FP Equity_DX_BROKER_SI_QTY_NEW,ALCOG FP Equity_DX_SUPPLY_SI_MV_DEC,ALCOG FP Equity_DX_BROKER_SI_QTY_INC,ALCOG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCOG FP Equity_DX_BROKER_SI_MV_NEW_y,ALCOG FP Equity_DX_BROKER_SI_MV_INC_y,ALCOG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCOG FP Equity_DX_BROKER_SI_MV_ADD,ALCOG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCOG FP Equity_DX_BROKER_SI_QTY_DEC,ALCOG FP Equity_DX_SUPPLY_SI_MV,ALCOG FP Equity_DX_BROKER_SI_MV_DEC,ALCOG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCOG FP Equity_DX_UTILIZATION_QUANTITY,ALCOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCOG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCOG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCOG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCOG FP Equity_DX_BROKER_SI_CON_RATIO,ALCOG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCOG FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-04-09,50.0,351.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,351.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-10,50.0,338.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,338.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-11,50.0,336.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,336.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-12,50.0,335.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,335.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-15,50.0,329.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,329.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-16,50.0,329.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,329.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-17,50.0,332.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,332.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-18,50.0,327.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,327.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-19,50.0,328.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,328.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-22,50.0,322.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,322.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-23,50.0,327.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,327.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-24,50.0,336.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,336.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-25,50.0,345.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,345.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-26,50.0,349.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,349.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-04-29,2450.0,17101.0,0.14,0.57,0.07,0.02,0.0,8376.0,1250.0,1200.0,8725.0,,1200.0,,1200.0,,,,,,,1200.0,0.01,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.04,0.96,97.96,1.96
2024-04-30,2450.0,17346.0,0.14,0.58,0.07,0.02,0.0,8496.0,1250.0,1200.0,8850.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.04,0.96,97.96,1.96
2024-05-01,2450.0,17346.0,0.14,0.59,0.07,0.02,0.0,8496.0,1250.0,1200.0,8850.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.03,0.9603,97.97,1.96
2024-05-02,2450.0,17297.0,0.14,0.59,0.07,0.02,0.0,8472.0,1250.0,1200.0,8825.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.04,0.96,97.96,1.96
2024-05-03,2450.0,17346.0,0.14,0.59,0.07,0.02,0.0,8496.0,1250.0,1200.0,8850.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.04,0.96,97.96,1.96
2024-05-06,2450.0,17101.0,0.14,0.59,0.07,0.02,0.0,8376.0,1250.0,1200.0,8725.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.04,0.96,97.96,1.96
2024-05-07,2450.0,16758.0,0.14,0.58,0.07,0.02,0.0,8208.0,1250.0,1200.0,8550.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.04,0.96,97.96,1.96
2024-05-08,50.0,332.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,332.0,,,,,,0.01,,1200.0,,,,,,1200.0,0.0,0.01,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-05-09,50.0,329.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,329.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-05-10,50.0,329.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,329.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-05-13,50.0,330.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,330.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-05-14,50.0,330.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,330.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-05-15,50.0,329.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,329.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-05-16,50.0,325.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,325.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-05-17,50.0,345.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,345.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-05-20,50.0,350.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,350.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-05-21,50.0,351.0,0.0,0.01,0.0,0.0,0.0,0.0,50.0,0.0,351.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-05-22,50.0,354.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,354.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-05-23,50.0,353.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,353.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-05-24,50.0,349.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,349.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-05-27,50.0,345.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,345.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-05-28,50.0,344.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,344.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-05-29,50.0,342.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,342.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-05-30,50.0,341.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,341.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-05-31,50.0,335.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,335.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-06-03,50.0,342.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,342.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-06-04,50.0,344.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,344.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-06-05,50.0,345.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,345.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-06-06,50.0,337.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,337.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-06-07,50.0,343.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,343.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-06-10,50.0,331.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,331.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-06-11,50.0,338.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,338.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-06-12,50.0,332.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,332.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-06-13,50.0,324.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,324.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-06-14,50.0,310.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,310.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-06-17,50.0,290.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,290.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-06-18,50.0,301.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,301.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-06-19,50.0,301.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,301.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5
2024-06-20,50.0,304.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,304.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5
2024-06-21,50.0,303.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,303.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5
2024-06-24,50.0,292.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,292.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-06-25,50.0,297.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,297.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-06-26,50.0,291.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,291.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-06-27,50.0,289.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,289.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-06-28,50.0,289.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,289.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-01,50.0,295.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,295.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-02,50.0,298.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,298.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5
2024-07-03,50.0,304.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,304.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-04,50.0,300.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,300.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-05,50.0,300.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,300.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-08,50.0,295.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,295.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-09,50.0,295.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,295.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-10,50.0,280.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,280.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-11,50.0,277.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,277.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-12,50.0,274.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,274.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-15,50.0,275.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,275.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-16,50.0,280.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,280.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-17,50.0,284.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,284.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-18,50.0,282.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,282.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-19,50.0,279.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,279.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-22,50.0,280.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,280.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-23,50.0,276.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,276.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-24,50.0,278.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,278.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-25,50.0,278.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,278.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-26,50.0,273.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,273.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-29,50.0,274.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,274.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-30,50.0,273.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,273.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-07-31,50.0,272.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,272.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-01,50.0,269.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,269.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5
2024-08-02,50.0,268.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,268.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5
2024-08-05,50.0,263.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,263.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-06,50.0,268.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,268.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-07,50.0,265.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,265.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5
2024-08-08,50.0,268.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,268.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-09,50.0,270.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,270.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-12,50.0,268.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,268.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-13,50.0,268.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,268.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-14,50.0,273.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,273.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-15,50.0,275.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,275.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-16,50.0,271.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,271.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-19,50.0,275.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,275.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-20,50.0,283.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,283.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-21,50.0,288.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,288.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-22,50.0,286.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,286.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-23,50.0,286.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,286.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-26,50.0,280.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,280.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-27,50.0,295.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,295.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-28,50.0,292.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,292.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-29,50.0,289.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,289.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-08-30,50.0,289.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,289.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-09-02,50.0,293.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,293.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-09-03,50.0,286.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,286.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-09-04,50.0,292.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,292.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-09-05,50.0,310.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,310.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-09-06,50.0,301.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,301.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-09-09,50.0,311.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,311.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-09-10,50.0,305.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,305.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-09-11,50.0,302.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,302.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-09-12,50.0,315.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,315.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-09-13,50.0,315.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,315.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-09-16,50.0,364.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,364.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-09-17,50.0,350.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,350.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-09-18,2250.0,15525.0,0.13,1.1,0.07,0.02,0.0,7590.0,1150.0,1100.0,7935.0,,1100.0,,1100.0,,,,,,,1100.0,0.01,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9565
2024-09-19,2250.0,15750.0,0.13,1.06,0.07,0.02,0.0,7700.0,1150.0,1100.0,8050.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9565
