,BVI FP Equity_DX_SI_QTY,BVI FP Equity_DX_SHORT_INTEREST_VALUE,BVI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BVI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BVI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BVI FP Equity_DX_SI_MV,BVI FP Equity_DX_DSS,BVI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BVI FP Equity_DX_SUPPLY_SI_QTY,BVI FP Equity_DX_BROKER_SI_QTY,BVI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BVI FP Equity_DX_BROKER_SI_MV_NEW_x,BVI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BVI FP Equity_DX_SUPPLY_SI_QTY_INC_x,BVI FP Equity_DX_BROKER_SI_MV_INC_x,BVI FP Equity_DX_SUPPLY_SI_MV_NEW,BVI FP Equity_DX_BROKER_SI_QTY_ADD,BVI FP Equity_DX_BROKER_SI_QTY_NEW,BVI FP Equity_DX_SUPPLY_SI_MV_DEC,BVI FP Equity_DX_BROKER_SI_QTY_INC,BVI FP Equity_DX_SUPPLY_SI_QTY_DEC,BVI FP Equity_DX_BROKER_SI_MV_NEW_y,BVI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BVI FP Equity_DX_BROKER_SI_MV_INC_y,BVI FP Equity_DX_SUPPLY_SI_QTY_INC_y,BVI FP Equity_DX_BROKER_SI_MV_ADD,BVI FP Equity_DX_SUPPLY_SI_QTY_ADD,BVI FP Equity_DX_BROKER_SI_QTY_DEC,BVI FP Equity_DX_SUPPLY_SI_MV,BVI FP Equity_DX_BROKER_SI_MV_DEC,BVI FP Equity_DX_SUPPLY_SI_MV_RMV,BVI FP Equity_DX_BROKER_SI_MV_RMV,BVI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BVI FP Equity_DX_UTILIZATION_QUANTITY,BVI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BVI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BVI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BVI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BVI FP Equity_DX_ACTIVE_UTILIZATION_MV,BVI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BVI FP Equity_DX_BROKER_SI_CON_RATIO,BVI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BVI FP Equity_DX_DEMAND_SUPPLY_RATIO,BVI FP Equity_PX_LAST
2023-06-02,3246319.0,79599741.88,1.11,4.29,0.72,79.38,0.0,64500938.88,2894131.0,2630544.0,70964092.12,,,40820.0,2.48,,9869.0,,15.25,113334.0,644488.0,,,2.48,40820.0,0.25,206951.0,559571.0,70.21,12.67,,,2.51,2.51,112440672.0,2757045277.44,,2733.01,2.5,20.94,0.1707,30.17,0.0281,24.52
2023-06-05,2542830.0,61307631.3,0.87,3.34,0.56,62.78,0.0,50775033.14,2316267.0,2105974.0,55845197.37,,,232159.0,4.83,,8715.0,,23.08,190731.0,951089.0,,,4.83,232159.0,0.21,141066.0,724016.0,56.78,17.5,,,2.01,2.01,113122616.0,2727386271.76,,2764.15,2.01,18.67,0.1464,26.87,0.022,24.11
2023-06-06,2397258.0,58085561.34,0.82,3.2,0.53,58.25,0.0,47536376.63,2093157.0,1961881.0,50717194.11,,,45270.0,5.06,,,,8.81,213779.0,359351.0,,,5.06,45270.0,,90971.0,357872.0,50.5,9.18,,,1.81,1.81,113358368.0,2746673256.64,,2737.82,1.81,21.53,0.1471,22.09,0.0208,24.23
2023-06-07,2161366.0,52715716.74,0.74,2.86,0.48,52.79,0.0,42048311.22,1946073.0,1723998.0,47464720.47,,,113799.0,4.73,,1776.0,,10.59,189153.0,439881.0,,,4.73,113799.0,0.04,178998.0,428812.0,47.19,10.34,,,1.69,1.69,113473704.0,2767623640.56,,2752.69,1.69,15.66,0.1314,22.98,0.0187,24.39
2023-06-08,2140737.0,51848650.14,0.73,2.85,0.47,52.57,0.0,41474158.46,1846808.0,1712393.0,44729689.76,,,20577.0,2.94,,,,2.9,110756.0,119842.0,,,2.94,20577.0,,,122361.0,44.91,2.99,,,1.6,1.6,113733200.0,2754618104.0,,2760.4,1.6,17.98,0.1277,19.81,0.0185,24.22
2023-06-09,1956275.0,47165790.25,0.67,2.64,0.43,48.01,0.0,37542380.19,1648756.0,1557129.0,39751507.16,,,810.0,1.24,,,,4.84,49520.0,198862.0,,,1.24,810.0,,,204784.0,39.97,5.03,,,1.43,1.43,113751280.0,2742543360.8,,2754.32,1.43,17.91,0.1456,24.26,0.017,24.11
2023-06-12,1745462.0,42240180.4,0.6,2.37,0.39,42.65,0.0,35582687.8,1462040.0,1470359.0,35381368.0,,,9136.0,0.63,,,,5.07,28149.0,208557.0,,,0.63,9136.0,,12705.0,114919.0,35.26,2.89,,,1.27,1.27,113791096.0,2753744523.2,,2745.12,1.27,18.83,0.1713,28.42,0.0151,24.2
2023-06-13,1554878.0,38778657.32,0.53,2.13,0.34,37.88,0.0,32029943.2,1363704.0,1284280.0,34010777.76,,,38153.0,1.76,,,,7.19,70894.0,298328.0,,,1.76,38153.0,,161839.0,256973.0,33.11,6.59,,,1.19,1.19,113556816.0,2832106991.04,,2761.01,1.19,20.52,0.1899,31.12,0.0135,24.94
2023-06-14,1454197.0,36369466.97,0.5,1.95,0.32,36.03,0.0,29701300.77,1266678.0,1187577.0,31679616.78,,,,0.35,,,,3.13,15072.0,130027.0,,,0.35,,,33001.0,111775.0,31.59,2.61,,,1.1,1.1,113451200.0,2837414512.0,,2827.0,1.11,22.12,0.2135,33.63,0.0127,25.01
2023-06-15,3042443.0,76730412.46,1.04,4.03,0.67,75.32,0.0,52099299.46,2082866.0,2065793.0,52529880.52,,,5709.0,21.54,,5416.0,,,872800.0,,,,21.54,5709.0,0.14,810479.0,,51.92,,,,1.81,1.81,113110952.0,2852658209.44,,2822.02,1.81,23.48,0.2462,39.3,0.0264,25.22
2023-06-16,3300464.0,83600753.12,1.13,4.33,0.73,82.42,0.0,55184191.3,2085687.0,2178610.0,52830451.71,,,22353.0,6.53,,,,3.58,256023.0,143206.0,,,6.53,22353.0,,123674.0,143206.0,52.57,3.56,,,1.81,1.81,113156896.0,2866264175.68,,2852.88,1.81,22.11,0.2085,31.56,0.0286,25.33
2023-06-19,3537506.0,88296149.76,1.21,4.4,0.78,88.74,0.0,60015895.68,2309870.0,2404483.0,57654355.2,,,12859.0,6.82,,8000.0,,1.25,266359.0,49717.0,,,6.82,12859.0,0.2,261041.0,48486.0,58.41,1.18,,,2.0,2.0,113432608.0,2831277895.68,,2863.37,2.0,28.01,0.2104,28.17,0.0306,24.96
2023-06-20,5629378.0,141128506.46,1.93,6.9,1.24,140.56,1.0,64581774.06,4381603.0,2576058.0,109846787.21,,,13828.0,7.98,,48288.0,,6.14,328394.0,243426.0,,,7.98,13828.0,1.23,2301331.0,205107.0,109.5,4.9,,,3.74,3.74,112898712.0,2830370709.84,,2820.54,3.74,23.38,0.2205,35.45,0.048,25.07
2023-06-21,7421683.0,183167136.44,2.54,9.07,1.64,187.09,1.0,116087735.56,4387779.0,4703717.0,108290385.72,,,3164.0,,,2190428.0,,3.75,,149367.0,,,,3164.0,57.5,152379.0,62769.0,108.95,1.6,,,3.72,3.72,113599264.0,2803629835.52,,2830.5,3.71,17.45,0.3191,51.59,0.0629,24.68
2023-06-22,7709170.0,188643389.9,2.64,9.47,1.7,193.25,1.0,118807380.22,4736400.0,4855226.0,115899708.0,,,177913.0,3.08,,158700.0,,0.2,123718.0,8000.0,,,3.08,177913.0,3.98,178708.0,130909.0,116.61,3.27,,,3.97,3.97,114624632.0,2804864745.04,,2825.24,3.96,16.89,0.2996,49.71,0.0646,24.47
2023-06-23,7962258.0,194358717.78,2.73,9.79,1.76,199.45,1.0,122724570.35,4829109.0,5027635.0,117878550.69,,,46036.0,3.16,,45873.0,,2.45,126536.0,99200.0,,,3.16,46036.0,1.14,145873.0,,118.38,,,,3.98,3.98,116626656.0,2846856672.96,,2860.38,3.97,16.41,0.2871,48.66,0.0656,24.41
2023-06-26,8235666.0,200373753.78,2.82,10.35,1.82,204.98,1.0,130097497.65,4979489.0,5347205.0,121150967.37,,,122268.0,11.33,,,,4.63,451601.0,187972.0,,,11.33,122268.0,,216084.0,132031.0,121.29,4.05,,,4.1,4.1,116496120.0,2834350599.6,,2838.64,4.1,14.02,0.2701,47.48,0.0678,24.33
2023-06-27,11125971.0,272697549.21,3.81,13.96,2.46,273.98,1.0,127447196.04,7605609.0,5199804.0,186413476.59,,,2061394.0,1.36,,8154.0,,5.9,68902.0,240422.0,,,1.36,2061394.0,0.2,805148.0,224457.0,185.0,6.35,,,6.28,6.28,113454784.0,2780776755.84,,2756.95,6.29,10.89,0.322,54.04,0.0919,24.51
2023-06-28,7740457.0,191034478.76,2.65,9.7,1.71,194.58,1.0,156995131.72,6499266.0,6361229.0,160401884.88,,,,56.99,,,,26.71,2250564.0,1110424.0,,,56.99,,,4081.0,1089139.0,159.67,26.29,,,5.35,5.35,114897728.0,2835675927.04,,2823.27,5.35,11.17,0.3416,55.93,0.0638,24.68
2023-06-29,8048267.0,199114125.58,2.76,10.16,1.78,203.22,1.0,162238932.92,6803040.0,6557758.0,168307209.6,,,491935.0,12.2,,,,7.55,498574.0,307476.0,,,12.2,491935.0,,119315.0,302045.0,168.2,7.41,,,5.6,5.6,114590600.0,2834971444.0,,2833.25,5.6,16.71,0.3324,53.92,0.0663,24.74
2023-06-30,7818880.0,196410265.6,2.68,9.88,1.73,197.21,1.0,164965275.68,6912789.0,6567089.0,173649259.68,,,434343.0,1.41,,,,11.63,62497.0,470002.0,,,1.41,434343.0,,145408.0,53166.0,171.31,1.34,,,5.68,5.68,114822032.0,2884329443.84,,2841.76,5.69,17.43,0.3824,58.3,0.0642,25.12
2023-07-03,19482764.0,472067371.72,6.65,24.27,4.29,492.79,1.0,133117269.69,16092664.0,5493903.0,389925248.72,,,446701.0,4.49,,,,37.06,174400.0,1522085.0,,,4.49,446701.0,,10255259.0,1247586.0,403.93,29.33,,,13.26,13.26,105310616.0,2551676225.68,,2642.85,13.26,7.33,0.6092,77.45,0.1605,25.0
2023-07-04,19725192.0,477744150.24,6.74,24.62,4.35,497.37,1.0,137151199.5,15761533.0,5662725.0,381744329.26,,,148221.0,5.39,,,,14.06,210888.0,554445.0,,,5.39,148221.0,,75093.0,42066.0,393.45,1.06,,,12.94,12.94,106050056.0,2568532356.32,,2642.23,12.96,7.84,0.5952,76.47,0.1619,24.22
2023-07-05,16543392.0,397868577.6,5.65,20.87,3.65,418.04,1.0,354122589.6,15765963.0,14724432.0,379171410.15,,,11050.0,234.63,,,,0.17,9319146.0,6620.0,,,234.63,11050.0,,,257439.0,382.15,6.89,,,12.88,12.88,106662504.0,2565233221.2,,2587.61,12.87,8.76,0.583,75.55,0.1351,24.05
2023-07-06,16932850.0,400461902.5,5.79,21.6,3.73,422.64,1.0,349654938.6,16109551.0,14784564.0,380990881.15,,,170712.0,,,142862.0,,1.55,,63110.0,,,,170712.0,3.54,235986.0,82730.0,385.85,2.1,,,13.15,13.15,106385136.0,2516008466.4,,2549.13,13.15,8.66,0.557,73.79,0.1382,23.65
2023-07-07,15993750.0,374413687.5,5.47,20.34,3.52,392.02,1.0,341064878.36,15318920.0,14569196.0,358615917.2,,,108571.0,,,40000.0,,22.84,,913140.0,,,,108571.0,0.94,13938.0,255368.0,359.47,8.26,,,12.51,12.51,107164896.0,2508730215.36,,2516.97,12.5,9.07,0.602,76.81,0.1306,23.41
2023-07-10,15925883.0,372028626.88,5.44,20.24,3.51,388.0,1.0,339774003.2,15421100.0,14545120.0,360236896.0,,,613250.0,4.37,,,,23.82,195925.0,1010624.0,,,4.37,613250.0,,499554.0,220001.0,360.11,7.14,,,12.59,12.59,107053136.0,2500761256.96,,2499.21,12.59,9.15,0.5864,75.77,0.13,23.36
2023-07-11,15300183.0,362155331.61,5.23,19.3,3.37,373.14,1.0,346870121.4,14770754.0,14654420.0,349623747.18,,,64179.0,6.52,,,,17.35,275290.0,743172.0,,,6.52,64179.0,,28647.0,165990.0,345.06,4.07,,,12.05,12.05,107785472.0,2551282122.24,,2517.52,12.05,9.51,0.65,79.94,0.1248,23.67
2023-07-12,15426998.0,368859522.18,5.27,19.51,3.4,377.57,1.0,353419328.85,14733676.0,14781235.0,352282193.16,,,212817.0,8.39,,,,6.24,321945.0,270883.0,,,8.39,212817.0,,20988.0,195130.0,346.98,4.59,,,11.99,11.99,108157088.0,2586035974.08,,2547.55,11.99,10.12,0.6605,80.53,0.1255,23.91
2023-07-13,15374938.0,369459760.14,5.25,23.94,3.39,380.74,1.0,360910775.25,14535201.0,15019175.0,349280880.03,,,5500.0,0.49,,483300.0,,15.21,24332.0,657648.0,,,0.49,5500.0,11.56,453673.0,269692.0,346.06,6.21,,,11.83,11.83,108284976.0,2602087973.28,,2578.36,11.83,10.17,0.667,80.94,0.1252,24.03
2023-07-14,14765466.0,355700075.94,5.05,23.55,3.25,369.27,1.0,347129745.27,14534364.0,14409703.0,350132828.76,,,5473.0,0.54,,,,8.82,23304.0,375569.0,,,0.54,5473.0,,369259.0,632776.0,349.08,12.18,,,11.82,11.82,108449488.0,2612548165.92,,2602.47,11.83,10.55,0.6701,81.08,0.1201,24.09
2023-07-17,16004241.0,382981487.13,5.47,25.84,3.53,400.86,1.0,369041448.51,15165312.0,15421707.0,362905916.16,,,292297.0,20.19,,331254.0,,3.49,823828.0,145699.0,,,20.19,292297.0,8.22,484350.0,143078.0,365.09,3.36,,,12.33,12.33,107859648.0,2581081376.64,,2596.7,12.33,11.93,0.6137,77.24,0.1301,23.93
2023-07-18,16305664.0,388890086.4,5.57,26.69,3.59,405.51,1.0,375358860.45,15419761.0,15738317.0,367761299.85,,,162162.0,14.38,,,,3.35,600784.0,136602.0,,,14.38,162162.0,,228889.0,284174.0,369.07,9.12,,,12.54,12.54,107583360.0,2565863136.0,,2573.96,12.54,12.64,0.5726,74.27,0.1326,23.85
2023-07-19,15624681.0,376398565.29,5.34,25.96,3.44,388.71,1.0,365948708.73,15457915.0,15190897.0,372381172.35,,,281355.0,5.16,,,,11.79,213703.0,494442.0,,,5.16,281355.0,,251241.0,761123.0,369.54,18.8,,,12.58,12.58,107426208.0,2587897350.72,,2569.63,12.57,13.46,0.6046,76.45,0.1272,24.09
2023-07-20,15629614.0,374329255.3,5.34,26.3,3.44,393.08,1.0,363720387.25,14880812.0,15186655.0,356395447.4,,,80082.0,10.47,,,,20.05,371237.0,841738.0,,,10.47,80082.0,,197187.0,375479.0,359.48,6.48,0.3,,12.16,12.16,107491440.0,2574419988.0,12634.0,2595.09,12.17,13.59,0.6224,77.6,0.1277,23.95
2023-07-21,15837301.0,377402882.83,5.41,26.59,3.49,394.99,1.0,367651527.68,14892000.0,15428096.0,354876360.0,,,57345.0,5.1,,35076.0,,1.19,236064.0,49006.0,,,5.1,57345.0,0.85,2849.0,29699.0,356.59,3.06,,,12.17,12.17,107503480.0,2561807928.4,,2575.4,12.16,13.77,0.622,77.55,0.1294,23.83
2023-07-24,15827130.0,382066918.2,5.41,26.35,3.49,394.47,1.0,372909288.5,14911648.0,15447775.0,359967182.72,,,35582.0,1.67,,,,2.04,78900.0,84849.0,,,1.67,35582.0,,68915.0,59221.0,356.68,1.2,,,12.18,12.18,107536376.0,2595928116.64,,2572.1,12.18,13.8,0.6223,77.57,0.1293,24.14
2023-07-25,15887979.0,390208764.24,5.43,26.55,3.5,399.83,1.0,380002094.88,14769897.0,15472398.0,362748670.32,,,67242.0,8.37,,,,4.79,238643.0,208993.0,,,8.37,67242.0,,,214020.0,357.47,4.19,,,12.06,12.06,107725448.0,2645737002.88,,2609.69,12.05,13.72,0.6348,78.4,0.1297,24.56
2023-07-26,15924491.0,402571132.48,5.44,26.73,3.51,404.7,1.0,389558555.84,14731487.0,15409753.0,372411991.36,,,239633.0,4.02,,133853.0,,7.34,153497.0,326290.0,,,4.02,239633.0,3.29,48247.0,349995.0,361.92,5.58,,,12.04,12.04,107641528.0,2721177827.84,,2649.62,12.02,13.75,0.6063,76.53,0.1301,25.28
2023-07-27,15994469.0,402900674.11,5.47,26.36,3.52,420.49,1.0,391232766.87,14656403.0,15531273.0,369194791.57,,,4470.0,3.84,,4500.0,,4.08,154101.0,171422.0,,,3.84,4470.0,0.11,91868.0,37081.0,372.27,0.0,,,11.97,11.97,107789608.0,2715220225.52,,2734.4,11.98,13.3,0.6083,76.72,0.1306,25.19
2023-07-28,16362351.0,412822115.73,5.59,27.1,3.61,424.65,1.0,396494445.54,14957274.0,15715198.0,377372023.02,,,127248.0,5.6,,195705.0,,2.75,221963.0,107170.0,,,5.6,127248.0,4.93,280793.0,233743.0,376.14,7.21,,,12.2,12.2,107690296.0,2717026168.08,,2709.8,12.19,13.09,0.5723,74.29,0.1334,25.23
2023-07-31,16401929.0,409720186.42,5.6,28.93,3.61,427.75,1.0,394311748.04,14948015.0,15785098.0,373401414.7,,,34130.0,1.66,,,,1.39,69900.0,56718.0,,,1.66,34130.0,,13329.0,,377.35,,,,12.18,12.18,107736336.0,2691253673.28,,2719.01,12.19,13.06,0.5723,74.28,0.1337,24.98
2023-08-01,16449266.0,418304834.38,5.62,29.11,3.63,426.04,1.0,406526395.85,15008475.0,15986095.0,381665519.25,,,132972.0,5.87,,,,2.94,228111.0,117073.0,,,5.87,132972.0,,44561.0,27114.0,375.85,1.38,,,12.26,12.26,107444664.0,2732317805.52,,2696.32,12.23,13.12,0.5646,73.66,0.1343,25.43
2023-08-02,16507905.0,415669047.9,5.64,29.16,3.64,433.79,1.0,401933811.14,15139281.0,15962423.0,381207095.58,,,192396.0,1.21,,,,2.34,45368.0,98018.0,,,1.21,192396.0,,36428.0,69040.0,385.19,0.16,,,12.35,12.35,107436560.0,2705252580.8,,2733.3,12.35,12.85,0.5645,73.71,0.1347,25.18
2023-08-03,16474464.0,410708387.52,5.63,29.02,3.63,427.27,1.0,404228955.87,15517633.0,16214559.0,386854590.69,,,261431.0,6.19,,,,3.49,310389.0,136135.0,,,6.19,261431.0,,253056.0,58253.0,389.83,1.52,,,12.64,12.64,107288552.0,2674703601.36,,2693.36,12.64,13.04,0.5658,73.72,0.1342,24.93
2023-08-04,16625308.0,416131459.24,5.68,29.29,3.66,426.45,1.0,406893837.38,15695568.0,16256246.0,392860067.04,,25627.0,182200.0,2.54,0.64,,,1.1,149455.0,38392.0,,25627.0,2.54,182200.0,,8500.0,107768.0,390.47,6.01,,,12.73,12.73,107592904.0,2693050387.12,,2674.85,12.74,13.03,0.5517,72.73,0.1348,25.03
2023-08-07,15174316.0,379357900.0,5.19,26.67,3.34,391.86,1.0,370131350.0,14136648.0,14805254.0,353416200.0,,,25100.0,1.09,,,,39.05,40786.0,1584020.0,,,1.09,25100.0,,,1491778.0,354.02,35.82,,,11.51,11.51,108674136.0,2716853400.0,,2720.67,11.51,14.18,0.5174,70.01,0.1236,25.0
2023-08-08,14861583.0,370350648.36,5.08,26.59,3.28,383.93,1.0,361153623.32,13798468.0,14492521.0,343857822.56,,,25235.0,0.13,,56332.0,,9.93,8228.0,396316.0,,,0.13,25235.0,1.42,32901.0,377293.0,345.5,9.5,,,11.16,11.16,109820160.0,2736718387.2,,2748.77,11.17,14.5,0.5044,68.98,0.1202,24.92
2023-08-09,14988188.0,373655526.84,5.12,27.18,3.3,384.66,1.0,363794290.83,13995374.0,14592631.0,348904673.82,,,214178.0,3.91,,,,1.08,156442.0,42462.0,,,3.91,214178.0,,25190.0,56332.0,348.7,1.42,,,11.32,11.32,109668184.0,2734027827.12,,2729.61,11.33,14.47,0.4961,68.28,0.1212,24.93
2023-08-10,15054341.0,377863959.1,5.14,27.39,3.32,386.72,1.0,367715326.3,14101256.0,14650013.0,353941525.6,,,39304.0,3.46,,117346.0,,4.21,138600.0,171621.0,,,3.46,39304.0,2.93,238199.0,198564.0,351.86,4.95,,,11.41,11.41,109520168.0,2748956216.8,,2732.58,11.41,14.39,0.4922,68.06,0.1218,25.1
2023-08-11,14981287.0,373783110.65,5.12,27.37,3.3,388.67,1.0,366937903.5,14184346.0,14706930.0,353899432.7,,,171510.0,5.33,,,,4.98,161261.0,193571.0,,,5.33,171510.0,,105151.0,104344.0,356.66,2.52,,,11.48,11.48,109319512.0,2727521824.4,,2750.72,11.48,14.34,0.5005,68.68,0.1213,24.95
2023-08-14,11918029.0,298546626.45,4.07,22.47,2.63,307.7,1.0,291236184.75,10943337.0,11626195.0,274130591.85,,,15600.0,0.04,,,,82.12,1600.0,3260506.0,,,0.04,15600.0,,3897.0,3082335.0,273.77,81.41,,,8.86,8.86,112564232.0,2819734011.6,,2819.02,8.85,18.16,0.5026,68.19,0.0965,25.05
2023-08-15,11759963.0,292705479.07,4.02,22.47,2.59,303.42,1.0,285063477.48,10672743.0,11452932.0,265644573.27,,,,0.39,,34692.0,,7.46,14000.0,302450.0,,,0.39,,0.87,31856.0,221955.0,267.22,5.7,,,8.63,8.63,112969720.0,2811816330.8,,2827.06,8.64,16.76,0.5082,68.94,0.0951,24.89
2023-08-16,12065049.0,301505574.51,4.12,22.92,2.66,310.85,1.0,285724639.41,10928874.0,11433559.0,273112561.26,,,253555.0,3.31,,,,3.05,131775.0,117867.0,,,3.31,253555.0,,120443.0,151148.0,272.77,3.68,,,8.83,8.83,112859408.0,2820356605.92,,2818.95,8.82,16.26,0.4837,67.18,0.0975,24.99
2023-08-17,12203085.0,298853551.65,4.17,22.95,2.69,314.27,1.0,284289593.55,10963799.0,11608395.0,268503437.51,,,84893.0,5.21,,17477.0,,3.23,215859.0,130349.0,,,5.21,84893.0,0.44,80381.0,58500.0,273.6,1.3,,,8.85,8.85,112938096.0,2765853971.04,,2818.37,8.85,15.99,0.4754,66.58,0.0985,24.49
2023-08-18,12512146.0,304795876.56,4.28,23.81,2.76,316.74,1.0,287445880.68,11158266.0,11799913.0,271815359.76,,,113292.0,4.47,,,,1.37,191518.0,50933.0,,,4.47,113292.0,,132108.0,,273.26,,,,9.0,9.0,112869528.0,2749501702.08,,2763.91,9.0,15.89,0.451,64.65,0.1009,24.36
2023-08-21,12669467.0,307994742.77,4.33,24.55,2.79,318.56,1.0,290169654.06,11371124.0,11936226.0,276432024.44,,,281653.0,3.61,,,,3.08,150659.0,121407.0,,,3.61,281653.0,,52612.0,14346.0,276.81,1.22,,,9.16,9.16,112755488.0,2741085913.28,,2742.89,9.17,15.89,0.4386,63.63,0.1021,24.31
2023-08-22,12807580.0,311480345.6,4.38,24.85,2.82,322.86,1.0,293483059.2,11158940.0,12067560.0,271385420.8,,,118451.0,3.63,,3800.0,,9.31,142457.0,379729.0,,,3.63,118451.0,0.1,49094.0,14923.0,271.85,0.0,,,8.99,8.99,113001408.0,2748194242.56,,2752.53,8.99,15.78,0.4306,63.01,0.1032,24.32
2023-08-23,7918395.0,193446389.85,2.71,15.54,1.75,197.01,1.0,173520524.52,7758920.0,7102764.0,189550415.6,,,25310.0,4.13,,,,83.55,161997.0,3425330.0,,,4.13,25310.0,,,5126793.0,188.75,131.79,,,6.25,6.25,116327352.0,2841877209.36,,2828.58,6.26,25.43,0.2413,39.18,0.0638,24.43
2023-08-24,4595616.0,112178986.56,1.57,9.14,1.01,113.1,1.0,93628582.65,3432471.0,3835665.0,83786617.11,,,1830.0,1.32,,99554.0,,105.95,51710.0,4363640.0,,,1.32,1830.0,2.56,35361.0,3418363.0,84.03,86.53,,,2.77,2.77,120683840.0,2945892534.4,,2953.09,2.77,19.77,0.2408,41.92,0.037,24.41
2023-08-25,4666623.0,113772268.74,1.59,9.25,1.03,114.7,1.0,92684934.02,3509478.0,3801679.0,85561073.64,,,,,,,,0.72,,28986.0,,,,,,105993.0,33986.0,85.79,0.89,,,2.83,2.83,120330224.0,2933650861.12,,2939.51,2.84,19.4,0.2332,41.31,0.0377,24.38
2023-08-28,4865124.0,120119911.56,1.66,9.68,1.07,119.9,1.0,99857865.54,3463692.0,4044466.0,85518555.48,,,8915.0,6.56,,,,1.36,261951.0,54701.0,,,6.56,8915.0,,,19164.0,84.4,0.36,,,2.8,2.8,120230592.0,2968493316.48,,2927.73,2.8,18.71,0.2239,39.59,0.0393,24.69
2023-08-29,4898996.0,121103181.12,1.67,9.8,1.08,120.97,1.0,99687454.08,3745109.0,4032664.0,92579094.48,,,317615.0,0.54,,,,1.21,27798.0,50476.0,,,0.54,317615.0,,14278.0,39600.0,92.31,0.91,,,3.03,3.03,119924072.0,2964523059.84,,2950.66,3.03,18.64,0.2223,39.59,0.0396,24.72
2023-08-30,4051928.0,100204179.44,1.38,8.11,0.89,99.93,0.0,87646631.66,3258453.0,3544142.0,80581542.69,,,4620.0,,,47144.0,,12.16,,491276.0,,,,4620.0,1.17,,535666.0,80.33,13.32,,,2.64,2.64,120320216.0,2975518941.68,,2960.5,2.64,13.62,0.2713,47.62,0.0328,24.73
2023-08-31,3859920.0,95494420.8,1.32,7.76,0.85,95.81,0.0,81755383.42,3038892.0,3304583.0,75182188.08,,,88907.0,2.78,,432762.0,,19.3,107703.0,781221.0,,,2.78,88907.0,10.7,472753.0,780024.0,75.54,18.98,,,2.46,2.46,120547216.0,2982338123.84,,2993.14,2.46,22.54,0.2163,37.31,0.0312,24.74
2023-09-01,3926650.0,97420186.5,1.34,7.68,0.87,97.65,0.0,82925092.86,3080422.0,3342406.0,76425269.82,,,36702.0,1.33,,,,0.59,50802.0,23779.0,,,1.33,36702.0,,28607.0,12979.0,76.53,0.2,,,2.49,2.49,120505976.0,2989753264.56,,2990.67,2.5,22.65,0.2095,36.4,0.0318,24.81
2023-09-04,3897695.0,96467951.25,1.33,7.73,0.86,96.98,0.0,81403022.25,2910139.0,3289011.0,72025940.25,,,48440.0,1.95,,,,5.4,78440.0,218723.0,,,1.95,48440.0,,,131835.0,72.35,3.27,,,2.36,2.36,120563144.0,2983937814.0,,2992.6,2.36,21.98,0.1945,34.06,0.0316,24.75
2023-09-05,3555625.0,87681712.5,1.21,7.21,0.78,88.4,0.0,75350775.42,2811782.0,3055587.0,69338544.12,,,46652.0,0.27,,,,3.59,12700.0,145009.0,,,0.27,46652.0,,,246124.0,69.96,6.11,,,2.28,2.28,120703312.0,2976543673.92,,2995.6,2.28,24.17,0.2027,33.29,0.0288,24.66
2023-09-06,3591864.0,89401494.96,1.23,7.62,0.79,89.18,0.0,77731594.45,2835366.0,3123005.0,70572259.74,,,25985.0,2.82,,1772.0,,2.62,112790.0,105993.0,,,2.82,25985.0,0.04,103592.0,47144.0,69.98,1.17,,,2.29,2.29,120800368.0,3006721159.52,,2978.05,2.3,24.81,0.2097,33.8,0.0291,24.89
2023-09-07,4028038.0,99089734.8,1.38,8.8,0.89,100.17,0.0,81835762.2,3063197.0,3326657.0,75354646.2,,,14407.0,5.11,,,,0.06,208343.0,5024.0,,,5.11,14407.0,,218448.0,4691.0,76.39,0.03,,,2.48,2.48,120629344.0,2967481862.4,,2999.86,2.48,21.87,0.175,30.05,0.0326,24.6
2023-09-08,4517068.0,110713336.68,1.54,10.2,1.0,111.76,0.0,89461254.9,3289511.0,3649990.0,80625914.61,,,76795.0,7.88,,,,0.5,324348.0,16499.0,,,7.88,76795.0,,166018.0,1015.0,80.98,0.12,,,2.66,2.66,120519688.0,2953937552.88,,2961.9,2.66,20.56,0.1563,26.99,0.0365,24.51
