,MAA FP Equity_DX_SI_QTY,MAA FP Equity_DX_SHORT_INTEREST_VALUE,MAA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MAA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MAA FP Equity_DX_SI_MV,MAA FP Equity_DX_DSS,MAA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MAA FP Equity_DX_SUPPLY_SI_QTY,MAA FP Equity_DX_BROKER_SI_QTY,MAA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MAA FP Equity_DX_BROKER_SI_MV_NEW_x,MAA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MAA FP Equity_DX_SUPPLY_SI_QTY_INC_x,MAA FP Equity_DX_BROKER_SI_MV_INC_x,MAA FP Equity_DX_SUPPLY_SI_MV_NEW,MAA FP Equity_DX_BROKER_SI_QTY_ADD,MAA FP Equity_DX_BROKER_SI_QTY_NEW,MAA FP Equity_DX_SUPPLY_SI_MV_DEC,MAA FP Equity_DX_BROKER_SI_QTY_INC,MAA FP Equity_DX_SUPPLY_SI_QTY_DEC,MAA FP Equity_DX_BROKER_SI_MV_NEW_y,MAA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MAA FP Equity_DX_BROKER_SI_MV_INC_y,MAA FP Equity_DX_SUPPLY_SI_QTY_INC_y,MAA FP Equity_DX_BROKER_SI_MV_ADD,MAA FP Equity_DX_SUPPLY_SI_QTY_ADD,MAA FP Equity_DX_BROKER_SI_QTY_DEC,MAA FP Equity_DX_SUPPLY_SI_MV,MAA FP Equity_DX_BROKER_SI_MV_DEC,MAA FP Equity_DX_BROKER_SI_MV_RMV,MAA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MAA FP Equity_DX_UTILIZATION_QUANTITY,MAA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MAA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MAA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MAA FP Equity_DX_ACTIVE_UTILIZATION_MV,MAA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MAA FP Equity_DX_BROKER_SI_CON_RATIO,MAA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MAA FP Equity_DX_DEMAND_SUPPLY_RATIO
2012-04-10,1000.0,118730.0,0.11,0.03,0.12,,118730.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-04-11,1000.0,118670.0,0.11,0.03,0.12,,118670.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-04-12,1000.0,118800.0,0.13,0.03,0.12,,118800.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-04-13,1000.0,118830.0,0.13,0.03,0.12,,118830.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-04-16,1000.0,118660.0,0.13,0.03,0.12,,118660.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-04-17,1000.0,118540.0,0.12,0.03,0.12,,118540.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-04-18,1000.0,118770.0,0.12,0.03,0.12,,118770.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-04-19,1000.0,118610.0,0.12,0.03,0.12,,118610.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-04-20,1000.0,118520.0,0.12,0.03,0.12,,118520.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-04-23,1000.0,118610.0,0.12,0.03,0.12,,118610.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-04-24,1000.0,118640.0,0.12,0.03,0.12,,118640.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-04-25,1000.0,118710.0,0.1,0.03,0.12,,118710.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-04-26,1000.0,118910.0,0.08,0.03,0.12,,118910.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-04-27,1000.0,118960.0,0.08,0.03,0.12,,118960.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-04-30,1000.0,119260.0,0.08,0.03,0.12,,119260.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-01,1000.0,119260.0,0.08,0.03,0.12,,119260.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-02,1000.0,119410.0,0.08,0.03,0.12,,119410.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-03,1000.0,119550.0,0.09,0.03,0.12,,119550.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-04,1000.0,119870.0,0.09,0.03,0.12,,119870.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-07,1000.0,119920.0,0.09,0.03,0.12,,119920.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-08,1000.0,120180.0,0.09,0.03,0.12,,120180.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-09,1000.0,120100.0,0.09,0.03,0.12,,120100.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-10,1000.0,120250.0,0.09,0.03,0.12,,120250.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-11,1000.0,120420.0,0.09,0.03,0.12,,120420.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-14,1000.0,120710.0,0.09,0.03,0.12,,120710.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-15,1000.0,120460.0,0.09,0.03,0.12,,120460.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-16,1000.0,120490.0,0.09,0.03,0.12,,120490.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-17,1000.0,120790.0,0.1,0.03,0.12,,120790.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-18,1000.0,120840.0,0.11,0.03,0.12,,120840.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-21,1000.0,120870.0,0.14,0.03,0.12,,120870.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-22,1000.0,120900.0,0.14,0.03,0.12,,120900.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-23,1000.0,121510.0,0.14,0.03,0.12,,121510.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-24,1000.0,122060.0,0.14,0.03,0.12,,122060.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-25,1000.0,122170.0,0.14,0.03,0.12,,122170.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-28,1000.0,122180.0,0.14,0.03,0.12,,122180.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.0526
2012-05-29,1000.0,122270.0,0.14,0.03,0.12,,122270.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-05-30,1000.0,122810.0,0.15,0.03,0.12,,122810.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-05-31,1000.0,123410.0,0.15,0.03,0.12,,123410.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-06-01,1000.0,124060.0,0.15,0.03,0.12,,124060.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-06-04,1000.0,123720.0,0.15,0.03,0.12,,123720.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-06-05,1000.0,123670.0,0.14,0.03,0.12,,123670.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-06-06,1000.0,122780.0,0.14,0.03,0.12,,122780.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-06-07,1000.0,121930.0,0.11,0.03,0.12,,121930.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-06-08,1000.0,122250.0,0.15,0.03,0.12,,122250.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-06-11,1000.0,122150.0,0.15,0.03,0.12,,122150.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-06-12,66000.0,7993920.0,9.65,1.88,8.01,,7993920.0,0.0,66000.0,0.0,,,,,,65000.0,,,,,,,,,7.89,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.9698,98.47,48.0
2012-06-13,66000.0,7965540.0,9.54,1.88,7.95,,7965540.0,0.0,66000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.9702,98.48,48.0
2012-06-14,11000.0,1329900.0,1.58,0.31,1.33,,1329900.0,0.0,11000.0,0.0,,,,,,,,,,,,,,,,,55000.0,0.0,6.61,,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.8347,90.91,8.0
2012-06-15,11000.0,1336830.0,1.58,0.31,1.34,,1336830.0,0.0,11000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.8347,90.91,8.0
2012-06-18,11000.0,1336720.0,1.61,0.31,1.34,,1336720.0,0.0,11000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.8347,90.91,8.0
2012-06-19,11000.0,1328800.0,1.61,0.31,1.33,,1328800.0,0.0,11000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.8347,90.91,8.0
2012-06-20,1000.0,120520.0,0.15,0.03,0.12,,120520.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,10000.0,0.0,1.21,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-06-21,1000.0,120960.0,0.14,0.03,0.12,,120960.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-06-22,1000.0,120840.0,0.14,0.03,0.12,,120840.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-06-25,1000.0,121350.0,0.14,0.03,0.12,,121350.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-06-26,1000.0,120960.0,0.14,0.03,0.12,,120960.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-06-27,1000.0,120650.0,0.14,0.03,0.12,,120650.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-06-28,1000.0,120730.0,0.14,0.03,0.12,,120730.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-06-29,1000.0,120470.0,0.14,0.03,0.12,,120470.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-07-02,1000.0,121010.0,0.14,0.03,0.12,,121010.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-07-03,1000.0,120910.0,0.13,0.03,0.12,,120910.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-07-04,1000.0,121390.0,0.13,0.03,0.12,,121390.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-07-05,1000.0,121780.0,0.13,0.03,0.12,,121780.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-07-06,1000.0,122630.0,0.13,0.03,0.12,,122630.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-07-09,1000.0,122520.0,0.13,0.03,0.12,,122520.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7273
2012-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.12,,0.0,0.0,1375.0,168643.75,0.17,0.0,,0.0,,0.0
2012-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1375.0,169166.25,0.17,0.0,,0.0,,0.0
2012-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1375.0,169592.5,0.17,0.0,,0.0,,0.0
2012-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117239.5,0.12,0.0,,0.0,,0.0
2012-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117534.0,0.12,0.0,,0.0,,0.0
2012-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117809.5,0.12,0.0,,0.0,,0.0
2012-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117866.5,0.12,0.0,,0.0,,0.0
2012-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117942.5,0.12,0.0,,0.0,,0.0
2012-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,118132.5,0.12,0.0,,0.0,,0.0
2012-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117771.5,0.12,0.0,,0.0,,0.0
2012-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117173.0,0.12,0.0,,0.0,,0.0
2012-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116983.0,0.12,0.0,,0.0,,0.0
2012-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117059.0,0.12,0.0,,0.0,,0.0
2012-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116802.5,0.12,0.0,,0.0,,0.0
2012-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117116.0,0.12,0.0,,0.0,,0.0
2012-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117838.0,0.12,0.0,,0.0,,0.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117429.5,0.12,0.0,,0.0,,0.0
2012-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,118047.0,0.12,0.0,,0.0,,0.0
2012-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117296.5,0.12,0.0,,0.0,,0.0
2012-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117344.0,0.12,0.0,,0.0,,0.0
2012-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116907.0,0.12,0.0,,0.0,,0.0
2012-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117182.5,0.12,0.0,,0.0,,0.0
2012-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117173.0,0.12,0.0,,0.0,,0.0
2012-08-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117543.5,0.12,0.0,,0.0,,0.0
2012-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117420.0,0.12,0.0,,0.0,,0.0
2012-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117078.0,0.12,0.0,,0.0,,0.0
2012-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116603.0,0.12,0.0,,0.0,,0.0
2012-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116755.0,0.12,0.0,,0.0,,0.0
2012-08-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117002.0,0.12,0.0,,0.0,,0.0
2012-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116859.5,0.12,0.0,,0.0,,0.0
2012-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116574.5,0.12,0.0,,0.0,,0.0
2012-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117087.5,0.12,0.0,,0.0,,0.0
2012-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117572.0,0.12,0.0,,0.0,,0.0
2012-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117619.5,0.12,0.0,,0.0,,0.0
2012-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117657.5,0.12,0.0,,0.0,,0.0
2012-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117705.0,0.12,0.0,,0.0,,0.0
2012-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117353.5,0.12,0.0,,0.0,,0.0
2012-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117638.5,0.12,0.0,,0.0,,0.0
2012-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117477.0,0.12,0.0,,0.0,,0.0
2012-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117287.0,0.12,0.0,,0.0,,0.0
2012-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,117182.5,0.12,0.0,,0.0,,0.0
2012-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116850.0,0.12,0.0,,0.0,,0.0
2012-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116346.5,0.12,0.0,,0.0,,0.0
2012-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116593.5,0.12,0.0,,0.0,,0.0
2012-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116261.0,0.12,0.0,,0.0,,0.0
2012-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116517.5,0.12,0.0,,0.0,,0.0
2012-09-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116128.0,0.12,0.0,,0.0,,0.0
2012-09-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116489.0,0.12,0.0,,0.0,,0.0
2012-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,115710.0,0.12,0.0,,0.0,,0.0
2012-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,115805.0,0.12,0.0,,0.0,,0.0
2012-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116042.5,0.12,0.0,,0.0,,0.0
2012-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116090.0,0.12,0.0,,0.0,,0.0
2012-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116270.5,0.12,0.0,,0.0,,0.0
2012-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116204.0,0.12,0.0,,0.0,,0.0
2012-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,950.0,116365.5,0.12,0.0,,0.0,,0.0
