,WAGA FP Equity_DX_SI_QTY,WAGA FP Equity_DX_SHORT_INTEREST_VALUE,WAGA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,WAGA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,WAGA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,WAGA FP Equity_DX_SI_MV,WAGA FP Equity_DX_DSS,WAGA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,WAGA FP Equity_DX_SUPPLY_SI_QTY,WAGA FP Equity_DX_BROKER_SI_QTY,WAGA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,WAGA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,WAGA FP Equity_DX_SUPPLY_SI_QTY_INC_x,WAGA FP Equity_DX_BROKER_SI_MV_INC_x,WAGA FP Equity_DX_SUPPLY_SI_MV_NEW,WAGA FP Equity_DX_BROKER_SI_QTY_ADD,WAGA FP Equity_DX_SUPPLY_SI_MV_DEC,WAGA FP Equity_DX_BROKER_SI_QTY_INC,WAGA FP Equity_DX_SUPPLY_SI_QTY_DEC,WAGA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,WAGA FP Equity_DX_BROKER_SI_MV_INC_y,WAGA FP Equity_DX_SUPPLY_SI_QTY_INC_y,WAGA FP Equity_DX_BROKER_SI_MV_ADD,WAGA FP Equity_DX_SUPPLY_SI_QTY_ADD,WAGA FP Equity_DX_BROKER_SI_QTY_DEC,WAGA FP Equity_DX_SUPPLY_SI_MV,WAGA FP Equity_DX_BROKER_SI_MV_DEC,WAGA FP Equity_DX_SUPPLY_SI_MV_RMV,WAGA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,WAGA FP Equity_DX_UTILIZATION_QUANTITY,WAGA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,WAGA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,WAGA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,WAGA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,WAGA FP Equity_DX_ACTIVE_UTILIZATION_MV,WAGA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,WAGA FP Equity_DX_BROKER_SI_CON_RATIO,WAGA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,WAGA FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-02-28,9148.0,274440.0,0.09,1.67,0.05,0.27,0.0,216840.0,7148.0,7228.0,214440.0,,,,,,0.06,,2065.0,,,,,,2065.0,0.22,0.06,,0.89,0.89,797392.0,23921760.0,,23.95,0.89,11.77,0.2635,45.05,0.0114
2022-03-01,10038.0,297124.8,0.09,1.83,0.05,0.3,0.0,182632.0,8038.0,6170.0,237924.8,,1810.0,,,,0.03,,920.0,,,1810.0,,,1058.0,0.24,0.03,,1.0,1.0,794522.0,23517851.2,,23.95,1.01,28.72,0.2776,40.65,0.0125
2022-03-02,8522.0,255660.0,0.08,1.42,0.04,0.25,0.0,191190.0,6522.0,6373.0,195660.0,,,0.01,,,0.05,203.0,1719.0,,0.01,,,203.0,,0.19,,,0.81,0.81,796241.0,23887230.0,,23.65,0.81,13.5,0.2919,48.1,0.0106
2022-03-03,10388.0,318911.6,0.1,1.71,0.05,0.31,0.0,196756.3,8388.0,6409.0,257511.6,,1866.0,0.0,,,,36.0,,,0.0,1866.0,,,,0.25,,,1.04,1.04,794411.0,24388417.7,,23.93,1.04,28.66,0.2663,39.42,0.0129
2022-03-04,9244.0,288412.8,0.09,1.49,0.05,0.29,0.0,197776.8,7005.0,6339.0,218556.0,,,,,,0.04,,1383.0,,,,,,70.0,0.22,0.0,,0.87,0.87,795794.0,24828772.8,,24.72,0.87,18.17,0.2659,44.15,0.0115
2022-03-07,9244.0,288412.8,0.09,1.49,0.05,0.29,0.0,197776.8,7005.0,6339.0,218556.0,,,,,,,,,,,,,,,0.22,,,0.87,0.87,795794.0,24828772.8,,24.92,0.87,18.08,0.2665,44.26,0.0115
2022-03-08,5144.0,167180.0,0.05,0.82,0.03,0.16,0.0,72767.5,2905.0,2239.0,94412.5,,,,,,0.13,,4100.0,,,,,,4100.0,0.09,0.13,,0.36,0.36,799894.0,25996555.0,,25.08,0.36,19.5,0.2269,32.39,0.0064
2022-03-09,5144.0,171809.6,0.05,0.79,0.03,0.17,0.0,74782.6,2905.0,2239.0,97027.0,,,,,,,,,,,,,,,0.09,,,0.38,0.38,769864.0,25713457.6,,24.83,0.37,19.67,0.2262,32.2,0.0067
2022-03-10,8538.0,287730.6,0.08,1.16,0.04,0.29,0.0,196673.2,6502.0,5836.0,219117.4,,,,,3800.0,0.01,,203.0,,,,0.13,3800.0,203.0,0.22,0.01,,0.85,0.85,757253.0,25519426.1,,25.43,0.85,19.56,0.2766,44.37,0.0112
2022-03-11,4702.0,160808.4,0.04,0.59,0.02,0.16,0.0,68400.0,2702.0,2000.0,92408.4,,,,,,0.13,,3800.0,,,,,,3836.0,0.09,0.13,,0.35,0.35,761053.0,26028012.6,,25.88,0.35,21.32,0.2616,35.53,0.0062
2022-03-14,4666.0,156777.6,0.04,0.57,0.02,0.16,0.0,67200.0,2666.0,2000.0,89577.6,,,,,,0.0,,36.0,,,,,,,0.09,,,0.35,0.35,761053.0,25571380.8,,25.99,0.35,21.45,0.2655,35.77,0.0061
2022-03-15,4946.0,168164.0,0.05,0.59,0.03,0.17,0.0,72760.0,2806.0,2140.0,95404.0,,,,,140.0,,,,,,,0.0,140.0,,0.09,,,0.37,0.37,761053.0,25875802.0,,25.67,0.37,20.21,0.2394,33.73,0.0065
2022-03-16,5426.0,181771.0,0.05,0.65,0.03,0.18,0.0,79730.0,3046.0,2380.0,102041.0,,240.0,0.01,,,,240.0,,,0.01,240.0,,,,0.1,,,0.4,0.4,761053.0,25495275.5,,25.72,0.4,18.52,0.2157,30.68,0.0071
2022-03-17,5868.0,193644.0,0.06,0.7,0.03,0.2,0.0,85833.0,3267.0,2601.0,107811.0,,221.0,0.01,,,,221.0,,,0.01,221.0,,,,0.11,,,0.43,0.43,761053.0,25114749.0,,25.28,0.43,20.59,0.2095,28.29,0.0077
2022-03-18,9742.0,335124.8,0.09,1.2,0.05,0.32,0.0,214587.2,6904.0,6238.0,237497.6,,237.0,0.01,,3400.0,,237.0,,,0.01,237.0,0.11,3400.0,,0.23,,,0.9,0.9,757653.0,26063263.2,,25.27,0.9,17.18,0.212,34.84,0.0127
2022-03-21,6342.0,218164.8,0.06,0.78,0.03,0.22,0.0,97627.2,3504.0,2838.0,120537.6,,,,,,0.11,,3400.0,,,,,,3400.0,0.12,0.11,,0.46,0.46,761053.0,26180223.2,,26.23,0.46,26.3,0.2134,26.39,0.0083
2022-03-22,9642.0,323971.2,0.09,1.19,0.05,0.33,0.0,206236.8,6804.0,6138.0,228614.4,,3300.0,,,3300.0,,,,,,3300.0,0.11,,,0.23,,,0.89,0.89,757753.0,25460500.8,,25.99,0.89,17.38,0.2095,34.22,0.0126
2022-03-23,6342.0,210554.4,0.06,0.77,0.03,0.22,0.0,127421.6,3504.0,3838.0,116332.8,,,,,1000.0,0.11,,3300.0,,,,0.04,,3300.0,0.12,0.11,,0.46,0.46,761053.0,25266959.6,,25.55,0.46,26.0,0.2129,26.4,0.0083
2022-03-24,9602.0,315905.8,0.09,1.17,0.05,0.32,0.0,233524.2,7004.0,7098.0,230431.6,,,,,3500.0,,,,,,,0.12,3500.0,240.0,0.23,0.01,,0.92,0.92,757553.0,24923493.7,,25.12,0.92,17.21,0.2163,36.14,0.0126
2022-03-25,9602.0,318786.4,0.09,1.15,0.05,0.32,0.0,235653.6,7004.0,7098.0,232532.8,,,,,,,,,,,,,,,0.23,,,0.92,0.92,757553.0,25150759.6,,25.0,0.92,17.22,0.2161,36.09,0.0126
2022-03-28,9636.0,325696.8,0.09,1.15,0.05,0.32,0.0,244543.0,6901.0,7235.0,233253.8,,,0.0,,,0.0,137.0,103.0,,0.0,,,,,0.23,,,0.9,0.9,757553.0,25605291.4,,25.24,0.9,17.21,0.2162,36.12,0.0126
2022-03-29,9636.0,327624.0,0.09,1.09,0.05,0.33,0.0,245990.0,6901.0,7235.0,234634.0,,,,,,,,,,,,,,,0.23,,,0.91,0.91,754684.0,25659256.0,,25.36,0.9,17.09,0.2168,36.26,0.0127
2022-03-30,5220.0,177480.0,0.05,0.57,0.03,0.18,0.0,111418.0,2943.0,3277.0,100062.0,,,,,,0.13,,3958.0,,,,,,3958.0,0.1,0.13,,0.39,0.39,758184.0,25778256.0,,25.69,0.39,19.89,0.2225,31.58,0.0069
2022-03-31,4940.0,184756.0,0.05,0.53,0.03,0.17,0.0,117323.8,2803.0,3137.0,104832.2,,,,,,0.0,,140.0,,,,,,140.0,0.1,0.0,,0.37,0.37,758184.0,28356081.6,,26.39,0.36,21.09,0.2394,33.46,0.0065
2022-04-01,5521.0,204553.05,0.05,0.54,0.03,0.21,0.0,137751.9,2803.0,3718.0,103851.15,,,0.02,,,,581.0,,,0.02,,,,,0.1,,,0.37,0.37,758184.0,28090717.2,,28.15,0.37,18.88,0.2135,30.09,0.0073
2022-04-04,6955.0,260812.5,0.07,0.66,0.04,0.26,0.0,255675.0,4237.0,6818.0,158887.5,,,,,3100.0,0.06,,1666.0,,,,0.11,3100.0,,0.16,,,0.56,0.56,756231.0,28358662.5,,27.94,0.56,15.08,0.274,44.24,0.0091
2022-04-05,7262.0,263610.6,0.07,0.67,0.04,0.27,0.0,242520.3,4681.0,6681.0,169920.3,,444.0,,,,,,,,,444.0,,,137.0,0.18,0.01,,0.62,0.62,754242.0,27378984.6,,28.3,0.62,15.78,0.2627,42.35,0.0096
2022-04-06,6100.0,223565.0,0.06,0.54,0.03,0.22,0.0,223565.0,4100.0,6100.0,150265.0,,,,,,0.02,,581.0,,,,,,581.0,0.15,0.02,,0.54,0.54,754342.0,27646634.3,,27.59,0.54,17.09,0.336,50.39,0.008
2022-04-07,6794.0,243904.6,0.06,0.59,0.04,0.25,0.0,231447.3,4447.0,6447.0,159647.3,,,,,347.0,,,,,,,0.01,347.0,,0.16,,,0.59,0.59,754242.0,27077287.8,,27.62,0.59,15.36,0.2815,45.26,0.009
2022-04-08,6794.0,260210.2,0.06,0.58,0.04,0.25,0.0,246920.1,4447.0,6447.0,170320.1,,,,,,,,,,,,,,,0.16,,,0.59,0.59,746873.0,28605235.9,,27.18,0.59,15.58,0.2806,45.13,0.009
2022-04-11,9794.0,370213.2,0.09,0.79,0.05,0.38,0.0,357096.6,7447.0,9447.0,281496.6,,3000.0,0.12,,,,3000.0,,,0.12,3000.0,,,,0.28,,,0.99,0.99,743549.0,28106152.2,,28.39,0.99,10.67,0.421,61.97,0.013
2022-04-12,9794.0,366295.6,0.09,0.79,0.05,0.37,0.0,353317.8,7447.0,9447.0,278517.8,,,,,,,,,,,,,,,0.28,,,0.98,0.98,749975.0,28049065.0,,28.42,0.99,10.72,0.4202,61.89,0.0129
2022-04-13,9794.0,373641.1,0.09,0.81,0.05,0.37,0.0,360403.05,7447.0,9447.0,284103.05,,,,,,,,,,,,,,,0.28,,,0.98,0.98,750394.0,28627531.1,,28.13,0.98,10.62,0.4215,62.02,0.0129
2022-04-14,9794.0,370213.2,0.09,0.8,0.05,0.37,0.0,357096.6,7447.0,9447.0,281496.6,,,,,,,,,,,,,,,0.28,,,0.98,0.98,749212.0,28320213.6,,28.58,0.99,10.76,0.4222,62.08,0.0129
2022-04-15,9794.0,370213.2,0.09,0.79,0.05,0.37,0.0,357096.6,7447.0,9447.0,281496.6,,,,,,,,,,,,,,,0.28,,,0.98,0.98,749212.0,28320213.6,,28.25,0.99,10.84,0.4207,61.93,0.0129
2022-04-18,9794.0,370213.2,0.09,0.79,0.05,0.37,0.0,357096.6,7447.0,9447.0,281496.6,,,,,,,,,,,,,,,0.28,,,0.98,0.98,749212.0,28320213.6,,28.32,0.99,10.71,0.4202,61.9,0.0129
2022-04-19,6692.0,250950.0,0.06,0.54,0.04,0.25,0.0,237975.0,4346.0,6346.0,162975.0,,,,,,0.12,,3101.0,,,,,,3101.0,0.16,0.12,,0.57,0.57,751917.0,28196887.5,,28.39,0.58,15.56,0.2767,44.49,0.0088
2022-04-20,6692.0,252957.6,0.06,0.54,0.04,0.25,0.0,239878.8,4346.0,6346.0,164278.8,,,,,,,,,,,,,,,0.16,,,0.58,0.58,749786.0,28341910.8,,28.04,0.57,15.51,0.2772,44.57,0.0089
2022-04-21,6692.0,244592.6,0.06,0.54,0.04,0.25,0.0,231946.3,4346.0,6346.0,158846.3,,,,,,,,,,,,,,,0.16,,,0.58,0.58,749510.0,27394590.5,,28.21,0.58,15.58,0.2768,44.49,0.0089
2022-04-22,7111.0,256351.55,0.07,0.58,0.04,0.26,0.0,243878.25,4346.0,6765.0,156673.3,,,0.01,,,,419.0,,,0.01,,,,,0.16,,,0.58,0.58,749510.0,27019835.5,,27.41,0.58,15.59,0.2596,41.8,0.0094
2022-04-25,6838.0,240697.6,0.06,0.6,0.04,0.25,0.0,225948.8,4419.0,6419.0,155548.8,,73.0,,,,,,,,,73.0,,,346.0,0.16,0.01,,0.59,0.59,749510.0,26382752.0,,27.01,0.59,15.32,0.2694,43.47,0.0091
2022-04-26,6838.0,248561.3,0.06,0.63,0.04,0.24,0.0,233330.65,4419.0,6419.0,160630.65,,,,,,,,,,,,,,,0.16,,,0.59,0.59,749510.0,27244688.5,,26.66,0.58,15.32,0.2694,43.46,0.0091
2022-04-27,3838.0,137592.3,0.04,0.36,0.02,0.14,0.0,122571.15,1419.0,3419.0,50871.15,,,,,,0.11,,3000.0,,,,,,3000.0,0.05,0.11,,0.19,0.19,752510.0,26977483.5,,27.44,0.19,25.83,0.2518,27.1,0.0051
2022-04-28,3838.0,135289.5,0.04,0.37,0.02,0.14,0.0,120519.75,1419.0,3419.0,50019.75,,,,,,,,,,,,,,,0.05,,,0.19,0.19,752510.0,26525977.5,,26.93,0.19,25.78,0.2518,27.1,0.0051
2022-04-29,3838.0,136824.7,0.04,0.37,0.02,0.14,0.0,121887.35,1419.0,3419.0,50587.35,,,,,,,,,,,,,,,0.05,,,0.19,0.19,752510.0,26826981.5,,26.53,0.19,25.71,0.2515,26.9,0.0051
2022-05-02,3838.0,132411.0,0.04,0.37,0.02,0.14,0.0,117955.5,1419.0,3419.0,48955.5,,,,,,,,,,,,,,,0.05,,,0.19,0.19,752510.0,25961595.0,,26.75,0.19,25.77,0.2517,27.08,0.0051
2022-05-03,6000.0,205500.0,0.06,0.57,0.03,0.21,0.0,102750.0,4000.0,3000.0,137000.0,,,,,,0.02,,419.0,,,,,3000.0,419.0,0.14,0.01,,0.53,0.53,749510.0,25670717.5,,25.82,0.53,17.22,0.3287,49.29,0.008
2022-05-04,6152.0,211628.8,0.06,0.59,0.03,0.21,0.0,105814.4,4076.0,3076.0,140214.4,,,,,76.0,,,,,,,0.0,76.0,,0.14,,,0.54,0.54,749510.0,25783144.0,,25.57,0.54,16.91,0.3148,48.31,0.0082
2022-05-05,6316.0,227376.0,0.06,0.61,0.03,0.22,0.0,116640.0,4076.0,3240.0,146736.0,,,0.01,,,,164.0,,,0.01,,,,,0.14,,,0.54,0.54,749510.0,26982360.0,,26.0,0.54,16.59,0.3009,47.09,0.0084
2022-05-06,6316.0,221060.0,0.06,0.59,0.03,0.23,0.0,113400.0,4076.0,3240.0,142660.0,,,,,,,,,,,,,,,0.15,,,0.54,0.54,749510.0,26232850.0,,26.81,0.54,16.5,0.3014,47.15,0.0084
2022-05-09,6480.0,216108.0,0.06,0.6,0.03,0.23,0.0,108054.0,4240.0,3240.0,141404.0,,164.0,,,,,,,,,164.0,,,,0.15,,,0.56,0.56,749510.0,24996158.5,,26.05,0.57,16.06,0.2896,46.0,0.0086
2022-05-10,10080.0,324072.0,0.09,0.93,0.05,0.34,0.0,219906.0,7840.0,6840.0,252056.0,,3600.0,,,3600.0,,,,,,3600.0,0.12,,,0.26,,,1.04,1.04,745910.0,23981006.5,,24.7,1.05,29.59,0.2463,35.53,0.0134
2022-05-11,10080.0,325080.0,0.09,0.91,0.05,0.33,0.0,220590.0,7840.0,6840.0,252840.0,,,,,,,,,,,,,,,0.25,,,1.04,1.04,745910.0,24055597.5,,24.04,1.04,29.66,0.2464,35.49,0.0134
2022-05-12,10245.0,327840.0,0.1,0.97,0.05,0.33,0.0,224160.0,7840.0,7005.0,250880.0,,,0.01,,,,165.0,,,0.01,,,,,0.26,,,1.04,1.04,745910.0,23869120.0,,24.29,1.05,29.38,0.24,34.7,0.0136
2022-05-13,10005.0,351175.5,0.09,0.94,0.05,0.32,0.0,237451.5,7840.0,6765.0,275184.0,,,,,,,,,,,,,,240.0,0.25,0.01,,1.06,1.06,734442.0,25778914.2,,23.91,1.04,29.83,0.2495,35.81,0.0135
2022-05-16,5660.0,200364.0,0.05,0.49,0.03,0.2,0.0,112041.0,3495.0,3165.0,123723.0,,,,,,0.13,,4345.0,,,,,,3600.0,0.12,0.12,,0.47,0.47,737676.0,26113730.4,,25.87,0.47,18.44,0.257,39.56,0.0076
2022-05-17,7585.0,263199.5,0.07,0.71,0.04,0.27,0.0,109825.5,5420.0,3165.0,188074.0,,,,,,0.0,,75.0,,,,,2000.0,,0.19,,,0.73,0.73,735413.0,25518831.1,,25.7,0.73,13.75,0.364,55.55,0.0102
2022-05-18,5737.0,200795.0,0.05,0.54,0.03,0.2,0.0,110775.0,3572.0,3165.0,125020.0,,,,,,0.06,,1848.0,,,,,,,0.12,,,0.48,0.48,736141.0,25764935.0,,25.7,0.48,18.19,0.2692,41.64,0.0078
2022-05-19,5737.0,193910.6,0.05,0.55,0.03,0.2,0.0,106977.0,3572.0,3165.0,120733.6,,,,,,,,,,,,,,,0.12,,,0.48,0.48,736141.0,24881565.8,,25.5,0.48,18.07,0.2687,41.57,0.0078
2022-05-20,9586.0,327841.2,0.09,0.95,0.05,0.33,0.0,195897.6,4858.0,5728.0,166143.6,,,,,2728.0,0.05,,1442.0,,,,0.09,2728.0,165.0,0.16,0.01,,0.65,0.65,737570.0,25224894.0,,25.02,0.65,10.83,0.3668,56.9,0.0129
2022-05-23,9525.0,329565.0,0.09,0.97,0.05,0.32,0.0,213724.2,4348.0,6177.0,150440.8,,284.0,,,449.0,0.03,,794.0,,,284.0,0.02,,,0.15,,,0.58,0.58,741793.0,25666037.8,,25.2,0.58,10.94,0.3662,56.83,0.0128
2022-05-24,9525.0,327660.0,0.09,0.99,0.05,0.33,0.0,212488.8,4348.0,6177.0,149571.2,,,,,,,,,,,,,,,0.15,,,0.58,0.58,739753.0,25447503.2,,25.46,0.59,10.96,0.3673,56.94,0.0128
2022-05-25,9670.0,322011.0,0.09,1.04,0.05,0.34,0.0,210955.5,4335.0,6335.0,144355.5,,158.0,0.01,,,0.01,158.0,171.0,,0.01,158.0,,,,0.15,,,0.58,0.58,740924.0,24672769.2,,25.44,0.59,12.44,0.3641,56.2,0.013
2022-05-26,9670.0,330714.0,0.09,1.03,0.05,0.32,0.0,216657.0,4335.0,6335.0,148257.0,,,,,,,,,,,,,,,0.14,,,0.58,0.58,742546.0,25395073.2,,24.78,0.58,12.52,0.3632,56.09,0.0129
2022-05-27,4214.0,146647.2,0.04,0.46,0.02,0.14,0.0,125523.6,1607.0,3607.0,55923.6,,,,,,0.09,,2728.0,,,,,,2728.0,0.05,0.09,,0.21,0.21,746831.0,25989718.8,,25.62,0.21,24.88,0.2517,28.41,0.0056
2022-05-30,7714.0,269604.3,0.07,0.84,0.04,0.27,0.0,136549.65,4807.0,3907.0,168004.65,,300.0,0.01,,,,300.0,,,0.01,300.0,,2900.0,,0.17,,,0.67,0.67,715772.0,25016231.4,,24.82,0.67,23.64,0.2471,37.54,0.0107
2022-05-31,12394.0,445564.3,0.12,1.34,0.07,0.45,0.0,324844.2,7036.0,9036.0,252944.2,,,,,5578.0,0.02,,449.0,,,,0.21,2678.0,449.0,0.25,0.02,,0.97,0.97,715352.0,25716904.4,,25.2,0.97,21.04,0.2975,47.85,0.0172
2022-06-01,9716.0,347347.0,0.09,0.74,0.05,0.36,0.0,227298.5,4358.0,6358.0,155798.5,,,,,,0.09,,2678.0,,,,,,2678.0,0.16,0.09,,0.6,0.6,718891.0,25700353.25,,25.91,0.6,10.49,0.4069,60.68,0.0134
2022-06-02,46098.0,1634174.1,0.43,3.57,0.24,1.64,0.0,1108060.65,43340.0,31257.0,1536403.0,,14413.0,0.01,,27499.0,0.1,300.0,2900.0,,0.01,14413.0,0.97,27469.0,2900.0,1.54,0.12,,5.69,5.69,718532.0,25471959.4,,25.54,5.69,18.69,0.2439,42.23,0.0605
2022-06-03,48085.0,1755102.5,0.45,3.77,0.25,1.73,0.0,1316336.0,42485.0,36064.0,1550702.5,,4936.0,0.05,,8820.0,0.21,670.0,5791.0,,0.05,4936.0,0.32,,4683.0,1.51,0.17,,5.2,5.2,774791.0,28279871.5,,27.62,5.17,17.47,0.2413,42.57,0.0588
2022-06-06,43240.0,1565288.0,0.41,3.39,0.23,1.58,0.0,1196554.8,40550.0,33054.0,1467910.0,,142.0,,,,0.07,,2077.0,,,142.0,,,3010.0,1.47,0.11,,4.94,4.94,780711.0,28261738.2,,28.58,4.89,15.27,0.2634,46.67,0.0527
2022-06-07,44482.0,1614696.6,0.42,3.52,0.23,1.62,0.0,1072810.2,39182.0,29554.0,1422306.6,,,,,,0.23,,6504.0,,,,,5136.0,3500.0,1.42,0.13,,4.77,4.77,782101.0,28390266.3,,28.35,4.77,26.15,0.291,45.53,0.0542
2022-06-08,47262.0,1691979.6,0.44,3.75,0.25,1.71,0.0,1058033.2,41962.0,29554.0,1502239.6,,,,,,,,,,,,,2780.0,,1.52,,,5.11,5.11,779321.0,27899691.8,,28.19,5.12,24.67,0.267,42.58,0.0575
2022-06-09,45577.0,1645329.7,0.43,3.62,0.24,1.65,0.0,1106428.9,40277.0,30649.0,1453999.7,,,0.04,,,0.06,1095.0,1685.0,,0.04,,,,,1.45,,,4.9,4.9,781218.0,28201969.8,,28.19,4.9,25.16,0.2803,44.52,0.0555
2022-06-10,45577.0,1567848.8,0.43,3.66,0.24,1.62,0.0,1054325.6,40277.0,30649.0,1385528.8,,,,,,,,,,,,,,,1.46,,,4.9,4.9,781218.0,26873899.2,,28.15,4.94,25.78,0.2719,43.08,0.0555
2022-06-13,40408.0,1325382.4,0.38,3.22,0.21,1.38,0.0,1008993.6,37917.0,30762.0,1243677.6,,1886.0,,,113.0,0.19,,5282.0,,,1886.0,0.0,1036.0,,1.32,,,4.62,4.62,783578.0,25701358.4,,26.91,4.67,15.82,0.2849,48.35,0.0492
2022-06-14,40691.0,1277697.4,0.38,3.22,0.21,1.33,0.0,974813.0,35391.0,31045.0,1111277.4,,,0.02,,,0.11,510.0,3036.0,,0.02,,,510.0,227.0,1.16,0.01,,4.31,4.31,786104.0,24683665.6,,25.59,4.34,15.6,0.2797,47.95,0.0495
2022-06-15,39978.0,1267302.6,0.38,3.12,0.21,1.29,0.0,971034.4,34978.0,30632.0,1108802.6,,,,,,0.01,,413.0,,,,,,413.0,1.1,0.01,,4.26,4.26,786179.0,24921874.3,,24.68,4.25,15.51,0.2972,49.84,0.0487
2022-06-16,39622.0,1204508.8,0.37,3.07,0.21,1.25,0.0,920390.4,34622.0,30276.0,1052508.8,,,,,,0.01,,356.0,,,,,,356.0,1.09,0.01,,4.22,4.22,786535.0,23910664.0,,24.54,4.24,16.19,0.2928,49.25,0.0483
2022-06-17,42846.0,1293949.2,0.4,3.36,0.22,1.33,0.0,924633.4,37846.0,30617.0,1142949.2,,,0.01,,,,341.0,,,0.01,,,3224.0,,1.15,,,4.61,4.61,783118.0,23650163.6,,23.8,4.63,21.16,0.2777,46.05,0.0522
2022-06-20,43247.0,1284435.9,0.41,3.41,0.23,1.33,0.0,921234.6,38247.0,31018.0,1135935.9,,,0.01,,,,401.0,,,0.01,,,401.0,,1.15,,,4.66,4.66,782717.0,23246694.9,,23.54,4.67,20.96,0.2718,45.47,0.0527
2022-06-21,49575.0,1492207.5,0.47,3.96,0.26,1.51,0.0,1028637.4,44792.0,34174.0,1348239.2,,4252.0,0.09,,15.0,0.0,3141.0,16.0,,0.09,4252.0,0.0,2309.0,,1.33,,,5.46,5.46,776187.0,23363228.7,,23.18,5.42,18.12,0.2282,40.52,0.0604
2022-06-22,44945.0,1393295.0,0.42,3.56,0.24,1.4,0.0,1003842.0,39611.0,32382.0,1227941.0,,550.0,0.03,,,0.16,1046.0,5731.0,,0.03,550.0,,,2838.0,1.19,0.08,,4.82,4.82,781368.0,24222408.0,,23.67,4.79,19.82,0.2634,45.02,0.0547
2022-06-23,52224.0,1579776.0,0.49,4.14,0.27,1.63,0.0,1074570.75,42752.0,35523.0,1293248.0,,4182.0,0.13,,,0.03,4153.0,1041.0,,0.13,4182.0,,,1012.0,1.33,0.03,,5.21,5.21,778227.0,23541366.75,,24.05,5.24,17.53,0.2064,37.67,0.0636
2022-06-24,53353.0,1677951.85,0.5,4.27,0.28,1.66,0.0,1105719.1,42387.0,35158.0,1333071.15,,,0.02,,,0.04,691.0,1056.0,,0.02,,,691.0,1056.0,1.28,0.04,,5.16,5.16,778592.0,24486718.4,,23.71,5.12,16.76,0.2097,38.38,0.065
2022-06-27,48764.0,1587268.2,0.46,4.18,0.26,1.58,0.0,1079488.2,40393.0,33164.0,1314792.15,,5562.0,0.06,,,0.22,957.0,7556.0,,0.06,5562.0,,,2951.0,1.27,0.09,,4.92,4.92,780586.0,25408074.3,,24.66,4.89,18.35,0.241,41.93,0.0594
2022-06-28,48758.0,1594386.6,0.46,4.21,0.26,1.61,0.0,1084364.7,40390.0,33161.0,1320753.0,,,,,,0.0,,3.0,,,,,,3.0,1.32,0.0,,4.92,4.92,780469.0,25521336.3,,25.53,4.91,18.62,0.2367,41.19,0.0594
2022-06-29,48758.0,1565131.8,0.46,4.27,0.26,1.61,0.0,1064468.1,40390.0,33161.0,1296519.0,2883.0,,,0.09,,0.09,,2883.0,2883.0,,,,,,1.33,,,4.88,4.88,786650.0,25251465.0,,25.73,4.91,18.79,0.2332,40.61,0.059
2022-06-30,48889.0,1535114.6,0.46,4.31,0.26,1.58,0.0,1045368.8,40524.0,33292.0,1272453.6,,134.0,0.0,,,,134.0,,,0.0,134.0,,,3.0,1.31,0.0,,4.92,4.92,783068.0,24588335.2,,25.12,4.95,18.79,0.2316,40.31,0.0594
2022-07-01,51742.0,1640221.4,0.49,4.59,0.27,1.66,0.0,1050506.3,43396.0,33139.0,1375653.2,,3013.0,,,,0.01,,141.0,,,3013.0,,,153.0,1.37,0.01,,5.27,5.27,780196.0,24732213.2,,24.58,5.27,23.21,0.2328,38.73,0.0628
2022-07-04,57513.0,1892177.7,0.54,5.14,0.3,1.89,0.0,1288232.4,48465.0,39156.0,1594498.5,,6298.0,0.09,,5315.0,0.09,2740.0,2986.0,,0.09,6298.0,0.19,1757.0,2038.0,1.53,0.04,,5.88,5.88,775291.0,25507073.9,,24.69,5.85,15.52,0.1683,31.9,0.0698
2022-07-05,61303.0,2004608.1,0.58,5.45,0.32,2.05,0.0,1404138.0,49217.0,42940.0,1609395.9,,3532.0,0.14,,,0.08,4526.0,2780.0,,0.14,3532.0,,,742.0,1.64,0.02,,5.97,5.97,774539.0,25327425.3,,25.56,6.02,14.94,0.1896,36.26,0.0744
2022-07-06,56849.0,1768003.9,0.53,5.12,0.3,1.85,0.0,1250624.3,47475.0,40213.0,1476472.5,,985.0,,,,0.09,,2727.0,,,985.0,,,2727.0,1.56,0.09,,5.74,5.74,778897.0,24223696.7,,25.22,5.82,16.39,0.2186,40.11,0.0688
