,ABVX FP Equity_DX_SI_QTY,ABVX FP Equity_DX_SHORT_INTEREST_VALUE,ABVX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ABVX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ABVX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ABVX FP Equity_DX_SI_MV,ABVX FP Equity_DX_DSS,ABVX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ABVX FP Equity_DX_SUPPLY_SI_QTY,ABVX FP Equity_DX_BROKER_SI_QTY,ABVX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ABVX FP Equity_DX_BROKER_SI_MV_NEW_x,ABVX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ABVX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ABVX FP Equity_DX_BROKER_SI_MV_INC_x,ABVX FP Equity_DX_SUPPLY_SI_MV_NEW,ABVX FP Equity_DX_BROKER_SI_QTY_ADD,ABVX FP Equity_DX_BROKER_SI_QTY_NEW,ABVX FP Equity_DX_SUPPLY_SI_MV_DEC,ABVX FP Equity_DX_BROKER_SI_QTY_INC,ABVX FP Equity_DX_SUPPLY_SI_QTY_DEC,ABVX FP Equity_DX_BROKER_SI_MV_NEW_y,ABVX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ABVX FP Equity_DX_BROKER_SI_MV_INC_y,ABVX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ABVX FP Equity_DX_BROKER_SI_MV_ADD,ABVX FP Equity_DX_SUPPLY_SI_QTY_ADD,ABVX FP Equity_DX_BROKER_SI_QTY_DEC,ABVX FP Equity_DX_SUPPLY_SI_MV,ABVX FP Equity_DX_BROKER_SI_MV_DEC,ABVX FP Equity_DX_SUPPLY_SI_MV_RMV,ABVX FP Equity_DX_BROKER_SI_MV_RMV,ABVX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ABVX FP Equity_DX_UTILIZATION_QUANTITY,ABVX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ABVX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ABVX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ABVX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ABVX FP Equity_DX_ACTIVE_UTILIZATION_MV,ABVX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ABVX FP Equity_DX_BROKER_SI_CON_RATIO,ABVX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ABVX FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-11-22,176234.0,1765864.68,5.81,10.99,1.79,1.77,1.0,1749331.68,161148.0,174584.0,1614702.96,,,,,,,,,,,,,,,,,1020.0,1.64,0.02,,,100.0,72.42,0.0,0.0,,0.0,100.0,32.72,0.32,35.3,0.792
2017-11-23,176234.0,1732380.22,5.81,11.05,1.79,1.75,1.0,1716160.72,161148.0,174584.0,1584084.84,,,,,,,,,,,,,,,,,,1.64,,,,100.0,72.42,0.0,0.0,,0.0,100.0,33.03,0.32,35.04,0.792
2017-11-24,159738.0,1597380.0,5.27,13.1,1.62,1.59,1.0,1580880.0,145539.0,158088.0,1455390.0,,,,,,,,0.2,,15609.0,,,,,,,16496.0,1.42,0.16,,,100.0,65.41,0.0,0.0,,0.0,100.0,32.1,0.3203,36.56,0.7179
2017-11-27,159738.0,1597380.0,5.27,13.79,1.62,1.6,1.0,1580880.0,145539.0,158088.0,1455390.0,,,,,,,,,,,,,,,,,,1.46,,,,100.0,65.41,0.0,0.0,,0.0,100.0,32.49,0.32,36.27,0.7179
2017-11-28,159738.0,1589393.1,5.27,15.12,1.62,1.6,1.0,1572975.6,145539.0,158088.0,1448113.05,,,,,,,,,,,,,,,,,,1.46,,,,100.0,65.46,0.0,0.0,,0.0,100.0,32.45,0.32,36.32,0.7185
2017-11-29,159738.0,1581406.2,5.27,15.21,1.62,1.59,1.0,1565071.2,145539.0,158088.0,1440836.1,,,,,,,,,,,,,,,,,,1.47,,,,100.0,65.46,0.0,0.0,,0.0,100.0,32.6,0.3199,36.19,0.7185
2017-11-30,157738.0,1558451.44,5.2,15.06,1.6,1.56,1.0,1542149.44,145539.0,156088.0,1437925.32,,,,,,,,,,,,,,,,,2000.0,1.45,0.02,,,100.0,65.46,0.0,0.0,,0.0,100.0,33.02,0.321,36.69,0.7095
2017-12-01,187731.0,1759039.47,6.19,17.94,1.9,1.83,1.0,1743578.97,175539.0,186081.0,1644800.43,,,30000.0,0.29,,,,,29993.0,,,,0.29,30000.0,,,,1.73,,,,100.0,78.96,0.0,0.0,,0.0,100.0,31.12,0.3439,44.35,0.8444
2017-12-04,193731.0,1741641.69,6.39,17.33,1.97,1.79,1.0,1726808.19,181539.0,192081.0,1632035.61,,,6000.0,0.05,,,,,6000.0,,,,0.05,6000.0,,,,1.7,,,,100.0,81.66,0.0,0.0,,0.0,100.0,29.01,0.3266,43.8,0.8714
2017-12-05,193731.0,1706770.11,6.39,17.22,1.97,1.74,1.0,1692233.61,181539.0,192081.0,1599358.59,,,,,,,,,,,,,,,,,,1.63,,,,100.0,81.66,0.0,0.0,,0.0,100.0,29.96,0.3221,42.42,0.8714
2017-12-06,189779.0,1558085.59,6.26,16.77,1.92,1.65,1.0,1544539.09,177587.0,188129.0,1457989.27,,,,,,,,0.04,,3952.0,,,,,,,3952.0,1.56,0.04,,,100.0,79.88,0.0,0.0,,0.0,100.0,30.91,0.3375,43.94,0.8536
2017-12-07,189779.0,1594143.6,6.26,15.36,1.92,1.6,1.0,1580283.6,177587.0,188129.0,1491730.8,,,,,,,,,,,,,,,,,,1.47,,,,100.0,79.88,0.0,0.0,,0.0,100.0,30.48,0.3343,43.25,0.8536
2017-12-08,189779.0,1670055.2,6.26,14.95,1.92,1.64,1.0,1655535.2,177587.0,188129.0,1562765.6,,,,,,,,,,,,,,,,,,1.46,,,,100.0,79.88,0.0,0.0,,0.0,100.0,31.03,0.3324,42.51,0.8536
2017-12-11,172850.0,1498609.5,5.7,13.19,1.75,1.51,1.0,1484304.0,164200.0,171200.0,1423614.0,,,,,,,,0.11,,13387.0,,,,,,,16929.0,1.34,0.12,,,100.0,73.86,0.0,0.0,,0.0,100.0,33.37,0.3206,38.02,0.7775
2017-12-12,166850.0,1381518.0,5.5,13.33,1.69,1.41,1.0,1367856.0,158200.0,165200.0,1309896.0,,,,,,,,0.04,,6000.0,,,,,,,6000.0,1.37,0.05,,,100.0,71.16,0.0,0.0,,0.0,100.0,34.08,0.3433,40.1,0.7505
2017-12-13,166850.0,1376512.5,5.5,12.68,1.69,1.38,1.0,1362900.0,158200.0,165200.0,1305150.0,,,,,,,,,,,,,,,,,,1.31,,,,100.0,71.16,0.0,0.0,,0.0,100.0,34.48,0.3421,39.43,0.7505
2017-12-14,166850.0,1361496.0,5.5,12.3,1.69,1.39,1.0,1348032.0,158200.0,165200.0,1290912.0,,,,,,,,,,,,,,,,,,1.31,,,,100.0,71.16,0.0,0.0,,0.0,100.0,34.59,0.3424,39.46,0.7505
2017-12-15,166850.0,1585075.0,5.5,12.09,1.69,1.51,1.0,1569400.0,158200.0,165200.0,1502900.0,,,,,,,,,,,,,,,,,,1.29,,,,100.0,71.16,0.0,0.0,,0.0,100.0,35.72,0.3378,36.59,0.7505
2017-12-18,219598.0,1934658.38,7.24,8.43,2.23,2.0,1.0,1455412.0,158200.0,165200.0,1393742.0,,,,,,,,,,,,,,,,,,1.51,,,,100.0,71.89,0.0,0.0,,0.0,100.0,25.46,0.3771,50.44,0.9979
2017-12-19,166850.0,1413219.5,5.42,5.96,1.69,1.43,1.0,1399244.0,158200.0,165200.0,1339954.0,,,,,,,,,,,,,,,,,,1.39,,,,100.0,71.89,0.0,0.0,,0.0,100.0,34.28,0.3426,39.75,0.7582
2017-12-20,177200.0,1479620.0,5.76,6.14,1.79,1.49,1.0,1479620.0,168550.0,177200.0,1407392.5,,,12000.0,0.09,,,,0.01,12000.0,1650.0,,,0.09,12000.0,,,,1.42,,,,100.0,76.79,0.0,0.0,,0.0,100.0,36.86,0.3456,38.87,0.8073
2017-12-21,185451.0,1606005.66,6.03,6.36,1.87,1.59,1.0,1596046.66,175876.0,184301.0,1523086.16,,,6300.0,0.01,,6300.0,,0.01,925.0,124.0,,,0.01,6300.0,0.05,1150.0,124.0,1.47,0.01,,,100.0,80.13,0.0,0.0,,0.0,100.0,34.35,0.3202,38.02,0.8449
2017-12-22,185451.0,1567060.95,6.03,6.17,1.87,1.58,1.0,1557343.45,175876.0,184301.0,1486152.2,,,,,,,,,,,,,,,,,,1.52,,,,100.0,80.13,0.0,0.0,,0.0,100.0,35.65,0.3234,37.45,0.8449
2017-12-25,185451.0,1567060.95,6.03,6.16,1.87,1.58,1.0,1557343.45,175876.0,184301.0,1486152.2,,,,,,,,,,,,,,,,,,1.52,,,,100.0,80.13,0.0,0.0,,0.0,100.0,35.43,0.3203,37.3,0.8449
2017-12-26,184301.0,1557343.45,5.99,6.13,1.86,1.56,1.0,1557343.45,174726.0,184301.0,1476434.7,,,,,,,,0.01,,1150.0,,,,,,,,1.52,,,,100.0,80.03,0.0,0.0,,0.0,100.0,35.18,0.32,37.45,0.8442
2017-12-27,184326.0,1546495.14,5.99,6.13,1.86,1.55,1.0,1546495.14,174726.0,184326.0,1465951.14,,,,0.0,,,,,25.0,,,,0.0,,,,,1.47,,,,100.0,80.03,0.0,0.0,,0.0,100.0,34.97,0.3198,37.59,0.8443
2017-12-28,178625.0,1523671.25,5.81,5.93,1.8,1.52,1.0,1523671.25,169025.0,178625.0,1441783.25,,,,,,,,0.05,,5701.0,,,,,,,5701.0,1.42,0.05,,,100.0,77.42,0.0,0.0,,0.0,100.0,32.43,0.3188,39.07,0.8182
2017-12-29,178575.0,1541102.25,5.81,5.88,1.8,1.53,1.0,1541102.25,169025.0,178575.0,1458685.75,,,,,,,,,,,,,,,,,50.0,1.44,0.0,,,100.0,77.42,0.0,0.0,,0.0,100.0,32.44,0.319,39.09,0.818
2018-01-01,178575.0,1541102.25,5.81,5.86,1.8,1.53,1.0,1541102.25,169025.0,178575.0,1458685.75,,,,,,,,,,,,,,,,,,1.44,,,,100.0,77.42,0.0,0.0,,0.0,100.0,32.44,0.3189,39.08,0.818
2018-01-02,178575.0,1541102.25,5.81,5.86,1.8,1.54,1.0,1541102.25,169025.0,178575.0,1458685.75,,,,,,,,,,,,,,,,,,1.46,,,,100.0,77.42,0.0,0.0,,0.0,100.0,32.78,0.3189,38.85,0.818
2018-01-03,178475.0,1584858.0,5.8,5.81,1.8,1.57,1.0,1584858.0,169025.0,178475.0,1500942.0,,,,,,,,,,,,,,,,,100.0,1.45,0.0,,,100.0,77.42,0.0,0.0,,0.0,100.0,32.14,0.3196,39.37,0.8175
2018-01-04,178475.0,1588427.5,5.8,5.7,1.8,1.58,1.0,1588427.5,169025.0,178475.0,1504322.5,,,,,,,,,,,,,,,,,,1.5,,,,100.0,77.42,0.0,0.0,,0.0,100.0,32.48,0.3195,39.12,0.8175
2018-01-05,177475.0,1591950.75,5.77,5.46,1.79,1.58,1.0,1591950.75,169025.0,177475.0,1516154.25,,,,,,,,,,,,,,,,,1000.0,1.51,0.0,,,100.0,77.42,0.0,0.0,,0.0,100.0,32.59,0.3181,38.74,0.8129
2018-01-08,177475.0,1673589.25,5.77,5.36,1.79,1.64,1.0,1664159.25,170025.0,176475.0,1603335.75,,,,,,,,,,,,,,,,1000.0,1000.0,1.53,0.0,,,100.0,77.88,0.0,0.0,,0.0,100.0,31.75,0.3161,39.31,0.8129
2018-01-09,177475.0,1671814.5,5.77,5.01,1.79,1.67,1.0,1662394.5,170025.0,176475.0,1601635.5,,,,,,,,,,,,,,,,,,1.6,,,,100.0,77.88,0.0,0.0,,0.0,100.0,32.99,0.3162,38.58,0.8129
2018-01-10,171175.0,1595351.0,5.57,4.82,1.73,1.6,1.0,1586031.0,163725.0,170175.0,1525917.0,,,,,,,,0.06,,6300.0,,,,,,,6300.0,1.54,0.06,,,100.0,74.99,0.0,0.0,,0.0,100.0,34.29,0.3376,39.85,0.7841
2018-01-11,171175.0,1598774.5,5.57,4.79,1.73,1.6,1.0,1589434.5,163725.0,170175.0,1529191.5,,,,,,,,,,,,,,,,,,1.52,,,,100.0,74.99,0.0,0.0,,0.0,100.0,34.04,0.3377,40.03,0.7841
2018-01-12,166784.0,1554426.88,5.42,4.66,1.68,1.56,1.0,1545106.88,159334.0,165784.0,1484992.88,,,,,,,,0.03,,4391.0,,,,,,,4391.0,1.49,0.04,,,100.0,72.98,0.0,0.0,,0.0,100.0,35.13,0.3429,40.93,0.764
2018-01-15,166784.0,1549423.36,5.42,4.63,1.68,1.55,1.0,1540133.36,159334.0,165784.0,1480212.86,,,,,,,,,,,,,,,,,,1.48,,,,100.0,72.98,0.0,0.0,,0.0,100.0,35.11,0.343,40.95,0.764
2018-01-16,166784.0,1531077.12,5.42,4.62,1.68,1.54,1.0,1521897.12,159334.0,165784.0,1462686.12,,,,,,,,,,,,,,,,,,1.48,,,,100.0,72.98,0.0,0.0,,0.0,100.0,35.28,0.3429,40.85,0.764
2018-01-17,165784.0,1487082.48,5.39,4.53,1.67,1.51,1.0,1487082.48,158334.0,165784.0,1420255.98,,,,,,,,0.01,,1000.0,,,,,,,,1.46,,,,100.0,72.53,0.0,0.0,,0.0,100.0,35.96,0.3472,40.78,0.7594
2018-01-18,169084.0,1509920.12,5.5,4.64,1.71,1.53,1.0,1509920.12,158334.0,169084.0,1413922.62,,,,,,3300.0,,,,,,,,,0.03,,,1.43,,,,100.0,72.53,0.0,0.0,,0.0,100.0,34.87,0.3346,40.37,0.7745
2018-01-19,169084.0,1509920.12,5.5,4.75,1.71,1.52,1.0,1509920.12,158334.0,169084.0,1413922.62,,,,,,,,,,,,,,,,,,1.41,,,,100.0,72.53,0.0,0.0,,0.0,100.0,34.89,0.3341,40.22,0.7745
2018-01-22,169084.0,1509920.12,5.5,4.77,1.71,1.52,1.0,1509920.12,158334.0,169084.0,1413922.62,,,,,,,,,,,,,,,,,,1.42,,,,100.0,72.53,0.0,0.0,,0.0,100.0,34.98,0.334,40.1,0.7745
2018-01-23,169084.0,1513301.8,5.5,4.87,1.71,1.51,1.0,1513301.8,158334.0,169084.0,1417089.3,,,,,,,,,,,,,,,,,,1.41,,,,100.0,72.53,0.0,0.0,,0.0,100.0,34.47,0.3339,40.45,0.7745
2018-01-24,170284.0,1539367.36,5.54,4.97,1.72,1.54,1.0,1539367.36,162834.0,170284.0,1472019.36,,,4500.0,0.01,,,,,1200.0,,,,0.01,4500.0,,,,1.47,,,,100.0,74.59,0.0,0.0,,0.0,100.0,34.26,0.3298,40.21,0.78
2018-01-25,170284.0,1541070.2,5.54,5.01,1.72,1.53,1.0,1541070.2,162834.0,170284.0,1473647.7,,,,,,,,,,,,,,,,,,1.46,,,,100.0,74.59,0.0,0.0,,0.0,100.0,34.24,0.33,40.3,0.78
2018-01-26,170284.0,1520636.12,5.54,5.02,1.72,1.52,1.0,1520636.12,162834.0,170284.0,1454107.62,,,,,,,,,,,,,,,,,,1.47,,,,100.0,74.59,0.0,0.0,,0.0,100.0,34.55,0.3298,40.06,0.78
2018-01-29,170284.0,1544475.88,5.53,5.01,1.72,1.52,1.0,1544475.88,162834.0,170284.0,1476904.38,,,,,,,,,,,,,,,,,,1.45,,,,100.0,74.59,0.0,0.0,,0.0,100.0,34.18,0.3288,39.99,0.78
2018-01-30,170284.0,1508716.24,5.53,5.08,1.72,1.54,1.0,1508716.24,162834.0,170284.0,1442709.24,,,,,,,,,,,,,,,,,,1.48,,,,100.0,74.59,0.0,0.0,,0.0,100.0,34.53,0.3308,40.34,0.78
2018-01-31,170284.0,1515527.6,5.53,5.12,1.72,1.52,1.0,1515527.6,162834.0,170284.0,1449222.6,,,,,,,,,,,,,,,,,,1.48,,,,100.0,74.59,0.0,0.0,,0.0,100.0,34.43,0.3297,40.07,0.78
2018-02-01,170284.0,1501904.88,5.53,8.04,1.72,1.51,1.0,1501904.88,162834.0,170284.0,1436195.88,,,,,,,,,,,,,,,,,,1.45,,,,100.0,74.59,0.0,0.0,,0.0,100.0,34.7,0.3298,39.93,0.78
2018-02-02,170284.0,1481470.8,5.53,8.7,1.72,1.49,1.0,1481470.8,162834.0,170284.0,1416655.8,,,,,,,,,,,,,,,,,,1.43,,,,100.0,74.59,0.0,0.0,,0.0,100.0,34.79,0.3299,39.9,0.78
2018-02-05,170284.0,1418465.72,5.53,9.05,1.72,1.45,1.0,1418465.72,162834.0,170284.0,1356407.22,,,,,,,,,,,,,,,,,,1.41,,,,100.0,74.59,0.0,0.0,,0.0,100.0,35.46,0.3296,39.39,0.78
2018-02-06,170284.0,1316295.32,5.53,8.83,1.72,1.35,1.0,1316295.32,162834.0,170284.0,1258706.82,,,,,,,,,,,,,,,,,,1.35,,,,100.0,74.59,0.0,0.0,,0.0,100.0,35.87,0.3292,39.05,0.78
2018-02-07,227075.0,1846119.75,7.38,11.81,2.29,1.82,1.0,1464635.76,172849.0,180152.0,1405262.37,,,10015.0,0.08,,,,,10015.0,,,,0.08,10015.0,,,147.0,1.45,0.02,,,100.0,79.17,0.0,0.0,,0.0,100.0,29.21,0.317,42.54,1.0401
2018-02-08,180152.0,1448422.08,5.85,9.54,1.82,1.46,1.0,1448422.08,172849.0,180152.0,1389705.96,,,,,,,,,,,,,,,,,,1.41,,,,100.0,79.17,0.0,0.0,,0.0,100.0,32.97,0.2997,37.56,0.8252
2018-02-09,170152.0,1333991.68,5.53,9.25,1.72,1.35,1.0,1333991.68,162849.0,170152.0,1276736.16,,,,,,,,0.11,,10000.0,,,,,,,10000.0,1.29,0.08,,,100.0,74.59,0.0,0.0,,0.0,100.0,34.94,0.3134,39.69,0.7794
2018-02-12,170152.0,1344200.8,5.53,9.27,1.72,1.35,1.0,1344200.8,162849.0,170152.0,1286507.1,,,,,,,,,,,,,,,,,,1.27,,,,100.0,74.59,0.0,0.0,,0.0,100.0,34.55,0.3143,40.13,0.7794
2018-02-13,170152.0,1497337.6,5.53,9.48,1.72,1.43,1.0,1497337.6,162849.0,170152.0,1433071.2,,,,,,,,,,,,,,,,,,1.29,,,,100.0,74.59,0.0,0.0,,0.0,100.0,32.17,0.317,42.13,0.7794
2018-02-14,165652.0,1422950.68,5.38,8.44,1.67,1.42,1.0,1422950.68,158349.0,165652.0,1360217.91,,,,,,,,0.0,,4500.0,,,,,,,4500.0,1.39,0.03,,,100.0,72.53,0.0,0.0,,0.0,100.0,34.89,0.3255,41.36,0.7588
2018-02-15,165652.0,1404728.96,5.38,8.46,1.67,1.4,1.0,1404728.96,158349.0,165652.0,1342799.52,,,,,,,,,,,,,,,,,,1.36,,,,100.0,72.53,0.0,0.0,,0.0,100.0,34.85,0.326,41.47,0.7588
2018-02-16,165652.0,1394789.84,5.38,8.99,1.67,1.39,1.0,1394789.84,158349.0,165652.0,1333298.58,,,,,,,,,,,,,,,,,,1.35,,,,100.0,72.53,0.0,0.0,,0.0,100.0,34.82,0.3261,41.49,0.7588
2018-02-19,165652.0,1386507.24,5.38,9.35,1.67,1.38,1.0,1386507.24,158349.0,165652.0,1325381.13,,,,,,,,,,,,,,,,,,1.33,,,,100.0,72.53,0.0,0.0,,0.0,100.0,34.75,0.3267,41.66,0.7588
2018-02-20,165652.0,1366629.0,5.38,10.84,1.67,1.39,1.0,1366629.0,158349.0,165652.0,1306379.25,,,,,,,,,,,,,,,,,,1.33,,,,100.0,72.53,0.0,0.0,,0.0,100.0,35.3,0.3276,41.43,0.7588
2018-02-21,165652.0,1351720.32,5.38,10.95,1.67,1.36,1.0,1351720.32,158349.0,165652.0,1292127.84,,,,,,,,,,,,,,,,,,1.3,,,,100.0,72.53,0.0,0.0,,0.0,100.0,35.56,0.3264,40.98,0.7588
2018-02-22,165652.0,1331842.08,5.38,11.14,1.67,1.34,1.0,1331842.08,158349.0,165652.0,1273125.96,,,,,,,,,,,,,,,,,,1.3,,,,100.0,72.53,0.0,0.0,,0.0,100.0,35.7,0.3266,40.91,0.7588
2018-02-23,165652.0,1330185.56,5.38,11.17,1.67,1.34,1.0,1330185.56,158349.0,165652.0,1271542.47,,,,,,,,,,,,,,,,,,1.31,,,,100.0,72.53,0.0,0.0,,0.0,100.0,35.64,0.327,41.01,0.7588
2018-02-26,165652.0,1335155.12,5.38,11.47,1.67,1.34,1.0,1335155.12,158349.0,165652.0,1276292.94,,,,,,,,,,,,,,,,,,1.27,,,,100.0,72.53,0.0,0.0,,0.0,100.0,35.49,0.3273,41.17,0.7588
2018-02-27,167652.0,1351275.12,5.45,11.74,1.69,1.35,1.0,1351275.12,158349.0,167652.0,1276292.94,,,,0.02,,,,,2000.0,,,,0.02,,,,,1.28,,,,100.0,72.3,0.0,0.0,,0.0,100.0,34.76,0.3287,41.98,0.7655
2018-02-28,167652.0,1346245.56,5.45,12.13,1.69,1.34,1.0,1346245.56,158349.0,167652.0,1271542.47,,,,,,,,,,,,,,,,,,1.27,,,,100.0,72.3,0.0,0.0,,0.0,100.0,34.74,0.3288,42.03,0.7655
2018-03-01,167584.0,1347375.36,5.44,12.69,1.69,1.34,1.0,1347375.36,158349.0,167584.0,1273125.96,,,,,,,,,,,,,,,,,68.0,1.26,0.0,,,100.0,72.3,0.0,0.0,,0.0,100.0,34.7,0.329,42.09,0.7652
2018-03-02,167584.0,1328941.12,5.44,12.74,1.69,1.33,1.0,1328941.12,158349.0,167584.0,1255707.57,,,,,,,,,,,,,,,,,,1.27,,,,100.0,72.3,0.0,0.0,,0.0,100.0,34.91,0.3288,41.91,0.7652
2018-03-05,167584.0,1333968.64,5.44,12.52,1.69,1.33,1.0,1333968.64,158349.0,167584.0,1260458.04,,,,,,,,,,,,,,,,,,1.26,,,,100.0,72.3,0.0,0.0,,0.0,100.0,34.77,0.3287,41.99,0.7652
2018-03-06,182800.0,1469712.0,5.94,14.25,1.85,1.46,1.0,1469712.0,173565.0,182800.0,1395462.6,,,15216.0,0.13,,,,,15216.0,,,,0.13,15216.0,,,,1.38,,,,100.0,79.25,0.0,0.0,,0.0,100.0,31.62,0.3481,47.06,0.8346
2018-03-07,182800.0,1444120.0,5.94,14.49,1.85,1.45,1.0,1444120.0,173565.0,182800.0,1371163.5,,,,,,,,,,,,,,,,,,1.4,,,,100.0,79.25,0.0,0.0,,0.0,100.0,32.13,0.3467,46.59,0.8346
2018-03-08,182800.0,1456916.0,5.94,14.99,1.85,1.45,1.0,1456916.0,173565.0,182800.0,1383313.05,,,,,,,,,,,,,,,,,,1.4,,,,100.0,79.25,0.0,0.0,,0.0,100.0,31.72,0.3473,46.9,0.8346
2018-03-09,185800.0,1475252.0,6.04,15.16,1.88,1.48,1.0,1475252.0,173565.0,185800.0,1378106.1,,,,0.02,,,,,3000.0,,,,0.02,,,,,1.39,,,,100.0,79.25,0.0,0.0,,0.0,100.0,31.47,0.3378,45.96,0.8483
2018-03-12,185205.0,1518681.0,6.02,16.18,1.87,1.5,1.0,1518681.0,173402.0,185205.0,1421896.4,,,,,,,,0.01,,163.0,,,,,,,595.0,1.38,0.01,,,100.0,79.17,0.0,0.0,,0.0,100.0,30.58,0.3402,46.76,0.8456
2018-03-13,184327.0,1533600.64,5.99,16.0,1.86,1.52,1.0,1533600.64,173402.0,184327.0,1442704.64,,,,,,,,,,,,,,,,,878.0,1.42,0.0,,,100.0,79.17,0.0,0.0,,0.0,100.0,30.53,0.3396,46.71,0.8416
2018-03-14,184327.0,1721614.18,5.99,15.95,1.86,1.56,1.0,1721614.18,173402.0,184327.0,1619574.68,,,,,,,,,,,,,,,,,,1.44,,,,100.0,79.17,0.0,0.0,,0.0,100.0,30.14,0.3323,45.67,0.8416
2018-03-15,184327.0,1658943.0,5.99,9.65,1.86,1.7,1.0,1658943.0,173402.0,184327.0,1560618.0,,,,,,,,,,,,,,,,,,1.63,,,,100.0,79.17,0.0,0.0,,0.0,100.0,30.03,0.3419,47.36,0.8416
2018-03-16,184327.0,1579682.39,5.99,9.1,1.86,1.63,1.0,1579682.39,173402.0,184327.0,1486055.14,,,,,,,,,,,,,,,,,,1.56,,,,100.0,79.17,0.0,0.0,,0.0,100.0,30.38,0.3422,47.25,0.8416
2018-03-19,184327.0,1561249.69,5.99,8.73,1.86,1.56,1.0,1561249.69,173402.0,184327.0,1468714.94,,,,,,,,,,,,,,,,,,1.49,,,,100.0,79.17,0.0,0.0,,0.0,100.0,30.82,0.3384,46.42,0.8416
2018-03-20,184327.0,1511481.4,5.99,8.9,1.86,1.56,1.0,1511481.4,173402.0,184327.0,1421896.4,,,,,,,,,,,,,,,,,,1.49,,,,100.0,79.17,0.0,0.0,,0.0,100.0,30.97,0.3405,46.66,0.8416
2018-03-21,184327.0,1500421.78,5.99,9.36,1.86,1.52,1.0,1500421.78,173402.0,184327.0,1411492.28,,,,,,,,,,,,,,,,,,1.43,,,,100.0,79.17,0.0,0.0,,0.0,100.0,31.12,0.3391,46.34,0.8416
2018-03-22,184327.0,1434064.06,5.99,9.47,1.86,1.5,1.0,1434064.06,173402.0,184327.0,1349067.56,,,,,,,,,,,,,,,,,,1.41,,,,100.0,79.17,0.0,0.0,,0.0,100.0,31.38,0.341,46.51,0.8416
2018-03-23,184327.0,1421161.17,5.99,9.15,1.86,1.45,1.0,1421161.17,173402.0,184327.0,1336929.42,,,,,,,,,,,,,,,,,,1.35,,,,100.0,79.17,0.0,0.0,,0.0,100.0,31.54,0.3387,46.05,0.8416
2018-03-26,184327.0,1395355.39,5.99,8.98,1.86,1.42,1.0,1395355.39,173402.0,184327.0,1312653.14,,,,,,,,,,,,,,,,,,1.34,,,,100.0,79.17,0.0,0.0,,0.0,100.0,31.94,0.3374,45.64,0.8416
2018-03-27,184327.0,1395355.39,5.99,8.93,1.86,1.39,1.0,1395355.39,173402.0,184327.0,1312653.14,,,,,,,,,,,,,,,,,,1.31,,,,100.0,79.17,0.0,0.0,,0.0,100.0,30.77,0.3383,46.4,0.8416
2018-03-28,181327.0,1367205.58,5.89,9.61,1.83,1.37,1.0,1367205.58,173402.0,181327.0,1307451.08,,,,,,,,,,,,,,,,,3000.0,1.32,0.02,,,100.0,79.17,0.0,0.0,,0.0,100.0,31.31,0.3481,47.25,0.8279
2018-03-29,181327.0,1359952.5,5.89,9.76,1.83,1.36,1.0,1359952.5,173402.0,181327.0,1300515.0,,,,,,,,,,,,,,,,,,1.3,,,,100.0,79.17,0.0,0.0,,0.0,100.0,31.33,0.3483,47.28,0.8279
2018-03-30,181327.0,1359952.5,5.89,9.56,1.83,1.36,1.0,1359952.5,173402.0,181327.0,1300515.0,,,,,,,,,,,,,,,,,,1.3,,,,100.0,79.17,0.0,0.0,,0.0,100.0,31.33,0.3484,47.28,0.8279
2018-04-02,181327.0,1359952.5,5.89,9.56,1.83,1.36,1.0,1359952.5,173402.0,181327.0,1300515.0,,,,,,,,,,,,,,,,,,1.31,,,,100.0,79.17,0.0,0.0,,0.0,100.0,31.4,0.3477,47.14,0.8279
2018-04-03,186327.0,1350870.75,6.05,9.82,1.88,1.4,1.0,1350870.75,178402.0,186327.0,1293414.5,,,,0.04,,,,,5000.0,,,,0.04,,,5000.0,,1.34,,,,100.0,81.46,0.0,0.0,,0.0,100.0,33.33,0.3486,46.19,0.8507
2018-04-04,186327.0,1337827.86,6.05,9.69,1.88,1.36,1.0,1337827.86,178402.0,186327.0,1280926.36,,,,,,,,,,,,,,,,,,1.3,,,,100.0,81.46,0.0,0.0,,0.0,100.0,33.43,0.347,45.85,0.8507
