,ESGE FP Equity_DX_SI_QTY,ESGE FP Equity_DX_SHORT_INTEREST_VALUE,ESGE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ESGE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ESGE FP Equity_DX_SI_MV,ESGE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ESGE FP Equity_DX_SUPPLY_SI_QTY,ESGE FP Equity_DX_BROKER_SI_QTY,ESGE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ESGE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ESGE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ESGE FP Equity_DX_BROKER_SI_MV_INC_x,ESGE FP Equity_DX_SUPPLY_SI_MV_NEW,ESGE FP Equity_DX_BROKER_SI_QTY_ADD,ESGE FP Equity_DX_SUPPLY_SI_MV_DEC,ESGE FP Equity_DX_BROKER_SI_QTY_INC,ESGE FP Equity_DX_SUPPLY_SI_QTY_DEC,ESGE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ESGE FP Equity_DX_BROKER_SI_MV_INC_y,ESGE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ESGE FP Equity_DX_BROKER_SI_MV_ADD,ESGE FP Equity_DX_SUPPLY_SI_QTY_ADD,ESGE FP Equity_DX_BROKER_SI_QTY_DEC,ESGE FP Equity_DX_SUPPLY_SI_MV,ESGE FP Equity_DX_BROKER_SI_MV_DEC,ESGE FP Equity_DX_SUPPLY_SI_MV_RMV,ESGE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ESGE FP Equity_DX_UTILIZATION_QUANTITY,ESGE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ESGE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ESGE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ESGE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ESGE FP Equity_DX_ACTIVE_UTILIZATION_MV,ESGE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ESGE FP Equity_DX_BROKER_SI_CON_RATIO,ESGE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ESGE FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-03-18,2064.0,57269.81,0.08,0.0,0.06,57269.81,2064.0,2064.0,57269.81,,,,,,,,,,,,,,,0.06,,,100.0,0.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0083
2022-03-21,4128.0,114580.9,0.15,0.01,0.11,57290.45,2064.0,2064.0,57290.45,,,,,,,,,,,,,,,0.06,,,100.0,0.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0165
2022-03-22,2064.0,57748.66,0.07,0.0,0.06,57748.66,2064.0,2064.0,57748.66,,,,,,,,,,,,,,,0.06,,,100.0,0.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0067
2022-03-23,4128.0,114250.66,0.14,0.01,0.12,57125.33,2064.0,2064.0,57125.33,,,,,,,,,,,,,,,0.06,,,100.0,0.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0133
2022-03-24,3964.0,109446.04,0.13,0.01,0.11,109446.04,2064.0,3964.0,56987.04,,,,,1900.0,,,,,,,0.05,,,0.06,,,100.0,0.67,0.0,0.0,,0.0,100.0,47.97,0.5008,52.03,0.0128
2022-03-25,3964.0,109188.38,0.13,0.01,0.11,109188.38,2064.0,3964.0,56852.88,,,,,,,,,,,,,,,0.06,,,100.0,0.67,0.0,0.0,,0.0,100.0,48.0,0.5008,52.0,0.0128
2022-03-28,5864.0,162151.33,0.2,0.01,0.16,109612.53,3964.0,3964.0,109612.53,,,,,,,,,,,,,1900.0,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.27,0.5434,64.73,0.0188
2022-03-29,5864.0,165124.38,0.2,0.01,0.16,111622.28,3964.0,3964.0,111622.28,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.66,0.5412,64.34,0.0188
2022-03-30,5864.0,164379.65,0.2,0.01,0.16,111118.85,3964.0,3964.0,111118.85,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.16,0.5441,64.84,0.0188
2022-03-31,5864.0,162620.45,0.2,0.01,0.16,109929.65,3964.0,3964.0,109929.65,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.06,0.5446,64.94,0.0188
2022-04-01,5864.0,163576.28,0.2,0.01,0.16,110575.78,3964.0,3964.0,110575.78,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.19,0.5439,64.81,0.0188
2022-04-04,5864.0,164948.46,0.2,0.01,0.16,111503.36,3964.0,3964.0,111503.36,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.3,0.5432,64.7,0.0188
2022-04-05,5864.0,165552.45,0.2,0.01,0.17,111911.65,3964.0,3964.0,111911.65,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.36,0.5428,64.64,0.0188
2022-04-06,5864.0,163171.66,0.22,0.01,0.16,110302.26,3964.0,3964.0,110302.26,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,34.9,0.5456,65.1,0.0188
2022-04-07,5864.0,163347.58,0.25,0.01,0.16,110421.18,3964.0,3964.0,110421.18,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.29,0.5433,64.71,0.0188
2022-04-08,5864.0,165358.94,0.26,0.01,0.16,111780.84,3964.0,3964.0,111780.84,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.51,0.542,64.49,0.0188
2022-04-11,19664.0,551535.87,0.87,0.04,0.55,304713.47,10864.0,10864.0,304713.47,,,0.2,,,,6900.0,,,0.2,,,6900.0,,0.31,,,3.5,3.49,299185.0,8391540.88,,8.44,3.5,10.45,0.8128,89.55,0.0632
2022-04-12,19664.0,548605.94,0.98,0.04,0.55,303094.74,10864.0,10864.0,303094.74,,,,,,,,,,,,,,,0.3,,,3.5,3.49,299185.0,8346962.32,,8.38,3.51,10.48,0.8123,89.52,0.0632
2022-04-13,5864.0,163593.87,0.32,0.01,0.16,110587.67,3964.0,3964.0,110587.67,,,,,,0.19,,6900.0,,,,,,6900.0,0.11,0.19,,100.0,1.27,0.0,0.0,,0.0,100.0,35.1,0.5444,64.9,0.0188
2022-04-14,5864.0,164561.43,0.32,0.01,0.16,111241.73,3964.0,3964.0,111241.73,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.2,0.5438,64.8,0.0188
2022-04-15,5864.0,164561.43,0.33,0.01,0.16,111241.73,3964.0,3964.0,111241.73,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.16,0.5441,64.84,0.0188
2022-04-18,5864.0,164561.43,0.33,0.01,0.16,111241.73,3964.0,3964.0,111241.73,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.26,0.5434,64.74,0.0188
2022-04-19,5864.0,162989.88,0.33,0.01,0.16,110179.38,3964.0,3964.0,110179.38,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,34.97,0.5452,65.03,0.0188
2022-04-20,5864.0,164760.81,0.38,0.01,0.16,111376.51,3964.0,3964.0,111376.51,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.47,0.5422,64.53,0.0188
2022-04-21,5864.0,165018.82,0.4,0.01,0.16,111550.92,3964.0,3964.0,111550.92,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.24,0.5436,64.76,0.0188
2022-04-22,5864.0,162180.65,0.4,0.01,0.16,109632.35,3964.0,3964.0,109632.35,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,34.9,0.5456,65.1,0.0188
2022-04-25,5864.0,159577.03,0.4,0.01,0.16,107872.33,3964.0,3964.0,107872.33,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,34.81,0.5461,65.19,0.0188
2022-04-26,5864.0,158269.36,0.42,0.01,0.16,106988.36,3964.0,3964.0,106988.36,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.04,0.5448,64.96,0.0188
2022-04-27,5864.0,159383.52,0.4,0.01,0.16,107741.52,3964.0,3964.0,107741.52,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.25,0.5435,64.75,0.0188
2022-04-28,5864.0,160808.47,0.35,0.01,0.16,108704.77,3964.0,3964.0,108704.77,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.44,0.5424,64.56,0.0188
2022-04-29,5864.0,162333.11,0.35,0.01,0.16,109735.41,3964.0,3964.0,109735.41,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.46,0.5423,64.54,0.0188
2022-05-02,5864.0,159694.31,0.36,0.01,0.16,107951.61,3964.0,3964.0,107951.61,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.1,0.5444,64.9,0.0188
2022-05-03,5864.0,160814.34,0.38,0.01,0.16,108708.74,3964.0,3964.0,108708.74,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.2,0.5438,64.8,0.0188
2022-05-04,5864.0,158943.72,0.39,0.01,0.16,107444.22,3964.0,3964.0,107444.22,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,34.79,0.5462,65.21,0.0188
2022-05-05,5864.0,157788.51,0.42,0.01,0.16,106663.31,3964.0,3964.0,106663.31,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.04,0.5448,64.96,0.0188
2022-05-06,5864.0,154774.42,0.56,0.01,0.16,104625.82,3964.0,3964.0,104625.82,,,,,,,,,,,,,,,0.11,,,100.0,1.27,0.0,0.0,,0.0,100.0,34.8,0.5462,65.2,0.0188
2022-05-09,5864.0,150587.52,0.56,0.01,0.15,101795.52,3964.0,3964.0,101795.52,,,,,,,,,,,,,,,0.1,,,100.0,1.27,0.0,0.0,,0.0,100.0,34.5,0.548,65.5,0.0188
2022-05-10,5864.0,151707.54,0.46,0.01,0.15,102552.64,3964.0,3964.0,102552.64,,,,,,,,,,,,,,,0.1,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.37,0.5428,64.63,0.0188
2022-05-11,5864.0,153906.54,0.47,0.01,0.15,104039.14,3964.0,3964.0,104039.14,,,,,,,,,,,,,,,0.1,,,100.0,1.27,0.0,0.0,,0.0,100.0,35.6,0.5415,64.4,0.0188
2022-05-12,5864.0,152868.62,0.5,0.01,0.15,103337.52,3964.0,3964.0,103337.52,,,,,,,,,,,,,,,0.1,,,100.0,1.65,0.0,0.0,,0.0,100.0,35.18,0.5439,64.82,0.0244
2022-05-13,5864.0,155976.54,0.48,0.01,0.15,105438.44,3964.0,3964.0,105438.44,,,,,,,,,,,,,,,0.1,,,100.0,1.65,0.0,0.0,,0.0,100.0,35.58,0.5416,64.42,0.0244
2022-05-16,14664.0,389959.75,0.91,0.03,0.39,222423.85,8364.0,8364.0,222423.85,,,0.12,,,,4400.0,,,0.12,,,4400.0,,0.22,,,3.5,3.48,230653.0,6133755.23,,6.14,3.49,14.06,0.7583,85.94,0.061
2022-05-17,14664.0,394344.29,0.89,0.03,0.39,224924.69,8364.0,8364.0,224924.69,,,,,,,,,,,,,,,0.22,,,3.5,3.48,230653.0,6202720.48,,6.14,3.49,14.19,0.7564,85.81,0.061
2022-05-18,5864.0,155583.65,0.36,0.01,0.16,105172.85,3964.0,3964.0,105172.85,,,,,,0.12,,4400.0,,,,,,4400.0,0.11,0.12,,100.0,1.65,0.0,0.0,,0.0,100.0,34.99,0.5451,65.01,0.0244
2022-05-19,4128.0,108186.62,0.25,0.01,0.11,54093.31,2064.0,2064.0,54093.31,,,,,,0.05,,1900.0,,,,,,1900.0,0.05,0.05,,100.0,0.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0173
2022-05-20,2064.0,54526.75,0.12,0.0,0.05,54526.75,2064.0,2064.0,54526.75,,,,,,,,,,,,,,,0.05,,,100.0,1.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0178
2022-05-23,2064.0,55290.43,0.12,0.0,0.06,55290.43,2064.0,2064.0,55290.43,,,,,,,,,,,,,,,0.05,,,100.0,58.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5839
2022-05-24,4128.0,109392.0,0.24,0.01,0.11,54696.0,2064.0,2064.0,54696.0,,,,,,,,,,,,,,,0.06,,,100.0,60.09,0.0,0.0,,0.0,100.0,,1.0,100.0,1.2017
2022-05-25,4128.0,109870.85,0.22,0.01,0.11,54935.42,2064.0,2064.0,54935.42,,,,,,,,,,,,,,,0.06,,,100.0,49.92,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9983
2022-05-26,2064.0,55391.57,0.11,0.0,0.06,55391.57,2064.0,2064.0,55391.57,,,,,,,,,,,,,,,0.05,,,100.0,49.92,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4992
2022-05-27,40464.0,1100904.05,2.14,0.09,1.09,1100904.05,2064.0,40464.0,56155.25,,,,,38400.0,,,,,,,1.03,,,0.06,,,100.0,49.92,0.0,0.0,,0.0,100.0,5.15,0.9023,94.85,9.7857
2022-05-30,40464.0,1108754.06,2.14,0.09,1.1,1108754.06,2064.0,40464.0,56555.66,,,,,,,,,,,,,,,0.06,,,100.0,1.54,0.0,0.0,,0.0,100.0,5.13,0.9026,94.87,0.3022
2022-05-31,40464.0,1104667.2,2.02,0.09,1.11,1104667.2,2064.0,40464.0,56347.2,,,,,,,,,,,,,,,0.06,,,100.0,1.54,0.0,0.0,,0.0,100.0,5.07,0.9037,94.93,0.3022
2022-06-01,40464.0,1089776.45,1.1,0.09,1.1,1089776.45,2064.0,40464.0,55587.65,,,,,,,,,,,,,,,0.06,,,100.0,1.54,0.0,0.0,,0.0,100.0,5.05,0.9041,94.95,0.3022
2022-06-02,240464.0,6529559.46,6.38,0.46,6.52,3814159.46,102064.0,140464.0,2771445.86,,,,,100000.0,,,,,,,2.74,100000.0,,2.75,,,77.43,76.23,29750.0,807831.5,,0.8,77.43,41.28,0.372,42.0,1.796
2022-06-03,322464.0,8716524.38,8.5,0.62,8.72,6013424.38,102064.0,222464.0,2758891.98,,,,,100000.0,,,,,,,2.69,,18000.0,2.77,0.48,,77.43,76.23,29750.0,804172.25,,0.81,77.43,31.09,0.4842,61.93,2.4085
2022-06-06,322464.0,8795850.53,8.5,0.62,8.73,6068150.53,102064.0,222464.0,2783999.73,,,,,,,,,,,,,,,2.76,,,77.43,76.63,29750.0,811490.75,,0.8,77.43,30.97,0.4853,62.08,2.4212
2022-06-07,302064.0,8200433.47,7.85,0.58,8.22,5485633.47,102064.0,202064.0,2770833.47,,,,,,,,,,,,,,20400.0,2.79,0.55,,77.43,76.18,29750.0,807653.0,,0.81,77.43,33.21,0.5474,66.11,2.2545
2022-06-08,302064.0,8170831.2,8.12,0.58,8.21,5465831.2,102064.0,202064.0,2760831.2,,,,,,,,,,,,,,,2.77,,,77.43,76.23,29750.0,804737.5,,0.81,77.43,33.05,0.5484,66.27,2.2561
2022-06-09,202064.0,5382984.96,5.7,0.39,5.46,2718984.96,102064.0,102064.0,2718984.96,,,,,,,,,,,,,,100000.0,2.75,2.73,,77.43,76.18,29750.0,792540.0,,0.8,77.43,1.01,0.9801,98.99,1.5081
2022-06-10,202064.0,5248410.34,5.68,0.39,5.43,2651010.34,102064.0,102064.0,2651010.34,,,,,,,,,,,,,,,2.72,,,77.43,76.18,29750.0,772726.5,,0.79,77.43,0.99,0.9804,99.01,1.5081
2022-06-13,202064.0,5135658.62,5.67,0.39,5.3,2594058.62,102064.0,102064.0,2594058.62,,,,,,,,,,,,,,,2.64,,,77.43,76.29,29750.0,756126.0,,0.77,77.43,0.99,0.9804,99.01,1.5104
2022-06-14,317064.0,7960842.91,8.3,0.61,8.04,5450042.91,102064.0,217064.0,2562622.91,,,,,115000.0,,,,,,,2.91,,,2.59,,,77.43,76.23,29750.0,746963.0,,0.76,77.43,31.45,0.5002,63.17,2.3682
2022-06-15,217064.0,5535132.0,5.59,0.42,5.52,2985132.0,102064.0,117064.0,2602632.0,,,,,,,,,,,,,,100000.0,2.58,2.54,,77.43,76.23,29750.0,758625.0,,0.75,77.43,6.95,0.8531,92.09,1.6213
2022-06-16,117064.0,2917586.07,3.02,0.22,2.94,2917586.07,2064.0,117064.0,51441.07,,,,,,2.48,,100000.0,,,,,,,0.05,,,100.0,1.54,0.0,0.0,,0.0,100.0,12.95,0.7448,85.31,0.8744
2022-06-17,117064.0,2919107.9,3.02,0.23,2.98,2919107.9,2064.0,117064.0,51467.9,,,,,,,,,,,,,,,0.05,,,100.0,1.54,0.0,0.0,,0.0,100.0,12.57,0.7507,85.71,0.8744
2022-06-20,117064.0,2947203.26,3.06,0.23,2.98,2947203.26,2064.0,117064.0,51963.26,,,,,,,,,,,,,,,0.05,,,100.0,1.54,0.0,0.0,,0.0,100.0,12.56,0.7504,85.69,0.8737
2022-06-21,117064.0,2960782.69,3.26,0.23,2.98,2960782.69,2064.0,117064.0,52202.69,,,,,,,,,,,,,,,0.05,,,100.0,1.54,0.0,0.0,,0.0,100.0,12.56,0.7502,85.68,0.875
2022-06-22,4128.0,103534.37,0.11,0.01,0.1,51767.18,2064.0,2064.0,51767.18,,,,,,,,,,,,,,115000.0,0.05,2.91,,100.0,1.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0308
2022-06-23,4128.0,103084.42,0.1,0.01,0.1,51542.21,2064.0,2064.0,51542.21,,,,,,,,,,,,,,,0.05,,,100.0,1.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0308
2022-06-24,8664.0,222794.76,0.21,0.02,0.22,222794.76,2064.0,8664.0,53075.76,,,,,6600.0,,,,,,,0.16,,,0.05,,,100.0,1.54,0.0,0.0,,0.0,100.0,24.35,0.6316,75.65,0.0647
2022-06-27,8664.0,223713.14,0.23,0.02,0.22,223713.14,2064.0,8664.0,53294.54,,,,,,,,,,,,,,,0.05,,,100.0,51.14,0.0,0.0,,0.0,100.0,23.89,0.6363,76.11,2.1467
2022-06-28,8664.0,223877.76,0.22,0.02,0.22,223877.76,2064.0,8664.0,53333.76,,,,,,,,,,,,,,,0.05,,,100.0,52.44,0.0,0.0,,0.0,100.0,23.79,0.6374,76.21,2.2012
2022-06-29,8664.0,223323.26,0.22,0.02,0.22,223323.26,2064.0,8664.0,53201.66,,,,,,,,,,,,,,,0.05,,,100.0,53.6,0.0,0.0,,0.0,100.0,23.82,0.6371,76.18,2.2498
2022-06-30,8664.0,219719.04,0.22,0.02,0.22,219719.04,2064.0,8664.0,52343.04,,,,,,,,,,,,,,,0.05,,,100.0,53.6,0.0,0.0,,0.0,100.0,23.45,0.641,76.55,2.2498
2022-07-01,8664.0,219961.63,0.19,0.02,0.22,219961.63,2064.0,8664.0,52400.83,,,,,,,,,,,,,,,0.05,,,100.0,53.6,0.0,0.0,,0.0,100.0,23.75,0.6378,76.25,2.2498
2022-07-04,4064.0,103843.33,0.09,0.01,0.1,103843.33,2064.0,4064.0,52739.33,,,,,,,,,,,,,,4600.0,0.05,0.12,,100.0,53.6,0.0,0.0,,0.0,100.0,49.07,0.5002,50.93,1.0553
2022-07-05,19064.0,479688.37,0.42,0.04,0.49,479688.37,2064.0,19064.0,51934.37,,,,,15000.0,,,,,,,0.38,,,0.05,,,100.0,53.6,0.0,0.0,,0.0,100.0,10.65,0.6437,78.82,4.9504
2022-07-06,19064.0,487047.07,0.44,0.04,0.48,487047.07,2064.0,19064.0,52731.07,,,,,,,,,,,,,,,0.05,,,100.0,49.72,0.0,0.0,,0.0,100.0,10.98,0.6401,78.56,4.5926
2022-07-07,19064.0,496331.24,0.44,0.04,0.48,496331.24,2064.0,19064.0,53736.24,,,,,,,,,,,,,,,0.05,,,100.0,49.72,0.0,0.0,,0.0,100.0,11.15,0.636,78.25,4.5926
2022-07-08,19064.0,497513.21,0.44,0.04,0.5,497513.21,2064.0,19064.0,53864.21,,,,,,,,,,,,,,,0.05,,,100.0,1.54,0.0,0.0,,0.0,100.0,10.84,0.6416,78.66,0.1424
2022-07-11,4064.0,105757.47,0.09,0.01,0.11,105757.47,2064.0,4064.0,53711.47,,,,,,,,,,,,,,15000.0,0.05,0.39,,100.0,49.72,0.0,0.0,,0.0,100.0,49.17,0.5001,50.83,0.979
2022-07-12,4064.0,105777.79,0.1,0.01,0.11,105777.79,2064.0,4064.0,53721.79,,,,,,,,,,,,,,,0.05,,,100.0,49.72,0.0,0.0,,0.0,100.0,49.14,0.5001,50.86,0.979
2022-07-13,4064.0,104993.44,0.15,0.01,0.11,104993.44,2064.0,4064.0,53323.44,,,,,,,,,,,,,,,0.05,,,100.0,50.95,0.0,0.0,,0.0,100.0,49.31,0.5001,50.69,1.0032
2022-07-14,4064.0,103420.67,0.16,0.01,0.1,103420.67,2064.0,4064.0,52524.67,,,,,,,,,,,,,,,0.05,,,100.0,49.72,0.0,0.0,,0.0,100.0,49.65,0.5,50.35,0.979
2022-07-15,4128.0,107001.89,0.16,0.01,0.11,53500.94,2064.0,2064.0,53500.94,,,,,,,,,,,,,,2000.0,0.05,0.05,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-07-18,4128.0,107868.77,0.16,0.01,0.11,53934.38,2064.0,2064.0,53934.38,,,,,,,,,,,,,,,0.05,,,100.0,50.95,0.0,0.0,,0.0,100.0,,1.0,100.0,1.019
2022-07-19,4128.0,109284.67,0.16,0.01,0.11,54642.34,2064.0,2064.0,54642.34,,,,,,,,,,,,,,,0.05,,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-07-20,4128.0,109297.06,0.16,0.01,0.11,54648.53,2064.0,2064.0,54648.53,,,,,,,,,,,,,,,0.05,,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-07-21,4128.0,109817.18,0.17,0.01,0.11,54908.59,2064.0,2064.0,54908.59,,,,,,,,,,,,,,,0.05,,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-07-22,4128.0,109965.79,0.18,0.01,0.11,54982.9,2064.0,2064.0,54982.9,,,,,,,,,,,,,,,0.05,,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-07-25,4128.0,110073.12,0.18,0.01,0.11,55036.56,2064.0,2064.0,55036.56,,,,,,,,,,,,,,,0.05,,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-07-26,4128.0,110172.19,0.2,0.01,0.11,55086.1,2064.0,2064.0,55086.1,,,,,,,,,,,,,,,0.06,,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-07-27,4128.0,110399.23,0.18,0.01,0.11,55199.62,2064.0,2064.0,55199.62,,,,,,,,,,,,,,,0.06,,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-07-28,4128.0,111831.65,0.18,0.01,0.11,55915.82,2064.0,2064.0,55915.82,,,,,,,,,,,,,,,0.06,,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-07-29,4128.0,112818.24,0.18,0.01,0.11,56409.12,2064.0,2064.0,56409.12,,,,,,,,,,,,,,,0.06,,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-08-01,4128.0,113103.07,0.16,0.01,0.11,56551.54,2064.0,2064.0,56551.54,,,,,,,,,,,,,,,0.06,,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-08-02,4128.0,112533.41,0.15,0.01,0.11,56266.7,2064.0,2064.0,56266.7,,,,,,,,,,,,,,,0.06,,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-08-03,4128.0,112768.7,0.15,0.01,0.11,56384.35,2064.0,2064.0,56384.35,,,,,,,,,,,,,,,0.06,,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-08-04,4128.0,113127.84,0.19,0.01,0.11,56563.92,2064.0,2064.0,56563.92,,,,,,,,,,,,,,,0.06,,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-08-05,4128.0,112104.1,0.19,0.01,0.11,56052.05,2064.0,2064.0,56052.05,,,,,,,,,,,,,,,0.06,,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-08-08,4128.0,112838.88,0.19,0.01,0.11,56419.44,2064.0,2064.0,56419.44,,,,,,,,,,,,,,,0.06,,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-08-09,4128.0,112128.86,0.2,0.01,0.11,56064.43,2064.0,2064.0,56064.43,,,,,,,,,,,,,,,0.06,,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-08-10,4128.0,113193.89,0.2,0.01,0.11,56596.94,2064.0,2064.0,56596.94,,,,,,,,,,,,,,,0.06,,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-08-11,4128.0,113115.46,0.2,0.01,0.11,56557.73,2064.0,2064.0,56557.73,,,,,,,,,,,,,,,0.06,,,100.0,50.95,0.0,0.0,,0.0,100.0,,1.0,100.0,1.019
2022-08-12,4128.0,113528.26,0.3,0.01,0.11,56764.13,2064.0,2064.0,56764.13,,,,,,,,,,,,,,,0.06,,,100.0,50.95,0.0,0.0,,0.0,100.0,,1.0,100.0,1.019
2022-08-15,4128.0,113961.7,0.22,0.01,0.11,56980.85,2064.0,2064.0,56980.85,,,,,,,,,,,,,,,0.06,,,100.0,50.95,0.0,0.0,,0.0,100.0,,1.0,100.0,1.019
2022-08-16,4128.0,113908.03,0.22,0.01,0.11,56954.02,2064.0,2064.0,56954.02,,,,,,,,,,,,,,,0.06,,,100.0,50.95,0.0,0.0,,0.0,100.0,,1.0,100.0,1.019
2022-08-17,4128.0,112785.22,0.23,0.01,0.11,56392.61,2064.0,2064.0,56392.61,,,,,,,,,,,,,,,0.06,,,100.0,53.6,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0719
2022-08-18,4128.0,113416.8,0.23,0.01,0.11,56708.4,2064.0,2064.0,56708.4,,,,,,,,,,,,,,,0.06,,,100.0,52.24,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0448
2022-08-19,4128.0,112743.94,0.23,0.01,0.11,56371.97,2064.0,2064.0,56371.97,,,,,,,,,,,,,,,0.06,,,100.0,52.24,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0448
2022-08-22,4128.0,111777.98,0.22,0.01,0.11,55888.99,2064.0,2064.0,55888.99,,,,,,,,,,,,,,,0.06,,,100.0,50.95,0.0,0.0,,0.0,100.0,,1.0,100.0,1.019
2022-08-23,4128.0,111096.86,0.23,0.01,0.11,55548.43,2064.0,2064.0,55548.43,,,,,,,,,,,,,,,0.06,,,100.0,49.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9945
2022-08-24,4128.0,111460.13,0.24,0.01,0.11,55730.06,2064.0,2064.0,55730.06,,,,,,,,,,,,,,,0.06,,,100.0,50.95,0.0,0.0,,0.0,100.0,,1.0,100.0,1.019
