,CEC FP Equity_DX_SI_QTY,CEC FP Equity_DX_SHORT_INTEREST_VALUE,CEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CEC FP Equity_DX_SI_MV,CEC FP Equity_DX_DSS,CEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CEC FP Equity_DX_SUPPLY_SI_QTY,CEC FP Equity_DX_BROKER_SI_QTY,CEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CEC FP Equity_DX_BROKER_SI_MV_NEW_x,CEC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CEC FP Equity_DX_SUPPLY_SI_QTY_INC_x,CEC FP Equity_DX_BROKER_SI_MV_INC_x,CEC FP Equity_DX_SUPPLY_SI_MV_NEW,CEC FP Equity_DX_BROKER_SI_QTY_ADD,CEC FP Equity_DX_BROKER_SI_QTY_NEW,CEC FP Equity_DX_SUPPLY_SI_MV_DEC,CEC FP Equity_DX_BROKER_SI_QTY_INC,CEC FP Equity_DX_SUPPLY_SI_QTY_DEC,CEC FP Equity_DX_BROKER_SI_MV_NEW_y,CEC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CEC FP Equity_DX_BROKER_SI_MV_INC_y,CEC FP Equity_DX_SUPPLY_SI_QTY_INC_y,CEC FP Equity_DX_BROKER_SI_MV_ADD,CEC FP Equity_DX_SUPPLY_SI_QTY_ADD,CEC FP Equity_DX_BROKER_SI_QTY_DEC,CEC FP Equity_DX_SUPPLY_SI_MV,CEC FP Equity_DX_BROKER_SI_MV_DEC,CEC FP Equity_DX_SUPPLY_SI_MV_RMV,CEC FP Equity_DX_BROKER_SI_MV_RMV,CEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CEC FP Equity_DX_UTILIZATION_QUANTITY,CEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CEC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CEC FP Equity_DX_ACTIVE_UTILIZATION_MV,CEC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CEC FP Equity_DX_BROKER_SI_CON_RATIO,CEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CEC FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-10-03,13000.0,243333.78,0.43,0.12,0.28,,243333.78,13000.0,13000.0,243333.78,,,43.0,,,,,,,,,,,43.0,,,25925.0,0.28,0.57,,,27.55,27.55,34179.0,639761.95,,0.75,27.55,,1.0,100.0,0.2755
2006-10-04,13000.0,244885.8,0.43,0.12,0.29,,244885.8,13000.0,13000.0,244885.8,,,,,,,,,,,,,,,,,,0.29,,,,27.57,27.57,34157.0,643428.01,,0.75,27.57,,1.0,100.0,0.2757
2006-10-05,13000.0,249209.27,0.44,0.12,0.29,,249209.27,13000.0,13000.0,249209.27,,,,,,,,,,,,,,,,,,0.29,,,,27.49,27.49,34286.0,657260.69,,0.76,27.49,,1.0,100.0,0.2749
2006-10-06,13000.0,248322.4,0.42,0.12,0.29,,248322.4,13000.0,13000.0,248322.4,,,,,,,,,,,,,,,,,,0.29,,,,27.59,27.59,34118.0,651712.59,,0.77,27.59,,1.0,100.0,0.2759
2006-10-09,13000.0,251315.57,0.42,0.12,0.29,,251315.57,13000.0,13000.0,251315.57,,,,,,,,,,,,,,,,,,0.29,,,,27.52,27.52,34244.0,662003.89,,0.77,27.52,,1.0,100.0,0.2752
2006-10-10,13000.0,255749.9,0.44,0.12,0.29,,255749.9,13000.0,13000.0,255749.9,,,,,,,,,,,,,,,,,,0.29,,,,27.55,27.55,34182.0,672464.86,,0.77,27.55,,1.0,100.0,0.2755
2006-10-11,13000.0,257523.63,0.44,0.12,0.3,,257523.63,13000.0,13000.0,257523.63,,,,,,,,,,,,,,,,,,0.3,,,,26.92,26.92,35286.0,698998.38,,0.81,26.92,,1.0,100.0,0.2692
2006-10-12,13000.0,258853.93,0.44,0.12,0.3,,258853.93,13000.0,13000.0,258853.93,,,,,,,,,,,,,,,,,,0.3,,,,27.07,27.07,35016.0,697233.02,,0.81,27.07,,1.0,100.0,0.2707
2006-10-13,13000.0,261292.81,0.45,0.12,0.3,,261292.81,13000.0,13000.0,261292.81,,,,,,,,,,,,,,,,,,0.3,,,,27.29,27.29,34645.0,696345.35,,0.81,27.29,,1.0,100.0,0.2729
2006-10-16,13000.0,261514.53,0.45,0.12,0.31,,261514.53,13000.0,13000.0,261514.53,,,,,,,,,,,,,,,,,,0.31,,,,26.95,26.95,35245.0,709006.12,,0.83,26.95,,1.0,100.0,0.2695
2006-10-17,13000.0,258521.36,0.47,0.12,0.31,,258521.36,0.0,13000.0,0.0,,,,,,,,0.31,,13000.0,,,,,,,,0.0,,,,0.0,0.0,48163.0,957781.86,,1.13,0.0,,1.0,100.0,0.2699
2006-10-18,9500.0,191835.88,0.32,0.09,0.22,,191835.88,9500.0,9500.0,191835.88,,,,,,,,,,,,,,,,9500.0,3500.0,0.22,0.09,,,100.0,19.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1968
2006-10-19,9500.0,192078.91,0.35,0.09,0.23,,192078.91,9500.0,9500.0,192078.91,,,,,,,,,,,,,,,,,,0.23,,,,100.0,25.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2522
2006-10-20,34000.0,685120.83,1.24,0.32,0.81,,191430.82,24500.0,9500.0,493690.01,,,15000.0,,,,,,,,,,,15000.0,,,,0.58,,,,100.0,64.16,0.0,0.0,,0.0,100.0,27.94,0.5973,72.06,0.8904
2006-10-23,34000.0,686570.51,1.3,0.32,0.8,,191835.88,24500.0,9500.0,494734.63,,,,,,,,,,,,,,,,,,0.58,,,,100.0,64.14,0.0,0.0,,0.0,100.0,27.94,0.5973,72.06,0.8901
2006-10-24,34000.0,681931.52,1.34,0.32,0.8,,190539.69,24500.0,9500.0,491391.83,,,0.0,,,,,,,,,,,0.0,,,,0.58,,,,100.0,64.41,0.0,0.0,,0.0,100.0,27.94,0.5973,72.06,0.8938
2006-10-25,34000.0,692659.18,1.36,0.32,0.8,,193537.13,24500.0,9500.0,499122.06,,,,,,,,0.0,,0.0,,,,,,,,0.58,,,,100.0,64.03,0.0,0.0,,0.0,100.0,27.94,0.5973,72.06,0.8885
2006-10-26,34000.0,700197.54,1.35,0.32,0.81,,195643.43,24500.0,9500.0,504554.11,,,,,,,,0.0,,0.0,,,,,,,,0.59,,,,100.0,64.32,0.0,0.0,,0.0,100.0,27.94,0.5973,72.06,0.8926
2006-10-27,29500.0,601235.27,1.11,0.28,0.71,,601235.27,24545.0,29500.0,500248.12,,,45.0,0.49,,,,,20000.0,,,,0.49,45.0,,,,0.59,,,,100.0,64.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7711
2006-10-30,29500.0,590166.5,1.11,0.28,0.71,,590166.5,24502.0,29500.0,490178.29,,,,,,,,0.01,,43.0,,,,,,,,0.59,,,,100.0,64.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7718
2006-10-31,31100.0,631192.57,1.13,0.29,0.73,,631192.57,24405.0,31100.0,495313.65,,,,,,1600.0,,0.01,,97.0,,,,,0.04,,,0.57,,,,100.0,62.66,0.0,0.0,,0.0,100.0,5.22,0.901,94.78,0.7986
2006-11-01,31100.0,632518.6,1.05,0.29,0.74,,632518.6,24480.0,31100.0,497879.59,,,75.0,,,,,,,,,,,75.0,,,,0.58,,,,100.0,64.27,0.0,0.0,,0.0,100.0,5.16,0.9021,94.84,0.8165
2006-11-02,31100.0,626949.26,1.08,0.29,0.74,,626949.26,24491.0,31100.0,493717.5,,,11.0,,,,,,,,,,,11.0,,,,0.58,,,,100.0,64.08,0.0,0.0,,0.0,100.0,5.15,0.9022,94.85,0.8138
2006-11-03,42500.0,865099.14,1.53,0.4,1.01,,865099.14,24403.0,42500.0,496729.75,,,,0.3,,,,0.01,13000.0,87.0,,,0.3,,,,1600.0,0.58,0.04,,,100.0,64.19,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1179
2006-11-06,42500.0,879233.56,1.66,0.4,1.01,,879233.56,24504.0,42500.0,506935.04,,,101.0,,,,,,,,,,,101.0,,,,0.58,,,,100.0,64.32,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1156
2006-11-07,42500.0,891555.88,1.72,0.4,1.02,,891555.88,24672.0,42500.0,517563.92,,,168.0,,,,,,,,,,,168.0,,,,0.59,,,,100.0,64.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1025
2006-11-08,42500.0,890831.04,1.71,0.4,1.03,,890831.04,24816.0,42500.0,520161.48,,,144.0,,,,,,,,,,,144.0,,,,0.6,,,,100.0,64.13,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0983
2006-11-09,42500.0,895904.93,1.9,0.4,1.03,,895904.93,24807.0,42500.0,522934.44,,,,,,,,0.0,,8.0,,,,,,,,0.6,,,,100.0,63.79,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0929
2006-11-10,42500.0,884307.46,1.8,0.4,1.03,,884307.46,24900.0,42500.0,518100.13,,,93.0,,,,,,,,,,,93.0,,,,0.6,,,,100.0,64.08,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0937
2006-11-13,42500.0,888656.51,1.7,0.4,1.03,,888656.51,24661.0,42500.0,515650.78,,,,,,,,0.01,,239.0,,,,,,,,0.6,,,,100.0,61.79,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0649
2006-11-14,42500.0,888294.09,1.71,0.4,1.03,,888294.09,24782.0,42500.0,517969.51,,,121.0,,,,,,,,,,,121.0,,,,0.6,,,,100.0,62.1,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0649
2006-11-15,42500.0,882495.35,1.71,0.4,1.03,,882495.35,24778.0,42500.0,514505.17,,,,,,,,0.0,,4.0,,,,,,,,0.6,,,,100.0,61.92,0.0,0.0,,0.0,100.0,,1.0,100.0,1.062
2006-11-16,42500.0,892643.14,1.66,0.4,1.03,,892643.14,24710.0,42500.0,518993.22,,,,,,,,0.01,,68.0,,,,,,,,0.6,,,,100.0,62.07,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0676
2006-11-17,42601.0,886408.99,1.78,0.4,1.04,,884307.46,24929.0,42500.0,518703.54,,,219.0,,,,,,,,,,,219.0,,,,0.61,,,,100.0,62.19,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0628
2006-11-20,42601.0,887498.83,1.74,0.4,1.03,,885394.72,24832.0,42500.0,517320.51,,,,,,,,0.01,,97.0,,,,,,,,0.6,,,,100.0,62.33,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0692
2006-11-21,42701.0,897593.09,1.7,0.4,1.03,,893367.98,15350.0,42500.0,322663.5,,,,,,,,0.23,,9482.0,,,,,,,,0.37,,,,100.0,38.57,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0729
2006-11-22,20200.0,427024.14,0.79,0.19,0.49,,422796.18,15316.0,20000.0,323777.31,,,,,,,,0.0,,34.0,,,,,,,22500.0,0.38,0.53,,,38.82,38.82,24138.0,510272.71,,0.59,38.82,,1.0,100.0,0.512
2006-11-23,28201.0,595442.29,1.04,0.27,0.69,,591198.34,23351.0,28000.0,493038.3,,,8035.0,0.2,,,,,8000.0,,,,0.2,8035.0,,,,0.57,,,,58.49,58.49,16573.0,349926.07,,0.41,58.49,,1.0,100.0,0.7064
2006-11-24,28199.0,586021.79,1.05,0.27,0.69,,581886.24,23344.0,28000.0,485126.88,,,,,,,,0.0,,7.0,,,,,,,,0.57,,,,58.77,58.77,16378.0,340361.89,,0.4,58.77,,1.0,100.0,0.7099
2006-11-27,29200.0,606077.21,1.08,0.28,0.71,,601926.0,24282.0,29000.0,503998.87,,,938.0,0.02,,,,,1000.0,,,,0.02,938.0,,,,0.59,,,,61.06,61.06,15486.0,321428.48,,0.38,61.06,,1.0,100.0,0.7343
2006-11-28,29200.0,602591.15,1.08,0.28,0.71,,598463.81,24275.0,29000.0,500955.48,,,,,,,,0.0,,7.0,,,,,,,,0.59,,,,60.86,60.86,15613.0,322200.53,,0.38,60.86,,1.0,100.0,0.7321
2006-11-29,29201.0,616058.49,1.13,0.28,0.71,,611817.96,24248.0,29000.0,511564.21,,,,,,,,0.01,,27.0,,,,,,,,0.59,,,,61.22,61.22,15363.0,324115.84,,0.37,61.22,,1.0,100.0,0.7372
2006-11-30,29200.0,614294.37,1.11,0.28,0.72,,610086.87,24355.0,29000.0,512367.78,,,107.0,,,,,,,,,,,107.0,,,,0.6,,,,61.06,61.06,15534.0,326796.19,,0.38,61.06,,1.0,100.0,0.732
2006-12-01,29500.0,620605.61,1.1,0.28,0.72,,616398.11,24340.0,29300.0,512052.22,,,,0.01,,,,0.0,300.0,15.0,,,0.01,,,,,0.6,,,,100.0,61.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7406
2006-12-04,29500.0,631171.25,1.08,0.28,0.72,,626892.12,24332.0,29300.0,520598.6,,,,,,,,0.0,,8.0,,,,,,,,0.6,,,,100.0,61.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7409
2006-12-05,36102.0,785971.15,1.33,0.34,0.9,,781573.44,31032.0,35900.0,675592.95,,,6700.0,0.17,,,,,6600.0,,,,0.17,6700.0,,,,0.77,,,,100.0,81.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9452
2006-12-06,41602.0,901098.89,1.64,0.39,1.05,,896723.58,31076.0,41400.0,673105.84,,,44.0,0.15,,,,,5500.0,,,,0.15,44.0,,,,0.79,,,,100.0,80.91,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0831
2006-12-07,54551.0,1193668.96,2.21,0.52,1.38,,1189270.73,30993.0,54350.0,678179.72,,,,0.32,,,,0.0,12950.0,83.0,,,0.32,,,,,0.78,,,,100.0,79.64,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4018
2006-12-08,54553.0,1185339.05,2.35,0.52,1.39,,1180928.23,31027.0,54350.0,674161.18,,,34.0,,,,,,,,,,,34.0,,,,0.79,,,,100.0,80.59,0.0,0.0,,0.0,100.0,,1.0,100.0,1.417
2006-12-11,54551.0,1194134.14,2.35,0.52,1.38,,1189734.2,31002.0,54350.0,678641.03,,,,,,,,0.0,,25.0,,,,,,,,0.78,,,,100.0,80.49,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4163
2006-12-12,54551.0,1196925.26,2.39,0.52,1.39,,1192515.04,24378.0,54350.0,534887.43,,,,,,,,0.16,,6625.0,,,,,,,,0.62,,,,100.0,52.66,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1784
2006-12-13,42951.0,944968.9,2.11,0.41,1.1,,940546.68,24231.0,42750.0,533108.46,,,,,,,,0.0,,147.0,,,,,,,11600.0,0.62,0.29,,,100.0,52.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9382
2006-12-14,42951.0,948631.57,2.01,0.41,1.1,,944192.21,24252.0,42750.0,535638.59,,,21.0,,,,,,,,,,,21.0,,,,0.62,,,,100.0,55.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9758
2006-12-15,42952.0,964769.78,2.02,0.41,1.11,,960232.54,24283.0,42750.0,545434.55,,,31.0,,,,,,,,,,,31.0,,,,0.63,,,,100.0,55.32,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9784
2006-12-18,30000.0,670521.65,1.35,0.28,0.79,,666051.51,24261.0,29800.0,542250.86,,,,,,,,0.0,,22.0,,,,,,,12950.0,0.64,0.32,,,100.0,55.29,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6837
2006-12-19,30127.0,649467.6,1.31,0.28,0.79,,642418.24,24384.0,29800.0,525661.96,,,123.0,,,,,,,,,,,123.0,,,,0.64,,,,100.0,55.45,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6851
2006-12-20,39132.0,858610.83,1.74,0.37,0.99,,851326.28,33363.0,38800.0,732030.9,,,8979.0,0.2,,,,,9000.0,,,,0.2,8979.0,,,,0.84,,,,100.0,74.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8722
2006-12-21,39131.0,855251.97,1.58,0.37,1.01,,848017.59,33376.0,38800.0,729469.98,,,14.0,,,,,,,,,,,14.0,,,,0.86,,,,100.0,82.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9619
2006-12-22,39133.0,839277.66,1.59,0.37,1.0,,832135.87,33374.0,38800.0,715765.53,,,,,,,,0.01,,2.0,,,,,,,,0.85,,,,100.0,76.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8955
2006-12-25,38800.0,832135.87,1.69,0.37,1.01,,832135.87,0.0,38800.0,0.0,,,,,,,,0.02,,33374.0,,,,,,,,0.84,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-12-26,39126.0,839127.53,1.7,0.37,1.0,,832135.87,32749.0,38800.0,702361.28,,,32749.0,,,,,,,,,,,32749.0,,,,0.84,,,,100.0,75.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.906
2006-12-27,39133.0,848621.51,1.7,0.37,0.98,,841400.21,33543.0,38800.0,727399.16,,,794.0,,,,,,,,,,,794.0,,,,0.84,,,,100.0,75.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8847
2006-12-28,39131.0,858255.2,1.63,0.37,0.99,,850995.42,33366.0,38800.0,731812.19,,,,,,,,0.0,,177.0,,,,,,,,0.85,,,,100.0,62.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7308
2006-12-29,39130.0,855563.8,1.59,0.37,1.01,,848348.46,33375.0,38800.0,729732.73,,,9.0,,,,,,,,,,,9.0,,,,0.86,,,,100.0,62.4,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7316
2007-01-01,38800.0,848348.46,1.6,0.37,1.01,,848348.46,0.0,38800.0,0.0,,,,,,,,0.0,,33375.0,,,,,,,,0.85,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-01-02,39126.0,867821.36,1.61,0.37,1.0,,860590.62,33046.0,38800.0,732965.92,,,33046.0,,,,,,,,,,,33046.0,,,,0.85,,,,100.0,61.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7314
2007-01-03,39140.0,866463.04,1.58,0.37,1.0,,858936.27,33982.0,38800.0,752277.64,,,935.0,,,,,,,,,,,935.0,,,,0.87,,,,100.0,61.88,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7127
2007-01-04,39134.0,844638.58,1.35,0.37,1.01,,837429.78,33386.0,38800.0,720578.11,,,,,,,,0.01,,596.0,,,,,,,,0.86,,,,100.0,54.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.633
2007-01-05,39133.0,830601.23,1.31,0.37,0.99,,823533.28,33365.0,38800.0,708174.94,,,,,,,,0.03,,21.0,,,,,,,,0.84,,,,100.0,53.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6319
2007-01-08,39131.0,825219.71,1.29,0.37,0.97,,818239.37,33348.0,38800.0,703264.09,,,,,,,,0.01,,17.0,,,,,,,,0.83,,,,52.81,52.81,29795.0,628336.14,,0.74,52.81,,1.0,100.0,0.6197
2007-01-09,61219.0,1286849.28,2.08,0.58,1.51,,1279870.5,33330.0,60887.0,700610.7,,,,0.54,,,,0.01,22087.0,19.0,,,0.54,,,,,0.82,,,,100.0,53.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9752
2007-01-10,61219.0,1268055.54,2.05,0.58,1.51,,1261178.68,33290.0,60887.0,689550.12,,,,,,,,0.01,,40.0,,,,,,,,0.82,,,,100.0,52.9,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9729
2007-01-11,61217.0,1289417.4,1.97,0.58,1.5,,1282466.59,33103.0,60887.0,697250.51,,,,,,,,0.01,,187.0,,,,,,,,0.81,,,,100.0,52.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9719
2007-01-12,61217.0,1305078.34,1.73,0.58,1.51,,1298043.11,33313.0,60887.0,710196.1,,,210.0,,,,,,,,,,,210.0,,,,0.82,,,,100.0,53.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9741
2007-01-15,64509.0,1405515.84,1.81,0.61,1.61,,1326600.06,36756.0,60887.0,800836.17,,,3443.0,,,,,,,,,,,3443.0,,,,0.92,,,,100.0,66.29,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1634
2007-01-16,64638.0,1402263.24,1.61,0.61,1.63,,1320888.67,37155.0,60887.0,806044.29,,,400.0,,,,,,,,,,,400.0,,,,0.94,,,,100.0,66.85,0.0,0.0,,0.0,100.0,,1.0,100.0,1.163
2007-01-17,64320.0,1386588.63,1.61,0.61,1.62,,1306113.89,37086.0,60587.0,799487.35,,,,,,,,0.0,,69.0,,,,,,,300.0,0.93,0.01,,,100.0,66.04,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1454
2007-01-18,76307.0,1673631.63,1.92,0.72,1.92,,1592041.35,49031.0,72587.0,1075390.62,,,11945.0,0.3,,,,,12000.0,,,,0.3,11945.0,,,,1.23,,,,100.0,87.85,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3672
2007-01-19,72789.0,1607644.61,1.68,0.69,1.85,,1603183.16,33610.0,72587.0,742322.81,,,,,,,,0.38,,15421.0,,,,,,,,0.85,,,,100.0,59.76,0.0,0.0,,0.0,100.0,,1.0,100.0,1.2941
2007-01-22,38200.0,846956.77,0.87,0.36,0.99,,842522.44,38260.0,38000.0,848287.06,,,4650.0,,,,,,,,,,,4650.0,,,34587.0,0.99,0.86,,,100.0,68.99,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6889
2007-01-23,38199.0,843025.66,0.85,0.36,0.99,,838633.87,38262.0,38000.0,844416.03,,,2.0,,,,,,,,,,,2.0,,,,0.99,,,,100.0,76.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7664
2007-01-24,38201.0,841766.76,0.85,0.36,0.99,,837337.68,38259.0,38000.0,843044.8,,,,,,,,0.01,,2.0,,,,,,,,0.99,,,,100.0,78.32,0.0,0.0,,0.0,100.0,,1.0,100.0,0.782
2007-01-25,38201.0,837206.1,0.85,0.36,0.98,,832801.02,38258.0,38000.0,838455.3,,,,,,,,0.0,,2.0,,,,,,,,0.98,,,,100.0,77.57,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7745
2007-01-26,38200.0,832623.65,0.85,0.36,0.98,,828264.36,38252.0,38000.0,833757.07,,,,,,,,0.01,,5.0,,,,,,,,0.98,,,,100.0,76.88,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7677
2007-01-29,38706.0,843982.71,0.87,0.37,0.99,,828588.41,5712.0,38000.0,124549.92,,,,,,,,0.83,,32540.0,,,,,,,,0.15,,,,11.68,11.68,43173.0,941385.46,,1.1,11.68,,1.0,100.0,0.7918
2007-01-30,5699.0,123877.67,0.13,0.05,0.15,,108683.69,5699.0,5000.0,123877.67,,,,,,,,0.0,,13.0,,,,,,,33000.0,0.15,0.84,,,11.62,11.62,43338.0,942026.74,,1.11,11.62,,1.0,100.0,0.1162
2007-01-31,5696.0,125463.94,0.13,0.05,0.15,,110133.37,5696.0,5000.0,125463.94,,,,,,,,0.0,,3.0,,,,,,,,0.15,,,,11.7,11.7,42992.0,946970.8,,1.1,11.7,,1.0,100.0,0.117
2007-02-01,5962.0,133255.0,0.13,0.06,0.15,,111753.61,5962.0,5000.0,133255.0,,,266.0,,,,,,,,,,,266.0,,,,0.15,,,,12.24,12.24,42734.0,955135.74,,1.1,12.24,,1.0,100.0,0.1224
2007-02-02,5804.0,130218.53,0.13,0.05,0.15,,112179.99,5804.0,5000.0,130218.53,,,,,,,,0.0,,158.0,,,,,,,,0.15,,,,11.85,11.85,43162.0,968382.51,,1.13,11.85,,1.0,100.0,0.1185
2007-02-05,5802.0,130618.95,0.12,0.05,0.15,,112563.73,5802.0,5000.0,130618.95,,,,,,,,0.0,,2.0,,,,,,,,0.15,,,,11.86,11.86,43109.0,970501.94,,1.13,11.86,,1.0,100.0,0.1186
2007-02-06,5797.0,130407.52,0.13,0.05,0.15,,112478.45,5797.0,5000.0,130407.52,,,,,,,,0.0,,5.0,,,,,,,,0.15,,,,11.81,11.81,43283.0,973680.96,,1.14,11.81,,1.0,100.0,0.1181
2007-02-07,5798.0,130479.45,0.13,0.05,0.15,,112521.09,5798.0,5000.0,130479.45,,,2.0,,,,,,,,,,,2.0,,,,0.15,,,,11.99,11.99,42578.0,958184.58,,1.12,11.99,,1.0,100.0,0.1199
2007-02-08,12196.0,267181.3,0.27,0.12,0.32,,249743.09,12170.0,11400.0,266611.71,,,6371.0,,,6400.0,,,,,,,,6371.0,0.17,,,0.32,,,,24.89,24.89,36722.0,804479.46,,0.97,24.89,43.76,0.5078,56.24,0.2494
2007-02-09,20692.0,454540.79,0.42,0.2,0.54,,437142.94,12053.0,19900.0,264768.03,,,,0.22,,,,0.01,8500.0,117.0,,,0.22,,,,,0.31,,,,24.74,24.74,36658.0,805265.62,,0.95,24.74,24.82,0.6268,75.18,0.4248
2007-02-12,20694.0,447702.42,0.41,0.2,0.54,,430524.7,12078.0,19900.0,261300.37,,,25.0,,,,,,,,,,,25.0,,,,0.31,,,,25.02,25.02,36186.0,782862.66,,0.94,25.02,24.87,0.6263,75.13,0.4288
2007-02-13,97177.0,2139657.48,1.86,0.92,2.48,,2089522.16,8651.0,94900.0,190478.99,,,,1.9,,,,0.09,75000.0,3426.0,,,1.9,,,,,0.22,,,,17.75,17.75,40102.0,882971.73,,1.02,17.75,5.33,0.8991,94.67,1.9933
2007-02-14,96711.0,2132695.86,1.72,0.91,2.47,,2081733.09,8789.0,94400.0,193817.29,,,138.0,0.14,,,,,4500.0,,,,0.14,138.0,,,5000.0,0.22,0.13,,,18.02,18.02,39973.0,881494.88,,1.02,18.02,,1.0,100.0,1.9833
2007-02-15,80728.0,1773350.5,1.39,0.76,2.06,,1722211.37,8809.0,78400.0,193507.14,,,19.0,,,,,,,,,,,19.0,,,16000.0,0.22,0.4,,,17.85,17.85,40551.0,890783.08,,1.04,17.85,,1.0,100.0,1.6355
2007-02-16,80720.0,1769044.7,1.3,0.76,2.06,,1718200.01,2320.0,78400.0,50844.69,,,,,,,,0.17,,6489.0,,,,,,,,0.06,,,,4.71,4.71,46925.0,1028399.69,,1.2,4.71,,1.0,100.0,1.6392
2007-02-19,0.0,0.0,0.0,0.0,0.06,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,2320.0,,,,,,,78400.0,0.06,2.0,,,0.0,0.0,0.0,0.0,,1.16,4.83,,0.0,,0.0
2007-02-20,0.0,0.0,0.0,0.0,0.06,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.06,,,,0.0,0.0,0.0,0.0,,1.18,4.83,,0.0,,0.0
2007-02-21,0.0,0.0,0.0,0.0,0.06,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.06,,,,0.0,0.0,0.0,0.0,,1.17,4.81,,0.0,,0.0
2007-02-22,0.0,0.0,0.0,0.0,0.06,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.06,,,,0.0,0.0,0.0,0.0,,1.17,4.81,,0.0,,0.0
2007-02-23,0.0,0.0,0.0,0.0,0.06,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.06,,,,0.0,0.0,0.0,0.0,,1.18,4.81,,0.0,,0.0
2007-02-26,0.0,0.0,0.0,0.0,0.06,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.06,,,,0.0,0.0,0.0,0.0,,1.18,4.85,,0.0,,0.0
