,CL2 FP Equity_DX_SI_QTY,CL2 FP Equity_DX_SHORT_INTEREST_VALUE,CL2 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CL2 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CL2 FP Equity_DX_SI_MV,CL2 FP Equity_DX_DSS,CL2 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CL2 FP Equity_DX_SUPPLY_SI_QTY,CL2 FP Equity_DX_BROKER_SI_QTY,CL2 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CL2 FP Equity_DX_BROKER_SI_MV_NEW_x,CL2 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CL2 FP Equity_DX_BROKER_SI_MV_INC_x,CL2 FP Equity_DX_BROKER_SI_QTY_ADD,CL2 FP Equity_DX_BROKER_SI_QTY_NEW,CL2 FP Equity_DX_SUPPLY_SI_MV_DEC,CL2 FP Equity_DX_BROKER_SI_QTY_INC,CL2 FP Equity_DX_SUPPLY_SI_QTY_DEC,CL2 FP Equity_DX_BROKER_SI_MV_NEW_y,CL2 FP Equity_DX_BROKER_SI_MV_INC_y,CL2 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CL2 FP Equity_DX_BROKER_SI_MV_ADD,CL2 FP Equity_DX_SUPPLY_SI_QTY_ADD,CL2 FP Equity_DX_BROKER_SI_QTY_DEC,CL2 FP Equity_DX_SUPPLY_SI_MV,CL2 FP Equity_DX_BROKER_SI_MV_DEC,CL2 FP Equity_DX_BROKER_SI_MV_RMV,CL2 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CL2 FP Equity_DX_UTILIZATION_QUANTITY,CL2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CL2 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CL2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CL2 FP Equity_DX_ACTIVE_UTILIZATION_MV,CL2 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CL2 FP Equity_DX_BROKER_SI_CON_RATIO,CL2 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CL2 FP Equity_DX_DEMAND_SUPPLY_RATIO,CL2 FP Equity_PX_LAST
2024-04-05,78600.0,1437594.0,2.5,0.29,1.46,,718797.0,39300.0,39300.0,718797.0,,,,,,0.43,,23200.0,,,,,,23200.0,0.73,0.43,,100.0,43.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.8662,18.29
2024-04-08,32600.0,595993.2,1.01,0.12,0.6,,297996.6,16300.0,16300.0,297996.6,,,,,,0.43,,23000.0,,,,,,23000.0,0.3,0.43,,100.0,36.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.732,18.282
2024-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.3,,16300.0,,,,,,16300.0,0.0,0.3,,0.0,0.0,28089.0,506332.31,0.5,0.0,,0.0,,0.0,18.026
2024-04-10,5500.0,100573.0,0.19,0.02,0.1,,100573.0,0.0,5500.0,0.0,,,,5500.0,,,,,,,,0.1,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1994,18.286
2024-04-11,5500.0,100958.0,0.19,0.02,0.1,,100958.0,0.0,5500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1986,18.356
2024-04-12,5500.0,102146.0,0.2,0.02,0.1,,102146.0,0.0,5500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1986,18.572
2024-04-15,5500.0,101662.0,0.2,0.02,0.1,,101662.0,0.0,5500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1986,18.484
2024-04-16,5500.0,98549.0,0.19,0.02,0.1,,98549.0,0.0,5500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1994,17.918
2024-04-17,47300.0,835791.0,1.55,0.17,0.85,,466488.0,20900.0,26400.0,369303.0,,,0.37,,,,20900.0,,,0.37,,,20900.0,,0.38,,,100.0,43.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.9755,17.67
2024-04-18,41800.0,741030.4,1.5,0.15,0.74,,370515.2,20900.0,20900.0,370515.2,,,,,,,,,,,,,,5500.0,0.37,0.1,,100.0,43.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.8621,17.728
2024-04-19,5700.0,98461.8,0.2,0.02,0.1,,98461.8,0.0,5700.0,0.0,,,,,,0.37,,20900.0,,,,,,15200.0,0.0,0.27,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1173,17.274
2024-04-22,5700.0,98382.0,0.19,0.02,0.1,,98382.0,0.0,5700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.206,17.26
2024-04-23,5700.0,100844.4,0.19,0.02,0.1,,100844.4,0.0,5700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2038,17.692
2024-04-24,5700.0,101197.8,0.19,0.02,0.1,,101197.8,0.0,5700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.206,17.754
2024-04-25,29100.0,502324.2,0.97,0.11,0.52,,300358.8,11700.0,17400.0,201965.4,,,0.21,,,,11700.0,,,0.21,,,11700.0,,0.21,,,100.0,29.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.7298,17.262
2024-04-26,120500.0,2167313.0,3.88,0.44,2.08,,1134916.6,57400.0,63100.0,1032396.4,,45700.0,0.78,,,,45700.0,,,0.78,45700.0,,,,0.99,,,100.0,67.08,0.0,0.0,0.0,100.0,,1.0,100.0,1.4081,17.986
2024-04-29,91400.0,1640995.6,2.87,0.33,1.65,,820497.8,45700.0,45700.0,820497.8,,,,,,0.17,,11700.0,,,,,,17400.0,0.83,0.27,,100.0,61.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.2372,17.954
2024-04-30,23400.0,417783.6,0.73,0.09,0.42,,208891.8,11700.0,11700.0,208891.8,,,,,,0.61,,34000.0,,,,,,34000.0,0.21,0.61,,25.6,15.84,34000.0,607036.0,0.65,24.34,,1.0,100.0,0.3168,17.854
2024-05-01,23400.0,417783.6,0.73,0.09,0.42,,208891.8,11700.0,11700.0,208891.8,,,,,,,,,,,,,,,0.21,,,100.0,30.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.6006,
2024-05-02,91594.0,1602895.0,2.87,0.33,1.63,,841645.0,48094.0,48094.0,841645.0,,36394.0,0.57,4594.0,,,31800.0,,,0.57,36394.0,0.08,,,0.86,,,100.0,63.06,0.0,0.0,0.0,100.0,5.02,0.9047,94.98,1.2009,17.5
2024-05-03,68194.0,1212625.71,2.17,0.25,1.19,,647158.11,36394.0,36394.0,647158.11,,,,,,0.22,,11700.0,,,,,,11700.0,0.64,0.22,,100.0,56.37,0.0,0.0,0.0,100.0,6.74,0.8743,93.26,1.0562,17.782
2024-05-06,68946.0,1246819.46,2.13,0.25,1.23,,671748.26,37146.0,37146.0,671748.26,,752.0,0.01,,,,752.0,,,0.01,752.0,,,,0.66,,,100.0,56.87,0.0,0.0,0.0,100.0,7.75,0.8569,92.25,1.0555,18.084
2024-05-07,67594.0,1240485.09,2.04,0.24,1.22,,662397.09,36094.0,36094.0,662397.09,,,,,,0.01,,1052.0,,,,,,1052.0,0.65,0.01,,100.0,56.16,0.0,0.0,0.0,100.0,6.8,0.8733,93.2,1.0518,18.352
2024-05-08,43994.0,808081.79,1.2,0.16,0.81,,446232.19,24294.0,24294.0,446232.19,,,,,,0.21,,11800.0,,,,,,11800.0,0.44,0.21,,100.0,46.3,0.0,0.0,0.0,100.0,10.45,0.8128,89.55,0.8385,18.368
2024-05-09,43994.0,810193.5,1.2,0.16,0.81,,447398.3,24294.0,24294.0,447398.3,,,,,,,,,,,,,,,0.45,,,100.0,46.3,0.0,0.0,0.0,100.0,10.47,0.8126,89.53,0.8385,18.416
2024-05-10,4594.0,85044.13,0.13,0.02,0.08,,85044.13,4594.0,4594.0,85044.13,,,,,,0.36,,19700.0,,,,,,19700.0,0.08,0.36,,100.0,8.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.0876,18.512
2024-05-13,4594.0,84823.62,0.13,0.02,0.08,,84823.62,4594.0,4594.0,84823.62,,,,,,,,,,,,,,,0.08,,,100.0,14.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.1402,18.464
2024-05-14,4594.0,84676.61,0.13,0.02,0.08,,84676.61,4594.0,4594.0,84676.61,,,,,,,,,,,,,,,0.08,,,100.0,14.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.1402,18.432
2024-05-15,30934.0,578960.74,0.86,0.11,0.57,,578960.74,7534.0,30934.0,141006.34,,2940.0,0.05,23400.0,,,2940.0,,,0.05,2940.0,0.43,,,0.14,,,100.0,21.1,0.0,0.0,0.0,100.0,24.35,0.6316,75.65,0.8663,18.716
2024-05-16,30934.0,585085.68,0.94,0.11,0.58,,585085.68,7534.0,30934.0,142498.08,,,,,,,,,,,,,,,0.14,,,100.0,21.1,0.0,0.0,0.0,100.0,24.39,0.6312,75.61,0.8663,18.914
2024-05-17,30934.0,579455.69,0.93,0.11,0.58,,579455.69,7534.0,30934.0,141126.89,,,,,,,,,,,,,,,0.14,,,100.0,21.1,0.0,0.0,0.0,100.0,24.19,0.6332,75.81,0.8663,18.732
2024-05-20,27994.0,530486.3,0.81,0.1,0.52,,530486.3,4594.0,27994.0,87056.3,,,,,,0.06,,2940.0,,,,,,2940.0,0.09,0.06,,100.0,14.02,0.0,0.0,0.0,100.0,16.41,0.7256,83.59,0.8543,18.95
2024-05-21,35400.0,668989.2,1.06,0.13,0.67,,555601.2,6000.0,29400.0,113388.0,,1406.0,0.12,,,,6000.0,,,0.12,1406.0,,,4594.0,0.11,0.09,,100.0,17.56,0.0,0.0,0.0,100.0,,1.0,100.0,1.0359,18.898
2024-05-22,100000.0,1898400.0,3.01,0.36,1.89,,1171312.8,38300.0,61700.0,727087.2,,32300.0,0.61,,,,32300.0,,,0.61,32300.0,,,,0.72,,,100.0,57.62,0.0,0.0,0.0,100.0,,1.0,100.0,1.5043,18.984
2024-05-23,64700.0,1228394.2,1.93,0.23,1.22,,613247.8,32400.0,32300.0,615146.4,,,,,,0.11,,5900.0,,,,,,29400.0,0.61,0.55,,100.0,53.49,0.0,0.0,0.0,100.0,0.15,0.9969,99.85,1.0681,18.986
2024-05-24,100.0,1882.8,0.0,0.0,0.0,,0.0,100.0,0.0,1882.8,,,,,,0.61,,32300.0,,,,,,32300.0,0.0,0.61,,100.0,0.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.0035,18.828
2024-05-27,100.0,1883.0,0.0,0.0,0.0,,0.0,100.0,0.0,1883.0,,,,,,,,,,,,,,,0.0,,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0031,18.83
2024-05-28,100.0,1873.6,0.0,0.0,0.0,,0.0,100.0,0.0,1873.6,,,,,,,,,,,,,,,0.0,,,100.0,0.23,0.0,0.0,0.0,100.0,,1.0,100.0,0.0023,18.736
2024-05-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,100.0,,,,,,,0.0,,,0.0,0.0,43354.0,811413.46,33.1,0.0,,0.0,,0.0,18.716
2024-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,46154.0,851818.22,33.11,0.0,,0.0,,0.0,18.456
2024-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,46154.0,835387.4,32.98,0.0,,0.0,,0.0,18.1
2024-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,46154.0,848218.21,33.23,0.0,,0.0,,0.0,18.378
2024-06-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,46154.0,846648.98,33.14,0.0,,0.0,,0.0,18.344
2024-06-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,46154.0,870464.44,33.1,0.0,,0.0,,0.0,18.86
2024-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,44454.0,843381.29,33.52,0.0,,0.0,,0.0,18.972
2024-06-07,3000.0,57702.0,0.1,0.01,0.06,,28851.0,1500.0,1500.0,28851.0,,,,1500.0,,,,,,,,0.03,1500.0,,0.03,,,100.0,3.25,0.0,0.0,0.0,100.0,,1.0,100.0,0.065,19.234
2024-06-10,33800.0,658086.0,1.16,0.12,0.65,,329043.0,16900.0,16900.0,329043.0,,15400.0,0.3,,,,15400.0,,,0.3,15400.0,,,,0.33,,,100.0,28.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.5792,19.47
2024-06-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.32,,16900.0,,,,,,16900.0,0.0,0.32,,0.0,0.0,41454.0,808684.63,32.9,0.0,,0.0,,0.0,19.508
2024-06-12,53600.0,1055384.0,1.88,0.19,1.05,,527692.0,26800.0,26800.0,527692.0,,,,26800.0,,,,,,,,0.53,26800.0,,0.53,,,100.0,39.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.7869,19.69
2024-06-13,58499.0,1162375.13,2.05,0.21,1.16,,629859.13,31699.0,31699.0,629859.13,,4899.0,,4899.0,,,,,,,4899.0,0.1,,,0.63,,,100.0,43.41,0.0,0.0,0.0,100.0,8.37,0.8465,91.63,0.8012,19.87
2024-06-14,4899.0,98469.9,0.16,0.02,0.1,,98469.9,4899.0,4899.0,98469.9,,,,,,0.53,,26800.0,,,,,,26800.0,0.1,0.53,,100.0,6.71,0.0,0.0,0.0,100.0,,1.0,100.0,0.0671,20.1
2024-06-17,4899.0,98714.85,0.16,0.02,0.1,,98714.85,4899.0,4899.0,98714.85,,,,,,,,,,,,,,,0.1,,,100.0,6.71,0.0,0.0,0.0,100.0,,1.0,100.0,0.0671,20.15
2024-06-18,9800.0,199871.0,0.32,0.03,0.2,,99935.5,4900.0,4900.0,99935.5,,,0.0,,,0.1,1.0,4899.0,,0.0,,,4900.0,,0.1,,,100.0,8.12,0.0,0.0,0.0,100.0,,1.0,100.0,0.1624,20.395
2024-06-19,9800.0,200410.0,0.36,0.03,0.2,,100205.0,4900.0,4900.0,100205.0,,,,,,,,,,,,,,,0.1,,,100.0,8.93,0.0,0.0,0.0,100.0,,1.0,100.0,0.1787,20.45
2024-06-20,9800.0,201635.0,0.34,0.03,0.2,,100817.5,4900.0,4900.0,100817.5,,,,,,,,,,,,,,,0.1,,,100.0,8.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.1739,20.575
2024-06-21,9800.0,200508.0,0.32,0.03,0.2,,100254.0,4900.0,4900.0,100254.0,,,,,,,,,,,,,,,0.1,,,100.0,8.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.1739,20.46
2024-06-24,9800.0,200165.0,0.3,0.03,0.2,,100082.5,4900.0,4900.0,100082.5,,,,,,,,,,,,,,,0.1,,,100.0,8.97,0.0,0.0,0.0,100.0,,1.0,100.0,0.1793,20.425
2024-06-25,10988.0,223495.92,0.34,0.04,0.23,,123829.92,6088.0,6088.0,123829.92,,,0.02,,,,1188.0,,,0.02,,,1188.0,,0.12,,,100.0,9.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.1736,20.34
2024-06-26,10988.0,224539.78,0.33,0.04,0.22,,124408.28,6088.0,6088.0,124408.28,,,,,,,,,,,,,,,0.12,,,100.0,9.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.1747,20.435
2024-06-27,10988.0,224649.66,0.33,0.04,0.22,,124469.16,6088.0,6088.0,124469.16,,,,,,,,,,,,,,,0.12,,,100.0,9.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.1756,20.445
2024-06-28,10988.0,226737.38,0.34,0.04,0.22,,125625.88,6088.0,6088.0,125625.88,,,,,,,,,,,,,,,0.12,,,100.0,9.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.176,20.635
2024-07-01,9800.0,199038.0,0.3,0.03,0.2,,99519.0,4900.0,4900.0,99519.0,,,,,,0.02,,1188.0,,,,,,1188.0,0.1,0.02,,100.0,7.85,0.0,0.0,0.0,100.0,,1.0,100.0,0.1569,20.31
2024-07-02,9800.0,199871.0,0.28,0.03,0.2,,99935.5,4900.0,4900.0,99935.5,,,,,,,,,,,,,,,0.1,,,100.0,7.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.1547,20.395
2024-07-03,9800.0,200508.0,0.28,0.03,0.2,,100254.0,4900.0,4900.0,100254.0,,,,,,,,,,,,,,,0.1,,,100.0,7.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.1546,20.46
2024-07-04,9800.0,200704.0,0.28,0.03,0.2,,100352.0,4900.0,4900.0,100352.0,,,,,,,,,,,,,,,0.1,,,100.0,7.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.1548,20.48
2024-07-05,9800.0,201537.0,0.28,0.03,0.2,,100768.5,4900.0,4900.0,100768.5,,,,,,,,,,,,,,,0.1,,,100.0,7.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.1548,20.565
2024-07-08,19600.0,405524.0,0.56,0.07,0.4,,202762.0,9800.0,9800.0,202762.0,,4900.0,,4900.0,,,,,,,4900.0,0.1,,,0.2,,,100.0,15.82,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.3164,20.69
2024-07-09,19600.0,408366.0,0.55,0.07,0.4,,204183.0,9800.0,9800.0,204183.0,,,,,,,,,,,,,,,0.2,,,100.0,16.71,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.3342,20.835
2024-07-10,39000.0,813930.0,1.08,0.14,0.81,,406965.0,19500.0,19500.0,406965.0,,9700.0,0.2,,,,9700.0,,,0.2,9700.0,,,,0.4,,,100.0,35.69,0.0,0.0,0.0,100.0,25.13,0.6237,74.87,0.7138,20.87
2024-07-11,137400.0,2844180.0,3.9,0.48,2.86,,1422090.0,68700.0,68700.0,1422090.0,,,1.03,,,,49200.0,,,1.03,,,49200.0,,1.43,,,100.0,65.97,0.0,0.0,0.0,100.0,4.16,0.9203,95.84,1.3195,20.7
2024-07-12,108200.0,2259216.0,3.04,0.38,2.24,,1129608.0,54100.0,54100.0,1129608.0,,,,,,0.3,,14600.0,,,,,,14600.0,1.12,0.31,,100.0,51.95,0.0,0.0,0.0,100.0,4.74,0.9097,95.26,1.0391,20.88
2024-07-15,108200.0,2272741.0,3.07,0.37,2.26,,1136370.5,54100.0,54100.0,1136370.5,,,,,,,,,,,,,,,1.13,,,100.0,51.95,0.0,0.0,0.0,100.0,4.74,0.9096,95.26,1.0391,21.005
2024-07-16,71200.0,1500184.0,2.01,0.25,1.49,,750092.0,35600.0,35600.0,750092.0,,5500.0,0.12,,,0.5,5500.0,24000.0,,0.12,5500.0,,,24000.0,0.75,0.5,,100.0,44.43,0.0,0.0,0.0,100.0,17.1,0.7165,82.9,0.8885,21.07
2024-07-17,214200.0,4397526.0,5.99,0.74,4.53,,2198763.0,107100.0,107100.0,2198763.0,,71500.0,1.52,,,,71500.0,,,1.52,71500.0,,,,2.27,,,100.0,70.63,0.0,0.0,0.0,100.0,5.1,0.9032,94.9,1.4126,20.53
2024-07-18,158900.0,3221697.5,4.22,0.55,3.27,,1561175.0,81900.0,77000.0,1660522.5,,,,,,0.58,,25200.0,,,,,,30100.0,1.69,0.69,,100.0,64.78,0.0,0.0,0.0,100.0,3.7,0.9287,96.3,1.2568,20.275
2024-07-19,158900.0,3183561.5,4.17,0.55,3.23,,1542695.0,81900.0,77000.0,1640866.5,,,,,,,,,,,,,,,1.67,,,100.0,64.77,0.0,0.0,0.0,100.0,3.7,0.9287,96.3,1.2567,20.035
2024-07-22,71500.0,1445730.0,1.76,0.25,1.44,,1445730.0,0.0,71500.0,0.0,,,,,,1.67,,81900.0,,,,,,5500.0,0.0,0.11,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7326,20.22
2024-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,71500.0,0.0,1.44,,0.0,0.0,26398.0,546042.63,0.51,0.0,,0.0,,0.0,20.685
2024-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,26098.0,516896.99,0.51,0.0,,0.0,,0.0,19.806
2024-07-25,50000.0,982000.0,1.19,0.17,0.99,,491000.0,25000.0,25000.0,491000.0,,,,25000.0,,,,,,,,0.49,25000.0,,0.49,,,100.0,48.93,0.0,0.0,0.0,100.0,,1.0,100.0,0.9785,19.64
2024-07-26,50000.0,982600.0,1.19,0.17,0.99,,491300.0,25000.0,25000.0,491300.0,,,,,,,,,,,,,,,0.49,,,100.0,48.93,0.0,0.0,0.0,100.0,,1.0,100.0,0.9785,19.652
2024-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.49,,25000.0,,,,,,25000.0,0.0,0.49,,0.0,0.0,51348.0,1015766.14,1.01,0.0,,0.0,,0.0,19.782
2024-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,26348.0,520162.22,0.5,0.0,,0.0,,0.0,19.742
2024-07-31,158650.0,3229320.75,3.76,0.54,3.14,,1615169.25,79350.0,79350.0,1615169.25,,,,79350.0,,,,,,,,1.57,79350.0,,1.57,,,100.0,75.07,0.0,0.0,0.0,100.0,0.03,0.9994,99.97,1.5009,20.355
2024-08-01,158650.0,3188071.75,3.89,0.54,3.19,,1594538.25,79350.0,79350.0,1594538.25,,,,,,,,,,,,,,,1.6,,,100.0,75.07,0.0,0.0,0.0,100.0,0.03,0.9994,99.97,1.5009,20.095
2024-08-02,61600.0,1134672.0,1.51,0.21,1.23,,594966.0,29300.0,32300.0,539706.0,,,,,,1.0,,50050.0,,,,,,47050.0,0.59,0.94,,36.93,27.72,50050.0,921921.0,1.1,34.72,,1.0,100.0,0.5827,18.42
2024-08-05,79596.0,1394362.73,1.73,0.27,1.47,,693712.8,39996.0,39600.0,700649.93,,10696.0,0.08,,,,7300.0,,,0.08,10696.0,,,,0.74,,,100.0,60.28,0.0,0.0,0.0,100.0,0.5,0.9901,99.5,1.1996,17.518
2024-08-06,396.0,7084.44,0.01,0.0,0.01,,7084.44,396.0,396.0,7084.44,,,,396.0,,0.73,,39600.0,,,,0.01,,39600.0,0.01,0.73,,100.0,0.88,0.0,0.0,0.0,100.0,,1.0,100.0,0.0088,17.89
2024-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.01,,396.0,,,,,,396.0,0.0,0.01,,0.0,0.0,28015.0,513402.89,0.47,0.0,,0.0,,0.0,18.326
2024-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,26972.0,492940.27,0.47,0.0,,0.0,,0.0,18.276
2024-08-09,93000.0,1716222.0,1.49,0.32,1.7,,858111.0,46500.0,46500.0,858111.0,,,,46500.0,,,,,,,,0.85,46500.0,,0.85,,,100.0,63.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.2661,18.454
2024-08-12,93000.0,1721988.0,1.49,0.32,1.71,,860994.0,46500.0,46500.0,860994.0,,,,,,,,,,,,,,,0.85,,,100.0,62.67,0.0,0.0,0.0,100.0,,1.0,100.0,1.2533,18.516
2024-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.85,,46500.0,,,,,,46500.0,0.0,0.85,,0.0,0.0,74204.0,1400377.89,1.39,0.0,,0.0,,0.0,18.872
2024-08-14,104600.0,1985726.4,1.69,0.36,1.98,,992863.2,52300.0,52300.0,992863.2,,,,52300.0,,,,,,,,0.99,52300.0,,0.99,,,100.0,65.37,0.0,0.0,0.0,100.0,,1.0,100.0,1.3074,18.984
2024-08-15,104600.0,2056645.2,1.68,0.36,1.98,,1028322.6,52300.0,52300.0,1028322.6,,,,,,,,,,,,,,,0.99,,,100.0,65.37,0.0,0.0,0.0,100.0,,1.0,100.0,1.3074,19.662
2024-08-16,40600.0,800063.6,0.65,0.14,0.46,,400031.8,20300.0,20300.0,400031.8,,,,,,0.92,,32000.0,,,,,,32000.0,0.06,0.59,,100.0,42.29,0.0,0.0,0.0,100.0,,1.0,100.0,0.8458,19.706
2024-08-19,30600.0,603676.8,0.48,0.1,0.6,,301838.4,15300.0,15300.0,301838.4,,,,,,0.0,,5000.0,,,,,,5000.0,0.3,0.1,,100.0,35.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.7116,19.728
2024-08-20,165399.0,3255713.92,2.6,0.56,3.26,,1635720.72,83099.0,83099.0,1635720.72,,67799.0,1.32,799.0,,,67000.0,,,1.32,67799.0,0.02,,,1.64,,,100.0,75.0,0.0,0.0,0.0,100.0,0.48,0.9904,99.52,1.4927,19.684
2024-08-21,799.0,15725.92,0.01,0.0,0.02,,15725.92,799.0,799.0,15725.92,,,,,,1.62,,82300.0,,,,,,82300.0,0.02,1.62,,2.43,1.32,32101.0,631811.88,0.63,2.43,,1.0,100.0,0.0132,19.682
2024-08-22,799.0,15767.47,0.01,0.0,0.02,,15767.47,799.0,799.0,15767.47,,,,,,,,,,,,,,,0.02,,,100.0,2.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0226,19.734
2024-08-23,23799.0,466698.39,0.38,0.08,0.47,,241183.39,12299.0,12299.0,241183.39,,11500.0,,11500.0,,,,,,,11500.0,0.23,,,0.24,,,100.0,30.75,0.0,0.0,0.0,100.0,3.36,0.9351,96.64,0.5949,19.61
2024-08-26,23799.0,466841.18,0.38,0.08,0.47,,241257.18,12299.0,12299.0,241257.18,,,,,,,,,,,,,,,0.24,,,100.0,30.75,0.0,0.0,0.0,100.0,3.36,0.9351,96.64,0.5949,19.616
2024-08-27,23799.0,467364.76,0.38,0.08,0.47,,241527.76,12299.0,12299.0,241527.76,,,,,,,,,,,,,,,0.24,,,100.0,30.75,0.0,0.0,0.0,100.0,3.36,0.9351,96.64,0.5949,19.638
2024-08-28,799.0,15625.24,0.01,0.0,0.02,,15625.24,799.0,799.0,15625.24,,,,,,0.23,,11500.0,,,,,,11500.0,0.02,0.23,,100.0,2.31,0.0,0.0,0.0,100.0,6.5,1.0,100.0,0.0231,19.556
2024-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.02,,799.0,,,,,,799.0,0.0,0.02,,0.0,0.0,34554.0,692116.62,0.67,0.0,,0.0,,0.0,20.03
2024-08-30,32.0,635.2,0.0,0.0,0.0,,635.2,32.0,32.0,635.2,,,,32.0,,,,,,,,0.0,32.0,,0.0,,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0009,19.85
2024-09-02,32.0,646.08,0.0,0.0,0.0,,646.08,32.0,32.0,646.08,,,,,,,,,,,,,,,0.0,,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0009,20.19
