,OR FP Equity_DX_SI_QTY,OR FP Equity_DX_SHORT_INTEREST_VALUE,OR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,OR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,OR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,OR FP Equity_DX_SI_MV,OR FP Equity_DX_DSS,OR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,OR FP Equity_DX_SUPPLY_SI_QTY,OR FP Equity_DX_BROKER_SI_QTY,OR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,OR FP Equity_DX_BROKER_SI_MV_NEW_x,OR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,OR FP Equity_DX_SUPPLY_SI_QTY_INC_x,OR FP Equity_DX_BROKER_SI_MV_INC_x,OR FP Equity_DX_SUPPLY_SI_MV_NEW,OR FP Equity_DX_BROKER_SI_QTY_ADD,OR FP Equity_DX_BROKER_SI_QTY_NEW,OR FP Equity_DX_SUPPLY_SI_MV_DEC,OR FP Equity_DX_BROKER_SI_QTY_INC,OR FP Equity_DX_SUPPLY_SI_QTY_DEC,OR FP Equity_DX_BROKER_SI_MV_NEW_y,OR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,OR FP Equity_DX_BROKER_SI_MV_INC_y,OR FP Equity_DX_SUPPLY_SI_QTY_INC_y,OR FP Equity_DX_BROKER_SI_MV_ADD,OR FP Equity_DX_SUPPLY_SI_QTY_ADD,OR FP Equity_DX_BROKER_SI_QTY_DEC,OR FP Equity_DX_SUPPLY_SI_MV,OR FP Equity_DX_BROKER_SI_MV_DEC,OR FP Equity_DX_SUPPLY_SI_MV_RMV,OR FP Equity_DX_BROKER_SI_MV_RMV,OR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,OR FP Equity_DX_UTILIZATION_QUANTITY,OR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,OR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,OR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,OR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,OR FP Equity_DX_ACTIVE_UTILIZATION_MV,OR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,OR FP Equity_DX_BROKER_SI_CON_RATIO,OR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,OR FP Equity_DX_DEMAND_SUPPLY_RATIO,OR FP Equity_PX_LAST
2024-07-15,536692.0,218057959.6,0.22,1.79,0.1,222.6,0.0,161574539.9,239956.0,397673.0,97494122.8,,,,0.04,,,,0.1,90.0,240.0,,,0.04,,,,,99.1,,,,0.43,0.43,55557364.0,22572956993.2,,22843.66,0.43,13.23,0.1501,28.34,0.0096,406.3
2024-07-16,520692.0,208276800.0,0.22,1.72,0.1,213.13,0.0,155869200.0,231956.0,389673.0,92782400.0,,,,,,,,3.32,,8000.0,,,,,,,8000.0,94.38,3.4,,,0.41,0.41,56164904.0,22465961600.0,,22737.67,0.41,13.61,0.1563,29.17,0.0092,400.0
2024-07-17,507448.0,204780640.4,0.21,1.66,0.09,207.17,0.0,154519698.55,225484.0,382901.0,90994068.2,,,,,,,,2.76,,6472.0,,,,,,,6772.0,90.11,2.75,,,0.4,0.4,56166140.0,22665845797.0,,22472.91,0.4,14.13,0.1658,30.29,0.009,403.55
2024-07-18,473434.0,192308890.8,0.2,1.54,0.09,194.33,0.0,145533336.0,216091.0,358280.0,87776164.2,,,,,,,,3.76,,9393.0,,,,,,,24621.0,87.17,9.83,,,0.38,0.38,56299588.0,22868892645.6,,22767.5,0.38,15.2,0.1866,32.33,0.0084,406.2
2024-07-19,473391.0,191462989.95,0.2,1.53,0.09,194.62,0.0,144888954.65,216091.0,358237.0,87398004.95,,,,,,,,,,,,,,,,,43.0,87.69,0.02,,,0.38,0.38,56259252.0,22754054471.4,,22841.1,0.38,15.12,0.1868,32.39,0.0084,404.45
2024-07-22,616464.0,252349538.4,0.26,1.96,0.12,254.52,0.0,182211100.05,290736.0,445123.0,119012781.6,,,19269.0,,,86916.0,,6.09,,15271.0,,,,19269.0,36.04,70647.0,30.0,117.58,0.01,,,0.51,0.51,56218068.0,23012866135.8,,22798.27,0.51,24.24,0.1681,25.16,0.0109,409.35
2024-07-23,575836.0,233040829.2,0.24,1.84,0.11,237.49,0.0,168185226.0,261193.0,415580.0,105704807.1,,,,,,,,11.87,,29543.0,,,,,,,29543.0,107.01,12.51,,,0.46,0.46,56247936.0,22763539699.2,,22980.15,0.46,19.92,0.1588,25.7,0.0102,404.7
2024-07-24,561060.0,223442145.0,0.23,1.8,0.1,229.65,0.0,162556490.25,253820.0,408177.0,101083815.0,,,,,,,,3.06,,7373.0,,,,,,,7403.0,102.77,3.3,,,0.45,0.45,56234636.0,22395443787.0,,22667.02,0.45,17.74,0.158,26.61,0.0099,398.25
2024-07-25,575345.0,225736610.75,0.24,1.84,0.11,230.99,0.0,165752965.7,268105.0,422462.0,105190996.75,,,14285.0,,,14285.0,,,,,,,,14285.0,5.68,,,106.69,,,,0.48,0.48,56162564.0,22035381985.4,,22284.92,0.48,17.26,0.1498,25.61,0.0102,392.35
2024-07-26,579346.0,231043184.8,0.24,1.84,0.11,232.71,0.0,190013045.6,272106.0,476462.0,108515872.8,,,,21.18,,,,19.85,54000.0,50000.0,,,21.18,,,54001.0,,107.09,,,,0.48,0.48,56249168.0,22432168198.4,,22149.12,0.48,21.15,0.1577,25.84,0.0103,398.8
2024-07-29,606852.0,238250095.2,0.25,1.96,0.11,244.83,0.0,176002187.4,327775.0,448299.0,128684465.0,,,,9.89,,,,0.0,21837.0,1.0,,,9.89,,,55670.0,50000.0,130.5,19.6,,,0.58,0.58,56184328.0,22057967172.8,,22334.27,0.58,20.13,0.1472,24.17,0.0107,392.6
2024-07-30,590578.0,231683749.4,0.24,1.92,0.11,236.72,0.0,169483407.5,313490.0,432025.0,122982127.0,,,,,,,,5.76,,14285.0,,,,,,,16274.0,123.05,6.98,,,0.56,0.56,55424240.0,21742929352.0,,21752.41,0.56,20.82,0.1514,24.99,0.0106,392.3
2024-07-31,624159.0,250069303.35,0.26,2.01,0.12,252.58,0.0,179796094.65,330276.0,448761.0,132325079.4,,,,7.38,,,,0.05,16845.0,59.0,,,7.38,,,16845.0,109.0,129.95,0.0,,,0.6,0.6,55176372.0,22106413441.8,,21742.04,0.59,19.5,0.1469,23.91,0.0112,400.65
2024-08-01,634913.0,246251007.05,0.26,1.95,0.12,255.57,0.0,169468730.4,352847.0,436944.0,136851708.95,,,,,,,,4.24,,11759.0,,,,,,34330.0,11817.0,140.8,4.99,,,0.64,0.64,55100712.0,21370811149.2,,21913.01,0.64,19.3,0.1351,22.87,0.0114,387.85
2024-08-02,649863.0,247630296.15,0.27,1.95,0.12,255.62,0.0,185427313.1,363346.0,486622.0,138452993.3,,,11803.0,5.84,,34330.0,,0.68,16652.0,1304.0,,,5.84,11803.0,13.98,,1304.0,139.87,1.03,,,0.66,0.66,54732464.0,20855805407.2,,21061.16,0.66,19.05,0.1336,22.46,0.0118,381.05
2024-08-05,673443.0,259241882.85,0.28,2.06,0.13,264.05,0.0,196284080.25,386619.0,509895.0,148828984.05,,,1979.0,0.67,,21294.0,,,1979.0,,,,0.67,1979.0,8.12,21294.0,,147.39,,,,0.7,0.7,54969652.0,21160567537.4,,20983.74,0.7,18.42,0.1269,21.96,0.0122,384.95
2024-08-06,685839.0,264219474.75,0.28,2.04,0.13,270.36,0.0,192462424.5,389345.0,499578.0,149995161.25,,,,4.4,,,,8.11,10977.0,21294.0,,,4.4,,,24020.0,21294.0,150.04,8.12,,,0.7,0.7,55095160.0,21225410390.0,,21234.62,0.7,18.3,0.1273,21.83,0.0124,385.25
2024-08-07,726545.0,284079095.0,0.3,2.11,0.14,287.87,0.0,202193529.0,418583.0,517119.0,163665953.0,,,6002.0,7.23,,,,4.06,17856.0,10667.0,,,7.23,6002.0,,33903.0,315.0,161.63,0.12,,,0.75,0.75,55041212.0,21521113892.0,,21284.7,0.75,17.17,0.1202,20.78,0.0131,391.0
2024-08-08,893904.0,345046944.0,0.37,2.52,0.17,354.38,0.0,271586126.0,577370.0,703591.0,222864820.0,,,120119.0,4.08,,177900.0,,0.16,8572.0,405.0,,,4.08,120119.0,69.56,39073.0,,225.7,,,,1.04,1.04,54942176.0,21207679936.0,,21405.9,1.04,16.7,0.1208,20.07,0.0161,386.0
2024-08-09,1115385.0,426913608.75,0.46,3.13,0.21,436.12,0.0,331194340.5,733383.0,865302.0,280702343.25,,,25.0,43.15,,61421.0,,8.1,114100.0,19533.0,,,43.15,25.0,23.79,175521.0,13810.0,283.18,6.25,,,1.32,1.32,54796408.0,20973325162.0,,21084.02,1.33,13.4,0.1318,26.3,0.0201,382.75
2024-08-12,1297168.0,488578327.2,0.54,3.72,0.24,501.42,0.0,400415485.05,897579.0,1063097.0,338073130.35,,,88988.0,40.07,,148600.0,,13.6,107234.0,35326.0,,,40.07,88988.0,56.88,110534.0,58039.0,344.61,23.23,,,1.62,1.62,54624756.0,20574414347.4,,20863.74,1.62,11.44,0.2189,42.28,0.0234,376.65
2024-08-13,1359723.0,512343626.4,0.56,3.86,0.25,518.64,0.0,432169252.8,876704.0,1146946.0,330342067.2,,,419.0,45.97,,,,9.68,122864.0,21641.0,,,45.97,419.0,,347.0,39015.0,330.63,15.11,,,1.58,1.58,54613148.0,20578234166.4,,20528.23,1.59,20.04,0.2228,40.19,0.0245,376.8
2024-08-14,1405425.0,534834483.75,0.58,4.01,0.26,537.41,0.0,466677978.75,931653.0,1226325.0,354540549.15,,,426.0,33.61,,,,12.88,88892.0,33677.0,,,33.61,426.0,,88200.0,9513.0,350.83,3.61,,,1.68,1.68,54593580.0,20775586869.0,,20585.61,1.68,19.4,0.257,44.75,0.0253,380.55
2024-08-15,1322771.0,508208618.2,0.55,3.76,0.25,511.07,0.0,439838691.4,897292.0,1144817.0,344739586.4,,,,0.41,,,,12.97,426.0,34787.0,,,0.41,,,426.0,81934.0,341.5,28.8,,,1.62,1.62,54615036.0,20983096831.2,,20861.21,1.61,20.61,0.2355,41.41,0.0238,384.2
2024-08-16,1836389.0,707652501.15,0.76,5.2,0.34,712.13,0.0,626338256.25,987677.0,1625375.0,380601331.95,,,56597.0,205.11,,,,0.85,527310.0,2800.0,,,205.11,56597.0,,36588.0,46752.0,379.8,17.73,,,1.79,1.79,54295376.0,20922723141.6,,20830.88,1.79,35.36,0.2866,38.88,0.0332,385.35
2024-08-19,1830887.0,706173115.9,0.76,5.16,0.34,711.22,0.0,605279395.7,863818.0,1569301.0,333174602.6,,,51466.0,0.29,,8216.0,,67.7,621.0,175325.0,,,0.29,51466.0,3.17,,64911.0,332.56,24.4,,,1.56,1.56,54406968.0,20984767557.6,,20912.23,1.57,33.22,0.2808,39.93,0.0331,385.7
2024-08-20,1550154.0,596964305.4,0.64,4.4,0.29,602.72,0.0,496125870.4,583085.0,1288304.0,224546033.5,,,532.0,,,,,108.43,,281265.0,,,,532.0,,,280997.0,224.5,108.21,,,1.05,1.05,54706564.0,21067497796.4,,21048.26,1.06,20.56,0.2831,47.47,0.028,385.1
2024-08-21,1232901.0,481447840.5,0.51,3.55,0.23,484.59,0.0,405613912.0,406312.0,1038704.0,158664836.0,,,2891.0,6.23,,,,76.38,16195.0,198200.0,,,6.23,2891.0,,18536.0,265795.0,156.57,102.55,,,0.73,0.73,54936924.0,21452868822.0,,21195.38,0.73,9.97,0.3453,56.69,0.0223,390.5
2024-08-22,1174869.0,460842365.25,0.49,3.39,0.22,464.92,0.0,388808790.75,355483.0,991227.0,139438206.75,,,,1.3,,,,19.72,2707.0,51982.0,,,1.3,,,1153.0,50184.0,139.07,19.65,,,0.64,0.64,54986864.0,21568597404.0,,21501.77,0.64,10.41,0.3756,59.36,0.0212,392.25
2024-08-23,1280463.0,505014607.2,0.53,3.71,0.24,505.2,0.0,427443620.8,459158.0,1083782.0,181091915.2,,,,46.78,,,,10.61,119687.0,27132.0,,,46.78,,,130807.0,27132.0,179.84,11.69,,,0.83,0.83,54866296.0,21639267142.4,,21487.81,0.83,14.83,0.3431,55.15,0.0231,394.4
2024-08-26,1215067.0,480315985.1,0.5,3.53,0.23,483.01,0.0,406426904.4,391250.0,1028148.0,154661125.0,,,,3.26,,,,26.31,8371.0,67908.0,,,3.26,,,,64005.0,154.51,24.72,,,0.71,0.71,54961160.0,21726146548.0,,21690.67,0.71,10.1,0.3666,58.18,0.022,395.3
2024-08-27,1293244.0,507274959.0,0.54,3.8,0.24,511.53,0.0,429443929.5,459463.0,1094822.0,180224361.75,,,5256.0,26.3,,315.0,,0.06,66384.0,89.0,,,26.3,5256.0,0.12,63046.0,25.0,181.18,0.01,,,0.83,0.83,54919392.0,21542131512.0,,21656.67,0.83,15.05,0.3361,54.46,0.0234,392.25
2024-08-28,1370965.0,536595701.0,0.57,4.08,0.26,540.92,0.0,443313339.0,496073.0,1132635.0,194162972.2,,,25298.0,15.99,,2300.0,,2.69,41111.0,6801.0,,,15.99,25298.0,0.95,18113.0,5598.0,194.93,2.32,,,0.9,0.9,54923164.0,21496926389.6,,21559.34,0.9,20.41,0.3203,51.35,0.0247,391.4
2024-08-29,1237189.0,493081675.95,0.51,3.71,0.23,493.55,0.0,413654247.9,457421.0,1037898.0,182305139.55,,,,,,,,16.43,,41652.0,,,,,,3000.0,94737.0,179.96,37.48,,,0.83,0.83,54945516.0,21898535401.8,,21631.1,0.83,11.61,0.3607,57.37,0.0223,398.55
2024-08-30,1203278.0,477220054.8,0.5,3.64,0.22,481.62,0.0,404157609.6,383270.0,1019056.0,152004882.0,,,,0.08,,,,28.92,215.0,74151.0,,,0.08,,,,19057.0,152.69,6.91,,,0.69,0.69,54918000.0,21780478800.0,,21865.24,0.69,10.9,0.3677,58.03,0.0218,396.6
2024-09-02,1252963.0,495358922.05,0.52,3.76,0.23,499.55,0.0,413084610.3,407853.0,1044858.0,161244683.55,,,471.0,9.73,,700.0,,0.68,25102.0,1690.0,,,9.73,471.0,0.29,25802.0,,161.55,,,,0.74,0.74,54877720.0,21695906602.0,,21747.15,0.74,14.47,0.3486,55.68,0.0227,395.35
2024-09-03,1311551.0,521341522.5,0.54,3.97,0.25,524.34,0.0,436547617.5,467387.0,1098233.0,185786332.5,,,5213.0,21.71,,,,,55065.0,,,,21.71,5213.0,,54321.0,1690.0,185.08,0.68,,,0.84,0.84,54874468.0,21812601030.0,,21737.27,0.84,15.92,0.3284,53.52,0.0237,397.5
2024-09-04,1273120.0,498362824.0,0.53,3.87,0.24,504.51,0.0,414675511.4,424727.0,1059332.0,166259384.15,,,470.0,1.68,,,,17.27,4229.0,43760.0,,,1.68,470.0,,630.0,43130.0,168.09,16.99,,,0.77,0.77,54581092.0,21365768463.4,,21588.87,0.77,15.42,0.3412,54.77,0.0231,391.45
2024-09-05,1368827.0,530488903.85,0.57,4.13,0.26,532.78,0.0,415787668.1,455059.0,1072862.0,176358115.45,,,351.0,28.7,,,,24.31,74530.0,61000.0,,,28.7,351.0,,90981.0,61000.0,177.26,27.84,,,0.83,0.83,54527728.0,21132220986.4,,21273.97,0.83,24.55,0.3323,51.32,0.0249,387.55
2024-09-06,1341698.0,513601994.4,0.56,4.05,0.25,516.98,0.0,414734324.4,428079.0,1083423.0,163868641.2,,,26057.0,6.93,,,,20.96,16663.0,53293.0,,,6.93,26057.0,,256.0,6102.0,165.38,3.39,,,0.78,0.78,54598680.0,20900374704.0,,21083.38,0.78,25.16,0.3541,53.28,0.0244,382.8
2024-09-09,1252404.0,480359554.2,0.52,3.73,0.23,482.21,0.0,408992022.15,376167.0,1066333.0,144278852.85,,,227.0,14.61,,15100.0,,30.73,37933.0,79248.0,,,14.61,227.0,6.11,27109.0,70123.0,144.31,27.56,,,0.68,0.68,54681616.0,20973133816.8,,20989.89,0.68,17.14,0.3674,57.35,0.0227,383.55
2024-09-10,1274010.0,479728465.5,0.53,3.79,0.24,485.15,0.0,409663430.45,406066.0,1087939.0,152904152.3,,,6126.0,11.09,,,,4.74,28606.0,11446.0,,,11.09,6126.0,,35219.0,7000.0,155.07,2.76,,,0.74,0.74,54558296.0,20543926358.8,,20846.82,0.74,17.37,0.3526,55.97,0.0232,376.55
2024-09-11,1333330.0,490265441.0,0.55,3.97,0.25,497.59,0.0,414113300.2,461857.0,1126226.0,169824818.9,,,33240.0,13.17,,,,0.15,38287.0,323.0,,,13.17,33240.0,,22874.0,,172.65,,,,0.84,0.84,54203168.0,19930504873.6,,20299.46,0.84,20.38,0.334,53.23,0.0244,367.7
2024-09-12,1435558.0,524265781.6,0.59,4.29,0.27,529.81,0.0,440465163.6,537926.0,1206093.0,196450575.2,,,23211.0,40.34,,,,12.07,110942.0,31925.0,,,40.34,23211.0,,84783.0,31075.0,196.89,11.79,,,0.99,0.99,53951520.0,19703095104.0,,19783.81,0.99,25.22,0.326,50.32,0.0263,365.2
2024-09-13,1367848.0,501521469.2,0.57,4.04,0.26,504.12,0.0,428972067.05,521167.0,1169977.0,191085880.55,,,43054.0,8.33,,,,23.63,22361.0,64458.0,,,8.33,43054.0,,4645.0,58477.0,190.27,22.9,,,0.96,0.96,53934324.0,19775019894.6,,19688.77,0.96,19.77,0.3338,53.11,0.0251,366.65
2024-09-16,1161243.0,424898813.7,0.48,3.46,0.22,427.89,0.0,379215832.8,269056.0,1036392.0,98447590.4,,,3624.0,16.82,,20500.0,,93.77,42731.0,256885.0,,,16.82,3624.0,7.89,1150.0,196816.0,98.3,72.43,,,0.5,0.5,53840136.0,19700105762.4,,19702.82,0.5,15.8,0.4316,63.14,0.0215,365.9
2024-09-17,1108370.0,408268089.5,0.46,3.34,0.21,409.63,0.0,365265805.45,256247.0,991627.0,94388582.45,,,,,,,,4.56,,12809.0,,,,,,,44765.0,94.06,17.33,,,0.47,0.47,53865196.0,19841244946.6,,19746.78,0.47,12.44,0.4606,66.07,0.0205,368.35
2024-09-18,1143558.0,418313516.4,0.47,3.44,0.21,420.94,0.0,373694695.6,289376.0,1021582.0,105853740.8,,,2000.0,,,62213.0,,11.34,,31084.0,,,,2000.0,22.79,62213.0,32258.0,106.35,11.89,,,0.54,0.54,53749592.0,19661600753.6,,19762.77,0.54,9.07,0.4134,62.52,0.0212,365.8
2024-09-19,960232.0,363927928.0,0.4,2.95,0.18,361.25,0.0,326173843.0,228773.0,860617.0,86704967.0,,,,4.18,,,,26.41,11396.0,71999.0,,,4.18,,,11396.0,172361.0,84.18,56.39,,,0.42,0.42,53811216.0,20394450864.0,,19825.28,0.42,10.35,0.3662,58.19,0.0178,379.0
2024-09-20,886889.0,328592374.5,0.37,2.71,0.17,330.53,0.0,289949224.5,205068.0,782589.0,75977694.0,,,,,,,,13.04,,36916.0,,,,,,13211.0,78028.0,76.94,29.19,,,0.38,0.38,53813724.0,19937984742.0,,20179.54,0.38,8.28,0.4078,62.22,0.0164,370.5
2024-09-23,962720.0,354088416.0,0.4,2.83,0.18,357.81,0.0,294324226.2,259671.0,800229.0,95506993.8,,,,21.87,,,,2.75,58125.0,7110.0,,,21.87,,,61713.0,40485.0,97.95,15.77,,,0.48,0.48,54191756.0,19931727856.8,,20048.68,0.49,20.56,0.3759,56.84,0.0177,367.8
2024-09-24,1168563.0,447910197.9,0.48,3.48,0.22,442.28,0.0,390992447.7,435884.0,1020069.0,167074337.2,,,,70.12,,29630.0,,0.17,190210.0,13.0,,,70.12,,10.9,190210.0,,161.99,,5.2,,0.8,0.8,53821380.0,20629734954.0,13984.0,19966.59,0.8,29.78,0.3257,47.88,0.0215,383.3
2024-09-25,1017252.0,388641126.6,0.42,2.99,0.19,389.44,0.0,333958692.15,302380.0,874123.0,115524279.0,,,,6.1,,,,60.37,16008.0,167075.0,,,6.1,,,33571.0,161954.0,117.17,58.92,,,0.56,0.56,53927712.0,20603082369.6,,20660.57,0.56,19.48,0.3425,54.22,0.0188,382.05
2024-09-26,1064389.0,434962564.85,0.44,3.17,0.2,425.78,0.0,377872933.9,363125.0,924686.0,148391031.25,,,,42.04,,,,17.53,110259.0,45692.0,,,42.04,,,106437.0,59696.0,142.73,22.62,,,0.67,0.67,53700860.0,21944856439.0,,20853.11,0.68,11.35,0.3121,53.0,0.0197,408.65
2024-09-27,1138598.0,462213858.1,0.47,3.25,0.21,462.52,0.0,400120558.0,407959.0,985640.0,165610956.05,,,,35.55,,,,7.81,86332.0,25731.0,,,35.55,,,70565.0,25378.0,167.58,7.66,,,0.75,0.75,53767944.0,21827096866.8,,21917.73,0.76,18.15,0.2816,48.43,0.021,405.95
2024-09-30,1404413.0,564644246.65,0.58,3.89,0.26,570.01,0.0,490240069.55,667802.0,1219351.0,268489794.1,,,80858.0,94.55,,6024.0,,3.76,227687.0,9019.0,,,94.55,80858.0,2.57,188004.0,,272.37,,,,1.23,1.23,53475528.0,21499836032.4,,21674.69,1.24,25.17,0.2438,39.79,0.0259,402.05
2024-10-01,1147844.0,449495710.4,0.48,3.12,0.21,455.87,0.0,388734662.8,468802.0,992683.0,183582863.2,,,28799.0,18.55,,,,106.2,46980.0,256427.0,,,18.55,28799.0,,28628.0,273648.0,187.93,111.91,,,0.86,0.86,53991560.0,21143094896.0,,21648.24,0.86,17.51,0.2849,49.0,0.0211,391.6
2024-10-02,1273771.0,502247905.3,0.53,3.41,0.24,503.91,0.0,451096549.2,607858.0,1144044.0,239678409.4,,,10157.0,56.83,,2200.0,,8.39,149161.0,18261.0,,,56.83,10157.0,0.86,147160.0,,238.75,,,,1.11,1.11,53979920.0,21284282456.0,,21191.37,1.11,16.26,0.2499,44.81,0.0233,394.3
2024-10-03,1060303.0,413200079.1,0.44,2.8,0.2,416.58,0.0,370856056.5,369634.0,951645.0,144046369.8,,,705.0,,,,,96.4,,245625.0,,,,705.0,,6696.0,192399.0,145.32,76.49,,,0.68,0.68,54138864.0,21097915300.8,,21281.29,0.68,8.63,0.3064,52.89,0.0195,389.7
2024-10-04,1145699.0,450660701.65,0.47,3.01,0.21,450.23,0.0,384555874.05,414318.0,977643.0,162971985.3,,,33700.0,22.21,,500.0,,36.29,56666.0,92000.0,,,22.21,33700.0,0.21,102984.0,31168.0,162.03,12.9,,,0.76,0.76,54079344.0,21272109962.4,,21143.22,0.76,12.26,0.2884,50.82,0.021,393.35
2024-10-07,986391.0,389180569.05,0.41,2.56,0.18,388.26,0.0,326190661.55,390166.0,826741.0,153939995.3,,,,10.8,,,,20.24,27577.0,52338.0,,,10.8,,,28186.0,178479.0,153.56,69.96,,,0.72,0.72,53675840.0,21177802672.0,,21123.57,0.72,8.47,0.2461,46.45,0.0182,394.55
2024-10-08,1040173.0,402442933.7,0.43,2.66,0.19,406.19,0.0,321683749.1,412823.0,831439.0,159721218.7,,,15206.0,0.39,,54742.0,,19.86,275.0,50324.0,,,0.39,15206.0,21.69,57775.0,50319.0,162.26,19.67,,,0.76,0.76,53611696.0,20742365182.4,,21037.71,0.77,10.45,0.2273,44.1,0.0193,386.9
2024-10-09,1048666.0,408979740.0,0.43,2.64,0.2,408.11,0.0,331039020.0,402131.0,848818.0,156831090.0,,,7260.0,9.4,,,,16.24,26087.0,39533.0,,,9.4,7260.0,,21581.0,8708.0,155.98,3.91,,,0.74,0.74,53589752.0,20900003280.0,,20789.36,0.74,9.76,0.2272,43.91,0.0194,390.0
2024-10-10,931083.0,363122370.0,0.39,2.34,0.17,363.0,0.0,277240080.0,537760.0,710872.0,209726400.0,,,134152.0,108.61,,,,52.52,278915.0,135603.0,,,108.61,134152.0,,137080.0,416861.0,209.7,162.13,,,1.0,1.0,53342132.0,20803431480.0,,20799.96,1.0,20.85,0.1469,21.24,0.0173,390.0
2024-10-11,1224472.0,483176651.2,0.51,3.07,0.23,479.21,0.0,331539368.6,707578.0,840191.0,279210278.8,,,50527.0,53.29,,,,1.25,132383.0,3092.0,,,53.29,50527.0,,122383.0,3064.0,275.96,1.19,,,1.31,1.31,53297760.0,21031296096.0,,20823.5,1.31,16.56,0.204,37.05,0.0227,394.6
2024-10-14,1067956.0,418158171.8,0.44,2.71,0.2,420.71,0.0,263914097.2,608998.0,674024.0,238453166.9,,,10474.0,19.68,,,,43.04,48903.0,110535.0,,,19.68,10474.0,,1481.0,215070.0,239.55,84.32,,,1.13,1.13,53359144.0,20892772833.2,,21041.58,1.13,19.39,0.1763,32.55,0.0198,391.55
2024-10-15,1005990.0,378654636.0,0.42,2.52,0.19,390.63,0.0,266345909.6,602096.0,707614.0,226628934.4,,,,47.03,,,,39.61,127290.0,99687.0,,,47.03,,,118263.0,93700.0,235.03,37.22,9.94,,1.12,1.12,53278812.0,20054144836.8,25478.0,20689.46,1.12,13.84,0.1605,32.06,0.0187,376.4
2024-10-16,1004234.0,369758958.8,0.42,2.43,0.19,378.75,0.0,240068609.2,573811.0,652006.0,211277210.2,,,52700.0,4.69,,3831.0,,62.59,13515.0,157260.0,,,4.69,52700.0,1.52,76275.0,72954.0,215.85,31.46,,,1.06,1.06,53653036.0,19755047855.2,,20114.23,1.06,13.39,0.1647,33.7,0.0185,368.2
2024-10-17,665071.0,247506172.65,0.28,1.55,0.12,247.87,0.0,151911630.0,421873.0,408200.0,157000036.95,,,643.0,,,18210.0,,72.59,,192121.0,,,,643.0,7.05,39540.0,262016.0,155.85,98.49,,,0.78,0.78,53589192.0,19943217802.8,,19819.81,0.78,13.5,0.1108,21.56,0.0123,372.15
2024-10-18,396869.0,147913076.3,0.16,0.91,0.07,147.9,0.0,94957624.1,288082.0,254783.0,107368161.4,,,,5.03,,,,54.18,13344.0,147135.0,,,5.03,,,13344.0,166761.0,106.99,61.93,,,0.53,0.53,53717712.0,20020591262.4,,19957.67,0.53,14.17,0.1082,16.33,0.0073,372.7
2024-10-21,572913.0,208368458.1,0.24,1.32,0.11,220.82,0.0,154791447.4,461961.0,425602.0,168015215.7,,,,87.65,,,,15.24,214876.0,40997.0,,,87.65,,,214876.0,44057.0,172.23,16.5,,,0.85,0.85,53589416.0,19490470599.2,,19879.45,0.86,15.75,0.2499,44.93,0.0106,363.7
2024-10-22,553193.0,203160129.25,0.23,1.27,0.1,203.52,0.0,146248498.5,256118.0,398226.0,94059335.5,,,,1.56,,600.0,,78.96,4826.0,211269.0,,,1.56,,0.23,5426.0,32802.0,94.3,21.14,,,0.47,0.47,53858440.0,19779512090.0,,19629.92,0.48,18.5,0.2136,38.98,0.0102,367.25
2024-10-23,357587.0,128051904.7,0.15,0.83,0.07,131.32,0.0,78499817.2,252297.0,219212.0,90347555.7,,,,6.33,,,,8.1,17209.0,21030.0,,,6.33,,,17209.0,196223.0,92.26,71.71,,,0.47,0.47,53834376.0,19278090045.6,,19653.57,0.47,14.96,0.1616,30.98,0.0066,358.1
2024-10-24,407373.0,146124695.1,0.17,0.95,0.08,147.41,0.0,96489582.6,302083.0,268998.0,108357172.1,,,278.0,17.99,,,,,49786.0,,,,17.99,278.0,,49508.0,,107.95,,,,0.56,0.56,53705132.0,19264030848.4,,19207.05,0.56,15.63,0.1479,27.11,0.0075,358.7
2024-10-25,296536.0,105463028.4,0.12,0.7,0.06,106.06,0.0,73257853.95,237588.0,205983.0,84498172.2,,,252.0,,,6679.0,,26.97,,75767.0,,,,252.0,2.4,11020.0,69694.0,85.09,26.07,,,0.44,0.44,53861336.0,19155784148.4,,19271.2,0.44,16.77,0.136,19.63,0.0055,355.65
2024-10-28,256681.0,92289653.55,0.11,0.61,0.05,91.67,0.0,68712521.85,212609.0,191107.0,76443565.95,,,,,,,,9.07,,24979.0,,,,,,,14876.0,75.8,5.34,,,0.39,0.39,53737568.0,19321342574.4,,19162.42,0.39,19.4,0.1597,22.73,0.0048,359.55
