,C6E FP Equity_DX_SI_QTY,C6E FP Equity_DX_SHORT_INTEREST_VALUE,C6E FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,C6E FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,C6E FP Equity_DX_SI_MV,C6E FP Equity_DX_DSS,C6E FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,C6E FP Equity_DX_SUPPLY_SI_QTY,C6E FP Equity_DX_BROKER_SI_QTY,C6E FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,C6E FP Equity_DX_BROKER_SI_MV_NEW_x,C6E FP Equity_DX_SUPPLY_SI_QTY_NEW_x,C6E FP Equity_DX_SUPPLY_SI_QTY_INC_x,C6E FP Equity_DX_BROKER_SI_MV_INC_x,C6E FP Equity_DX_SUPPLY_SI_MV_NEW,C6E FP Equity_DX_BROKER_SI_QTY_ADD,C6E FP Equity_DX_BROKER_SI_QTY_NEW,C6E FP Equity_DX_SUPPLY_SI_MV_DEC,C6E FP Equity_DX_BROKER_SI_QTY_INC,C6E FP Equity_DX_SUPPLY_SI_QTY_DEC,C6E FP Equity_DX_BROKER_SI_MV_NEW_y,C6E FP Equity_DX_SUPPLY_SI_QTY_NEW_y,C6E FP Equity_DX_BROKER_SI_MV_INC_y,C6E FP Equity_DX_SUPPLY_SI_QTY_INC_y,C6E FP Equity_DX_BROKER_SI_MV_ADD,C6E FP Equity_DX_SUPPLY_SI_QTY_ADD,C6E FP Equity_DX_BROKER_SI_QTY_DEC,C6E FP Equity_DX_SUPPLY_SI_MV,C6E FP Equity_DX_BROKER_SI_MV_DEC,C6E FP Equity_DX_SUPPLY_SI_MV_RMV,C6E FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,C6E FP Equity_DX_UTILIZATION_QUANTITY,C6E FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,C6E FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,C6E FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,C6E FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,C6E FP Equity_DX_ACTIVE_UTILIZATION_MV,C6E FP Equity_DX_BROKER_SI_MARKET_SHARE_2,C6E FP Equity_DX_BROKER_SI_CON_RATIO,C6E FP Equity_DX_BROKER_SI_MARKET_SHARE_1,C6E FP Equity_DX_DEMAND_SUPPLY_RATIO,C6E FP Equity_PX_LAST
2024-06-10,41548.0,5313947.65,19.9,0.71,5.35,,2666694.15,21245.0,20850.0,2717214.26,,,,,,,,0.24,,1803.0,,,,,,,2000.0,2.73,0.27,,44.82,43.41,26154.0,3345070.45,,3.37,44.82,31.29,0.5522,67.39,0.8489,127.899
2024-06-11,41548.0,5267276.78,17.95,0.71,5.28,,2643273.35,21245.0,20850.0,2693349.75,,,,,,,,,,,,,,,,,,2.7,,,44.82,43.41,26154.0,3315691.66,,3.33,44.82,31.3,0.5521,67.39,0.8489,126.7757
2024-06-12,54748.0,7017669.81,22.62,0.93,6.98,,3518576.69,27648.0,27450.0,3543956.58,,,6600.0,0.83,,,,0.03,6600.0,197.0,,,0.83,6600.0,,,,3.53,,,58.57,56.72,19554.0,2506457.14,,2.49,58.57,35.79,0.5277,63.21,1.1231,128.1813
2024-06-13,59548.0,7536198.37,26.46,1.01,7.66,,3777717.5,30048.0,29850.0,3802775.72,,,2400.0,0.32,,,,,2400.0,,,,0.32,2400.0,,,,3.86,,,60.58,58.75,19554.0,2474689.71,,2.51,60.58,32.91,0.5462,66.17,1.1643,126.5567
2024-06-14,59548.0,7467223.92,25.52,1.0,7.53,,3743142.24,30245.0,29850.0,3792674.61,,,197.0,,,,,,,,,,,197.0,,,,3.82,,,60.73,58.91,19554.0,2452040.31,,2.47,60.73,32.93,0.5461,66.15,1.1598,125.3984
2024-06-17,18248.0,2290622.17,7.79,0.3,2.3,,709229.25,13145.0,5650.0,1650056.36,,,,,,,,2.16,,17100.0,,,,,,,24200.0,1.66,3.06,,26.4,25.6,36654.0,4601077.65,,4.59,26.53,13.63,0.7141,83.37,0.3554,125.5273
2024-06-18,11148.0,1408069.32,5.03,0.19,1.4,,713633.99,5848.0,5650.0,738642.75,,,,,,,,0.93,,7297.0,,,,,,,,0.73,,,13.76,13.28,36654.0,4629653.11,,4.6,13.76,22.42,0.5795,72.66,0.2531,126.3069
2024-06-19,11893.0,1499188.77,5.38,0.2,1.51,,806130.68,6593.0,6395.0,831089.85,,,745.0,,,745.0,,,,,,,,745.0,0.09,,,0.84,,,15.24,14.72,36654.0,4620471.29,,4.65,15.24,21.03,0.5132,68.11,0.2655,126.0564
2024-06-20,6293.0,801159.31,2.83,0.1,0.8,,457678.01,3990.0,3595.0,507965.3,,,,,,,,0.33,,2603.0,,,,,,,2800.0,0.5,0.36,,9.82,9.63,36654.0,4666406.08,,4.63,9.83,39.67,0.3333,39.69,0.1518,127.3096
2024-06-21,8293.0,1047644.74,3.7,0.14,1.05,,580480.84,4990.0,4595.0,630380.71,,,1000.0,0.13,,,,,1000.0,,,,0.13,1000.0,,,,0.63,,,11.98,11.76,36654.0,4630455.84,,4.65,11.99,30.17,0.3961,54.3,0.1954,126.3288
2024-06-24,7893.0,1006151.49,3.5,0.13,1.0,,560247.79,4593.0,4395.0,585487.62,,,,,,,,0.05,,397.0,,,,,,,200.0,0.58,0.03,,11.14,10.92,36654.0,4672428.33,,4.64,11.12,31.65,0.3811,51.9,0.1877,127.4739
2024-06-25,7893.0,1003455.24,3.94,0.13,1.01,,558746.46,4593.0,4395.0,583918.65,,,,,,,,,,,,,,,,,,0.59,,,11.14,10.92,36654.0,4659907.32,,4.67,11.15,31.64,0.3818,51.98,0.1877,127.1323
2024-06-26,6293.0,795264.03,3.2,0.1,0.8,,454310.22,3990.0,3595.0,504227.47,,,,,,,,0.08,,603.0,,,,,,,800.0,0.51,0.1,,9.82,9.63,36654.0,4632068.61,,4.66,9.82,39.74,0.334,39.76,0.1518,126.3728
2024-06-27,8693.0,1094086.2,4.62,0.14,1.09,,603490.55,5190.0,4795.0,653204.58,,,1200.0,0.15,,,,,1200.0,,,,0.15,1200.0,,,,0.65,,,12.4,12.17,36654.0,4613210.13,,4.61,12.4,28.78,0.4101,56.38,0.2039,125.8583
2024-06-28,3693.0,463706.74,2.0,0.06,0.46,,288168.69,2493.0,2295.0,313030.3,,,,,,,,0.34,,2697.0,,,,,,,2500.0,0.31,0.32,,100.0,5.87,0.0,0.0,,0.0,100.0,20.14,0.4752,65.02,0.087,125.5637
2024-07-01,1293.0,162892.14,0.8,0.02,0.16,,137948.1,1293.0,1095.0,162892.14,,,,,,,,0.15,,1200.0,,,,,,,1200.0,0.16,0.15,,100.0,3.13,0.0,0.0,,0.0,100.0,27.02,0.4293,57.7,0.0313,125.98
2024-07-02,1490.0,186648.28,0.87,0.02,0.19,,137167.69,1490.0,1095.0,186648.28,,,197.0,,,,,,,,,,,197.0,,,,0.19,,,100.0,3.6,0.0,0.0,,0.0,100.0,36.81,0.4019,49.87,0.036,125.2673
2024-07-03,1490.0,187842.21,0.91,0.02,0.19,,138045.12,1490.0,1095.0,187842.21,,,,,,,,,,,,,,,,,,0.19,,,100.0,3.6,0.0,0.0,,0.0,100.0,36.59,0.4031,50.16,0.036,126.0686
2024-07-04,1293.0,164044.59,0.57,0.02,0.16,,138924.07,1293.0,1095.0,164044.59,,,,,,,,0.02,,197.0,,,,,,,,0.16,,,100.0,3.39,0.0,0.0,,0.0,100.0,26.97,0.4298,57.77,0.0339,126.8713
2024-07-05,1293.0,163723.93,0.59,0.02,0.16,,138652.51,1293.0,1095.0,163723.93,,,,,,,,,,,,,,,,,,0.16,,,100.0,3.39,0.0,0.0,,0.0,100.0,27.11,0.4283,57.55,0.0339,126.6233
2024-07-08,1293.0,163856.72,0.61,0.02,0.16,,138764.97,1293.0,1095.0,163856.72,,,,,,,,,,,,,,,,,,0.16,,,100.0,3.39,0.0,0.0,,0.0,100.0,27.06,0.4288,57.64,0.0339,126.726
2024-07-09,1293.0,162229.48,0.61,0.02,0.16,,137386.91,1293.0,1095.0,162229.48,,,,,,,,,,,,,,,,,,0.16,,,100.0,3.39,0.0,0.0,,0.0,100.0,27.22,0.4271,57.39,0.0339,125.4675
2024-07-10,1293.0,163926.8,0.61,0.02,0.16,,138824.32,1293.0,1095.0,163926.8,,,,,,,,,,,,,,,,,,0.16,,,100.0,3.39,0.0,0.0,,0.0,100.0,26.93,0.4303,57.84,0.0339,126.7802
2024-07-11,1293.0,164952.92,0.61,0.02,0.16,,139693.31,1293.0,1095.0,164952.92,,,,,,,,,,,,,,,,,,0.16,,,100.0,3.39,0.0,0.0,,0.0,100.0,26.97,0.4298,57.77,0.0339,127.5738
2024-07-12,1293.0,166438.06,0.6,0.02,0.17,,140951.03,1293.0,1095.0,166438.06,,,,,,,,,,,,,,,,,,0.16,,,100.0,3.39,0.0,0.0,,0.0,100.0,26.93,0.4302,57.84,0.0339,128.7224
2024-07-15,4493.0,572240.61,1.73,0.07,0.58,,343242.48,2893.0,2695.0,368460.29,,,1600.0,,,1600.0,,,,,,,,1600.0,0.21,,,0.37,,,100.0,7.29,0.0,0.0,,0.0,100.0,16.44,0.544,71.34,0.1131,127.3627
2024-07-16,4493.0,570781.28,1.72,0.07,0.57,,342367.14,2893.0,2695.0,367520.64,,,,,,,,,,,,,,,,,,0.37,,,100.0,7.29,0.0,0.0,,0.0,100.0,16.55,0.5431,71.25,0.1131,127.0379
2024-07-17,1293.0,163334.99,0.47,0.02,0.16,,138323.14,1293.0,1095.0,163334.99,,,,,,,,0.2,,1600.0,,,,,,,1600.0,0.16,0.2,,100.0,3.39,0.0,0.0,,0.0,100.0,27.16,0.4277,57.48,0.0339,126.3225
2024-07-18,1293.0,162890.07,0.45,0.02,0.16,,137946.35,1293.0,1095.0,162890.07,,,,,,,,,,,,,,,,,,0.16,,,100.0,3.39,0.0,0.0,,0.0,100.0,27.09,0.4285,57.59,0.0339,125.9784
2024-07-19,1293.0,161844.94,0.37,0.02,0.16,,137061.26,1293.0,1095.0,161844.94,,,,,,,,,,,,,,,,,,0.16,,,100.0,4.13,0.0,0.0,,0.0,100.0,27.17,0.4276,57.46,0.0413,125.1701
2024-07-22,1293.0,163381.8,0.31,0.02,0.16,,138362.78,1293.0,1095.0,163381.8,,,,,,,,,,,,,,,,,,0.16,,,100.0,4.13,0.0,0.0,,0.0,100.0,26.92,0.4303,57.85,0.0413,126.3587
2024-07-23,1293.0,163711.77,0.3,0.02,0.16,,138642.22,1293.0,1095.0,163711.77,,,,,,,,,,,,,,,,,,0.16,,,100.0,4.13,0.0,0.0,,0.0,100.0,27.04,0.429,57.67,0.0413,126.6139
2024-07-24,1293.0,162614.4,0.31,0.02,0.16,,137712.89,1293.0,1095.0,162614.4,,,,,,,,,,,,,,,,,,0.16,,,100.0,4.13,0.0,0.0,,0.0,100.0,27.05,0.4289,57.65,0.0413,125.7652
2024-07-25,1293.0,161428.21,0.3,0.02,0.16,,136708.34,1293.0,1095.0,161428.21,,,,,,,,,,,,,,,,,,0.16,,,100.0,4.15,0.0,0.0,,0.0,100.0,27.18,0.4275,57.44,0.0415,124.8478
2024-07-26,1293.0,162826.71,0.3,0.02,0.16,,137892.69,1293.0,1095.0,162826.71,,,,,,,,,,,,,,,,,,0.16,,,100.0,4.15,0.0,0.0,,0.0,100.0,26.93,0.4302,57.83,0.0415,125.9294
2024-07-29,21893.0,2750625.57,5.14,0.35,2.76,,1431662.1,11593.0,11395.0,1456538.72,,,10300.0,,,10300.0,,,,,,,,10300.0,1.3,,,1.46,,,100.0,27.94,0.0,0.0,,0.0,100.0,3.41,0.8867,94.09,0.5277,125.6395
2024-07-30,21893.0,2760930.61,5.12,0.35,2.75,,1437025.73,11593.0,11395.0,1461995.55,,,,,,,,,,,,,,,,,,1.46,,,100.0,27.22,0.0,0.0,,0.0,100.0,3.42,0.8866,94.08,0.5141,126.1102
2024-07-31,21893.0,2781667.66,5.05,0.35,2.77,,1447819.07,11593.0,11395.0,1472976.44,,,,,,,,,,,,,,,,,,1.47,,,100.0,27.22,0.0,0.0,,0.0,100.0,3.43,0.8864,94.07,0.5141,127.0574
2024-08-01,21893.0,2740257.05,4.93,0.35,2.75,,1426265.43,11593.0,11395.0,1451048.28,,,,,,,,,,,,,,,,,,1.46,,,100.0,27.22,0.0,0.0,,0.0,100.0,3.35,0.8877,94.14,0.5141,125.1659
2024-08-02,1293.0,157560.71,0.29,0.02,0.16,,133433.09,1293.0,1095.0,157560.71,,,,,,,,1.29,,10300.0,,,,,,,10300.0,0.16,1.29,,100.0,3.04,0.0,0.0,,0.0,100.0,27.49,0.4242,56.96,0.0304,121.8567
2024-08-05,25695.0,3066980.9,5.37,0.41,3.14,,3066980.9,10093.0,25695.0,1204710.57,,,8800.0,,,24600.0,,,,,,,,8800.0,3.01,,,1.23,,,100.0,24.57,0.0,0.0,,0.0,100.0,34.27,0.497,61.53,0.6254,119.361
2024-08-06,25695.0,3071659.95,4.84,0.41,3.07,,3071659.95,10093.0,25695.0,1206548.51,,,,,,,,,,,,,,,,,,1.21,,,100.0,24.57,0.0,0.0,,0.0,100.0,34.25,0.4964,61.49,0.6254,119.5431
2024-08-07,27870.0,3385112.5,4.64,0.44,3.34,,3385112.5,10093.0,27870.0,1225903.85,,,,0.27,,,,,2175.0,,,,0.27,,,,,1.21,,,100.0,24.75,0.0,0.0,,0.0,100.0,31.52,0.4311,56.6,0.6833,121.4608
2024-08-08,27870.0,3389198.24,4.07,0.44,3.39,,3389198.24,10093.0,27870.0,1227383.49,,,,,,,,,,,,,,,,,,1.23,,,100.0,24.75,0.0,0.0,,0.0,100.0,31.6,0.4321,56.66,0.6833,121.6074
2024-08-09,11325.0,1386121.11,1.64,0.18,1.38,,1386121.11,9348.0,11325.0,1144146.59,,,,,,,,0.09,,745.0,,,,,,,16545.0,1.14,2.01,,100.0,22.92,0.0,0.0,,0.0,100.0,19.31,0.6405,77.61,0.2777,122.3948
2024-08-12,11325.0,1383462.0,1.64,0.18,1.38,,1383462.0,9348.0,11325.0,1141951.68,,,,,,,,,,,,,,,,,,1.14,,,100.0,22.92,0.0,0.0,,0.0,100.0,19.21,0.6416,77.7,0.2777,122.16
2024-08-13,11325.0,1392773.42,1.66,0.18,1.38,,1392773.42,9348.0,11325.0,1149637.61,,,,,,,,,,,,,,,,,,1.14,,,100.0,22.92,0.0,0.0,,0.0,100.0,19.31,0.6405,77.6,0.2777,122.9822
2024-08-14,11325.0,1399041.8,1.66,0.18,1.4,,1399041.8,9348.0,11325.0,1154811.72,,,,,,,,,,,,,,,,,,1.15,,,100.0,22.92,0.0,0.0,,0.0,100.0,19.28,0.6409,77.64,0.2777,123.5357
2024-08-15,18155.0,2274536.47,2.92,0.29,2.23,,1147228.34,9348.0,9157.0,1171157.64,,,,,,,,,,,,,,,,,2168.0,1.15,0.27,,100.0,21.67,0.0,0.0,,0.0,100.0,1.93,0.9614,98.03,0.4209,125.2843
2024-08-16,18155.0,2276691.47,2.94,0.29,2.27,,1148315.27,9348.0,9157.0,1172267.24,,,,,,,,,,,,,,,,,,1.17,,,100.0,21.67,0.0,0.0,,0.0,100.0,1.93,0.9614,98.03,0.4209,125.403
2024-08-19,18155.0,2284521.72,2.87,0.29,2.27,,1152264.69,9348.0,9157.0,1176299.04,,,,,,,,,,,,,,,,,,1.17,,,100.0,21.67,0.0,0.0,,0.0,100.0,1.93,0.9614,98.03,0.4209,125.8343
2024-08-20,555.0,69789.14,0.09,0.01,0.07,,44891.39,548.0,357.0,68908.92,,,,,,,,1.1,,8800.0,,,,,,,8800.0,0.07,1.1,,100.0,1.47,0.0,0.0,,0.0,100.0,35.67,0.5251,63.06,0.0149,125.7462
2024-08-21,555.0,70076.13,0.09,0.01,0.07,,45076.0,548.0,357.0,69192.29,,,,,,,,,,,,,,,,,,0.07,,,100.0,1.6,0.0,0.0,,0.0,100.0,35.67,0.5251,63.06,0.0162,126.2633
2024-08-22,555.0,70143.56,0.09,0.01,0.07,,45119.37,548.0,357.0,69258.87,,,,,,,,,,,,,,,,,,0.07,,,100.0,1.6,0.0,0.0,,0.0,100.0,35.67,0.5251,63.06,0.0162,126.3848
2024-08-23,555.0,70617.09,0.07,0.01,0.07,,45423.97,548.0,357.0,69726.42,,,,,,,,,,,,,,,,,,0.07,,,100.0,1.6,0.0,0.0,,0.0,100.0,35.67,0.5251,63.06,0.0162,127.238
2024-08-26,1261.0,160444.34,0.16,0.02,0.16,,135251.66,1254.0,1063.0,159553.69,,,706.0,0.09,,,,,706.0,,,,0.09,706.0,,,,0.16,,,100.0,3.65,0.0,0.0,,0.0,100.0,27.74,0.4216,56.57,0.0367,127.2358
2024-08-27,1261.0,160554.68,0.16,0.02,0.16,,135344.67,1254.0,1063.0,159663.42,,,,,,,,,,,,,,,,,,0.16,,,100.0,3.65,0.0,0.0,,0.0,100.0,27.75,0.4215,56.56,0.0367,127.3233
2024-08-28,1261.0,161106.12,0.16,0.02,0.16,,135809.52,1254.0,1063.0,160211.79,,,,,,,,,,,,,,,,,,0.16,,,100.0,3.65,0.0,0.0,,0.0,100.0,27.7,0.422,56.63,0.0367,127.7606
2024-08-29,1261.0,162519.07,0.17,0.02,0.16,,137000.61,1254.0,1063.0,161616.9,,,,,,,,,,,,,,,,,,0.16,,,100.0,3.65,0.0,0.0,,0.0,100.0,27.62,0.4228,56.76,0.0367,128.8811
2024-08-30,1261.0,162679.47,0.18,0.02,0.16,,137135.82,1254.0,1063.0,161776.41,,,,,,,,,,,,,,,,,,0.16,,,100.0,3.65,0.0,0.0,,0.0,100.0,27.74,0.4216,56.57,0.0367,129.0083
2024-09-02,1261.0,162828.14,0.2,0.02,0.16,,137261.15,1254.0,1063.0,161924.25,,,,,,,,,,,,,,,,,,0.16,,,100.0,3.65,0.0,0.0,,0.0,100.0,27.74,0.4215,56.56,0.0367,129.1262
2024-09-03,1261.0,161408.88,0.21,0.02,0.16,,136064.74,1254.0,1063.0,160512.88,,,,,,,,,,,,,,,,,,0.16,,,100.0,3.65,0.0,0.0,,0.0,100.0,27.89,0.42,56.33,0.0367,128.0007
2024-09-04,1261.0,159612.71,0.21,0.02,0.16,,134550.61,1254.0,1063.0,158726.68,,,,,,,,,,,,,,,,,,0.16,,,100.0,3.65,0.0,0.0,,0.0,100.0,27.93,0.4196,56.27,0.0367,126.5763
2024-09-05,1261.0,158851.7,0.21,0.02,0.16,,133909.09,1254.0,1063.0,157969.89,,,,,,,,,,,,,,,,,,0.16,,,100.0,3.65,0.0,0.0,,0.0,100.0,27.79,0.421,56.49,0.0367,125.9728
2024-09-06,1261.0,157095.38,0.21,0.02,0.16,,132428.54,1254.0,1063.0,156223.32,,,,,,,,,,,,,,,,,,0.16,,,100.0,3.65,0.0,0.0,,0.0,100.0,27.93,0.4196,56.27,0.0367,124.58
2024-09-09,1261.0,158415.39,0.21,0.02,0.16,,133541.29,1254.0,1063.0,157536.01,,,,,,,,,,,,,,,,,,0.16,,,100.0,3.65,0.0,0.0,,0.0,100.0,27.62,0.4228,56.75,0.0367,125.6268
2024-09-10,1580.0,197455.76,0.26,0.03,0.2,,172711.3,1573.0,1382.0,196580.96,,,,0.04,,,,,319.0,,,,0.04,,,319.0,,0.2,,,4.68,4.58,32025.0,4002228.3,,4.03,4.69,42.44,0.3984,45.0,0.046,124.972
2024-09-11,1261.0,157526.52,0.21,0.02,0.16,,132791.98,1254.0,1063.0,156652.06,,,,,,,,0.04,,319.0,,,,,,,319.0,0.16,0.04,,3.77,3.65,32025.0,4000623.85,,3.97,3.77,27.76,0.4213,56.53,0.0367,124.9219
2024-09-12,1261.0,158818.03,0.21,0.02,0.16,,133880.7,1254.0,1063.0,157936.41,,,,,,,,,,,,,,,,,,0.16,,,3.88,3.75,31095.0,3916293.98,,3.88,3.86,27.63,0.4227,56.74,0.0377,125.9461
2024-09-13,1261.0,159979.92,0.21,0.02,0.16,,134860.15,1254.0,1063.0,159091.85,,,,,,,,,,,,,,,,,,0.16,,,3.88,3.75,31095.0,3944944.91,,3.9,3.87,27.64,0.4226,56.72,0.0377,126.8675
2024-09-16,1261.0,159719.14,0.22,0.02,0.16,,134640.32,1254.0,1063.0,158832.52,,,,,,,,,,,,,,,,,,0.16,,,3.88,3.75,31095.0,3938514.47,,3.95,3.87,27.78,0.4211,56.5,0.0377,126.6607
2024-09-17,1261.0,160532.99,0.26,0.02,0.16,,135326.38,1254.0,1063.0,159641.85,,,,,,,,,,,,,,,,,,0.16,,,3.88,3.75,31095.0,3958583.18,,3.95,3.88,27.68,0.4222,56.67,0.0377,127.3061
2024-09-18,1261.0,159609.69,0.3,0.02,0.16,,134548.06,1254.0,1063.0,158723.67,,,,,,,,,,,,,,,,,,0.16,,,3.88,3.75,31095.0,3935815.42,,3.94,3.88,27.85,0.4204,56.4,0.0377,126.5739
2024-09-19,1261.0,161879.36,0.37,0.02,0.16,,136461.35,1254.0,1063.0,160980.75,,,,,,,,,,,,,,,,,,0.16,,,3.88,3.75,31095.0,3991783.31,,3.93,3.87,27.53,0.4237,56.89,0.0377,128.3738
2024-09-20,1261.0,159317.77,0.38,0.02,0.16,,134301.97,1254.0,1063.0,158433.37,,,,,,,,,,,,,,,,,,0.16,,,3.88,3.75,31095.0,3928616.93,,4.02,3.87,28.0,0.4188,56.15,0.0377,126.3424
2024-09-23,48861.0,6193121.98,14.2,0.79,6.13,,3151380.28,25054.0,24863.0,3175589.49,,,23800.0,,,23800.0,,,,,,,,23800.0,2.99,,,3.15,,,58.33,56.88,17895.0,2268187.67,,2.25,58.33,27.03,0.5688,70.39,1.1094,126.7498
2024-09-24,48861.0,6230857.33,13.99,0.79,6.22,,3170581.97,25054.0,24863.0,3194938.69,,,,,,,,,,,,,,,,,,3.19,,,58.33,56.88,17895.0,2282007.98,,2.28,58.32,27.03,0.5687,70.38,1.1094,127.5221
2024-09-25,48861.0,6235909.56,13.13,0.79,6.21,,3173152.81,25054.0,24863.0,3197529.28,,,,,,,,,,,,,,,,,,3.19,,,58.33,56.88,17895.0,2283858.32,,2.28,58.32,27.04,0.5687,70.38,1.1094,127.6255
2024-09-26,34861.0,4515060.76,9.53,0.56,4.46,,2313546.09,18054.0,17863.0,2338283.67,,,,,,,,0.89,,7000.0,,,,,,,7000.0,2.31,0.88,,42.04,40.99,24895.0,3224303.31,,3.18,42.03,17.78,0.6495,78.57,0.7915,129.5161
2024-09-27,34861.0,4538884.77,9.52,0.56,4.53,,2325753.67,18054.0,17863.0,2350621.77,,,,,,,,,,,,,,,,,,2.35,,,42.04,40.99,24895.0,3241316.55,,3.24,42.03,17.79,0.6498,78.59,0.7915,130.1995
2024-09-30,34861.0,4482932.86,9.88,0.56,4.56,,2297083.55,18054.0,17863.0,2321645.1,,,,,,,,,,,,,,,,,,2.36,,,42.04,40.99,24895.0,3201360.08,,3.26,42.04,17.79,0.6503,78.62,0.7915,128.5945
2024-10-01,34861.0,4464899.27,9.32,0.56,4.5,,2287843.02,18054.0,17863.0,2312305.77,,,,,,,,,,,,,,,,,,2.33,,,42.04,40.99,24895.0,3188481.89,,3.22,42.02,17.81,0.6498,78.58,0.7915,128.0772
2024-10-02,24861.0,3185392.69,6.7,0.4,3.19,,1648111.75,13054.0,12863.0,1672584.22,,,,,,,,0.65,,5000.0,,,,,,,5000.0,1.67,0.65,,30.39,29.64,29895.0,3830389.55,,3.84,30.38,4.83,0.8151,90.1,0.5645,128.1281
2024-10-03,24861.0,3152864.56,6.74,0.4,3.2,,1631281.8,13054.0,12863.0,1655504.36,,,,,,,,,,,,,,,,,,1.68,,,30.39,29.64,29895.0,3791274.93,,3.85,30.39,4.83,0.8157,90.13,0.5645,126.8197
2024-10-04,24861.0,3166868.76,13.33,0.4,3.15,,1638527.53,13054.0,12863.0,1662857.68,,,,,,,,,,,,,,,,,,1.66,,,30.39,29.64,29895.0,3808114.79,,3.79,30.38,4.83,0.815,90.09,0.5645,127.383
2024-10-07,29461.0,3758884.8,16.15,0.48,3.76,,2228077.98,13054.0,17463.0,1665540.28,,,,0.6,,,,,4600.0,,,,0.6,,,,,1.66,,,30.39,29.64,29895.0,3814258.21,,3.81,30.39,4.07,0.8424,91.65,0.6689,127.5885
2024-10-08,28261.0,3588222.87,15.42,0.46,3.61,,2064869.2,13054.0,16263.0,1657431.13,,,,,,,,,,,,,,,,,1200.0,1.67,0.16,,30.39,29.64,29895.0,3795687.43,,3.83,30.38,4.26,0.8358,91.28,0.6417,126.9673
2024-10-09,27061.0,3459591.9,15.13,0.44,3.45,,2079130.22,11854.0,16263.0,1515465.15,,,,,,,,0.15,,1200.0,,,,,,,,1.51,,,27.6,26.91,31095.0,3975315.4,,3.95,27.61,2.64,0.9099,95.34,0.6144,127.8442
2024-10-10,19061.0,2433693.23,10.39,0.31,2.44,,1565730.03,7854.0,12263.0,1002792.44,,,,,,,,0.5,,4000.0,,,,,,,4000.0,1.01,0.51,,100.0,17.83,0.0,0.0,,0.0,100.0,3.74,0.8739,93.38,0.4328,127.6792
2024-10-11,19061.0,2446477.44,9.57,0.31,2.45,,1573954.82,7854.0,12263.0,1008060.11,,,,,,,,,,,,,,,,,,1.01,,,100.0,17.83,0.0,0.0,,0.0,100.0,3.76,0.8736,93.37,0.4328,128.3499
2024-10-14,19061.0,2459629.53,10.14,0.31,2.46,,1582416.29,7854.0,12263.0,1013479.37,,,,,,,,,,,,,,,,,,1.01,,,100.0,19.61,0.0,0.0,,0.0,100.0,3.75,0.874,93.39,0.476,129.0399
2024-10-15,14461.0,1853206.07,7.37,0.23,1.87,,982028.78,7854.0,7663.0,1006505.81,,,,,,,,,,,,,,,,,4600.0,1.02,0.6,,100.0,19.61,0.0,0.0,,0.0,100.0,4.91,0.8365,91.28,0.3611,128.152
2024-10-16,14461.0,1852867.68,6.5,0.23,1.86,,981849.46,7854.0,7663.0,1006322.02,,,,,,,,,,,,,,,,,,1.01,,,100.0,19.61,0.0,0.0,,0.0,100.0,4.93,0.8364,91.28,0.3611,128.1286
2024-10-17,14461.0,1862060.54,5.02,0.23,1.85,,986720.83,7854.0,7663.0,1011314.81,,,,,,,,,,,,,,,,,,1.0,,,100.0,19.61,0.0,0.0,,0.0,100.0,4.96,0.8361,91.26,0.3611,128.7643
2024-10-18,14461.0,1863111.86,5.0,0.23,1.87,,987277.93,7854.0,7663.0,1011885.8,,,,,,,,,,,,,,,,,,1.02,,,100.0,29.54,0.0,0.0,,0.0,100.0,4.93,0.8365,91.29,0.5439,128.837
2024-10-21,4461.0,571683.84,1.67,0.07,0.57,,341267.44,2854.0,2663.0,365744.38,,,,,,,,0.65,,5000.0,,,,,,,5000.0,0.37,0.65,,100.0,13.22,0.0,0.0,,0.0,100.0,15.94,0.5483,71.74,0.2067,128.1515
2024-10-22,4461.0,570199.22,1.67,0.07,0.57,,340381.2,2854.0,2663.0,364794.57,,,,,,,,,,,,,,,,,,0.37,,,100.0,13.22,0.0,0.0,,0.0,100.0,15.96,0.5483,71.74,0.2067,127.8187
2024-10-23,1261.0,160631.35,0.47,0.02,0.16,,135409.3,1254.0,1063.0,159739.66,,,,,,,,0.2,,1600.0,,,,,,,1600.0,0.16,0.2,,100.0,6.27,0.0,0.0,,0.0,100.0,27.76,0.4213,56.53,0.0631,127.3841
2024-10-24,1261.0,160805.24,0.47,0.02,0.16,,135555.89,1254.0,1063.0,159912.59,,,,,,,,,,,,,,,,,,0.16,,,100.0,6.27,0.0,0.0,,0.0,100.0,27.71,0.4219,56.62,0.0631,127.522
2024-10-25,1261.0,160673.97,0.47,0.02,0.16,,135445.23,1254.0,1063.0,159782.05,,,,,,,,,,,,,,,,,,0.16,,,100.0,6.27,0.0,0.0,,0.0,100.0,27.75,0.4215,56.56,0.0631,127.4179
