,JPN FP Equity_DX_SI_QTY,JPN FP Equity_DX_SHORT_INTEREST_VALUE,JPN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JPN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JPN FP Equity_DX_SI_MV,JPN FP Equity_DX_DSS,JPN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JPN FP Equity_DX_SUPPLY_SI_QTY,JPN FP Equity_DX_BROKER_SI_QTY,JPN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JPN FP Equity_DX_BROKER_SI_MV_NEW_x,JPN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,JPN FP Equity_DX_SUPPLY_SI_QTY_INC_x,JPN FP Equity_DX_BROKER_SI_MV_INC_x,JPN FP Equity_DX_SUPPLY_SI_MV_NEW,JPN FP Equity_DX_BROKER_SI_QTY_ADD,JPN FP Equity_DX_BROKER_SI_QTY_NEW,JPN FP Equity_DX_SUPPLY_SI_MV_DEC,JPN FP Equity_DX_BROKER_SI_QTY_INC,JPN FP Equity_DX_SUPPLY_SI_QTY_DEC,JPN FP Equity_DX_BROKER_SI_MV_NEW_y,JPN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,JPN FP Equity_DX_BROKER_SI_MV_INC_y,JPN FP Equity_DX_SUPPLY_SI_QTY_INC_y,JPN FP Equity_DX_BROKER_SI_MV_ADD,JPN FP Equity_DX_SUPPLY_SI_QTY_ADD,JPN FP Equity_DX_BROKER_SI_QTY_DEC,JPN FP Equity_DX_SUPPLY_SI_MV,JPN FP Equity_DX_BROKER_SI_MV_DEC,JPN FP Equity_DX_SUPPLY_SI_MV_RMV,JPN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JPN FP Equity_DX_UTILIZATION_QUANTITY,JPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JPN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JPN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,JPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JPN FP Equity_DX_ACTIVE_UTILIZATION_MV,JPN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JPN FP Equity_DX_BROKER_SI_CON_RATIO,JPN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JPN FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-12-28,114000.0,7205339.85,2.62,2.27,8.07,,7205339.85,0.0,114000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,49.9124
2011-12-29,74000.0,4730698.02,1.71,1.47,5.3,,4730698.02,0.0,74000.0,0.0,,,,,,,,,,,,,,,,,40000.0,0.0,2.76,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,32.3993
2011-12-30,74000.0,4791517.5,1.7,1.56,5.36,,4791517.5,0.0,74000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,32.3993
2012-01-02,134000.0,8953060.23,3.09,2.83,9.87,,8953060.23,0.0,134000.0,0.0,,,,,,60000.0,,,,,,,,,4.33,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.93,0.5074,56.07,58.669
2012-01-03,134000.0,8793846.83,3.09,2.83,9.82,,8793846.83,0.0,134000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.62,0.5058,55.38,58.669
2012-01-04,134000.0,8862081.14,3.15,2.83,9.85,,8862081.14,0.0,134000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.43,0.5062,55.57,58.669
2012-01-05,134000.0,8864475.33,3.06,2.83,9.97,,8864475.33,0.0,134000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.42,0.5062,55.58,58.669
2012-01-06,142000.0,9375937.88,3.26,3.0,10.44,,9375937.88,0.0,142000.0,0.0,,,,,,8000.0,,,,,,,,,0.59,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.95,0.4536,52.39,62.1716
2012-01-09,109000.0,7165862.58,2.47,2.3,8.0,,7165862.58,0.0,109000.0,0.0,,,,,,,,,,,,,,,,,33000.0,0.0,2.44,,0.0,0.0,0.0,0.0,,0.0,0.0,45.15,0.5047,54.85,47.7233
2012-01-10,109000.0,7243762.97,2.39,2.29,8.02,,7243762.97,0.0,109000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.42,0.5042,54.58,47.7233
2012-01-11,112000.0,7449135.93,2.74,2.34,8.26,,7449135.93,0.0,112000.0,0.0,,,,,,8000.0,,,,,,,,,0.6,,5000.0,0.0,0.39,,0.0,0.0,0.0,0.0,,0.0,0.0,39.7,0.4446,53.08,49.0368
2012-01-12,112600.0,7408568.76,2.76,2.35,8.25,,7369091.49,600.0,112000.0,39477.28,,,,,,,,,,,,,,,,600.0,,0.04,,,100.0,20.8,0.0,0.0,,0.0,100.0,39.47,0.4456,53.35,39.043
2012-01-13,101000.0,6718426.65,2.43,2.11,7.44,,6718426.65,0.0,101000.0,0.0,,,,,,,,0.04,,600.0,,,,,,,11000.0,0.0,0.86,,0.0,0.0,0.0,0.0,,0.0,0.0,43.98,0.4305,48.03,44.2207
2012-01-16,57000.0,3790568.9,1.34,1.19,4.17,,3790568.9,0.0,57000.0,0.0,,,,,,,,,,,,,,,,,44000.0,0.0,3.27,,0.0,0.0,0.0,0.0,,0.0,0.0,14.27,0.7553,85.73,24.9562
2012-01-17,35000.0,2329418.35,0.83,0.73,2.59,,2329418.35,0.0,35000.0,0.0,,,,,,,,,,,,,,,,,22000.0,0.0,1.56,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,15.324
2012-01-18,35000.0,2324728.24,0.82,0.73,2.59,,2324728.24,0.0,35000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,15.324
2012-01-19,35000.0,2334108.45,0.82,0.73,2.6,,2334108.45,0.0,35000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,15.324
2012-01-20,33053.0,2221982.13,0.76,0.69,2.46,,2221982.13,0.0,33053.0,0.0,,,,,,,,,,,,,,,,,1947.0,0.0,0.14,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,14.4715
2012-01-23,33053.0,2226116.05,0.84,0.69,2.49,,2226116.05,0.0,33053.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,14.4715
2012-01-24,33053.0,2205151.17,0.97,0.69,2.49,,2205151.17,0.0,33053.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,14.4715
2012-01-25,33053.0,2213123.73,0.94,0.68,2.48,,2213123.73,0.0,33053.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,14.4715
2012-01-26,49053.0,3279612.45,1.42,1.02,3.65,,3279612.45,0.0,49053.0,0.0,,,,,,16000.0,,,,,,,,,1.2,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.74,0.5596,67.26,21.4768
2012-01-27,45500.0,3040844.6,1.34,0.93,3.42,,3040844.6,0.0,45500.0,0.0,,,,,,,,,,,,,,,,,3553.0,0.0,0.24,,0.0,0.0,0.0,0.0,,0.0,0.0,35.23,0.5436,64.77,19.9212
2012-01-30,35451.0,2378753.43,1.07,0.73,2.65,,2378753.43,0.0,35451.0,0.0,,,,,,,,,,,,,,,,,10049.0,0.0,0.77,,0.0,0.0,0.0,0.0,,0.0,0.0,45.23,0.5045,54.77,15.5215
2012-01-31,19451.0,1307937.6,0.62,0.4,1.46,,1307937.6,0.0,19451.0,0.0,,,,,,,,,,,,,,,,,16000.0,0.0,1.2,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,8.5162
2012-02-01,9451.0,636861.57,0.32,0.19,0.71,,636861.57,0.0,9451.0,0.0,,,,,,,,,,,,,,,,,10000.0,0.0,0.74,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.1379
2012-02-02,9451.0,639141.21,0.45,0.19,0.71,,639141.21,0.0,9451.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.1379
2012-02-03,9451.0,642856.16,0.49,0.19,0.71,,642856.16,0.0,9451.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.1379
2012-02-06,9451.0,642518.44,0.51,0.21,0.72,,642518.44,0.0,9451.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.1379
2012-02-07,9451.0,640492.1,0.51,0.21,0.72,,640492.1,0.0,9451.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.1379
2012-02-08,9451.0,641251.98,0.5,0.21,0.72,,641251.98,0.0,9451.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.1379
2012-02-09,9451.0,640407.67,0.5,0.21,0.72,,640407.67,0.0,9451.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.1379
2012-02-10,11451.0,770609.85,0.61,0.25,0.87,,703313.56,1000.0,10451.0,67296.29,,,,,,1000.0,,,,,,,,,0.08,1000.0,,0.08,,,100.0,43.78,0.0,0.0,,0.0,100.0,17.34,0.7133,82.66,5.0136
2012-02-13,11451.0,776543.13,0.63,0.25,0.86,,708728.69,1000.0,10451.0,67814.44,,,,,,,,,,,,,,,,,,0.08,,,100.0,43.78,0.0,0.0,,0.0,100.0,17.55,0.7107,82.45,5.0136
2012-02-14,11451.0,779202.87,0.59,0.25,0.86,,711156.16,1000.0,10451.0,68046.71,,,,,,,,,,,,,,,,,,0.08,,,100.0,43.78,0.0,0.0,,0.0,100.0,17.64,0.7094,82.36,5.0136
2012-02-15,10451.0,728335.2,0.55,0.23,0.79,,658644.72,1000.0,9451.0,69690.48,,,,,,,,,,,,,,,,,1000.0,0.08,0.08,,100.0,43.78,0.0,0.0,,0.0,100.0,9.88,0.8218,90.12,4.5757
2012-02-16,10501.0,728911.58,0.57,0.23,0.8,,656027.37,1050.0,9451.0,72884.22,,,,,,,,,,,,,,,,50.0,,0.08,,,100.0,44.99,0.0,0.0,,0.0,100.0,9.85,0.8224,90.15,4.4991
2012-02-17,10451.0,725534.27,0.58,0.23,0.79,,656111.8,1000.0,9451.0,69422.47,,,,,,,,0.0,,50.0,,,,,,,,0.08,,,100.0,43.78,0.0,0.0,,0.0,100.0,9.85,0.8224,90.15,4.5757
2012-02-20,10451.0,722639.98,0.61,0.23,0.79,,653494.44,1000.0,9451.0,69145.53,,,,,,,,,,,,,,,,,,0.08,,,100.0,43.78,0.0,0.0,,0.0,100.0,9.82,0.823,90.18,4.5757
2012-02-21,9451.0,649441.76,0.6,0.2,0.71,,649441.76,0.0,9451.0,0.0,,,,,,,,0.08,,1000.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.1379
2012-02-22,9451.0,653156.72,0.57,0.2,0.73,,653156.72,0.0,9451.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.1379
2012-02-23,9451.0,651468.1,0.46,0.2,0.73,,651468.1,0.0,9451.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.1379
2012-02-24,9451.0,651721.4,0.52,0.2,0.73,,651721.4,0.0,9451.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.1379
2012-02-27,20451.0,1397104.25,1.06,0.44,1.58,,1397104.25,0.0,20451.0,0.0,,,,0.85,,,,,11000.0,,,,0.85,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,8.954
2012-02-28,20451.0,1417932.01,0.99,0.44,1.56,,1417932.01,0.0,20451.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,8.954
2012-02-29,11000.0,758438.96,0.54,0.24,0.84,,758438.96,0.0,11000.0,0.0,,,,,,,,,,,,,,,,,9451.0,0.0,0.74,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.8161
2012-03-01,2500.0,172193.82,0.12,0.05,0.19,,154974.44,250.0,2250.0,17219.38,,,,,,2250.0,,,,,,,,,0.17,250.0,11000.0,0.02,0.84,,100.0,10.95,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0946
2012-03-02,500.0,34612.97,0.02,0.01,0.04,,17306.48,250.0,250.0,17306.48,,,,,,,,,,,,,,,,,2000.0,0.02,0.16,,100.0,10.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2189
2012-03-05,500.0,34304.76,0.02,0.01,0.04,,17152.38,250.0,250.0,17152.38,,,,,,,,,,,,,,,,,,0.02,,,100.0,10.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2189
2012-03-06,2915.0,199111.35,0.12,0.06,0.22,,182034.91,250.0,2665.0,17076.45,,,,0.15,,415.0,,,2000.0,,,,0.15,,0.03,,,0.02,,,100.0,10.95,0.0,0.0,,0.0,100.0,15.52,0.7378,84.48,1.2763
2012-03-07,2915.0,200960.28,0.12,0.06,0.22,,183725.27,250.0,2665.0,17235.02,,,,,,,,,,,,,,,,,,0.02,,,100.0,10.95,0.0,0.0,,0.0,100.0,15.5,0.7381,84.5,1.2763
2012-03-08,14915.0,1037301.6,0.62,0.32,1.16,,1019914.72,250.0,14665.0,17386.89,,,,,,12000.0,,,,,,,,,0.94,,,0.02,,,100.0,10.95,0.0,0.0,,0.0,100.0,15.2,0.6962,81.99,6.5302
2012-03-09,14915.0,1052091.65,0.6,0.32,1.17,,1034456.85,250.0,14665.0,17634.79,,,,,,,,,,,,,,,,,,0.02,,,100.0,10.95,0.0,0.0,,0.0,100.0,15.02,0.6987,82.18,6.5302
2012-03-12,14915.0,1036768.63,0.59,0.32,1.16,,1019390.68,250.0,14665.0,17377.95,,,,,,,,,,,,,,,,,,0.02,,,100.0,10.95,0.0,0.0,,0.0,100.0,15.2,0.6952,81.93,6.5302
2012-03-13,14915.0,1045829.19,0.59,0.32,1.16,,1028299.37,250.0,14665.0,17529.82,,,,,,,,,,,,,,,,,,0.02,,,100.0,10.95,0.0,0.0,,0.0,100.0,15.09,0.6969,82.06,6.5302
2012-03-14,14915.0,1047827.85,0.58,0.32,1.17,,1030264.53,250.0,14665.0,17563.32,,,,,,,,,,,,,,,,,,0.02,,,100.0,9.18,0.0,0.0,,0.0,100.0,15.09,0.697,82.06,5.4754
2012-03-15,12925.0,911141.38,0.48,0.28,1.01,,893517.75,250.0,12675.0,17623.62,,,,,,10010.0,,,,,,,,,0.79,,12000.0,0.02,0.94,,100.0,9.18,0.0,0.0,,0.0,100.0,17.48,0.6593,79.22,4.7449
2012-03-16,22675.0,1593803.67,0.83,0.49,1.78,,1593803.67,0.0,22675.0,0.0,,,,,,10000.0,,0.02,,250.0,,,,,0.79,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.2,0.4006,44.21,8.3242
2012-03-19,10425.0,727454.57,0.38,0.22,0.81,,727454.57,0.0,10425.0,0.0,,,,,,,,,,,,,,,,,12250.0,0.0,0.95,,0.0,0.0,0.0,0.0,,0.0,0.0,4.02,0.921,95.88,0.2285
2012-03-20,10425.0,723356.76,0.38,0.22,0.81,,723356.76,0.0,10425.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.04,0.9206,95.86,0.2285
2012-03-21,10425.0,719445.21,0.39,0.22,0.81,,719445.21,0.0,10425.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.05,0.9204,95.85,0.2285
2012-03-22,2425.0,168544.47,0.09,0.05,0.19,,168544.47,0.0,2425.0,0.0,,,,,,2000.0,,,,,,,,,0.15,,10000.0,0.0,0.77,,0.0,0.0,0.0,0.0,,0.0,0.0,17.44,0.7053,82.15,0.0532
2012-03-23,425.0,29272.95,0.02,0.01,0.03,,29272.95,0.0,425.0,0.0,,,,,,,,,,,,,,,,,2000.0,0.0,0.15,,0.0,0.0,0.0,0.0,,0.0,0.0,2.32,0.9546,97.68,0.0093
2012-03-26,425.0,29326.1,0.02,0.01,0.03,,29326.1,0.0,425.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.3,0.955,97.7,0.0093
2012-03-27,425.0,29595.67,0.02,0.01,0.03,,29595.67,0.0,425.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.31,0.9549,97.69,0.0093
2012-03-28,15425.0,1078145.04,0.56,0.34,1.19,,1078145.04,0.0,15425.0,0.0,,,,1.16,,,,,15000.0,,,,1.16,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.74,0.9467,97.26,0.3381
2012-03-29,24419.0,1704171.44,0.88,0.53,1.91,,1690213.7,200.0,24219.0,13957.75,,,,,,8804.0,,,,,,,,,0.69,200.0,10.0,0.02,0.0,,100.0,0.44,0.0,0.0,,0.0,100.0,36.34,0.5159,61.93,0.5329
2012-03-30,24219.0,1698435.42,0.85,0.53,1.89,,1698435.42,0.0,24219.0,0.0,,,,,,,,0.02,,200.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,36.38,0.5157,61.9,0.5367
2012-04-02,24219.0,1697137.25,0.78,0.52,1.9,,1697137.25,0.0,24219.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,36.36,0.5159,61.92,0.5367
2012-04-03,24219.0,1684371.94,0.75,0.51,1.88,,1684371.94,0.0,24219.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,36.36,0.5159,61.92,0.5367
2012-04-04,9219.0,628805.06,0.3,0.19,0.71,,628805.06,0.0,9219.0,0.0,,,,,,,,,,,,,,,,,15000.0,0.0,1.18,,0.0,0.0,0.0,0.0,,0.0,0.0,4.63,0.9116,95.37,0.2043
2012-04-05,9219.0,637287.96,0.34,0.19,0.71,,637287.96,0.0,9219.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.63,0.9116,95.37,0.2043
2012-04-06,9219.0,637287.96,0.34,0.19,0.71,,637287.96,0.0,9219.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.63,0.9116,95.37,0.2043
2012-04-09,9219.0,637287.96,0.34,0.19,0.71,,637287.96,0.0,9219.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.57,0.9127,95.43,0.2043
2012-04-10,9219.0,628805.06,0.34,0.19,0.71,,628805.06,0.0,9219.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.57,0.9127,95.43,0.2043
2012-04-11,415.0,28309.83,0.02,0.01,0.03,,28309.83,0.0,415.0,0.0,,,,,,,,,,,,,,,,,8804.0,0.0,0.68,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-04-12,415.0,28417.34,0.02,0.01,0.03,,28417.34,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-04-13,415.0,28428.46,0.02,0.01,0.03,,28428.46,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-04-16,415.0,28487.78,0.02,0.01,0.03,,28487.78,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-04-17,415.0,28543.39,0.02,0.01,0.03,,28543.39,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-04-18,415.0,28432.17,0.02,0.01,0.03,,28432.17,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-04-19,415.0,28298.7,0.02,0.01,0.03,,28298.7,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-04-20,415.0,28120.75,0.02,0.01,0.03,,28120.75,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-04-23,415.0,27883.47,0.02,0.01,0.03,,27883.47,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-04-24,415.0,28083.67,0.02,0.01,0.03,,28083.67,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-04-25,415.0,28120.75,0.02,0.01,0.03,,28120.75,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-04-26,415.0,28098.5,0.02,0.01,0.03,,28098.5,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-04-27,415.0,28046.6,0.02,0.01,0.03,,28046.6,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-04-30,415.0,28065.14,0.02,0.01,0.03,,28065.14,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-01,415.0,28065.14,0.02,0.01,0.03,,28065.14,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-02,415.0,27775.96,0.02,0.01,0.03,,27775.96,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-03,415.0,27649.91,0.02,0.01,0.03,,27649.91,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-04,415.0,27471.95,0.02,0.01,0.03,,27471.95,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-07,415.0,27698.1,0.02,0.01,0.03,,27698.1,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-08,415.0,27434.88,0.02,0.01,0.03,,27434.88,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-09,415.0,27423.75,0.02,0.01,0.03,,27423.75,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-10,415.0,27642.49,0.01,0.01,0.03,,27642.49,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-11,415.0,27427.46,0.01,0.01,0.03,,27427.46,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-14,415.0,27171.65,0.01,0.01,0.03,,27171.65,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-15,415.0,27145.7,0.01,0.01,0.03,,27145.7,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-16,415.0,26837.98,0.01,0.01,0.03,,26837.98,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-17,415.0,27015.94,0.01,0.01,0.03,,27015.94,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-18,415.0,26812.03,0.01,0.01,0.03,,26812.03,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-21,415.0,26711.93,0.01,0.01,0.03,,26711.93,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-22,415.0,26919.54,0.01,0.01,0.03,,26919.54,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-23,415.0,26723.05,0.01,0.01,0.03,,26723.05,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-24,415.0,26923.25,0.01,0.01,0.03,,26923.25,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-25,415.0,26923.25,0.01,0.01,0.03,,26923.25,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-28,415.0,26882.47,0.01,0.01,0.03,,26882.47,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-29,415.0,27190.19,0.01,0.01,0.03,,27190.19,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
2012-05-30,415.0,27130.87,0.01,0.01,0.03,,27130.87,0.0,415.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0092
