,BLUE FP Equity_DX_SI_QTY,BLUE FP Equity_DX_SHORT_INTEREST_VALUE,BLUE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BLUE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BLUE FP Equity_DX_SI_MV,BLUE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BLUE FP Equity_DX_SUPPLY_SI_QTY,BLUE FP Equity_DX_BROKER_SI_QTY,BLUE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BLUE FP Equity_DX_BROKER_SI_MV_NEW_x,BLUE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BLUE FP Equity_DX_SUPPLY_SI_QTY_INC_x,BLUE FP Equity_DX_BROKER_SI_MV_INC_x,BLUE FP Equity_DX_SUPPLY_SI_MV_NEW,BLUE FP Equity_DX_BROKER_SI_QTY_ADD,BLUE FP Equity_DX_BROKER_SI_QTY_NEW,BLUE FP Equity_DX_SUPPLY_SI_MV_DEC,BLUE FP Equity_DX_BROKER_SI_QTY_INC,BLUE FP Equity_DX_SUPPLY_SI_QTY_DEC,BLUE FP Equity_DX_BROKER_SI_MV_NEW_y,BLUE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BLUE FP Equity_DX_BROKER_SI_MV_INC_y,BLUE FP Equity_DX_SUPPLY_SI_QTY_INC_y,BLUE FP Equity_DX_BROKER_SI_MV_ADD,BLUE FP Equity_DX_SUPPLY_SI_QTY_ADD,BLUE FP Equity_DX_BROKER_SI_QTY_DEC,BLUE FP Equity_DX_SUPPLY_SI_MV,BLUE FP Equity_DX_BROKER_SI_MV_DEC,BLUE FP Equity_DX_SUPPLY_SI_MV_RMV,BLUE FP Equity_DX_BROKER_SI_MV_RMV,BLUE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BLUE FP Equity_DX_UTILIZATION_QUANTITY,BLUE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BLUE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BLUE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BLUE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BLUE FP Equity_DX_ACTIVE_UTILIZATION_MV,BLUE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BLUE FP Equity_DX_BROKER_SI_CON_RATIO,BLUE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BLUE FP Equity_DX_DEMAND_SUPPLY_RATIO,BLUE FP Equity_PX_LAST
2020-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4353
2020-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8234
2020-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7865
2020-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0131
2020-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9844
2020-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8876
2020-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0679
2020-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0259
2020-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0656
2020-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9815
2020-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1039
2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.126
2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2207
2020-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1786
2020-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1956
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1727
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1467
2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.226
2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1291
2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1423
2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1517
2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1519
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2226
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2593
2020-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.202
2020-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1522
2020-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1782
2020-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2705
2020-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3576
2020-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.382
2020-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4489
2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3246
2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3365
2020-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8148
2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7251
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7861
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7191
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8101
2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8082
2021-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0721
2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1911
2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,211.0,2590.57,,0.0,0.0,,0.0,,0.0,12.2776
2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,211.0,2597.85,,0.0,0.0,,0.0,,0.0,12.3121
2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,211.0,2600.45,,0.0,0.0,,0.0,,0.0,12.3244
2021-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,211.0,2558.42,,0.0,0.0,,0.0,,0.0,12.1252
2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,211.0,2573.38,,0.0,0.0,,0.0,,0.0,12.1961
2021-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,211.0,2582.72,,0.0,0.0,,0.0,,0.0,12.2404
2021-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,331.0,4050.81,,0.0,0.0,,0.0,,0.0,12.2381
2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,331.0,4050.25,,0.0,0.0,,0.0,,0.0,12.2364
2021-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,331.0,4026.58,,0.0,0.0,,0.0,,0.0,12.1649
2021-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,331.0,3990.37,,0.0,0.0,,0.0,,0.0,12.0555
2021-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,331.0,3983.59,,0.0,0.0,,0.0,,0.0,12.035
2021-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,331.0,3930.49,,0.0,0.0,,0.0,,0.0,11.8746
2021-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,331.0,3870.88,,0.0,0.0,,0.0,,0.0,11.6945
2021-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,331.0,3880.02,,0.0,0.0,,0.0,,0.0,11.7221
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,331.0,3920.66,,0.0,0.0,,0.0,,0.0,11.8449
2021-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17896.0,214401.24,,0.21,0.0,,0.0,,0.0,11.9804
2021-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17896.0,214786.0,,0.21,0.0,,0.0,,0.0,12.0019
2021-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17896.0,214649.99,,0.21,0.0,,0.0,,0.0,11.9943
2021-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17896.0,215372.99,,0.21,0.0,,0.0,,0.0,12.0347
2021-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17896.0,216280.32,,0.21,0.0,,0.0,,0.0,12.0854
2021-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17896.0,215532.27,,0.21,0.0,,0.0,,0.0,12.0436
2021-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17896.0,215027.6,,0.21,0.0,,0.0,,0.0,12.0154
2021-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17896.0,215770.28,,0.21,0.0,,0.0,,0.0,12.0569
2021-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17896.0,215122.45,,0.21,0.0,,0.0,,0.0,12.0207
2021-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17896.0,216928.15,,0.21,0.0,,0.0,,0.0,12.1216
2021-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17896.0,216872.68,,0.21,0.0,,0.0,,0.0,12.1185
2021-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,17896.0,216289.27,,0.21,0.0,,0.0,,0.0,12.0859
2021-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34795.0,414304.07,,0.41,0.0,,0.0,,0.0,11.907
2021-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34795.0,419279.75,,0.41,0.0,,0.0,,0.0,12.05
2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34795.0,418215.02,,0.41,0.0,,0.0,,0.0,12.0194
2021-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34795.0,415751.54,,0.41,0.0,,0.0,,0.0,11.9486
2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34795.0,419133.61,,0.41,0.0,,0.0,,0.0,12.0458
2021-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34795.0,419370.22,,0.41,0.0,,0.0,,0.0,12.0526
2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34795.0,412769.61,,0.41,0.0,,0.0,,0.0,11.8629
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34795.0,420800.29,,0.41,0.0,,0.0,,0.0,12.0937
2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34795.0,419683.37,,0.42,0.0,,0.0,,0.0,12.0616
2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34795.0,419554.63,,0.41,0.0,,0.0,,0.0,12.0579
2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34795.0,419004.87,,0.41,0.0,,0.0,,0.0,12.0421
2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34795.0,414335.38,,0.41,0.0,,0.0,,0.0,11.9079
2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34795.0,418326.37,,0.41,0.0,,0.0,,0.0,12.0226
2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34795.0,429432.93,,0.42,0.0,,0.0,,0.0,12.3418
2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34795.0,429265.92,,0.42,0.0,,0.0,,0.0,12.337
2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34795.0,431952.09,,0.42,0.0,,0.0,,0.0,12.4142
2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34795.0,432992.46,,0.43,0.0,,0.0,,0.0,12.4441
2021-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,34795.0,434892.27,,0.43,0.0,,0.0,,0.0,12.4987
2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409795.0,5138542.44,,5.12,0.0,,0.0,,0.0,12.5393
2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409795.0,5102685.38,,5.16,0.0,,0.0,,0.0,12.4518
2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409835.0,5126707.98,,5.09,0.0,,0.0,,0.0,12.5092
2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409835.0,5104330.99,,5.12,0.0,,0.0,,0.0,12.4546
2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409835.0,5114167.03,,5.1,0.0,,0.0,,0.0,12.4786
2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409835.0,5103470.34,,5.1,0.0,,0.0,,0.0,12.4525
2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409835.0,5111380.15,,5.09,0.0,,0.0,,0.0,12.4718
2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409835.0,5118142.43,,5.1,0.0,,0.0,,0.0,12.4883
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409835.0,5169453.77,,5.12,0.0,,0.0,,0.0,12.6135
2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,409835.0,5217363.48,,5.16,0.0,,0.0,,0.0,12.7304
2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,416515.0,5328309.79,,5.29,0.0,,0.0,,0.0,12.7926
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,416515.0,5334390.91,,5.31,0.0,,0.0,,0.0,12.8072
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,416515.0,5400658.44,,5.33,0.0,,0.0,,0.0,12.9663
2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6129727.56,,6.12,0.0,,0.0,,0.0,
2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6129727.56,,6.13,0.0,,0.0,,0.0,
2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6126134.71,,6.08,0.0,,0.0,,0.0,12.9587
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6114363.41,,6.03,0.0,,0.0,,0.0,12.9338
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6156059.35,,6.1,0.0,,0.0,,0.0,13.022
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6176576.39,,6.15,0.0,,0.0,,0.0,13.0654
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6127552.94,,6.17,0.0,,0.0,,0.0,12.9617
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6109966.9,,6.13,0.0,,0.0,,0.0,12.9245
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6082169.62,,6.1,0.0,,0.0,,0.0,12.8657
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6112756.09,,6.07,0.0,,0.0,,0.0,12.9304
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6150055.51,,6.11,0.0,,0.0,,0.0,13.0093
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6162441.38,,6.14,0.0,,0.0,,0.0,13.0355
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6084627.88,,6.16,0.0,,0.0,,0.0,12.8709
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6100512.04,,6.08,0.0,,0.0,,0.0,12.9045
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6171518.04,,6.08,0.0,,0.0,,0.0,13.0547
2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6220021.47,,6.17,0.0,,0.0,,0.0,13.1573
