,BLUE FP Equity_DX_SI_QTY,BLUE FP Equity_DX_SHORT_INTEREST_VALUE,BLUE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BLUE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BLUE FP Equity_DX_SI_MV,BLUE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BLUE FP Equity_DX_SUPPLY_SI_QTY,BLUE FP Equity_DX_BROKER_SI_QTY,BLUE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BLUE FP Equity_DX_BROKER_SI_MV_NEW_x,BLUE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BLUE FP Equity_DX_SUPPLY_SI_QTY_INC_x,BLUE FP Equity_DX_BROKER_SI_MV_INC_x,BLUE FP Equity_DX_SUPPLY_SI_MV_NEW,BLUE FP Equity_DX_BROKER_SI_QTY_ADD,BLUE FP Equity_DX_BROKER_SI_QTY_NEW,BLUE FP Equity_DX_SUPPLY_SI_MV_DEC,BLUE FP Equity_DX_BROKER_SI_QTY_INC,BLUE FP Equity_DX_SUPPLY_SI_QTY_DEC,BLUE FP Equity_DX_BROKER_SI_MV_NEW_y,BLUE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BLUE FP Equity_DX_BROKER_SI_MV_INC_y,BLUE FP Equity_DX_SUPPLY_SI_QTY_INC_y,BLUE FP Equity_DX_BROKER_SI_MV_ADD,BLUE FP Equity_DX_SUPPLY_SI_QTY_ADD,BLUE FP Equity_DX_BROKER_SI_QTY_DEC,BLUE FP Equity_DX_SUPPLY_SI_MV,BLUE FP Equity_DX_BROKER_SI_MV_DEC,BLUE FP Equity_DX_SUPPLY_SI_MV_RMV,BLUE FP Equity_DX_BROKER_SI_MV_RMV,BLUE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BLUE FP Equity_DX_UTILIZATION_QUANTITY,BLUE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BLUE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BLUE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BLUE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BLUE FP Equity_DX_ACTIVE_UTILIZATION_MV,BLUE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BLUE FP Equity_DX_BROKER_SI_CON_RATIO,BLUE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BLUE FP Equity_DX_DEMAND_SUPPLY_RATIO,BLUE FP Equity_PX_LAST
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6240680.34,,6.21,0.0,,0.0,,0.0,13.201
2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6244036.82,,6.24,0.0,,0.0,,0.0,13.2081
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6252829.84,,6.25,0.0,,0.0,,0.0,13.2267
2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6185511.23,,6.24,0.0,,0.0,,0.0,13.0843
2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6167972.47,,6.18,0.0,,0.0,,0.0,13.0472
2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6235432.9,,6.17,0.0,,0.0,,0.0,13.1899
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6157855.77,,6.22,0.0,,0.0,,0.0,13.0258
2021-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6257746.37,,6.16,0.0,,0.0,,0.0,13.2371
2021-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6244084.09,,6.26,0.0,,0.0,,0.0,13.2082
2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6290696.55,,6.24,0.0,,0.0,,0.0,13.3068
2021-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6301475.09,,6.27,0.0,,0.0,,0.0,13.3296
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,472743.0,6178656.46,,6.28,0.0,,0.0,,0.0,13.0698
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,489381.0,6287273.46,,6.39,0.0,,0.0,,0.0,12.8474
2021-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,489381.0,6279100.8,,6.28,0.0,,0.0,,0.0,12.8307
2021-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,489381.0,6358478.39,,6.28,0.0,,0.0,,0.0,12.9929
2021-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,489381.0,6342818.2,,6.35,0.0,,0.0,,0.0,12.9609
2021-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,489381.0,6362980.7,,6.34,0.0,,0.0,,0.0,13.0021
2021-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,489381.0,6278073.1,,6.33,0.0,,0.0,,0.0,12.8286
2021-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,489381.0,6349082.28,,6.28,0.0,,0.0,,0.0,12.9737
2021-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,489381.0,6392147.81,,6.35,0.0,,0.0,,0.0,13.0617
2021-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,489381.0,6383192.14,,6.39,0.0,,0.0,,0.0,13.0434
2021-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,489381.0,6377808.94,,6.38,0.0,,0.0,,0.0,13.0324
2021-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448337.0,5849318.34,,5.83,0.0,,0.0,,0.0,13.0467
2021-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448337.0,5873842.37,,5.85,0.0,,0.0,,0.0,13.1014
2021-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448337.0,5922711.1,,5.86,0.0,,0.0,,0.0,13.2104
2021-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448337.0,5890430.84,,5.91,0.0,,0.0,,0.0,13.1384
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448367.0,5924183.5,,5.88,0.0,,0.0,,0.0,13.2128
2021-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448367.0,5938172.55,,5.92,0.0,,0.0,,0.0,13.244
2021-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448367.0,5936872.28,,5.94,0.0,,0.0,,0.0,13.2411
2021-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448367.0,5961532.47,,5.93,0.0,,0.0,,0.0,13.2961
2021-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448367.0,5985744.29,,5.95,0.0,,0.0,,0.0,13.3501
2021-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448367.0,5996729.28,,5.98,0.0,,0.0,,0.0,13.3746
2021-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448367.0,6008924.86,,5.99,0.0,,0.0,,0.0,13.4018
2021-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448367.0,5975925.05,,6.0,0.0,,0.0,,0.0,13.3282
2021-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448367.0,6042014.35,,5.98,0.0,,0.0,,0.0,13.4756
2021-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448367.0,6043359.45,,6.04,0.0,,0.0,,0.0,13.4786
2021-06-15,7500.0,100866.0,1.32,0.15,0.1,100866.0,7500.0,7500.0,100866.0,,,,,,7500.0,,,,,,,,,0.1,7500.0,,0.1,,,,1.78,1.67,412966.0,5553897.14,,5.57,1.78,,1.0,100.0,0.0167,13.4488
2021-06-16,7500.0,101181.75,1.65,0.15,0.1,101181.75,7500.0,7500.0,101181.75,,,,,,,,,,,,,,,,,,0.1,,,,1.78,1.67,412966.0,5571283.01,,5.5,1.78,,1.0,100.0,0.0167,13.4909
2021-06-17,7500.0,101065.5,1.74,0.15,0.1,101065.5,7500.0,7500.0,101065.5,,,,,,,,,,,,,,,,,,0.1,,,,1.78,1.67,412966.0,5564882.04,,5.58,1.78,,1.0,100.0,0.0167,13.4754
2021-06-18,7500.0,100051.5,1.75,0.14,0.1,100051.5,7500.0,7500.0,100051.5,,,,,,,,,,,,,,,,,,0.1,,,,1.78,1.67,412966.0,5509049.03,,5.56,1.78,,1.0,100.0,0.0167,13.3402
2021-06-21,7500.0,100646.25,2.33,0.14,0.1,100646.25,7500.0,7500.0,100646.25,,,,,,,,,,,,,,,,,,0.1,,,,1.78,1.67,412966.0,5541797.24,,5.54,1.78,,1.0,100.0,0.0167,13.4195
2021-06-22,7500.0,101309.25,2.29,0.14,0.1,101309.25,7500.0,7500.0,101309.25,,,,,,,,,,,,,,,,,,0.1,,,,1.78,1.67,412966.0,5578303.43,,5.54,1.78,,1.0,100.0,0.0167,13.5079
2021-06-23,7500.0,100176.0,2.22,0.14,0.1,100176.0,7500.0,7500.0,100176.0,,,,,,,,,,,,,,,,,,0.1,,,,1.78,1.67,412966.0,5515904.27,,5.58,1.78,,1.0,100.0,0.0167,13.3568
2021-06-24,7500.0,100492.5,2.26,0.14,0.1,100492.5,7500.0,7500.0,100492.5,,,,,,,,,,,,,,,,,,0.1,,,,1.78,1.67,412966.0,5533331.43,,5.52,1.78,,1.0,100.0,0.0167,13.399
2021-06-25,7500.0,100859.25,2.26,0.14,0.1,100859.25,7500.0,7500.0,100859.25,,,,,,,,,,,,,,,,,,0.1,,,,1.78,1.67,412966.0,5553525.47,,5.53,1.78,,1.0,100.0,0.0167,13.4479
2021-06-28,7500.0,100665.75,2.24,0.13,0.1,100665.75,7500.0,7500.0,100665.75,,,,,,,,,,,,,,,,,,0.1,,,,1.78,1.67,412966.0,5542870.95,,5.56,1.78,,1.0,100.0,0.0167,13.4221
2021-06-29,7500.0,100900.5,2.28,0.13,0.1,100900.5,7500.0,7500.0,100900.5,,,,,,,,,,,,,,,,,,0.1,,,,1.78,1.67,412966.0,5555796.78,,5.54,1.78,,1.0,100.0,0.0167,13.4534
2021-06-30,7500.0,100714.5,2.23,0.13,0.1,100714.5,7500.0,7500.0,100714.5,,,,,,,,,,,,,,,,,,0.1,,,,1.78,1.67,412966.0,5545555.23,,5.56,1.78,,1.0,100.0,0.0167,13.4286
2021-07-01,7500.0,101727.75,1.91,0.13,0.1,101727.75,7500.0,7500.0,101727.75,,,,,,,,,,,,,,,,,,0.1,,,,1.78,1.67,412966.0,5601346.93,,5.55,1.78,,1.0,100.0,0.0167,13.5637
2021-07-02,7500.0,102307.5,1.91,0.13,0.1,102307.5,7500.0,7500.0,102307.5,,,,,,,,,,,,,,,,,,0.1,,,,1.78,1.67,412966.0,5633269.21,,5.61,1.78,,1.0,100.0,0.0167,13.641
2021-07-05,7500.0,102464.25,1.89,0.13,0.1,102464.25,7500.0,7500.0,102464.25,,,,,,,,,,,,,,,,,,0.1,,,,1.78,1.67,412966.0,5641900.2,,5.63,1.78,,1.0,100.0,0.0167,13.6619
2021-07-06,7500.0,102114.0,2.01,0.13,0.1,102114.0,7500.0,7500.0,102114.0,,,,,,,,,,,,,,,,,,0.1,,,,1.78,1.67,412966.0,5622614.68,,5.65,1.78,,1.0,100.0,0.0167,13.6152
2021-07-07,7500.0,103674.75,2.08,0.13,0.1,103674.75,7500.0,7500.0,103674.75,,,,,,,,,,,,,,,,,,0.1,,,,1.78,1.67,412966.0,5708552.91,,5.62,1.78,,1.0,100.0,0.0167,13.8233
2021-07-08,7500.0,101348.25,2.4,0.13,0.1,101348.25,7500.0,7500.0,101348.25,,,,,,,,,,,,,,,,,,0.1,,,,1.78,1.67,412966.0,5580450.85,,5.71,1.78,,1.0,100.0,0.0167,13.5131
2021-07-09,14800.0,200421.6,4.8,0.26,0.2,200421.6,14800.0,14800.0,200421.6,,,7300.0,0.1,,,,,7300.0,,,,0.1,7300.0,,,,0.2,,,,3.52,3.3,406120.0,5499677.04,,5.5,3.52,,1.0,100.0,0.033,13.542
2021-07-12,14800.0,202178.36,4.78,0.26,0.2,202178.36,14800.0,14800.0,202178.36,,,,,,,,,,,,,,,,,,0.2,,,,3.52,3.3,406120.0,5547883.48,,5.5,3.52,,1.0,100.0,0.033,13.6607
2021-07-13,14800.0,201978.56,4.71,0.26,0.2,201978.56,14800.0,14800.0,201978.56,,,,,,,,,,,,,,,,,,0.2,,,,3.52,3.3,406120.0,5542400.86,,5.54,3.52,,1.0,100.0,0.033,13.6472
2021-07-14,7300.0,99190.21,2.18,0.13,0.1,99190.21,7300.0,7300.0,99190.21,,,,,,,,0.1,,7500.0,,,,,,,7500.0,0.1,0.1,,,1.74,1.63,413154.0,5613812.61,,5.64,1.74,,1.0,100.0,0.0163,13.5877
2021-07-15,7300.0,98731.77,2.02,0.13,0.1,98731.77,7300.0,7300.0,98731.77,,,,,,,,,,,,,,,,,,0.1,,,,1.74,1.63,413154.0,5587866.53,,5.62,1.74,,1.0,100.0,0.0163,13.5249
2021-07-16,7300.0,98544.16,1.98,0.12,0.1,0.0,7300.0,0.0,98544.16,,,,,,,,,,,,,,,,,7300.0,0.1,0.1,,,1.74,1.63,413154.0,5577248.48,,5.59,1.74,,1.0,100.0,0.0163,13.4992
2021-07-19,7300.0,96820.63,1.91,0.12,0.1,0.0,7300.0,0.0,96820.63,,,,,,,,,,,,,,,,,,0.1,,,,1.74,1.63,413154.0,5479702.82,,5.58,1.74,,1.0,100.0,0.0163,13.2631
2021-07-20,7300.0,97358.64,1.92,0.12,0.1,0.0,7300.0,0.0,97358.64,,,,,,,,,,,,,,,,,,0.1,,,,1.74,1.63,413154.0,5510152.27,,5.51,1.74,,1.0,100.0,0.0163,13.3368
2021-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.1,,7300.0,,,,,,,,0.0,,,,0.0,0.0,448417.0,6049638.59,,5.97,0.0,,0.0,,0.0,13.4911
2021-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448417.0,6112103.08,,6.11,0.0,,0.0,,0.0,13.6304
2021-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448417.0,6137707.69,,6.1,0.0,,0.0,,0.0,13.6875
2021-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448417.0,6132192.16,,6.13,0.0,,0.0,,0.0,13.6752
2021-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448417.0,6082328.19,,6.11,0.0,,0.0,,0.0,13.564
2021-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448417.0,6142147.02,,6.09,0.0,,0.0,,0.0,13.6974
2021-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448417.0,6163760.72,,6.14,0.0,,0.0,,0.0,13.7456
2021-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448417.0,6126228.21,,6.16,0.0,,0.0,,0.0,13.6619
2021-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448417.0,6193939.18,,6.12,0.0,,0.0,,0.0,13.8129
2021-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,448417.0,6222413.66,,6.19,0.0,,0.0,,0.0,13.8764
2021-08-04,8900.0,123918.26,2.41,0.15,0.12,123918.26,8900.0,8900.0,123918.26,,,,,,8900.0,,,,,,,,,0.12,8900.0,,0.12,,,,2.12,1.98,411653.0,5731609.38,,5.71,2.12,,1.0,100.0,0.0198,13.9234
2021-08-05,16200.0,226135.8,4.09,0.26,0.23,226135.8,16200.0,16200.0,226135.8,,,7300.0,0.1,,,,,7300.0,,,,0.1,7300.0,,,,0.23,,,,3.85,3.61,404807.0,5650700.91,,5.64,3.85,,1.0,100.0,0.0361,13.959
2021-08-06,23400.0,327555.54,5.64,0.38,0.33,327555.54,23400.0,23400.0,327555.54,,,7200.0,0.1,,,,,7200.0,,,,0.1,7200.0,,,,0.33,,,,5.55,5.22,398054.0,5571999.7,,5.56,5.55,,1.0,100.0,0.0522,13.9981
2021-08-09,30600.0,427567.68,7.42,0.5,0.43,427567.68,30600.0,30600.0,427567.68,,,7200.0,0.1,,,,,7200.0,,,,0.1,7200.0,,,,0.43,,,,7.25,6.82,391302.0,5467584.59,,5.47,7.25,,1.0,100.0,0.0682,13.9728
2021-08-10,30600.0,428758.02,6.72,0.5,0.43,428758.02,30600.0,30600.0,428758.02,,,,,,,,,,,,,,,,,,0.43,,,,7.25,6.82,391302.0,5482806.23,,5.47,7.25,,1.0,100.0,0.0682,14.0117
2021-08-11,53000.0,744777.2,11.73,0.86,0.74,744777.2,53000.0,53000.0,744777.2,,,22400.0,0.32,,,,,22400.0,,,,0.32,22400.0,,,,0.74,,,,12.52,11.82,370295.0,5203533.46,,5.19,12.52,,1.0,100.0,0.1182,14.0524
2021-08-12,60200.0,847808.64,15.32,0.98,0.85,847808.64,60200.0,60200.0,847808.64,,,7200.0,0.1,,,,,7200.0,,,,0.1,7200.0,,,,0.85,,,,14.21,13.43,363543.0,5119848.78,,5.1,14.21,,1.0,100.0,0.1343,14.0832
2021-08-13,60200.0,851228.0,15.59,0.98,0.85,851228.0,60200.0,60200.0,851228.0,,,,,,,,,,,,,,,,,,0.85,,,,14.21,13.43,363543.0,5140498.02,,5.12,14.21,,1.0,100.0,0.1343,14.14
2021-08-16,60200.0,848705.62,15.79,0.98,0.85,848705.62,60200.0,60200.0,848705.62,,,,,,,,,,,,,,,,,,0.85,,,,14.21,13.42,363543.0,5125265.57,,5.13,14.21,,1.0,100.0,0.1342,14.0981
2021-08-17,60200.0,850240.72,15.66,0.97,0.85,850240.72,60200.0,60200.0,850240.72,,,,,,,,,,,,,,,,,,0.85,,,,14.21,13.42,363543.0,5134535.91,,5.13,14.21,,1.0,100.0,0.1342,14.1236
2021-08-18,67900.0,964329.38,19.39,1.09,0.96,964329.38,67900.0,67900.0,964329.38,,,7700.0,0.11,,,,,7700.0,,,,0.11,7700.0,,,,0.96,,,,16.01,15.14,356322.0,5060556.31,,5.04,16.01,,1.0,100.0,0.1514,14.2022
2021-08-19,67900.0,957715.92,19.85,1.09,0.96,957715.92,67900.0,67900.0,957715.92,,,,,,,,,,,,,,,,,,0.96,,,,16.01,15.14,356322.0,5025850.55,,5.05,16.01,,1.0,100.0,0.1514,14.1048
2021-08-20,75000.0,1063665.0,21.91,1.21,1.06,1063665.0,75000.0,75000.0,1063665.0,,,7100.0,0.1,,,,,7100.0,,,,0.1,7100.0,,,,1.06,,,,17.66,16.72,349663.0,4958990.6,,4.93,17.66,,1.0,100.0,0.1672,14.1822
2021-08-23,75000.0,1074225.0,22.05,1.2,1.06,1074225.0,75000.0,75000.0,1074225.0,,,,,,,,,,,,,,,,,,1.06,,,,17.66,16.72,349663.0,5008223.15,,4.96,17.66,,1.0,100.0,0.1672,14.323
2021-08-24,75000.0,1074187.5,20.68,1.2,1.07,1074187.5,75000.0,75000.0,1074187.5,,,,,,,,,,,,,,,,,,1.07,,,,17.66,16.72,349663.0,5008048.32,,5.01,17.66,,1.0,100.0,0.1672,14.3225
2021-08-25,75000.0,1073160.0,21.94,1.2,1.08,1073160.0,75000.0,75000.0,1073160.0,,,,,,,,,,,,,,,,,,1.08,,,,17.66,16.72,349663.0,5003257.93,,5.01,17.66,,1.0,100.0,0.1672,14.3088
2021-08-26,107800.0,1541831.06,34.04,1.72,1.54,1541831.06,107800.0,107800.0,1541831.06,,,32800.0,0.47,,,,,32800.0,,,,0.47,32800.0,,,,1.54,,,,25.26,24.04,318904.0,4561188.24,,4.56,25.26,,1.0,100.0,0.2404,14.3027
2021-08-27,107800.0,1539513.36,34.8,1.69,1.54,1539513.36,107800.0,107800.0,1539513.36,,,,,,,,,,,,,,,,,,1.54,,,,25.26,24.04,318904.0,4554331.8,,4.56,25.26,,1.0,100.0,0.2404,14.2812
2021-08-30,32800.0,472005.12,10.54,0.51,0.47,472005.12,32800.0,32800.0,472005.12,,,,,,,,1.07,,75000.0,,,,,,,75000.0,0.47,1.07,,,7.77,7.31,389241.0,5601333.69,,5.56,7.77,,1.0,100.0,0.0731,14.3904
2021-08-31,32800.0,472201.92,10.9,0.51,0.47,472201.92,32800.0,32800.0,472201.92,,,,,,,,,,,,,,,,,,0.47,,,,7.77,7.31,389241.0,5603669.13,,5.6,7.77,,1.0,100.0,0.0731,14.3964
2021-09-01,46000.0,662041.2,13.32,0.72,0.66,662041.2,46000.0,46000.0,662041.2,,,13200.0,0.19,,,,,13200.0,,,,0.19,13200.0,,,,0.66,,,,10.88,10.26,376862.0,5423873.28,,5.42,10.88,,1.0,100.0,0.1026,14.3922
2021-09-02,68100.0,983908.8,20.05,1.06,0.98,983908.8,68100.0,68100.0,983908.8,,,22100.0,0.32,,,,,22100.0,,,,0.32,22100.0,,,,0.98,,,,16.05,15.19,356137.0,5145467.38,,5.13,16.05,,1.0,100.0,0.1519,14.448
2021-09-03,75100.0,1083385.09,20.94,1.17,1.08,1083385.09,75100.0,75100.0,1083385.09,,,7000.0,0.11,,,,,7000.0,,,,0.11,7000.0,,,,1.08,,,,17.68,16.75,349572.0,5042890.71,,5.05,17.68,,1.0,100.0,0.1675,14.4259
2021-09-06,75100.0,1089032.61,19.75,1.12,1.08,1089032.61,7000.0,75100.0,101507.7,,,,,,,,0.99,,68100.0,,,,,,,,0.1,,,,1.66,1.56,413435.0,5995262.28,,5.96,1.66,,1.0,100.0,0.1675,14.5011
2021-09-07,7000.0,100848.3,1.89,0.1,0.1,100848.3,7000.0,7000.0,100848.3,,,,,,,,,,,,,,,,,68100.0,0.1,0.98,,,1.66,1.56,413435.0,5956316.7,,5.99,1.66,,1.0,100.0,0.0156,14.4069
2021-09-08,7000.0,100690.8,1.88,0.1,0.1,100690.8,7000.0,7000.0,100690.8,,,,,,,,,,,,,,,,,,0.1,,,,1.66,1.56,413435.0,5947014.41,,5.96,1.66,,1.0,100.0,0.0156,14.3844
2021-09-09,7000.0,101363.5,1.9,0.1,0.1,101363.5,7000.0,7000.0,101363.5,,,,,,,,,,,,,,,,,,0.1,,,,1.66,1.56,413435.0,5986745.52,,5.94,1.66,,1.0,100.0,0.0156,14.4805
2021-09-10,7000.0,100454.9,1.74,0.1,0.1,100454.9,7000.0,7000.0,100454.9,,,,,,,,,,,,,,,,,,0.1,,,,1.66,1.56,413435.0,5933081.65,,5.99,1.66,,1.0,100.0,0.0156,14.3507
2021-09-13,20000.0,290300.0,5.03,0.3,0.29,290300.0,20000.0,20000.0,290300.0,,,13000.0,0.19,,,,,13000.0,,,,0.19,13000.0,,,,0.29,,,,4.75,4.46,401243.0,5824042.15,,5.76,4.75,,1.0,100.0,0.0446,14.515
2021-09-14,20000.0,289118.0,4.81,0.3,0.29,289118.0,20000.0,20000.0,289118.0,,,,,,,,,,,,,,,,,,0.29,,,,4.75,4.46,401243.0,5800328.68,,5.81,4.75,,1.0,100.0,0.0446,14.4559
2021-09-15,20000.0,286472.0,4.48,0.3,0.29,286472.0,20000.0,20000.0,286472.0,,,,,,,,,,,,,,,,,,0.29,,,,4.75,4.46,401243.0,5747244.23,,5.81,4.75,,1.0,100.0,0.0446,14.3236
2021-09-16,27000.0,389488.5,6.38,0.4,0.39,389488.5,27000.0,27000.0,389488.5,,,7000.0,0.1,,,,,7000.0,,,,0.1,7000.0,,,,0.39,,,,6.4,6.02,394678.0,5693427.49,,5.66,6.4,,1.0,100.0,0.0602,14.4255
2021-09-17,7000.0,100359.0,1.68,0.1,0.1,100359.0,7000.0,7000.0,100359.0,,,,,,,,0.29,,20000.0,,,,,,,20000.0,0.1,0.29,,,1.66,1.56,413435.0,5927417.6,,5.97,1.66,,1.0,100.0,0.0156,14.337
2021-09-20,7000.0,98707.7,1.68,0.1,0.1,98707.7,7000.0,7000.0,98707.7,,,,,,,,,,,,,,,,,,0.1,,,,1.66,1.56,413435.0,5829888.28,,5.93,1.66,,1.0,100.0,0.0156,14.1011
