,ENAM FP Equity_DX_SI_QTY,ENAM FP Equity_DX_SHORT_INTEREST_VALUE,ENAM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ENAM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ENAM FP Equity_DX_SI_MV,ENAM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ENAM FP Equity_DX_SUPPLY_SI_QTY,ENAM FP Equity_DX_BROKER_SI_QTY,ENAM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ENAM FP Equity_DX_BROKER_SI_MV_NEW_x,ENAM FP Equity_DX_SUPPLY_SI_QTY_INC_x,ENAM FP Equity_DX_BROKER_SI_MV_INC_x,ENAM FP Equity_DX_BROKER_SI_QTY_ADD,ENAM FP Equity_DX_BROKER_SI_QTY_NEW,ENAM FP Equity_DX_SUPPLY_SI_MV_DEC,ENAM FP Equity_DX_BROKER_SI_QTY_INC,ENAM FP Equity_DX_SUPPLY_SI_QTY_DEC,ENAM FP Equity_DX_BROKER_SI_MV_NEW_y,ENAM FP Equity_DX_BROKER_SI_MV_INC_y,ENAM FP Equity_DX_SUPPLY_SI_QTY_INC_y,ENAM FP Equity_DX_BROKER_SI_MV_ADD,ENAM FP Equity_DX_SUPPLY_SI_QTY_ADD,ENAM FP Equity_DX_BROKER_SI_QTY_DEC,ENAM FP Equity_DX_SUPPLY_SI_MV,ENAM FP Equity_DX_BROKER_SI_MV_DEC,ENAM FP Equity_DX_BROKER_SI_MV_RMV,ENAM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ENAM FP Equity_DX_UTILIZATION_QUANTITY,ENAM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ENAM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ENAM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ENAM FP Equity_DX_ACTIVE_UTILIZATION_MV,ENAM FP Equity_DX_BROKER_SI_CON_RATIO,ENAM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ENAM FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,27084.0,474655.23,0.47,0.0,0.0,,0.0
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,27084.0,474839.4,0.48,0.0,0.0,,0.0
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,27084.0,480007.02,0.47,0.0,0.0,,0.0
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,27084.0,466938.99,0.48,0.0,0.0,,0.0
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,27084.0,464799.36,0.47,0.0,0.0,,0.0
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,27084.0,462843.89,0.46,0.0,0.0,,0.0
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38845.0,660446.57,0.67,0.0,0.0,,0.0
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38845.0,662462.63,0.66,0.0,0.0,,0.0
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38845.0,662536.44,0.66,0.0,0.0,,0.0
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38845.0,668464.18,0.66,0.0,0.0,,0.0
2022-10-18,5900.0,102126.64,5.46,0.04,0.1,0.0,5900.0,0.0,102126.64,,,,,,,,,,,,,5900.0,,0.1,,,100.0,15.19,0.0,0.0,0.0,100.0,1.0,100.0,0.1519
2022-10-19,5900.0,102598.05,5.1,0.04,0.1,0.0,5900.0,0.0,102598.05,,,,,,,,,,,,,,,0.1,,,100.0,15.19,0.0,0.0,0.0,100.0,1.0,100.0,0.1519
2022-10-20,5900.0,102529.02,5.09,0.04,0.1,0.0,5900.0,0.0,102529.02,,,,,,,,,,,,,,,0.1,,,100.0,15.19,0.0,0.0,0.0,100.0,1.0,100.0,0.1519
2022-10-21,5900.0,102144.93,5.07,0.04,0.1,0.0,5900.0,0.0,102144.93,,,,,,,,,,,,,,,0.1,,,100.0,15.19,0.0,0.0,0.0,100.0,1.0,100.0,0.1519
2022-10-24,5900.0,103409.89,4.7,0.04,0.1,0.0,5900.0,0.0,103409.89,,,,,,,,,,,,,,,0.1,,,100.0,15.19,0.0,0.0,0.0,100.0,1.0,100.0,0.1519
2022-10-25,5900.0,104454.78,4.55,0.04,0.1,0.0,5900.0,0.0,104454.78,,,,,,,,,,,,,,,0.1,,,15.19,15.19,32945.0,583264.87,0.58,15.19,1.0,100.0,0.1519
2022-10-26,5900.0,104628.24,4.54,0.04,0.1,0.0,5900.0,0.0,104628.24,,,,,,,,,,,,,,,0.1,,,15.19,15.19,32945.0,584233.45,0.58,15.19,1.0,100.0,0.1519
2022-10-27,5900.0,104345.04,4.54,0.04,0.1,0.0,5900.0,0.0,104345.04,,,,,,,,,,,,,,,0.1,,,15.19,15.19,32945.0,582652.09,0.58,15.19,1.0,100.0,0.1519
2022-10-28,5900.0,105420.02,4.62,0.04,0.1,0.0,5900.0,0.0,105420.02,,,,,,,,,,,,,,,0.1,,,100.0,15.19,0.0,0.0,0.0,100.0,1.0,100.0,0.1519
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.11,,5900.0,,,,,,,0.0,,,0.0,0.0,38845.0,700589.0,0.69,0.0,0.0,,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38845.0,698200.03,0.7,0.0,0.0,,0.0
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38845.0,692388.82,0.69,0.0,0.0,,0.0
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38845.0,684755.78,0.69,0.0,0.0,,0.0
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38845.0,673949.1,0.69,0.0,0.0,,0.0
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38845.0,676691.55,0.67,0.0,0.0,,0.0
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38845.0,684981.08,0.68,0.0,0.0,,0.0
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38845.0,674077.29,0.68,0.0,0.0,,0.0
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38845.0,692027.56,0.68,0.0,0.0,,0.0
2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38845.0,686608.68,0.69,0.0,0.0,,0.0
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38845.0,689968.77,0.69,0.0,0.0,,0.0
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38845.0,695647.91,0.69,0.0,0.0,,0.0
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38845.0,683334.05,0.7,0.0,0.0,,0.0
2022-11-17,76000.0,1331383.2,61.22,0.62,1.34,665691.6,38000.0,38000.0,665691.6,,,,38000.0,,,,,,,,0.67,38000.0,,0.67,,,100.0,97.82,0.0,0.0,0.0,100.0,1.0,100.0,1.9565
2022-11-18,76000.0,1338952.8,80.85,0.62,1.33,669476.4,38000.0,38000.0,669476.4,,,,,,,,,,,,,,,0.67,,,100.0,97.82,0.0,0.0,0.0,100.0,1.0,100.0,1.9565
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.67,,38000.0,,,,,,38000.0,0.0,0.67,,0.0,0.0,38845.0,689615.29,0.69,0.0,0.0,,0.0
2022-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,38845.0,692843.3,0.69,0.0,0.0,,0.0
2023-03-14,316.0,5314.61,0.01,0.0,0.01,2657.31,158.0,158.0,2657.31,,,,158.0,,,,,,,,0.0,158.0,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0
2023-03-15,316.0,5302.29,0.01,0.0,0.01,2651.15,158.0,158.0,2651.15,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0
2023-03-16,316.0,5364.35,0.01,0.0,0.01,2682.18,158.0,158.0,2682.18,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0
2023-03-17,316.0,5377.88,0.01,0.0,0.01,2688.94,158.0,158.0,2688.94,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0
2023-03-20,316.0,5326.69,0.01,0.0,0.01,2663.34,158.0,158.0,2663.34,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0
2023-03-21,316.0,5348.11,0.01,0.0,0.01,2674.06,158.0,158.0,2674.06,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0
2024-07-09,200.0,4594.9,0.05,0.0,0.0,2297.45,100.0,100.0,2297.45,,,,100.0,,,,,,,,0.0,100.0,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0
2024-07-10,200.0,4608.14,0.06,0.0,0.0,2304.07,100.0,100.0,2304.07,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0
2024-07-11,200.0,4600.32,0.06,0.0,0.0,2300.16,100.0,100.0,2300.16,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0
2024-07-12,200.0,4639.26,0.05,0.0,0.0,2319.63,100.0,100.0,2319.63,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0
2025-02-21,1.0,26.57,0.0,0.0,0.0,0.0,1.0,0.0,26.57,,,,,,,,,,,,,1.0,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2025-02-24,1.0,26.19,0.0,0.0,0.0,0.0,1.0,0.0,26.19,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2025-02-25,1.0,25.71,0.0,0.0,0.0,0.0,1.0,0.0,25.71,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2025-02-26,1.0,26.03,0.0,0.0,0.0,0.0,1.0,0.0,26.03,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2025-02-27,1.0,26.11,0.0,0.0,0.0,0.0,1.0,0.0,26.11,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2025-02-28,1.0,25.79,0.0,0.0,0.0,0.0,1.0,0.0,25.79,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2025-03-03,1.0,25.79,0.0,0.0,0.0,0.0,1.0,0.0,25.79,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
