,BX4 FP Equity_DX_SI_QTY,BX4 FP Equity_DX_SHORT_INTEREST_VALUE,BX4 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BX4 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BX4 FP Equity_DX_SI_MV,BX4 FP Equity_DX_DSS,BX4 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BX4 FP Equity_DX_SUPPLY_SI_QTY,BX4 FP Equity_DX_BROKER_SI_QTY,BX4 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BX4 FP Equity_DX_BROKER_SI_MV_NEW_x,BX4 FP Equity_DX_SUPPLY_SI_QTY_INC_x,BX4 FP Equity_DX_BROKER_SI_MV_INC_x,BX4 FP Equity_DX_BROKER_SI_QTY_ADD,BX4 FP Equity_DX_BROKER_SI_QTY_NEW,BX4 FP Equity_DX_SUPPLY_SI_MV_DEC,BX4 FP Equity_DX_BROKER_SI_QTY_INC,BX4 FP Equity_DX_SUPPLY_SI_QTY_DEC,BX4 FP Equity_DX_BROKER_SI_MV_NEW_y,BX4 FP Equity_DX_BROKER_SI_MV_INC_y,BX4 FP Equity_DX_SUPPLY_SI_QTY_INC_y,BX4 FP Equity_DX_BROKER_SI_MV_ADD,BX4 FP Equity_DX_SUPPLY_SI_QTY_ADD,BX4 FP Equity_DX_BROKER_SI_QTY_DEC,BX4 FP Equity_DX_SUPPLY_SI_MV,BX4 FP Equity_DX_BROKER_SI_MV_DEC,BX4 FP Equity_DX_BROKER_SI_MV_RMV,BX4 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BX4 FP Equity_DX_UTILIZATION_QUANTITY,BX4 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BX4 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BX4 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BX4 FP Equity_DX_ACTIVE_UTILIZATION_MV,BX4 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BX4 FP Equity_DX_BROKER_SI_CON_RATIO,BX4 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BX4 FP Equity_DX_DEMAND_SUPPLY_RATIO,BX4 FP Equity_PX_LAST
2024-07-03,112759.0,90353.79,0.01,0.03,0.09,,90353.79,112759.0,112759.0,90353.79,,,,,,,,,,,,,,,0.09,,,100.0,28.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2838,0.8013
2024-07-04,112759.0,89011.95,0.01,0.03,0.09,,89011.95,112759.0,112759.0,89011.95,,,,,,,,,,,,,,,0.09,,,100.0,29.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.2936,0.7894
2024-07-05,2192359.0,1740075.34,0.13,0.61,1.73,,914786.08,1152559.0,1152559.0,914786.08,,,,1039800.0,,,,,,,,0.82,1039800.0,,0.91,,,100.0,80.95,0.0,0.0,0.0,100.0,5.17,0.9019,94.83,1.5397,0.7937
2024-07-08,2192359.0,1761121.98,0.13,0.62,1.74,,925850.64,1152559.0,1152559.0,925850.64,,,,,,,,,,,,,,,0.92,,,100.0,80.95,0.0,0.0,0.0,100.0,5.2,0.9014,94.8,1.5397,0.8033
2024-07-09,2392359.0,1988768.04,0.13,0.69,1.92,,1041252.3,1252559.0,1252559.0,1041252.3,,,0.09,,,,100000.0,,,0.09,,,100000.0,,1.0,,,100.0,87.97,0.0,0.0,0.0,100.0,5.08,0.9035,94.92,1.6802,0.8313
2024-07-10,2992359.0,2438473.35,0.16,0.88,2.48,,1265180.33,1552559.0,1552559.0,1265180.33,,300000.0,0.28,,,,300000.0,,,0.28,300000.0,,,,1.29,,,100.0,90.06,0.0,0.0,0.0,100.0,3.82,0.9264,96.18,1.7359,0.8149
2024-07-11,712759.0,572488.03,0.04,0.21,0.58,,331528.03,412759.0,412759.0,331528.03,,,,,,0.95,,1139800.0,,,,,,1139800.0,0.34,0.95,,100.0,60.34,0.0,0.0,0.0,100.0,15.63,0.7363,84.37,1.042,0.8032
2024-07-12,412759.0,323644.33,0.02,0.12,0.33,,88414.33,412759.0,112759.0,323644.33,,,,,,,,,,,,,,300000.0,0.33,0.24,,100.0,60.34,0.0,0.0,0.0,100.0,26.84,0.6072,73.16,0.6034,0.7841
2024-07-15,112759.0,90624.41,0.01,0.03,0.09,,90624.41,112759.0,112759.0,90624.41,,,,,,0.24,,300000.0,,,,,,,0.09,,,100.0,28.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.289,0.8037
2024-07-16,112759.0,91819.65,0.01,0.03,0.09,,91819.65,112759.0,112759.0,91819.65,,,,,,,,,,,,,,,0.09,,,100.0,24.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.247,0.8143
2024-07-17,112759.0,91898.59,0.01,0.03,0.09,,91898.59,112759.0,112759.0,91898.59,,,,,,,,,,,,,,,0.09,,,100.0,25.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.2553,0.815
2024-07-18,112759.0,91627.96,0.01,0.03,0.09,,91627.96,112759.0,112759.0,91627.96,,,,,,,,,,,,,,,0.09,,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.8126
2024-07-19,112759.0,93127.66,0.01,0.03,0.09,,93127.66,112759.0,112759.0,93127.66,,,,,,,,,,,,,,,0.09,,,100.0,20.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.2039,0.8259
2024-07-22,112759.0,90883.75,0.01,0.03,0.09,,90883.75,112759.0,112759.0,90883.75,,,,,,,,,,,,,,,0.09,,,100.0,30.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.3073,0.806
2024-07-23,112759.0,91503.93,0.01,0.03,0.09,,91503.93,112759.0,112759.0,91503.93,,,,,,,,,,,,,,,0.09,,,100.0,27.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.2724,0.8115
2024-07-24,112759.0,93477.21,0.01,0.03,0.09,,93477.21,112759.0,112759.0,93477.21,,,,,,,,,,,,,,,0.09,,,100.0,35.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.3574,0.829
2024-07-25,1352359.0,1148558.5,0.08,0.4,1.12,,622162.36,732559.0,732559.0,622162.36,,,,619800.0,,,,,,,,0.51,619800.0,,0.61,,,100.0,78.42,0.0,0.0,0.0,100.0,8.52,0.844,91.48,1.4476,0.8493
2024-07-26,1352359.0,1120564.67,0.08,0.41,1.15,,606998.39,732559.0,732559.0,606998.39,,,,,,,,,,,,,,,0.62,,,100.0,78.42,0.0,0.0,0.0,100.0,8.15,0.8503,91.85,1.4476,0.8286
2024-07-29,112759.0,95337.73,0.01,0.03,0.1,,95337.73,112759.0,112759.0,95337.73,,,,,,0.53,,619800.0,,,,,,619800.0,0.09,0.53,,100.0,12.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.1208,0.8455
2024-07-30,112759.0,94593.53,0.01,0.03,0.09,,94593.53,112759.0,112759.0,94593.53,,,,,,,,,,,,,,,0.1,,,100.0,30.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.3013,0.8389
2024-07-31,112759.0,93195.31,0.01,0.04,0.09,,93195.31,112759.0,112759.0,93195.31,,,,,,,,,,,,,,,0.09,,,100.0,32.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.3236,0.8265
2024-08-01,112759.0,97220.81,0.01,0.04,0.1,,97220.81,112759.0,112759.0,97220.81,,,,,,,,,,,,,,,0.09,,,100.0,34.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.3431,0.8622
2024-08-02,592959.0,528504.36,0.04,0.19,0.51,,314503.23,352859.0,352859.0,314503.23,,,,240100.0,,,,,,,,0.21,240100.0,,0.3,,,100.0,62.05,0.0,0.0,0.0,100.0,19.53,0.6857,80.47,1.0426,0.8913
2024-08-05,112759.0,103275.97,0.01,0.04,0.1,,103275.97,112759.0,112759.0,103275.97,,,,,,0.21,,240100.0,,,,,,240100.0,0.1,0.21,,100.0,34.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.3431,0.9159
2024-08-06,112759.0,103805.94,0.01,0.04,0.1,,103805.94,112759.0,112759.0,103805.94,,,,,,,,,,,,,,,0.1,,,100.0,35.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.3598,0.9206
2024-08-07,112759.0,99881.92,0.01,0.04,0.1,,99881.92,112759.0,112759.0,99881.92,,,,,,,,,,,,,,,0.1,,,100.0,13.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.1368,0.8858
2024-08-08,112759.0,100468.27,0.01,0.04,0.1,,100468.27,112759.0,112759.0,100468.27,,,,,,,,,,,,,,,0.1,,,100.0,34.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.3434,0.891
2024-08-09,112759.0,99927.03,0.01,0.04,0.1,,99927.03,112759.0,112759.0,99927.03,,,,,,,,,,,,,,,0.1,,,100.0,36.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.3633,0.8862
2024-08-12,652759.0,581673.54,0.05,0.24,0.58,,341076.54,382759.0,382759.0,341076.54,,,,270000.0,,,,,,,,0.24,270000.0,,0.34,,,100.0,69.18,0.0,0.0,0.0,100.0,17.35,0.7132,82.65,1.1799,0.8911
2024-08-13,602335.0,533488.11,0.05,0.22,0.54,,294349.11,332335.0,332335.0,294349.11,,,,,,0.04,,50424.0,,,,,,50424.0,0.3,0.04,,100.0,60.07,0.0,0.0,0.0,100.0,10.29,0.8153,89.71,1.0887,0.8857
2024-08-14,602335.0,525236.12,0.05,0.22,0.53,,289796.12,332335.0,332335.0,289796.12,,,,,,,,,,,,,,,0.3,,,100.0,59.32,0.0,0.0,0.0,100.0,10.21,0.8167,89.79,1.0751,0.872
2024-08-15,62335.0,53072.02,0.0,0.02,0.05,,53072.02,62335.0,62335.0,53072.02,,,,,,0.24,,270000.0,,,,,,270000.0,0.05,0.24,,100.0,17.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.1752,0.8514
2024-08-16,62335.0,52679.31,0.0,0.02,0.05,,52679.31,62335.0,62335.0,52679.31,,,,,,,,,,,,,,,0.05,,,100.0,17.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.1752,0.8451
2024-08-19,126624.0,105566.43,0.01,0.05,0.11,,105566.43,126624.0,126624.0,105566.43,,64289.0,0.05,,,,64289.0,,,0.05,64289.0,,,,0.11,,,100.0,35.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.3558,0.8337
2024-08-20,126624.0,106009.61,0.01,0.05,0.11,,106009.61,126624.0,126624.0,106009.61,,,,,,,,,,,,,,,0.1,,,100.0,43.93,0.0,0.0,0.0,100.0,,1.0,100.0,0.4393,0.8372
2024-08-21,117624.0,97451.48,0.01,0.04,0.1,,97451.48,117624.0,117624.0,97451.48,,,,,,0.01,,9000.0,,,,,,9000.0,0.1,0.01,,100.0,40.95,0.0,0.0,0.0,100.0,,1.0,100.0,0.4095,0.8285
2024-08-22,277024.0,229819.11,0.02,0.1,0.23,,163699.99,197324.0,197324.0,163699.99,,,,79700.0,,,,,,,,0.07,79700.0,,0.16,,,100.0,55.13,0.0,0.0,0.0,100.0,42.49,0.5113,57.51,0.7739,0.8296
2024-08-23,172074.0,140756.53,0.01,0.06,0.14,,96216.43,162094.0,117624.0,132592.89,,44470.0,,,,0.07,,79700.0,,,44470.0,,,79700.0,0.13,0.07,,100.0,39.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.4173,0.818
2024-08-26,162094.0,132268.7,0.01,0.06,0.13,,132268.7,162094.0,162094.0,132268.7,,,0.03,,,,44470.0,,,0.03,,,,,0.13,,,100.0,45.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.4528,0.816
2024-08-27,267894.0,219994.55,0.02,0.1,0.22,,176553.07,214994.0,214994.0,176553.07,,,,52900.0,,,,,,,,0.04,52900.0,,0.18,,,100.0,60.06,0.0,0.0,0.0,100.0,39.34,0.5227,60.66,0.7484,0.8212
2024-08-28,267894.0,219405.19,0.02,0.1,0.22,,176080.09,214994.0,214994.0,176080.09,,,,,,,,,,,,,,,0.18,,,100.0,60.06,0.0,0.0,0.0,100.0,39.56,0.5218,60.44,0.7484,0.819
2024-08-29,610294.0,491896.96,0.06,0.22,0.5,,311272.36,386194.0,386194.0,311272.36,,171200.0,0.14,,,,171200.0,,,0.14,171200.0,,,,0.32,,,100.0,76.88,0.0,0.0,0.0,100.0,26.25,0.6128,73.75,1.2149,0.806
2024-08-30,610294.0,493117.55,0.06,0.22,0.49,,312044.75,386194.0,386194.0,312044.75,,,,,,,,,,,,,,,0.31,,,100.0,76.88,0.0,0.0,0.0,100.0,26.61,0.6094,73.39,1.2149,0.808
2024-09-02,610294.0,491530.79,0.06,0.22,0.49,,311040.65,386194.0,386194.0,311040.65,,,,,,,,,,,,,,,0.31,,,100.0,76.88,0.0,0.0,0.0,100.0,26.5,0.6105,73.5,1.2149,0.8054
2024-09-03,162094.0,133079.17,0.02,0.06,0.13,,133079.17,162094.0,162094.0,133079.17,,,,,,0.18,,224100.0,,,,,,224100.0,0.13,0.18,,100.0,45.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.4528,0.821
2024-09-04,1588494.0,1329569.48,0.15,0.55,1.3,,732621.08,875294.0,875294.0,732621.08,,,,713200.0,,,,,,,,0.58,713200.0,,0.72,,,100.0,88.28,0.0,0.0,0.0,100.0,10.38,0.8139,89.62,1.6022,0.837
2024-09-05,1622224.0,1382783.74,0.15,0.57,1.36,,774852.06,909024.0,909024.0,774852.06,,33730.0,0.03,,,,33730.0,,,0.03,33730.0,,,,0.76,,,100.0,89.43,0.0,0.0,0.0,100.0,12.27,0.7848,87.73,1.596,0.8524
2024-09-06,195824.0,170680.2,0.02,0.07,0.17,,170680.2,195824.0,195824.0,170680.2,,,,,,0.6,,713200.0,,,,,,713200.0,0.17,0.6,,100.0,50.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.5048,0.8716
2024-09-09,195824.0,167331.61,0.02,0.07,0.17,,167331.61,195824.0,195824.0,167331.61,,,,,,,,,,,,,,,0.17,,,100.0,50.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.5021,0.8545
2024-09-10,192475.0,165586.24,0.02,0.07,0.17,,165586.24,192475.0,192475.0,165586.24,,,,,,0.01,,3349.0,,,,,,3349.0,0.16,0.0,,100.0,49.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.4935,0.8603
2024-09-11,192475.0,165797.97,0.02,0.07,0.16,,165797.97,192475.0,192475.0,165797.97,,,,,,,,,,,,,,,0.16,,,100.0,53.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.5341,0.8614
2024-09-12,165875.0,141640.66,0.02,0.06,0.14,,141640.66,165875.0,165875.0,141640.66,,,,,,0.02,,26600.0,,,,,,26600.0,0.14,0.02,,100.0,46.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.4603,0.8539
2024-09-13,164475.0,139293.88,0.02,0.06,0.14,,139293.88,164475.0,164475.0,139293.88,,,,,,0.0,,1400.0,,,,,,1400.0,0.14,0.0,,100.0,49.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.4928,0.8469
2024-09-16,164475.0,139885.99,0.02,0.06,0.14,,139885.99,164475.0,164475.0,139885.99,,,,,,,,,,,,,,,0.14,,,100.0,45.64,0.0,0.0,0.0,100.0,,1.0,100.0,0.4564,0.8505
2024-09-17,164475.0,138586.64,0.02,0.06,0.14,,138586.64,164475.0,164475.0,138586.64,,,,,,,,,,,,,,,0.14,,,100.0,45.64,0.0,0.0,0.0,100.0,,1.0,100.0,0.4564,0.8426
2024-09-18,164475.0,140099.81,0.02,0.06,0.14,,140099.81,164475.0,164475.0,140099.81,,,,,,,,,,,,,,,0.14,,,100.0,44.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.4428,0.8518
2024-09-19,164475.0,133800.41,0.02,0.06,0.13,,133800.41,164475.0,164475.0,133800.41,,,,,,,,,,,,,,,0.14,,,100.0,36.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.3675,0.8135
2024-09-20,164475.0,137830.05,0.02,0.06,0.14,,137830.05,164475.0,164475.0,137830.05,,,,,,,,,,,,,,,0.13,,,100.0,36.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.3675,0.838
2024-09-23,164475.0,137714.92,0.02,0.06,0.14,,137714.92,164475.0,164475.0,137714.92,,,,,,,,,,,,,,,0.14,,,100.0,35.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.3543,0.8373
2024-09-24,164475.0,134162.26,0.02,0.06,0.13,,134162.26,164475.0,164475.0,134162.26,,,,,,,,,,,,,,,0.14,,,100.0,47.83,0.0,0.0,0.0,100.0,,1.0,100.0,0.4783,0.8157
2024-09-25,164475.0,135527.4,0.02,0.06,0.14,,135527.4,164475.0,164475.0,135527.4,,,,,,,,,,,,,,,0.13,,,100.0,54.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.5451,0.824
2024-09-26,164475.0,129244.46,0.02,0.06,0.13,,129244.46,164475.0,164475.0,129244.46,,,,,,,,,,,,,,,0.14,,,100.0,54.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.5451,0.7858
2024-09-27,164475.0,127501.02,0.02,0.06,0.13,,127501.02,164475.0,164475.0,127501.02,,,,,,,,,,,,,,,0.13,,,100.0,54.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.5451,0.7752
2024-09-30,1424475.0,1149266.43,0.17,0.48,1.12,,640982.43,794475.0,794475.0,640982.43,,,,630000.0,,,,,,,,0.49,630000.0,,0.62,,,100.0,92.19,0.0,0.0,0.0,100.0,12.58,0.7801,87.42,1.653,0.8068
2024-10-01,1452633.0,1191159.06,0.17,0.49,1.18,,674559.06,822633.0,822633.0,674559.06,,28158.0,,28158.0,,,,,,,28158.0,0.02,,,0.67,,,100.0,94.8,0.0,0.0,0.0,100.0,12.07,0.7527,85.89,1.674,0.82
2024-10-02,2375075.0,1946373.96,0.29,0.81,1.95,,1040580.61,1269775.0,1269775.0,1040580.61,,475300.0,0.4,,,0.02,475300.0,28158.0,,0.4,475300.0,,,28158.0,1.04,0.02,,100.0,94.54,0.0,0.0,0.0,100.0,7.13,0.8675,92.87,1.7684,0.8195
2024-10-03,2517275.0,2118538.64,0.3,0.85,2.08,,1128480.4,1340875.0,1340875.0,1128480.4,,71100.0,0.06,,,,71100.0,,,0.06,71100.0,,,,1.1,,,100.0,95.22,0.0,0.0,0.0,100.0,6.89,0.8717,93.11,1.7877,0.8416
2024-10-04,2447275.0,2023896.43,0.29,0.83,2.06,,1051013.63,1340875.0,1270875.0,1108903.63,,,,,,,,,,,,,,70000.0,1.13,0.04,,100.0,95.22,0.0,0.0,0.0,100.0,6.81,0.8731,93.19,1.7379,0.827
2024-10-07,164475.0,134968.19,0.02,0.06,0.14,,134968.19,164475.0,164475.0,134968.19,,,,,,0.99,,1176400.0,,,,,,1106400.0,0.14,0.93,,100.0,44.92,0.0,0.0,0.0,100.0,,1.0,100.0,0.4492,0.8206
2024-10-08,2413675.0,2008660.34,0.27,0.85,2.0,,1072768.22,1289075.0,1289075.0,1072768.22,,,,1124600.0,,,,,,,,0.94,1124600.0,,1.06,,,100.0,95.22,0.0,0.0,0.0,100.0,7.06,0.8687,92.94,1.7828,0.8322
2024-10-09,2413675.0,1987178.63,0.27,0.87,2.0,,1061295.45,1289075.0,1289075.0,1061295.45,,,,,,,,,,,,,,,1.07,,,100.0,95.22,0.0,0.0,0.0,100.0,6.98,0.8701,93.02,1.7828,0.8233
2024-10-10,2460021.0,2037881.4,0.28,0.89,2.03,,1083481.76,1307921.0,1307921.0,1083481.76,,27500.0,0.03,,,0.01,27500.0,8654.0,,0.03,27500.0,,,8654.0,1.08,0.01,,100.0,94.68,0.0,0.0,0.0,100.0,6.54,0.8778,93.46,1.7809,0.8284
2024-10-11,2767971.0,2271673.8,0.31,1.0,2.3,,1035863.74,1652171.0,1262171.0,1355936.74,,353700.0,,,,0.01,,9450.0,,,353700.0,,,45750.0,1.37,0.04,,100.0,95.22,0.0,0.0,0.0,100.0,5.38,0.8982,94.62,1.5953,0.8207
2024-10-14,2322971.0,1896938.12,0.26,0.84,1.9,,1008232.34,1234671.0,1234671.0,1008232.34,,,,,,0.36,,417500.0,,,,,,27500.0,1.02,0.04,,100.0,89.66,0.0,0.0,0.0,100.0,6.29,0.8822,93.71,1.6869,0.8166
2024-10-15,2463361.0,2052718.72,0.27,0.89,2.04,,1087507.33,1305061.0,1305061.0,1087507.33,,390.0,0.08,390.0,,,70000.0,,,0.08,390.0,0.0,70000.0,,1.07,,,100.0,94.75,0.0,0.0,0.0,100.0,6.17,0.8839,93.81,1.7884,0.8333
2024-10-16,2463361.0,2067498.89,0.28,0.89,2.07,,1095337.7,1305061.0,1305061.0,1095337.7,,,,,,,,,,,,,,,1.09,,,100.0,94.75,0.0,0.0,0.0,100.0,6.14,0.8845,93.85,1.7884,0.8393
2024-10-17,2463361.0,2017739.0,0.28,0.89,2.04,,1068975.47,1305061.0,1305061.0,1068975.47,,,,,,,,,,,,,,,1.09,,,100.0,94.75,0.0,0.0,0.0,100.0,6.05,0.886,93.94,1.7884,0.8191
2024-10-18,2463361.0,2002958.83,0.28,0.86,2.02,,1061145.1,1304671.0,1305061.0,1060827.99,,,,,,0.02,,390.0,,,,,,,1.07,,,100.0,94.72,0.0,0.0,0.0,100.0,6.1,0.8852,93.89,1.7884,0.8131
2024-10-21,146761.0,121885.01,0.02,0.05,0.12,,121885.01,146761.0,146761.0,121885.01,,,,,,0.96,,1157910.0,,,,,,1158300.0,0.12,0.95,,100.0,37.41,0.0,0.0,0.0,100.0,0.26,0.9948,99.74,0.3741,0.8305
2024-10-22,146761.0,121826.31,0.02,0.05,0.12,,121826.31,146761.0,146761.0,121826.31,,,,,,,,,,,,,,,0.12,,,100.0,32.65,0.0,0.0,0.0,100.0,0.27,0.9947,99.73,0.3265,0.8301
2024-10-23,146371.0,122717.45,0.02,0.05,0.12,,122717.45,146371.0,146371.0,122717.45,,,,,,0.0,,390.0,,,,,,390.0,0.12,0.0,,100.0,35.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.3552,0.8384
2024-10-24,146371.0,122571.08,0.02,0.05,0.12,,122571.08,60800.0,146371.0,50913.92,,,,,,0.07,,85571.0,,,,,,,0.05,,,100.0,18.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.4503,0.8374
2024-10-25,60800.0,51047.68,0.01,0.02,0.05,,51047.68,60800.0,60800.0,51047.68,,,,,,,,,,,,,,85571.0,0.05,0.07,,100.0,18.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.187,0.8396
2024-10-28,667590.0,552030.17,0.08,0.24,0.56,,301314.09,364000.0,364390.0,300991.6,,,,303590.0,,,,,,,,0.25,303200.0,,0.31,,,100.0,57.94,0.0,0.0,0.0,100.0,9.17,0.8323,90.77,1.0626,0.8269
2024-10-29,667200.0,558780.0,0.08,0.24,0.55,,304850.0,364000.0,364000.0,304850.0,,,,,,,,,,,,,,390.0,0.3,0.0,,100.0,57.94,0.0,0.0,0.0,100.0,9.17,0.8335,90.83,1.062,0.8375
2024-10-30,60800.0,52044.8,0.01,0.02,0.05,,52044.8,60800.0,60800.0,52044.8,,,,,,0.25,,303200.0,,,,,,303200.0,0.05,0.25,,100.0,16.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.1611,0.856
2024-10-31,60800.0,53236.48,0.01,0.02,0.05,,53236.48,60800.0,60800.0,53236.48,,,,,,,,,,,,,,,0.05,,,100.0,12.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.1208,0.8756
2024-11-01,60800.0,52288.0,0.01,0.02,0.05,,52288.0,60800.0,60800.0,52288.0,,,,,,,,,,,,,,,0.05,,,100.0,12.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.1208,0.86
2024-11-04,60800.0,52835.2,0.01,0.02,0.05,,52835.2,60800.0,60800.0,52835.2,,,,,,,,,,,,,,,0.05,,,100.0,17.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.1724,0.869
2024-11-05,60800.0,52373.12,0.01,0.02,0.05,,52373.12,60800.0,60800.0,52373.12,,,,,,,,,,,,,,,0.05,,,100.0,17.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.1724,0.8614
2024-11-06,60800.0,52926.4,0.01,0.02,0.05,,52926.4,60800.0,60800.0,52926.4,,,,,,,,,,,,,,,0.05,,,100.0,17.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.1724,0.8705
2024-11-07,60800.0,52136.0,0.01,0.02,0.05,,52136.0,60800.0,60800.0,52136.0,,,,,,,,,,,,,,,0.05,,,100.0,17.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.1724,0.8575
2024-11-08,60800.0,53376.32,0.01,0.02,0.05,,53376.32,60800.0,60800.0,53376.32,,,,,,,,,,,,,,,0.05,,,100.0,17.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.1724,0.8779
2024-11-11,60800.0,52117.76,0.01,0.02,0.05,,52117.76,60800.0,60800.0,52117.76,,,,,,,,,,,,,,,0.05,,,100.0,17.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.1724,0.8572
2024-11-12,60800.0,54932.8,0.01,0.02,0.06,,54932.8,60800.0,60800.0,54932.8,,,,,,,,,,,,,,,0.05,,,100.0,16.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.161,0.9035
2024-11-13,60800.0,55139.52,0.01,0.02,0.06,,55139.52,60800.0,60800.0,55139.52,,,,,,,,,,,,,,,0.06,,,100.0,16.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.161,0.9069
2024-11-14,60800.0,53686.4,0.01,0.02,0.05,,53686.4,60800.0,60800.0,53686.4,,,,,,,,,,,,,,,0.06,,,100.0,18.82,0.0,0.0,0.0,100.0,,1.0,100.0,0.1882,0.883
2024-11-15,1228400.0,1097698.24,0.13,0.49,1.09,,576014.56,644600.0,644600.0,576014.56,,,,583800.0,,,,,,,,0.52,583800.0,,0.57,,,100.0,71.08,0.0,0.0,0.0,100.0,4.98,0.9054,95.02,1.3546,0.8936
2024-11-18,784600.0,700490.88,0.08,0.31,0.7,,116778.24,714600.0,130800.0,637994.88,,,,,,,,,,,,,70000.0,513800.0,0.64,0.46,,100.0,81.12,0.0,0.0,0.0,100.0,8.5,0.8444,91.5,0.8907,0.8928
2024-11-19,200800.0,181543.28,0.02,0.08,0.18,,118256.28,130800.0,130800.0,118256.28,,,,,,0.52,,583800.0,,,,,,,0.12,,,100.0,32.12,0.0,0.0,0.0,100.0,46.48,0.5025,53.52,0.493,0.9041
2024-11-20,130800.0,119381.16,0.01,0.05,0.12,,55492.16,130800.0,60800.0,119381.16,,,,,,,,,,,,,,70000.0,0.12,0.06,,100.0,44.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.4403,0.9127
2024-11-21,60800.0,55236.8,0.01,0.02,0.06,,55236.8,60800.0,60800.0,55236.8,,,,,,0.06,,70000.0,,,,,,,0.06,,,100.0,18.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.1867,0.9085
2024-11-22,60800.0,54640.96,0.01,0.02,0.05,,54640.96,60800.0,60800.0,54640.96,,,,,,,,,,,,,,,0.06,,,100.0,18.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.1867,0.8987
2024-11-25,60800.0,54653.12,0.01,0.02,0.05,,54653.12,60800.0,60800.0,54653.12,,,,,,,,,,,,,,,0.05,,,100.0,17.4,0.0,0.0,0.0,100.0,,1.0,100.0,0.174,0.8989
2024-11-26,200300.0,182913.96,0.02,0.08,0.18,,118989.96,130300.0,130300.0,118989.96,,,,70000.0,,0.0,,500.0,,,,0.06,70000.0,500.0,0.12,0.0,,100.0,38.5,0.0,0.0,0.0,100.0,46.28,0.5028,53.72,0.5918,0.9132
