,ALINS FP Equity_DX_SI_QTY,ALINS FP Equity_DX_SHORT_INTEREST_VALUE,ALINS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALINS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALINS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALINS FP Equity_DX_SI_MV,ALINS FP Equity_DX_DSS,ALINS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALINS FP Equity_DX_SUPPLY_SI_QTY,ALINS FP Equity_DX_BROKER_SI_QTY,ALINS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALINS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALINS FP Equity_DX_BROKER_SI_MV_INC_x,ALINS FP Equity_DX_BROKER_SI_QTY_ADD,ALINS FP Equity_DX_SUPPLY_SI_MV_DEC,ALINS FP Equity_DX_BROKER_SI_QTY_INC,ALINS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALINS FP Equity_DX_BROKER_SI_MV_INC_y,ALINS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALINS FP Equity_DX_BROKER_SI_MV_ADD,ALINS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALINS FP Equity_DX_BROKER_SI_QTY_DEC,ALINS FP Equity_DX_SUPPLY_SI_MV,ALINS FP Equity_DX_BROKER_SI_MV_DEC,ALINS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALINS FP Equity_DX_UTILIZATION_QUANTITY,ALINS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALINS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALINS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALINS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALINS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALINS FP Equity_DX_BROKER_SI_CON_RATIO,ALINS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALINS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALINS FP Equity_PX_LAST
2013-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2013-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2013-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.22
2013-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08
2013-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2013-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16
2013-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.28
2013-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2013-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2013-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2013-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.26
2013-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2013-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14
2013-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.64
2013-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81
2013-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.77
2013-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53
2013-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61
2013-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51
2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51
2013-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.47
2013-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.47
2013-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.48
2013-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.36
2013-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2013-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34
2013-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.36
2013-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
2013-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56
2013-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2013-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.58
2013-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2013-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2013-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.63
2013-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.63
2013-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.64
2013-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.64
2013-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.67
2013-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.68
2013-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.72
2013-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2013-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2013-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2013-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2013-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2013-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2013-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75
2013-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2013-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2013-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.62
2013-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.42
2013-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2013-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2013-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19
2013-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31
2013-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2013-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2013-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.26
2013-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21
2013-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29
2013-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29
2013-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29
2013-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29
2013-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29
2013-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2013-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2013-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11
2013-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11
2013-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11
2013-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14
2013-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2013-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2013-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09
2013-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2013-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19
2013-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21
2013-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79
2013-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2013-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2013-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24
2013-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2013-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2013-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.82
2013-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2013-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72
2013-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62
2013-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62
2013-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.81
2013-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.81
2013-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79
2013-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2013-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2013-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01
2013-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2013-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2013-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14
2013-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14
2013-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12
2013-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12
2013-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2013-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.03
2013-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2013-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2013-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2013-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39
2013-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39
2013-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2013-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2013-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2013-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16
2013-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17
2013-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31
2013-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2013-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56
2013-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56
2013-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03
2013-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.02
2013-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85
2013-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87
2013-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.79
2013-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2013-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
2013-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.89
2013-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2013-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2013-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78
2013-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78
2013-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.64
2013-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2013-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2013-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2013-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.43
2013-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53
2013-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2013-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34
2013-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2013-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21
2013-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24
2013-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24
2013-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.26
2013-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.26
2013-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.28
2013-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.28
2013-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21
2013-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18
2013-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2013-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62
2013-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2013-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.57
2013-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62
2013-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.91
2013-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76
2013-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77
2013-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2013-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2013-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2013-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2013-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2013-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2013-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2013-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59
2013-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53
2013-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2013-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69
2013-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2013-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2013-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.61
2013-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.71
2013-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.71
2013-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2013-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09
2013-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17
2013-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2013-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11
2013-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11
2013-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01
2013-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2013-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.96
2013-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07
2013-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.89
2013-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2013-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.96
2013-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2013-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2013-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2013-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2013-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.22
2013-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2013-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2013-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09
2013-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2013-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07
2013-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05
2013-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04
2013-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31
2013-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31
2013-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14
2013-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14
2013-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2013-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2013-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97
2013-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97
2013-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97
2013-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87
2013-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2013-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76
2013-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76
2013-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76
2013-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
2013-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.74
2013-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86
2014-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86
2014-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2014-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87
2014-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02
2014-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2014-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2014-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2014-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2014-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2014-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79
2014-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11
2014-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2014-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2014-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18
2014-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18
2014-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18
2014-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2014-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02
2014-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2014-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98
2014-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67
2014-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25
2014-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2014-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89
2014-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96
2014-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98
2014-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2014-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05
2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96
2014-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86
2014-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78
2014-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74
2014-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64
2014-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.13
2014-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96
2014-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95
2014-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2014-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99
2014-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86
2014-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85
2014-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96
2014-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2014-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79
2014-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76
2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77
2014-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84
2014-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81
2014-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88
2014-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64
2014-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47
2014-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13
2014-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33
2014-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84
2014-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2014-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85
2014-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69
2014-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61
2014-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69
2014-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2014-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61
2014-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61
2014-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34
2014-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34
2014-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34
2014-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15
2014-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85
2014-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67
2014-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64
2014-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2014-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73
2014-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2014-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
