,ALNN6 FP Equity_DX_SI_QTY,ALNN6 FP Equity_DX_SHORT_INTEREST_VALUE,ALNN6 FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNN6 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNN6 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNN6 FP Equity_DX_SI_MV,ALNN6 FP Equity_DX_DSS,ALNN6 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNN6 FP Equity_DX_SUPPLY_SI_QTY,ALNN6 FP Equity_DX_BROKER_SI_QTY,ALNN6 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALNN6 FP Equity_DX_BROKER_SI_MV_INC_x,ALNN6 FP Equity_DX_BROKER_SI_QTY_ADD,ALNN6 FP Equity_DX_SUPPLY_SI_MV_DEC,ALNN6 FP Equity_DX_BROKER_SI_QTY_INC,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNN6 FP Equity_DX_BROKER_SI_MV_INC_y,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALNN6 FP Equity_DX_BROKER_SI_MV_ADD,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNN6 FP Equity_DX_BROKER_SI_QTY_DEC,ALNN6 FP Equity_DX_SUPPLY_SI_MV,ALNN6 FP Equity_DX_BROKER_SI_MV_DEC,ALNN6 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNN6 FP Equity_DX_UTILIZATION_QUANTITY,ALNN6 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNN6 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNN6 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNN6 FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNN6 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNN6 FP Equity_DX_BROKER_SI_CON_RATIO,ALNN6 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNN6 FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-12-09,10000.0,6920.0,0.17,2.35,0.15,0.01,0.0,3460.0,5000.0,5000.0,3460.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-12,10000.0,6880.0,0.17,2.32,0.15,0.01,0.0,3440.0,5000.0,5000.0,3440.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-13,10000.0,6640.0,0.17,2.36,0.15,0.01,0.0,3320.0,5000.0,5000.0,3320.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-14,10000.0,6920.0,0.17,2.43,0.15,0.01,0.0,3460.0,5000.0,5000.0,3460.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-15,10000.0,7300.0,0.17,2.34,0.15,0.01,0.0,3650.0,5000.0,5000.0,3650.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-16,10000.0,7200.0,0.17,2.31,0.15,0.01,0.0,3600.0,5000.0,5000.0,3600.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-19,10000.0,7080.0,0.17,2.33,0.15,0.01,0.0,3540.0,5000.0,5000.0,3540.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-20,10000.0,6900.0,0.17,2.33,0.15,0.01,0.0,3450.0,5000.0,5000.0,3450.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-21,10000.0,7020.0,0.17,2.54,0.15,0.01,0.0,3510.0,5000.0,5000.0,3510.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-22,10000.0,6960.0,0.17,2.56,0.15,0.01,0.0,3480.0,5000.0,5000.0,3480.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-23,10000.0,6980.0,0.17,2.52,0.15,0.01,0.0,3490.0,5000.0,5000.0,3490.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-26,10000.0,6980.0,0.17,2.53,0.15,0.01,0.0,3490.0,5000.0,5000.0,3490.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-27,10000.0,6900.0,0.17,2.53,0.15,0.01,0.0,3450.0,5000.0,5000.0,3450.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-28,10000.0,6840.0,0.17,2.72,0.15,0.01,0.0,3420.0,5000.0,5000.0,3420.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-29,10000.0,7020.0,0.17,2.64,0.15,0.01,0.0,3510.0,5000.0,5000.0,3510.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-30,10000.0,7100.0,0.17,2.53,0.15,0.01,0.0,3550.0,5000.0,5000.0,3550.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-02,10000.0,7020.0,0.17,2.45,0.15,0.01,0.0,3510.0,5000.0,5000.0,3510.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-03,10000.0,7040.0,0.17,2.38,0.15,0.01,0.0,3520.0,5000.0,5000.0,3520.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-04,10000.0,6960.0,0.17,2.3,0.15,0.01,0.0,3480.0,5000.0,5000.0,3480.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-05,10000.0,7940.0,0.17,2.23,0.15,0.01,0.0,3970.0,5000.0,5000.0,3970.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-06,10000.0,8660.0,0.17,1.67,0.15,0.01,0.0,4330.0,5000.0,5000.0,4330.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-09,10000.0,8780.0,0.17,1.47,0.15,0.01,0.0,4390.0,5000.0,5000.0,4390.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-10,10000.0,10300.0,0.17,1.36,0.15,0.01,0.0,5150.0,5000.0,5000.0,5150.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-11,10000.0,9000.0,0.17,0.8,0.15,0.01,0.0,4500.0,5000.0,5000.0,4500.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-12,10000.0,9820.0,0.17,0.73,0.15,0.01,0.0,4910.0,5000.0,5000.0,4910.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-13,10000.0,9780.0,0.17,0.72,0.15,0.01,0.0,4890.0,5000.0,5000.0,4890.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-16,10000.0,9600.0,0.17,0.69,0.15,0.01,0.0,4800.0,5000.0,5000.0,4800.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-17,10000.0,9780.0,0.17,0.69,0.15,0.01,0.0,4890.0,5000.0,5000.0,4890.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-18,10000.0,10100.0,0.17,0.7,0.15,0.01,0.0,5050.0,5000.0,5000.0,5050.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-19,10000.0,9900.0,0.17,0.68,0.15,0.01,0.0,4950.0,5000.0,5000.0,4950.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-20,10000.0,9880.0,0.17,0.68,0.15,0.01,0.0,4940.0,5000.0,5000.0,4940.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-23,10000.0,9620.0,0.17,0.69,0.15,0.01,0.0,4810.0,5000.0,5000.0,4810.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-24,10000.0,9880.0,0.17,0.69,0.15,0.01,0.0,4940.0,5000.0,5000.0,4940.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-25,10000.0,9760.0,0.17,0.69,0.15,0.01,0.0,4880.0,5000.0,5000.0,4880.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-26,10000.0,9660.0,0.17,0.68,0.15,0.01,0.0,4830.0,5000.0,5000.0,4830.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-27,10000.0,9320.0,0.17,0.69,0.15,0.01,0.0,4660.0,5000.0,5000.0,4660.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-30,10000.0,9260.0,0.17,0.68,0.15,0.01,0.0,4630.0,5000.0,5000.0,4630.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-31,10000.0,9660.0,0.17,0.68,0.15,0.01,0.0,4830.0,5000.0,5000.0,4830.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-01,10000.0,9700.0,0.17,0.69,0.15,0.01,0.0,4850.0,5000.0,5000.0,4850.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-02,10000.0,9280.0,0.17,0.67,0.15,0.01,0.0,4640.0,5000.0,5000.0,4640.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-03,10000.0,9280.0,0.17,0.64,0.15,0.01,0.0,4640.0,5000.0,5000.0,4640.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-06,10000.0,9200.0,0.17,0.64,0.15,0.01,0.0,4600.0,5000.0,5000.0,4600.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-07,10000.0,8400.0,0.17,0.62,0.15,0.01,0.0,4200.0,5000.0,5000.0,4200.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-08,10000.0,8800.0,0.17,0.62,0.15,0.01,0.0,4400.0,5000.0,5000.0,4400.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-09,10000.0,8860.0,0.17,0.62,0.15,0.01,0.0,4430.0,5000.0,5000.0,4430.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-10,10000.0,8800.0,0.17,0.62,0.15,0.01,0.0,4400.0,5000.0,5000.0,4400.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-13,10000.0,8900.0,0.17,0.62,0.15,0.01,0.0,4450.0,5000.0,5000.0,4450.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-14,10000.0,8520.0,0.17,0.62,0.15,0.01,0.0,4260.0,5000.0,5000.0,4260.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-15,10000.0,9000.0,0.17,0.62,0.15,0.01,0.0,4500.0,5000.0,5000.0,4500.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-16,10000.0,8900.0,0.17,0.62,0.15,0.01,0.0,4450.0,5000.0,5000.0,4450.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-17,10000.0,8840.0,0.17,0.69,0.15,0.01,0.0,4420.0,5000.0,5000.0,4420.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-20,10000.0,9000.0,0.17,0.73,0.15,0.01,0.0,4500.0,5000.0,5000.0,4500.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-21,10000.0,8520.0,0.17,0.75,0.15,0.01,0.0,4260.0,5000.0,5000.0,4260.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-22,10000.0,8720.0,0.17,1.2,0.15,0.01,0.0,4360.0,5000.0,5000.0,4360.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-23,10000.0,9020.0,0.17,1.38,0.15,0.01,0.0,4510.0,5000.0,5000.0,4510.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-24,10000.0,9180.0,0.17,1.47,0.15,0.01,0.0,4590.0,5000.0,5000.0,4590.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-27,10000.0,9380.0,0.17,1.51,0.15,0.01,0.0,4690.0,5000.0,5000.0,4690.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-28,10000.0,9140.0,0.17,1.42,0.15,0.01,0.0,4570.0,5000.0,5000.0,4570.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-01,10000.0,10500.0,0.17,1.48,0.15,0.01,0.0,5250.0,5000.0,5000.0,5250.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-02,10000.0,10550.0,0.17,1.28,0.15,0.01,0.0,5275.0,5000.0,5000.0,5275.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-03,10000.0,10350.0,0.17,1.13,0.15,0.01,0.0,5175.0,5000.0,5000.0,5175.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-06,10000.0,10200.0,0.17,1.14,0.15,0.01,0.0,5100.0,5000.0,5000.0,5100.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-07,10000.0,10000.0,0.17,1.15,0.15,0.01,0.0,5000.0,5000.0,5000.0,5000.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-08,10000.0,9280.0,0.17,1.11,0.15,0.01,0.0,4640.0,5000.0,5000.0,4640.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-09,10000.0,9480.0,0.17,1.05,0.15,0.01,0.0,4740.0,5000.0,5000.0,4740.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-10,10000.0,9400.0,0.17,1.05,0.15,0.01,0.0,4700.0,5000.0,5000.0,4700.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-13,10000.0,9040.0,0.17,1.08,0.15,0.01,0.0,4520.0,5000.0,5000.0,4520.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-14,10000.0,9500.0,0.17,1.01,0.15,0.01,0.0,4750.0,5000.0,5000.0,4750.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-15,10000.0,9000.0,0.17,1.01,0.15,0.01,0.0,4500.0,5000.0,5000.0,4500.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-16,10000.0,8920.0,0.17,1.03,0.15,0.01,0.0,4460.0,5000.0,5000.0,4460.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-17,10000.0,8900.0,0.17,1.09,0.15,0.01,0.0,4450.0,5000.0,5000.0,4450.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-20,10000.0,9180.0,0.17,1.09,0.15,0.01,0.0,4590.0,5000.0,5000.0,4590.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-21,10000.0,9000.0,0.17,1.14,0.15,0.01,0.0,4500.0,5000.0,5000.0,4500.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-22,10000.0,8980.0,0.17,1.17,0.15,0.01,0.0,4490.0,5000.0,5000.0,4490.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-23,10000.0,8820.0,0.17,1.17,0.15,0.01,0.0,4410.0,5000.0,5000.0,4410.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-24,10000.0,8700.0,0.17,1.15,0.15,0.01,0.0,4350.0,5000.0,5000.0,4350.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-27,10000.0,9000.0,0.17,1.14,0.15,0.01,0.0,4500.0,5000.0,5000.0,4500.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-28,10000.0,8980.0,0.17,1.14,0.15,0.01,0.0,4490.0,5000.0,5000.0,4490.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-29,10000.0,8820.0,0.17,1.15,0.15,0.01,0.0,4410.0,5000.0,5000.0,4410.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-30,10000.0,9400.0,0.17,1.17,0.15,0.01,0.0,4700.0,5000.0,5000.0,4700.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-31,10000.0,9700.0,0.17,1.12,0.15,0.01,0.0,4850.0,5000.0,5000.0,4850.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-03,10000.0,9680.0,0.17,1.11,0.15,0.01,0.0,4840.0,5000.0,5000.0,4840.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-04,10000.0,9680.0,0.17,1.12,0.15,0.01,0.0,4840.0,5000.0,5000.0,4840.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-05,10000.0,10400.0,0.17,1.15,0.15,0.01,0.0,5200.0,5000.0,5000.0,5200.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-06,10000.0,10350.0,0.17,1.12,0.15,0.01,0.0,5175.0,5000.0,5000.0,5175.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-07,10000.0,10350.0,0.17,1.01,0.15,0.01,0.0,5175.0,5000.0,5000.0,5175.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-10,10000.0,10350.0,0.17,1.01,0.15,0.01,0.0,5175.0,5000.0,5000.0,5175.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-11,10000.0,10400.0,0.17,1.01,0.15,0.01,0.0,5200.0,5000.0,5000.0,5200.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-12,10000.0,9300.0,0.17,1.0,0.15,0.01,0.0,4650.0,5000.0,5000.0,4650.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-13,10000.0,9980.0,0.17,0.9,0.15,0.01,0.0,4990.0,5000.0,5000.0,4990.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-14,10000.0,9880.0,0.17,0.83,0.15,0.01,0.0,4940.0,5000.0,5000.0,4940.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-17,10000.0,9400.0,0.17,0.92,0.15,0.01,0.0,4700.0,5000.0,5000.0,4700.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-18,10000.0,9500.0,0.17,1.01,0.15,0.01,0.0,4750.0,5000.0,5000.0,4750.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-19,10000.0,9500.0,0.17,0.98,0.15,0.01,0.0,4750.0,5000.0,5000.0,4750.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-20,10000.0,9500.0,0.17,0.97,0.15,0.01,0.0,4750.0,5000.0,5000.0,4750.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-21,10000.0,9380.0,0.17,1.01,0.15,0.01,0.0,4690.0,5000.0,5000.0,4690.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-24,10000.0,8800.0,0.17,1.08,0.15,0.01,0.0,4400.0,5000.0,5000.0,4400.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-25,10000.0,9180.0,0.17,1.02,0.15,0.01,0.0,4590.0,5000.0,5000.0,4590.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-26,10000.0,8900.0,0.17,0.97,0.15,0.01,0.0,4450.0,5000.0,5000.0,4450.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-27,10000.0,9100.0,0.17,1.04,0.15,0.01,0.0,4550.0,5000.0,5000.0,4550.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-04-28,10000.0,9600.0,0.17,1.07,0.15,0.01,0.0,4800.0,5000.0,5000.0,4800.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-01,10000.0,9600.0,0.17,0.94,0.15,0.01,0.0,4800.0,5000.0,5000.0,4800.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-02,10000.0,9380.0,0.17,0.94,0.15,0.01,0.0,4690.0,5000.0,5000.0,4690.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-03,10000.0,9460.0,0.17,0.77,0.15,0.01,0.0,4730.0,5000.0,5000.0,4730.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-04,10000.0,9200.0,0.17,0.77,0.15,0.01,0.0,4600.0,5000.0,5000.0,4600.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-05,10000.0,9380.0,0.17,0.76,0.15,0.01,0.0,4690.0,5000.0,5000.0,4690.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-08,10000.0,9400.0,0.17,0.75,0.15,0.01,0.0,4700.0,5000.0,5000.0,4700.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-09,10000.0,9520.0,0.17,0.74,0.15,0.01,0.0,4760.0,5000.0,5000.0,4760.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-10,10000.0,9520.0,0.17,0.76,0.15,0.01,0.0,4760.0,5000.0,5000.0,4760.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-11,10000.0,9320.0,0.17,0.76,0.15,0.01,0.0,4660.0,5000.0,5000.0,4660.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-12,10000.0,9080.0,0.17,0.77,0.15,0.01,0.0,4540.0,5000.0,5000.0,4540.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-15,10000.0,9040.0,0.17,0.73,0.15,0.01,0.0,4520.0,5000.0,5000.0,4520.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-16,10000.0,9200.0,0.17,0.67,0.15,0.01,0.0,4600.0,5000.0,5000.0,4600.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-17,10000.0,9200.0,0.17,0.66,0.15,0.01,0.0,4600.0,5000.0,5000.0,4600.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-18,10000.0,9100.0,0.17,0.67,0.15,0.01,0.0,4550.0,5000.0,5000.0,4550.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-19,10000.0,9280.0,0.17,0.67,0.15,0.01,0.0,4640.0,5000.0,5000.0,4640.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-22,10000.0,9280.0,0.17,0.65,0.15,0.01,0.0,4640.0,5000.0,5000.0,4640.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
