,MLCHE FP Equity_DX_SI_QTY,MLCHE FP Equity_DX_SHORT_INTEREST_VALUE,MLCHE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLCHE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLCHE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLCHE FP Equity_DX_SI_MV,MLCHE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLCHE FP Equity_DX_SUPPLY_SI_QTY,MLCHE FP Equity_DX_BROKER_SI_QTY,MLCHE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLCHE FP Equity_DX_SUPPLY_SI_MV,MLCHE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLCHE FP Equity_DX_UTILIZATION_QUANTITY,MLCHE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLCHE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLCHE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLCHE FP Equity_DX_ACTIVE_UTILIZATION_MV,MLCHE FP Equity_DX_BROKER_SI_CON_RATIO,MLCHE FP Equity_DX_DEMAND_SUPPLY_RATIO,MLCHE FP Equity_PX_LAST
2021-07-08,,,,,,,,,,,,,,,,,,,,44.8
2021-07-13,,,,,,,,,,,,,,,,,,,,44.6
2021-07-27,,,,,,,,,,,,,,,,,,,,45.0
2021-07-29,,,,,,,,,,,,,,,,,,,,45.0
2021-07-30,,,,,,,,,,,,,,,,,,,,45.2
2021-08-05,,,,,,,,,,,,,,,,,,,,45.0
2021-08-06,,,,,,,,,,,,,,,,,,,,45.0
2021-08-09,,,,,,,,,,,,,,,,,,,,44.8
2021-08-11,,,,,,,,,,,,,,,,,,,,48.0
2021-08-13,,,,,,,,,,,,,,,,,,,,50.0
2021-08-16,,,,,,,,,,,,,,,,,,,,50.0
2021-08-17,,,,,,,,,,,,,,,,,,,,52.0
2021-08-18,,,,,,,,,,,,,,,,,,,,55.0
2021-08-23,,,,,,,,,,,,,,,,,,,,55.0
2021-08-25,,,,,,,,,,,,,,,,,,,,56.0
2021-08-26,,,,,,,,,,,,,,,,,,,,56.0
2021-09-07,,,,,,,,,,,,,,,,,,,,53.0
2021-09-14,,,,,,,,,,,,,,,,,,,,59.5
2021-09-15,,,,,,,,,,,,,,,,,,,,60.0
2021-09-16,,,,,,,,,,,,,,,,,,,,60.0
2021-09-17,,,,,,,,,,,,,,,,,,,,60.0
2021-09-20,,,,,,,,,,,,,,,,,,,,60.0
2021-09-22,,,,,,,,,,,,,,,,,,,,59.5
2021-09-27,,,,,,,,,,,,,,,,,,,,55.5
2021-09-28,,,,,,,,,,,,,,,,,,,,55.5
2021-09-30,,,,,,,,,,,,,,,,,,,,45.2
2021-10-01,,,,,,,,,,,,,,,,,,,,40.8
2021-10-07,,,,,,,,,,,,,,,,,,,,55.5
2021-10-11,,,,,,,,,,,,,,,,,,,,50.0
2021-10-13,,,,,,,,,,,,,,,,,,,,55.0
2021-10-21,,,,,,,,,,,,,,,,,,,,55.0
2021-10-26,,,,,,,,,,,,,,,,,,,,56.5
2021-11-01,,,,,,,,,,,,,,,,,,,,55.5
2021-11-03,,,,,,,,,,,,,,,,,,,,55.5
2021-11-04,,,,,,,,,,,,,,,,,,,,52.0
2021-11-05,,,,,,,,,,,,,,,,,,,,48.2
2021-11-09,,,,,,,,,,,,,,,,,,,,56.5
2021-11-10,,,,,,,,,,,,,,,,,,,,55.5
2021-11-12,,,,,,,,,,,,,,,,,,,,56.0
2021-11-15,,,,,,,,,,,,,,,,,,,,56.0
2021-12-02,,,,,,,,,,,,,,,,,,,,51.0
2021-12-06,,,,,,,,,,,,,,,,,,,,60.0
2021-12-08,,,,,,,,,,,,,,,,,,,,62.0
2021-12-09,,,,,,,,,,,,,,,,,,,,62.0
2021-12-10,,,,,,,,,,,,,,,,,,,,69.0
2021-12-17,,,,,,,,,,,,,,,,,,,,85.0
2021-12-20,,,,,,,,,,,,,,,,,,,,78.0
2021-12-21,,,,,,,,,,,,,,,,,,,,85.0
2021-12-22,,,,,,,,,,,,,,,,,,,,87.0
2021-12-23,,,,,,,,,,,,,,,,,,,,73.5
2021-12-24,,,,,,,,,,,,,,,,,,,,74.5
2021-12-28,,,,,,,,,,,,,,,,,,,,74.0
2021-12-29,,,,,,,,,,,,,,,,,,,,74.0
2021-12-30,,,,,,,,,,,,,,,,,,,,77.0
2021-12-31,,,,,,,,,,,,,,,,,,,,77.0
2022-01-03,,,,,,,,,,,,,,,,,,,,77.0
2022-01-04,,,,,,,,,,,,,,,,,,,,76.0
2022-01-05,,,,,,,,,,,,,,,,,,,,76.0
2022-01-06,,,,,,,,,,,,,,,,,,,,76.0
2022-01-07,,,,,,,,,,,,,,,,,,,,76.0
2022-01-10,,,,,,,,,,,,,,,,,,,,76.0
2022-01-11,,,,,,,,,,,,,,,,,,,,76.0
2022-01-12,,,,,,,,,,,,,,,,,,,,76.0
2022-01-19,,,,,,,,,,,,,,,,,,,,76.0
2022-01-20,,,,,,,,,,,,,,,,,,,,76.0
2022-01-21,,,,,,,,,,,,,,,,,,,,76.0
2022-01-26,,,,,,,,,,,,,,,,,,,,75.5
2022-01-27,,,,,,,,,,,,,,,,,,,,76.0
2022-02-10,,,,,,,,,,,,,,,,,,,,76.5
2022-02-11,,,,,,,,,,,,,,,,,,,,81.0
2022-02-14,,,,,,,,,,,,,,,,,,,,75.5
2022-02-15,,,,,,,,,,,,,,,,,,,,75.0
2022-02-16,,,,,,,,,,,,,,,,,,,,74.0
2022-02-18,,,,,,,,,,,,,,,,,,,,74.0
2022-02-24,,,,,,,,,,,,,,,,,,,,74.5
2022-02-25,,,,,,,,,,,,,,,,,,,,74.0
2022-03-02,,,,,,,,,,,,,,,,,,,,74.0
2022-03-07,,,,,,,,,,,,,,,,,,,,73.0
2022-03-09,,,,,,,,,,,,,,,,,,,,73.0
2022-03-10,,,,,,,,,,,,,,,,,,,,73.0
2022-03-14,,,,,,,,,,,,,,,,,,,,73.0
2022-03-16,,,,,,,,,,,,,,,,,,,,75.0
2022-03-18,,,,,,,,,,,,,,,,,,,,80.5
2022-03-21,,,,,,,,,,,,,,,,,,,,81.0
2022-03-29,,,,,,,,,,,,,,,,,,,,73.0
2022-04-04,,,,,,,,,,,,,,,,,,,,75.0
2022-04-05,,,,,,,,,,,,,,,,,,,,78.0
2022-08-03,,,,,,,,,,,,,,,,,,,,64.0
2022-08-04,,,,,,,,,,,,,,,,,,,,63.5
2022-08-05,,,,,,,,,,,,,,,,,,,,62.0
2022-08-08,,,,,,,,,,,,,,,,,,,,65.5
2022-08-09,,,,,,,,,,,,,,,,,,,,65.5
2022-08-16,,,,,,,,,,,,,,,,,,,,65.5
2022-08-18,,,,,,,,,,,,,,,,,,,,60.5
2022-08-19,,,,,,,,,,,,,,,,,,,,65.5
2022-08-29,,,,,,,,,,,,,,,,,,,,60.0
2022-08-30,,,,,,,,,,,,,,,,,,,,65.0
2022-09-08,,,,,,,,,,,,,,,,,,,,62.0
2022-09-15,,,,,,,,,,,,,,,,,,,,60.0
2022-09-16,,,,,,,,,,,,,,,,,,,,62.0
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1302.0,0.0,0.0,0.0,0.0,
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1239.0,0.0,0.0,0.0,0.0,59.0
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1239.0,0.0,0.0,0.0,0.0,
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1239.0,0.0,0.0,0.0,0.0,
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1239.0,0.0,0.0,0.0,0.0,
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1239.0,0.0,0.0,0.0,0.0,
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1239.0,0.0,0.0,0.0,0.0,
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1239.0,0.0,0.0,0.0,0.0,
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1155.0,0.0,0.0,0.0,0.0,55.0
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1155.0,0.0,0.0,0.0,0.0,
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1060.5,0.0,0.0,0.0,0.0,50.5
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1060.5,0.0,0.0,0.0,0.0,
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1060.5,0.0,0.0,0.0,0.0,
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1134.0,0.0,0.0,0.0,0.0,54.0
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1134.0,0.0,0.0,0.0,0.0,
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1155.0,0.0,0.0,0.0,0.0,55.0
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1155.0,0.0,0.0,0.0,0.0,
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,54.5
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1155.0,0.0,0.0,0.0,0.0,55.0
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1155.0,0.0,0.0,0.0,0.0,
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1155.0,0.0,0.0,0.0,0.0,
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1155.0,0.0,0.0,0.0,0.0,55.0
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1134.0,0.0,0.0,0.0,0.0,54.0
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1134.0,0.0,0.0,0.0,0.0,
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1020.6,0.0,0.0,0.0,0.0,48.6
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1020.6,0.0,0.0,0.0,0.0,
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1020.6,0.0,0.0,0.0,0.0,48.6
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1020.6,0.0,0.0,0.0,0.0,48.6
2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1113.0,0.0,0.0,0.0,0.0,53.0
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1113.0,0.0,0.0,0.0,0.0,
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1071.0,0.0,0.0,0.0,0.0,51.0
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1071.0,0.0,0.0,0.0,0.0,
2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1071.0,0.0,0.0,0.0,0.0,
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,54.5
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,
2022-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,54.5
2022-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,54.5
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,
2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,
2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,54.5
2022-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,54.5
2022-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,54.5
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1144.5,0.0,0.0,0.0,0.0,54.5
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1155.0,0.0,0.0,0.0,0.0,55.0
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1155.0,0.0,0.0,0.0,0.0,55.0
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1155.0,0.0,0.0,0.0,0.0,55.0
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1155.0,0.0,0.0,0.0,0.0,55.0
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1226.99,0.0,0.0,0.0,0.0,60.0
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1186.5,0.0,0.0,0.0,0.0,56.5
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1155.42,0.0,0.0,0.0,0.0,56.5
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1155.42,0.0,0.0,0.0,0.0,
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1228.5,0.0,0.0,0.0,0.0,58.5
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1228.5,0.0,0.0,0.0,0.0,58.5
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1228.5,0.0,0.0,0.0,0.0,58.5
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1228.5,0.0,0.0,0.0,0.0,58.5
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1228.5,0.0,0.0,0.0,0.0,58.5
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1228.5,0.0,0.0,0.0,0.0,58.5
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1228.5,0.0,0.0,0.0,0.0,58.5
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1134.0,0.0,0.0,0.0,0.0,54.0
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1260.0,0.0,0.0,0.0,0.0,60.0
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1270.5,0.0,0.0,0.0,0.0,60.5
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1312.5,0.0,0.0,0.0,0.0,62.5
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1312.5,0.0,0.0,0.0,0.0,62.5
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1312.5,0.0,0.0,0.0,0.0,62.5
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1312.5,0.0,0.0,0.0,0.0,62.5
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1312.5,0.0,0.0,0.0,0.0,62.5
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1312.5,0.0,0.0,0.0,0.0,62.5
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1312.5,0.0,0.0,0.0,0.0,62.5
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1312.5,0.0,0.0,0.0,0.0,62.5
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1312.5,0.0,0.0,0.0,0.0,62.5
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1312.5,0.0,0.0,0.0,0.0,62.5
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1312.5,0.0,0.0,0.0,0.0,62.5
2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1312.5,0.0,0.0,0.0,0.0,62.5
2023-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1312.5,0.0,0.0,0.0,0.0,62.5
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1396.5,0.0,0.0,0.0,0.0,66.5
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1396.5,0.0,0.0,0.0,0.0,66.5
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1396.5,0.0,0.0,0.0,0.0,66.5
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1396.5,0.0,0.0,0.0,0.0,66.5
2023-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1396.5,0.0,0.0,0.0,0.0,66.5
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1396.5,0.0,0.0,0.0,0.0,66.5
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1396.5,0.0,0.0,0.0,0.0,66.5
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1396.5,0.0,0.0,0.0,0.0,66.5
2023-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1396.5,0.0,0.0,0.0,0.0,66.5
2023-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1396.5,0.0,0.0,0.0,0.0,66.5
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1396.5,0.0,0.0,0.0,0.0,66.5
2023-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1396.5,0.0,0.0,0.0,0.0,66.5
2023-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1396.5,0.0,0.0,0.0,0.0,66.5
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1396.5,0.0,0.0,0.0,0.0,66.5
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1365.0,0.0,0.0,0.0,0.0,65.0
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1396.5,0.0,0.0,0.0,0.0,66.5
