,SMC FP Equity_DX_SI_QTY,SMC FP Equity_DX_SHORT_INTEREST_VALUE,SMC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SMC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SMC FP Equity_DX_SI_MV,SMC FP Equity_DX_DSS,SMC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SMC FP Equity_DX_SUPPLY_SI_QTY,SMC FP Equity_DX_BROKER_SI_QTY,SMC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SMC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SMC FP Equity_DX_SUPPLY_SI_QTY_INC_x,SMC FP Equity_DX_BROKER_SI_MV_INC_x,SMC FP Equity_DX_SUPPLY_SI_MV_NEW,SMC FP Equity_DX_BROKER_SI_QTY_ADD,SMC FP Equity_DX_SUPPLY_SI_MV_DEC,SMC FP Equity_DX_BROKER_SI_QTY_INC,SMC FP Equity_DX_SUPPLY_SI_QTY_DEC,SMC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SMC FP Equity_DX_BROKER_SI_MV_INC_y,SMC FP Equity_DX_SUPPLY_SI_QTY_INC_y,SMC FP Equity_DX_BROKER_SI_MV_ADD,SMC FP Equity_DX_SUPPLY_SI_QTY_ADD,SMC FP Equity_DX_BROKER_SI_QTY_DEC,SMC FP Equity_DX_SUPPLY_SI_MV,SMC FP Equity_DX_BROKER_SI_MV_DEC,SMC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SMC FP Equity_DX_UTILIZATION_QUANTITY,SMC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SMC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SMC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SMC FP Equity_DX_ACTIVE_UTILIZATION_MV,SMC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SMC FP Equity_DX_BROKER_SI_CON_RATIO,SMC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SMC FP Equity_DX_DEMAND_SUPPLY_RATIO,SMC FP Equity_PX_LAST
2022-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,308239.9,0.31,0.0,,0.0,,0.0,301.9
2022-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,310741.35,0.31,0.0,,0.0,,0.0,304.35
2022-04-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,304615.35,0.31,0.0,,0.0,,0.0,298.35
2022-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,298591.45,0.3,0.0,,0.0,,0.0,292.45
2022-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,295017.95,0.29,0.0,,0.0,,0.0,288.95
2022-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,295579.5,0.3,0.0,,0.0,,0.0,289.5
2022-04-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,297672.55,0.3,0.0,,0.0,,0.0,291.55
2022-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,300071.9,0.3,0.0,,0.0,,0.0,293.9
2022-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,294252.2,0.3,0.0,,0.0,,0.0,288.2
2022-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,296038.95,0.29,0.0,,0.0,,0.0,289.95
2022-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,291546.55,0.3,0.0,,0.0,,0.0,285.55
2022-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,288534.6,0.29,0.0,,0.0,,0.0,282.6
2022-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,282051.25,0.28,0.0,,0.0,,0.0,276.25
2022-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,272709.1,0.28,0.0,,0.0,,0.0,267.1
2022-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,273525.9,0.27,0.0,,0.0,,0.0,267.9
2022-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,279294.55,0.27,0.0,,0.0,,0.0,273.55
2022-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,277354.65,0.28,0.0,,0.0,,0.0,271.65
2022-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,283429.6,0.28,0.0,,0.0,,0.0,277.6
2022-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,285063.2,0.28,0.0,,0.0,,0.0,279.2
2022-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,288994.05,0.29,0.0,,0.0,,0.0,283.05
2022-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,285675.8,0.29,0.0,,0.0,,0.0,279.8
2022-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,284654.8,0.29,0.0,,0.0,,0.0,278.8
2022-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,286135.25,0.29,0.0,,0.0,,0.0,280.25
2022-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,289810.85,0.29,0.0,,0.0,,0.0,283.85
2022-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,284705.85,0.29,0.0,,0.0,,0.0,278.85
2022-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,286645.75,0.29,0.0,,0.0,,0.0,280.75
2022-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,290576.6,0.29,0.0,,0.0,,0.0,284.6
2022-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,294660.6,0.29,0.0,,0.0,,0.0,288.6
2022-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,296498.4,0.29,0.0,,0.0,,0.0,290.4
2022-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,294558.5,0.3,0.0,,0.0,,0.0,288.5
2022-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,291852.85,0.29,0.0,,0.0,,0.0,285.85
2022-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,293945.9,0.29,0.0,,0.0,,0.0,287.9
2022-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,292465.45,0.29,0.0,,0.0,,0.0,286.45
2022-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,295987.9,0.29,0.0,,0.0,,0.0,289.9
2022-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1021.0,294150.1,0.3,0.0,,0.0,,0.0,288.1
2022-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,292700.8,0.29,0.0,,0.0,,0.0,286.4
2022-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,288766.1,0.29,0.0,,0.0,,0.0,282.55
2022-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,279925.8,0.28,0.0,,0.0,,0.0,273.9
2022-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,269756.9,0.27,0.0,,0.0,,0.0,263.95
2022-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,265771.1,0.27,0.0,,0.0,,0.0,260.05
2022-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,270370.1,0.27,0.0,,0.0,,0.0,264.55
2022-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,262040.8,0.27,0.0,,0.0,,0.0,256.4
2022-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,265975.5,0.27,0.0,,0.0,,0.0,260.25
2022-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,267355.2,0.27,0.0,,0.0,,0.0,261.6
2022-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,267661.8,0.27,0.0,,0.0,,0.0,261.9
2022-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,265362.3,0.27,0.0,,0.0,,0.0,259.65
2022-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,261989.7,0.27,0.0,,0.0,,0.0,256.35
2022-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,267968.4,0.27,0.0,,0.0,,0.0,262.2
2022-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,269348.1,0.27,0.0,,0.0,,0.0,263.55
2022-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,269603.6,0.27,0.0,,0.0,,0.0,263.8
2022-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,265311.2,0.27,0.0,,0.0,,0.0,259.6
2022-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,260763.3,0.27,0.0,,0.0,,0.0,255.15
2022-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,260763.3,0.26,0.0,,0.0,,0.0,255.15
2022-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,259383.6,0.26,0.0,,0.0,,0.0,253.8
2022-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,255653.3,0.26,0.0,,0.0,,0.0,250.15
2022-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,260303.4,0.26,0.0,,0.0,,0.0,254.7
2022-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,266690.9,0.26,0.0,,0.0,,0.0,260.95
2022-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,268734.9,0.27,0.0,,0.0,,0.0,262.95
2022-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,267150.8,0.27,0.0,,0.0,,0.0,261.4
2022-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,268019.5,0.27,0.0,,0.0,,0.0,262.25
2022-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,264595.8,0.27,0.0,,0.0,,0.0,258.9
2022-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,260150.1,0.27,0.0,,0.0,,0.0,254.55
2022-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,264800.2,0.26,0.0,,0.0,,0.0,259.1
2022-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,268326.1,0.26,0.0,,0.0,,0.0,262.55
2022-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,272209.7,0.27,0.0,,0.0,,0.0,266.35
2022-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,273844.9,0.27,0.0,,0.0,,0.0,267.95
2022-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,276451.0,0.28,0.0,,0.0,,0.0,270.5
2022-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,278239.5,0.28,0.0,,0.0,,0.0,272.25
2022-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,277626.3,0.28,0.0,,0.0,,0.0,271.65
2022-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,275275.7,0.28,0.0,,0.0,,0.0,269.35
2022-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,277013.1,0.28,0.0,,0.0,,0.0,271.05
2022-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,280487.9,0.28,0.0,,0.0,,0.0,274.45
2022-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,286057.8,0.29,0.0,,0.0,,0.0,279.9
2022-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,284678.1,0.29,0.0,,0.0,,0.0,278.55
2022-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,282174.2,0.28,0.0,,0.0,,0.0,276.1
2022-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,285700.1,0.28,0.0,,0.0,,0.0,279.55
2022-08-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,286671.0,0.29,0.0,,0.0,,0.0,280.5
2022-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,283860.5,0.28,0.0,,0.0,,0.0,277.75
2022-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,286108.9,0.28,0.0,,0.0,,0.0,279.95
2022-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,282531.9,0.29,0.0,,0.0,,0.0,276.45
2022-08-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,288715.0,0.28,0.0,,0.0,,0.0,282.5
2022-08-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,289532.6,0.29,0.0,,0.0,,0.0,283.3
2022-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,289839.2,0.29,0.0,,0.0,,0.0,283.6
2022-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,289685.9,0.29,0.0,,0.0,,0.0,283.45
2022-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,289634.8,0.29,0.0,,0.0,,0.0,283.4
2022-08-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,284422.6,0.29,0.0,,0.0,,0.0,278.3
2022-08-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,286313.3,0.28,0.0,,0.0,,0.0,280.15
2022-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,281152.2,0.28,0.0,,0.0,,0.0,275.1
2022-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,275991.1,0.28,0.0,,0.0,,0.0,270.05
2022-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,275326.8,0.28,0.0,,0.0,,0.0,269.4
2022-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,275582.3,0.28,0.0,,0.0,,0.0,269.65
2022-08-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,276042.2,0.28,0.0,,0.0,,0.0,270.1
2022-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,271136.6,0.27,0.0,,0.0,,0.0,265.3
2022-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,268275.0,0.27,0.0,,0.0,,0.0,262.5
2022-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,268070.6,0.27,0.0,,0.0,,0.0,262.3
2022-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,266077.7,0.27,0.0,,0.0,,0.0,260.35
2022-09-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,259792.4,0.27,0.0,,0.0,,0.0,254.2
2022-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,264902.4,0.26,0.0,,0.0,,0.0,259.2
2022-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,261121.0,0.26,0.0,,0.0,,0.0,255.5
2022-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,262909.5,0.26,0.0,,0.0,,0.0,257.25
2022-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,261836.4,0.26,0.0,,0.0,,0.0,256.2
2022-09-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,263624.9,0.26,0.0,,0.0,,0.0,257.95
2022-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,268019.5,0.27,0.0,,0.0,,0.0,262.25
2022-09-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,272669.6,0.27,0.0,,0.0,,0.0,266.8
2022-09-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,266844.2,0.27,0.0,,0.0,,0.0,261.1
2022-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,263011.7,0.27,0.0,,0.0,,0.0,257.35
2022-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,261683.1,0.26,0.0,,0.0,,0.0,256.05
2022-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,256726.4,0.26,0.0,,0.0,,0.0,251.2
2022-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1022.0,257033.0,0.26,0.0,,0.0,,0.0,251.5
2022-09-20,200.0,49420.0,0.51,0.04,0.05,,24710.0,100.0,100.0,24710.0,,,,,100.0,,,,,,,0.03,100.0,,0.03,,100.0,8.91,0.0,0.0,0.0,100.0,,1.0,100.0,0.1783,247.1
2022-09-21,200.0,49960.0,0.49,0.04,0.05,,24980.0,100.0,100.0,24980.0,,,,,,,,,,,,,,,0.02,,100.0,8.91,0.0,0.0,0.0,100.0,,1.0,100.0,0.1783,249.8
2022-09-22,1600.0,390160.0,3.85,0.3,0.4,,195080.0,800.0,800.0,195080.0,,700.0,0.17,,,,700.0,,,0.17,700.0,,,,0.2,,100.0,43.91,0.0,0.0,0.0,100.0,,1.0,100.0,0.8782,243.85
2022-09-23,1600.0,378640.0,3.98,0.3,0.39,,189320.0,800.0,800.0,189320.0,,,,,,,,,,,,,,,0.19,,100.0,26.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.5349,236.65
2022-09-26,1600.0,375200.0,3.87,0.3,0.38,,187600.0,800.0,800.0,187600.0,,,,,,,,,,,,,,,0.19,,100.0,26.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.5349,234.5
2022-09-27,200.0,46450.0,0.48,0.04,0.05,,23225.0,100.0,100.0,23225.0,,,,,,0.17,,700.0,,,,,,700.0,0.02,0.17,100.0,4.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0873,232.25
2022-09-28,200.0,46320.0,0.46,0.04,0.05,,23160.0,100.0,100.0,23160.0,,,,,,,,,,,,,,,0.02,,100.0,4.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0826,231.6
2022-09-29,200.0,45290.0,0.47,0.04,0.05,,22645.0,100.0,100.0,22645.0,,,,,,,,,,,,,,,0.02,,100.0,4.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0826,226.45
2022-09-30,200.0,46500.0,0.48,0.04,0.05,,23250.0,100.0,100.0,23250.0,,,,,,,,,,,,,,,0.02,,100.0,4.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0826,232.5
2022-10-03,200.0,47090.0,0.45,0.04,0.05,,23545.0,100.0,100.0,23545.0,,,,,,,,,,,,,,,0.02,,100.0,4.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0826,235.45
2022-10-04,200.0,48370.0,0.44,0.04,0.05,,24185.0,100.0,100.0,24185.0,,,,,,,,,,,,,,,0.02,,100.0,4.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0826,241.85
2022-10-05,200.0,47560.0,0.43,0.04,0.05,,23780.0,100.0,100.0,23780.0,,,,,,,,,,,,,,,0.02,,100.0,4.36,0.0,0.0,0.0,100.0,,1.0,100.0,0.0873,237.8
2022-10-06,200.0,47490.0,0.41,0.04,0.05,,23745.0,100.0,100.0,23745.0,,,,,,,,,,,,,,,0.02,,100.0,4.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0825,237.45
2022-10-07,200.0,46570.0,0.41,0.04,0.05,,23285.0,100.0,100.0,23285.0,,,,,,,,,,,,,,,0.02,,100.0,4.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0825,232.85
2022-10-10,200.0,46480.0,0.42,0.04,0.05,,23240.0,100.0,100.0,23240.0,,,,,,,,,,,,,,,0.02,,100.0,4.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.0825,232.4
