,ALTRI FP Equity_DX_SI_QTY,ALTRI FP Equity_DX_SHORT_INTEREST_VALUE,ALTRI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTRI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTRI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTRI FP Equity_DX_SI_MV,ALTRI FP Equity_DX_DSS,ALTRI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTRI FP Equity_DX_SUPPLY_SI_QTY,ALTRI FP Equity_DX_BROKER_SI_QTY,ALTRI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTRI FP Equity_DX_BROKER_SI_QTY_ADD,ALTRI FP Equity_DX_SUPPLY_SI_MV_DEC,ALTRI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTRI FP Equity_DX_BROKER_SI_MV_ADD,ALTRI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTRI FP Equity_DX_SUPPLY_SI_MV,ALTRI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTRI FP Equity_DX_UTILIZATION_QUANTITY,ALTRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTRI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTRI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTRI FP Equity_DX_BROKER_SI_CON_RATIO,ALTRI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTRI FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-06-19,5000.0,81892.4,0.13,8.65,0.13,0.13,0.0,81892.4,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,183602.77,0.19,0.0,1.0,100.0,0.446
2007-06-20,5000.0,81365.61,0.13,8.96,0.13,0.13,0.0,81365.61,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,182421.7,0.19,0.0,1.0,100.0,0.446
2007-06-21,5000.0,79114.77,0.13,8.91,0.13,0.13,0.0,79114.77,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,177375.31,0.19,0.0,1.0,100.0,0.446
2007-06-22,5000.0,81892.4,0.13,9.01,0.13,0.13,0.0,81892.4,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,183602.77,0.19,0.0,1.0,100.0,0.446
2007-06-25,5000.0,80359.92,0.7,9.05,0.13,0.13,0.0,80359.92,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,180166.93,0.19,0.0,1.0,100.0,0.446
2007-06-26,5000.0,80359.92,0.7,8.62,0.13,0.13,0.0,80359.92,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,180166.93,0.19,0.0,1.0,100.0,0.446
2007-06-27,5000.0,79497.89,0.7,8.8,0.13,0.13,0.0,79497.89,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,178234.27,0.19,0.0,1.0,100.0,0.446
2007-06-28,5000.0,79018.99,0.7,8.65,0.13,0.13,0.0,79018.99,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,177160.57,0.19,0.0,1.0,100.0,0.446
2007-06-29,5000.0,81892.4,0.7,8.56,0.13,0.13,0.0,81892.4,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,183602.77,0.19,0.0,1.0,100.0,0.446
2007-07-02,5000.0,83808.02,0.7,8.25,0.13,0.13,0.0,83808.02,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,187897.57,0.2,0.0,1.0,100.0,0.446
2007-07-03,5000.0,83377.0,0.7,8.01,0.13,0.13,0.0,83377.0,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,186931.24,0.2,0.0,1.0,100.0,0.446
2007-07-04,5000.0,83377.0,0.7,7.47,0.13,0.13,0.0,83377.0,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,186931.24,0.2,0.0,1.0,100.0,0.446
2007-07-05,5000.0,83329.11,0.7,7.43,0.13,0.13,0.0,83329.11,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,186823.87,0.2,0.0,1.0,100.0,0.446
2007-07-06,5000.0,83329.11,0.7,7.88,0.13,0.13,0.0,83329.11,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,186823.87,0.2,0.0,1.0,100.0,0.446
2007-07-09,5000.0,83329.11,0.7,8.43,0.13,0.13,0.0,83329.11,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,186823.87,0.2,0.0,1.0,100.0,0.446
2007-07-10,5000.0,83281.22,0.7,8.64,0.13,0.13,0.0,83281.22,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,186716.5,0.19,0.0,1.0,100.0,0.446
2007-07-11,5000.0,83281.22,0.7,8.68,0.13,0.13,0.0,83281.22,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,186716.5,0.19,0.0,1.0,100.0,0.446
2007-07-12,5000.0,83041.77,0.7,8.61,0.13,0.13,0.0,83041.77,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,186179.65,0.19,0.0,1.0,100.0,0.446
2007-07-13,5000.0,94487.55,0.7,11.54,0.13,0.13,,94487.55,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-07-16,5000.0,94200.21,0.7,4.83,0.13,0.13,,94200.21,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-07-17,5000.0,93386.08,0.7,4.16,0.13,0.13,,93386.08,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-07-18,5000.0,94631.22,0.7,4.13,0.13,0.13,,94631.22,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-07-19,5000.0,94822.78,0.7,4.1,0.13,0.13,,94822.78,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-07-20,5000.0,97504.64,0.7,4.14,0.13,0.13,,97504.64,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-07-23,5000.0,98127.21,0.7,4.0,0.13,0.13,,98127.21,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-07-24,5000.0,100809.07,0.7,3.97,0.13,0.13,,100809.07,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-07-25,5000.0,100809.07,0.7,3.8,0.13,0.13,,100809.07,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-07-26,5000.0,99851.27,0.7,3.68,0.13,0.13,,99851.27,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-07-27,5000.0,95780.59,0.7,3.6,0.13,0.13,,95780.59,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-07-30,5000.0,92667.72,0.7,3.57,0.13,0.13,,92667.72,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-07-31,5000.0,92667.72,0.7,3.69,0.13,0.13,,92667.72,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-01,5000.0,88597.05,0.7,3.7,0.13,0.13,,88597.05,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-02,5000.0,87735.02,0.7,3.62,0.13,0.13,,87735.02,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-03,5000.0,86873.0,0.7,3.63,0.13,0.13,,86873.0,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-06,5000.0,86202.53,0.7,3.64,0.13,0.13,,86202.53,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-07,5000.0,86202.53,0.7,3.7,0.13,0.13,,86202.53,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-08,5000.0,86154.64,0.7,3.67,0.13,0.13,,86154.64,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-09,5000.0,86154.64,0.7,3.72,0.13,0.13,,86154.64,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-10,5000.0,86154.64,0.7,3.74,0.13,0.13,,86154.64,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-13,5000.0,88070.25,0.7,3.83,0.13,0.13,,88070.25,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-14,5000.0,81413.5,0.7,3.77,0.13,0.13,,81413.5,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-15,5000.0,81461.39,0.7,3.87,0.13,0.13,,81461.39,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-16,5000.0,80455.7,0.7,3.89,0.13,0.13,,80455.7,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-17,5000.0,80455.7,0.7,3.92,0.13,0.13,,80455.7,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-20,5000.0,80934.6,0.7,3.91,0.13,0.13,,80934.6,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-21,5000.0,80934.6,0.7,3.93,0.13,0.13,,80934.6,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-22,5000.0,80934.6,0.7,3.93,0.13,0.13,,80934.6,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-23,5000.0,80264.13,0.7,4.0,0.13,0.13,,80264.13,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-24,5000.0,79593.67,0.7,3.97,0.13,0.13,,79593.67,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-27,5000.0,80982.49,0.7,7.02,0.13,0.13,,80982.49,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-28,5000.0,81413.5,0.7,9.17,0.13,0.13,,81413.5,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-29,5000.0,81652.95,0.7,9.01,0.13,0.13,,81652.95,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-30,5000.0,85484.18,0.7,8.9,0.13,0.13,,85484.18,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-08-31,5000.0,85484.18,0.7,8.48,0.13,0.13,,85484.18,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-03,5000.0,84765.82,0.7,8.91,0.13,0.13,,84765.82,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-04,5000.0,85292.62,0.7,8.83,0.13,0.13,,85292.62,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-05,5000.0,83568.56,0.7,10.24,0.13,0.13,,83568.56,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-06,5000.0,86729.32,0.7,11.14,0.13,0.13,,86729.32,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-07,5000.0,86585.65,0.7,11.03,0.13,0.13,,86585.65,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-10,5000.0,86681.43,0.7,10.56,0.13,0.13,,86681.43,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-11,5000.0,86681.43,0.7,10.8,0.13,0.13,,86681.43,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-12,5000.0,86681.43,0.7,10.67,0.13,0.13,,86681.43,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-13,5000.0,81988.19,0.7,11.14,0.13,0.13,,81988.19,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-14,5000.0,81413.5,0.7,11.0,0.13,0.13,,81413.5,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-17,5000.0,81413.5,0.7,11.08,0.13,0.13,,81413.5,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-18,5000.0,81413.5,0.7,11.07,0.13,0.13,,81413.5,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-19,5000.0,81413.5,0.7,11.36,0.13,0.13,,81413.5,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-20,5000.0,81413.5,0.7,11.1,0.13,0.13,,81413.5,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-21,5000.0,81652.95,0.7,10.77,0.13,0.13,,81652.95,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-24,5000.0,81652.95,0.7,9.96,0.13,0.13,,81652.95,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-25,5000.0,81652.95,0.7,10.47,0.13,0.13,,81652.95,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-26,5000.0,85005.27,0.7,11.06,0.13,0.13,,85005.27,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-27,5000.0,86154.64,0.7,10.05,0.13,0.13,,86154.64,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-09-28,5000.0,91087.34,0.7,9.39,0.13,0.13,,91087.34,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-01,5000.0,90991.56,0.7,8.47,0.13,0.13,,90991.56,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-02,5000.0,89794.3,0.7,8.46,0.13,0.13,,89794.3,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-03,5000.0,89746.41,0.7,8.23,0.13,0.13,,89746.41,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-04,5000.0,88597.05,0.7,8.23,0.13,0.13,,88597.05,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-05,5000.0,89315.4,0.7,8.5,0.13,0.13,,89315.4,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-08,5000.0,89315.4,0.7,9.17,0.13,0.13,,89315.4,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-09,5000.0,89315.4,0.7,9.17,0.13,0.13,,89315.4,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-10,5000.0,89459.07,0.7,9.22,0.13,0.13,,89459.07,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-11,5000.0,89411.18,0.7,6.48,0.13,0.13,,89411.18,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-12,5000.0,87160.34,0.7,6.73,0.13,0.13,,87160.34,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-15,5000.0,88597.05,0.7,6.96,0.13,0.13,,88597.05,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-16,5000.0,87878.69,0.7,7.03,0.13,0.13,,87878.69,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-17,5000.0,86633.54,0.7,6.7,0.13,0.13,,86633.54,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-18,5000.0,86441.98,0.7,6.44,0.13,0.13,,86441.98,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-19,5000.0,88597.05,0.7,6.51,0.13,0.13,,88597.05,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-22,5000.0,86202.53,0.7,6.8,0.13,0.13,,86202.53,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-23,5000.0,85244.73,0.7,6.85,0.13,0.13,,85244.73,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-24,5000.0,85244.73,0.7,6.89,0.13,0.13,,85244.73,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-25,5000.0,83808.02,0.7,6.8,0.13,0.13,,83808.02,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-26,5000.0,85005.27,0.7,6.07,0.13,0.13,,85005.27,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-29,5000.0,86202.53,0.7,5.79,0.13,0.13,,86202.53,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-30,5000.0,86394.09,0.7,5.42,0.13,0.13,,86394.09,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-10-31,5000.0,86346.2,0.7,5.41,0.13,0.13,,86346.2,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-01,5000.0,84765.82,0.7,5.47,0.13,0.13,,84765.82,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-02,5000.0,84765.82,0.7,5.53,0.13,0.13,,84765.82,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-05,5000.0,84765.82,0.7,5.77,0.13,0.13,,84765.82,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-06,5000.0,84765.82,0.7,5.68,0.13,0.13,,84765.82,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-07,5000.0,83808.02,0.7,5.75,0.13,0.13,,83808.02,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-08,5000.0,83808.02,0.7,4.64,0.13,0.13,,83808.02,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-09,5000.0,83808.02,0.7,4.79,0.13,0.13,,83808.02,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-12,5000.0,85196.83,0.7,5.04,0.13,0.13,,85196.83,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-13,5000.0,83808.02,0.7,4.11,0.13,0.13,,83808.02,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-14,5000.0,83760.13,0.7,4.13,0.13,0.13,,83760.13,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-15,5000.0,82131.86,0.7,4.13,0.13,0.13,,82131.86,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-16,5000.0,81892.4,0.7,4.11,0.13,0.13,,81892.4,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-19,5000.0,81652.95,0.7,4.06,0.13,0.13,,81652.95,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-20,5000.0,81700.84,0.7,3.98,0.13,0.13,,81700.84,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-21,5000.0,79018.99,0.7,4.03,0.13,0.13,,79018.99,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-22,5000.0,79018.99,0.7,4.31,0.13,0.13,,79018.99,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-23,5000.0,78540.08,0.7,4.32,0.13,0.13,,78540.08,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-26,5000.0,78540.08,0.7,4.32,0.13,0.13,,78540.08,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-27,5000.0,78540.08,0.7,4.31,0.13,0.13,,78540.08,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-28,5000.0,78492.19,0.7,4.41,0.13,0.13,,78492.19,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-29,5000.0,78492.19,0.7,4.54,0.13,0.13,,78492.19,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-11-30,5000.0,78492.19,0.7,4.68,0.13,0.13,,78492.19,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-03,5000.0,80934.6,0.7,4.7,0.13,0.13,,80934.6,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-04,5000.0,79497.89,0.7,4.51,0.13,0.13,,79497.89,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-05,5000.0,80886.71,0.7,4.13,0.13,0.13,,80886.71,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-06,5000.0,81174.05,0.7,4.16,0.13,0.13,,81174.05,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-07,5000.0,79018.99,0.7,4.49,0.13,0.13,,79018.99,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-10,5000.0,79018.99,0.7,4.61,0.13,0.13,,79018.99,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-11,5000.0,79018.99,0.7,4.91,0.13,0.13,,79018.99,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-12,5000.0,78635.86,0.7,4.89,0.13,0.13,,78635.86,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-13,5000.0,79450.0,0.7,4.81,0.13,0.13,,79450.0,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-14,5000.0,79497.89,0.7,4.77,0.13,0.13,,79497.89,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-17,5000.0,79976.79,0.7,4.68,0.13,0.13,,79976.79,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-18,5000.0,79066.88,0.7,4.53,0.13,0.13,,79066.88,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-19,5000.0,79018.99,0.7,4.16,0.13,0.13,,79018.99,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-20,5000.0,83568.56,0.7,4.94,0.13,0.13,,83568.56,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-21,5000.0,100569.62,0.7,4.85,0.13,0.13,,100569.62,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
