,BLEE FP Equity_PX_LAST
1994-02-15,181.8717
1994-02-16,200.318
1994-02-17,220.5937
1994-02-18,228.5211
1994-02-21,221.0511
1994-02-22,199.7082
1994-02-25,192.0858
1994-03-07,183.0913
1994-03-21,190.7137
1994-04-07,190.7137
1994-04-18,190.7137
1994-04-19,210.0747
1994-04-20,211.9041
1994-04-22,213.4286
1994-04-27,213.2762
1994-04-28,213.4286
1994-04-29,223.9476
1994-05-02,228.6735
1994-05-03,243.9184
1994-05-04,243.9184
1994-07-20,245.138
1994-08-23,232.9421
1994-09-05,228.6735
1994-09-21,206.416
1994-09-22,186.4451
1994-09-23,205.5013
1994-09-26,210.3796
1994-09-30,210.3796
1994-10-10,205.8062
1994-10-25,185.8354
1994-10-26,169.3709
1994-11-04,160.9862
1994-12-15,153.2113
1994-12-20,153.2113
1994-12-22,153.9735
1994-12-27,160.0715
1995-01-06,176.3835
1995-01-09,194.22
1995-01-10,198.3362
1995-01-13,198.0313
1995-01-17,197.4215
1995-02-06,178.3654
1995-02-07,178.2129
1995-02-10,178.2129
1995-02-17,196.3543
1995-02-20,198.1837
1995-02-24,198.1837
1995-03-02,198.1837
1995-03-03,198.1837
1995-04-05,188.2745
1995-04-26,188.2745
1995-04-27,170.1331
1995-04-28,155.8029
1995-05-02,163.8827
1995-05-03,167.6939
1995-05-04,167.6939
1995-05-05,167.6939
1995-05-10,167.8464
1995-05-12,175.3164
1995-06-02,178.3654
1995-06-14,179.1276
1995-06-15,179.1276
1995-07-03,175.3164
1995-07-04,175.3164
1995-07-13,175.3164
1995-07-18,186.2927
1995-07-19,177.1458
1995-07-20,175.3164
1995-08-03,180.0423
1995-10-16,189.0368
1995-11-22,198.4886
1995-12-14,179.28
1995-12-15,170.2856
1995-12-27,167.8464
1995-12-28,167.6939
1995-12-29,167.9988
1996-01-03,179.1276
1996-01-04,197.1166
1996-01-05,208.8552
1996-01-08,208.8552
1996-01-09,213.4286
1996-01-10,228.6735
1996-01-11,236.1435
1996-01-12,243.766
1996-01-15,251.5409
1996-01-23,243.9184
1996-01-31,239.345
1996-02-05,251.5409
1996-02-29,230.198
1996-03-04,231.7225
1996-03-11,228.6735
1996-03-18,228.6735
1996-03-21,251.236
1996-04-09,243.9184
1996-04-15,230.198
1996-04-23,230.198
1996-04-29,231.1127
1996-05-06,254.5899
1996-05-07,278.9817
1996-05-09,289.6531
1996-05-10,278.9817
1996-05-22,251.9982
1996-05-23,251.3884
1996-05-31,251.3884
1996-06-06,243.9184
1996-06-10,243.9184
1996-07-08,244.6807
1996-07-30,243.9184
1996-08-30,243.9184
1996-09-03,256.1143
1996-09-11,246.9674
1996-10-03,251.5409
1996-10-04,248.4919
1996-10-08,251.5409
1996-10-10,251.5409
1996-10-15,248.7968
1996-10-18,248.7968
1996-10-23,243.9184
1996-10-25,243.9184
1996-10-31,243.9184
1996-11-25,256.1143
1996-12-09,256.1143
1996-12-11,243.9184
1996-12-12,243.9184
1996-12-18,243.9184
1996-12-19,243.9184
1996-12-26,221.0511
1996-12-30,231.7225
1997-01-10,231.7225
1997-01-13,225.6245
1997-01-21,243.1562
1997-01-22,245.138
1997-01-29,221.6609
1997-02-03,214.1909
1997-02-17,235.9911
1997-02-18,243.9184
1997-02-19,220.1364
1997-02-20,216.4776
1997-02-21,238.5827
1997-02-24,250.4737
1997-02-25,243.9184
1997-02-26,243.9184
1997-02-27,243.9184
1997-02-28,243.9184
1997-03-03,243.9184
1997-03-04,243.9184
1997-03-05,243.9184
1997-03-06,243.9184
1997-03-07,243.9184
1997-03-10,243.9184
1997-03-11,243.9184
1997-03-12,268.9201
1997-03-17,240.8694
1997-04-08,254.5899
1997-04-10,254.5899
1997-04-11,238.7352
1997-04-15,238.8876
1997-04-16,235.5337
1997-04-17,243.9184
1997-04-22,243.9184
1997-05-07,239.4974
1997-05-16,244.0709
1997-05-20,239.8023
1997-05-22,243.9184
1997-05-26,243.9184
1997-06-03,243.9184
1997-06-04,243.9184
1997-06-05,243.9184
1997-06-13,243.9184
1997-06-17,243.9184
1997-06-19,243.9184
1997-07-04,243.9184
1997-07-07,243.9184
1997-07-10,241.1743
1997-07-15,233.5519
1997-07-29,234.0092
1997-07-30,243.6135
1997-07-31,243.9184
1997-08-11,234.7715
1997-08-14,243.9184
1997-09-02,243.9184
1997-09-25,237.8205
1997-10-06,230.198
1997-10-24,230.8078
1997-10-27,230.8078
1997-10-29,231.875
1997-10-30,231.875
1997-11-13,232.0274
1997-11-27,232.0274
1997-12-01,234.0092
1997-12-02,234.0092
1997-12-05,231.7225
1997-12-08,231.7225
1997-12-12,236.4484
1997-12-16,228.826
1997-12-17,236.4484
1997-12-22,228.826
1997-12-24,228.826
1998-02-04,228.6735
1998-02-12,228.6735
1998-02-13,228.826
1998-02-17,236.296
1998-03-17,228.826
1998-03-18,236.4484
1998-03-19,236.296
1998-03-30,240.717
1998-03-31,228.826
1998-04-21,243.9184
1998-04-22,232.4848
1998-04-24,240.1072
1998-04-27,239.9548
1998-04-30,239.9548
1998-05-05,237.8205
1998-05-12,237.8205
1998-05-18,236.296
1998-05-25,249.2541
1998-05-28,244.0709
1998-06-03,249.2541
1998-06-08,246.9674
1998-06-29,246.9674
1998-07-02,246.9674
1998-07-07,246.9674
1998-07-17,259.1633
1998-07-20,259.1633
1998-07-21,257.6388
1998-07-29,257.6388
1998-07-31,257.6388
1998-08-07,259.1633
1998-08-24,259.1633
1998-09-10,259.0109
1998-09-18,259.0109
1998-10-05,234.0092
1998-10-08,234.0092
1998-10-09,228.6735
1998-11-06,243.9184
1998-11-26,256.1143
1998-12-04,255.9619
1998-12-15,245.4429
1998-12-18,245.4429
1998-12-22,255.3521
1998-12-23,230.9603
1998-12-28,230.198
1999-01-06,230.0
1999-01-20,249.0
1999-01-26,243.9
1999-01-29,230.0
1999-02-03,219.9
1999-02-16,230.1
1999-02-18,230.0
1999-02-24,230.0
1999-03-02,231.0
1999-04-12,231.0
1999-05-20,252.0
1999-05-26,250.0
1999-06-01,250.0
1999-06-03,250.0
1999-06-30,252.0
1999-07-12,239.6
1999-07-23,252.3
1999-07-26,264.3
1999-08-09,260.0
1999-08-16,260.0
1999-09-07,260.0
1999-09-08,269.1
1999-09-14,269.0
1999-09-20,272.0
1999-09-30,278.0
1999-10-07,272.0
1999-10-08,272.0
1999-10-12,274.0
1999-10-19,274.0
1999-10-26,274.0
1999-11-10,270.0
1999-11-17,270.0
1999-11-25,270.0
1999-12-29,284.2
1999-12-30,258.0
2000-01-04,259.0
2000-01-26,270.0
2000-02-04,267.9
2000-02-07,267.0
2000-02-18,267.0
2000-02-21,266.0
2000-02-29,267.5
2000-03-08,275.0
2000-03-10,280.0
2000-03-13,279.9
2000-03-20,252.7
2000-03-21,232.1
2000-04-12,245.0
2000-04-20,232.2
2000-04-27,222.5
2000-05-02,245.2
2000-05-03,256.2
2000-05-09,231.3
2000-05-10,220.1
2000-05-11,198.7
2000-05-12,242.6
2000-05-15,220.1
2000-05-16,242.6
2000-05-17,265.0
2000-06-09,258.0
2000-06-19,232.9
2000-06-20,230.1
2000-06-27,253.6
2000-06-28,258.0
2000-07-04,275.0
2000-07-11,275.0
2000-07-13,259.0
2000-07-17,265.9
2000-07-18,265.9
2000-07-24,265.9
2000-08-01,265.0
2000-08-09,265.0
2000-08-10,239.3
2000-08-11,228.8
2000-08-14,252.2
2000-08-15,264.8
2000-08-23,239.1
2000-08-24,234.0
2000-08-29,228.8
2000-09-05,251.0
2000-09-11,270.5
2000-09-13,270.4
2000-09-14,244.1
2000-09-15,270.4
2000-09-18,270.0
2000-09-19,243.7
2000-09-20,270.0
2000-09-21,270.0
2000-09-22,260.0
2000-09-26,260.0
2000-09-27,273.0
2000-09-29,275.0
2000-10-02,275.0
2000-10-03,274.0
2000-10-13,275.0
2000-10-31,275.0
2000-11-14,275.0
2000-11-15,275.0
2000-11-21,275.0
2000-11-22,275.0
2000-11-24,275.0
2000-11-28,275.0
2000-12-07,275.0
2000-12-13,303.1
2000-12-14,320.0
2000-12-27,288.8
2000-12-28,275.0
2001-01-08,275.0
2001-01-16,275.0
2001-01-26,275.0
2001-02-26,276.1
2001-03-08,286.0
2001-03-27,285.0
2001-04-04,285.0
2001-04-09,314.1
2001-04-11,355.0
2001-04-24,350.0
2001-05-14,283.5
2001-05-15,340.0
2001-05-17,340.0
2001-06-12,275.4
2001-06-13,275.0
2001-06-22,275.0
2001-06-25,275.0
2001-07-02,332.7
2001-07-03,340.0
2001-07-09,350.7
2001-07-10,355.1
2001-07-12,375.1
2001-07-13,450.0
2001-07-16,357.2
2001-07-17,329.9
2001-07-19,329.9
2001-07-23,267.3
2001-07-24,275.0
2001-08-08,275.0
2001-08-27,270.0
2001-09-07,270.0
2001-09-20,270.0
2001-09-26,270.0
2001-10-08,270.0
2001-10-15,270.0
2001-10-26,270.1
2001-11-05,270.0
2001-12-04,270.0
2002-01-04,270.1
2002-01-15,270.0
2002-02-04,326.7
2002-02-05,364.0
2002-02-15,294.9
2002-02-18,272.5
2002-02-19,324.0
2002-03-11,275.3
2002-03-25,272.0
2002-04-30,297.0
2002-05-23,326.7
2002-07-05,324.5
2002-07-11,295.0
2002-07-23,300.0
2002-07-24,300.0
2002-07-25,280.0
2002-08-22,307.0
2002-08-23,306.0
2002-08-30,310.0
2002-09-03,341.0
2002-09-17,307.0
2002-09-30,335.0
2002-10-14,300.0
2002-10-21,300.0
2002-10-25,300.0
2002-11-07,305.0
2002-11-21,300.0
2002-11-25,305.0
2002-11-26,305.0
2002-12-02,305.0
2002-12-17,310.0
2002-12-18,306.1
2003-01-17,306.0
2003-02-03,305.1
2003-02-05,335.6
2003-02-27,307.0
2003-02-28,335.0
2003-03-06,310.0
2003-03-24,309.0
2003-04-11,309.0
2003-05-16,320.1
2003-06-24,400.0
2003-07-07,360.0
2003-07-09,350.0
2003-07-11,360.1
2003-07-21,367.0
2003-08-01,366.0
2003-08-05,365.0
2003-08-18,390.0
2003-09-10,389.9
2003-09-17,312.0
2003-10-06,341.9
2003-10-20,345.0
2003-10-28,346.0
2003-10-31,346.2
2003-11-24,318.1
2003-11-25,349.9
2003-12-02,319.3
2003-12-03,344.0
2003-12-05,344.0
2003-12-10,343.9
2003-12-15,326.0
2003-12-17,344.0
2003-12-22,379.9
2003-12-23,379.8
2003-12-24,379.9
2003-12-29,344.0
2003-12-30,379.9
2003-12-31,379.9
2004-01-20,344.3
2004-02-02,344.0
2004-02-12,314.0
2004-02-19,357.9
2004-02-27,354.5
2004-03-02,357.9
2004-03-03,378.8
2004-03-04,379.0
2004-03-09,380.0
2004-03-23,380.0
2004-04-06,380.0
2004-04-27,390.0
2004-05-05,352.0
2004-05-12,386.9
2004-05-13,365.0
2004-06-08,386.0
2004-06-10,386.0
2004-07-02,389.0
2004-07-05,389.0
2004-07-06,399.0
2004-07-07,400.0
2004-07-13,400.0
2004-07-15,390.5
2004-07-16,390.5
2004-09-01,389.4
2004-09-03,345.0
