,MLCFM FP Equity_DX_SI_QTY,MLCFM FP Equity_DX_SHORT_INTEREST_VALUE,MLCFM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLCFM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLCFM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLCFM FP Equity_DX_SI_MV,MLCFM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLCFM FP Equity_DX_SUPPLY_SI_QTY,MLCFM FP Equity_DX_BROKER_SI_QTY,MLCFM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLCFM FP Equity_DX_SUPPLY_SI_MV,MLCFM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLCFM FP Equity_DX_UTILIZATION_QUANTITY,MLCFM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLCFM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLCFM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLCFM FP Equity_DX_ACTIVE_UTILIZATION_MV,MLCFM FP Equity_DX_BROKER_SI_CON_RATIO,MLCFM FP Equity_DX_DEMAND_SUPPLY_RATIO,MLCFM FP Equity_PX_LAST
2005-02-28,,,,,,,,,,,,,,,,,,,,735.0
2005-03-02,,,,,,,,,,,,,,,,,,,,735.0
2005-03-08,,,,,,,,,,,,,,,,,,,,700.0
2005-03-09,,,,,,,,,,,,,,,,,,,,700.0
2005-03-14,,,,,,,,,,,,,,,,,,,,700.0
2005-03-17,,,,,,,,,,,,,,,,,,,,700.0
2005-03-18,,,,,,,,,,,,,,,,,,,,664.0
2005-03-21,,,,,,,,,,,,,,,,,,,,664.0
2005-03-22,,,,,,,,,,,,,,,,,,,,698.5
2005-03-23,,,,,,,,,,,,,,,,,,,,699.0
2005-03-24,,,,,,,,,,,,,,,,,,,,636.0
2005-03-29,,,,,,,,,,,,,,,,,,,,690.0
2005-03-30,,,,,,,,,,,,,,,,,,,,752.0
2005-04-04,,,,,,,,,,,,,,,,,,,,695.0
2005-04-05,,,,,,,,,,,,,,,,,,,,724.5
2005-04-06,,,,,,,,,,,,,,,,,,,,730.0
2005-04-08,,,,,,,,,,,,,,,,,,,,733.5
2005-04-11,,,,,,,,,,,,,,,,,,,,715.0
2005-04-13,,,,,,,,,,,,,,,,,,,,732.5
2005-04-15,,,,,,,,,,,,,,,,,,,,733.0
2005-04-18,,,,,,,,,,,,,,,,,,,,735.0
2005-04-19,,,,,,,,,,,,,,,,,,,,780.0
2005-04-21,,,,,,,,,,,,,,,,,,,,721.0
2005-04-22,,,,,,,,,,,,,,,,,,,,775.0
2005-04-25,,,,,,,,,,,,,,,,,,,,774.5
2005-04-26,,,,,,,,,,,,,,,,,,,,711.0
2005-04-27,,,,,,,,,,,,,,,,,,,,775.0
2005-04-28,,,,,,,,,,,,,,,,,,,,730.0
2005-05-04,,,,,,,,,,,,,,,,,,,,735.0
2005-05-11,,,,,,,,,,,,,,,,,,,,735.0
2005-05-16,,,,,,,,,,,,,,,,,,,,735.0
2005-05-18,,,,,,,,,,,,,,,,,,,,713.0
2005-05-19,,,,,,,,,,,,,,,,,,,,758.0
2005-05-20,,,,,,,,,,,,,,,,,,,,760.0
2005-05-30,,,,,,,,,,,,,,,,,,,,760.0
2005-06-02,,,,,,,,,,,,,,,,,,,,760.0
2005-06-03,,,,,,,,,,,,,,,,,,,,780.0
2005-06-06,,,,,,,,,,,,,,,,,,,,764.5
2005-06-09,,,,,,,,,,,,,,,,,,,,777.0
2005-06-10,,,,,,,,,,,,,,,,,,,,744.5
2005-06-13,,,,,,,,,,,,,,,,,,,,724.0
2005-06-14,,,,,,,,,,,,,,,,,,,,655.0
2005-06-15,,,,,,,,,,,,,,,,,,,,719.5
2005-06-21,,,,,,,,,,,,,,,,,,,,696.0
2005-06-22,,,,,,,,,,,,,,,,,,,,685.0
2005-06-24,,,,,,,,,,,,,,,,,,,,680.0
2005-06-28,,,,,,,,,,,,,,,,,,,,680.0
2005-06-29,,,,,,,,,,,,,,,,,,,,675.0
2005-06-30,,,,,,,,,,,,,,,,,,,,714.5
2005-07-01,,,,,,,,,,,,,,,,,,,,698.0
2005-07-05,,,,,,,,,,,,,,,,,,,,698.0
2005-07-06,,,,,,,,,,,,,,,,,,,,713.5
2005-07-18,,,,,,,,,,,,,,,,,,,,715.0
2005-07-20,,,,,,,,,,,,,,,,,,,,712.0
2005-07-25,,,,,,,,,,,,,,,,,,,,736.0
2005-07-28,,,,,,,,,,,,,,,,,,,,949.0
2005-07-29,,,,,,,,,,,,,,,,,,,,878.5
2005-08-01,,,,,,,,,,,,,,,,,,,,850.0
2005-08-02,,,,,,,,,,,,,,,,,,,,845.0
2005-08-03,,,,,,,,,,,,,,,,,,,,870.0
2005-08-05,,,,,,,,,,,,,,,,,,,,825.0
2005-08-09,,,,,,,,,,,,,,,,,,,,850.0
2005-08-10,,,,,,,,,,,,,,,,,,,,899.0
2005-08-11,,,,,,,,,,,,,,,,,,,,898.0
2005-08-12,,,,,,,,,,,,,,,,,,,,898.0
2005-08-18,,,,,,,,,,,,,,,,,,,,898.0
2005-08-22,,,,,,,,,,,,,,,,,,,,857.0
2005-08-30,,,,,,,,,,,,,,,,,,,,857.0
2005-08-31,,,,,,,,,,,,,,,,,,,,851.0
2005-09-01,,,,,,,,,,,,,,,,,,,,898.0
2005-09-05,,,,,,,,,,,,,,,,,,,,898.0
2005-09-06,,,,,,,,,,,,,,,,,,,,898.0
2005-09-09,,,,,,,,,,,,,,,,,,,,900.0
2005-09-12,,,,,,,,,,,,,,,,,,,,899.5
2005-09-13,,,,,,,,,,,,,,,,,,,,822.0
2005-09-14,,,,,,,,,,,,,,,,,,,,830.0
2005-09-21,,,,,,,,,,,,,,,,,,,,831.0
2005-09-22,,,,,,,,,,,,,,,,,,,,831.0
2005-10-03,,,,,,,,,,,,,,,,,,,,830.0
2005-10-06,,,,,,,,,,,,,,,,,,,,829.0
2005-10-10,,,,,,,,,,,,,,,,,,,,825.0
2005-10-11,,,,,,,,,,,,,,,,,,,,825.0
2005-10-13,,,,,,,,,,,,,,,,,,,,825.0
2005-10-17,,,,,,,,,,,,,,,,,,,,849.5
2005-10-19,,,,,,,,,,,,,,,,,,,,820.0
2005-10-27,,,,,,,,,,,,,,,,,,,,830.0
2005-10-28,,,,,,,,,,,,,,,,,,,,821.0
2005-11-01,,,,,,,,,,,,,,,,,,,,848.0
2005-11-03,,,,,,,,,,,,,,,,,,,,931.5
2005-11-04,,,,,,,,,,,,,,,,,,,,908.5
2005-11-07,,,,,,,,,,,,,,,,,,,,899.0
2005-11-08,,,,,,,,,,,,,,,,,,,,902.0
2005-11-15,,,,,,,,,,,,,,,,,,,,842.0
2005-11-22,,,,,,,,,,,,,,,,,,,,843.5
2005-11-23,,,,,,,,,,,,,,,,,,,,900.0
2005-11-24,,,,,,,,,,,,,,,,,,,,900.0
2005-11-28,,,,,,,,,,,,,,,,,,,,900.0
2005-11-30,,,,,,,,,,,,,,,,,,,,900.0
2005-12-06,,,,,,,,,,,,,,,,,,,,912.0
2005-12-07,,,,,,,,,,,,,,,,,,,,902.0
2005-12-08,,,,,,,,,,,,,,,,,,,,902.0
2005-12-14,,,,,,,,,,,,,,,,,,,,902.5
2005-12-16,,,,,,,,,,,,,,,,,,,,902.0
2005-12-19,,,,,,,,,,,,,,,,,,,,902.0
2005-12-20,,,,,,,,,,,,,,,,,,,,902.0
2005-12-27,,,,,,,,,,,,,,,,,,,,900.0
2005-12-28,,,,,,,,,,,,,,,,,,,,900.0
2005-12-29,,,,,,,,,,,,,,,,,,,,903.0
2005-12-30,,,,,,,,,,,,,,,,,,,,900.0
2006-01-02,,,,,,,,,,,,,,,,,,,,856.0
2006-01-04,,,,,,,,,,,,,,,,,,,,856.0
2006-01-13,,,,,,,,,,,,,,,,,,,,851.0
2006-01-18,,,,,,,,,,,,,,,,,,,,889.5
2006-01-20,,,,,,,,,,,,,,,,,,,,857.0
2006-01-23,,,,,,,,,,,,,,,,,,,,851.0
2006-01-24,,,,,,,,,,,,,,,,,,,,856.0
2006-01-25,,,,,,,,,,,,,,,,,,,,855.5
2006-01-26,,,,,,,,,,,,,,,,,,,,855.5
2006-01-27,,,,,,,,,,,,,,,,,,,,855.5
2006-01-31,,,,,,,,,,,,,,,,,,,,860.5
2006-02-07,,,,,,,,,,,,,,,,,,,,860.0
2006-02-10,,,,,,,,,,,,,,,,,,,,865.0
2006-02-16,,,,,,,,,,,,,,,,,,,,887.0
2006-02-20,,,,,,,,,,,,,,,,,,,,898.5
2006-02-22,,,,,,,,,,,,,,,,,,,,897.5
2006-02-27,,,,,,,,,,,,,,,,,,,,897.5
2006-02-28,,,,,,,,,,,,,,,,,,,,897.5
2006-03-02,,,,,,,,,,,,,,,,,,,,897.5
2006-03-07,,,,,,,,,,,,,,,,,,,,899.0
2006-03-08,,,,,,,,,,,,,,,,,,,,899.0
2006-03-13,,,,,,,,,,,,,,,,,,,,901.0
2006-03-20,,,,,,,,,,,,,,,,,,,,905.0
2006-03-21,,,,,,,,,,,,,,,,,,,,910.0
2006-03-23,,,,,,,,,,,,,,,,,,,,870.0
2006-03-24,,,,,,,,,,,,,,,,,,,,864.0
2006-03-27,,,,,,,,,,,,,,,,,,,,896.5
2006-03-28,,,,,,,,,,,,,,,,,,,,871.5
2006-04-03,,,,,,,,,,,,,,,,,,,,871.0
2006-04-04,,,,,,,,,,,,,,,,,,,,879.5
2006-04-05,,,,,,,,,,,,,,,,,,,,885.0
2006-04-13,,,,,,,,,,,,,,,,,,,,867.5
2006-04-18,,,,,,,,,,,,,,,,,,,,898.0
2006-04-19,,,,,,,,,,,,,,,,,,,,899.5
2006-04-24,,,,,,,,,,,,,,,,,,,,898.5
2006-04-26,,,,,,,,,,,,,,,,,,,,862.0
2006-04-28,,,,,,,,,,,,,,,,,,,,880.5
2006-05-02,,,,,,,,,,,,,,,,,,,,854.0
2006-05-04,,,,,,,,,,,,,,,,,,,,870.0
2006-05-08,,,,,,,,,,,,,,,,,,,,889.5
2006-05-09,,,,,,,,,,,,,,,,,,,,888.5
2006-05-10,,,,,,,,,,,,,,,,,,,,890.0
2006-05-11,,,,,,,,,,,,,,,,,,,,895.5
2006-05-12,,,,,,,,,,,,,,,,,,,,910.0
2006-05-15,,,,,,,,,,,,,,,,,,,,928.0
2006-05-16,,,,,,,,,,,,,,,,,,,,926.5
2006-05-17,,,,,,,,,,,,,,,,,,,,926.5
2006-05-19,,,,,,,,,,,,,,,,,,,,934.0
2006-05-22,,,,,,,,,,,,,,,,,,,,900.5
2006-05-23,,,,,,,,,,,,,,,,,,,,937.0
2006-05-24,,,,,,,,,,,,,,,,,,,,950.0
2006-06-02,,,,,,,,,,,,,,,,,,,,1050.0
2006-06-06,,,,,,,,,,,,,,,,,,,,1039.5
2006-06-07,,,,,,,,,,,,,,,,,,,,1039.5
2006-06-08,,,,,,,,,,,,,,,,,,,,1039.5
2006-06-14,,,,,,,,,,,,,,,,,,,,911.0
2006-06-21,,,,,,,,,,,,,,,,,,,,997.5
2006-06-26,,,,,,,,,,,,,,,,,,,,996.5
2006-07-03,,,,,,,,,,,,,,,,,,,,1017.0
2006-07-04,,,,,,,,,,,,,,,,,,,,1116.0
2006-07-05,,,,,,,,,,,,,,,,,,,,1115.0
2006-07-06,,,,,,,,,,,,,,,,,,,,1115.0
2006-07-07,,,,,,,,,,,,,,,,,,,,1175.0
2006-07-11,,,,,,,,,,,,,,,,,,,,1200.0
2006-07-12,,,,,,,,,,,,,,,,,,,,1298.0
2006-07-13,,,,,,,,,,,,,,,,,,,,1305.0
2006-07-14,,,,,,,,,,,,,,,,,,,,1305.0
2006-07-17,,,,,,,,,,,,,,,,,,,,1300.0
2006-07-21,,,,,,,,,,,,,,,,,,,,1298.0
2006-07-24,,,,,,,,,,,,,,,,,,,,1297.0
2006-07-26,,,,,,,,,,,,,,,,,,,,1399.0
2006-07-31,,,,,,,,,,,,,,,,,,,,1692.0
2006-08-01,,,,,,,,,,,,,,,,,,,,1648.5
2006-08-03,,,,,,,,,,,,,,,,,,,,1520.0
2006-08-04,,,,,,,,,,,,,,,,,,,,1450.0
2006-08-07,,,,,,,,,,,,,,,,,,,,1501.0
2006-08-09,,,,,,,,,,,,,,,,,,,,1501.0
2006-08-11,,,,,,,,,,,,,,,,,,,,1590.0
2006-08-14,,,,,,,,,,,,,,,,,,,,1589.5
2006-08-15,,,,,,,,,,,,,,,,,,,,1589.0
2006-08-16,,,,,,,,,,,,,,,,,,,,1588.5
2006-08-21,,,,,,,,,,,,,,,,,,,,1520.0
2006-08-22,,,,,,,,,,,,,,,,,,,,1590.0
2006-08-25,,,,,,,,,,,,,,,,,,,,1578.0
2006-08-29,,,,,,,,,,,,,,,,,,,,1450.0
2006-08-31,,,,,,,,,,,,,,,,,,,,1518.0
2006-09-04,,,,,,,,,,,,,,,,,,,,1450.5
2006-09-07,,,,,,,,,,,,,,,,,,,,1508.0
2006-09-08,,,,,,,,,,,,,,,,,,,,1502.0
2006-09-11,,,,,,,,,,,,,,,,,,,,1450.5
2006-09-12,,,,,,,,,,,,,,,,,,,,1441.5
2006-09-13,,,,,,,,,,,,,,,,,,,,1441.5
2006-09-15,,,,,,,,,,,,,,,,,,,,1421.0
2006-09-18,,,,,,,,,,,,,,,,,,,,1399.0
2006-09-19,,,,,,,,,,,,,,,,,,,,1350.0
2006-09-20,,,,,,,,,,,,,,,,,,,,1350.0
2006-09-27,,,,,,,,,,,,,,,,,,,,1350.0
2006-09-28,,,,,,,,,,,,,,,,,,,,1350.0
2006-10-02,,,,,,,,,,,,,,,,,,,,1399.0
2006-10-06,,,,,,,,,,,,,,,,,,,,1449.0
2006-10-09,,,,,,,,,,,,,,,,,,,,1450.0
2006-10-16,,,,,,,,,,,,,,,,,,,,1449.0
2006-10-17,,,,,,,,,,,,,,,,,,,,1430.0
2006-10-18,,,,,,,,,,,,,,,,,,,,1430.0
2006-10-20,,,,,,,,,,,,,,,,,,,,1449.0
2006-10-31,,,,,,,,,,,,,,,,,,,,1304.5
2006-11-06,,,,,,,,,,,,,,,,,,,,1311.0
2006-11-07,,,,,,,,,,,,,,,,,,,,1434.0
2006-11-10,,,,,,,,,,,,,,,,,,,,1400.0
2006-11-14,,,,,,,,,,,,,,,,,,,,1400.0
2006-11-16,,,,,,,,,,,,,,,,,,,,1320.0
2006-11-20,,,,,,,,,,,,,,,,,,,,1330.0
2006-11-21,,,,,,,,,,,,,,,,,,,,1331.5
2006-11-22,,,,,,,,,,,,,,,,,,,,1360.0
2006-11-24,,,,,,,,,,,,,,,,,,,,1385.0
2006-11-28,,,,,,,,,,,,,,,,,,,,1332.0
2006-11-30,,,,,,,,,,,,,,,,,,,,1331.0
2006-12-01,,,,,,,,,,,,,,,,,,,,1300.0
2006-12-05,,,,,,,,,,,,,,,,,,,,1240.0
2006-12-06,,,,,,,,,,,,,,,,,,,,1280.0
2006-12-07,,,,,,,,,,,,,,,,,,,,1302.0
2006-12-08,,,,,,,,,,,,,,,,,,,,1302.0
2006-12-12,,,,,,,,,,,,,,,,,,,,1310.0
2006-12-13,,,,,,,,,,,,,,,,,,,,1419.0
2006-12-20,,,,,,,,,,,,,,,,,,,,1399.0
2006-12-22,,,,,,,,,,,,,,,,,,,,1384.5
2006-12-28,,,,,,,,,,,,,,,,,,,,1359.5
2007-01-10,,,,,,,,,,,,,,,,,,,,1388.0
2007-01-11,,,,,,,,,,,,,,,,,,,,1400.0
2007-01-12,,,,,,,,,,,,,,,,,,,,1418.5
2007-01-15,,,,,,,,,,,,,,,,,,,,1418.5
2007-01-23,,,,,,,,,,,,,,,,,,,,1320.0
2007-01-24,,,,,,,,,,,,,,,,,,,,1399.5
2007-01-25,,,,,,,,,,,,,,,,,,,,1398.5
2007-01-26,,,,,,,,,,,,,,,,,,,,1417.0
2007-01-31,,,,,,,,,,,,,,,,,,,,1417.5
2007-02-02,,,,,,,,,,,,,,,,,,,,1400.0
2007-02-08,,,,,,,,,,,,,,,,,,,,1305.0
2007-02-12,,,,,,,,,,,,,,,,,,,,1414.0
2007-02-13,,,,,,,,,,,,,,,,,,,,1414.0
2007-02-14,,,,,,,,,,,,,,,,,,,,1413.5
2007-02-15,,,,,,,,,,,,,,,,,,,,1400.0
2007-02-19,,,,,,,,,,,,,,,,,,,,1400.0
2007-02-21,,,,,,,,,,,,,,,,,,,,1400.0
2007-02-22,,,,,,,,,,,,,,,,,,,,1417.0
2007-02-26,,,,,,,,,,,,,,,,,,,,1400.0
2007-02-27,,,,,,,,,,,,,,,,,,,,1400.0
2007-02-28,,,,,,,,,,,,,,,,,,,,1350.0
2007-03-08,,,,,,,,,,,,,,,,,,,,1449.0
2007-03-09,,,,,,,,,,,,,,,,,,,,1458.0
2007-03-12,,,,,,,,,,,,,,,,,,,,1400.0
2007-03-13,,,,,,,,,,,,,,,,,,,,1400.0
2007-03-14,,,,,,,,,,,,,,,,,,,,1450.0
2007-03-19,,,,,,,,,,,,,,,,,,,,1401.0
2007-03-23,,,,,,,,,,,,,,,,,,,,1401.0
2007-04-03,,,,,,,,,,,,,,,,,,,,1405.0
2007-04-04,,,,,,,,,,,,,,,,,,,,1403.0
2007-04-23,,,,,,,,,,,,,,,,,,,,1539.0
2007-04-25,,,,,,,,,,,,,,,,,,,,1540.0
2007-05-07,,,,,,,,,,,,,,,,,,,,1540.0
2007-05-08,,,,,,,,,,,,,,,,,,,,1540.0
2007-05-10,,,,,,,,,,,,,,,,,,,,1540.0
2007-05-11,,,,,,,,,,,,,,,,,,,,1529.0
2007-05-14,,,,,,,,,,,,,,,,,,,,1530.0
2007-05-22,,,,,,,,,,,,,,,,,,,,1529.0
2007-05-28,,,,,,,,,,,,,,,,,,,,1528.5
2007-05-29,,,,,,,,,,,,,,,,,,,,1453.0
2007-05-30,,,,,,,,,,,,,,,,,,,,1527.0
2007-06-01,,,,,,,,,,,,,,,,,,,,1525.0
2007-06-05,,,,,,,,,,,,,,,,,,,,1372.5
2007-06-08,,,,,,,,,,,,,,,,,,,,1509.49
2007-06-14,,,,,,,,,,,,,,,,,,,,1510.0
2007-06-22,,,,,,,,,,,,,,,,,,,,1500.0
2007-06-27,,,,,,,,,,,,,,,,,,,,1524.0
2007-07-02,,,,,,,,,,,,,,,,,,,,1574.5
2007-07-03,,,,,,,,,,,,,,,,,,,,1525.0
2007-07-05,,,,,,,,,,,,,,,,,,,,1559.99
2007-07-06,,,,,,,,,,,,,,,,,,,,1559.99
2007-07-09,,,,,,,,,,,,,,,,,,,,1559.99
2007-07-10,,,,,,,,,,,,,,,,,,,,1570.0
2007-07-12,,,,,,,,,,,,,,,,,,,,1570.01
2007-07-13,,,,,,,,,,,,,,,,,,,,1580.0
2007-07-18,,,,,,,,,,,,,,,,,,,,1588.52
2007-07-19,,,,,,,,,,,,,,,,,,,,1648.99
2007-07-20,,,,,,,,,,,,,,,,,,,,1648.0
2007-07-23,,,,,,,,,,,,,,,,,,,,1649.0
2007-07-25,,,,,,,,,,,,,,,,,,,,1689.0
2007-07-26,,,,,,,,,,,,,,,,,,,,1689.0
2007-07-27,,,,,,,,,,,,,,,,,,,,1687.8
2007-07-30,,,,,,,,,,,,,,,,,,,,1650.01
2007-07-31,,,,,,,,,,,,,,,,,,,,1586.0
2007-08-06,,,,,,,,,,,,,,,,,,,,1560.17
2007-08-10,,,,,,,,,,,,,,,,,,,,1560.0
2007-08-14,,,,,,,,,,,,,,,,,,,,1422.0
2007-08-16,,,,,,,,,,,,,,,,,,,,1300.0
2007-08-17,,,,,,,,,,,,,,,,,,,,1295.0
2007-08-20,,,,,,,,,,,,,,,,,,,,1400.0
2007-08-22,,,,,,,,,,,,,,,,,,,,1520.0
2007-08-23,,,,,,,,,,,,,,,,,,,,1519.0
2007-09-05,,,,,,,,,,,,,,,,,,,,1559.0
2007-09-07,,,,,,,,,,,,,,,,,,,,1511.94
2007-09-21,,,,,,,,,,,,,,,,,,,,1549.0
2007-10-09,,,,,,,,,,,,,,,,,,,,1539.99
2007-10-17,,,,,,,,,,,,,,,,,,,,1497.0
2007-10-18,,,,,,,,,,,,,,,,,,,,1525.0
2007-10-22,,,,,,,,,,,,,,,,,,,,1530.0
2007-10-23,,,,,,,,,,,,,,,,,,,,1530.0
2007-10-24,,,,,,,,,,,,,,,,,,,,1530.0
2007-10-30,,,,,,,,,,,,,,,,,,,,1530.0
2007-11-07,,,,,,,,,,,,,,,,,,,,1377.0
2007-11-13,,,,,,,,,,,,,,,,,,,,1347.0
2007-11-14,,,,,,,,,,,,,,,,,,,,1450.0
2007-11-15,,,,,,,,,,,,,,,,,,,,1450.0
2007-11-26,,,,,,,,,,,,,,,,,,,,1450.0
2007-11-27,,,,,,,,,,,,,,,,,,,,1450.0
2007-11-29,,,,,,,,,,,,,,,,,,,,1305.0
2007-12-03,,,,,,,,,,,,,,,,,,,,1450.0
2007-12-04,,,,,,,,,,,,,,,,,,,,1450.0
2007-12-10,,,,,,,,,,,,,,,,,,,,1450.0
2007-12-13,,,,,,,,,,,,,,,,,,,,1450.0
2007-12-14,,,,,,,,,,,,,,,,,,,,1450.0
2007-12-17,,,,,,,,,,,,,,,,,,,,1450.0
2007-12-18,,,,,,,,,,,,,,,,,,,,1450.0
2007-12-19,,,,,,,,,,,,,,,,,,,,1400.0
2007-12-20,,,,,,,,,,,,,,,,,,,,1450.0
2007-12-21,,,,,,,,,,,,,,,,,,,,1480.0
2007-12-27,,,,,,,,,,,,,,,,,,,,1500.0
2007-12-28,,,,,,,,,,,,,,,,,,,,1450.0
2008-01-09,,,,,,,,,,,,,,,,,,,,1450.0
2008-01-15,,,,,,,,,,,,,,,,,,,,1450.0
2008-01-18,,,,,,,,,,,,,,,,,,,,1360.01
2008-01-21,,,,,,,,,,,,,,,,,,,,1345.0
2008-01-22,,,,,,,,,,,,,,,,,,,,1342.0
2008-01-23,,,,,,,,,,,,,,,,,,,,1350.0
2008-01-24,,,,,,,,,,,,,,,,,,,,1341.0
2008-01-25,,,,,,,,,,,,,,,,,,,,1341.0
2008-01-31,,,,,,,,,,,,,,,,,,,,1370.01
2008-02-05,,,,,,,,,,,,,,,,,,,,1345.0
2008-02-06,,,,,,,,,,,,,,,,,,,,1447.0
2008-02-12,,,,,,,,,,,,,,,,,,,,1448.0
2008-02-18,,,,,,,,,,,,,,,,,,,,1351.0
2008-02-19,,,,,,,,,,,,,,,,,,,,1445.0
2008-03-03,,,,,,,,,,,,,,,,,,,,1352.11
2008-03-10,,,,,,,,,,,,,,,,,,,,1440.0
2008-03-26,,,,,,,,,,,,,,,,,,,,1450.0
2008-04-11,,,,,,,,,,,,,,,,,,,,1450.0
2008-04-14,,,,,,,,,,,,,,,,,,,,1450.0
2008-04-17,,,,,,,,,,,,,,,,,,,,1444.99
2008-04-22,,,,,,,,,,,,,,,,,,,,1445.0
2008-04-24,,,,,,,,,,,,,,,,,,,,1450.0
2008-05-02,,,,,,,,,,,,,,,,,,,,1448.0
2008-05-05,,,,,,,,,,,,,,,,,,,,1445.0
2008-05-20,,,,,,,,,,,,,,,,,,,,1448.0
2008-05-21,,,,,,,,,,,,,,,,,,,,1445.0
2008-05-22,,,,,,,,,,,,,,,,,,,,1445.0
2008-05-23,,,,,,,,,,,,,,,,,,,,1351.0
2008-05-28,,,,,,,,,,,,,,,,,,,,1445.0
2008-05-29,,,,,,,,,,,,,,,,,,,,1445.0
2008-05-30,,,,,,,,,,,,,,,,,,,,1448.0
2008-06-04,,,,,,,,,,,,,,,,,,,,1445.0
2008-06-12,,,,,,,,,,,,,,,,,,,,1445.0
2008-06-13,,,,,,,,,,,,,,,,,,,,1356.03
2008-06-20,,,,,,,,,,,,,,,,,,,,1355.0
2008-06-23,,,,,,,,,,,,,,,,,,,,1355.0
2008-06-24,,,,,,,,,,,,,,,,,,,,1341.0
2008-06-26,,,,,,,,,,,,,,,,,,,,1446.98
2008-07-10,,,,,,,,,,,,,,,,,,,,1446.88
2008-07-11,,,,,,,,,,,,,,,,,,,,1346.01
2008-07-14,,,,,,,,,,,,,,,,,,,,1345.51
2008-07-21,,,,,,,,,,,,,,,,,,,,1398.0
2008-07-24,,,,,,,,,,,,,,,,,,,,1438.0
2008-07-28,,,,,,,,,,,,,,,,,,,,1358.0
2008-07-31,,,,,,,,,,,,,,,,,,,,1399.0
2008-08-04,,,,,,,,,,,,,,,,,,,,1348.01
2008-08-07,,,,,,,,,,,,,,,,,,,,1349.99
2008-08-08,,,,,,,,,,,,,,,,,,,,1348.0
2008-08-14,,,,,,,,,,,,,,,,,,,,1350.0
2008-08-18,,,,,,,,,,,,,,,,,,,,1350.0
2008-08-27,,,,,,,,,,,,,,,,,,,,1342.0
2008-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,468283.58,0.74,0.0,0.0,0.0,1340.0
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,468283.58,0.74,0.0,0.0,0.0,
2008-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,468283.58,0.74,0.0,0.0,0.0,
2008-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,468283.58,0.74,0.0,0.0,0.0,
2008-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,468283.58,0.74,0.0,0.0,0.0,
2008-09-05,,,,,,,,,,,,,,,,,,,,1330.0
2008-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,464788.92,0.73,0.0,0.0,0.0,
2008-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,464788.92,0.73,0.0,0.0,0.0,
2008-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,464788.92,0.73,0.0,0.0,0.0,
2008-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,377073.12,0.73,0.0,0.0,0.0,1079.0
2008-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,377073.12,0.59,0.0,0.0,0.0,
2008-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,377422.59,0.59,0.0,0.0,0.0,1080.0
2008-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,377422.59,0.59,0.0,0.0,0.0,1080.0
2008-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,377422.59,0.59,0.0,0.0,0.0,
2008-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,419358.43,0.59,0.0,0.0,0.0,1200.0
2008-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,421109.25,0.66,0.0,0.0,0.0,1205.01
2008-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,418595.96,0.65,0.0,0.0,0.0,1220.0
