,ALOSM FP Equity_DX_SI_QTY,ALOSM FP Equity_DX_SHORT_INTEREST_VALUE,ALOSM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALOSM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALOSM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALOSM FP Equity_DX_SI_MV,ALOSM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALOSM FP Equity_DX_SUPPLY_SI_QTY,ALOSM FP Equity_DX_BROKER_SI_QTY,ALOSM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALOSM FP Equity_DX_SUPPLY_SI_MV,ALOSM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALOSM FP Equity_DX_UTILIZATION_QUANTITY,ALOSM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALOSM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALOSM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALOSM FP Equity_DX_ACTIVE_UTILIZATION_MV,ALOSM FP Equity_DX_BROKER_SI_CON_RATIO,ALOSM FP Equity_DX_DEMAND_SUPPLY_RATIO,ALOSM FP Equity_PX_LAST
2022-08-02,,,,,,,,,,,,,,,,,,,,9.16
2022-08-03,,,,,,,,,,,,,,,,,,,,9.0
2022-08-04,,,,,,,,,,,,,,,,,,,,9.1
2022-08-05,,,,,,,,,,,,,,,,,,,,9.02
2022-08-08,,,,,,,,,,,,,,,,,,,,8.8
2022-08-09,,,,,,,,,,,,,,,,,,,,8.9
2022-08-10,,,,,,,,,,,,,,,,,,,,8.8
2022-08-11,,,,,,,,,,,,,,,,,,,,8.6
2022-08-12,,,,,,,,,,,,,,,,,,,,8.62
2022-08-15,,,,,,,,,,,,,,,,,,,,8.74
2022-08-16,,,,,,,,,,,,,,,,,,,,8.88
2022-08-17,,,,,,,,,,,,,,,,,,,,8.98
2022-08-18,,,,,,,,,,,,,,,,,,,,8.98
2022-08-19,,,,,,,,,,,,,,,,,,,,9.08
2022-08-22,,,,,,,,,,,,,,,,,,,,9.08
2022-08-23,,,,,,,,,,,,,,,,,,,,9.06
2022-08-24,,,,,,,,,,,,,,,,,,,,8.9
2022-08-25,,,,,,,,,,,,,,,,,,,,8.9
2022-08-26,,,,,,,,,,,,,,,,,,,,8.86
2022-08-29,,,,,,,,,,,,,,,,,,,,8.68
2022-08-30,,,,,,,,,,,,,,,,,,,,9.04
2022-08-31,,,,,,,,,,,,,,,,,,,,9.4
2022-09-01,,,,,,,,,,,,,,,,,,,,9.32
2022-09-02,,,,,,,,,,,,,,,,,,,,9.36
2022-09-05,,,,,,,,,,,,,,,,,,,,9.1
2022-09-06,,,,,,,,,,,,,,,,,,,,9.04
2022-09-07,,,,,,,,,,,,,,,,,,,,9.1
2022-09-08,,,,,,,,,,,,,,,,,,,,9.12
2022-09-09,,,,,,,,,,,,,,,,,,,,9.0
2022-09-12,,,,,,,,,,,,,,,,,,,,9.0
2022-09-13,,,,,,,,,,,,,,,,,,,,9.36
2022-09-14,,,,,,,,,,,,,,,,,,,,9.34
2022-09-15,,,,,,,,,,,,,,,,,,,,9.28
2022-09-16,,,,,,,,,,,,,,,,,,,,8.9
2022-09-19,,,,,,,,,,,,,,,,,,,,8.78
2022-09-20,,,,,,,,,,,,,,,,,,,,8.72
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,5153.4,0.01,0.0,0.0,0.0,8.18
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,8633.2,0.01,0.0,0.0,0.0,7.64
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,8633.2,0.01,0.0,0.0,0.0,7.64
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9944.0,0.01,0.0,0.0,0.0,8.8
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9808.4,0.01,0.0,0.0,0.0,8.68
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9853.6,0.01,0.0,0.0,0.0,8.72
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,10011.8,0.01,0.0,0.0,0.0,8.86
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,10011.8,0.01,0.0,0.0,0.0,8.86
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9831.0,0.01,0.0,0.0,0.0,8.7
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9469.4,0.01,0.0,0.0,0.0,8.38
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9537.2,0.01,0.0,0.0,0.0,8.44
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9921.4,0.01,0.0,0.0,0.0,8.78
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,10057.0,0.01,0.0,0.0,0.0,8.9
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9944.0,0.01,0.0,0.0,0.0,8.8
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9921.4,0.01,0.0,0.0,0.0,8.78
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9446.8,0.01,0.0,0.0,0.0,8.36
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9356.4,0.01,0.0,0.0,0.0,8.28
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9514.6,0.01,0.0,0.0,0.0,8.42
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9537.2,0.01,0.0,0.0,0.0,8.44
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,10147.4,0.01,0.0,0.0,0.0,8.98
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9627.6,0.01,0.0,0.0,0.0,8.52
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9718.0,0.01,0.0,0.0,0.0,8.6
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9379.0,0.01,0.0,0.0,0.0,8.3
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9582.4,0.01,0.0,0.0,0.0,8.48
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9492.0,0.01,0.0,0.0,0.0,8.4
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9469.4,0.01,0.0,0.0,0.0,8.38
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9469.4,0.01,0.0,0.0,0.0,8.38
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9469.4,0.01,0.0,0.0,0.0,8.38
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9492.0,0.01,0.0,0.0,0.0,8.4
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9672.8,0.01,0.0,0.0,0.0,8.56
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9831.0,0.01,0.0,0.0,0.0,8.7
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9921.4,0.01,0.0,0.0,0.0,8.78
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9921.4,0.01,0.0,0.0,0.0,8.78
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9605.0,0.01,0.0,0.0,0.0,8.5
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9492.0,0.01,0.0,0.0,0.0,8.4
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9492.0,0.01,0.0,0.0,0.0,8.4
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9650.2,0.01,0.0,0.0,0.0,8.54
2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9898.8,0.01,0.0,0.0,0.0,8.76
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9944.0,0.01,0.0,0.0,0.0,8.8
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9785.8,0.01,0.0,0.0,0.0,8.66
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9944.0,0.01,0.0,0.0,0.0,8.8
2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9718.0,0.01,0.0,0.0,0.0,8.6
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9627.6,0.01,0.0,0.0,0.0,8.52
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9582.4,0.01,0.0,0.0,0.0,8.48
2022-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9582.4,0.01,0.0,0.0,0.0,8.48
2022-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9446.8,0.01,0.0,0.0,0.0,8.36
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9695.4,0.01,0.0,0.0,0.0,8.58
2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9424.2,0.01,0.0,0.0,0.0,8.34
2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9582.4,0.01,0.0,0.0,0.0,8.48
2022-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9559.8,0.01,0.0,0.0,0.0,8.46
2022-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9582.4,0.01,0.0,0.0,0.0,8.48
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9537.2,0.01,0.0,0.0,0.0,8.44
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9379.0,0.01,0.0,0.0,0.0,8.3
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9831.0,0.01,0.0,0.0,0.0,8.7
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,10011.8,0.01,0.0,0.0,0.0,8.86
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9921.4,0.01,0.0,0.0,0.0,8.78
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9921.4,0.01,0.0,0.0,0.0,8.78
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,10079.6,0.01,0.0,0.0,0.0,8.92
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9876.2,0.01,0.0,0.0,0.0,8.74
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9605.0,0.01,0.0,0.0,0.0,8.5
2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9740.6,0.01,0.0,0.0,0.0,8.62
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9763.2,0.01,0.0,0.0,0.0,8.64
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9853.6,0.01,0.0,0.0,0.0,8.72
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9853.6,0.01,0.0,0.0,0.0,8.72
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9831.0,0.01,0.0,0.0,0.0,8.7
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9853.6,0.01,0.0,0.0,0.0,8.72
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9831.0,0.01,0.0,0.0,0.0,8.7
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9831.0,0.01,0.0,0.0,0.0,8.7
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9831.0,0.01,0.0,0.0,0.0,
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9944.0,0.01,0.0,0.0,0.0,8.8
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,10124.8,0.01,0.0,0.0,0.0,8.96
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,10057.0,0.01,0.0,0.0,0.0,8.9
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,10079.6,0.01,0.0,0.0,0.0,8.92
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9966.6,0.01,0.0,0.0,0.0,8.82
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,9966.6,0.01,0.0,0.0,0.0,8.82
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,10170.0,0.01,0.0,0.0,0.0,9.0
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,10170.0,0.01,0.0,0.0,0.0,9.0
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,11074.0,0.01,0.0,0.0,0.0,9.8
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,11639.0,0.01,0.0,0.0,0.0,10.3
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,12034.5,0.01,0.0,0.0,0.0,10.65
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,9765.0,0.01,0.0,0.0,0.0,10.5
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,9262.8,0.01,0.0,0.0,0.0,9.96
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,9393.0,0.01,0.0,0.0,0.0,10.1
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,9765.0,0.01,0.0,0.0,0.0,10.5
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,9579.0,0.01,0.0,0.0,0.0,10.3
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,9439.5,0.01,0.0,0.0,0.0,10.15
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,9281.4,0.01,0.0,0.0,0.0,9.98
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,9486.0,0.01,0.0,0.0,0.0,10.2
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,9672.0,0.01,0.0,0.0,0.0,10.4
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,9858.0,0.01,0.0,0.0,0.0,10.6
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,9951.0,0.01,0.0,0.0,0.0,10.7
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,9811.5,0.01,0.0,0.0,0.0,10.55
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,10230.0,0.01,0.0,0.0,0.0,11.0
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,9997.5,0.01,0.0,0.0,0.0,10.75
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,10230.0,0.01,0.0,0.0,0.0,11.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,10323.0,0.01,0.0,0.0,0.0,11.1
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,10183.5,0.01,0.0,0.0,0.0,10.95
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,10323.0,0.01,0.0,0.0,0.0,11.1
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,10509.0,0.01,0.0,0.0,0.0,11.3
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,10044.0,0.01,0.0,0.0,0.0,10.8
2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,10183.5,0.01,0.0,0.0,0.0,10.95
2023-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,10183.5,0.01,0.0,0.0,0.0,10.95
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,10183.5,0.01,0.0,0.0,0.0,10.95
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,10230.0,0.01,0.0,0.0,0.0,11.0
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,10416.0,0.01,0.0,0.0,0.0,11.2
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,11299.5,0.01,0.0,0.0,0.0,12.15
2023-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,11113.5,0.01,0.0,0.0,0.0,11.95
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,6307.0,0.01,0.0,0.0,0.0,11.9
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,6174.5,0.01,0.0,0.0,0.0,11.65
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,6201.0,0.01,0.0,0.0,0.0,11.7
2023-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,6121.5,0.01,0.0,0.0,0.0,11.55
2023-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,5989.0,0.01,0.0,0.0,0.0,11.3
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,5989.0,0.01,0.0,0.0,0.0,11.3
2023-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,6068.5,0.01,0.0,0.0,0.0,11.45
2023-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,6042.0,0.01,0.0,0.0,0.0,11.4
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,6015.5,0.01,0.0,0.0,0.0,11.35
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,343.5,0.0,0.0,0.0,0.0,11.45
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,343.5,0.0,0.0,0.0,0.0,11.45
2023-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,342.0,0.0,0.0,0.0,0.0,11.4
2023-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,346.5,0.0,0.0,0.0,0.0,11.55
2023-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,343.5,0.0,0.0,0.0,0.0,11.45
2023-03-09,,,,,,,,,,,,,,,,,,,,11.45
2023-03-10,,,,,,,,,,,,,,,,,,,,11.5
2023-03-13,,,,,,,,,,,,,,,,,,,,11.45
2023-03-14,,,,,,,,,,,,,,,,,,,,11.15
2023-03-15,,,,,,,,,,,,,,,,,,,,11.25
2023-03-16,,,,,,,,,,,,,,,,,,,,11.3
2023-03-17,,,,,,,,,,,,,,,,,,,,11.45
2023-03-20,,,,,,,,,,,,,,,,,,,,11.35
2023-03-21,,,,,,,,,,,,,,,,,,,,11.4
2023-03-22,,,,,,,,,,,,,,,,,,,,11.4
2023-03-23,,,,,,,,,,,,,,,,,,,,11.2
2023-03-24,,,,,,,,,,,,,,,,,,,,11.1
2023-03-27,,,,,,,,,,,,,,,,,,,,11.4
2023-03-28,,,,,,,,,,,,,,,,,,,,10.8
2023-03-29,,,,,,,,,,,,,,,,,,,,11.2
2023-03-30,,,,,,,,,,,,,,,,,,,,11.0
2023-03-31,,,,,,,,,,,,,,,,,,,,10.95
2023-04-03,,,,,,,,,,,,,,,,,,,,10.75
2023-04-04,,,,,,,,,,,,,,,,,,,,10.6
2023-04-05,,,,,,,,,,,,,,,,,,,,11.0
2023-04-06,,,,,,,,,,,,,,,,,,,,11.0
2023-04-11,,,,,,,,,,,,,,,,,,,,10.25
2023-04-12,,,,,,,,,,,,,,,,,,,,10.35
2023-04-13,,,,,,,,,,,,,,,,,,,,10.3
2023-04-14,,,,,,,,,,,,,,,,,,,,10.0
2023-04-17,,,,,,,,,,,,,,,,,,,,10.0
2023-04-18,,,,,,,,,,,,,,,,,,,,10.4
2023-04-19,,,,,,,,,,,,,,,,,,,,10.2
2023-04-20,,,,,,,,,,,,,,,,,,,,10.05
2023-04-21,,,,,,,,,,,,,,,,,,,,10.2
2023-04-24,,,,,,,,,,,,,,,,,,,,10.2
2023-04-25,,,,,,,,,,,,,,,,,,,,10.15
2023-04-26,,,,,,,,,,,,,,,,,,,,10.3
2023-04-27,,,,,,,,,,,,,,,,,,,,10.5
2023-04-28,,,,,,,,,,,,,,,,,,,,10.5
2023-05-02,,,,,,,,,,,,,,,,,,,,10.45
2023-05-03,,,,,,,,,,,,,,,,,,,,10.5
2023-05-04,,,,,,,,,,,,,,,,,,,,10.3
2023-05-05,,,,,,,,,,,,,,,,,,,,9.88
2023-05-08,,,,,,,,,,,,,,,,,,,,10.0
2023-05-09,,,,,,,,,,,,,,,,,,,,10.0
2023-05-10,,,,,,,,,,,,,,,,,,,,9.98
2023-05-11,,,,,,,,,,,,,,,,,,,,10.0
2023-05-12,,,,,,,,,,,,,,,,,,,,10.1
2023-05-15,,,,,,,,,,,,,,,,,,,,9.96
2023-05-16,,,,,,,,,,,,,,,,,,,,9.36
2023-05-17,,,,,,,,,,,,,,,,,,,,9.5
2023-05-18,,,,,,,,,,,,,,,,,,,,9.48
2023-05-19,,,,,,,,,,,,,,,,,,,,9.62
2023-05-22,,,,,,,,,,,,,,,,,,,,9.8
2023-05-23,,,,,,,,,,,,,,,,,,,,9.74
2023-05-24,,,,,,,,,,,,,,,,,,,,9.88
