,BNKE FP Equity_DX_SI_QTY,BNKE FP Equity_DX_SHORT_INTEREST_VALUE,BNKE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BNKE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BNKE FP Equity_DX_SI_MV,BNKE FP Equity_DX_DSS,BNKE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BNKE FP Equity_DX_SUPPLY_SI_QTY,BNKE FP Equity_DX_BROKER_SI_QTY,BNKE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BNKE FP Equity_DX_BROKER_SI_MV_NEW_x,BNKE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BNKE FP Equity_DX_SUPPLY_SI_QTY_INC_x,BNKE FP Equity_DX_BROKER_SI_MV_INC_x,BNKE FP Equity_DX_SUPPLY_SI_MV_NEW,BNKE FP Equity_DX_BROKER_SI_QTY_ADD,BNKE FP Equity_DX_BROKER_SI_QTY_NEW,BNKE FP Equity_DX_SUPPLY_SI_MV_DEC,BNKE FP Equity_DX_BROKER_SI_QTY_INC,BNKE FP Equity_DX_SUPPLY_SI_QTY_DEC,BNKE FP Equity_DX_BROKER_SI_MV_NEW_y,BNKE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BNKE FP Equity_DX_BROKER_SI_MV_INC_y,BNKE FP Equity_DX_SUPPLY_SI_QTY_INC_y,BNKE FP Equity_DX_BROKER_SI_MV_ADD,BNKE FP Equity_DX_SUPPLY_SI_QTY_ADD,BNKE FP Equity_DX_BROKER_SI_QTY_DEC,BNKE FP Equity_DX_SUPPLY_SI_MV,BNKE FP Equity_DX_BROKER_SI_MV_DEC,BNKE FP Equity_DX_SUPPLY_SI_MV_RMV,BNKE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BNKE FP Equity_DX_UTILIZATION_QUANTITY,BNKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BNKE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BNKE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BNKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BNKE FP Equity_DX_ACTIVE_UTILIZATION_MV,BNKE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BNKE FP Equity_DX_BROKER_SI_CON_RATIO,BNKE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BNKE FP Equity_DX_DEMAND_SUPPLY_RATIO,BNKE FP Equity_PX_LAST
2023-12-06,719.0,93408.17,0.06,0.01,0.09,,93408.17,0.0,719.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0039,129.914
2023-12-07,719.0,92643.15,0.06,0.01,0.09,,92643.15,0.0,719.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0039,128.85
2023-12-08,719.0,93457.06,0.06,0.01,0.09,,93457.06,0.0,719.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0039,129.982
2023-12-11,719.0,93665.57,0.06,0.01,0.09,,93665.57,0.0,719.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0039,130.272
2023-12-12,719.0,92927.16,0.06,0.01,0.09,,92927.16,0.0,719.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0039,129.245
2023-12-13,719.0,92585.63,0.06,0.01,0.09,,92585.63,0.0,719.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0039,128.77
2023-12-14,675.0,87160.73,0.05,0.01,0.09,,87160.73,0.0,675.0,0.0,,,,,,,,,,,,,,,,,44.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037,129.127
2023-12-15,675.0,87080.4,0.05,0.01,0.09,,87080.4,0.0,675.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037,129.008
2023-12-18,675.0,86792.85,0.07,0.01,0.09,,86792.85,0.0,675.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037,128.582
2023-12-19,675.0,86826.6,0.06,0.01,0.09,,86826.6,0.0,675.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037,128.632
2023-12-20,675.0,86925.15,0.06,0.01,0.09,,86925.15,0.0,675.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037,128.778
2023-12-21,675.0,86983.2,0.07,0.01,0.09,,86983.2,0.0,675.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037,128.864
2023-12-22,675.0,87288.3,0.07,0.01,0.09,,87288.3,0.0,675.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037,129.316
2023-12-25,675.0,87288.3,0.07,0.01,0.09,,87288.3,0.0,675.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037,
2023-12-26,675.0,87288.3,0.07,0.01,0.09,,87288.3,0.0,675.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037,
2023-12-27,675.0,87716.93,0.07,0.01,0.09,,87716.93,0.0,675.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037,129.951
2023-12-28,675.0,86994.68,0.07,0.01,0.09,,86994.68,0.0,675.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037,128.881
2023-12-29,675.0,87048.68,0.08,0.01,0.09,,87048.68,0.0,675.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037,128.961
2024-01-01,675.0,87048.68,0.11,0.01,0.09,,87048.68,0.0,675.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037,
2024-01-02,675.0,88705.8,0.11,0.01,0.09,,88705.8,0.0,675.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037,131.416
2024-01-03,675.0,87616.35,0.11,0.01,0.09,,87616.35,0.0,675.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037,129.802
2024-01-04,675.0,89405.78,0.12,0.01,0.09,,89405.78,0.0,675.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037,132.453
2024-01-05,675.0,90122.63,0.12,0.01,0.09,,90122.63,0.0,675.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037,133.515
2024-01-08,99075.0,13267727.7,18.32,1.69,13.89,,13267727.7,900.0,99075.0,120524.4,,,,,,98400.0,,,,,,,,,13.8,900.0,,0.13,,,0.58,0.49,154700.0,20716805.2,,20.63,0.6,0.86,0.97,98.49,0.5379,133.916
2024-01-09,108875.0,14401985.0,19.89,1.86,15.29,,13753813.0,5800.0,103975.0,767224.0,,,,,,4900.0,,,,,,,,,0.66,4900.0,,0.78,,,3.61,3.07,154700.0,20463716.0,,20.62,3.65,8.58,0.8183,90.05,0.5755,132.28
2024-01-10,108875.0,14374439.63,18.47,1.86,14.98,,13727507.33,5800.0,103975.0,765756.6,,,,,,,,,,,,,,,,,,0.77,,,3.61,3.07,154700.0,20424576.9,,20.47,3.64,8.66,0.8168,89.95,0.5755,132.027
2024-01-11,108875.0,14118801.13,19.26,1.86,15.03,,13483374.03,5800.0,103975.0,752138.2,,,,,,,,,,,,,,,,,,0.77,,,3.61,3.06,154700.0,20061341.3,,20.47,3.63,8.63,0.8175,90.0,0.5749,129.679
2024-01-12,108875.0,14152225.75,18.75,1.86,15.0,,13515294.35,5800.0,103975.0,753918.8,,,,,,,,,,,,,,,,,,0.76,,,3.61,3.06,154700.0,20108834.2,,20.46,3.57,8.48,0.8201,90.16,0.5749,129.986
2024-01-15,114975.0,14912947.35,18.06,1.96,15.77,,13823416.95,8400.0,106575.0,1089530.4,,,,0.46,,,,0.12,3500.0,900.0,,,0.46,,,3500.0,900.0,1.09,0.12,,26.46,7.24,23345.0,3027986.57,,3.03,26.47,11.29,0.7896,88.13,0.9915,129.706
2024-01-16,78975.0,10160844.53,12.55,1.35,10.71,,9080108.93,8400.0,70575.0,1080735.6,,,,,,,,,,,,,,,,,36000.0,1.09,5.16,,26.46,6.37,23345.0,3003544.36,,3.03,26.46,16.84,0.7059,82.31,0.5985,128.659
2024-01-17,78975.0,10102718.93,10.58,1.35,10.57,,9028165.73,8400.0,70575.0,1074553.2,,,,,,,,,,,,,,,,,,1.08,,,26.46,6.37,23345.0,2986362.44,,3.01,26.45,16.93,0.7047,82.21,0.5985,127.923
2024-01-18,94968.0,12257709.7,11.28,1.61,12.55,,9109256.4,24393.0,70575.0,3148453.3,,,,,,,,,,,,,,,,15993.0,,3.12,,,18.8,18.49,105352.0,13597993.34,,13.5,18.79,16.92,0.5147,68.27,0.7197,129.072
2024-01-19,166568.0,21476111.94,17.91,2.83,21.99,,13715247.88,60193.0,106375.0,7760864.07,,,35800.0,2.32,,17900.0,,,17900.0,,,,2.32,35800.0,2.31,,,7.88,,,36.34,35.86,105452.0,13596242.72,,13.5,36.86,29.43,0.2931,38.6,0.9923,128.933
2024-01-22,178568.0,23212411.46,19.26,3.03,23.52,,14607851.0,66193.0,112375.0,8604560.46,,,6000.0,0.76,,,,,6000.0,,,,0.76,6000.0,,,,8.66,,,38.59,38.09,105352.0,13694917.18,,13.44,39.18,30.75,0.2896,36.04,1.0277,129.992
2024-01-23,160468.0,20790394.55,17.1,2.72,21.16,,11631338.78,70693.0,89775.0,9159055.77,,,4500.0,1.21,,6400.0,,,9000.0,,,,1.21,4500.0,0.83,,38000.0,9.31,5.14,,40.16,39.65,105352.0,13649510.47,,13.52,40.78,29.68,0.2865,40.32,0.9001,129.561
2024-01-24,206068.0,27067443.94,21.81,3.5,26.97,,14287813.8,103693.0,108775.0,13620282.94,,,33000.0,2.46,,,,,19000.0,,,,2.46,33000.0,,,,13.63,,,45.77,45.32,122852.0,16136855.9,,15.67,46.51,31.28,0.2565,35.74,0.9007,131.352
2024-01-25,69295.0,9022278.3,7.5,1.18,9.28,,6418258.3,30400.0,49295.0,3958110.4,,,,,,,,9.67,,73293.0,,,,,,,59480.0,4.04,7.72,,17.53,15.01,143000.0,18618743.0,,18.76,17.71,28.34,0.2823,35.11,0.3422,130.201
2024-01-26,88015.0,11528204.7,9.65,1.49,11.72,,6456659.1,49120.0,49295.0,6433737.6,,,18720.0,,,,,,,,,,,18720.0,,,,6.55,,,28.33,24.26,124280.0,16278194.4,,16.01,29.04,27.34,0.3106,42.59,0.4347,130.98
2024-01-29,36904.0,4799771.14,4.07,0.63,5.01,,4344557.64,13900.0,33404.0,1807847.9,,,,,,3500.0,,5.18,,38720.0,,,,,0.46,3500.0,19391.0,1.87,2.54,,7.71,7.62,166345.0,21634997.05,,21.79,7.89,18.47,0.5542,71.41,0.2022,130.061
2024-01-30,30904.0,4086652.25,3.41,0.52,4.13,,3623822.75,13900.0,27404.0,1838094.3,,,,,,,,,,,,,,,,,6000.0,1.85,0.86,,7.71,7.62,166345.0,21996963.77,,21.61,7.89,22.69,0.488,64.89,0.1694,132.237
2024-01-31,17404.0,2308135.88,1.94,0.3,2.29,,1313478.38,13900.0,9904.0,1843431.9,,,,,,,,,,,,,,,,,17500.0,1.87,2.38,,7.71,7.62,166345.0,22060840.25,,21.89,7.89,25.17,0.6228,74.8,0.0954,132.621
2024-02-01,17404.0,2248596.8,1.9,0.3,2.31,,1279596.8,13900.0,9904.0,1795880.0,,,,,,,,,,,,,,,,,,1.89,,,7.71,7.62,166345.0,21491774.0,,22.02,7.89,25.17,0.6229,74.81,0.0954,129.2
2024-02-02,13904.0,1812219.55,1.5,0.24,1.82,,834684.55,13900.0,6404.0,1811698.2,,,,,,,,,,,,,,,,,3500.0,1.84,0.47,,11.24,11.04,109716.0,14300164.01,,14.16,11.5,0.04,0.9992,99.96,0.1105,130.338
2024-02-05,10404.0,1349190.72,1.13,0.18,1.36,,830470.72,10400.0,6404.0,1348672.0,,,,,,,,0.46,,3500.0,,,,,,,,1.4,,,11.18,8.26,82600.0,10711568.0,,10.73,11.52,0.04,0.9992,99.96,0.0827,129.68
2024-02-06,10404.0,1352551.21,1.11,0.18,1.35,,832539.21,10400.0,6404.0,1352031.2,,,,,,,,,,,,,,,,,,1.39,,,11.18,8.25,82600.0,10738247.8,,10.68,11.52,0.04,0.9992,99.96,0.0826,130.003
2024-02-07,10404.0,1333532.7,1.11,0.18,1.35,,820832.7,10400.0,6404.0,1333020.0,,,,,,,,,,,,,,,,,,1.39,,,11.18,8.28,82600.0,10587255.0,,10.69,11.53,0.04,0.9992,99.96,0.0828,128.175
2024-02-08,10404.0,1332814.82,1.1,0.18,1.33,,820390.82,10400.0,6404.0,1332302.4,,,,,,,,,,,,,,,,,,1.37,,,11.18,8.28,82600.0,10581555.6,,10.56,11.52,0.04,0.9992,99.96,0.0828,128.106
2024-02-09,10404.0,1331826.44,1.08,0.18,1.33,,819782.44,10400.0,6404.0,1331314.4,,,,,,,,,,,,,,,,,,1.37,,,11.18,8.28,82600.0,10573708.6,,10.54,11.52,0.04,0.9992,99.96,0.0828,128.011
2024-02-12,10400.0,1348568.0,1.07,0.18,1.33,,829888.0,10400.0,6400.0,1348568.0,,,,,,,,,,,,,,,,,4.0,1.37,0.0,,11.18,8.28,82600.0,10710742.0,,10.52,11.52,,1.0,100.0,0.0828,129.67
2024-02-13,10400.0,1344418.4,1.07,0.18,1.35,,827334.4,10400.0,6400.0,1344418.4,,,,,,,,,,,,,,,,,,1.39,,,11.18,8.28,82600.0,10677784.6,,10.66,11.52,,1.0,100.0,0.0828,129.271
2024-02-14,4800.0,621820.8,0.5,0.08,0.62,,621820.8,4000.0,4800.0,518184.0,,,,,,,,0.87,,6400.0,,,,,,,1600.0,0.52,0.21,,100.0,3.19,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0382,129.546
2024-02-15,4800.0,621532.8,0.5,0.08,0.62,,621532.8,4026.0,4800.0,521310.64,,,26.0,,,,,,,,,,,26.0,,,,0.52,,,100.0,3.21,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0382,129.486
2024-02-16,8826.0,1147768.34,0.92,0.15,1.14,,624211.2,8826.0,4800.0,1147768.34,,,,,,,,,,,,,,,,4800.0,,1.17,,,9.49,7.03,84200.0,10949704.8,,10.87,9.74,,1.0,100.0,0.0703,130.044
2024-02-19,8826.0,1153637.63,0.93,0.15,1.15,,627403.2,8826.0,4800.0,1153637.63,,,,,,,,,,,,,,,,,,1.18,,,9.49,7.03,84200.0,11005697.8,,10.93,9.74,,1.0,100.0,0.0703,130.709
2024-02-20,8826.0,1161457.47,0.94,0.15,1.15,,631656.0,8826.0,4800.0,1161457.47,,,,,,,,,,,,,,,,,,1.18,,,9.49,7.03,84200.0,11080299.0,,10.97,9.74,,1.0,100.0,0.0703,131.595
2024-02-21,8826.0,1169630.35,0.96,0.15,1.16,,636100.8,8826.0,4800.0,1169630.35,,,,,,,,,,,,,,,,,,1.19,,,9.49,7.03,84200.0,11158268.2,,11.06,9.74,,1.0,100.0,0.0703,132.521
2024-02-22,8826.0,1178950.6,0.95,0.15,1.18,,641169.6,8826.0,4800.0,1178950.6,,,,,,,,,,,,,,,,,,1.2,,,100.0,7.03,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0703,133.577
2024-02-23,8826.0,1186796.92,0.99,0.15,1.18,,645436.8,8826.0,4800.0,1186796.92,,,,,,,,,,,,,,,,,,1.21,,,100.0,7.03,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0703,134.466
2024-02-26,4100.0,548034.7,0.48,0.07,0.55,,548034.7,4026.0,4100.0,538143.34,,,,,,,,0.67,,4800.0,,,,,,,700.0,0.54,0.09,,100.0,3.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0328,133.667
2024-02-27,8126.0,1087973.89,0.94,0.14,1.09,,548940.8,8126.0,4100.0,1087973.89,,,,,,,,,,,,,,,,4100.0,,1.11,,,100.0,6.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0651,133.888
2024-02-28,10126.0,1359375.0,1.36,0.18,1.36,,684654.6,9126.0,5100.0,1225129.0,,,1000.0,,,1000.0,,,,,,,,1000.0,0.13,,,1.25,,,100.0,7.25,0.0,0.0,,0.0,100.0,19.75,0.683,80.25,0.0805,134.246
2024-02-29,8126.0,1083415.2,1.29,0.14,1.09,,546640.7,8126.0,4100.0,1083415.2,,,,,,,,0.13,,1000.0,,,,,,,1000.0,1.12,0.13,,100.0,6.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0651,133.327
2024-03-01,4100.0,553803.4,0.54,0.07,0.55,,553803.4,4100.0,4100.0,553803.4,,,,,,,,0.54,,4026.0,,,,,,,,0.58,,,100.0,3.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0339,135.074
2024-03-04,15000.0,2038635.0,2.0,0.26,2.05,,1019317.5,7500.0,7500.0,1019317.5,,,,,,3400.0,,,,,,,,,0.46,3400.0,,1.04,,,100.0,6.04,0.0,0.0,,0.0,100.0,44.73,0.5056,55.27,0.1207,135.909
2024-03-05,200600.0,27473574.2,27.56,3.49,27.6,,9285684.6,132800.0,67800.0,18187889.6,,,117900.0,,,64400.0,,,,,,,,117900.0,8.75,7400.0,4100.0,18.38,0.55,,55.84,55.51,105026.0,14384045.88,,13.74,57.22,33.16,0.5128,63.37,0.8385,136.957
2024-03-06,191800.0,26448644.6,22.22,3.34,26.57,,8604772.8,129400.0,62400.0,17843871.8,,,,,,,,0.36,,3400.0,,,,,,,5400.0,18.03,0.63,,55.2,54.87,105026.0,14482770.32,,13.89,56.48,34.82,0.5461,65.18,0.8133,137.897
2024-03-07,271791.0,37788189.89,30.85,4.73,34.74,,19699866.49,130100.0,141691.0,18088323.4,,,2700.0,,,79291.0,,3.6,,2000.0,,,,2700.0,11.27,,,14.86,,,49.82,49.55,131026.0,18217068.88,,21.19,41.22,26.61,0.2816,38.86,1.0352,139.034
2024-03-08,347391.0,48351616.34,38.5,5.78,49.56,,30160136.84,155700.0,216691.0,21671104.5,,,25600.0,7.4,,25000.0,,,50000.0,,,,7.4,25600.0,3.66,,,22.18,,,59.49,58.19,106026.0,14757228.81,,14.23,60.92,30.58,0.2577,34.43,1.2984,139.185
2024-03-11,347991.0,48537784.68,37.48,5.47,43.0,,30307748.68,155700.0,217291.0,21717036.0,,,,,,600.0,,,,,,,,,0.08,,,18.82,,,59.49,55.72,106026.0,14788506.48,,14.21,56.98,31.83,0.2601,35.44,1.2453,139.48
2024-03-12,300624.0,42658244.98,32.51,4.42,36.17,,31434034.08,104933.0,221524.0,14889887.77,,,,0.59,,,,7.97,4233.0,55000.0,,,0.59,,,4233.0,,11.47,,,39.45,37.55,161026.0,22849428.37,,22.31,33.96,16.29,0.2531,42.37,1.0758,141.899
2024-03-13,309591.0,44377083.53,33.67,4.55,45.09,,31978087.03,137500.0,223091.0,19709387.5,,,56567.0,4.07,,,,0.0,25567.0,24000.0,,,4.07,56567.0,,,24000.0,19.89,0.0,,56.69,53.28,105026.0,15054531.87,,14.5,57.83,22.84,0.2675,42.71,1.1997,143.341
2024-03-14,311705.0,44386480.3,33.82,4.58,45.52,,31784168.8,139500.0,223205.0,19864660.5,,,2000.0,0.29,,,,,2000.0,,,,0.29,2000.0,,,1886.0,19.88,0.08,,57.05,52.28,105026.0,14955597.37,,14.66,57.56,22.86,0.2636,42.4,1.1681,142.399
2024-03-15,192605.0,27825066.54,20.33,2.82,28.58,,26510416.84,60100.0,183505.0,8682466.7,,,,,,,,11.14,,79400.0,,,,,,,39700.0,8.74,5.7,,34.72,26.24,113000.0,16324771.0,,15.94,35.42,13.29,0.4648,65.3,0.841,144.467
2024-03-18,204264.0,29550464.35,21.82,2.99,30.11,,26233805.78,73959.0,181338.0,10699500.61,,,33.0,0.08,,,,0.95,533.0,6700.0,,,0.08,33.0,,20526.0,2700.0,10.25,0.39,,33.47,33.16,147013.0,21268076.68,,20.81,33.01,12.64,0.4357,63.06,0.916,144.668
2024-03-19,201464.0,29612186.04,22.09,2.9,29.79,,26595171.93,71559.0,180938.0,10518099.62,,,,,,,,0.35,,2400.0,,,,,,,400.0,10.01,0.06,,33.39,32.09,142776.0,20985930.36,,20.48,32.83,12.99,0.4457,63.8,0.9034,146.985
2024-03-20,199464.0,29226063.67,20.76,2.81,29.92,,26218532.57,71559.0,178938.0,10485039.36,,,,,,,,,,,,,,,,,2000.0,10.07,0.28,,33.39,32.09,142776.0,20919967.85,,20.66,32.76,12.96,0.4553,64.54,0.8944,146.523
2024-03-21,211064.0,31330762.29,22.17,2.98,31.53,,27482255.0,80459.0,185138.0,11943494.88,,,8900.0,0.5,,2700.0,,,3500.0,,,,0.5,8900.0,0.4,,,11.4,,,36.48,29.75,140076.0,20793161.59,,20.35,35.9,12.55,0.4194,61.85,0.7805,148.442
2024-03-22,278042.0,41481920.11,29.65,3.89,42.03,,26618418.29,103126.0,178416.0,15385677.32,,,,0.64,,,,0.23,4300.0,1633.0,,,0.64,,,24300.0,11022.0,14.91,1.47,,38.57,38.22,164243.0,24503905.9,,24.24,38.08,18.79,0.3281,50.49,1.0304,149.193
2024-03-25,278042.0,41524182.49,28.41,3.85,42.04,,26645537.52,103126.0,178416.0,15401352.47,,,,,,,,,,,,,,,,,,14.93,,,38.57,38.22,164243.0,24528870.84,,24.27,38.09,18.77,0.3277,50.45,1.0304,149.345
2024-03-26,285742.0,43177044.91,27.98,3.93,43.17,,31613583.68,101526.0,209216.0,15341086.23,,,23900.0,4.68,,,,3.96,31300.0,25500.0,,,4.68,23900.0,,,500.0,14.55,0.07,,37.0,36.67,172843.0,26117441.52,,25.82,36.04,24.12,0.32,49.19,1.0322,151.105
2024-03-27,265817.0,40295464.85,24.18,3.62,40.52,,28785766.58,75926.0,189891.0,11509698.27,,,,,,,,3.78,,25600.0,,,,,,,19325.0,10.83,2.81,,31.56,27.78,164667.0,24962035.2,,24.91,30.31,25.82,0.2731,39.81,0.9725,151.591
2024-03-28,257417.0,39444264.33,22.35,3.51,39.33,,28438294.52,71826.0,185591.0,11005969.81,,,,,,,,0.62,,4100.0,,,,,,,4300.0,10.23,0.65,,30.37,26.43,164667.0,25232089.08,,24.95,29.07,23.41,0.2745,41.05,0.9473,153.231
2024-03-29,261517.0,40072511.43,22.45,3.56,40.15,,28438294.52,75926.0,185591.0,11634216.91,,,,,,,,,,,,,,,,4100.0,,10.91,,,31.56,27.8,164667.0,25232089.08,,25.23,30.18,24.66,0.2729,40.24,0.9575,
2024-04-01,236517.0,36241736.43,20.31,3.22,36.36,,24607519.52,75926.0,160591.0,11634216.91,,,,,,,,,,,,,,,,,25000.0,10.9,3.85,,31.56,27.8,164667.0,25232089.08,,25.2,30.19,27.2,0.2511,34.08,0.8659,
2024-04-02,126926.0,19480221.7,10.9,1.73,19.16,,12953458.8,44026.0,84400.0,6756978.4,,,,,,,,4.8,,31900.0,,,,,,,76191.0,6.06,12.08,,59.91,16.2,29467.0,4522506.76,,4.52,57.31,22.61,0.208,23.91,0.4672,153.477
2024-04-03,73526.0,11432484.21,6.29,1.0,11.03,,8318661.5,21526.0,53500.0,3347056.21,,,,0.32,,,,3.43,1500.0,22500.0,,,0.32,,,,32400.0,2.61,4.94,,29.29,7.91,51967.0,8080296.86,,7.98,24.63,39.21,0.3542,39.24,0.2701,155.489
2024-04-04,77526.0,12152433.08,5.64,1.06,11.75,,8699791.5,23526.0,55500.0,3687771.08,,,2000.0,0.4,,,,,2000.0,,,,0.4,2000.0,,,,2.91,,,32.01,8.72,49967.0,7832477.15,,7.75,27.31,37.04,0.361,42.8,0.2873,156.753
2024-04-05,77526.0,12008777.4,5.66,1.06,11.79,,8596950.0,23526.0,55500.0,3644177.4,,,,,,,,,,,,,,,,,,2.93,,,32.01,8.72,49967.0,7739888.3,,7.84,27.2,36.57,0.3615,43.25,0.2873,154.9
2024-04-08,77526.0,12113049.87,5.51,1.06,11.75,,8671597.5,22026.0,55500.0,3441452.37,,,,,,,,0.24,,1500.0,,,,,,,,2.69,,,29.97,8.16,51467.0,8041461.42,,7.98,25.22,37.03,0.3606,42.71,0.2873,156.245
2024-04-09,110026.0,17013760.48,7.66,1.5,16.87,,9200723.0,50526.0,59500.0,7813037.48,,,23000.0,0.95,,,,,5500.0,,,,0.95,23000.0,,5500.0,1500.0,7.15,0.29,,63.96,18.36,28467.0,4401966.08,,4.45,61.65,24.06,0.4598,61.8,0.3998,154.634
2024-04-10,101026.0,15721262.02,7.04,1.38,15.37,,7858608.0,50526.0,50500.0,7862654.02,,,,,,,,,,,,,,,,,9000.0,7.1,1.55,,63.96,18.36,28467.0,4429920.67,,4.41,61.72,26.61,0.4299,57.88,0.3671,155.616
2024-04-11,123274.0,18753920.17,8.25,1.68,18.78,,7720394.74,72774.0,50748.0,11071254.17,,,,,,248.0,,,,,,,,,0.04,22248.0,,10.61,,,65.66,26.37,38062.0,5790448.18,,5.92,64.17,26.03,0.4301,58.14,0.4466,152.132
2024-04-12,140774.0,21322333.91,9.46,1.92,21.17,,7686545.82,90274.0,50748.0,13673351.41,,,17500.0,,,,,,,,,,,17500.0,,,,13.1,,,75.71,31.74,28965.0,4387183.72,,4.38,74.94,22.35,0.4781,64.05,0.495,151.465
2024-04-15,142886.0,21727816.7,9.09,1.95,21.41,,8348313.6,112986.0,54900.0,17181103.1,,,21000.0,,,4400.0,,3.54,,23288.0,,,,21000.0,0.67,25000.0,248.0,16.61,0.04,,96.38,39.04,4241.0,644903.42,,0.64,96.28,18.63,0.5053,67.71,0.4937,152.064
2024-04-16,119286.0,17755124.67,8.02,1.62,17.62,,5075614.5,110186.0,34100.0,16400635.17,,,,0.34,,,,0.76,2200.0,5000.0,,,0.34,,,2200.0,23000.0,16.3,3.66,,77.02,38.66,32870.0,4892535.15,,5.0,76.54,22.59,0.4144,58.57,0.4185,148.845
2024-04-17,112038.0,16936112.23,7.51,1.53,16.63,,7588432.8,86838.0,50200.0,13126779.43,,,800.0,3.21,,,,3.75,20500.0,24148.0,,,3.21,800.0,,,4400.0,12.62,0.67,,61.19,30.53,55070.0,8324601.48,,8.24,60.49,24.66,0.4371,59.81,0.3939,151.164
2024-04-18,107638.0,16591644.23,6.98,1.47,16.08,,7398864.0,84638.0,48000.0,13046355.23,,,,,,,,0.33,,2200.0,,,,,,,2200.0,12.31,0.33,,59.64,29.81,57270.0,8827769.61,,8.64,58.75,25.3,0.4558,61.1,0.3791,154.143
