,C5E FP Equity_DX_SI_QTY,C5E FP Equity_DX_SHORT_INTEREST_VALUE,C5E FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,C5E FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,C5E FP Equity_DX_SI_MV,C5E FP Equity_DX_DSS,C5E FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,C5E FP Equity_DX_SUPPLY_SI_QTY,C5E FP Equity_DX_BROKER_SI_QTY,C5E FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,C5E FP Equity_DX_BROKER_SI_MV_NEW_x,C5E FP Equity_DX_SUPPLY_SI_QTY_NEW_x,C5E FP Equity_DX_SUPPLY_SI_QTY_INC_x,C5E FP Equity_DX_BROKER_SI_MV_INC_x,C5E FP Equity_DX_SUPPLY_SI_MV_NEW,C5E FP Equity_DX_BROKER_SI_QTY_ADD,C5E FP Equity_DX_BROKER_SI_QTY_NEW,C5E FP Equity_DX_SUPPLY_SI_MV_DEC,C5E FP Equity_DX_BROKER_SI_QTY_INC,C5E FP Equity_DX_SUPPLY_SI_QTY_DEC,C5E FP Equity_DX_BROKER_SI_MV_NEW_y,C5E FP Equity_DX_SUPPLY_SI_QTY_NEW_y,C5E FP Equity_DX_BROKER_SI_MV_INC_y,C5E FP Equity_DX_SUPPLY_SI_QTY_INC_y,C5E FP Equity_DX_BROKER_SI_MV_ADD,C5E FP Equity_DX_SUPPLY_SI_QTY_ADD,C5E FP Equity_DX_BROKER_SI_QTY_DEC,C5E FP Equity_DX_SUPPLY_SI_MV,C5E FP Equity_DX_BROKER_SI_MV_DEC,C5E FP Equity_DX_SUPPLY_SI_MV_RMV,C5E FP Equity_DX_BROKER_SI_MV_RMV,C5E FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,C5E FP Equity_DX_UTILIZATION_QUANTITY,C5E FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,C5E FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,C5E FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,C5E FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,C5E FP Equity_DX_ACTIVE_UTILIZATION_MV,C5E FP Equity_DX_BROKER_SI_MARKET_SHARE_2,C5E FP Equity_DX_BROKER_SI_CON_RATIO,C5E FP Equity_DX_BROKER_SI_MARKET_SHARE_1,C5E FP Equity_DX_DEMAND_SUPPLY_RATIO,C5E FP Equity_PX_LAST
2022-10-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1889202.0,,1.84,0.0,,0.0,,0.0,87.06
2022-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1878786.0,,1.89,0.0,,0.0,,0.0,86.58
2022-10-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1864681.0,,1.88,0.0,,0.0,,0.0,85.93
2022-10-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1850576.0,,1.86,0.0,,0.0,,0.0,85.28
2022-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1842764.0,,1.85,0.0,,0.0,,0.0,84.92
2022-10-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1833867.0,,1.83,0.0,,0.0,,0.0,84.51
2022-10-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1832348.0,,1.84,0.0,,0.0,,0.0,84.44
2022-10-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1840377.0,,1.83,0.0,,0.0,,0.0,84.81
2022-10-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1842981.0,,1.84,0.0,,0.0,,0.0,84.93
2022-10-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1872927.0,,1.84,0.0,,0.0,,0.0,86.31
2022-10-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1870540.0,,1.87,0.0,,0.0,,0.0,86.2
2022-10-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1871842.0,,1.87,0.0,,0.0,,0.0,86.26
2022-10-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1876182.0,,1.87,0.0,,0.0,,0.0,86.46
2022-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1872927.0,,1.88,0.0,,0.0,,0.0,86.31
2022-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1892023.0,,1.87,0.0,,0.0,,0.0,87.19
2022-10-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1911770.0,,1.89,0.0,,0.0,,0.0,88.1
2022-10-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1920884.0,,1.91,0.0,,0.0,,0.0,88.52
2022-10-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1925875.0,,1.92,0.0,,0.0,,0.0,88.75
2022-10-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1931734.0,,1.93,0.0,,0.0,,0.0,89.02
2022-10-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1939546.0,,1.93,0.0,,0.0,,0.0,89.38
2022-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1954736.0,,1.94,0.0,,0.0,,0.0,90.08
2022-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1952132.0,,1.94,0.0,,0.0,,0.0,89.96
2022-11-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1942367.0,,1.95,0.0,,0.0,,0.0,89.51
2022-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1969926.0,,1.95,0.0,,0.0,,0.0,90.78
2022-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1971011.0,,1.97,0.0,,0.0,,0.0,90.83
2022-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1976219.0,,1.97,0.0,,0.0,,0.0,91.07
2022-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,1972964.0,,1.97,0.0,,0.0,,0.0,90.92
2022-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2017015.0,,1.99,0.0,,0.0,,0.0,92.95
2022-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2007250.0,,2.02,0.0,,0.0,,0.0,92.5
2022-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2015062.0,,2.01,0.0,,0.0,,0.0,92.86
2022-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2025695.0,,2.01,0.0,,0.0,,0.0,93.35
2022-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2012892.0,,2.03,0.0,,0.0,,0.0,92.76
2022-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2012458.0,,2.02,0.0,,0.0,,0.0,92.74
2022-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2035677.0,,2.01,0.0,,0.0,,0.0,93.81
2022-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2036328.0,,2.04,0.0,,0.0,,0.0,93.84
2022-11-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2053254.0,,2.04,0.0,,0.0,,0.0,94.62
2022-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2062585.0,,2.06,0.0,,0.0,,0.0,95.05
2022-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2067793.0,,2.06,0.0,,0.0,,0.0,95.29
2022-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2070831.0,,2.07,0.0,,0.0,,0.0,95.43
2022-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2065406.0,,2.07,0.0,,0.0,,0.0,95.18
2022-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2067793.0,,2.06,0.0,,0.0,,0.0,95.29
2022-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2080596.0,,2.09,0.0,,0.0,,0.0,95.88
2022-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2096654.0,,2.08,0.0,,0.0,,0.0,96.62
2022-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2082983.0,,2.09,0.0,,0.0,,0.0,95.99
2022-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2088408.0,,2.08,0.0,,0.0,,0.0,96.24
2022-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2082115.0,,2.09,0.0,,0.0,,0.0,95.95
2022-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2064104.0,,2.08,0.0,,0.0,,0.0,95.12
2022-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2063453.0,,2.07,0.0,,0.0,,0.0,95.09
2022-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2060632.0,,2.06,0.0,,0.0,,0.0,94.96
2022-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2064755.0,,2.06,0.0,,0.0,,0.0,95.15
2022-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2084285.0,,2.07,0.0,,0.0,,0.0,96.05
2022-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2091880.0,,2.09,0.0,,0.0,,0.0,96.4
2022-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2031554.0,,2.1,0.0,,0.0,,0.0,93.62
2022-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2019619.0,,2.03,0.0,,0.0,,0.0,93.07
2022-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2017232.0,,2.02,0.0,,0.0,,0.0,92.96
2022-12-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21700.0,2007250.0,,2.02,0.0,,0.0,,0.0,92.5
2022-12-21,2000.0,188120.0,0.95,0.03,0.19,,0.0,2000.0,0.0,188120.0,,,,,,,,,,,,,,,,2000.0,,0.19,,,,6.31,6.31,29700.0,2793582.0,,2.74,6.62,,1.0,100.0,0.0631,94.06
2022-12-22,2000.0,186860.0,0.98,0.03,0.2,,0.0,2000.0,0.0,186860.0,,,,,,,,,,,,,,,,,,0.2,,,,6.73,6.73,27700.0,2588011.0,,2.6,7.07,,1.0,100.0,0.0673,93.43
2022-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.2,,2000.0,,,,,,,,0.0,,,,0.0,0.0,29700.0,2768634.0,,2.78,0.0,,0.0,,0.0,93.22
2022-12-26,178.0,16593.16,0.09,0.0,0.02,,0.0,178.0,0.0,16593.16,,,,,,,,,,,,,,,,178.0,,0.02,,,,0.6,0.6,29522.0,2752040.84,,2.75,0.63,,1.0,100.0,0.006,
2022-12-27,178.0,16630.54,0.09,0.0,0.02,,0.0,178.0,0.0,16630.54,,,,,,,,,,,,,,,,,,0.02,,,,0.6,0.6,29522.0,2758240.46,,2.75,0.63,,1.0,100.0,0.006,93.43
2022-12-28,178.0,16634.1,0.09,0.0,0.02,,0.0,178.0,0.0,16634.1,,,,,,,,,,,,,,,,,,0.02,,,,0.6,0.6,29522.0,2758830.9,,2.75,0.63,,1.0,100.0,0.006,93.45
2022-12-29,178.0,16550.44,0.09,0.0,0.02,,0.0,178.0,0.0,16550.44,,,,,,,,,,,,,,,,,,0.02,,,,0.6,0.6,29522.0,2744955.56,,2.75,0.63,,1.0,100.0,0.006,92.98
2022-12-30,178.0,16552.22,0.09,0.0,0.02,,0.0,178.0,0.0,16552.22,,,,,,,,,,,,,,,,,,0.02,,,,0.6,0.6,29522.0,2745250.78,,2.74,0.63,,1.0,100.0,0.006,92.99
2023-01-02,178.0,16732.0,0.09,0.0,0.02,,0.0,178.0,0.0,16732.0,,,,,,,,,,,,,,,,,,0.02,,,,0.6,0.6,29522.0,2775068.0,,2.75,0.63,,1.0,100.0,0.006,94.0
2023-01-03,178.0,16890.42,0.09,0.0,0.02,,0.0,178.0,0.0,16890.42,,,,,,,,,,,,,,,,,,0.02,,,,0.6,0.6,29522.0,2801342.58,,2.77,0.63,,1.0,100.0,0.006,94.89
2023-01-04,178.0,16904.66,0.09,0.0,0.02,,0.0,178.0,0.0,16904.66,,,,,,,,,,,,,,,,,,0.02,,,,0.6,0.6,29522.0,2803704.34,,2.8,0.63,,1.0,100.0,0.006,94.97
2023-01-05,16978.0,1618173.18,8.41,0.26,1.63,,800604.0,8578.0,8400.0,817569.18,,,4200.0,,,8400.0,,,,,,,,4200.0,0.8,4200.0,,0.84,,,,23.63,23.63,27722.0,2642183.82,,2.61,24.27,48.8,0.4894,50.11,0.4677,95.31
2023-01-06,29978.0,2862299.44,3.48,0.49,2.9,,1222144.0,17178.0,12800.0,1640155.44,,,8600.0,0.43,,,,,4400.0,,,,0.43,8600.0,,,,1.68,,,,40.42,40.42,25322.0,2417744.56,,2.37,41.43,42.09,0.5055,57.29,0.7054,95.48
2023-01-09,21578.0,2098676.28,2.51,0.35,2.1,,836436.0,12978.0,8600.0,1262240.28,,,,,,,,0.39,,4200.0,,,,,,,4200.0,1.28,0.39,,,33.89,33.89,25322.0,2462817.72,,2.37,35.03,39.12,0.5135,60.03,0.5634,97.26
2023-01-10,178.0,17209.04,0.02,0.0,0.02,,0.0,178.0,0.0,17209.04,,,,,,,,1.26,,12800.0,,,,,,,8600.0,0.02,0.82,,,0.64,0.64,27522.0,2660826.96,,2.68,0.67,,1.0,100.0,0.0064,96.68
2023-01-11,178.0,17257.1,0.02,0.0,0.02,,0.0,178.0,0.0,17257.1,,,,,,,,,,,,,,,,,,0.02,,,,0.6,0.6,29522.0,2862157.9,,2.86,0.63,,1.0,100.0,0.006,96.95
2023-01-12,178.0,17367.46,0.02,0.0,0.02,,0.0,178.0,0.0,17367.46,,,,,,,,,,,,,,,,,,0.02,,,,0.6,0.6,29522.0,2880461.54,,2.86,0.63,,1.0,100.0,0.006,97.57
2023-01-13,178.0,17397.72,0.02,0.0,0.02,,0.0,178.0,0.0,17397.72,,,,,,,,,,,,,,,,,,0.02,,,,0.6,0.6,29522.0,2885480.28,,2.88,0.63,,1.0,100.0,0.006,97.74
2023-01-16,178.0,17541.9,0.02,0.0,0.02,,0.0,178.0,0.0,17541.9,,,,,,,,,,,,,,,,,,0.02,,,,0.6,0.6,29522.0,2909393.1,,2.89,0.63,,1.0,100.0,0.006,98.55
2023-01-17,178.0,17586.4,0.02,0.0,0.02,,0.0,178.0,0.0,17586.4,,,,,,,,,,,,,,,,,,0.02,,,,0.6,0.6,29522.0,2916773.6,,2.91,0.63,,1.0,100.0,0.006,98.8
2023-01-18,178.0,17684.3,0.02,0.0,0.02,,0.0,178.0,0.0,17684.3,,,,,,,,,,,,,,,,,,0.02,,,,0.6,0.6,29522.0,2933010.7,,2.92,0.63,,1.0,100.0,0.006,99.35
2023-01-19,178.0,17408.4,0.02,0.0,0.02,,0.0,178.0,0.0,17408.4,,,,,,,,,,,,,,,,,,0.02,,,,0.6,0.6,29522.0,2887251.6,,2.94,0.63,,1.0,100.0,0.006,97.8
2023-01-20,178.0,17422.64,0.02,0.0,0.02,,0.0,178.0,0.0,17422.64,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.006,97.88
2023-01-23,178.0,17474.26,0.02,0.0,0.02,,0.0,178.0,0.0,17474.26,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.006,98.17
2023-01-24,178.0,17520.54,0.02,0.0,0.02,,0.0,178.0,0.0,17520.54,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.006,98.43
2023-01-25,178.0,17422.64,0.02,0.0,0.02,,0.0,178.0,0.0,17422.64,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.006,97.88
2023-01-26,2200.0,215204.0,0.25,0.04,0.22,,107602.0,1100.0,1100.0,107602.0,,,922.0,,,1100.0,,,,,,,,922.0,0.11,,,0.11,,,,3.58,3.58,29600.0,2895472.0,,2.9,3.76,,1.0,100.0,0.0717,97.82
2023-01-27,2200.0,214742.0,0.25,0.04,0.22,,107371.0,1100.0,1100.0,107371.0,,,,,,,,,,,,,,,,,,0.11,,,,3.7,3.7,28600.0,2791646.0,,2.79,3.89,,1.0,100.0,0.0741,97.61
2023-01-30,2200.0,215050.0,0.25,0.04,0.22,,107525.0,1100.0,1100.0,107525.0,,,,,,,,,,,,,,,,,,0.11,,,,3.7,3.7,28600.0,2795650.0,,2.79,3.89,,1.0,100.0,0.0741,97.75
2023-01-31,2200.0,214104.0,0.26,0.04,0.22,,107052.0,1100.0,1100.0,107052.0,,,,,,,,,,,,,,,,,,0.11,,,,3.7,3.7,28600.0,2783352.0,,2.78,3.89,,1.0,100.0,0.0741,97.32
2023-02-01,2200.0,213444.0,0.32,0.04,0.22,,106722.0,1100.0,1100.0,106722.0,,,,,,,,,,,,,,,,,,0.11,,,,3.7,3.7,28600.0,2774772.0,,2.8,3.89,,1.0,100.0,0.0741,97.02
2023-02-02,2200.0,214258.0,0.32,0.04,0.22,,107129.0,1100.0,1100.0,107129.0,,,,,,,,,,,,,,,,,,0.11,,,,3.7,3.7,28600.0,2785354.0,,2.77,3.89,,1.0,100.0,0.0741,97.39
2023-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.11,,1100.0,,,,,,,1100.0,0.0,0.11,,,0.0,0.0,29700.0,2905254.0,,2.88,0.0,,0.0,,0.0,97.82
2023-02-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,28300.0,2764344.0,,2.77,0.0,,0.0,,0.0,97.68
2023-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29700.0,2918916.0,,2.89,0.0,,0.0,,0.0,98.28
2023-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29700.0,2924262.0,,2.92,0.0,,0.0,,0.0,98.46
2023-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29700.0,2947725.0,,2.92,0.0,,0.0,,0.0,99.25
2023-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29700.0,2923074.0,,2.93,0.0,,0.0,,0.0,98.42
2023-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29700.0,2937330.0,,2.92,0.0,,0.0,,0.0,98.9
2023-02-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29700.0,2966139.0,,2.94,0.0,,0.0,,0.0,99.87
2023-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29700.0,2964357.0,,2.97,0.0,,0.0,,0.0,99.81
2023-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29700.0,2969406.0,,2.96,0.0,,0.0,,0.0,99.98
2023-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29700.0,2966139.0,,2.97,0.0,,0.0,,0.0,99.87
2023-02-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29700.0,2970594.0,,2.97,0.0,,0.0,,0.0,100.02
2023-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29700.0,2972970.0,,2.97,0.0,,0.0,,0.0,100.1
2023-02-22,2009.0,200196.85,1.46,0.04,0.21,,99650.0,1009.0,1000.0,100546.85,,,,,,1000.0,,,,,,,,,0.1,1009.0,,0.11,,,,3.29,3.29,29700.0,2959605.0,,2.96,3.45,0.44,0.9913,99.56,0.0654,99.65
2023-02-23,2009.0,200759.37,1.51,0.04,0.21,,99930.0,1009.0,1000.0,100829.37,,,,,,,,,,,,,,,,,,0.11,,,,3.29,3.29,29700.0,2967921.0,,2.97,3.45,0.44,0.9913,99.56,0.0654,99.93
2023-02-24,2000.0,199940.0,1.51,0.04,0.2,,99970.0,1000.0,1000.0,99970.0,,,,,,,,0.0,,9.0,,,,,,,,0.1,,,,3.37,3.37,28700.0,2869139.0,,2.86,3.53,,1.0,100.0,0.0673,99.97
2023-02-27,2000.0,198560.0,1.54,0.04,0.21,,99280.0,1000.0,1000.0,99280.0,,,,,,,,,,,,,,,,,,0.1,,,,3.37,3.37,28700.0,2849336.0,,2.87,3.53,,1.0,100.0,0.0673,99.28
2023-02-28,1000.0,99420.0,0.77,0.02,0.1,,99420.0,0.0,1000.0,0.0,,,,,,,,0.1,,1000.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0337,99.42
2023-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.1,,,0.0,0.0,29700.0,2939409.0,,2.95,0.0,,0.0,,0.0,98.97
2023-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29700.0,2898423.0,,2.96,0.0,,0.0,,0.0,97.59
2023-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29700.0,2951586.0,,2.9,0.0,,0.0,,0.0,99.38
2023-03-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29700.0,2956932.0,,2.95,0.0,,0.0,,0.0,99.56
2023-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29700.0,2942379.0,,2.95,0.0,,0.0,,0.0,99.07
2023-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29700.0,2945349.0,,2.96,0.0,,0.0,,0.0,99.17
