,STQ FP Equity_DX_SI_QTY,STQ FP Equity_DX_SHORT_INTEREST_VALUE,STQ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STQ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STQ FP Equity_DX_SI_MV,STQ FP Equity_DX_DSS,STQ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STQ FP Equity_DX_SUPPLY_SI_QTY,STQ FP Equity_DX_BROKER_SI_QTY,STQ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STQ FP Equity_DX_BROKER_SI_MV_NEW_x,STQ FP Equity_DX_SUPPLY_SI_QTY_NEW_x,STQ FP Equity_DX_SUPPLY_SI_QTY_INC_x,STQ FP Equity_DX_BROKER_SI_MV_INC_x,STQ FP Equity_DX_SUPPLY_SI_MV_NEW,STQ FP Equity_DX_BROKER_SI_QTY_ADD,STQ FP Equity_DX_BROKER_SI_QTY_NEW,STQ FP Equity_DX_SUPPLY_SI_MV_DEC,STQ FP Equity_DX_BROKER_SI_QTY_INC,STQ FP Equity_DX_SUPPLY_SI_QTY_DEC,STQ FP Equity_DX_BROKER_SI_MV_NEW_y,STQ FP Equity_DX_SUPPLY_SI_QTY_NEW_y,STQ FP Equity_DX_BROKER_SI_MV_INC_y,STQ FP Equity_DX_SUPPLY_SI_QTY_INC_y,STQ FP Equity_DX_BROKER_SI_MV_ADD,STQ FP Equity_DX_SUPPLY_SI_QTY_ADD,STQ FP Equity_DX_BROKER_SI_QTY_DEC,STQ FP Equity_DX_SUPPLY_SI_MV,STQ FP Equity_DX_BROKER_SI_MV_DEC,STQ FP Equity_DX_SUPPLY_SI_MV_RMV,STQ FP Equity_DX_BROKER_SI_MV_RMV,STQ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STQ FP Equity_DX_UTILIZATION_QUANTITY,STQ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STQ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STQ FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,STQ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STQ FP Equity_DX_ACTIVE_UTILIZATION_MV,STQ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STQ FP Equity_DX_BROKER_SI_CON_RATIO,STQ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STQ FP Equity_DX_DEMAND_SUPPLY_RATIO,STQ FP Equity_PX_LAST
2022-01-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1609993.8,,1.64,0.0,,0.0,,0.0,238.2
2022-01-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1632974.4,,1.61,0.0,,0.0,,0.0,241.6
2022-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1653927.3,,1.64,0.0,,0.0,,0.0,244.7
2022-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1663051.95,,1.65,0.0,,0.0,,0.0,246.05
2022-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1624863.6,,1.66,0.0,,0.0,,0.0,240.4
2022-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1595799.9,,1.63,0.0,,0.0,,0.0,236.1
2022-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1606952.25,,1.6,0.0,,0.0,,0.0,237.75
2022-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1609993.8,,1.61,0.0,,0.0,,0.0,238.2
2022-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1648182.15,,1.61,0.0,,0.0,,0.0,243.85
2022-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1645816.5,,1.64,0.0,,0.0,,0.0,243.5
2022-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1631960.55,,1.64,0.0,,0.0,,0.0,241.45
2022-02-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1598503.5,,1.63,0.0,,0.0,,0.0,236.5
2022-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1635002.1,,1.6,0.0,,0.0,,0.0,241.9
2022-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1631622.6,,1.63,0.0,,0.0,,0.0,241.4
2022-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1616752.8,,1.63,0.0,,0.0,,0.0,239.2
2022-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1596813.75,,1.62,0.0,,0.0,,0.0,236.25
2022-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1564708.5,,1.59,0.0,,0.0,,0.0,231.5
2022-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1568425.95,,1.56,0.0,,0.0,,0.0,232.05
2022-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1558625.4,,1.57,0.0,,0.0,,0.0,230.6
2022-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1512326.25,,1.56,0.0,,0.0,,0.0,223.75
2022-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1567412.1,,1.51,0.0,,0.0,,0.0,231.9
2022-02-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1574509.05,,1.57,0.0,,0.0,,0.0,232.95
2022-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1530575.55,,1.58,0.0,,0.0,,0.0,226.45
2022-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1554570.0,,1.53,0.0,,0.0,,0.0,230.0
2022-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1527196.05,,1.56,0.0,,0.0,,0.0,225.95
2022-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1464337.35,,1.53,0.0,,0.0,,0.0,216.65
2022-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1459944.0,,1.46,0.0,,0.0,,0.0,216.0
2022-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1453860.9,,1.46,0.0,,0.0,,0.0,215.1
2022-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1534293.0,,1.45,0.0,,0.0,,0.0,227.0
2022-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1507594.95,,1.53,0.0,,0.0,,0.0,223.05
2022-03-11,200.0,45350.0,0.11,0.01,0.04,,45350.0,0.0,200.0,0.0,,,,,,200.0,,,,,,,,,0.04,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,226.75
2022-03-14,400.0,92560.0,0.21,0.03,0.09,,46280.0,200.0,200.0,46280.0,,,,,,,,,,,,,,,,200.0,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,231.4
2022-03-15,400.0,92200.0,0.22,0.02,0.09,,46100.0,200.0,200.0,46100.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,230.5
2022-03-16,400.0,95660.0,0.22,0.02,0.09,,47830.0,200.0,200.0,47830.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,239.15
2022-03-17,400.0,96020.0,0.19,0.02,0.1,,48010.0,200.0,200.0,48010.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,240.05
2022-03-18,400.0,96500.0,0.19,0.02,0.1,,48250.0,200.0,200.0,48250.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,241.25
2022-03-21,400.0,96120.0,0.18,0.02,0.1,,48060.0,200.0,200.0,48060.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,240.3
2022-03-22,400.0,96520.0,0.18,0.02,0.1,,48260.0,200.0,200.0,48260.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,241.3
2022-03-23,400.0,95520.0,0.18,0.02,0.1,,47760.0,200.0,200.0,47760.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,238.8
2022-03-24,400.0,94680.0,0.18,0.02,0.1,,47340.0,200.0,200.0,47340.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,236.7
2022-03-25,400.0,93680.0,0.19,0.02,0.1,,46840.0,200.0,200.0,46840.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,234.2
2022-03-28,400.0,93960.0,0.19,0.02,0.09,,46980.0,200.0,200.0,46980.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,234.9
2022-03-29,400.0,96060.0,0.2,0.02,0.09,,48030.0,200.0,200.0,48030.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,240.15
2022-03-30,400.0,94460.0,0.2,0.02,0.1,,47230.0,200.0,200.0,47230.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,236.15
2022-03-31,400.0,93600.0,0.2,0.02,0.09,,46800.0,200.0,200.0,46800.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,234.0
2022-04-01,400.0,93840.0,0.2,0.02,0.09,,46920.0,200.0,200.0,46920.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,234.6
2022-04-04,400.0,93920.0,0.19,0.02,0.09,,46960.0,200.0,200.0,46960.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,234.8
2022-04-05,400.0,92760.0,0.2,0.02,0.09,,46380.0,200.0,200.0,46380.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,231.9
2022-04-06,400.0,90340.0,0.19,0.02,0.09,,45170.0,200.0,200.0,45170.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,225.85
2022-04-07,400.0,90320.0,0.18,0.02,0.09,,45160.0,200.0,200.0,45160.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,225.8
2022-04-08,400.0,91460.0,0.19,0.02,0.09,,45730.0,200.0,200.0,45730.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,228.65
2022-04-11,400.0,90420.0,0.2,0.03,0.09,,45210.0,200.0,200.0,45210.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0575,226.05
2022-04-12,18400.0,4163920.0,8.97,1.18,4.22,,2760860.0,6200.0,12200.0,1403060.0,,,,,,12000.0,,,,,,,,,2.78,6000.0,,1.4,,,,100.0,89.09,0.0,0.0,,0.0,100.0,32.1,0.3199,33.7,2.6441,226.3
2022-04-13,18400.0,4161160.0,8.99,1.18,4.23,,2759030.0,6200.0,12200.0,1402130.0,,,,,,,,,,,,,,,,,,1.4,,,,100.0,89.09,0.0,0.0,,0.0,100.0,32.11,0.3199,33.71,2.6441,226.15
2022-04-14,18400.0,4197040.0,9.03,1.18,4.24,,2782820.0,6200.0,12200.0,1414220.0,,,,,,,,,,,,,,,,,,1.4,,,,100.0,89.09,0.0,0.0,,0.0,100.0,32.07,0.3199,33.77,2.6441,228.1
2022-04-15,18400.0,4197040.0,10.24,1.18,4.25,,2782820.0,6200.0,12200.0,1414220.0,,,,,,,,,,,,,,,,,,1.42,,,,100.0,89.09,0.0,0.0,,0.0,100.0,32.25,0.3198,33.69,2.6441,
2022-04-18,18400.0,4197040.0,10.24,1.18,4.25,,2782820.0,6200.0,12200.0,1414220.0,,,,,,,,,,,,,,,,,,1.41,,,,100.0,89.09,0.0,0.0,,0.0,100.0,32.19,0.3199,33.8,2.6441,
2022-04-19,18400.0,4191520.0,10.24,1.18,4.25,,2779160.0,6200.0,12200.0,1412360.0,,,,,,,,,,,,,,,,,,1.41,,,,100.0,89.09,0.0,0.0,,0.0,100.0,32.19,0.3199,33.8,2.6441,227.8
2022-04-20,18400.0,4264200.0,13.18,1.2,4.25,,2827350.0,6200.0,12200.0,1436850.0,,,,,,,,,,,,,,,,,,1.41,,,,100.0,89.09,0.0,0.0,,0.0,100.0,32.18,0.3199,33.79,2.6441,231.75
2022-04-21,18400.0,4331360.0,13.68,1.2,4.3,,2871880.0,6200.0,12200.0,1459480.0,,,,,,,,,,,,,,,,,,1.44,,,,100.0,89.09,0.0,0.0,,0.0,100.0,32.35,0.3199,33.97,2.6441,235.4
2022-04-22,13900.0,3201170.0,10.34,0.91,3.33,,1773310.0,6200.0,7700.0,1427860.0,,,,,,,,,,,,,,,,,4500.0,1.46,1.02,,,100.0,89.09,0.0,0.0,,0.0,100.0,42.45,0.3901,44.57,1.9974,230.3
2022-04-25,13900.0,3140010.0,10.48,0.91,3.27,,1739430.0,6200.0,7700.0,1400580.0,,,,,,,,,,,,,,,,,,1.43,,,,100.0,89.09,0.0,0.0,,0.0,100.0,42.33,0.3883,44.44,1.9974,225.9
2022-04-26,12400.0,2762720.0,9.59,0.81,2.86,,1381360.0,6200.0,6200.0,1381360.0,,,,,,,,,,,,,,,,,1500.0,1.4,0.34,,,100.0,89.09,0.0,0.0,,0.0,100.0,47.24,0.4703,49.61,1.7819,222.8
2022-04-27,12400.0,2778220.0,10.75,0.81,2.83,,1389110.0,6200.0,6200.0,1389110.0,,,,,,,,,,,,,,,,,,1.38,,,,100.0,89.09,0.0,0.0,,0.0,100.0,47.24,0.4703,49.61,1.7819,224.05
2022-04-28,12400.0,2800540.0,9.62,0.81,2.84,,1400270.0,6200.0,6200.0,1400270.0,,,,,,,,,,,,,,,,,,1.39,,,,100.0,89.09,0.0,0.0,,0.0,100.0,47.24,0.4703,49.61,1.7819,225.85
2022-04-29,12400.0,2821000.0,9.79,0.81,2.87,,1410500.0,6200.0,6200.0,1410500.0,,,,,,,,,,,,,,,,,,1.4,,,,100.0,89.09,0.0,0.0,,0.0,100.0,47.25,0.4703,49.61,1.7819,227.5
2022-05-02,12400.0,2750320.0,12.38,0.81,2.89,,1375160.0,6200.0,6200.0,1375160.0,,,,,,,,,,,,,,,,,,1.41,,,,100.0,89.09,0.0,0.0,,0.0,100.0,47.25,0.4705,49.62,1.7819,221.8
2022-05-03,12400.0,2767680.0,12.32,0.81,2.82,,1383840.0,6200.0,6200.0,1383840.0,,,,,,,,,,,,,,,,,,1.38,,,,100.0,89.09,0.0,0.0,,0.0,100.0,47.22,0.4699,49.59,1.7819,223.2
2022-05-04,13900.0,3088580.0,15.47,0.91,3.19,,1710940.0,6200.0,7700.0,1377640.0,,,,,,1500.0,,,,,,,,,0.34,,,1.39,,,,100.0,89.09,0.0,0.0,,0.0,100.0,42.2,0.3866,44.31,1.9974,222.2
2022-05-05,18400.0,4080200.0,8.83,1.09,4.19,,2705350.0,6200.0,12200.0,1374850.0,,,,1.02,,,,,4500.0,,,,1.02,,,,,1.38,,,,100.0,89.09,0.0,0.0,,0.0,100.0,32.44,0.3199,33.52,2.6441,221.75
2022-05-06,18400.0,3984520.0,7.62,1.03,4.16,,2641910.0,6200.0,12200.0,1342610.0,,,,,,,,,,,,,,,,,,1.37,,,,100.0,89.09,0.0,0.0,,0.0,100.0,32.48,0.32,33.5,2.6441,216.55
2022-05-09,30200.0,6338980.0,11.94,1.68,6.66,,5037600.0,6200.0,24000.0,1301380.0,,,,2.55,,,,,11800.0,,,,2.55,,,,,1.34,,,,100.0,89.09,0.0,0.0,,0.0,100.0,20.47,0.2789,39.7,4.3397,209.9
2022-05-10,30200.0,6390320.0,11.83,1.68,6.5,,5078400.0,6200.0,24000.0,1311920.0,,,,,,,,,,,,,,,,,,1.3,,,,100.0,89.09,0.0,0.0,,0.0,100.0,20.84,0.2779,39.45,4.3397,211.6
2022-05-11,24200.0,5201790.0,9.48,1.35,5.18,,3869100.0,6200.0,18000.0,1332690.0,,,,,,,,,,,,,,,,,6000.0,1.31,1.36,,,100.0,89.09,0.0,0.0,,0.0,100.0,25.7,0.3742,49.82,3.4775,214.95
2022-05-12,24200.0,5166700.0,9.48,1.35,5.27,,3843000.0,6200.0,18000.0,1323700.0,,,,,,,,,,,,,,,,,,1.34,,,,100.0,89.09,0.0,0.0,,0.0,100.0,25.73,0.3739,49.76,3.4775,213.5
2022-05-13,26200.0,5720770.0,10.04,1.46,5.66,,4367000.0,6200.0,20000.0,1353770.0,,,,0.42,,,,,2000.0,,,,0.42,,,,,1.32,,,,100.0,89.09,0.0,0.0,,0.0,100.0,23.76,0.3951,53.61,3.7649,218.35
2022-05-16,26200.0,5680160.0,10.05,1.46,5.79,,4336000.0,6200.0,20000.0,1344160.0,,,,,,,,,,,,,,,,,,1.35,,,,100.0,89.09,0.0,0.0,,0.0,100.0,23.79,0.3948,53.56,3.7649,216.8
2022-05-17,26200.0,5790200.0,10.05,1.46,5.74,,4420000.0,6200.0,20000.0,1370200.0,,,,,,,,,,,,,,,,,,1.34,,,,100.0,89.09,0.0,0.0,,0.0,100.0,23.79,0.3947,53.55,3.7649,221.0
2022-05-18,14700.0,3209745.0,5.78,0.81,3.23,,3166075.0,200.0,14500.0,43670.0,,,,0.14,,,,1.31,500.0,6000.0,,,0.14,,,,6000.0,0.04,1.37,,,100.0,2.87,0.0,0.0,,0.0,100.0,29.56,1.0,100.0,2.1124,218.35
2022-05-19,2900.0,625385.0,1.09,0.16,0.63,,582255.0,200.0,2700.0,43130.0,,,,,,,,,,,,,,,,,11800.0,0.04,2.57,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4167,215.65
2022-05-20,2900.0,629155.0,1.09,0.16,0.63,,585765.0,200.0,2700.0,43390.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4167,216.95
2022-05-23,2500.0,548500.0,0.99,0.14,0.54,,548500.0,0.0,2500.0,0.0,,,,,,,,0.04,,200.0,,,,,,,200.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3699,219.4
2022-05-24,2000.0,431300.0,0.78,0.11,0.44,,431300.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,500.0,0.0,0.1,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2959,215.65
2022-05-25,2500.0,541250.0,1.03,0.14,0.54,,541250.0,0.0,2500.0,0.0,,,,0.1,,,,,500.0,,,,0.1,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3699,216.5
2022-05-26,2500.0,549375.0,1.06,0.14,0.54,,549375.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3699,219.75
2022-05-27,2000.0,448400.0,0.9,0.11,0.44,,448400.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,500.0,0.0,0.1,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2959,224.2
2022-05-30,1000.0,226550.0,0.45,0.06,0.22,,226550.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.21,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.148,226.55
2022-05-31,1000.0,222950.0,0.45,0.06,0.23,,222950.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.148,222.95
2022-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.23,,,0.0,0.0,6759.0,1494076.95,,1.51,0.0,,0.0,,0.0,221.05
2022-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1520437.05,,1.49,0.0,,0.0,,0.0,224.95
2022-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1512664.2,,1.52,0.0,,0.0,,0.0,223.8
2022-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1531927.35,,1.51,0.0,,0.0,,0.0,226.65
2022-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1523478.6,,1.53,0.0,,0.0,,0.0,225.4
2022-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1505905.2,,1.52,0.0,,0.0,,0.0,222.8
2022-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1480221.0,,1.5,0.0,,0.0,,0.0,219.0
2022-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1441694.7,,1.48,0.0,,0.0,,0.0,213.3
2022-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1402154.55,,1.44,0.0,,0.0,,0.0,207.45
2022-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1375794.45,,1.4,0.0,,0.0,,0.0,203.55
2022-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1394381.7,,1.38,0.0,,0.0,,0.0,206.3
2022-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1352475.9,,1.39,0.0,,0.0,,0.0,200.1
2022-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1357545.15,,1.36,0.0,,0.0,,0.0,200.85
2022-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1363290.3,,1.36,0.0,,0.0,,0.0,201.7
2022-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1368359.55,,1.36,0.0,,0.0,,0.0,202.45
2022-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1349637.12,,1.37,0.0,,0.0,,0.0,199.68
2022-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1326656.52,,1.35,0.0,,0.0,,0.0,196.28
2022-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1365993.9,,1.33,0.0,,0.0,,0.0,202.1
2022-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6759.0,1377484.2,,1.36,0.0,,0.0,,0.0,203.8
2022-06-28,3100.0,633020.0,3.87,0.17,0.63,,633020.0,0.0,3100.0,0.0,,,,,,3100.0,,,,,,,,,0.63,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4586,204.2
2022-06-29,3100.0,625270.0,2.1,0.17,0.63,,625270.0,0.0,3100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4586,201.7
