,LOUP FP Equity_DX_SI_QTY,LOUP FP Equity_DX_SHORT_INTEREST_VALUE,LOUP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LOUP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LOUP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LOUP FP Equity_DX_SI_MV,LOUP FP Equity_DX_DSS,LOUP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LOUP FP Equity_DX_SUPPLY_SI_QTY,LOUP FP Equity_DX_BROKER_SI_QTY,LOUP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LOUP FP Equity_DX_BROKER_SI_MV_NEW_x,LOUP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LOUP FP Equity_DX_SUPPLY_SI_QTY_INC_x,LOUP FP Equity_DX_BROKER_SI_MV_INC_x,LOUP FP Equity_DX_SUPPLY_SI_MV_NEW,LOUP FP Equity_DX_BROKER_SI_QTY_ADD,LOUP FP Equity_DX_BROKER_SI_QTY_NEW,LOUP FP Equity_DX_SUPPLY_SI_MV_DEC,LOUP FP Equity_DX_BROKER_SI_QTY_INC,LOUP FP Equity_DX_SUPPLY_SI_QTY_DEC,LOUP FP Equity_DX_BROKER_SI_MV_NEW_y,LOUP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LOUP FP Equity_DX_BROKER_SI_MV_INC_y,LOUP FP Equity_DX_SUPPLY_SI_QTY_INC_y,LOUP FP Equity_DX_BROKER_SI_MV_ADD,LOUP FP Equity_DX_SUPPLY_SI_QTY_ADD,LOUP FP Equity_DX_BROKER_SI_QTY_DEC,LOUP FP Equity_DX_SUPPLY_SI_MV,LOUP FP Equity_DX_BROKER_SI_MV_DEC,LOUP FP Equity_DX_SUPPLY_SI_MV_RMV,LOUP FP Equity_DX_BROKER_SI_MV_RMV,LOUP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LOUP FP Equity_DX_UTILIZATION_QUANTITY,LOUP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LOUP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LOUP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LOUP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LOUP FP Equity_DX_ACTIVE_UTILIZATION_MV,LOUP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LOUP FP Equity_DX_BROKER_SI_CON_RATIO,LOUP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LOUP FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-03-24,24923.0,1251752.45,1.25,14.06,0.31,1.49,0.0,190854.2,21123.0,3800.0,1060898.24,,,,,,,,,,,,,,,,,,1.26,,,,73.85,73.85,7480.0,375681.43,,0.44,74.13,5.64,0.6576,80.49,0.8713
2009-03-25,24923.0,1231384.95,1.25,14.01,0.31,1.46,0.0,187748.78,21123.0,3800.0,1043636.17,,,,,,,,,,,,,,,,,,1.23,,,,75.21,75.21,6963.0,344024.93,,0.4,75.33,5.77,0.653,80.18,0.8874
2009-03-26,24923.0,1223747.14,1.25,13.59,0.31,1.46,0.0,186584.24,21123.0,3800.0,1037162.89,,,,,,,,,,,,,,,,,,1.23,,,,75.98,75.98,6676.0,327799.06,,0.39,76.16,5.77,0.6538,80.24,0.8965
2009-03-27,44968.0,2202237.06,2.26,23.56,0.55,2.6,0.0,2149443.7,1078.0,43890.0,52793.35,,,,,,40090.0,,1.17,,20045.0,,,,,2.31,,,0.06,,,,3.88,3.88,26721.0,1308618.94,,1.54,3.88,3.24,0.7941,88.94,1.6176
2009-03-30,23923.0,1171591.29,1.2,12.65,0.29,1.37,0.0,137125.6,21123.0,2800.0,1034465.7,,,,,,,,,,,,,,,,20045.0,41090.0,1.2,2.37,,,64.72,64.72,11515.0,563929.01,,0.68,63.96,6.15,0.7019,83.21,0.733
2009-03-31,23923.0,1164870.88,1.2,12.68,0.29,1.38,0.0,136339.02,21123.0,2800.0,1028531.86,,,,,,,,,,,,,,,,,,1.21,,,,65.11,65.11,11318.0,551101.81,,0.64,65.37,6.09,0.7042,83.35,0.7374
2009-04-01,23923.0,1185235.76,1.2,12.65,0.29,1.38,0.0,138722.57,21123.0,2800.0,1046513.18,,,,,,,,,,,,,,,,,,1.21,,,,65.29,65.29,11230.0,556376.61,,0.67,64.51,6.09,0.7035,83.31,0.7394
2009-04-02,23923.0,1185235.76,1.2,12.6,0.29,1.4,0.0,138722.57,21123.0,2800.0,1046513.18,,,,,,,,,,,,,,,,,,1.23,,,,65.24,65.24,11252.0,557466.57,,0.65,65.33,6.02,0.7066,83.51,0.7389
2009-04-03,23923.0,1181162.78,1.2,12.82,0.29,1.4,0.0,138245.86,21123.0,2800.0,1042916.92,,,,,,,,,,,,,,,,,,1.24,,,,65.27,65.27,11241.0,555007.77,,0.65,65.5,6.0,0.708,83.6,0.7392
2009-04-06,23923.0,1176071.56,1.2,12.66,0.29,1.39,0.0,137649.98,21123.0,2800.0,1038421.59,,,,,,,,,,,,,,,,,,1.22,,,,65.26,65.26,11246.0,552861.3,,0.65,65.36,6.05,0.7058,83.46,0.7391
2009-04-07,23923.0,1170980.34,1.2,12.91,0.29,1.4,0.0,137054.09,21123.0,2800.0,1033926.26,,,,,,,,,,,,,,,,,,1.23,,,,65.29,65.29,11230.0,549684.79,,0.65,65.6,6.0,0.7079,83.59,0.7394
2009-04-08,23923.0,1181977.38,1.2,12.9,0.29,1.38,0.0,138341.21,21123.0,2800.0,1043636.17,,,,,,,,,,,,,,,,,,1.22,,,,65.29,65.29,11230.0,554847.05,,0.66,64.77,6.08,0.7041,83.35,0.7394
2009-04-09,23923.0,1201527.66,1.2,12.66,0.29,1.41,0.0,140629.41,21123.0,2800.0,1060898.24,,,,,,,,,,,,,,,,,,1.25,,,,65.29,65.29,11231.0,564074.62,,0.66,65.29,5.95,0.7082,83.61,0.7394
2009-04-10,23923.0,1201527.66,1.2,12.57,0.29,1.41,0.0,140629.41,21123.0,2800.0,1060898.24,,,,,,,,,,,,,,,,,,1.24,,,,65.29,65.29,11231.0,564074.62,,0.66,65.28,5.96,0.7079,83.59,0.7394
2009-04-13,23923.0,1201527.66,1.2,12.57,0.29,1.4,0.0,140629.41,21123.0,2800.0,1060898.24,,,,,,,,,,,,,,,,,,1.23,,,,65.29,65.29,11230.0,564024.39,,0.68,64.58,6.01,0.7061,83.48,0.7394
2009-04-14,23923.0,1242257.41,1.2,12.57,0.29,1.43,0.0,145396.51,21123.0,2800.0,1096860.9,,,,,,,,,,,,,,,,,,1.26,,,,65.29,65.29,11230.0,583143.87,,0.71,63.92,5.89,0.7087,83.65,0.7394
2009-04-15,23923.0,1283598.11,1.2,11.65,0.29,1.47,0.0,150235.12,21123.0,2800.0,1133362.99,,,,,,,,,,,,,,,,,,1.31,,,,65.04,65.04,11355.0,609257.05,,0.74,63.87,5.71,0.7145,84.02,0.7366
2009-04-16,23923.0,1313534.47,1.2,11.96,0.29,1.5,0.0,153738.93,21123.0,2800.0,1159795.54,,,,,,,,,,,,,,,,,,1.33,,,,65.34,65.34,11205.0,615230.27,,0.75,63.84,5.62,0.7165,84.15,0.74
2009-04-17,23923.0,1313534.47,1.2,11.89,0.29,1.54,0.0,153738.93,21123.0,2800.0,1159795.54,,,,,,,,,,,,,,,,,,1.37,,,,65.34,65.34,11205.0,615230.27,,0.72,65.47,5.47,0.7232,84.57,0.74
2009-04-20,23923.0,1303352.04,1.2,15.9,0.29,1.52,0.0,152547.16,21123.0,2800.0,1150804.88,,,,,,,,,,,,,,,,,,1.35,,,,65.01,65.01,11371.0,619504.91,,0.73,64.76,5.55,0.7199,84.36,0.7362
2009-04-21,23923.0,1303759.33,1.2,16.16,0.29,1.52,0.0,152594.83,21123.0,2800.0,1151164.5,,,,,,,,,,,,,,,,,,1.35,,,,65.19,65.19,11281.0,614793.67,,0.72,65.13,5.54,0.7204,84.4,0.7383
2009-04-22,23923.0,1303555.68,1.2,16.03,0.29,1.51,0.0,152571.0,21123.0,2800.0,1150984.69,,,,,,,,,,,,,,,,,,1.34,,,,64.89,64.89,11431.0,622871.09,,0.74,64.42,5.57,0.719,84.3,0.7349
2009-04-23,23923.0,1311701.63,1.2,15.91,0.29,1.52,0.0,153524.41,21123.0,2800.0,1158177.22,,,,,,,,,,,,,,,,,,1.35,,,,64.89,64.89,11431.0,626763.42,,0.74,64.56,5.53,0.7209,84.42,0.7349
2009-04-24,23923.0,1346321.92,1.2,14.89,0.29,1.51,0.0,157576.45,21123.0,2800.0,1188745.47,,,,,,,,,,,,,,,,,,1.34,,,,64.89,64.89,11431.0,643305.85,,0.74,64.47,5.58,0.7165,84.14,0.7349
2009-04-27,23923.0,1374629.1,1.2,7.88,0.29,1.55,0.0,160889.58,21123.0,2800.0,1213739.52,,,,,,,,,,,,,,,,,,1.38,,,,64.89,64.89,11431.0,656831.72,,0.78,63.9,5.44,0.7204,84.4,0.7349
2009-04-28,23923.0,1384811.54,1.2,7.55,0.29,1.58,0.0,162081.36,21123.0,2800.0,1222730.18,,,,,,,,,,,,,,,,,,1.41,,,,64.89,64.89,11430.0,661639.25,,0.8,63.82,5.33,0.7261,84.75,0.7349
2009-04-29,44068.0,2513415.35,2.22,13.83,0.54,2.97,0.0,2451931.7,21123.0,42990.0,1204748.85,,,,,,40190.0,,,,,,,,,2.73,,,1.44,,,,100.0,64.89,0.0,0.0,,0.0,100.0,2.83,0.8429,91.69,1.3537
2009-04-30,24023.0,1370150.16,1.21,9.5,0.29,1.6,0.0,165401.3,21123.0,2900.0,1204748.85,,,,,,,,,,,,,,,,,40090.0,1.43,2.73,,,100.0,64.83,0.0,0.0,,0.0,100.0,5.27,0.7227,84.57,0.7373
2009-05-01,24023.0,1370150.16,1.21,9.42,0.29,1.6,0.0,165401.3,21123.0,2900.0,1204748.85,,,,,,,,,,,,,,,,,,1.42,,,,100.0,64.89,0.0,0.0,,0.0,100.0,5.32,0.7217,84.5,0.738
2009-05-04,24023.0,1411050.16,1.21,9.42,0.29,1.59,0.0,170338.65,21123.0,2900.0,1240711.51,,,,,,,,,,,,,,,,,,1.42,,,,100.0,64.9,0.0,0.0,,0.0,100.0,5.29,0.7195,84.36,0.7381
2009-05-05,24023.0,1394690.16,1.21,8.96,0.29,1.64,0.0,168363.71,21123.0,2900.0,1226326.45,,,,,,,,,,,,,,,,,,1.46,,,,100.0,76.24,0.0,0.0,,0.0,100.0,5.13,0.7271,84.84,0.8671
2009-05-06,24023.0,1390600.16,1.21,8.93,0.29,1.63,0.0,167869.98,21123.0,2900.0,1222730.18,,,,,,,,,,,,,,,,,,1.45,,,,100.0,76.05,0.0,0.0,,0.0,100.0,5.17,0.7257,84.75,0.865
2009-05-07,24023.0,1390600.16,1.21,8.92,0.29,1.6,0.0,167869.98,21123.0,2900.0,1222730.18,,,,,,,,,,,,,,,,,,1.43,,,,100.0,76.24,0.0,0.0,,0.0,100.0,5.25,0.7219,84.52,0.8671
2009-05-08,23923.0,1382367.75,1.2,8.94,0.29,1.6,0.0,161795.33,21123.0,2800.0,1220572.42,,,,,,,,,,,,,,,,,100.0,1.43,0.01,,,75.99,75.99,6675.0,385708.51,,0.46,75.82,5.26,0.7297,84.98,0.8606
2009-05-11,23923.0,1380738.56,1.2,8.91,0.29,1.59,0.0,161604.65,21123.0,2800.0,1219133.92,,,,,,,,,,,,,,,,,,1.42,,,,75.99,75.99,6675.0,385253.94,,0.47,75.33,5.3,0.7269,84.8,0.8606
2009-05-12,23923.0,1378702.07,1.2,8.94,0.29,1.59,0.0,161366.29,21123.0,2800.0,1217335.78,,,,,,,,,,,,,,,,,,1.43,,,,75.56,75.56,6832.0,393733.75,,0.47,75.31,5.31,0.7277,84.85,0.8558
2009-05-13,23923.0,1378702.07,1.2,9.19,0.29,1.59,0.0,161366.29,21123.0,2800.0,1217335.78,,,,,,,,,,,,,,,,,,1.42,,,,71.64,71.64,8361.0,481851.27,,0.58,71.17,5.3,0.7273,84.83,0.8114
2009-05-14,23923.0,1369537.88,1.2,9.13,0.29,1.6,0.0,160293.7,21123.0,2800.0,1209244.19,,,,,,,,,,,,,,,,,,1.43,,,,71.39,71.39,8465.0,484602.19,,0.57,71.54,5.26,0.7297,84.98,0.8085
2009-05-15,23923.0,1364446.66,1.2,9.01,0.29,1.61,0.0,159697.81,21123.0,2800.0,1204748.85,,,,,,,,,,,,,,,,,,1.44,,,,75.28,75.28,6936.0,395594.28,,0.47,75.46,5.23,0.7305,85.03,0.8526
2009-05-18,23923.0,1318422.04,1.2,8.42,0.29,1.59,0.0,154310.99,21123.0,2800.0,1164111.06,,,,,,,,,,,,,,,,,,1.42,,,,75.3,75.3,6928.0,381809.47,,0.45,75.92,5.29,0.7313,85.08,0.8528
2009-05-19,23923.0,1319032.99,1.2,8.36,0.29,1.54,0.0,154382.49,21123.0,2800.0,1164650.5,,,,,,,,,,,,,,,,,,1.37,,,,70.66,70.66,8770.0,483548.02,,0.57,70.63,5.48,0.7223,84.51,0.8003
2009-05-20,23923.0,1333695.7,1.2,8.24,0.29,1.54,0.0,156098.65,21123.0,2800.0,1177597.05,,,,,,,,,,,,,,,,,,1.37,,,,74.1,74.1,7384.0,411654.43,,0.5,73.48,5.47,0.722,84.49,0.8392
2009-05-21,23923.0,1331862.86,1.2,8.26,0.29,1.54,0.0,155884.13,21123.0,2800.0,1175978.73,,,,,,,,,,,,,,,,,,1.38,,,,74.1,74.1,7384.0,411088.72,,0.49,73.9,5.45,0.7237,84.6,0.8392
2009-05-22,23923.0,1333695.7,1.2,8.29,0.29,1.56,0.0,156098.65,21123.0,2800.0,1177597.05,,,,,,,,,,,,,,,,,,1.39,,,,70.97,70.97,8640.0,481675.83,,0.55,71.46,5.41,0.7283,84.89,0.8038
2009-05-25,23923.0,1338990.57,1.2,8.27,0.29,1.55,0.0,156718.37,21123.0,2800.0,1182272.2,,,,,,,,,,,,,,,,,,1.38,,,,70.63,70.63,8785.0,491703.89,,0.59,70.19,5.44,0.7231,84.57,0.7999
2009-05-26,23923.0,1354264.22,1.2,8.37,0.29,1.56,0.0,158506.03,21123.0,2800.0,1195758.19,,,,,,,,,,,,,,,,,,1.39,,,,70.23,70.23,8953.0,506823.04,,0.59,70.15,5.4,0.7276,84.85,0.7954
2009-05-27,23923.0,1352431.39,1.2,8.08,0.29,1.58,0.0,158291.51,21123.0,2800.0,1194139.87,,,,,,,,,,,,,,,,,,1.42,,,,66.84,66.84,10479.0,592405.99,,0.7,66.97,5.31,0.7271,84.82,0.757
2009-05-28,23923.0,1396012.22,1.2,8.48,0.29,1.57,0.0,163392.31,21123.0,2800.0,1232619.91,,,,,,,,,,,,,,,,,,1.4,,,,70.24,70.24,8950.0,522271.85,,0.65,68.16,5.37,0.725,84.69,0.7955
2009-05-29,23923.0,1482766.59,1.2,7.98,0.29,1.57,0.0,173546.23,21123.0,2800.0,1309220.36,,,,,,,,,,,,,,,,,,1.4,,,,70.24,70.24,8950.0,554728.13,,0.67,67.67,5.37,0.7271,84.82,0.7955
2009-06-01,23923.0,1496818.35,1.2,7.44,0.29,1.7,0.0,175190.88,21123.0,2800.0,1321627.47,,,,,,,,,,,,,,,,,,1.53,,,,70.04,70.04,9037.0,565428.56,,0.68,69.2,4.95,0.7453,85.95,0.7932
2009-06-02,23923.0,1496818.35,1.2,7.46,0.29,1.72,0.0,175190.88,21123.0,2800.0,1321627.47,,,,,,,,,,,,,,,,,,1.55,,,,69.78,69.78,9150.0,572498.76,,0.67,69.71,4.9,0.7398,85.61,0.7902
2009-06-03,23923.0,1529402.15,1.2,7.41,0.29,1.48,0.0,179004.56,21123.0,2800.0,1350397.6,,,,,,,,,,,,,,,,,,1.31,,,,69.68,69.68,9191.0,587582.46,,0.96,57.74,5.68,0.7014,83.18,0.7892
2009-06-04,23923.0,1523496.34,1.2,7.25,0.29,1.77,0.0,178313.33,21123.0,2800.0,1345183.01,,,,,,,,,,,,,,,,,,1.6,,,,69.26,69.26,9374.0,596967.55,,0.7,69.45,4.77,0.7447,85.91,0.7844
2009-06-05,23923.0,1535511.62,1.2,7.12,0.29,1.74,0.0,179719.62,21123.0,2800.0,1355791.99,,,,,,,,,,,,,,,,,,1.57,,,,69.26,69.26,9374.0,601675.62,,0.73,68.35,4.84,0.7408,85.67,0.7844
2009-06-08,3878.0,250892.41,0.2,1.19,0.05,0.25,0.0,181149.75,1078.0,2800.0,69742.65,,,,,,,,1.49,,20045.0,,,,,,,,0.08,,,,100.0,3.53,0.0,0.0,,0.0,100.0,33.58,0.3334,33.7,0.1272
2009-06-09,23923.0,1547730.54,1.2,12.89,0.29,1.77,0.0,181149.75,21123.0,2800.0,1366580.79,,,,,,,,,,,,,,,,20045.0,,1.61,,,,69.26,69.26,9374.0,606463.49,,0.71,69.23,4.75,0.745,85.93,0.7844
2009-06-10,23923.0,1568095.42,1.2,14.01,0.29,1.79,0.0,183533.3,21123.0,2800.0,1384562.12,,,,,,,,,,,,,,,,,,1.62,,,,68.43,68.43,9743.0,638630.34,,0.75,68.33,4.7,0.7456,85.96,0.7751
2009-06-11,23923.0,1629190.04,1.2,14.38,0.29,1.79,0.0,190683.95,21123.0,2800.0,1438506.09,,,,,,,,,,,,,,,,,,1.62,,,,68.43,68.43,9743.0,663512.04,,0.83,66.06,4.8,0.7434,85.83,0.7751
2009-06-12,23923.0,1627153.56,1.2,14.14,0.29,1.84,0.0,190445.59,21123.0,2800.0,1436707.96,,,,,,,,,,,,,,,,,,1.67,,,,59.63,59.63,14299.0,972564.84,,1.16,59.04,4.67,0.7493,86.19,0.6754
2009-06-15,23923.0,1627153.56,1.2,13.99,0.29,1.83,0.0,190445.59,21123.0,2800.0,1436707.96,,,,,,,,,,,,,,,,,,1.66,,,,59.88,59.88,14150.0,962430.42,,1.16,58.94,4.63,0.7491,86.18,0.6782
2009-06-16,23923.0,1628171.8,1.2,14.1,0.29,1.85,0.0,190564.77,21123.0,2800.0,1437607.03,,,,,,,,,,,,,,,,,,1.68,,,,59.88,59.88,14150.0,963032.69,,1.14,59.58,4.68,0.7499,86.23,0.6782
2009-06-17,23923.0,1628171.8,1.2,13.8,0.29,1.85,0.0,190564.77,21123.0,2800.0,1437607.03,,,,,,,,,,,,,,,,,,1.68,,,,59.76,59.76,14221.0,967864.87,,1.14,59.55,4.63,0.7508,86.28,0.6769
2009-06-18,23923.0,1628171.8,1.2,13.58,0.29,1.86,0.0,190564.77,21123.0,2800.0,1437607.03,,,,,,,,,,,,,,,,,,1.69,,,,59.75,59.75,14230.0,968477.39,,1.14,59.83,4.65,0.7515,86.33,0.6767
2009-06-19,23923.0,1627560.85,1.2,13.43,0.29,1.85,0.0,190493.27,21123.0,2800.0,1437067.59,,,,,,,,,,,,,,,,,,1.68,,,,59.76,59.76,14221.0,967501.69,,1.14,59.5,4.65,0.7504,86.26,0.6769
2009-06-22,3878.0,261786.42,0.2,2.11,0.05,0.25,0.0,189015.46,1078.0,2800.0,72770.95,,,,,,,,1.59,,20045.0,,,,,,,,0.09,,,,100.0,2.94,0.0,0.0,,0.0,100.0,33.19,0.3334,33.74,0.1057
2009-06-23,3878.0,261258.22,0.2,2.13,0.05,0.25,0.0,188634.1,1078.0,2800.0,72624.13,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.02,0.0,0.0,,0.0,100.0,33.28,0.3333,33.56,0.1088
2009-06-24,3878.0,261819.43,0.2,2.1,0.05,0.25,0.0,189039.3,1078.0,2800.0,72780.13,,,,,,,,,,,,,,,,,,0.09,,,,100.0,3.02,0.0,0.0,,0.0,100.0,33.12,0.3334,33.89,0.1088
2009-06-25,3878.0,263106.91,0.2,2.06,0.05,0.25,0.0,189968.88,1078.0,2800.0,73138.02,,,,,,,,,,,,,,,,,,0.09,,,,100.0,3.49,0.0,0.0,,0.0,100.0,33.22,0.3334,33.68,0.1256
2009-06-26,3878.0,269313.19,0.2,2.08,0.05,0.26,0.0,194449.96,1078.0,2800.0,74863.23,,,,,,,,,,,,,,,,,,0.09,,,,100.0,3.35,0.0,0.0,,0.0,100.0,32.88,0.3335,34.36,0.1204
2009-06-29,3878.0,271690.07,0.2,2.19,0.05,0.26,0.0,196166.11,1078.0,2800.0,75523.95,,,,,,,,,,,,,,,,,,0.09,,,,100.0,3.34,0.0,0.0,,0.0,100.0,32.8,0.3335,34.52,0.1202
2009-06-30,3878.0,271888.14,0.2,2.18,0.05,0.26,0.0,196309.13,1078.0,2800.0,75579.01,,,,,,,,,,,,,,,,,,0.09,,,,100.0,3.34,0.0,0.0,,0.0,100.0,32.79,0.3336,34.55,0.1202
2009-07-01,3878.0,267068.36,0.2,2.17,0.05,0.26,0.0,192829.14,1078.0,2800.0,74239.22,,,,,,,,,,,,,,,,,,0.09,,,,100.0,3.34,0.0,0.0,,0.0,100.0,32.99,0.3334,34.13,0.1202
2009-07-02,3878.0,267068.36,0.2,2.15,0.05,0.26,0.0,192829.14,1078.0,2800.0,74239.22,,,,,,,,,,,,,,,,,,0.09,,,,100.0,3.33,0.0,0.0,,0.0,100.0,32.93,0.3335,34.27,0.1199
2009-07-03,3878.0,266474.15,0.2,2.14,0.05,0.26,0.0,192400.11,1078.0,2800.0,74074.04,,,,,,,,,,,,,,,,,,0.09,,,,100.0,3.33,0.0,0.0,,0.0,100.0,32.95,0.3335,34.22,0.1197
2009-07-06,3878.0,264097.27,0.2,2.13,0.05,0.25,0.0,190683.95,1078.0,2800.0,73413.32,,,,,,,,,,,,,,,,,,0.09,,,,100.0,3.34,0.0,0.0,,0.0,100.0,33.15,0.3334,33.82,0.12
2009-07-07,3878.0,262413.65,0.2,2.1,0.05,0.25,0.0,189468.34,1078.0,2800.0,72945.31,,,,,,,,,,,,,,,,,,0.09,,,,100.0,3.36,0.0,0.0,,0.0,100.0,33.11,0.3334,33.9,0.1207
2009-07-08,3878.0,260135.81,0.2,2.09,0.05,0.25,0.0,187823.69,1078.0,2800.0,72312.12,,,,,,,,,,,,,,,,,,0.09,,,,100.0,3.36,0.0,0.0,,0.0,100.0,33.26,0.3333,33.61,0.1207
2009-07-09,3878.0,259640.63,0.2,2.09,0.05,0.25,0.0,187466.16,1078.0,2800.0,72174.47,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.36,0.0,0.0,,0.0,100.0,33.34,0.3333,33.45,0.1207
2009-07-10,3878.0,259607.62,0.2,2.34,0.05,0.25,0.0,187442.32,1078.0,2800.0,72165.29,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.36,0.0,0.0,,0.0,100.0,33.29,0.3333,33.54,0.1207
2009-07-13,3878.0,259541.59,0.2,2.52,0.05,0.25,0.0,187394.65,1078.0,2800.0,72146.94,,,,,,,,,,,,,,,,,,0.08,,,,100.0,3.36,0.0,0.0,,0.0,100.0,33.32,0.3333,33.48,0.1207
2009-07-14,4878.0,328046.2,0.25,3.14,0.06,0.33,0.0,188300.4,2078.0,2800.0,139745.8,,,80.0,,,,,,,,,,,80.0,,920.0,,0.16,,,,100.0,6.2,0.0,0.0,,0.0,100.0,25.37,0.3719,49.36,0.1456
2009-07-15,4878.0,328046.2,0.25,3.18,0.06,0.33,0.0,188300.4,2078.0,2800.0,139745.8,,,,,,,,,,,,,,,,,,0.16,,,,100.0,6.44,0.0,0.0,,0.0,100.0,25.37,0.3719,49.36,0.1512
2009-07-16,4878.0,329624.14,0.25,3.32,0.06,0.33,0.0,189206.15,2078.0,2800.0,140417.99,,,,,,,,,,,,,,,,,,0.16,,,,100.0,6.49,0.0,0.0,,0.0,100.0,25.31,0.3724,49.48,0.1523
2009-07-17,4878.0,331534.28,0.25,3.43,0.06,0.33,0.0,190302.58,2078.0,2800.0,141231.7,,,,,,,,,,,,,,,,,,0.17,,,,100.0,6.51,0.0,0.0,,0.0,100.0,25.2,0.3735,49.69,0.1529
2009-07-20,4878.0,331700.38,0.25,3.41,0.06,0.34,0.0,190397.92,2078.0,2800.0,141302.46,,,,,,,,,,,,,,,,,,0.17,,,,100.0,6.49,0.0,0.0,,0.0,100.0,25.05,0.375,49.99,0.1523
2009-07-21,4878.0,331991.06,0.25,3.37,0.06,0.33,0.0,190564.77,2078.0,2800.0,141426.28,,,,,,,,,,,,,,,,,,0.17,,,,100.0,6.46,0.0,0.0,,0.0,100.0,25.18,0.3737,49.73,0.1516
2009-07-22,4878.0,331368.18,0.25,3.3,0.06,0.33,0.0,190207.24,2078.0,2800.0,141160.94,,,,,,,,,,,,,,,,,,0.17,,,,100.0,6.46,0.0,0.0,,0.0,100.0,25.21,0.3733,49.67,0.1516
2009-07-23,4878.0,331991.06,0.25,3.29,0.06,0.34,0.0,190564.77,2078.0,2800.0,141426.28,,,,,,,,,,,,,,,,,,0.17,,,,100.0,6.5,0.0,0.0,,0.0,100.0,25.11,0.3744,49.88,0.1526
2009-07-24,4878.0,331991.06,0.25,3.38,0.06,0.33,0.0,190564.77,2078.0,2800.0,141426.28,,,,,,,,,,,,,,,,,,0.17,,,,100.0,6.5,0.0,0.0,,0.0,100.0,25.2,0.3735,49.7,0.1526
2009-07-27,4878.0,331575.81,0.25,3.42,0.06,0.33,0.0,190326.42,2078.0,2800.0,141249.39,,,,,,,,,,,,,,,,,,0.17,,,,100.0,6.54,0.0,0.0,,0.0,100.0,25.23,0.3732,49.63,0.1536
2009-07-28,4878.0,331368.18,0.25,3.69,0.06,0.33,0.0,190207.24,2078.0,2800.0,141160.94,,,,,,,,,,,,,,,,,,0.17,,,,100.0,6.59,0.0,0.0,,0.0,100.0,25.21,0.3734,49.67,0.1548
2009-07-29,4878.0,330537.69,0.25,3.8,0.06,0.33,0.0,189730.53,2078.0,2800.0,140807.16,,,,,,,,,,,,,,,,,,0.17,,,,100.0,6.59,0.0,0.0,,0.0,100.0,25.23,0.3732,49.63,0.1548
2009-07-30,4878.0,330454.64,0.25,3.82,0.06,0.33,0.0,189682.86,2078.0,2800.0,140771.78,,,,,,,,,,,,,,,,,,0.17,,,,100.0,6.57,0.0,0.0,,0.0,100.0,25.26,0.3729,49.57,0.1542
2009-07-31,4878.0,328046.2,0.25,3.84,0.06,0.33,0.0,188300.4,2078.0,2800.0,139745.8,,,,,,,,,,,,,,,,,,0.16,,,,100.0,6.57,0.0,0.0,,0.0,100.0,25.41,0.3715,49.28,0.1542
2009-08-03,4878.0,323436.94,0.25,3.96,0.06,0.33,0.0,185654.66,2078.0,2800.0,137782.28,,,,,,,,,,,,,,,,,,0.16,,,,100.0,6.57,0.0,0.0,,0.0,100.0,25.52,0.3704,49.06,0.1542
2009-08-04,4178.0,277058.84,0.21,3.42,0.05,0.28,0.0,139258.87,2078.0,2100.0,137799.97,,,,,,,,,,,,,,,,,700.0,0.16,0.05,,,100.0,6.55,0.0,0.0,,0.0,100.0,29.57,0.4289,56.83,0.1317
2009-08-05,4178.0,276881.01,0.21,3.44,0.05,0.28,0.0,139169.49,2078.0,2100.0,137711.52,,,,,,,,,,,,,,,,,,0.16,,,,100.0,6.52,0.0,0.0,,0.0,100.0,29.6,0.4286,56.79,0.1311
2009-08-06,4178.0,271901.78,0.21,3.54,0.05,0.28,0.0,136666.76,2078.0,2100.0,135235.01,,,,,,,,,,,,,,,,,,0.16,,,,100.0,6.55,0.0,0.0,,0.0,100.0,29.86,0.4262,56.41,0.1317
2009-08-07,3278.0,209005.1,0.16,2.8,0.04,0.23,0.0,76511.93,2078.0,1200.0,132493.17,,,,,,,,,,,,,,,,,900.0,0.16,0.05,,,100.0,7.21,0.0,0.0,,0.0,100.0,16.96,0.5168,68.28,0.1137
