,BYBE FP Equity_DX_SI_QTY,BYBE FP Equity_DX_SHORT_INTEREST_VALUE,BYBE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BYBE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BYBE FP Equity_DX_SI_MV,BYBE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BYBE FP Equity_DX_SUPPLY_SI_QTY,BYBE FP Equity_DX_BROKER_SI_QTY,BYBE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BYBE FP Equity_DX_BROKER_SI_QTY_ADD,BYBE FP Equity_DX_BROKER_SI_MV_ADD,BYBE FP Equity_DX_BROKER_SI_QTY_DEC,BYBE FP Equity_DX_SUPPLY_SI_MV,BYBE FP Equity_DX_BROKER_SI_MV_DEC,BYBE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BYBE FP Equity_DX_UTILIZATION_QUANTITY,BYBE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BYBE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BYBE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BYBE FP Equity_DX_ACTIVE_UTILIZATION_MV,BYBE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BYBE FP Equity_DX_BROKER_SI_CON_RATIO,BYBE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BYBE FP Equity_DX_DEMAND_SUPPLY_RATIO,BYBE FP Equity_PX_LAST
2018-07-18,,,,,,,,,,,,,,,,,,,,,,,,,141.16
2018-07-19,,,,,,,,,,,,,,,,,,,,,,,,,141.12
2018-07-20,,,,,,,,,,,,,,,,,,,,,,,,,139.76
2018-07-23,,,,,,,,,,,,,,,,,,,,,,,,,139.76
2018-07-24,,,,,,,,,,,,,,,,,,,,,,,,,140.18
2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,139.84
2018-07-26,,,,,,,,,,,,,,,,,,,,,,,,,141.92
2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,141.88
2018-07-30,,,,,,,,,,,,,,,,,,,,,,,,,140.96
2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,141.32
2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,141.44
2018-08-02,,,,,,,,,,,,,,,,,,,,,,,,,141.6
2018-08-03,,,,,,,,,,,,,,,,,,,,,,,,,142.82
2018-08-06,,,,,,,,,,,,,,,,,,,,,,,,,143.8
2018-08-07,,,,,,,,,,,,,,,,,,,,,,,,,144.1
2018-08-08,,,,,,,,,,,,,,,,,,,,,,,,,143.98
2018-08-09,,,,,,,,,,,,,,,,,,,,,,,,,144.48
2018-08-10,,,,,,,,,,,,,,,,,,,,,,,,,145.5
2018-08-13,,,,,,,,,,,,,,,,,,,,,,,,,144.84
2018-08-14,,,,,,,,,,,,,,,,,,,,,,,,,146.44
2018-08-15,,,,,,,,,,,,,,,,,,,,,,,,,145.88
2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,146.38
2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,146.02
2018-08-20,,,,,,,,,,,,,,,,,,,,,,,,,146.94
2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,146.7
2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,145.82
2018-08-23,,,,,,,,,,,,,,,,,,,,,,,,,145.14
2018-08-24,,,,,,,,,,,,,,,,,,,,,,,,,145.1
2018-08-27,,,,,,,,,,,,,,,,,,,,,,,,,145.74
2018-08-28,,,,,,,,,,,,,,,,,,,,,,,,,145.2
2018-08-29,,,,,,,,,,,,,,,,,,,,,,,,,145.92
2018-08-30,,,,,,,,,,,,,,,,,,,,,,,,,145.56
2018-08-31,,,,,,,,,,,,,,,,,,,,,,,,,145.92
2018-09-03,,,,,,,,,,,,,,,,,,,,,,,,,146.42
2018-09-04,,,,,,,,,,,,,,,,,,,,,,,,,146.68
2018-09-05,,,,,,,,,,,,,,,,,,,,,,,,,145.76
2018-09-06,,,,,,,,,,,,,,,,,,,,,,,,,145.5
2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,146.06
2018-09-10,,,,,,,,,,,,,,,,,,,,,,,,,145.72
2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,145.84
2018-09-12,,,,,,,,,,,,,,,,,,,,,,,,,145.1
2018-09-13,,,,,,,,,,,,,,,,,,,,,,,,,144.64
2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,145.56
2018-09-17,,,,,,,,,,,,,,,,,,,,,,,,,144.96
2018-09-18,,,,,,,,,,,,,,,,,,,,,,,,,145.32
2018-09-19,,,,,,,,,,,,,,,,,,,,,,,,,146.04
2018-09-20,,,,,,,,,,,,,,,,,,,,,,,,,145.68
2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,146.8
2018-09-24,,,,,,,,,,,,,,,,,,,,,,,,,144.98
2018-09-25,,,,,,,,,,,,,,,,,,,,,,,,,145.0
2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,144.92
2018-09-27,,,,,,,,,,,,,,,,,,,,,,,,,145.76
2018-09-28,,,,,,,,,,,,,,,,,,,,,,,,,145.92
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,146.7
2018-10-02,,,,,,,,,,,,,,,,,,,,,,,,,145.74
2018-10-03,,,,,,,,,,,,,,,,,,,,,,,,,147.08
2018-10-04,,,,,,,,,,,,,,,,,,,,,,,,,146.48
2018-10-05,,,,,,,,,,,,,,,,,,,,,,,,,145.56
2018-10-08,,,,,,,,,,,,,,,,,,,,,,,,,145.24
2018-10-09,,,,,,,,,,,,,,,,,,,,,,,,,145.4
2018-10-10,,,,,,,,,,,,,,,,,,,,,,,,,142.46
2018-10-11,,,,,,,,,,,,,,,,,,,,,,,,,138.18
2018-10-12,,,,,,,,,,,,,,,,,,,,,,,,,137.58
2018-10-15,,,,,,,,,,,,,,,,,,,,,,,,,137.62
2018-10-16,,,,,,,,,,,,,,,,,,,,,,,,,138.76
2018-10-17,,,,,,,,,,,,,,,,,,,,,,,,,139.28
2018-10-18,,,,,,,,,,,,,,,,,,,,,,,,,139.14
2018-10-19,,,,,,,,,,,,,,,,,,,,,,,,,138.9
2018-10-22,,,,,,,,,,,,,,,,,,,,,,,,,137.72
2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,134.92
2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,135.52
2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,136.2
2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,134.52
2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,135.48
2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,136.2
2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,140.08
2018-11-01,,,,,,,,,,,,,,,,,,,,,,,,,140.0
2018-11-02,,,,,,,,,,,,,,,,,,,,,,,,,139.8
2018-11-05,,,,,,,,,,,,,,,,,,,,,,,,,140.36
2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,140.94
2018-11-07,,,,,,,,,,,,,,,,,,,,,,,,,142.14
2018-11-08,,,,,,,,,,,,,,,,,,,,,,,,,143.84
2018-11-09,,,,,,,,,,,,,,,,,,,,,,,,,143.28
2018-11-12,,,,,,,,,,,,,,,,,,,,,,,,,142.14
2018-11-13,,,,,,,,,,,,,,,,,,,,,,,,,142.62
2018-11-14,,,,,,,,,,,,,,,,,,,,,,,,,140.56
2018-11-15,,,,,,,,,,,,,,,,,,,,,,,,,139.48
2018-11-16,,,,,,,,,,,,,,,,,,,,,,,,,139.34
2018-11-19,,,,,,,,,,,,,,,,,,,,,,,,,138.36
2018-11-20,,,,,,,,,,,,,,,,,,,,,,,,,136.0
2018-11-21,,,,,,,,,,,,,,,,,,,,,,,,,137.68
2018-11-22,,,,,,,,,,,,,,,,,,,,,,,,,135.62
2018-11-23,,,,,,,,,,,,,,,,,,,,,,,,,137.82
2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,138.66
2018-11-27,,,,,,,,,,,,,,,,,,,,,,,,,139.6
2018-11-28,,,,,,,,,,,,,,,,,,,,,,,,,140.72
2018-11-29,,,,,,,,,,,,,,,,,,,,,,,,,141.12
2018-11-30,,,,,,,,,,,,,,,,,,,,,,,,,141.5
2018-12-03,,,,,,,,,,,,,,,,,,,,,,,,,142.9
2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,141.46
2018-12-05,,,,,,,,,,,,,,,,,,,,,,,,,138.84
2018-12-06,,,,,,,,,,,,,,,,,,,,,,,,,134.52
2018-12-07,,,,,,,,,,,,,,,,,,,,,,,,,135.44
2018-12-10,,,,,,,,,,,,,,,,,,,,,,,,,131.48
2018-12-11,,,,,,,,,,,,,,,,,,,,,,,,,134.76
2018-12-12,,,,,,,,,,,,,,,,,,,,,,,,,135.26
2018-12-13,,,,,,,,,,,,,,,,,,,,,,,,,134.1
2018-12-14,,,,,,,,,,,,,,,,,,,,,,,,,133.22
2018-12-17,,,,,,,,,,,,,,,,,,,,,,,,,131.66
2018-12-18,,,,,,,,,,,,,,,,,,,,,,,,,129.64
2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,,128.92
2018-12-20,,,,,,,,,,,,,,,,,,,,,,,,,124.72
2018-12-21,,,,,,,,,,,,,,,,,,,,,,,,,124.5
2018-12-27,,,,,,,,,,,,,,,,,,,,,,,,,123.46
2018-12-28,,,,,,,,,,,,,,,,,,,,,,,,,125.34
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,126.2
2019-01-02,,,,,,,,,,,,,,,,,,,,,,,,,127.46
2019-01-03,,,,,,,,,,,,,,,,,,,,,,,,,125.24
2019-01-04,,,,,,,,,,,,,,,,,,,,,,,,,128.06
2019-01-07,,,,,,,,,,,,,,,,,,,,,,,,,129.46
2019-01-08,,,,,,,,,,,,,,,,,,,,,,,,,129.4
2019-01-09,,,,,,,,,,,,,,,,,,,,,,,,,130.82
2019-01-10,,,,,,,,,,,,,,,,,,,,,,,,,131.06
2019-01-11,,,,,,,,,,,,,,,,,,,,,,,,,131.88
2019-01-14,,,,,,,,,,,,,,,,,,,,,,,,,131.76
2019-01-15,,,,,,,,,,,,,,,,,,,,,,,,,133.0
2019-01-16,,,,,,,,,,,,,,,,,,,,,,,,,134.42
2019-01-17,,,,,,,,,,,,,,,,,,,,,,,,,134.92
2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,,137.78
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,,137.42
2019-01-22,,,,,,,,,,,,,,,,,,,,,,,,,136.84
2019-01-23,,,,,,,,,,,,,,,,,,,,,,,,,135.72
2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,137.48
2019-01-25,,,,,,,,,,,,,,,,,,,,,,,,,138.12
2019-01-28,,,,,,,,,,,,,,,,,,,,,,,,,136.86
2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,,137.5
2019-01-30,,,,,,,,,,,,,,,,,,,,,,,,,137.92
2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,138.72
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,139.38
2019-02-04,,,,,,,,,,,,,,,,,,,,,,,,,140.16
2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,141.52
2019-02-06,,,,,,,,,,,,,,,,,,,,,,,,,141.86
2019-02-07,,,,,,,,,,,,,,,,,,,,,,,,,140.4
2019-02-08,,,,,,,,,,,,,,,,,,,,,,,,,140.34
2019-02-11,,,,,,,,,,,,,,,,,,,,,,,,,142.4
2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,,144.16
2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,145.1
2019-02-14,,,,,,,,,,,,,,,,,,,,,,,,,144.94
2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,,147.06
2019-02-18,,,,,,,,,,,,,,,,,,,,,,,,,146.88
2019-02-19,,,,,,,,,,,,,,,,,,,,,,,,,146.42
2019-02-20,,,,,,,,,,,,,,,,,,,,,,,,,146.82
2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,146.74
2019-02-22,,,,,,,,,,,,,,,,,,,,,,,,,147.24
2019-02-25,,,,,,,,,,,,,,,,,,,,,,,,,148.12
2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,,147.32
2019-02-27,,,,,,,,,,,,,,,,,,,,,,,,,146.32
2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,145.6
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,145.76
2019-03-04,,,,,,,,,,,,,,,,,,,,,,,,,146.26
2019-03-05,,,,,,,,,,,,,,,,,,,,,,,,,146.02
2019-03-06,,,,,,,,,,,,,,,,,,,,,,,,,145.04
2019-03-07,,,,,,,,,,,,,,,,,,,,,,,,,144.2
2019-03-08,,,,,,,,,,,,,,,,,,,,,,,,,142.32
2019-03-11,,,,,,,,,,,,,,,,,,,,,,,,,144.1
2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,143.94
2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,145.1
2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,145.22
2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,145.96
2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,146.24
2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,147.1
2019-03-20,,,,,,,,,,,,,,,,,,,,,,,,,144.06
2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,145.4
2019-03-22,,,,,,,,,,,,,,,,,,,,,,,,,142.94
2019-03-25,,,,,,,,,,,,,,,,,,,,,,,,,142.22
2019-03-26,,,,,,,,,,,,,,,,,,,,,,,,,143.22
2019-03-27,,,,,,,,,,,,,,,,,,,,,,,,,143.54
2019-03-28,,,,,,,,,,,,,,,,,,,,,,,,,144.28
2019-03-29,,,,,,,,,,,,,,,,,,,,,,,,,145.96
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,148.0
2019-04-02,,,,,,,,,,,,,,,,,,,,,,,,,148.92
2019-04-03,,,,,,,,,,,,,,,,,,,,,,,,,149.16
2019-04-04,,,,,,,,,,,,,,,,,,,,,,,,,149.4
2019-04-05,,,,,,,,,,,,,,,,,,,,,,,,,150.48
2019-04-08,,,,,,,,,,,,,,,,,,,,,,,,,150.06
2019-04-09,,,,,,,,,,,,,,,,,,,,,,,,,148.66
2019-04-10,,,,,,,,,,,,,,,,,,,,,,,,,149.18
2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,,150.04
2019-04-12,,,,,,,,,,,,,,,,,,,,,,,,,150.76
2019-04-15,,,,,,,,,,,,,,,,,,,,,,,,,150.94
2019-04-16,,,,,,,,,,,,,,,,,,,,,,,,,151.3
2019-04-17,,,,,,,,,,,,,,,,,,,,,,,,,151.78
2019-04-18,,,,,,,,,,,,,,,,,,,,,,,,,152.74
2019-04-23,,,,,,,,,,,,,,,,,,,,,,,,,153.78
2019-04-24,,,,,,,,,,,,,,,,,,,,,,,,,154.56
2019-04-25,,,,,,,,,,,,,,,,,,,,,,,,,154.66
2019-04-26,,,,,,,,,,,,,,,,,,,,,,,,,154.48
2019-04-29,,,,,,,,,,,,,,,,,,,,,,,,,155.36
2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,153.6
2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,,153.16
2019-05-03,,,,,,,,,,,,,,,,,,,,,,,,,154.64
2019-05-06,,,,,,,,,,,,,,,,,,,,,,,,,153.36
2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,152.08
2019-05-08,,,,,,,,,,,,,,,,,,,,,,,,,151.16
2019-05-09,,,,,,,,,,,,,,,,,,,,,,,,,148.34
2019-05-10,,,,,,,,,,,,,,,,,,,,,,,,,147.46
2019-05-13,,,,,,,,,,,,,,,,,,,,,,,,,146.24
2019-05-14,,,,,,,,,,,,,,,,,,,,,,,,,148.26
2019-05-15,,,,,,,,,,,,,,,,,,,,,,,,,148.4
2019-05-16,,,,,,,,,,,,,,,,,,,,,,,,,150.5
2019-05-17,,,,,,,,,,,,,,,,,,,,,,,,,150.1
2019-05-20,,,,,,,,,,,,,,,,,,,,,,,,,148.28
2019-05-21,,,,,,,,,,,,,,,,,,,,,,,,,149.78
2019-05-22,,,,,,,,,,,,,,,,,,,,,,,,,149.1
2019-05-23,,,,,,,,,,,,,,,,,,,,,,,,,146.2
2019-05-24,,,,,,,,,,,,,,,,,,,,,,,,,145.46
2019-05-27,,,,,,,,,,,,,,,,,,,,,,,,,145.9
2019-05-28,,,,,,,,,,,,,,,,,,,,,,,,,145.8
2019-05-29,,,,,,,,,,,,,,,,,,,,,,,,,143.64
2019-05-30,,,,,,,,,,,,,,,,,,,,,,,,,144.08
2019-05-31,,,,,,,,,,,,,,,,,,,,,,,,,142.58
2019-06-03,,,,,,,,,,,,,,,,,,,,,,,,,142.14
2019-06-04,,,,,,,,,,,,,,,,,,,,,,,,,144.68
2019-06-05,,,,,,,,,,,,,,,,,,,,,,,,,145.22
2019-06-06,,,,,,,,,,,,,,,,,,,,,,,,,145.42
2019-06-07,,,,,,,,,,,,,,,,,,,,,,,,,146.3
2019-06-10,,,,,,,,,,,,,,,,,,,,,,,,,148.36
2019-06-11,,,,,,,,,,,,,,,,,,,,,,,,,148.34
2019-06-12,,,,,,,,,,,,,,,,,,,,,,,,,147.12
2019-06-13,,,,,,,,,,,,,,,,,,,,,,,,,148.08
2019-06-14,,,,,,,,,,,,,,,,,,,,,,,,,148.38
2019-06-17,,,,,,,,,,,,,,,,,,,,,,,,,148.66
2019-06-18,,,,,,,,,,,,,,,,,,,,,,,,,150.76
2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,150.4
2019-06-20,,,,,,,,,,,,,,,,,,,,,,,,,150.32
2019-06-21,,,,,,,,,,,,,,,,,,,,,,,,,150.8
2019-06-24,,,,,,,,,,,,,,,,,,,,,,,,,149.28
2019-06-25,,,,,,,,,,,,,,,,,,,,,,,,,148.38
2019-06-26,,,,,,,,,,,,,,,,,,,,,,,,,148.54
2019-06-27,,,,,,,,,,,,,,,,,,,,,,,,,149.08
2019-06-28,,,,,,,,,,,,,,,,,,,,,,,,,150.16
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,153.04
2019-07-02,,,,,,,,,,,,,,,,,,,,,,,,,152.62
2019-07-03,,,,,,,,,,,,,,,,,,,,,,,,,154.08
2019-07-04,,,,,,,,,,,,,,,,,,,,,,,,,154.44
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,,,154.66
2019-07-08,,,,,,,,,,,,,,,,,,,,,,,,,154.08
2019-07-09,,,,,,,,,,,,,,,,,,,,,,,,,153.78
2019-07-10,,,,,,,,,,,,,,,,,,,,,,,,,153.3
2019-07-11,,,,,,,,,,,,,,,,,,,,,,,,,153.28
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,,,154.74
2019-07-15,,,,,,,,,,,,,,,,,,,,,,,,,154.62
2019-07-16,,,,,,,,,,,,,,,,,,,,,,,,,155.7
2019-07-17,,,,,,,,,,,,,,,,,,,,,,,,,153.94
2019-07-18,,,,,,,,,,,,,,,,,,,,,,,,,153.04
2019-07-19,,,,,,,,,,,,,,,,,,,,,,,,,154.34
2019-07-22,,,,,,,,,,,,,,,,,,,,,,,,,153.54
2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,155.08
2019-07-24,,,,,,,,,,,,,,,,,,,,,,,,,156.88
2019-07-25,,,,,,,,,,,,,,,,,,,,,,,,,156.9
2019-07-26,,,,,,,,,,,,,,,,,,,,,,,,,157.32
2019-07-29,,,,,,,,,,,,,,,,,,,,,,,,,157.24
2019-07-30,,,,,,,,,,,,,,,,,,,,,,,,,156.46
2019-07-31,,,,,,,,,,,,,,,,,,,,,,,,,157.28
2019-08-01,,,,,,,,,,,,,,,,,,,,,,,,,157.58
2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,150.96
2019-08-05,,,,,,,,,,,,,,,,,,,,,,,,,146.7
2019-08-06,,,,,,,,,,,,,,,,,,,,,,,,,145.14
2019-08-07,,,,,,,,,,,,,,,,,,,,,,,,,144.76
2019-08-08,,,,,,,,,,,,,,,,,,,,,,,,,148.68
2019-08-09,,,,,,,,,,,,,,,,,,,,,,,,,147.24
2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,,145.68
2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,,147.98
2019-08-14,,,,,,,,,,,,,,,,,,,,,,,,,144.84
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,,144.04
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,146.28
2019-08-19,,,,,,,,,,,,,,,,,,,,,,,,,148.38
2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,147.72
2019-08-21,,,,,,,,,,,,,,,,,,,,,,,,,148.2
2019-08-22,,,,,,,,,,,,,,,,,,,,,,,,,148.44
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,144.98
2019-08-26,,,,,,,,,,,,,,,,,,,,,,,,,144.56
2019-08-27,,,,,,,,,,,,,,,,,,,,,,,,,144.82
2019-08-28,,,,,,,,,,,,,,,,,,,,,,,,,145.64
2019-08-29,,,,,,,,,,,,,,,,,,,,,,,,,148.58
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,,149.68
2019-09-02,,,,,,,,,,,,,,,,,,,,,,,,,149.18
2019-09-03,,,,,,,,,,,,,,,,,,,,,,,,,148.26
2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,149.4
2019-09-05,,,,,,,,,,,,,,,,,,,,,,,,,153.24
2019-09-06,,,,,,,,,,,,,,,,,,,,,,,,,153.24
2019-09-09,,,,,,,,,,,,,,,,,,,,,,,,,154.38
2019-09-10,,,,,,,,,,,,,,,,,,,,,,,,,155.1
2019-09-11,,,,,,,,,,,,,,,,,,,,,,,,,157.72
2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,,157.34
2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,158.2
2019-09-16,,,,,,,,,,,,,,,,,,,,,,,,,158.76
2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,,157.28
2019-09-18,,,,,,,,,,,,,,,,,,,,,,,,,156.84
2019-09-19,,,,,,,,,,,,,,,,,,,,,,,,,158.3
2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,158.5
2019-09-23,,,,,,,,,,,,,,,,,,,,,,,,,157.38
2019-09-24,,,,,,,,,,,,,,,,,,,,,,,,,156.64
2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,,157.04
2019-09-26,,,,,,,,,,,,,,,,,,,,,,,,,156.64
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,,157.88
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,158.2
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,156.26
2019-10-02,,,,,,,,,,,,,,,,,,,,,,,,,150.8
2019-10-03,,,,,,,,,,,,,,,,,,,,,,,,,150.04
2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,152.42
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,,153.5
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,150.4
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,151.08
2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,152.68
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,155.74
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,,154.78
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,,156.48
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,155.84
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,154.94
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,154.78
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,156.26
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,157.16
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,157.16
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,158.24
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,159.88
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,160.66
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,161.18
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,159.26
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,157.46
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,160.52
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,162.98
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,165.14
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,164.64
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,166.82
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,166.2
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,165.98
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,167.38
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,,166.64
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,166.36
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,,167.58
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,,166.64
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,166.64
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,,,166.22
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,,164.64
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,,165.98
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,,168.02
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,,167.68
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,,168.26
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,168.44
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,167.98
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,165.58
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,,,162.4
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,,164.9
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,164.38
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,,167.72
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,167.2
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,166.4
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,,166.26
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,,168.26
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,167.52
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,,169.38
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,168.68
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,169.6
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,,169.58
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,,171.44
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,171.2
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,171.32
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,,169.98
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,,168.44
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,167.86
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,169.18
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,,168.62
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,167.82
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,,169.04
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,,169.56
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,,170.62
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,170.36
