,EFG FP Equity_DX_SI_QTY,EFG FP Equity_DX_SHORT_INTEREST_VALUE,EFG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EFG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EFG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EFG FP Equity_DX_SI_MV,EFG FP Equity_DX_DSS,EFG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EFG FP Equity_DX_SUPPLY_SI_QTY,EFG FP Equity_DX_BROKER_SI_QTY,EFG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EFG FP Equity_DX_BROKER_SI_MV_NEW_x,EFG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EFG FP Equity_DX_SUPPLY_SI_QTY_INC_x,EFG FP Equity_DX_BROKER_SI_MV_INC_x,EFG FP Equity_DX_SUPPLY_SI_MV_NEW,EFG FP Equity_DX_BROKER_SI_QTY_ADD,EFG FP Equity_DX_BROKER_SI_QTY_NEW,EFG FP Equity_DX_SUPPLY_SI_MV_DEC,EFG FP Equity_DX_BROKER_SI_QTY_INC,EFG FP Equity_DX_SUPPLY_SI_QTY_DEC,EFG FP Equity_DX_BROKER_SI_MV_NEW_y,EFG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EFG FP Equity_DX_BROKER_SI_MV_INC_y,EFG FP Equity_DX_SUPPLY_SI_QTY_INC_y,EFG FP Equity_DX_BROKER_SI_MV_ADD,EFG FP Equity_DX_SUPPLY_SI_QTY_ADD,EFG FP Equity_DX_BROKER_SI_QTY_DEC,EFG FP Equity_DX_SUPPLY_SI_MV,EFG FP Equity_DX_BROKER_SI_MV_DEC,EFG FP Equity_DX_SUPPLY_SI_MV_RMV,EFG FP Equity_DX_BROKER_SI_MV_RMV,EFG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EFG FP Equity_DX_UTILIZATION_QUANTITY,EFG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EFG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EFG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EFG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EFG FP Equity_DX_ACTIVE_UTILIZATION_MV,EFG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EFG FP Equity_DX_BROKER_SI_CON_RATIO,EFG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EFG FP Equity_DX_DEMAND_SUPPLY_RATIO
2019-12-30,34900.0,106794.0,0.19,1.43,0.06,0.11,0.0,0.0,34900.0,0.0,106794.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4133074.68,,4.12,2.52,,1.0,100.0,0.0252
2019-12-31,34900.0,106794.0,0.19,1.42,0.06,0.11,0.0,0.0,34900.0,0.0,106794.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4133074.68,,4.13,2.52,,1.0,100.0,0.0252
2020-01-01,34900.0,106794.0,0.19,1.45,0.06,0.11,0.0,0.0,34900.0,0.0,106794.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4133074.68,,4.13,2.52,,1.0,100.0,0.0252
2020-01-02,34900.0,106096.0,0.19,1.45,0.06,0.11,0.0,0.0,34900.0,0.0,106096.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4106061.12,,4.13,2.52,,1.0,100.0,0.0252
2020-01-03,34900.0,106445.0,0.19,1.47,0.06,0.11,0.0,0.0,34900.0,0.0,106445.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4119567.9,,4.11,2.52,,1.0,100.0,0.0252
2020-01-06,34900.0,106794.0,0.19,1.5,0.06,0.11,0.0,0.0,34900.0,0.0,106794.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4133074.68,,4.12,2.52,,1.0,100.0,0.0252
2020-01-07,34900.0,106445.0,0.19,1.52,0.06,0.11,0.0,0.0,34900.0,0.0,106445.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4119567.9,,4.13,2.52,,1.0,100.0,0.0252
2020-01-08,34900.0,107143.0,0.19,1.56,0.06,0.11,0.0,0.0,34900.0,0.0,107143.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4146581.46,,4.12,2.52,,1.0,100.0,0.0252
2020-01-09,34900.0,106445.0,0.19,1.57,0.06,0.11,0.0,0.0,34900.0,0.0,106445.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4119567.9,,4.15,2.52,,1.0,100.0,0.0252
2020-01-10,34900.0,106445.0,0.19,1.62,0.06,0.11,0.0,0.0,34900.0,0.0,106445.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4119567.9,,4.12,2.52,,1.0,100.0,0.0252
2020-01-13,34900.0,107143.0,0.19,1.64,0.06,0.11,0.0,0.0,34900.0,0.0,107143.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4146581.46,,4.12,2.52,,1.0,100.0,0.0252
2020-01-14,34900.0,107143.0,0.19,1.67,0.06,0.11,0.0,0.0,34900.0,0.0,107143.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4146581.46,,4.15,2.52,,1.0,100.0,0.0252
2020-01-15,34900.0,106096.0,0.19,1.66,0.06,0.11,0.0,0.0,34900.0,0.0,106096.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4106061.12,,4.15,2.52,,1.0,100.0,0.0252
2020-01-16,34900.0,105049.0,0.19,1.73,0.06,0.11,0.0,0.0,34900.0,0.0,105049.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4065540.78,,4.11,2.52,,1.0,100.0,0.0252
2020-01-17,34900.0,105398.0,0.19,1.76,0.06,0.11,0.0,0.0,34900.0,0.0,105398.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4079047.56,,4.07,2.52,,1.0,100.0,0.0252
2020-01-20,34900.0,106096.0,0.19,1.99,0.06,0.11,0.0,0.0,34900.0,0.0,106096.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4106061.12,,4.08,2.52,,1.0,100.0,0.0252
2020-01-21,34900.0,105398.0,0.19,2.0,0.06,0.11,0.0,0.0,34900.0,0.0,105398.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4079047.56,,4.11,2.52,,1.0,100.0,0.0252
2020-01-22,34900.0,105049.0,0.19,1.99,0.06,0.11,0.0,0.0,34900.0,0.0,105049.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4065540.78,,4.08,2.52,,1.0,100.0,0.0252
2020-01-23,34900.0,105398.0,0.19,2.0,0.06,0.11,0.0,0.0,34900.0,0.0,105398.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4079047.56,,4.07,2.52,,1.0,100.0,0.0252
2020-01-24,34900.0,105747.0,0.19,2.19,0.06,0.11,0.0,0.0,34900.0,0.0,105747.0,,,,,,,,,,,,,,,,,,0.11,,,,2.48,2.48,1371278.0,4154972.34,,4.14,2.48,,1.0,100.0,0.0248
2020-01-27,34900.0,104351.0,0.19,2.22,0.06,0.11,0.0,0.0,34900.0,0.0,104351.0,,,,,,,,,,,,,,,,,,0.11,,,,2.48,2.48,1369878.0,4095935.22,,4.15,2.49,,1.0,100.0,0.0248
2020-01-28,34900.0,104002.0,0.19,2.31,0.06,0.1,0.0,0.0,34900.0,0.0,104002.0,,,,,,,,,,,,,,,,,,0.1,,,,2.52,2.52,1350678.0,4025020.44,,4.04,2.52,,1.0,100.0,0.0252
2020-01-29,34900.0,105049.0,0.19,2.31,0.06,0.1,0.0,0.0,34900.0,0.0,105049.0,,,,,,,,,,,,,,,,,,0.1,,,,2.48,2.48,1374078.0,4135974.78,,4.1,2.48,,1.0,100.0,0.0248
2020-01-30,34900.0,105049.0,0.19,2.25,0.06,0.11,0.0,0.0,34900.0,0.0,105049.0,,,,,,,,,,,,,,,,,,0.11,,,,2.48,2.48,1372551.0,4131378.51,,4.13,2.48,,1.0,100.0,0.0248
2020-01-31,34900.0,105398.0,0.19,2.64,0.06,0.11,0.0,0.0,34900.0,0.0,105398.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,1350678.0,4079047.56,,4.08,2.51,,1.0,100.0,0.0252
2020-02-03,34900.0,104002.0,0.19,2.79,0.06,0.11,0.0,0.0,34900.0,0.0,104002.0,,,,,,,,,,,,,,,,,,0.11,,,,2.51,2.51,1353951.0,4034773.98,,4.09,2.51,,1.0,100.0,0.0251
2020-02-04,34900.0,103653.0,0.19,2.94,0.06,0.1,0.0,0.0,34900.0,0.0,103653.0,,,,,,,,,,,,,,,,,,0.1,,,,2.51,2.51,1353951.0,4021234.47,,4.03,2.51,,1.0,100.0,0.0251
2020-02-05,34900.0,104700.0,0.19,3.03,0.06,0.1,0.0,0.0,34900.0,0.0,104700.0,,,,,,,,,,,,,,,,,,0.1,,,,2.51,2.51,1353951.0,4061853.0,,4.02,2.51,,1.0,100.0,0.0251
2020-02-06,34900.0,105049.0,0.19,3.03,0.06,0.1,0.0,0.0,34900.0,0.0,105049.0,,,,,,,,,,,,,,,,,,0.1,,,,2.51,2.51,1353951.0,4075392.51,,4.06,2.51,,1.0,100.0,0.0251
2020-02-07,34900.0,103653.0,0.19,2.93,0.06,0.11,0.0,0.0,34900.0,0.0,103653.0,,,,,,,,,,,,,,,,,,0.11,,,,2.51,2.51,1353951.0,4021234.47,,4.07,2.51,,1.0,100.0,0.0251
2020-02-10,34900.0,103653.0,0.19,2.91,0.06,0.1,0.0,0.0,34900.0,0.0,103653.0,,,,,,,,,,,,,,,,,,0.1,,,,2.48,2.48,1372251.0,4075585.47,,4.08,2.48,,1.0,100.0,0.0248
2020-02-11,34900.0,104002.0,0.19,2.98,0.06,0.1,0.0,0.0,34900.0,0.0,104002.0,,,,,,,,,,,,,,,,,,0.1,,,,2.48,2.48,1372651.0,4090499.98,,4.09,2.47,,1.0,100.0,0.0248
2020-02-12,34900.0,105398.0,0.19,3.0,0.06,0.1,0.0,0.0,34900.0,0.0,105398.0,,,,,,,,,,,,,,,,,,0.1,,,,2.51,2.51,1353951.0,4088932.02,,4.05,2.5,,1.0,100.0,0.0251
2020-02-13,34900.0,105398.0,0.19,2.49,0.06,0.11,0.0,0.0,34900.0,0.0,105398.0,,,,,,,,,,,,,,,,,,0.11,,,,2.51,2.51,1353951.0,4088932.02,,4.09,2.51,,1.0,100.0,0.0251
2020-02-14,34900.0,106445.0,0.19,2.49,0.06,0.11,0.0,0.0,34900.0,0.0,106445.0,,,,,,,,,,,,,,,,,,0.11,,,,2.51,2.51,1353951.0,4129550.55,,4.09,2.51,,1.0,100.0,0.0251
2020-02-17,34900.0,107492.0,0.19,2.27,0.06,0.11,0.0,0.0,34900.0,0.0,107492.0,,,,,,,,,,,,,,,,,,0.11,,,,2.51,2.51,1353951.0,4170169.08,,4.09,2.54,,1.0,100.0,0.0251
2020-02-18,34900.0,106445.0,0.19,2.15,0.06,0.11,0.0,0.0,34900.0,0.0,106445.0,,,,,,,,,,,,,,,,,,0.11,,,,2.51,2.51,1353951.0,4129550.55,,4.17,2.51,,1.0,100.0,0.0251
2020-02-19,34900.0,106794.0,0.19,2.12,0.06,0.11,0.0,0.0,34900.0,0.0,106794.0,,,,,,,,,,,,,,,,,,0.11,,,,2.47,2.47,1377851.0,4216224.06,,4.2,2.47,,1.0,100.0,0.0247
2020-02-20,34900.0,105747.0,0.19,2.12,0.06,0.11,0.0,0.0,34900.0,0.0,105747.0,,,,,,,,,,,,,,,,,,0.11,,,,2.47,2.47,1377651.0,4174282.53,,4.21,2.47,,1.0,100.0,0.0247
2020-02-21,264640.0,807152.0,1.46,15.95,0.45,0.8,0.0,400678.5,133270.0,131370.0,406473.5,,,,,,131370.0,,,,,,,,,0.4,98370.0,,0.4,,,,9.6,9.6,1255581.0,3829522.05,,3.81,9.59,37.08,0.3096,37.33,0.1905
2020-02-24,264640.0,778041.6,1.46,15.55,0.45,0.8,0.0,386227.8,133270.0,131370.0,391813.8,,,,,,,,,,,,,,,,,,0.41,,,,9.6,9.6,1255581.0,3691408.14,,3.83,9.6,36.32,0.3077,37.68,0.1905
2020-02-25,264640.0,783334.4,1.46,15.07,0.45,0.78,0.0,388855.2,133270.0,131370.0,394479.2,,,,,,,,,,,,,,,,,,0.39,,,,9.6,9.6,1255581.0,3716519.76,,3.69,9.59,37.08,0.3096,37.33,0.1905
2020-02-26,264640.0,791273.6,1.46,14.76,0.45,0.79,0.0,392796.3,133270.0,131370.0,398477.3,,,,,,,,,,,,,,,,,,0.39,,,,9.6,9.6,1255581.0,3754187.19,,3.72,9.59,37.03,0.3098,37.41,0.1905
2020-02-27,264640.0,778041.6,1.46,14.6,0.45,0.79,0.0,386227.8,133270.0,131370.0,391813.8,,,,,,,,,,,,,,,,,,0.4,,,,9.41,9.41,1283481.0,3773434.14,,3.84,9.41,36.78,0.3085,37.4,0.1868
2020-02-28,264640.0,764809.6,1.46,14.66,0.45,0.77,0.0,379659.3,133270.0,131370.0,385150.3,,,,,,,,,,,,,,,,,,0.39,,,,9.41,9.41,1282581.0,3706659.09,,3.77,9.42,36.77,0.3085,37.41,0.1869
2020-03-02,264640.0,778041.6,1.46,13.97,0.45,0.77,0.0,386227.8,133270.0,131370.0,391813.8,,,,,,,,,,,,,,,,,,0.39,,,,9.41,9.41,1283181.0,3772552.14,,3.72,9.4,36.98,0.3102,37.54,0.1868
2020-03-03,264640.0,791273.6,1.46,13.76,0.45,0.78,0.0,392796.3,133270.0,131370.0,398477.3,,,,,,,,,,,,,,,,,,0.39,,,,9.41,9.41,1283481.0,3837608.19,,3.73,9.41,36.61,0.3095,37.76,0.1868
2020-03-04,264640.0,796566.4,1.46,13.78,0.45,0.79,0.0,395423.7,133270.0,131370.0,401142.7,,,,,,,,,,,,,,,,,,0.39,,,,9.41,9.41,1283481.0,3863277.81,,3.77,9.42,36.55,0.3086,37.64,0.1868
2020-03-05,264640.0,785980.8,1.46,13.65,0.45,0.78,0.0,390168.9,133270.0,131370.0,395811.9,,,,,,,,,,,,,,,,,,0.39,,,,9.41,9.41,1283481.0,3811938.57,,3.76,9.44,36.61,0.3072,37.3,0.1868
2020-03-06,264640.0,751577.6,1.46,13.52,0.45,0.77,0.0,373090.8,133270.0,131370.0,378486.8,,,,,,,,,,,,,,,,,,0.39,,,,9.42,9.42,1281481.0,3639406.04,,3.75,9.46,36.35,0.3066,37.42,0.1871
2020-03-09,264640.0,666892.8,1.46,13.17,0.45,0.73,0.0,331052.4,133270.0,131370.0,335840.4,,,,,,,,,,,,,,,,,,0.38,,,,9.6,9.6,1255581.0,3164064.12,,3.6,9.64,34.15,0.3063,39.28,0.1905
2020-03-10,264640.0,698649.6,1.46,12.34,0.45,0.72,0.0,346816.8,133270.0,131370.0,351832.8,,,,,,,,,,,,,,,,,,0.37,,,,9.6,9.6,1255581.0,3314733.84,,3.57,9.44,36.3,0.3187,39.78,0.1905
2020-03-11,264640.0,711881.6,1.46,11.8,0.45,0.73,0.0,353385.3,133270.0,131370.0,358496.3,,,,,,,,,,,,,,,,,,0.38,,,,9.6,9.6,1255581.0,3377512.89,,3.57,9.5,36.41,0.3145,38.92,0.1905
2020-03-12,264640.0,682771.2,1.46,11.82,0.45,0.72,0.0,338934.6,133270.0,131370.0,343836.6,,,,,,,,,,,,,,,,,,0.37,,,,9.6,9.6,1255581.0,3239398.98,,3.53,9.57,35.45,0.3106,39.04,0.1905
2020-03-13,264640.0,661600.0,1.46,11.67,0.45,0.67,0.0,328425.0,133270.0,131370.0,333175.0,,,,,,,,,,,,,,,,,,0.34,,,,9.6,9.6,1255581.0,3138952.5,,3.23,9.61,36.44,0.3079,37.6,0.1905
2020-03-16,264640.0,568976.0,1.46,10.86,0.45,0.63,0.0,282445.5,133270.0,131370.0,286530.5,,,,,,,,,,,,,,,,,,0.33,,,,9.6,9.6,1255581.0,2699499.15,,3.11,9.68,33.72,0.3041,39.21,0.1905
2020-03-17,264640.0,590147.2,1.46,10.41,0.45,0.61,0.0,292955.1,133270.0,131370.0,297192.1,,,,,,,,,,,,,,,,,,0.32,,,,9.6,9.6,1255581.0,2799945.63,,3.08,9.44,35.9,0.3191,40.21,0.1905
2020-03-18,264640.0,603379.2,1.46,10.39,0.45,0.61,0.0,299523.6,133270.0,131370.0,303855.6,,,,,,,,,,,,,,,,,,0.32,,,,9.6,9.6,1255581.0,2862724.68,,3.01,9.51,36.52,0.3145,38.82,0.1905
2020-03-19,264640.0,640428.8,1.46,10.65,0.45,0.62,0.0,317915.4,133270.0,131370.0,322513.4,,,,,,,,,,,,,,,,,,0.3,,,,9.6,9.6,1255581.0,3038506.02,,2.88,9.56,36.34,0.3123,38.57,0.1905
2020-03-20,264640.0,632489.6,1.46,10.52,0.45,0.64,0.0,313974.3,133270.0,131370.0,318515.3,,,,,,,,,,,,,,,,,,0.32,,,,9.6,9.6,1255581.0,3000838.59,,3.04,9.59,36.88,0.3087,37.34,0.1905
2020-03-23,264640.0,629843.2,1.46,10.38,0.45,0.63,0.0,312660.6,133270.0,131370.0,317182.6,,,,,,,,,,,,,,,,,,0.32,,,,9.6,9.6,1255581.0,2988282.78,,3.0,9.6,37.07,0.3091,37.23,0.1905
2020-03-24,264640.0,635136.0,1.46,10.45,0.45,0.63,0.0,315288.0,133270.0,131370.0,319848.0,,,,,,,,,,,,,,,,,,0.32,,,,9.6,9.6,1255581.0,3013394.4,,2.99,9.59,37.06,0.3097,37.37,0.1905
2020-03-25,264640.0,608672.0,1.46,10.41,0.45,0.63,0.0,302151.0,133270.0,131370.0,306521.0,,,,,,,,,,,,,,,,,,0.32,,,,9.6,9.6,1255581.0,2887836.3,,3.0,9.62,36.18,0.3075,37.76,0.1905
2020-03-26,264640.0,613964.8,1.46,10.89,0.45,0.61,0.0,304778.4,133270.0,131370.0,309186.4,,,,,,,,,,,,,,,,,,0.31,,,,9.6,9.6,1255581.0,2912947.92,,2.89,9.59,37.05,0.3097,37.37,0.1905
2020-03-27,264640.0,616611.2,1.46,10.76,0.45,0.61,0.0,306092.1,133270.0,131370.0,310519.1,,,,,,,,,,,,,,,,,,0.31,,,,9.6,9.6,1255581.0,2925503.73,,2.91,9.59,37.11,0.3095,37.27,0.1905
2020-03-30,264640.0,624550.4,1.46,10.96,0.45,0.62,0.0,310033.2,133270.0,131370.0,314517.2,,,,,,,,,,,,,,,,,,0.31,,,,9.6,9.6,1255581.0,2963171.16,,2.93,9.59,36.99,0.3099,37.47,0.1905
2020-03-31,264640.0,608672.0,1.46,11.23,0.45,0.62,0.0,302151.0,133270.0,131370.0,306521.0,,,,,,,,,,,,,,,,,,0.31,,,,9.6,9.6,1255581.0,2887836.3,,2.96,9.6,36.57,0.3081,37.53,0.1905
2020-04-01,264640.0,600732.8,1.46,10.96,0.45,0.61,0.0,298209.9,133270.0,131370.0,302522.9,,,,,,,,,,,,,,,,,,0.31,,,,9.6,9.6,1255581.0,2850168.87,,2.96,9.57,36.48,0.3101,38.01,0.1905
2020-04-02,264640.0,600732.8,1.46,10.83,0.45,0.61,0.0,298209.9,133270.0,131370.0,302522.9,,,,,,,,,,,,,,,,,,0.31,,,,9.6,9.6,1255581.0,2850168.87,,2.98,9.55,36.44,0.312,38.41,0.1905
2020-04-03,264640.0,595440.0,1.46,10.75,0.45,0.61,0.0,295582.5,133270.0,131370.0,299857.5,,,,,,,,,,,,,,,,,,0.31,,,,9.6,9.6,1255581.0,2825057.25,,2.97,9.55,36.3,0.3114,38.42,0.1905
2020-04-06,264640.0,603379.2,1.46,10.35,0.45,0.61,0.0,299523.6,133270.0,131370.0,303855.6,,,,,,,,,,,,,,,,,,0.31,,,,9.6,9.6,1255581.0,2862724.68,,2.96,9.54,36.73,0.3126,38.26,0.1905
2020-04-07,264640.0,587500.8,1.46,10.56,0.45,0.61,0.0,291641.4,133270.0,131370.0,295859.4,,,,,,,,,,,,,,,,,,0.31,,,,9.61,9.61,1252918.0,2781477.96,,2.95,9.58,36.0,0.3103,38.48,0.1909
2020-04-08,264640.0,579561.6,1.46,10.52,0.45,0.6,0.0,287700.3,133270.0,131370.0,291861.3,,,,,,,,,,,,,,,,,,0.31,,,,9.63,9.63,1251243.0,2740222.17,,2.96,9.56,35.82,0.3127,39.11,0.1911
2020-04-09,264640.0,582208.0,1.46,10.13,0.45,0.6,0.0,289014.0,133270.0,131370.0,293194.0,,,,,,,,,,,,,,,,,,0.31,,,,9.63,9.63,1251243.0,2752734.6,,2.95,9.54,36.06,0.3141,39.16,0.1911
2020-04-10,264640.0,582208.0,1.46,9.94,0.45,0.6,0.0,289014.0,133270.0,131370.0,293194.0,,,,,,,,,,,,,,,,,,0.31,,,,9.63,9.63,1251243.0,2752734.6,,2.95,9.55,36.04,0.3136,39.09,0.1911
2020-04-13,264640.0,582208.0,1.46,9.94,0.45,0.6,0.0,289014.0,133270.0,131370.0,293194.0,,,,,,,,,,,,,,,,,,0.31,,,,9.63,9.63,1251243.0,2752734.6,,2.92,9.57,36.16,0.3127,38.79,0.1911
2020-04-14,264640.0,584854.4,1.46,9.94,0.45,0.6,0.0,290327.7,133270.0,131370.0,294526.7,,,,,,,,,,,,,,,,,,0.31,,,,9.63,9.63,1251243.0,2765247.03,,2.93,9.55,36.25,0.3133,38.84,0.1911
2020-04-15,264640.0,587500.8,1.46,9.96,0.45,0.59,0.0,291641.4,133270.0,131370.0,295859.4,,,,,,,,,,,,,,,,,,0.29,,,,9.63,9.63,1251243.0,2777759.46,,2.77,9.62,37.11,0.3095,37.28,0.1911
2020-04-16,264640.0,579561.6,1.46,9.73,0.45,0.58,0.0,287700.3,133270.0,131370.0,291861.3,,,,,,,,,,,,,,,,,,0.3,,,,9.63,9.63,1251243.0,2740222.17,,2.78,9.63,36.85,0.3087,37.36,0.1911
2020-04-17,264640.0,582208.0,1.46,9.47,0.45,0.58,0.0,289014.0,133270.0,131370.0,293194.0,,,,,,,,,,,,,,,,,,0.29,,,,9.63,9.63,1251243.0,2752734.6,,2.74,9.63,37.11,0.3095,37.28,0.1911
2020-04-20,264640.0,582208.0,1.46,9.26,0.45,0.58,0.0,289014.0,133270.0,131370.0,293194.0,,,,,,,,,,,,,,,,,,0.29,,,,9.63,9.63,1251243.0,2752734.6,,2.75,9.61,37.21,0.3097,37.21,0.1911
2020-04-21,264640.0,584854.4,1.46,9.15,0.45,0.58,0.0,290327.7,133270.0,131370.0,294526.7,,,,,,,,,,,,,,,,,,0.29,,,,9.63,9.63,1251243.0,2765247.03,,2.75,9.62,37.11,0.3095,37.28,0.1911
2020-04-22,264640.0,579561.6,1.46,9.26,0.45,0.58,0.0,287700.3,133270.0,131370.0,291861.3,,,,,,,,,,,,,,,,,,0.29,,,,9.63,9.63,1251243.0,2740222.17,,2.76,9.63,36.96,0.3089,37.3,0.1911
2020-04-23,264640.0,582208.0,1.46,9.66,0.45,0.58,0.0,289014.0,133270.0,131370.0,293194.0,,,,,,,,,,,,,,,,,,0.29,,,,9.63,9.63,1251243.0,2752734.6,,2.74,9.62,37.11,0.3095,37.28,0.1911
2020-04-24,264640.0,576915.2,1.46,10.03,0.45,0.58,0.0,286386.6,133270.0,131370.0,290528.6,,,,,,,,,,,,,,,,,,0.29,,,,9.63,9.63,1251243.0,2727709.74,,2.75,9.63,36.96,0.3089,37.3,0.1911
2020-04-27,264640.0,576915.2,1.46,10.1,0.45,0.58,0.0,286386.6,133270.0,131370.0,290528.6,,,,,,,,,,,,,,,,,,0.29,,,,9.63,9.63,1251243.0,2727709.74,,2.73,9.63,37.17,0.3093,37.17,0.1911
2020-04-28,264640.0,566329.6,1.46,10.21,0.45,0.57,0.0,281131.8,133270.0,131370.0,285197.8,,,,,,,,,,,,,,,,,,0.29,,,,9.63,9.63,1251243.0,2677660.02,,2.73,9.63,36.74,0.3085,37.43,0.1911
2020-04-29,264640.0,584854.4,1.46,10.63,0.45,0.57,0.0,290327.7,133270.0,131370.0,294526.7,,,,,,,,,,,,,,,,,,0.29,,,,9.63,9.63,1251243.0,2765247.03,,2.68,9.62,36.72,0.3109,37.93,0.1911
2020-04-30,264640.0,579561.6,1.46,10.88,0.45,0.58,0.0,287700.3,133270.0,131370.0,291861.3,,,,,,,,,,,,,,,,,,0.29,,,,9.63,9.63,1251243.0,2740222.17,,2.76,9.63,36.96,0.3089,37.3,0.1911
2020-05-01,264640.0,579561.6,1.46,10.99,0.45,0.58,0.0,287700.3,133270.0,131370.0,291861.3,,,,,,,,,,,,,,,,,,0.29,,,,9.63,9.63,1251243.0,2740222.17,,2.74,9.63,37.17,0.3093,37.17,0.1911
2020-05-04,264640.0,568976.0,1.46,10.99,0.45,0.58,0.0,282445.5,133270.0,131370.0,286530.5,,,,,,,,,,,,,,,,,,0.29,,,,9.63,9.63,1251243.0,2690172.45,,2.74,9.63,36.74,0.3085,37.43,0.1911
2020-05-05,264640.0,574268.8,1.46,10.66,0.45,0.57,0.0,285072.9,133270.0,131370.0,289195.9,,,,,,,,,,,,,,,,,,0.29,,,,9.68,9.68,1243243.0,2697837.31,,2.67,9.68,37.04,0.3097,37.39,0.1923
2020-05-06,264640.0,566329.6,1.46,10.86,0.45,0.57,0.0,281131.8,133270.0,131370.0,285197.8,,,,,,,,,,,,,,,,,,0.29,,,,9.79,9.79,1228243.0,2628440.02,,2.66,9.79,36.85,0.3087,37.36,0.1944
2020-05-07,264640.0,568976.0,1.46,10.98,0.45,0.57,0.0,282445.5,133270.0,131370.0,286530.5,,,,,,,,,,,,,,,,,,0.29,,,,9.86,9.86,1218243.0,2619222.45,,2.61,9.86,37.11,0.3095,37.28,0.1958
2020-05-08,264640.0,561036.8,1.46,10.78,0.45,0.57,0.0,278504.4,133270.0,131370.0,282532.4,,,,,,,,,,,,,,,,,,0.29,,,,9.95,9.95,1206243.0,2557235.16,,2.59,9.95,36.84,0.3086,37.37,0.1976
2020-05-11,264640.0,555744.0,1.46,10.81,0.45,0.56,0.0,275877.0,133270.0,131370.0,279867.0,,,,,,,,,,,,,,,,,,0.28,,,,8.81,8.81,1379232.0,2896387.2,,2.93,8.81,36.95,0.3088,37.3,0.175
2020-05-12,264640.0,550451.2,1.46,10.9,0.45,0.55,0.0,273249.6,133270.0,131370.0,277201.6,,,,,,,,,,,,,,,,,,0.28,,,,8.89,8.89,1365232.0,2839682.56,,2.87,8.9,36.95,0.3088,37.3,0.1766
2020-05-13,264640.0,550451.2,1.46,10.92,0.45,0.55,0.0,273249.6,133270.0,131370.0,277201.6,,,,,,,,,,,,,,,,,,0.28,,,,8.95,8.95,1355232.0,2818882.56,,2.82,8.95,37.17,0.3093,37.17,0.1778
2020-05-14,264640.0,545158.4,1.46,11.09,0.45,0.55,0.0,270622.2,133270.0,131370.0,274536.2,,,,,,,,,,,,,,,,,,0.28,,,,8.98,8.98,1350232.0,2781477.92,,2.81,8.98,36.95,0.3088,37.3,0.1784
2020-05-15,264640.0,547804.8,1.46,11.13,0.45,0.55,0.0,271935.9,133270.0,131370.0,275868.9,,,,,,,,,,,,,,,,,,0.27,,,,9.01,9.01,1345232.0,2784630.24,,2.77,9.01,37.1,0.3095,37.28,0.179
2020-05-18,264640.0,550451.2,1.46,11.44,0.45,0.55,0.0,273249.6,133270.0,131370.0,277201.6,,,,,,,,,,,,,,,,,,0.28,,,,9.12,9.12,1327232.0,2760642.56,,2.74,9.13,37.1,0.3095,37.28,0.1812
