,ALTOU FP Equity_DX_SI_QTY,ALTOU FP Equity_DX_SHORT_INTEREST_VALUE,ALTOU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTOU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTOU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTOU FP Equity_DX_SI_MV,ALTOU FP Equity_DX_DSS,ALTOU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTOU FP Equity_DX_SUPPLY_SI_QTY,ALTOU FP Equity_DX_BROKER_SI_QTY,ALTOU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTOU FP Equity_DX_BROKER_SI_MV_NEW_x,ALTOU FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALTOU FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALTOU FP Equity_DX_BROKER_SI_MV_INC_x,ALTOU FP Equity_DX_SUPPLY_SI_MV_NEW,ALTOU FP Equity_DX_BROKER_SI_QTY_ADD,ALTOU FP Equity_DX_BROKER_SI_QTY_NEW,ALTOU FP Equity_DX_SUPPLY_SI_MV_DEC,ALTOU FP Equity_DX_BROKER_SI_QTY_INC,ALTOU FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTOU FP Equity_DX_BROKER_SI_MV_NEW_y,ALTOU FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALTOU FP Equity_DX_BROKER_SI_MV_INC_y,ALTOU FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALTOU FP Equity_DX_BROKER_SI_MV_ADD,ALTOU FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTOU FP Equity_DX_BROKER_SI_QTY_DEC,ALTOU FP Equity_DX_SUPPLY_SI_MV,ALTOU FP Equity_DX_BROKER_SI_MV_DEC,ALTOU FP Equity_DX_SUPPLY_SI_MV_RMV,ALTOU FP Equity_DX_BROKER_SI_MV_RMV,ALTOU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTOU FP Equity_DX_UTILIZATION_QUANTITY,ALTOU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTOU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTOU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALTOU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTOU FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTOU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALTOU FP Equity_DX_BROKER_SI_CON_RATIO,ALTOU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTOU FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-08-31,29445.0,811673.48,1.36,6.23,0.76,1.09,0.0,638009.26,7300.0,23145.0,201229.97,,,,0.0,,,,,8.0,,,,0.0,,,,,0.27,,,,100.0,10.54,0.0,0.0,,0.0,100.0,21.33,0.3958,56.01,0.4252
2007-09-03,29311.0,831064.8,1.35,6.41,0.75,1.1,0.0,652438.75,7300.0,23011.0,206979.4,,,,,,,,,,,,,,,,,134.0,0.28,0.0,,,100.0,10.54,0.0,0.0,,0.0,100.0,21.63,0.3947,55.83,0.4233
2007-09-04,30003.0,848209.77,1.39,6.79,0.77,1.12,0.0,672930.62,7200.0,23803.0,203549.99,,,,0.03,,,,0.0,792.0,100.0,,,0.03,,,,,0.27,,,,100.0,10.41,0.0,0.0,,0.0,100.0,20.76,0.4047,57.18,0.4339
2007-09-05,29962.0,831543.51,1.38,6.71,0.77,1.11,0.0,659473.23,7200.0,23762.0,199823.55,,,,0.0,,,,,108.0,,,,0.0,,,,150.0,0.27,0.01,,,100.0,10.41,0.0,0.0,,0.0,100.0,20.62,0.4097,57.61,0.4333
2007-09-06,28478.0,806378.42,1.32,6.31,0.73,1.07,0.0,659136.06,6200.0,23278.0,175558.19,,,,,,,,0.03,,1000.0,,,,,,,484.0,0.23,0.01,,,100.0,9.1,0.0,0.0,,0.0,100.0,19.3,0.4195,58.93,0.4179
2007-09-07,28841.0,811248.74,1.33,6.52,0.74,1.08,0.0,664981.5,6200.0,23641.0,174395.55,,,,0.01,,,,,363.0,,,,0.01,,,,,0.23,,,,100.0,9.1,0.0,0.0,,0.0,100.0,19.08,0.4238,59.44,0.4232
2007-09-10,28975.0,793284.12,1.34,6.73,0.74,1.07,0.0,650917.34,6200.0,23775.0,169745.01,,,,0.0,,,,,134.0,,,,0.0,,,,,0.23,,,,100.0,8.97,0.0,0.0,,0.0,100.0,19.26,0.4249,59.6,0.419
2007-09-11,28350.0,791696.19,1.31,6.52,0.73,1.06,0.0,646482.07,6200.0,23150.0,173139.91,,,,,,,,,,,,,,,,,625.0,0.23,0.02,,,100.0,8.97,0.0,0.0,,0.0,100.0,19.5,0.4177,58.73,0.41
2007-09-12,28871.0,795417.62,1.33,6.37,0.74,1.06,0.0,652153.74,6200.0,23671.0,170814.63,,,,0.01,,,,,521.0,,,,0.01,,,,,0.23,,,,100.0,8.78,0.0,0.0,,0.0,100.0,19.22,0.4238,59.46,0.4087
2007-09-13,28611.0,790185.9,1.32,6.45,0.74,1.06,0.0,646570.97,6200.0,23411.0,171233.18,,,,,,,,,,,,,,,,,260.0,0.23,0.01,,,100.0,8.78,0.0,0.0,,0.0,100.0,19.34,0.4208,59.1,0.405
2007-09-14,28745.0,790221.32,1.33,6.54,0.74,1.06,0.0,647269.48,6200.0,23545.0,170442.59,,,,0.0,,,,,135.0,,,,0.0,,,,,0.23,,,,100.0,8.78,0.0,0.0,,0.0,100.0,19.22,0.4222,59.29,0.4069
2007-09-17,28603.0,782026.68,1.32,6.72,0.74,1.05,0.0,639854.93,6200.0,23403.0,169512.48,,,,,,,,,,,,,,,,,142.0,0.23,0.0,,,100.0,8.8,0.0,0.0,,0.0,100.0,19.53,0.4205,59.07,0.406
2007-09-18,28519.0,776521.3,1.32,6.78,0.73,1.05,0.0,634934.61,6200.0,23319.0,168814.9,,,,,,,,,,,,,,,,,85.0,0.23,0.0,,,100.0,8.8,0.0,0.0,,0.0,100.0,19.61,0.4196,58.95,0.4048
2007-09-19,28193.0,790906.87,1.3,6.65,0.72,1.05,0.0,645029.67,6200.0,22993.0,173930.5,,,,,,,,,,,,,,,,,325.0,0.23,0.0,,,100.0,8.8,0.0,0.0,,0.0,100.0,19.53,0.4156,58.5,0.4001
2007-09-20,28770.0,800619.61,1.33,6.4,0.74,1.07,0.0,655912.56,6200.0,23570.0,172535.34,,,,0.02,,,,,577.0,,,,0.02,,,,,0.23,,,,100.0,8.8,0.0,0.0,,0.0,100.0,19.17,0.4224,59.33,0.4083
2007-09-21,28611.0,815724.23,1.32,6.52,0.74,1.08,0.0,667467.75,6200.0,23411.0,176767.33,,,,,,,,,,,,,,,,,160.0,0.24,0.0,,,100.0,8.8,0.0,0.0,,0.0,100.0,19.1,0.4207,59.12,0.4061
2007-09-24,28591.0,817084.13,1.32,6.51,0.73,1.08,0.0,668476.61,6200.0,23391.0,177185.88,,,,,,,,,,,,,,,,,19.0,0.24,0.0,,,100.0,8.8,0.0,0.0,,0.0,100.0,19.05,0.4203,59.09,0.4058
2007-09-25,28416.0,820608.72,1.31,6.48,0.73,1.08,0.0,670441.02,6200.0,23216.0,179046.1,,,,,,,,,,,,,,,,,175.0,0.24,0.0,,,100.0,9.12,0.0,0.0,,0.0,100.0,19.08,0.4183,58.85,0.4181
2007-09-26,28611.0,856285.1,1.32,6.88,0.74,1.11,0.0,700656.76,6200.0,23411.0,185556.87,,,,0.02,,,,,195.0,,,,0.02,,,,,0.25,,,,100.0,9.12,0.0,0.0,,0.0,100.0,18.74,0.4211,59.17,0.421
2007-09-27,29209.0,856654.89,1.35,6.89,0.75,1.13,0.0,704146.92,6200.0,24009.0,181836.43,,,,0.02,,,,,597.0,,,,0.02,,,,,0.25,,,,100.0,9.12,0.0,0.0,,0.0,100.0,18.31,0.4279,60.0,0.4298
2007-09-28,29030.0,853582.61,1.34,6.76,0.75,1.11,0.0,700684.58,6200.0,23830.0,182301.49,,,,,,,,,,,,,,,,,178.0,0.24,0.01,,,100.0,9.17,0.0,0.0,,0.0,100.0,18.52,0.4256,59.73,0.4294
2007-10-01,29031.0,869508.35,1.34,6.6,0.75,1.12,0.0,713763.0,6200.0,23831.0,185696.39,,,,0.0,,,,,1.0,,,,0.0,,,,,0.24,,,,100.0,9.17,0.0,0.0,,0.0,100.0,18.47,0.4254,59.73,0.4294
2007-10-02,28910.0,867402.23,1.34,6.86,0.74,1.12,0.0,711383.85,6200.0,23710.0,186021.92,,,,,,,,,,,,,,,,,120.0,0.25,0.0,,,100.0,9.17,0.0,0.0,,0.0,100.0,18.51,0.4242,59.59,0.4276
2007-10-03,28242.0,853715.07,1.3,6.54,0.73,1.1,0.0,696526.54,6200.0,23042.0,187417.09,,,,,,,,,,,,,,,,,668.0,0.25,0.03,,,100.0,6.57,0.0,0.0,,0.0,100.0,18.93,0.4161,58.63,0.2993
2007-10-04,28299.0,855438.1,1.31,6.75,0.73,1.11,0.0,698249.57,6200.0,23099.0,187417.09,,,,0.0,,,,,57.0,,,,0.0,,,,,0.25,,,,100.0,6.59,0.0,0.0,,0.0,100.0,18.96,0.4169,58.72,0.3007
2007-10-05,28299.0,857136.24,1.31,6.53,0.73,1.11,0.0,699635.68,6200.0,23099.0,187789.13,,,,,,,,,,,,,,,,,,0.25,,,,100.0,6.88,0.0,0.0,,0.0,100.0,18.96,0.4169,58.72,0.3141
2007-10-08,28183.0,862501.46,1.3,6.62,0.72,1.11,0.0,703362.7,6200.0,22983.0,189742.36,,,,,,,,,,,,,,,,,116.0,0.25,0.0,,,100.0,6.88,0.0,0.0,,0.0,100.0,19.15,0.4156,58.56,0.3129
2007-10-09,28208.0,863266.55,1.3,6.62,0.72,1.11,0.0,704127.79,6200.0,23008.0,189742.36,,,,0.0,,,,,26.0,,,,0.0,,,,,0.25,,,,100.0,6.88,0.0,0.0,,0.0,100.0,19.13,0.4159,58.6,0.3131
2007-10-10,27000.0,826297.39,1.25,6.13,0.69,1.06,0.0,667158.63,6200.0,21800.0,189742.36,,,,,,,,,,,,,,,,,1208.0,0.25,0.05,,,100.0,6.88,0.0,0.0,,0.0,100.0,19.97,0.4011,56.74,0.2997
2007-10-11,26934.0,826701.9,1.24,6.07,0.69,1.06,0.0,667095.09,6200.0,21734.0,190300.43,,,,,,,,,,,,,,,,,66.0,0.25,0.0,,,100.0,6.88,0.0,0.0,,0.0,100.0,20.1,0.4004,56.64,0.299
2007-10-12,27027.0,827731.87,1.25,6.08,0.69,1.06,0.0,668476.1,6200.0,21827.0,189881.88,,,,0.0,,,,,93.0,,,,0.0,,,,,0.25,,,,100.0,6.88,0.0,0.0,,0.0,100.0,19.97,0.4015,56.79,0.3
2007-10-15,26855.0,833744.6,1.24,6.05,0.69,1.06,0.0,672304.58,6200.0,21655.0,192486.19,,,,,,,,,,,,,,,,,172.0,0.26,0.0,,,100.0,6.86,0.0,0.0,,0.0,100.0,20.23,0.3994,56.52,0.297
2007-10-16,27736.0,849237.73,1.28,6.23,0.71,1.09,0.0,690020.97,6200.0,22536.0,189835.37,,,,0.01,,544.0,,,337.0,,,,0.01,,0.02,,,0.25,,,,6.86,6.86,84209.0,2578362.43,,3.15,7.43,19.44,0.388,55.93,0.3068
2007-10-17,27482.0,844552.7,1.27,6.29,0.71,1.08,0.0,684750.86,6200.0,22282.0,190532.96,,,,,,,,,,,,,,,,,254.0,0.25,0.01,,,6.86,6.86,84209.0,2587837.06,,3.16,7.44,19.65,0.3848,55.52,0.304
2007-10-18,27558.0,847508.39,1.27,6.41,0.71,1.09,0.0,687589.54,6200.0,22358.0,190672.47,,,,0.0,,,,,76.0,,,,0.0,,,,,0.25,,,,6.86,6.86,84209.0,2589731.98,,3.15,7.45,19.62,0.3858,55.65,0.3048
2007-10-19,27707.0,839205.41,1.28,6.14,0.71,1.08,0.0,681704.84,6200.0,22507.0,187789.13,,,,0.0,,,,,149.0,,,,0.0,,,,,0.25,,,,6.86,6.86,84209.0,2550570.18,,3.14,7.36,19.33,0.3875,55.87,0.3065
2007-10-22,27496.0,830752.07,1.27,6.21,0.71,1.07,0.0,673641.56,6200.0,22296.0,187324.08,,,,,,,,,,,,,,,,,211.0,0.25,0.01,,,6.86,6.86,84209.0,2544253.76,,3.13,7.37,19.48,0.3849,55.53,0.3041
2007-10-23,27489.0,824767.21,1.27,6.17,0.71,1.07,0.0,668748.82,6200.0,22289.0,186021.92,,,,,,,,,,,,,,,,,7.0,0.25,0.0,,,6.86,6.86,84209.0,2526567.79,,3.12,7.35,19.41,0.3848,55.51,0.3041
2007-10-24,27524.0,813430.07,1.27,6.38,0.71,1.06,0.0,659751.96,6200.0,22324.0,183231.6,,,,0.0,,,,,35.0,,,,0.0,,,,,0.24,,,,6.86,6.86,84209.0,2488669.27,,3.1,7.29,19.41,0.3851,55.55,0.3044
2007-10-25,27305.0,815150.33,1.26,6.41,0.7,1.05,0.0,659912.03,6200.0,22105.0,185091.82,,,,,,,,,,,,,,,,,219.0,0.24,0.01,,,6.86,6.86,84209.0,2513934.95,,3.09,7.29,19.58,0.3822,55.19,0.302
2007-10-26,22800.0,687501.03,1.05,4.93,0.59,0.88,0.0,687501.03,1000.0,22800.0,30153.55,,,,0.03,,,,,695.0,,,,0.03,,,,,0.04,,0.2,,1.17,1.17,84209.0,2539200.63,5200.0,3.1,1.28,24.69,0.5139,67.04,0.2676
2007-10-29,22835.0,710651.87,1.05,4.88,0.59,0.88,0.0,710651.87,1000.0,22835.0,31121.17,,,,0.01,,,,,35.0,,,,0.01,,,,,0.04,,,,1.17,1.17,84209.0,2620682.44,,3.16,1.29,24.49,0.5146,67.17,0.268
2007-10-30,23328.0,722145.03,1.08,4.79,0.6,0.9,0.0,722145.03,1000.0,23328.0,30956.15,,,,0.02,,,,,493.0,,,,0.02,,,,,0.04,,,,1.17,1.17,84209.0,2606786.31,,3.18,1.28,23.97,0.5212,67.85,0.2738
2007-10-31,22546.0,695907.95,1.04,4.63,0.58,0.87,0.0,695907.95,1000.0,22546.0,30866.14,,,,0.0,,,,,12.0,,,,0.0,,,,,0.04,,,0.03,100.0,1.09,0.0,0.0,,0.0,100.0,24.95,0.5583,70.27,0.2446
2007-11-01,23572.0,720150.55,1.09,5.12,0.61,0.91,0.0,720150.55,1000.0,23572.0,30551.1,0.05,,,,,,1175.0,,,,0.05,,,,,,149.0,0.04,0.0,,,1.07,1.07,92443.0,2824235.41,,3.53,1.16,23.71,0.504,66.56,0.2523
2007-11-02,9755.0,297147.94,0.45,2.2,0.25,0.38,0.0,297147.94,1000.0,9755.0,30461.09,,,,,,,,,,,,,,,,,13817.0,0.04,0.54,,,1.07,1.07,92443.0,2815914.56,,3.51,1.16,18.88,0.3949,57.56,0.1044
2007-11-05,9750.0,296191.16,0.45,2.47,0.25,0.38,0.0,296191.16,1000.0,9750.0,30378.58,,,,,,,,,,,,,,,,,5.0,0.04,0.0,,,1.09,1.09,90973.0,2763630.6,,3.45,1.18,18.84,0.3952,57.6,0.106
2007-11-06,9745.0,299694.07,0.45,2.52,0.25,0.38,0.0,299694.07,1000.0,9745.0,30753.62,,,,,,,,,,,,,,,,,6.0,0.04,0.0,,,1.09,1.09,90417.0,2780650.48,,3.42,1.18,18.78,0.395,57.58,0.1066
2007-11-07,9765.0,300309.15,0.45,2.59,0.25,0.38,0.0,300309.15,1000.0,9765.0,30753.62,,,,0.0,,,,,20.0,,,,0.0,,,,,0.04,,,,1.08,1.08,91602.0,2817093.53,,3.47,1.17,18.96,0.3935,57.4,0.1055
2007-11-08,8798.0,270372.41,0.41,2.45,0.23,0.34,0.0,270372.41,0.0,8798.0,0.0,,,,0.0,,,,0.04,33.0,1000.0,,,0.0,,,,1000.0,0.0,0.04,,,0.0,0.0,92602.0,2845763.36,,3.51,0.0,21.29,0.4812,64.46,0.095
2007-11-09,8795.0,266651.85,0.41,2.55,0.23,0.34,0.0,266651.85,0.0,8795.0,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,0.0,0.0,92602.0,2807560.54,,3.48,0.0,21.26,0.4808,64.43,0.095
2007-11-12,8773.0,261181.06,0.41,2.68,0.23,0.33,0.0,261181.06,0.0,8773.0,0.0,,,,,,,,,,,,,,,,,22.0,0.0,0.0,,,0.0,0.0,92602.0,2756854.96,,3.43,0.0,21.06,0.4832,64.69,0.0947
2007-11-13,8739.0,261414.3,0.4,2.62,0.22,0.33,0.0,261414.3,0.0,8739.0,0.0,,,,,,,,,,,,,,,,,34.0,0.0,0.0,,,0.0,0.0,92602.0,2770052.3,,3.43,0.0,20.76,0.4851,64.93,0.0944
2007-11-14,8747.0,264081.19,0.4,2.63,0.22,0.33,0.0,264081.19,0.0,8747.0,0.0,,,,0.0,,,,,8.0,,,,0.0,,,,,0.0,,,,0.0,0.0,95133.0,2872165.96,,3.52,0.0,20.83,0.4845,64.85,0.0919
2007-11-15,8764.0,262950.99,0.4,2.67,0.23,0.33,0.0,262950.99,0.0,8764.0,0.0,,,,0.0,,,,,17.0,,,,0.0,,,,,0.0,,,,0.0,0.0,95133.0,2854326.42,,3.52,0.0,20.98,0.4834,64.73,0.0921
2007-11-16,8753.0,262620.95,0.4,2.8,0.22,0.33,0.0,262620.95,0.0,8753.0,0.0,,,,,,,,,,,,,,,,,11.0,0.0,0.0,,,0.0,0.0,95133.0,2854326.42,,3.52,0.0,20.88,0.4841,64.81,0.092
2007-11-19,8753.0,269186.48,0.4,2.78,0.22,0.33,0.0,269186.48,0.0,8753.0,0.0,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,,,,0.0,0.0,95133.0,2925684.58,,3.54,0.0,20.88,0.4841,64.81,0.092
2007-11-20,8798.0,266610.82,0.41,1.86,0.23,0.34,0.0,266610.82,0.0,8798.0,0.0,,,,0.0,,,,,46.0,,,,0.0,,,,,0.0,,,,0.0,0.0,95133.0,2882869.68,,3.53,0.0,21.29,0.4813,64.48,0.0925
2007-11-21,8770.0,253987.21,0.41,1.82,0.23,0.33,0.0,253987.21,0.0,8770.0,0.0,,,,,,,,,,,,,,,,,28.0,0.0,0.0,,,0.0,0.0,95133.0,2755138.57,,3.51,0.0,21.04,0.4827,64.65,0.0922
2007-11-22,8769.0,253432.05,0.41,1.85,0.23,0.33,0.0,253432.05,0.0,8769.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,0.0,0.0,104618.0,3023555.02,,3.85,0.0,21.03,0.4828,64.66,0.0838
2007-11-23,10445.0,301478.23,0.48,2.22,0.27,0.4,0.0,250678.65,1760.0,8685.0,50799.59,,1760.0,,,0.07,,,,,,,1760.0,,,,,85.0,0.07,0.0,,,100.0,1.59,0.0,0.0,,0.0,100.0,16.97,0.366,54.28,0.0943
2007-11-26,10447.0,302397.94,0.48,2.18,0.27,0.4,0.0,251453.13,1760.0,8687.0,50944.8,,,,0.0,,,,,3.0,,,,0.0,,,,,0.07,,,,100.0,1.59,0.0,0.0,,0.0,100.0,16.99,0.3658,54.25,0.0943
2007-11-27,10446.0,301272.03,0.48,2.2,0.27,0.4,0.0,250512.05,1760.0,8686.0,50759.98,,,,,,,,,,,,,,,,,1.0,0.07,0.0,,,100.0,1.59,0.0,0.0,,0.0,100.0,17.02,0.3657,54.23,0.0943
2007-11-28,8684.0,247523.17,0.4,1.87,0.22,0.33,0.0,247523.17,0.0,8684.0,0.0,,,,,,,,0.07,,1760.0,,,,,,,2.0,0.0,0.0,,,0.0,0.0,138597.0,3950480.11,,5.04,0.0,20.26,0.4894,65.41,0.0627
2007-11-29,10419.0,296194.99,0.48,2.28,0.27,0.4,0.0,246161.09,1760.0,8659.0,50033.9,,,,,,,,,,,,,,,,1760.0,25.0,0.07,0.0,,,100.0,1.27,0.0,0.0,,0.0,100.0,17.1,0.3667,54.37,0.0752
2007-11-30,11660.0,341095.2,0.54,2.4,0.3,0.44,0.0,341095.2,0.0,11660.0,0.0,,,,0.11,,,,0.07,3001.0,1760.0,,,0.11,,,,,0.0,,,,0.0,0.0,138597.0,4054440.12,,5.09,0.0,14.88,0.5873,74.41,0.0841
2007-12-03,11711.0,353743.17,0.54,2.31,0.3,0.45,0.0,353743.17,0.0,11711.0,0.0,,,,0.0,,,,,50.0,,,,0.0,,,,,0.0,,,,0.0,0.0,138597.0,4186469.32,,5.17,0.0,15.25,0.5835,74.09,0.0845
2007-12-04,11767.0,353934.24,0.54,2.33,0.3,0.45,0.0,353934.24,0.0,11767.0,0.0,,,,0.0,,,,,57.0,,,,0.0,,,,,0.0,,,,0.0,0.0,138597.0,4168796.12,,5.15,0.0,15.66,0.5786,73.67,0.0849
2007-12-05,11760.0,356193.58,0.54,2.05,0.3,0.45,0.0,356193.58,0.0,11760.0,0.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,0.0,0.0,155047.0,4696151.89,,5.95,0.0,15.6,0.5793,73.72,0.0758
2007-12-06,11772.0,355497.44,0.54,2.06,0.3,0.45,0.0,355497.44,0.0,11772.0,0.0,,,,0.0,,,,,12.0,,,,0.0,,,,,0.0,,,,0.0,0.0,155047.0,4682196.02,,5.94,0.0,15.69,0.5782,73.63,0.0759
2007-12-07,11767.0,357464.76,0.54,2.17,0.3,0.45,0.0,357464.76,0.0,11767.0,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,0.0,0.0,155047.0,4710107.77,,5.95,0.0,15.65,0.5787,73.67,0.0759
2007-12-10,11777.0,353351.65,0.54,2.21,0.3,0.45,0.0,353351.65,0.0,11777.0,0.0,,,,0.0,,,,,11.0,,,,0.0,,,,,0.0,,,,0.0,0.0,155047.0,4651958.29,,5.94,0.0,15.73,0.5777,73.59,0.076
2007-12-11,11755.0,350928.11,0.54,2.2,0.3,0.45,0.0,350928.11,0.0,11755.0,0.0,,,,,,,,,,,,,,,,,22.0,0.0,0.0,,,0.0,0.0,155377.0,4638550.16,,5.93,0.0,15.57,0.5796,73.76,0.0757
2007-12-12,11746.0,349425.95,0.54,2.17,0.3,0.45,0.0,349425.95,0.0,11746.0,0.0,,,,,,,,,,,,,,,,,9.0,0.0,0.0,,,0.0,0.0,155377.0,4622233.65,,5.92,0.0,15.5,0.5804,73.82,0.0756
2007-12-13,10968.0,328502.9,0.51,1.98,0.28,0.42,0.0,328502.9,0.0,10968.0,0.0,,,,,,,,,,,,,,,,,779.0,0.0,0.03,,,0.0,0.0,155377.0,4653701.2,,5.94,0.0,11.45,0.6469,79.04,0.0706
2007-12-14,10925.0,328198.37,0.5,1.88,0.28,0.42,0.0,328198.37,0.0,10925.0,0.0,,,,,,,,,,,,,,,,,43.0,0.0,0.0,,,0.0,0.0,153601.0,4614333.89,,5.89,0.0,11.43,0.6464,79.0,0.0711
2007-12-17,10925.0,304023.96,0.5,1.81,0.28,0.42,0.0,304023.96,0.0,10925.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,153601.0,4274451.62,,5.77,0.0,11.43,0.6459,78.97,0.0711
2007-12-18,10925.0,315988.24,0.5,1.54,0.28,0.41,0.0,315988.24,0.0,10925.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,153340.0,4435115.53,,5.77,0.0,11.36,0.6558,79.68,0.0712
2007-12-19,10925.0,322625.96,0.5,1.42,0.28,0.42,0.0,322625.96,0.0,10925.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,193559.0,5715987.07,,7.2,0.0,11.39,0.6509,79.33,0.0564
2007-12-20,11925.0,347505.65,0.55,1.53,0.31,0.46,0.0,318364.71,1000.0,10925.0,29140.93,,,,,,,,,,,,,,,,1000.0,,0.04,,,,100.0,0.52,0.0,0.0,,0.0,100.0,10.44,0.5495,72.38,0.0616
2007-12-21,11925.0,347058.41,0.55,1.49,0.31,0.45,0.0,317954.97,1000.0,10925.0,29103.43,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.52,0.0,0.0,,0.0,100.0,10.43,0.551,72.5,0.0616
2007-12-24,11925.0,346163.92,0.55,1.48,0.31,0.45,0.0,317135.5,1000.0,10925.0,29028.42,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.52,0.0,0.0,,0.0,100.0,10.38,0.5522,72.59,0.0616
2007-12-25,11925.0,346163.92,0.55,1.48,0.31,0.45,0.0,317135.5,1000.0,10925.0,29028.42,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.53,0.0,0.0,,0.0,100.0,10.37,0.552,72.57,0.0627
2007-12-26,11925.0,346163.92,0.55,1.48,0.31,0.45,0.0,317135.5,1000.0,10925.0,29028.42,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.51,0.0,0.0,,0.0,100.0,10.43,0.5516,72.54,0.0609
2007-12-27,11925.0,346342.82,0.55,1.48,0.31,0.45,0.0,317299.4,1000.0,10925.0,29043.42,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.51,0.0,0.0,,0.0,100.0,10.43,0.5519,72.56,0.0609
2007-12-28,11925.0,356897.69,0.55,1.49,0.31,0.46,0.0,326969.16,1000.0,10925.0,29928.53,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.51,0.0,0.0,,0.0,100.0,10.4,0.5492,72.36,0.0609
2007-12-31,11925.0,359491.68,0.55,1.5,0.31,0.46,0.0,329345.63,1000.0,10925.0,30146.05,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.51,0.0,0.0,,0.0,100.0,10.41,0.5456,72.07,0.0609
2008-01-01,11925.0,359491.68,0.55,1.5,0.31,0.46,0.0,329345.63,1000.0,10925.0,30146.05,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.51,0.0,0.0,,0.0,100.0,10.41,0.5455,72.06,0.0609
2008-01-02,10500.0,322834.3,0.49,1.32,0.27,0.4,0.0,292088.18,1000.0,9500.0,30746.12,,,,,,,,,,,,,,,,,1425.0,0.04,0.06,,,100.0,0.51,0.0,0.0,,0.0,100.0,10.22,0.6566,79.75,0.0536
2008-01-03,1000.0,30386.08,0.05,0.12,0.03,0.04,0.0,0.0,1000.0,0.0,30386.08,,,,,,,,,,,,,,,,,9500.0,0.04,0.36,,,100.0,0.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0051
2008-01-04,1000.0,29966.03,0.05,0.15,0.03,0.04,0.0,0.0,1000.0,0.0,29966.03,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0051
2008-01-07,1000.0,28503.36,0.05,0.15,0.03,0.04,0.0,0.0,1000.0,0.0,28503.36,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0051
2008-01-08,1000.0,28655.38,0.05,0.14,0.03,0.04,0.0,0.0,1000.0,0.0,28655.38,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0051
2008-01-09,1000.0,28115.71,0.05,0.14,0.03,0.04,0.0,0.0,1000.0,0.0,28115.71,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0051
2008-01-10,1000.0,28123.31,0.05,0.14,0.03,0.04,0.0,0.0,1000.0,0.0,28123.31,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0051
2008-01-11,1000.0,28161.32,0.05,0.14,0.03,0.04,0.0,0.0,1000.0,0.0,28161.32,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
