,ALLAM FP Equity_DX_SI_QTY,ALLAM FP Equity_DX_SHORT_INTEREST_VALUE,ALLAM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALLAM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALLAM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALLAM FP Equity_DX_SI_MV,ALLAM FP Equity_DX_DSS,ALLAM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALLAM FP Equity_DX_SUPPLY_SI_QTY,ALLAM FP Equity_DX_BROKER_SI_QTY,ALLAM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALLAM FP Equity_DX_BROKER_SI_MV_NEW_x,ALLAM FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALLAM FP Equity_DX_BROKER_SI_MV_INC_x,ALLAM FP Equity_DX_BROKER_SI_QTY_ADD,ALLAM FP Equity_DX_BROKER_SI_QTY_NEW,ALLAM FP Equity_DX_SUPPLY_SI_MV_DEC,ALLAM FP Equity_DX_BROKER_SI_QTY_INC,ALLAM FP Equity_DX_SUPPLY_SI_QTY_DEC,ALLAM FP Equity_DX_BROKER_SI_MV_NEW_y,ALLAM FP Equity_DX_BROKER_SI_MV_INC_y,ALLAM FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALLAM FP Equity_DX_BROKER_SI_MV_ADD,ALLAM FP Equity_DX_SUPPLY_SI_QTY_ADD,ALLAM FP Equity_DX_BROKER_SI_QTY_DEC,ALLAM FP Equity_DX_SUPPLY_SI_MV,ALLAM FP Equity_DX_BROKER_SI_MV_DEC,ALLAM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALLAM FP Equity_DX_UTILIZATION_QUANTITY,ALLAM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALLAM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALLAM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALLAM FP Equity_DX_ACTIVE_UTILIZATION_MV,ALLAM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALLAM FP Equity_DX_BROKER_SI_CON_RATIO,ALLAM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALLAM FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-09-29,2000.0,6560.0,0.03,0.3,0.02,0.01,0.0,3280.0,1000.0,1000.0,3280.0,,,,,,,,,,,,,,,0.0,,0.38,0.38,259610.0,851520.8,0.87,0.38,49.4,0.5001,50.6,0.0077
2021-09-30,2000.0,6600.0,0.03,0.29,0.02,0.01,0.0,3300.0,1000.0,1000.0,3300.0,,,,,,,,,,,,,,,0.0,,0.38,0.38,259610.0,856713.0,0.85,0.38,49.85,0.5,50.15,0.0077
2021-10-01,2000.0,6660.0,0.03,0.3,0.02,0.01,0.0,3330.0,1000.0,1000.0,3330.0,,,,,,,,,,,,,,,0.0,,0.38,0.38,259610.0,864501.3,0.86,0.38,49.77,0.5,50.23,0.0077
2021-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,1000.0,,,,,,1000.0,0.0,0.0,0.0,0.0,260610.0,870437.4,0.87,0.0,,0.0,,0.0
2021-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,860013.0,0.87,0.0,,0.0,,0.0
2021-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,891286.2,0.86,0.0,,0.0,,0.0
2021-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,875649.6,0.89,0.0,,0.0,,0.0
2021-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,912135.0,0.88,0.0,,0.0,,0.0
2021-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,922559.4,0.91,0.0,,0.0,,0.0
2021-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,959044.8,0.92,0.0,,0.0,,0.0
2021-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,961650.9,0.96,0.0,,0.0,,0.0
2021-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,925165.5,0.96,0.0,,0.0,,0.0
2021-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,964257.0,0.93,0.0,,0.0,,0.0
2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,919953.3,0.96,0.0,,0.0,,0.0
2021-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,904316.7,0.92,0.0,,0.0,,0.0
2021-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,948620.4,0.9,0.0,,0.0,,0.0
2021-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,946014.3,0.95,0.0,,0.0,,0.0
2021-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,1029409.5,0.95,0.0,,0.0,,0.0
2021-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,1008560.7,1.03,0.0,,0.0,,0.0
2021-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,995530.2,1.01,0.0,,0.0,,0.0
2021-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,977287.5,1.0,0.0,,0.0,,0.0
2021-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,972075.3,0.98,0.0,,0.0,,0.0
2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,964257.0,0.97,0.0,,0.0,,0.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,964257.0,0.96,0.0,,0.0,,0.0
2021-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,977287.5,0.96,0.0,,0.0,,0.0
2021-11-03,10000.0,37200.0,0.14,0.8,0.08,0.04,0.0,0.0,10000.0,0.0,37200.0,,,,,,,,,,,,,10000.0,,0.04,,3.84,3.84,250610.0,932269.2,0.94,3.84,,1.0,100.0,0.0384
2021-11-04,20000.0,74400.0,0.27,1.59,0.15,0.07,0.0,37200.0,10000.0,10000.0,37200.0,,,,10000.0,,,,,,,,0.04,,,0.04,,3.84,3.84,250610.0,932269.2,0.93,3.84,49.8,0.5,50.2,0.0767
2021-11-05,20000.0,72800.0,0.27,1.61,0.15,0.07,0.0,36400.0,10000.0,10000.0,36400.0,,,,,,,,,,,,,,,0.04,,3.84,3.84,250610.0,912220.4,0.93,3.84,49.8,0.5,50.2,0.0767
2021-11-08,20000.0,72600.0,0.27,1.55,0.15,0.07,0.0,36300.0,10000.0,10000.0,36300.0,,,,,,,,,,,,,,,0.04,,3.84,3.84,250610.0,909714.3,0.91,3.84,49.26,0.5001,50.74,0.0767
2021-11-09,20000.0,72800.0,0.27,1.55,0.15,0.07,0.0,36400.0,10000.0,10000.0,36400.0,,,,,,,,,,,,,,,0.04,,3.84,3.84,250610.0,912220.4,0.91,3.84,49.23,0.5001,50.77,0.0767
2021-11-10,20000.0,73400.0,0.27,1.56,0.15,0.07,0.0,36700.0,10000.0,10000.0,36700.0,,,,,,,,,,,,,,,0.04,,3.84,3.84,250610.0,919738.7,0.91,3.84,49.2,0.5001,50.8,0.0767
2021-11-11,20000.0,74200.0,0.27,1.58,0.15,0.07,0.0,37100.0,10000.0,10000.0,37100.0,,,,,,,,,,,,,,,0.04,,3.84,3.84,250610.0,929763.1,0.92,3.84,49.46,0.5001,50.54,0.0767
2021-11-12,20000.0,74400.0,0.27,1.58,0.15,0.07,0.0,37200.0,10000.0,10000.0,37200.0,,,,,,,,,,,,,,,0.04,,3.84,3.84,250610.0,932269.2,0.93,3.84,49.73,0.5,50.27,0.0767
2021-11-15,20000.0,71200.0,0.27,1.58,0.15,0.07,0.0,35600.0,10000.0,10000.0,35600.0,,,,,,,,,,,,,,,0.04,,3.84,3.84,250610.0,892171.6,0.93,3.84,49.8,0.5,50.2,0.0767
2021-11-16,20000.0,69400.0,0.27,1.56,0.15,0.07,0.0,34700.0,10000.0,10000.0,34700.0,,,,,,,,,,,,,,,0.04,,3.84,3.84,250610.0,869616.7,0.89,3.84,48.7,0.5003,51.3,0.0767
2021-11-17,20000.0,69000.0,0.27,1.52,0.15,0.07,0.0,34500.0,10000.0,10000.0,34500.0,,,,,,,,,,,,,,,0.03,,3.84,3.84,250610.0,864604.5,0.87,3.84,48.06,0.5008,51.94,0.0767
2021-11-18,20000.0,66800.0,0.27,1.51,0.15,0.07,0.0,33400.0,10000.0,10000.0,33400.0,,,,,,,,,,,,,,,0.03,,3.84,3.84,250610.0,837037.4,0.86,3.84,47.92,0.5009,52.08,0.0767
2021-11-19,20000.0,67600.0,0.27,1.5,0.15,0.07,0.0,33800.0,10000.0,10000.0,33800.0,,,,,,,,,,,,,,,0.03,,3.84,3.84,250610.0,847061.8,0.84,3.84,47.11,0.5017,52.89,0.0767
2021-11-22,20000.0,67200.0,0.27,1.58,0.15,0.07,0.0,33600.0,10000.0,10000.0,33600.0,,,,,,,,,,,,,,,0.03,,3.84,3.84,250610.0,842049.6,0.85,3.84,47.41,0.5013,52.59,0.0767
2021-11-23,20000.0,67000.0,0.27,1.61,0.15,0.07,0.0,33500.0,10000.0,10000.0,33500.0,,,,,,,,,,,,,,,0.03,,3.84,3.84,250610.0,839543.5,0.84,3.84,47.34,0.5014,52.66,0.0767
2021-11-24,20000.0,64000.0,0.27,1.64,0.15,0.07,0.0,32000.0,10000.0,10000.0,32000.0,,,,,,,,,,,,,,,0.03,,3.84,3.84,250610.0,801952.0,0.84,3.84,47.18,0.5016,52.82,0.0767
2021-11-25,20000.0,63000.0,0.27,1.63,0.15,0.07,0.0,31500.0,10000.0,10000.0,31500.0,,,,,,,,,,,,,,,0.03,,3.84,3.84,250610.0,789421.5,0.8,3.84,46.04,0.5031,53.96,0.0767
2021-11-26,20000.0,62600.0,0.27,1.62,0.15,0.07,0.0,31300.0,10000.0,10000.0,31300.0,,,,,,,,,,,,,,,0.03,,3.84,3.84,250610.0,784409.3,0.79,3.84,45.65,0.5038,54.35,0.0767
2021-11-29,20000.0,61200.0,0.27,1.65,0.15,0.07,0.0,30600.0,10000.0,10000.0,30600.0,,,,,,,,,,,,,,,0.03,,3.84,3.84,250610.0,766866.6,0.78,3.84,45.49,0.5041,54.51,0.0767
2021-11-30,20000.0,59400.0,0.27,1.68,0.15,0.07,0.0,29700.0,10000.0,10000.0,29700.0,,,,,,,,,,,,,,,0.03,,3.84,3.84,250610.0,744311.7,0.77,3.84,44.93,0.5051,55.07,0.0767
2021-12-01,20000.0,60000.0,0.27,1.66,0.15,0.07,0.0,30000.0,10000.0,10000.0,30000.0,,,,,,,,,,,,,,,0.03,,3.84,3.84,250610.0,751830.0,0.74,3.84,44.2,0.5067,55.8,0.0767
2021-12-02,20000.0,57800.0,0.27,1.72,0.15,0.07,0.0,28900.0,10000.0,10000.0,28900.0,,,,,,,,,,,,,,,0.03,,3.84,3.84,250610.0,724262.9,0.75,3.84,44.44,0.5062,55.56,0.0767
2021-12-03,20000.0,59000.0,0.27,1.69,0.15,0.06,0.0,29500.0,10000.0,10000.0,29500.0,,,,,,,,,,,,,,,0.03,,100.0,3.84,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0767
2021-12-06,20000.0,59000.0,0.27,2.31,0.15,0.06,0.0,29500.0,10000.0,10000.0,29500.0,,,,,,,,,,,,,,,0.03,,100.0,3.84,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0767
2021-12-07,20000.0,60800.0,0.27,2.49,0.15,0.06,0.0,30400.0,10000.0,10000.0,30400.0,,,,,,,,,,,,,,,0.03,,100.0,3.84,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0767
2021-12-08,20000.0,62400.0,0.27,2.49,0.15,0.06,0.0,31200.0,10000.0,10000.0,31200.0,,,,,,,,,,,,,,,0.03,,100.0,3.84,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0767
2021-12-09,20000.0,62200.0,0.27,2.09,0.15,0.06,0.0,31100.0,10000.0,10000.0,31100.0,,,,,,,,,,,,,,,0.03,,100.0,3.84,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0767
2021-12-10,20000.0,61000.0,0.27,2.11,0.15,0.06,0.0,30500.0,10000.0,10000.0,30500.0,,,,,,,,,,,,,,,0.03,,100.0,3.84,0.0,0.0,0.0,100.0,49.89,0.5,50.11,0.0767
2021-12-13,20000.0,62000.0,0.27,2.1,0.15,0.06,0.0,31000.0,10000.0,10000.0,31000.0,,,,,,,,,,,,,,,0.03,,100.0,3.84,0.0,0.0,0.0,100.0,49.42,0.5001,50.58,0.0767
2021-12-14,20000.0,62000.0,0.27,2.24,0.15,0.06,0.0,31000.0,10000.0,10000.0,31000.0,,,,,,,,,,,,,,,0.03,,100.0,3.84,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0767
2021-12-15,20000.0,62000.0,0.27,2.26,0.15,0.06,0.0,31000.0,10000.0,10000.0,31000.0,,,,,,,,,,,,,,,0.03,,100.0,3.84,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0767
2021-12-16,20000.0,63000.0,0.27,2.29,0.15,0.06,0.0,31500.0,10000.0,10000.0,31500.0,,,,,,,,,,,,,,,0.03,,100.0,3.84,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0767
2021-12-17,20000.0,58200.0,0.27,2.2,0.15,0.06,0.0,29100.0,10000.0,10000.0,29100.0,,,,,,,,,,,,,,,0.03,,100.0,3.84,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0767
2021-12-20,20000.0,57800.0,0.27,1.84,0.15,0.06,0.0,28900.0,10000.0,10000.0,28900.0,,,,,,,,,,,,,,,0.03,,100.0,3.84,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0767
2021-12-21,20000.0,57600.0,0.27,1.86,0.15,0.06,0.0,28800.0,10000.0,10000.0,28800.0,,,,,,,,,,,,,,,0.03,,100.0,3.84,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0767
2021-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.03,,10000.0,,,,,,10000.0,0.0,0.03,0.0,0.0,260610.0,755769.0,0.75,0.0,,0.0,,0.0
2021-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,771405.6,0.76,0.0,,0.0,,0.0
2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,771405.6,0.77,0.0,,0.0,,0.0
2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,755769.0,0.77,0.0,,0.0,,0.0
2021-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,763587.3,0.76,0.0,,0.0,,0.0
2021-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,883467.9,0.76,0.0,,0.0,,0.0
2021-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,860013.0,0.88,0.0,,0.0,,0.0
2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,865225.2,0.86,0.0,,0.0,,0.0
2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,873043.5,0.87,0.0,,0.0,,0.0
2022-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,912135.0,0.87,0.0,,0.0,,0.0
2022-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,912135.0,0.91,0.0,,0.0,,0.0
2022-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,912135.0,0.91,0.0,,0.0,,0.0
2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,888680.1,0.91,0.0,,0.0,,0.0
2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,886074.0,0.89,0.0,,0.0,,0.0
2022-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,875649.6,0.89,0.0,,0.0,,0.0
2022-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,870437.4,0.88,0.0,,0.0,,0.0
2022-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,844376.4,0.87,0.0,,0.0,,0.0
2022-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,860013.0,0.84,0.0,,0.0,,0.0
2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,857406.9,0.86,0.0,,0.0,,0.0
2022-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,849588.6,0.86,0.0,,0.0,,0.0
2022-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,860013.0,0.85,0.0,,0.0,,0.0
2022-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,860013.0,0.86,0.0,,0.0,,0.0
2022-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,860013.0,0.86,0.0,,0.0,,0.0
2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,857406.9,0.86,0.0,,0.0,,0.0
2022-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,849588.6,0.86,0.0,,0.0,,0.0
2022-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,844376.4,0.85,0.0,,0.0,,0.0
2022-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,854800.8,0.84,0.0,,0.0,,0.0
2022-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,854800.8,0.85,0.0,,0.0,,0.0
2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,854800.8,0.85,0.0,,0.0,,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,844376.4,0.85,0.0,,0.0,,0.0
2022-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,807891.0,0.84,0.0,,0.0,,0.0
2022-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,805284.9,0.81,0.0,,0.0,,0.0
2022-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,797466.6,0.81,0.0,,0.0,,0.0
2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,805284.9,0.8,0.0,,0.0,,0.0
2022-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,807891.0,0.81,0.0,,0.0,,0.0
2022-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,807891.0,0.81,0.0,,0.0,,0.0
2022-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,807891.0,0.81,0.0,,0.0,,0.0
2022-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,797466.6,0.81,0.0,,0.0,,0.0
2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,789648.3,0.8,0.0,,0.0,,0.0
2022-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,797466.6,0.79,0.0,,0.0,,0.0
2022-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,789648.3,0.8,0.0,,0.0,,0.0
2022-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,789648.3,0.79,0.0,,0.0,,0.0
2022-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,781830.0,0.79,0.0,,0.0,,0.0
2022-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,766193.4,0.78,0.0,,0.0,,0.0
2022-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,742738.5,0.77,0.0,,0.0,,0.0
2022-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,760981.2,0.74,0.0,,0.0,,0.0
2022-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,701040.9,0.76,0.0,,0.0,,0.0
2022-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,708859.2,0.7,0.0,,0.0,,0.0
2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,734920.2,0.71,0.0,,0.0,,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,729708.0,0.73,0.0,,0.0,,0.0
2022-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,677586.0,0.73,0.0,,0.0,,0.0
2022-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,716677.5,0.68,0.0,,0.0,,0.0
2022-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,656737.2,0.72,0.0,,0.0,,0.0
2022-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,599403.0,0.66,0.0,,0.0,,0.0
2022-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,583766.4,0.6,0.0,,0.0,,0.0
2022-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,625464.0,0.58,0.0,,0.0,,0.0
2022-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,620251.8,0.63,0.0,,0.0,,0.0
2022-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,641100.6,0.62,0.0,,0.0,,0.0
