,AEEM FP Equity_DX_SI_QTY,AEEM FP Equity_DX_SHORT_INTEREST_VALUE,AEEM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AEEM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AEEM FP Equity_DX_SI_MV,AEEM FP Equity_DX_DSS,AEEM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AEEM FP Equity_DX_SUPPLY_SI_QTY,AEEM FP Equity_DX_BROKER_SI_QTY,AEEM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AEEM FP Equity_DX_BROKER_SI_MV_NEW_x,AEEM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AEEM FP Equity_DX_SUPPLY_SI_QTY_INC_x,AEEM FP Equity_DX_BROKER_SI_MV_INC_x,AEEM FP Equity_DX_SUPPLY_SI_MV_NEW,AEEM FP Equity_DX_BROKER_SI_QTY_ADD,AEEM FP Equity_DX_BROKER_SI_QTY_NEW,AEEM FP Equity_DX_SUPPLY_SI_MV_DEC,AEEM FP Equity_DX_BROKER_SI_QTY_INC,AEEM FP Equity_DX_SUPPLY_SI_QTY_DEC,AEEM FP Equity_DX_BROKER_SI_MV_NEW_y,AEEM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AEEM FP Equity_DX_BROKER_SI_MV_INC_y,AEEM FP Equity_DX_SUPPLY_SI_QTY_INC_y,AEEM FP Equity_DX_BROKER_SI_MV_ADD,AEEM FP Equity_DX_SUPPLY_SI_QTY_ADD,AEEM FP Equity_DX_BROKER_SI_QTY_DEC,AEEM FP Equity_DX_SUPPLY_SI_MV,AEEM FP Equity_DX_BROKER_SI_MV_DEC,AEEM FP Equity_DX_SUPPLY_SI_MV_RMV,AEEM FP Equity_DX_BROKER_SI_MV_RMV,AEEM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AEEM FP Equity_DX_UTILIZATION_QUANTITY,AEEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AEEM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AEEM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AEEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AEEM FP Equity_DX_ACTIVE_UTILIZATION_MV,AEEM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AEEM FP Equity_DX_BROKER_SI_CON_RATIO,AEEM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AEEM FP Equity_DX_DEMAND_SUPPLY_RATIO,AEEM FP Equity_PX_LAST
2022-01-04,1345000.0,6804355.0,3.84,0.27,6.83,,6596936.0,45000.0,1304000.0,227655.0,,,,,,,,,,,,,,,,,,0.23,,,,0.86,0.21,5158999.0,26099375.94,,26.2,0.86,,1.0,100.0,0.0622,5.059
2022-01-05,1345000.0,6760508.0,3.95,0.27,6.79,,6554425.6,45000.0,1304000.0,226188.0,,,,,,,,,,,,,,,,,,0.23,,,,0.86,0.18,5158999.0,25931192.57,,26.03,0.86,,1.0,100.0,0.0535,5.0264
2022-01-06,1345000.0,6725269.0,3.65,0.27,6.77,,6520260.8,45000.0,1304000.0,225009.0,,,,,,,,,,,,,,,,,,0.23,,,,0.86,0.18,5158999.0,25796026.8,,25.93,0.86,,1.0,100.0,0.0535,5.0002
2022-01-07,1345000.0,6742754.0,3.53,0.27,6.73,,6537212.8,45000.0,1304000.0,225594.0,,,,,,,,,,,,,,,,,,0.23,,,,0.86,0.18,5158999.0,25863093.79,,25.86,0.86,,1.0,100.0,0.0535,5.0132
2022-01-10,1341000.0,6729942.6,3.57,0.27,6.72,,6524180.0,41000.0,1300000.0,205762.6,,,,,,,,0.02,,4000.0,,,,,,,4000.0,0.21,0.02,,,0.79,0.16,5158999.0,25890952.38,,25.87,0.79,,1.0,100.0,0.0535,5.0186
2022-01-11,1341000.0,6858678.6,3.76,0.27,6.74,,6648980.0,41000.0,1300000.0,209698.6,,,,,,,,,,,,,,,,,,0.21,,,,0.84,0.17,4838999.0,24749544.29,,24.32,0.84,,1.0,100.0,0.0542,5.1146
2022-01-12,82000.0,423480.8,0.24,0.02,0.42,,211740.4,41000.0,41000.0,211740.4,,,,,,,,,,,,,,,,,1259000.0,0.21,6.27,,,0.84,0.17,4838999.0,24990526.44,,24.75,0.84,,1.0,100.0,0.0033,5.1644
2022-01-13,64700.0,331891.59,0.23,0.01,0.33,,210317.7,23700.0,41000.0,121573.89,,,,,,,,0.09,,17300.0,,,,,,,,0.12,,,,0.49,0.1,4856299.0,24911356.98,,25.05,0.49,,1.0,100.0,0.0026,5.1297
2022-01-14,47400.0,242033.88,0.17,0.01,0.24,,121016.94,23700.0,23700.0,121016.94,,,,,,,,,,,,,,,,,17300.0,0.12,0.09,,,0.49,0.1,4856299.0,24797233.95,,24.82,0.49,,1.0,100.0,0.0019,5.1062
2022-01-17,47400.0,242379.9,0.17,0.01,0.24,,121189.95,23700.0,23700.0,121189.95,,,,,,,,,,,,,,,,,,0.12,,,,0.49,0.11,4856299.0,24832684.94,,24.79,0.49,,1.0,100.0,0.0022,5.1135
2022-01-18,47400.0,240526.56,0.17,0.01,0.24,,120263.28,23700.0,23700.0,120263.28,,,,,,,,,,,,,,,,,,0.12,,,,0.49,0.11,4856299.0,24642803.65,,24.84,0.49,,1.0,100.0,0.0022,5.0744
2022-01-19,47400.0,241142.76,0.16,0.01,0.24,,120571.38,23700.0,23700.0,120571.38,,,,,,,,,,,,,,,,,,0.12,,,,0.49,0.11,4856299.0,24705935.53,,24.64,0.49,,1.0,100.0,0.0022,5.0874
2022-01-20,47400.0,245887.5,0.16,0.01,0.24,,122943.75,23700.0,23700.0,122943.75,,,,,,,,,,,,,,,,,,0.12,,,,0.49,0.09,4856299.0,25192051.06,,24.67,0.49,,1.0,100.0,0.0019,5.1875
2022-01-21,47400.0,240962.64,0.15,0.01,0.24,,120481.32,23700.0,23700.0,120481.32,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0019,5.0836
2022-01-24,47400.0,232776.66,0.14,0.01,0.24,,116388.33,23700.0,23700.0,116388.33,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0019,4.9109
2022-01-25,47400.0,234862.26,0.13,0.01,0.23,,117431.13,23700.0,23700.0,117431.13,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0019,4.9549
2022-01-26,47400.0,236416.98,0.12,0.01,0.23,,118208.49,23700.0,23700.0,118208.49,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0022,4.9877
2022-01-27,47400.0,236227.38,0.09,0.01,0.24,,118113.69,23700.0,23700.0,118113.69,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0019,4.9837
2022-01-28,47400.0,233516.1,0.08,0.01,0.23,,116758.05,23700.0,23700.0,116758.05,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0019,4.9265
2022-01-31,47400.0,239151.96,0.08,0.01,0.23,,119575.98,23700.0,23700.0,119575.98,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0019,5.0454
2022-02-01,3387400.0,17258464.26,5.45,0.7,17.09,,8629232.13,1693700.0,1693700.0,8629232.13,,,1670000.0,,,1670000.0,,,,,,,,1670000.0,8.41,,,8.56,,,,34.71,6.75,3186299.0,16233874.78,,16.11,34.71,1.41,0.9723,98.59,0.1349,5.0949
2022-02-02,3387400.0,17109757.4,5.25,0.7,17.21,,8554878.7,1693700.0,1693700.0,8554878.7,,,,,,,,,,,,,,,,,,8.63,,,,34.71,8.01,3186299.0,16093996.25,,16.23,34.71,1.4,0.9725,98.6,0.1602,5.051
2022-02-03,5227400.0,25972336.9,6.46,1.08,26.24,,12986168.45,2613700.0,2613700.0,12986168.45,,,920000.0,4.56,,,,,920000.0,,,,4.56,920000.0,,,,13.2,,,,60.09,12.68,1736300.0,8626806.55,,8.77,60.09,0.92,0.9818,99.08,0.2536,4.9685
2022-02-04,5227400.0,25893925.9,6.4,1.08,25.91,,12946962.95,2613700.0,2613700.0,12946962.95,,,,,,,,,,,,,,,,,,12.95,,,,60.09,12.68,1736299.0,8600757.1,,8.6,60.09,0.91,0.982,99.09,0.2536,4.9535
2022-02-07,5227400.0,25936790.58,6.34,1.08,25.97,,12968395.29,2613700.0,2613700.0,12968395.29,,,,,,,,,,,,,,,,,,12.97,,,,60.09,15.3,1736299.0,8614994.75,,8.62,60.09,0.9,0.9821,99.1,0.306,4.9617
2022-02-08,5227400.0,26173069.06,6.32,1.08,25.95,,13086534.53,2613700.0,2613700.0,13086534.53,,,,,,,,,,,,,,,,,,12.96,,,,60.09,12.68,1736299.0,8693475.46,,8.61,60.09,0.9,0.9821,99.1,0.2537,5.0069
2022-02-09,1727400.0,8767764.18,2.05,0.36,8.64,,4383882.09,863700.0,863700.0,4383882.09,,,,,,,,8.62,,1750000.0,,,,,,,1750000.0,4.32,8.66,,,19.86,4.19,3486299.0,17695407.83,,17.44,19.86,2.74,0.9466,97.26,0.0838,5.0757
2022-02-10,1727400.0,8767591.44,2.06,0.36,8.74,,4383795.72,863700.0,863700.0,4383795.72,,,,,,,,,,,,,,,,,,4.37,,,,19.86,4.19,3486299.0,17695059.2,,17.63,19.86,2.74,0.9467,97.26,0.0838,5.0756
2022-02-11,1727400.0,8761891.02,1.95,0.36,8.78,,4380945.51,863700.0,863700.0,4380945.51,,,,,,,,,,,,,,,,,,4.37,,,,19.86,5.06,3486299.0,17683554.42,,17.62,19.86,2.71,0.9472,97.29,0.1012,5.0723
2022-02-14,1727400.0,8639936.58,1.8,0.36,8.8,,4319968.29,863700.0,863700.0,4319968.29,,,,,,,,,,,,,,,,,,4.38,,,,19.86,4.19,3486299.0,17437421.71,,17.68,19.86,2.72,0.9471,97.28,0.0838,5.0017
2022-02-15,47400.0,240137.88,0.05,0.01,0.24,,120068.94,23700.0,23700.0,120068.94,,,,,,,,4.24,,840000.0,,,,,,,840000.0,0.12,4.28,,,0.54,0.12,4326299.0,21917895.99,,21.64,0.54,,1.0,100.0,0.0023,5.0662
2022-02-16,47400.0,241232.82,0.05,0.01,0.24,,120616.41,23700.0,23700.0,120616.41,,,,,,,,,,,,,,,,,,0.12,,,,0.54,0.12,4326299.0,22017833.5,,21.92,0.54,,1.0,100.0,0.0023,5.0893
2022-02-17,47400.0,241228.08,0.05,0.01,0.24,,120614.04,23700.0,23700.0,120614.04,,,,,,,,,,,,,,,,,,0.12,,,,0.54,0.14,4326299.0,22017400.87,,22.02,0.54,,1.0,100.0,0.0028,5.0892
2022-02-18,47400.0,237862.68,0.05,0.01,0.24,,118931.34,23700.0,23700.0,118931.34,,,,,,,,,,,,,,,,,,0.12,,,,0.54,0.14,4326299.0,21710233.64,,21.72,0.54,,1.0,100.0,0.0028,5.0182
2022-02-21,47400.0,235862.4,0.05,0.01,0.24,,117931.2,23700.0,23700.0,117931.2,,,,,,,,,,,,,,,,,,0.12,,,,0.54,0.12,4326299.0,21527663.82,,21.49,0.54,,1.0,100.0,0.0023,4.976
2022-02-22,47400.0,234416.7,0.05,0.01,0.24,,117208.35,23700.0,23700.0,117208.35,,,,,,,,,,,,,,,,,,0.12,,,,0.54,0.12,4326299.0,21395711.7,,21.38,0.54,,1.0,100.0,0.0023,4.9455
2022-02-23,47400.0,233520.84,0.05,0.01,0.23,,116760.42,23700.0,23700.0,116760.42,,,,,,,,,,,,,,,,,,0.12,,,,0.54,0.12,4326299.0,21313944.65,,21.38,0.54,,1.0,100.0,0.0023,4.9266
2022-02-24,47400.0,225372.78,0.05,0.01,0.23,,112686.39,23700.0,23700.0,112686.39,,,,,,,,,,,,,,,,,,0.12,,,,0.54,0.1,4326299.0,20570253.86,,21.36,0.54,,1.0,100.0,0.0019,4.7547
2022-02-25,47400.0,230572.56,0.04,0.01,0.23,,115286.28,23700.0,23700.0,115286.28,,,,,,,,,,,,,,,,,,0.12,,,,0.54,0.1,4326299.0,21044848.86,,21.08,0.54,,1.0,100.0,0.0019,4.8644
2022-02-28,47400.0,228529.62,0.04,0.01,0.23,,114264.81,23700.0,23700.0,114264.81,,,,,,,,,,,,,,,,,,0.12,,,,0.65,0.1,3626299.0,17483475.37,,17.67,0.65,,1.0,100.0,0.002,4.8213
2022-03-01,47400.0,231255.12,0.04,0.01,0.23,,115627.56,23700.0,23700.0,115627.56,,,,,,,,,,,,,,,,,,0.11,,,,0.65,0.1,3626299.0,17691987.56,,17.5,0.65,,1.0,100.0,0.002,4.8788
2022-03-02,47400.0,230245.5,0.04,0.01,0.23,,115122.75,23700.0,23700.0,115122.75,,,,,,,,,,,,,,,,,,0.12,,,,0.65,0.12,3626299.0,17614747.39,,17.72,0.65,,1.0,100.0,0.0023,4.8575
2022-03-03,23700.0,113949.6,0.02,0.0,0.11,,113949.6,0.0,23700.0,0.0,,,,,,,,0.12,,23700.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0012,4.808
2022-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,23700.0,0.0,0.12,,,0.0,0.0,19953868.0,94736974.49,,96.0,0.0,,0.0,,0.0,4.7478
2022-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19996732.0,93356743.02,,94.65,0.0,,0.0,,0.0,4.6686
2022-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19977932.0,91828564.44,,92.81,0.0,,0.0,,0.0,4.5965
2022-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19975532.0,92966125.93,,91.52,0.0,,0.0,,0.0,4.654
2022-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19965532.0,91619829.79,,92.71,0.0,,0.0,,0.0,4.5889
2022-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19965532.0,91226508.81,,91.46,0.0,,0.0,,0.0,4.5692
2022-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19966332.0,88872140.37,,90.79,0.0,,0.0,,0.0,4.4511
2022-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16441131.0,72592525.7,,73.62,0.0,,0.0,,0.0,4.4153
2022-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19970232.0,93598480.36,,88.41,0.0,,0.0,,0.0,4.6869
2022-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19969032.0,93243398.02,,93.12,0.0,,0.0,,0.0,4.6694
2022-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19965532.0,95297480.79,,93.06,0.0,,0.0,,0.0,4.7731
2022-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16437531.0,77366527.16,,78.23,0.0,,0.0,,0.0,4.7067
2022-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19968432.0,95916366.27,,93.9,0.0,,0.0,,0.0,4.8034
2022-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19968432.0,96146003.24,,95.74,0.0,,0.0,,0.0,4.8149
2022-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19968432.0,95842483.07,,95.99,0.0,,0.0,,0.0,4.7997
2022-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19968432.0,95025774.2,,95.62,0.0,,0.0,,0.0,4.7588
2022-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19967232.0,95181798.22,,94.71,0.0,,0.0,,0.0,4.7669
2022-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19965532.0,96010250.28,,94.81,0.0,,0.0,,0.0,4.8088
2022-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19965532.0,95936377.81,,95.84,0.0,,0.0,,0.0,4.8051
2022-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16437531.0,78349491.51,,78.73,0.0,,0.0,,0.0,4.7665
2022-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19982744.0,96536636.26,,95.23,0.0,,0.0,,0.0,4.831
2022-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19782744.0,97794016.69,,95.43,0.0,,0.0,,0.0,4.9434
2022-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18465408.0,90554360.83,,90.98,0.0,,0.0,,0.0,4.904
2022-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18464608.0,89219139.4,,90.34,0.0,,0.0,,0.0,4.8319
2022-04-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18465708.0,88321481.36,,89.38,0.0,,0.0,,0.0,4.783
2022-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18465708.0,89248459.91,,88.25,0.0,,0.0,,0.0,4.8332
2022-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19783844.0,94319476.27,,95.53,0.0,,0.0,,0.0,4.7675
2022-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16254743.0,77987005.97,,77.24,0.0,,0.0,,0.0,4.7978
2022-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16255243.0,78275497.14,,77.9,0.0,,0.0,,0.0,4.8154
2022-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16254943.0,77966834.1,,78.17,0.0,,0.0,,0.0,4.7965
2022-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19782944.0,94888890.9,,94.79,0.0,,0.0,,0.0,
2022-04-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19782444.0,94886492.65,,94.76,0.0,,0.0,,0.0,
2022-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19782444.0,93584807.83,,94.66,0.0,,0.0,,0.0,4.7307
2022-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19782444.0,92896378.78,,93.52,0.0,,0.0,,0.0,4.6959
2022-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16256323.0,75536630.45,,76.15,0.0,,0.0,,0.0,4.6466
2022-04-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16256323.0,75260272.96,,75.49,0.0,,0.0,,0.0,4.6296
2022-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19782724.0,89981720.11,,91.45,0.0,,0.0,,0.0,4.5485
2022-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19782724.0,89732457.79,,89.65,0.0,,0.0,,0.0,4.5359
2022-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19782724.0,91028226.21,,89.61,0.0,,0.0,,0.0,4.6014
2022-04-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19782724.0,91898666.07,,90.76,0.0,,0.0,,0.0,4.6454
2022-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,16254723.0,77351350.34,,75.33,0.0,,0.0,,0.0,4.7587
2022-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19782724.0,92733497.02,,93.96,0.0,,0.0,,0.0,4.6876
2022-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20143304.0,95215383.68,,94.36,0.0,,0.0,,0.0,4.7269
2022-05-04,3493.0,16242.45,0.01,0.0,0.02,,0.0,3493.0,0.0,16242.45,,,,,,,,,,,,,,,,3493.0,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0002,4.65
2022-05-05,3493.0,16077.23,0.01,0.0,0.02,,0.0,3493.0,0.0,16077.23,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0002,4.6027
2022-05-06,3493.0,15850.54,0.01,0.0,0.02,,0.0,3493.0,0.0,15850.54,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0002,4.5378
2022-05-09,3493.0,15448.84,0.01,0.0,0.02,,0.0,3493.0,0.0,15448.84,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0002,4.4228
2022-05-10,3493.0,15387.01,0.01,0.0,0.02,,0.0,3493.0,0.0,15387.01,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0002,4.4051
2022-05-11,3493.0,15612.31,0.02,0.0,0.02,,0.0,3493.0,0.0,15612.31,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0002,4.4696
2022-05-12,3493.0,15520.45,0.02,0.0,0.02,,0.0,3493.0,0.0,15520.45,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0002,4.4433
2022-05-13,3493.0,15843.2,0.02,0.0,0.02,,0.0,3493.0,0.0,15843.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0002,4.5357
2022-05-16,3493.0,15807.57,0.02,0.0,0.02,,0.0,3493.0,0.0,15807.57,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0002,4.5255
2022-05-17,3493.0,15990.26,0.02,0.0,0.02,,0.0,3493.0,0.0,15990.26,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0002,4.5778
2022-05-18,3493.0,15862.41,0.02,0.0,0.02,,0.0,3493.0,0.0,15862.41,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0002,4.5412
2022-05-19,3493.0,15780.33,0.02,0.0,0.02,,0.0,3493.0,0.0,15780.33,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0002,4.5177
2022-05-20,3493.0,15895.6,0.02,0.0,0.02,,0.0,3493.0,0.0,15895.6,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0002,4.5507
2022-05-23,3493.0,15886.86,0.02,0.0,0.02,,0.0,3493.0,0.0,15886.86,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0002,4.5482
2022-05-24,3493.0,15391.56,0.02,0.0,0.02,,0.0,3493.0,0.0,15391.56,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0002,4.4064
2022-05-25,1178593.0,5258646.25,6.49,0.26,5.2,,4035698.1,274093.0,904500.0,1222948.15,,,270600.0,,,904500.0,,,,,,,,270600.0,3.99,,,1.21,,,,100.0,1.46,0.0,0.0,,0.0,100.0,0.3,0.9941,99.7,0.0628,4.4618
2022-05-26,1812493.0,8180505.91,11.89,0.4,8.1,,4082370.3,907993.0,904500.0,4098135.61,,633900.0,,,2.83,,,,,,,633900.0,,,,,,4.06,,,,100.0,4.65,0.0,0.0,,0.0,100.0,0.19,0.9962,99.81,0.0928,4.5134
2022-05-27,274093.0,1257346.82,1.4,0.06,1.23,,0.0,274093.0,0.0,1257346.82,,,,,,,,2.83,,633900.0,,,,,,,904500.0,1.23,4.04,,,100.0,1.4,0.0,0.0,,0.0,100.0,1.27,0.9748,98.73,0.014,4.5873
2022-05-30,3493.0,16219.4,0.02,0.0,0.02,,0.0,3493.0,0.0,16219.4,,,,,,,,1.2,,270600.0,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0002,4.6434
2022-05-31,3493.0,16301.83,0.02,0.0,0.02,,0.0,3493.0,0.0,16301.83,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0002,4.667
