,CWE FP Equity_DX_SI_QTY,CWE FP Equity_DX_SHORT_INTEREST_VALUE,CWE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CWE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CWE FP Equity_DX_SI_MV,CWE FP Equity_DX_DSS,CWE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CWE FP Equity_DX_SUPPLY_SI_QTY,CWE FP Equity_DX_BROKER_SI_QTY,CWE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CWE FP Equity_DX_SUPPLY_SI_QTY_INC_x,CWE FP Equity_DX_BROKER_SI_MV_INC_x,CWE FP Equity_DX_BROKER_SI_QTY_ADD,CWE FP Equity_DX_SUPPLY_SI_MV_DEC,CWE FP Equity_DX_BROKER_SI_QTY_INC,CWE FP Equity_DX_SUPPLY_SI_QTY_DEC,CWE FP Equity_DX_BROKER_SI_MV_INC_y,CWE FP Equity_DX_SUPPLY_SI_QTY_INC_y,CWE FP Equity_DX_BROKER_SI_MV_ADD,CWE FP Equity_DX_SUPPLY_SI_QTY_ADD,CWE FP Equity_DX_BROKER_SI_QTY_DEC,CWE FP Equity_DX_SUPPLY_SI_MV,CWE FP Equity_DX_BROKER_SI_MV_DEC,CWE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CWE FP Equity_DX_UTILIZATION_QUANTITY,CWE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CWE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CWE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CWE FP Equity_DX_ACTIVE_UTILIZATION_MV,CWE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CWE FP Equity_DX_BROKER_SI_CON_RATIO,CWE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CWE FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-03-10,100.0,24279.0,0.07,0.1,0.02,,24279.0,0.0,100.0,0.0,,,100.0,,,,,,0.02,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2011-03-11,100.0,24254.0,0.07,0.1,0.02,,24254.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-14,100.0,23915.0,0.07,0.1,0.02,,23915.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-15,100.0,23756.0,0.07,0.1,0.02,,23756.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-16,100.0,23690.0,0.07,0.1,0.02,,23690.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-17,100.0,24084.0,0.07,0.1,0.02,,24084.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-18,100.0,24067.0,0.07,0.09,0.02,,24067.0,0.0,100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-21,201.0,49074.15,0.14,0.18,0.05,,49074.15,0.0,201.0,0.0,,0.02,,,101.0,,0.02,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-22,201.0,49160.58,0.14,0.18,0.05,,49160.58,0.0,201.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-23,211.0,51659.13,0.15,0.19,0.05,,51659.13,0.0,211.0,0.0,,0.0,,,10.0,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-24,211.0,51914.44,0.15,0.19,0.05,,51914.44,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-25,211.0,52593.86,0.15,0.19,0.05,,52593.86,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-28,211.0,52625.51,0.15,0.19,0.05,,52625.51,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-29,211.0,52593.86,0.15,0.19,0.05,,52593.86,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-30,211.0,53083.38,0.15,0.19,0.05,,53083.38,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-31,211.0,52773.21,0.11,0.19,0.05,,52773.21,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-01,211.0,53321.81,0.11,0.17,0.05,,53321.81,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-04,211.0,53136.13,0.12,0.17,0.05,,53136.13,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-05,211.0,53226.86,0.11,0.17,0.05,,53226.86,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-06,211.0,52644.5,0.12,0.17,0.05,,52644.5,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-07,211.0,52357.54,0.11,0.17,0.05,,52357.54,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-08,211.0,52633.95,0.13,0.17,0.05,,52633.95,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-11,211.0,52437.72,0.13,0.17,0.05,,52437.72,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-12,211.0,50490.19,0.13,0.17,0.05,,50490.19,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-13,211.0,50378.36,0.13,0.17,0.05,,50378.36,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-14,211.0,50123.05,0.14,0.17,0.05,,50123.05,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-15,211.0,50553.49,0.14,0.15,0.05,,50553.49,0.0,211.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-05-20,4000.0,943719.97,4.88,2.92,0.94,,943719.97,0.0,4000.0,0.0,,,4000.0,,,,,,0.94,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-05-23,4000.0,935320.01,4.17,2.92,0.94,,935320.01,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-05-24,4000.0,946640.01,3.92,2.92,0.94,,946640.01,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-05-25,4000.0,953719.97,3.41,2.92,0.95,,953719.97,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-05-26,4000.0,955280.03,3.35,2.92,0.95,,955280.03,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-05-27,4000.0,960400.02,3.36,2.92,0.96,,960400.02,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-05-30,4000.0,955679.99,3.41,2.92,0.96,,955679.99,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-05-31,4000.0,958919.98,3.38,2.92,0.96,,958919.98,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-06-01,4000.0,946880.0,3.61,2.72,0.95,,946880.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-06-02,8000.0,1848560.06,7.49,4.52,1.9,,1848560.06,0.0,8000.0,0.0,,0.95,,,4000.0,,0.95,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-06-03,8000.0,1836640.01,6.03,4.52,1.85,,1836640.01,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-06-06,8000.0,1823599.98,5.5,4.52,1.83,,1823599.98,0.0,8000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-13,2100.0,499317.01,0.7,1.19,0.5,,499317.01,0.0,2100.0,0.0,,,2100.0,,,,,,0.5,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-14,2100.0,495222.02,0.69,1.19,0.49,,495222.02,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-15,2100.0,500408.99,0.59,1.19,0.5,,500408.99,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-18,2100.0,500408.99,0.59,1.19,0.5,,500408.99,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-19,2100.0,503580.01,0.61,1.19,0.5,,503580.01,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-20,2100.0,506477.98,0.61,1.19,0.51,,506477.98,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-21,2100.0,507401.99,0.62,1.19,0.51,,507401.99,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-22,2100.0,510804.01,0.62,1.19,0.51,,510804.01,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-25,2100.0,511287.0,0.64,1.19,0.51,,511287.0,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-26,2100.0,506750.99,0.63,1.19,0.51,,506750.99,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-27,2100.0,503055.01,0.63,1.19,0.5,,503055.01,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-28,2100.0,502676.99,0.63,1.17,0.5,,502676.99,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-29,2100.0,493710.01,0.66,1.17,0.49,,493710.01,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-01,2100.0,492681.0,0.65,1.17,0.49,,492681.0,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-02,2100.0,489089.99,0.66,1.17,0.49,,489089.99,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-03,2100.0,471093.0,0.66,1.17,0.47,,471093.0,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-04,2100.0,457232.99,0.66,1.17,0.46,,457232.99,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-05,2100.0,441000.0,0.68,1.17,0.44,,441000.0,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-08,2100.0,424557.0,0.7,1.17,0.42,,424557.0,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-09,2100.0,422604.01,0.69,1.17,0.43,,422604.01,0.0,2100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-02-08,5000.0,1235400.01,5.46,0.87,1.24,,1235400.01,0.0,5000.0,0.0,,,5000.0,,,,,,1.24,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-02-09,5000.0,1237750.02,5.41,0.87,1.23,,1237750.02,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-02-10,5000.0,1233750.0,5.38,0.87,1.24,,1233750.0,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-02-13,5000.0,1236849.98,5.35,0.87,1.23,,1236849.98,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-02-14,5000.0,1247600.02,5.05,0.87,1.24,,1247600.02,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-02-15,1000.0,251080.0,1.03,0.17,0.25,,251080.0,0.0,1000.0,0.0,,,,,,,,,,,4000.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-02-16,1000.0,251600.01,1.16,0.17,0.25,,251600.01,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-02-17,1000.0,251899.99,1.2,0.17,0.25,,251899.99,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-02-20,1000.0,255170.0,1.26,0.17,0.25,,255170.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-02-21,1000.0,252500.0,1.26,0.17,0.26,,252500.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-02-22,1000.0,253450.0,1.3,0.17,0.25,,253450.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-02-23,1000.0,252620.0,1.3,0.17,0.25,,252620.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-02-24,1000.0,252539.99,1.44,0.17,0.25,,252539.99,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-02-27,1000.0,253370.0,1.42,0.17,0.25,,253370.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-02-28,1000.0,252520.0,1.41,0.17,0.25,,252520.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-02-29,1000.0,251240.01,1.42,0.15,0.25,,251240.01,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-01,1000.0,252960.01,1.45,0.15,0.25,,252960.01,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-02,1000.0,254450.0,1.38,0.15,0.25,,254450.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-05,1000.0,250880.0,1.37,0.15,0.25,,250880.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-06,1000.0,247880.0,1.46,0.15,0.25,,247880.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-07,1000.0,249280.0,1.58,0.15,0.25,,249280.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-08,1000.0,249910.0,1.71,0.15,0.25,,249910.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-09,1000.0,253110.0,1.86,0.15,0.25,,253110.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-12,1000.0,249640.0,2.49,0.15,0.25,,249640.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-13,1000.0,253300.0,2.34,0.15,0.25,,253300.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-14,1000.0,254090.0,2.39,0.15,0.25,,254090.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-15,1000.0,252630.0,2.86,0.15,0.25,,252630.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-16,1500.0,380429.99,4.22,0.22,0.38,,380429.99,0.0,1500.0,0.0,,0.13,,,500.0,,0.13,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-19,1500.0,379485.01,4.36,0.22,0.38,,379485.01,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-20,1500.0,375420.0,3.98,0.22,0.38,,375420.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-21,1500.0,373200.0,3.95,0.22,0.38,,373200.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-22,1500.0,366705.0,3.94,0.22,0.37,,366705.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-23,1500.0,367290.0,3.99,0.22,0.37,,367290.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-26,1500.0,369764.99,4.04,0.22,0.37,,369764.99,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-27,1500.0,365804.99,3.83,0.22,0.37,,365804.99,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-28,1500.0,361125.0,3.41,0.22,0.37,,361125.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-29,1500.0,357750.0,3.41,0.22,0.36,,357750.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-03-30,1500.0,360900.01,3.36,0.22,0.36,,360900.01,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-02,1500.0,367080.0,2.83,0.22,0.36,,367080.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-03,1500.0,362550.0,2.41,0.22,0.36,,362550.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-04,1500.0,359969.99,2.47,0.22,0.36,,359969.99,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-05,1500.0,363134.99,2.41,0.22,0.36,,363134.99,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-06,1500.0,363134.99,2.41,0.22,0.36,,363134.99,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-09,1500.0,363134.99,2.41,0.22,0.36,,363134.99,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-10,1500.0,350894.99,2.41,0.22,0.36,,350894.99,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-11,1500.0,351059.99,2.54,0.22,0.35,,351059.99,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-12,1500.0,353235.01,2.58,0.22,0.35,,353235.01,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-13,1500.0,352365.01,2.59,0.22,0.35,,352365.01,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-18,1500.0,355905.01,2.7,0.22,0.36,,355905.01,0.0,1500.0,0.0,,,1500.0,,,,,,0.36,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-19,1500.0,355245.0,2.62,0.22,0.36,,355245.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-20,1500.0,353775.01,1.99,0.22,0.36,,353775.01,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-23,1500.0,350175.0,1.97,0.22,0.35,,350175.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-24,1500.0,353325.0,2.0,0.22,0.35,,353325.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-25,1500.0,354405.01,2.0,0.22,0.35,,354405.01,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-26,1500.0,358125.0,2.05,0.22,0.35,,358125.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-27,1500.0,359295.0,2.02,0.22,0.35,,359295.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-04-30,1500.0,359550.0,2.06,0.22,0.36,,359550.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-05-01,1500.0,359550.0,2.08,0.22,0.36,,359550.0,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-05-02,1500.0,361860.01,2.08,0.22,0.36,,361860.01,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-05-03,1500.0,360315.01,1.53,0.22,0.36,,360315.01,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-05-04,1500.0,350280.01,1.58,0.22,0.36,,350280.01,0.0,1500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-05-07,500.0,116865.0,0.52,0.07,0.12,,116865.0,0.0,500.0,0.0,,,,,,,,,,,1000.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-05-08,500.0,114940.0,0.52,0.07,0.12,,114940.0,0.0,500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-05-09,500.0,115610.0,0.52,0.07,0.11,,115610.0,0.0,500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-05-10,500.0,116670.0,0.51,0.07,0.12,,116670.0,0.0,500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-05-11,500.0,117215.0,0.55,0.07,0.12,,117215.0,0.0,500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-05-14,500.0,114920.0,0.59,0.07,0.12,,114920.0,0.0,500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-05-15,500.0,114405.0,0.59,0.07,0.11,,114405.0,0.0,500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2012-05-16,500.0,114110.0,0.6,0.07,0.11,,114110.0,0.0,500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
