,TE FP Equity_DX_SI_QTY,TE FP Equity_DX_SHORT_INTEREST_VALUE,TE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,TE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TE FP Equity_DX_SI_MV,TE FP Equity_DX_DSS,TE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TE FP Equity_DX_SUPPLY_SI_QTY,TE FP Equity_DX_BROKER_SI_QTY,TE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TE FP Equity_DX_BROKER_SI_MV_NEW_x,TE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,TE FP Equity_DX_SUPPLY_SI_QTY_INC_x,TE FP Equity_DX_BROKER_SI_MV_INC_x,TE FP Equity_DX_SUPPLY_SI_MV_NEW,TE FP Equity_DX_BROKER_SI_QTY_ADD,TE FP Equity_DX_BROKER_SI_QTY_NEW,TE FP Equity_DX_SUPPLY_SI_MV_DEC,TE FP Equity_DX_BROKER_SI_QTY_INC,TE FP Equity_DX_SUPPLY_SI_QTY_DEC,TE FP Equity_DX_BROKER_SI_MV_NEW_y,TE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,TE FP Equity_DX_BROKER_SI_MV_INC_y,TE FP Equity_DX_SUPPLY_SI_QTY_INC_y,TE FP Equity_DX_BROKER_SI_MV_ADD,TE FP Equity_DX_SUPPLY_SI_QTY_ADD,TE FP Equity_DX_BROKER_SI_QTY_DEC,TE FP Equity_DX_SUPPLY_SI_MV,TE FP Equity_DX_BROKER_SI_MV_DEC,TE FP Equity_DX_SUPPLY_SI_MV_RMV,TE FP Equity_DX_BROKER_SI_MV_RMV,TE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TE FP Equity_DX_UTILIZATION_QUANTITY,TE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TE FP Equity_DX_ACTIVE_UTILIZATION_MV,TE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TE FP Equity_DX_BROKER_SI_CON_RATIO,TE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TE FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-01-04,1668804.0,22345285.56,1.31,4.31,0.93,22.4,0.0,20533698.9,1629352.0,1533510.0,21817023.28,,,22286.0,0.22,,,,1.98,13700.0,165375.0,,,0.22,22286.0,,16507.0,141582.0,21.57,1.67,,,6.01,6.01,25488388.0,341289515.32,,337.12,6.01,23.69,0.3244,48.3,0.0615
2022-01-05,2007797.0,27055064.58,1.57,5.16,1.12,27.12,1.0,25183252.33,1944897.0,1868887.0,26207487.08,,,595516.0,4.63,,,,3.68,335377.0,287457.0,,,4.63,595516.0,,7486.0,,26.15,,,,7.16,7.16,25216996.0,339799021.1,,335.86,7.22,23.8,0.2755,41.33,0.0739
2022-01-06,2065645.0,27689971.23,1.62,5.31,1.15,28.11,1.0,25827882.68,2026879.0,1926735.0,27170313.0,,,8300.0,1.22,,,,0.22,85101.0,16790.0,,,1.22,8300.0,,90472.0,27253.0,27.34,0.26,,,7.46,7.46,25135212.0,336937516.86,,336.95,7.51,26.76,0.2762,40.2,0.076
2022-01-07,1778581.0,23450590.49,1.39,4.51,0.99,23.88,0.0,21527307.72,1680780.0,1632712.0,22161084.3,,,41415.0,0.92,,,,5.26,78396.0,387846.0,,,0.92,41415.0,,332.0,372419.0,22.42,5.16,,,6.18,6.18,25506084.0,336297717.54,,338.44,6.21,31.3,0.3303,45.33,0.0654
2022-01-10,1957201.0,25835053.2,1.53,5.12,1.09,26.1,1.0,19861683.6,1723001.0,1504673.0,22743613.2,,,29476.0,0.37,,,,0.85,33900.0,64056.0,,,0.37,29476.0,,76801.0,161939.0,22.89,2.2,,,6.34,6.34,25466924.0,336163396.8,,334.57,6.4,31.7,0.3222,43.59,0.072
2022-01-11,1681275.0,23512630.88,1.32,4.53,0.93,22.62,0.0,21374030.69,1670823.0,1528354.0,23366459.66,,,35895.0,0.78,,,,1.16,60645.0,88073.0,,,0.78,35895.0,,,36964.0,22.3,0.3,,,6.15,6.15,25518684.0,356878795.74,,336.61,6.21,27.11,0.3491,50.04,0.0618
2022-01-12,1727177.0,24249565.08,1.39,4.47,0.96,24.26,0.0,22102554.24,1697917.0,1574256.0,23838754.68,,,65902.0,1.01,,,,0.02,65902.0,38808.0,,,1.01,65902.0,,,20000.0,23.68,0.0,,,6.26,6.26,25418888.0,356881187.52,,352.09,6.3,25.8,0.3341,47.91,0.0637
2022-01-13,1274266.0,18202889.81,1.03,3.3,0.71,18.05,0.0,16119965.39,1253266.0,1128454.0,17902904.81,,,,,,,,6.07,,444651.0,,,,,,,445802.0,17.69,6.15,,,4.62,4.62,25873662.0,369605261.67,,361.45,4.67,24.5,0.4124,58.72,0.047
2022-01-14,973843.0,13989254.7,0.81,2.52,0.54,14.1,0.0,11844387.82,952843.0,824531.0,13687589.7,,,3500.0,,,,,4.16,,303923.0,,,,3500.0,,,303923.0,13.69,4.08,,,3.52,3.52,26094644.0,374849561.06,,371.5,3.55,28.72,0.3593,51.86,0.036
2022-01-17,1084881.0,15475827.47,0.9,2.82,0.6,15.73,0.0,11206170.32,958928.0,785571.0,13679107.92,,,7540.0,0.91,,,,0.8,60513.0,54968.0,,,0.91,7540.0,,53513.0,99473.0,13.8,1.45,,,3.54,3.54,26100264.0,372320265.96,,372.72,3.57,27.89,0.3666,53.07,0.0401
2022-01-18,1062791.0,15484864.87,0.88,2.86,0.59,15.43,0.0,10620670.37,910633.0,728941.0,13267922.81,,,540.0,,,,,1.42,,101135.0,,,,540.0,,52300.0,56630.0,13.11,0.81,,,3.36,3.36,26193068.0,381633000.76,,374.05,3.39,28.69,0.4179,57.56,0.0392
2022-01-19,837262.0,12265888.3,0.7,2.19,0.47,12.38,0.0,10107708.9,816262.0,689946.0,11958238.3,,,,0.7,,,,1.3,43900.0,94371.0,,,0.7,,,,82895.0,11.94,1.2,,,3.01,3.01,26284134.0,385062563.1,,381.78,3.03,12.97,0.5487,72.63,0.0309
2022-01-20,1215563.0,17662130.39,0.93,3.22,0.67,17.99,0.0,12684123.33,1012144.0,872961.0,14706452.32,,,22552.0,1.87,,77196.0,,0.31,127819.0,22000.0,,,1.87,22552.0,1.13,195330.0,22000.0,14.89,0.28,,,3.7,3.7,26347828.0,382833940.84,,384.12,3.73,30.11,0.3277,46.82,0.0444
2022-01-21,1443262.0,20422157.3,1.1,3.82,0.79,21.09,0.0,14486826.6,1163181.0,1023804.0,16459011.15,,,153865.0,1.01,,83822.0,,0.14,76662.0,9641.0,,,1.01,153865.0,1.29,6813.0,9641.0,16.86,0.21,,,4.25,4.25,26185932.0,370530937.8,,376.27,4.29,36.02,0.3062,38.27,0.0528
2022-01-24,1452084.0,19733821.56,1.11,3.73,0.8,20.78,0.0,14006832.48,1172003.0,1030672.0,15927520.77,,,8822.0,0.08,,,,,6868.0,,,,0.08,8822.0,,,,16.54,,,,4.28,4.28,26179380.0,355777774.2,,365.39,4.33,36.11,0.3056,37.94,0.0531
2022-01-25,1490931.0,20731395.56,1.14,3.74,0.82,20.61,0.0,14859355.77,1210850.0,1068634.0,16836869.25,,,16017.0,0.48,,,,,37962.0,,,,0.48,16017.0,,22830.0,,16.56,,,,4.42,4.42,26204774.0,364377382.47,,357.02,4.43,35.29,0.2985,36.72,0.0544
2022-01-26,1427091.0,20157660.38,1.1,3.57,0.79,20.25,0.0,15685063.88,1311020.0,1110447.0,18518157.5,,,130088.0,2.09,,,,2.88,130744.0,220937.0,,,2.09,130088.0,,191019.0,88931.0,18.37,1.19,,,4.79,4.79,26036822.0,367770110.75,,362.45,4.82,28.01,0.3315,48.25,0.0522
2022-01-27,1581194.0,23219833.89,1.22,3.91,0.88,23.0,0.0,18077220.32,1395377.0,1230999.0,20491111.25,,,150585.0,2.52,,,,0.87,150585.0,66228.0,,,2.52,150585.0,,,30033.0,19.95,0.39,,,5.07,5.07,26122304.0,383606034.24,,373.13,5.08,34.2,0.3505,47.23,0.0575
2022-01-28,1677701.0,23982735.8,1.3,4.01,0.93,24.87,0.0,18966177.15,1568546.0,1326770.0,22422365.07,,,142391.0,1.67,,,,,95771.0,,,,1.67,142391.0,,30778.0,,23.01,,,,5.66,5.66,26125356.0,373461964.02,,380.64,5.7,27.62,0.3544,51.5,0.0606
2022-01-31,1706734.0,23117712.03,1.32,4.14,0.95,24.51,0.0,17325964.85,1523444.0,1279141.0,20635048.98,,,,0.35,,,,1.41,25512.0,90237.0,,,0.35,,,45135.0,73141.0,21.65,1.3,,,5.47,5.47,26329772.0,356636761.74,,371.59,5.51,27.05,0.3464,50.76,0.0613
2022-02-01,1466251.0,20534845.26,1.13,3.35,0.82,20.08,0.0,14533520.69,1282961.0,1037738.0,17967868.81,,,12862.0,0.23,,,,3.72,9415.0,253345.0,,,0.23,12862.0,,,250818.0,17.45,4.14,,,4.58,4.58,26732152.0,374383788.76,,361.3,4.61,34.05,0.3134,42.73,0.0523
2022-02-02,1718311.0,24442973.98,1.33,3.87,0.96,24.25,0.0,18117699.7,1531210.0,1273652.0,21781462.25,,,234535.0,3.36,,,,,235914.0,,,,3.36,234535.0,,13714.0,,21.5,,,,5.45,5.45,26584610.0,378166077.25,,370.53,5.48,33.82,0.285,36.79,0.0611
2022-02-03,1668824.0,23271750.68,1.29,3.69,0.93,23.63,0.0,17418253.26,1481723.0,1249068.0,20662627.24,,,88775.0,1.23,,,,2.12,86751.0,150638.0,,,1.23,88775.0,,12376.0,111335.0,20.93,1.46,,,5.26,5.26,26710796.0,372482050.22,,375.44,5.28,33.82,0.3205,43.51,0.0592
2022-02-04,1582565.0,21997653.5,1.22,3.48,0.88,22.1,0.0,17208589.2,1449683.0,1238028.0,20150593.7,,,88300.0,1.3,,,,2.15,109298.0,153440.0,,,1.3,88300.0,,33100.0,120338.0,20.2,1.69,,,5.13,5.13,26819088.0,372785323.2,,371.79,5.15,40.19,0.406,49.12,0.056
2022-02-07,1640979.0,22571666.15,1.27,3.56,0.91,22.83,0.0,18707776.61,1572071.0,1360071.0,21623836.61,,,110161.0,0.9,,52227.0,,,69816.0,,,,0.9,110161.0,0.76,12227.0,,21.87,,,,5.54,5.54,26781336.0,368377276.68,,370.32,5.58,38.76,0.3783,47.3,0.0579
2022-02-08,1659571.0,22196762.13,1.28,3.55,0.92,22.72,0.0,18447682.75,1607149.0,1379266.0,21495617.88,,,4758.0,0.25,,,,0.18,31422.0,12572.0,,,0.25,4758.0,,42892.0,12227.0,22.15,0.18,,,5.73,5.73,26462552.0,353936633.0,,361.8,5.77,40.06,0.385,46.99,0.0591
2022-02-09,1672482.0,22921365.81,1.29,3.52,0.93,22.7,0.0,18224388.21,1558027.0,1329762.0,21352760.04,,,,,,15000.0,,1.26,,80926.0,,,,,0.21,31804.0,64504.0,20.97,0.73,,,5.54,5.54,26540868.0,363742595.94,,354.6,5.58,38.48,0.3613,45.74,0.0595
2022-02-10,1778254.0,24362079.8,1.38,3.73,0.99,24.41,0.0,18630369.7,1597495.0,1359881.0,21885681.5,,,46757.0,,,80516.0,,0.46,,41048.0,,,,46757.0,1.09,33759.0,50397.0,21.92,0.58,,,5.71,5.71,26394328.0,361602293.6,,360.39,5.73,35.34,0.3213,42.95,0.0635
2022-02-11,1741206.0,24298529.73,1.35,3.63,0.97,24.1,0.0,19044248.95,1572198.0,1364690.0,21940023.09,,,14533.0,0.63,,,,0.71,35762.0,54830.0,,,0.63,14533.0,,15000.0,30953.0,21.77,0.41,,,5.54,5.54,26829842.0,374410445.11,,369.05,5.57,37.6,0.3257,41.95,0.0613
2022-02-14,1579138.0,21586816.46,1.22,3.24,0.88,22.0,0.0,17474798.44,1470878.0,1278332.0,20106902.26,,,39195.0,1.17,,16804.0,,1.91,83393.0,140515.0,,,1.17,39195.0,0.23,,186555.0,20.65,2.6,,,5.17,5.17,26993960.0,369007433.2,,375.58,5.21,38.17,0.3088,39.08,0.0555
2022-02-15,1464585.0,20570096.33,1.13,3.01,0.81,20.18,0.0,16690923.51,1395867.0,1188389.0,19604952.02,,,46862.0,1.48,,,,2.04,112220.0,144737.0,,,1.48,46862.0,,22864.0,202163.0,19.15,2.79,,,4.89,4.89,27172260.0,381634391.7,,372.77,4.89,27.27,0.2781,41.94,0.0513
2022-02-16,1548290.0,21459299.4,1.2,3.19,0.86,21.52,0.0,17266580.1,1411363.0,1245785.0,19561491.18,,,56970.0,1.47,,,,0.87,101454.0,63495.0,,,1.47,56970.0,,22021.0,44058.0,19.71,0.61,,,4.94,4.94,27185572.0,376792027.92,,378.1,4.95,24.16,0.2643,39.33,0.0541
2022-02-17,1655956.0,22090453.04,1.28,3.37,0.92,22.92,0.0,16841349.8,1447572.0,1262470.0,19310610.48,,,90981.0,0.92,,,,0.9,73282.0,60887.0,,,0.92,90981.0,,6115.0,56597.0,20.09,0.72,,,5.03,5.03,27339624.0,364710584.16,,373.9,5.1,30.09,0.2629,35.89,0.0575
2022-02-18,1557507.0,20372191.56,1.21,3.1,0.87,20.92,0.0,15225394.68,1379899.0,1164021.0,18049078.92,,,146190.0,1.35,,,,3.65,122576.0,255779.0,,,1.35,146190.0,,41916.0,221025.0,18.57,3.2,,,4.79,4.79,27405096.0,358458655.68,,363.05,4.87,30.09,0.3195,46.39,0.0541
2022-02-21,1722419.0,22133084.15,1.33,3.38,0.96,22.71,0.0,16794089.05,1530770.0,1306933.0,19670394.5,,,125093.0,,,148041.0,,1.25,,90865.0,,,,125093.0,1.99,116643.0,5129.0,20.09,0.09,,,5.31,5.31,27279774.0,350545095.9,,354.42,5.37,27.16,0.2718,42.2,0.0598
2022-02-22,1645402.0,20764973.24,1.27,3.2,0.91,21.2,0.0,15799444.94,1446732.0,1251937.0,18257757.84,,,16232.0,0.28,,,,1.34,22021.0,100270.0,,,0.28,16232.0,,,77017.0,18.65,1.16,,,5.02,5.02,27381200.0,345550744.0,,349.21,5.07,28.57,0.2943,44.62,0.0571
2022-02-23,1533425.0,19206148.13,1.19,3.13,0.85,19.42,0.0,14361816.3,1424937.0,1146652.0,17847335.93,,,30006.0,0.32,,,,1.02,26694.0,78393.0,,,0.32,30006.0,,26592.0,131979.0,18.1,1.8,,,4.93,4.93,27498200.0,344414955.0,,345.69,4.98,26.3,0.303,46.86,0.053
2022-02-24,1352492.0,15465746.02,1.05,2.78,0.75,16.92,0.0,12311721.45,1287809.0,1076670.0,14726095.92,,,20209.0,0.16,,,,1.99,12676.0,157337.0,,,0.16,20209.0,,,82658.0,16.07,1.16,,,4.51,4.51,27263292.0,311755744.02,,334.48,4.58,17.02,0.3414,54.37,0.0474
2022-02-25,1412104.0,15144815.4,1.09,2.7,0.79,16.21,0.0,10764961.35,1214865.0,1003726.0,13029427.13,,,5106.0,0.0,,,,1.15,17774.0,95824.0,,,0.0,5106.0,,17774.0,90718.0,13.85,1.17,,,4.28,4.28,27194488.0,291660883.8,,303.44,4.37,27.61,0.3535,51.73,0.0497
2022-02-28,1230039.0,12411093.51,0.95,2.08,0.68,13.4,0.0,9569588.07,1175262.0,948423.0,11858393.58,,,62471.0,1.92,,,,2.77,192671.0,232274.0,,,1.92,62471.0,,130200.0,247974.0,12.8,2.85,,,4.15,4.15,27121818.0,273659143.62,,288.39,4.25,5.75,0.605,77.24,0.0435
2022-03-01,1188946.0,10581619.4,0.92,1.84,0.66,12.28,0.0,8307366.8,1134943.0,933412.0,10100992.7,,,,0.16,,,,0.45,17000.0,40319.0,,,0.16,,,,32011.0,11.76,0.33,,,4.01,4.01,27147456.0,241612358.4,,270.79,4.16,5.25,0.646,79.97,0.042
2022-03-02,1292093.0,11370418.4,1.0,1.92,0.72,11.87,0.0,9270043.2,1219090.0,1053414.0,10727992.0,,,101002.0,0.12,,101002.0,,0.29,19000.0,16855.0,,,0.12,101002.0,0.95,,,11.11,,,,4.32,4.32,26996750.0,237571400.0,,239.88,4.43,8.99,0.5395,72.47,0.0458
2022-03-03,1484644.0,14846440.0,1.15,2.04,0.83,13.45,0.0,11966200.0,1362296.0,1196620.0,13622960.0,,,112456.0,0.69,,57674.0,,,85532.0,,,,0.69,112456.0,0.53,30750.0,,12.3,,,,4.78,4.78,27155564.0,271555640.0,,243.41,4.81,14.93,0.4202,62.26,0.0521
2022-03-04,1518521.0,14031134.04,1.18,1.89,0.84,15.38,0.0,11286632.28,1387173.0,1221497.0,12817478.52,,,25697.0,1.11,,,,0.28,54691.0,38441.0,,,1.11,25697.0,,37621.0,29814.0,14.09,0.15,,,4.84,4.84,27247852.0,251770152.48,,270.17,4.96,14.38,0.4465,64.56,0.053
2022-03-07,1564232.0,14609926.88,1.21,1.87,0.87,14.85,0.0,11902419.66,1385144.0,1274349.0,12937244.96,,,6251.0,0.22,,26000.0,,0.42,32900.0,40519.0,,,0.22,6251.0,0.28,32239.0,6048.0,13.01,0.1,,,4.87,4.87,27082868.0,252953987.12,,250.99,4.93,15.56,0.4107,61.28,0.0549
2022-03-08,2127928.0,20300433.12,1.65,2.46,1.18,20.12,1.0,16408132.2,1840658.0,1719930.0,17559877.32,,,452001.0,2.3,,323111.0,,1.44,248372.0,155287.0,,,2.3,452001.0,3.08,158800.0,125902.0,17.38,1.27,,,6.4,6.4,26924078.0,256855704.12,,251.61,6.46,24.18,0.2707,43.4,0.074
2022-03-09,2390957.0,24220394.41,1.85,2.68,1.33,23.08,1.0,20073800.47,2102672.0,1981619.0,21300067.36,,,389084.0,4.85,,,,1.91,493128.0,207269.0,,,4.85,389084.0,,80199.0,231439.0,20.21,2.01,,,7.29,7.29,26723108.0,270705084.04,,254.78,7.35,25.47,0.2147,28.41,0.0829
2022-03-10,2007053.0,19922008.08,1.55,2.16,1.12,20.22,1.0,15961980.75,1726235.0,1608098.0,17134608.61,,,84.0,0.22,,,,3.19,13000.0,376521.0,,,0.22,84.0,,,386521.0,17.63,3.12,,,5.95,5.95,27283952.0,270820507.55,,276.0,6.01,28.13,0.2093,29.5,0.0692
2022-03-11,2254158.0,22045665.24,1.74,2.41,1.25,22.69,1.0,18016745.34,1960340.0,1842203.0,19172125.2,,,148328.0,2.59,,,,2.9,234105.0,282027.0,,,2.59,148328.0,,367804.0,,19.67,,,,6.72,6.72,27195316.0,265970190.48,,270.34,6.78,25.67,0.2067,25.81,0.0773
2022-03-14,2333994.0,22546382.04,1.81,2.48,1.3,23.03,1.0,18566896.74,2043422.0,1922039.0,19739456.52,,,138268.0,2.2,,,,2.48,247419.0,244767.0,,,2.2,138268.0,,189581.0,167583.0,20.11,1.72,,,6.98,6.98,27216046.0,262907004.36,,265.77,7.04,29.22,0.2447,31.29,0.0798
2022-03-15,2449821.0,24022944.73,1.9,2.61,1.36,24.04,1.0,19983314.0,2159312.0,2037866.0,21174213.47,,,75556.0,1.7,,,,1.79,175527.0,180745.0,,,1.7,75556.0,,221079.0,59700.0,21.08,0.62,,,7.38,7.38,27104230.0,265784079.38,,261.74,7.45,30.41,0.2477,33.23,0.0837
2022-03-16,2404377.0,25221914.73,1.86,2.5,1.34,24.15,1.0,20781445.28,2124651.0,1981072.0,22287588.99,,,123840.0,1.62,,,,1.68,128413.0,186478.0,,,1.62,123840.0,,27977.0,185207.0,21.08,1.75,,,7.27,7.27,27116604.0,284453175.96,,266.86,7.32,28.81,0.254,32.23,0.0822
2022-03-17,2112588.0,22615254.54,1.64,2.12,1.17,22.34,1.0,19906129.49,2008716.0,1859517.0,21503304.78,,,35753.0,1.24,,,,6.21,82746.0,638451.0,,,1.24,35753.0,,486763.0,204301.0,21.17,2.02,,,6.91,6.91,27059912.0,289676357.96,,282.39,6.97,29.09,0.2586,36.76,0.0727
2022-03-18,2024692.0,21775562.46,1.57,1.97,1.13,22.04,1.0,17841534.03,1839329.0,1658906.0,19781983.4,,,55398.0,3.46,,,,8.93,285640.0,862957.0,,,3.46,55398.0,,638172.0,486251.0,19.84,5.06,,,6.3,6.3,27348160.0,294129460.8,,292.19,6.36,18.61,0.3946,58.92,0.0694
2022-03-21,2072046.0,21922246.68,1.6,1.95,1.15,22.7,1.0,18456894.64,1856198.0,1744508.0,19638574.84,,,131932.0,1.22,,,,1.25,96487.0,115063.0,,,1.22,131932.0,,,10885.0,20.02,0.15,,,6.34,6.34,27399074.0,289882202.92,,293.06,6.4,16.97,0.4204,61.64,0.0708
2022-03-22,2284538.0,24033339.76,1.77,2.12,1.27,24.53,1.0,14948951.56,1929184.0,1421003.0,20295015.68,,,61458.0,,,,,0.45,,38271.0,,,,61458.0,,49799.0,323505.0,20.51,3.75,,,6.55,6.55,27518568.0,289495335.36,,289.78,6.61,19.11,0.3846,58.03,0.0776
2022-03-23,1941150.0,20809128.0,1.45,1.77,1.08,20.93,1.0,14687225.44,1501897.0,1370077.0,16100335.84,,,453588.0,0.5,,118269.0,,12.31,49485.0,1163301.0,,,0.5,453588.0,1.31,282426.0,218680.0,16.01,2.31,,,5.03,5.03,28349860.0,303910499.2,,297.92,5.1,14.17,0.3539,55.85,0.065
2022-03-24,1612157.0,17612815.23,1.21,1.44,0.9,17.45,0.0,13361285.93,1392246.0,1223001.0,15210287.55,,,210788.0,,,20404.0,,5.24,,495472.0,,,,210788.0,0.23,175033.0,167480.0,15.04,1.9,,,4.66,4.66,28500626.0,311369339.05,,305.88,4.69,18.8,0.4015,59.61,0.0539
2022-03-25,1758749.0,19610051.35,1.32,1.54,0.98,19.35,0.0,15067050.75,1482110.0,1351305.0,16525526.5,,,63096.0,2.42,,,,2.51,208866.0,235139.0,,,2.42,63096.0,,261907.0,80562.0,16.32,0.82,,,4.93,4.93,28601622.0,318908085.3,,313.09,4.95,31.28,0.3793,52.29,0.0585
2022-03-28,2703406.0,30697175.13,2.03,2.32,1.5,30.4,1.0,23714724.47,2210403.0,2088483.0,25099126.07,,,206925.0,7.83,,68284.0,,3.37,668894.0,318683.0,,,7.83,206925.0,0.77,840051.0,,24.73,,,,7.61,7.61,26834936.0,304710698.28,,299.22,7.64,21.97,0.4669,64.4,0.0931
2022-03-29,2295979.0,26059361.65,1.72,1.91,1.28,26.34,1.0,19708185.4,1858324.0,1736404.0,21091977.4,,,93407.0,0.91,,,,6.78,80809.0,608546.0,,,0.91,93407.0,,163060.0,432888.0,21.05,4.44,,,6.33,6.33,27490820.0,312020807.0,,309.28,6.37,16.02,0.4492,64.39,0.0782
2022-03-30,1905369.0,20692307.34,1.43,1.56,1.06,21.48,1.0,17672195.64,1811289.0,1627274.0,19670598.54,,,386642.0,1.85,,,,8.04,177058.0,713344.0,,,1.85,386642.0,,279667.0,286188.0,20.54,3.54,,,6.13,6.13,27730500.0,301153230.0,,309.37,6.23,17.28,0.4371,63.14,0.0645
2022-03-31,1837446.0,20303778.3,1.34,1.48,1.02,20.62,1.0,18169769.15,1674733.0,1644323.0,18505799.65,,,156663.0,1.22,,,,6.98,118797.0,598959.0,,,1.22,156663.0,,305740.0,101748.0,18.4,1.05,,,5.65,5.65,27947528.0,308820184.4,,304.64,5.7,12.52,0.4859,67.96,0.062
2022-04-01,1213839.0,13886318.16,0.89,0.97,0.68,13.65,0.0,11370261.76,1100627.0,993904.0,12591172.88,,,97167.0,1.07,,,,7.44,97167.0,684550.0,,,1.07,97167.0,,13277.0,747586.0,12.28,8.38,,,4.02,4.02,26245376.0,300247101.44,,290.33,4.06,18.7,0.2361,40.3,0.0444
2022-04-04,1068294.0,12167868.66,0.78,0.85,0.59,12.29,0.0,9593193.33,927511.0,842247.0,10564350.29,,,51577.0,0.76,,8228.0,,2.8,66895.0,254973.0,,,0.76,51577.0,0.1,30280.0,226780.0,10.7,2.37,,,3.38,3.38,26513164.0,301984937.96,,301.9,3.42,26.89,0.2724,42.9,0.0389
2022-04-05,1190338.0,13093718.0,0.87,0.94,0.66,13.65,0.0,9582298.0,1051480.0,871118.0,11566280.0,,,197655.0,0.55,,5975.0,,0.99,49698.0,88877.0,,,0.55,197655.0,0.07,15191.0,26802.0,12.16,0.4,,,3.8,3.8,26591544.0,292506984.0,,300.89,3.88,23.05,0.2877,46.83,0.0431
2022-04-06,1153188.0,12662004.24,0.84,0.91,0.64,12.88,0.0,9326708.46,1020297.0,849427.0,11202861.06,,,,,,,,0.37,,31183.0,,,,,,,21691.0,11.41,0.46,,,3.68,3.68,26710456.0,293280806.88,,293.12,3.75,24.49,0.2913,46.47,0.0416
2022-04-07,1370531.0,15308831.27,1.0,1.07,0.76,15.36,0.0,11942651.24,1203757.0,1069172.0,13445965.69,,,140073.0,2.77,,,,,249000.0,,,,2.77,140073.0,,43387.0,29255.0,13.42,0.28,,,4.32,4.32,26630208.0,297459423.36,,292.43,4.39,18.74,0.2987,49.46,0.0492
2022-04-08,1101099.0,12475451.67,0.8,0.89,0.61,12.45,0.0,9955818.29,877152.0,878713.0,9938132.16,,,80609.0,0.42,,,,4.52,36305.0,408800.0,,,0.42,80609.0,,1586.0,226764.0,9.89,2.43,,,3.15,3.15,26939548.0,305225078.84,,300.5,3.19,14.83,0.264,45.69,0.0396
2022-04-11,1029714.0,11640916.77,0.75,0.88,0.57,11.79,0.0,8757474.78,919131.0,774655.0,10390775.96,,,107651.0,0.34,,,,0.72,30279.0,65722.0,,,0.34,107651.0,,50.0,134337.0,10.5,1.42,,,3.29,3.29,27027140.0,305541817.7,,304.38,3.33,17.12,0.2542,44.94,0.0368
2022-04-12,987529.0,11287456.47,0.72,0.88,0.55,11.35,0.0,8320857.12,873437.0,727984.0,9983384.91,,,32167.0,0.39,,,,0.87,32167.0,77861.0,,,0.39,32167.0,,,78838.0,10.02,0.88,,,3.1,3.1,27341052.0,312508224.36,,309.11,3.14,21.72,0.2786,46.17,0.035
2022-04-13,1038836.0,12060885.96,0.76,0.94,0.58,12.02,0.0,9279826.56,939152.0,799296.0,10903554.72,,,85720.0,1.0,,,,0.22,85720.0,20005.0,,,1.0,85720.0,,,14408.0,10.83,0.16,,,3.32,3.32,27363976.0,317695761.36,,311.69,3.36,20.64,0.3342,52.53,0.0367
2022-04-14,1271264.0,15204317.44,0.93,1.2,0.71,14.99,0.0,9969808.16,944264.0,833596.0,11293397.44,,,48094.0,0.55,,,,1.09,34300.0,94115.0,,,0.55,48094.0,,51133.0,,11.06,,,,3.33,3.33,27387120.0,327549955.2,,318.1,3.36,29.04,0.3279,48.3,0.0449
2022-04-15,1273077.0,15226000.92,0.93,1.27,0.71,15.16,0.0,9969808.16,946077.0,833596.0,11315080.92,,,1813.0,,,,,,,,,,,1813.0,,,,11.33,,,,3.31,3.31,27636912.0,330537467.52,,328.09,3.34,29.23,0.3267,48.06,0.0445
2022-04-18,1226237.0,14665794.52,0.9,1.23,0.68,14.68,0.0,9969808.16,899237.0,833596.0,10754874.52,,,,,,,,0.54,,46840.0,,,,,,,,10.81,,,,3.15,3.15,27689628.0,331167950.88,,329.41,3.18,29.15,0.3273,48.17,0.0429
2022-04-19,932422.0,11524735.92,0.68,0.93,0.52,11.3,0.0,8785982.4,765012.0,710840.0,9455548.32,,,,0.53,,,,1.61,36834.0,134225.0,,,0.53,,,,159590.0,9.21,1.89,,,2.67,2.67,27866964.0,344435675.04,,333.52,2.69,9.45,0.4634,66.68,0.0326
2022-04-20,1439119.0,18010574.29,1.05,1.46,0.8,17.78,0.0,14772555.82,948006.0,1180388.0,11864295.09,,,73974.0,2.49,,283575.0,,0.07,192031.0,6058.0,,,2.49,73974.0,3.51,115078.0,6058.0,11.72,0.07,,,3.3,3.3,27801436.0,347934971.54,,341.5,3.32,20.18,0.3435,53.83,0.0501
