,EKI FP Equity_DX_SI_QTY,EKI FP Equity_DX_SHORT_INTEREST_VALUE,EKI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EKI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EKI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EKI FP Equity_DX_SI_MV,EKI FP Equity_DX_DSS,EKI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EKI FP Equity_DX_SUPPLY_SI_QTY,EKI FP Equity_DX_BROKER_SI_QTY,EKI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EKI FP Equity_DX_BROKER_SI_MV_NEW_x,EKI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EKI FP Equity_DX_SUPPLY_SI_QTY_INC_x,EKI FP Equity_DX_BROKER_SI_MV_INC_x,EKI FP Equity_DX_SUPPLY_SI_MV_NEW,EKI FP Equity_DX_BROKER_SI_QTY_ADD,EKI FP Equity_DX_BROKER_SI_QTY_NEW,EKI FP Equity_DX_SUPPLY_SI_MV_DEC,EKI FP Equity_DX_BROKER_SI_QTY_INC,EKI FP Equity_DX_SUPPLY_SI_QTY_DEC,EKI FP Equity_DX_BROKER_SI_MV_NEW_y,EKI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EKI FP Equity_DX_BROKER_SI_MV_INC_y,EKI FP Equity_DX_SUPPLY_SI_QTY_INC_y,EKI FP Equity_DX_BROKER_SI_MV_ADD,EKI FP Equity_DX_SUPPLY_SI_QTY_ADD,EKI FP Equity_DX_BROKER_SI_QTY_DEC,EKI FP Equity_DX_SUPPLY_SI_MV,EKI FP Equity_DX_BROKER_SI_MV_DEC,EKI FP Equity_DX_BROKER_SI_MV_RMV,EKI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EKI FP Equity_DX_UTILIZATION_QUANTITY,EKI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EKI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EKI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EKI FP Equity_DX_ACTIVE_UTILIZATION_MV,EKI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EKI FP Equity_DX_BROKER_SI_CON_RATIO,EKI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EKI FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-03-29,59313.0,377823.81,0.27,0.94,0.23,0.38,0.0,347884.81,41074.0,54613.0,261641.38,,,,,,,,,,,,,,,,,,0.26,,,100.0,2.84,0.0,0.0,0.0,100.0,27.06,0.4376,59.67,0.0411
2021-03-30,59313.0,378416.94,0.27,0.94,0.23,0.38,0.0,348430.94,41074.0,54613.0,262052.12,,,,,,,,,,,,,,,,,,0.26,,,100.0,2.83,0.0,0.0,0.0,100.0,27.08,0.4371,59.61,0.0409
2021-03-31,57413.0,364572.55,0.26,0.92,0.23,0.37,0.0,334727.55,46074.0,52713.0,292569.9,,,1849.0,,,,,,,,,,,1849.0,,3151.0,1900.0,0.29,0.01,,3.43,3.17,1298082.0,8242820.7,8.28,3.42,27.88,0.4651,61.67,0.0395
2021-04-01,56374.0,360793.6,0.26,0.93,0.22,0.36,0.0,360793.6,46074.0,56374.0,294873.6,0.03,,,,,,4700.0,,,,0.03,,,,,,1039.0,0.29,0.01,,3.43,3.17,1298082.0,8307724.8,8.24,3.43,26.74,0.4712,62.65,0.0388
2021-04-02,56374.0,360793.6,0.26,0.95,0.22,0.36,0.0,360793.6,46074.0,56374.0,294873.6,,,,,,,,,,,,,,,,,,0.29,,,3.43,3.17,1298082.0,8307724.8,8.25,3.43,26.59,0.4719,62.77,0.0388
2021-04-05,56374.0,360793.6,0.26,0.95,0.22,0.36,0.0,360793.6,46074.0,56374.0,294873.6,,,,,,,,,,,,,,,,,,0.29,,,3.43,3.17,1298082.0,8307724.8,8.26,3.44,26.53,0.4726,62.85,0.0388
2021-04-06,58974.0,379792.56,0.26,0.99,0.23,0.38,0.0,371420.56,47374.0,57674.0,305088.56,,,1300.0,0.01,,,,,1300.0,,,,0.01,1300.0,,,,0.3,,,3.52,3.26,1298082.0,8359648.08,8.17,3.59,29.91,0.4556,59.96,0.0405
2021-04-07,96386.0,625545.14,0.43,1.66,0.38,0.62,0.0,319346.94,52374.0,49206.0,339907.26,,,5000.0,0.01,,,,,1500.0,,,,0.01,5000.0,,,9968.0,0.34,0.06,,3.88,3.6,1298082.0,8424552.18,8.36,3.9,13.11,0.5635,73.45,0.0663
2021-04-08,95986.0,642146.34,0.43,1.66,0.37,0.63,0.0,326512.14,52374.0,48806.0,350382.06,,,,,,,,,,,,,,,,,400.0,0.35,0.0,,3.88,3.59,1298082.0,8684168.58,8.42,3.95,13.19,0.5696,73.87,0.0658
2021-04-09,55106.0,366454.9,0.25,0.94,0.21,0.37,0.0,357809.9,52374.0,53806.0,348287.1,,,,0.03,,,,,5000.0,,,,0.03,,,,,0.35,,,3.88,3.59,1298082.0,8632245.3,8.68,3.86,22.82,0.4741,64.29,0.0378
2021-04-12,43092.0,288285.48,0.19,0.73,0.17,0.29,0.0,183031.71,30927.0,27359.0,206901.63,,,,0.0,,,,0.14,532.0,21447.0,,,0.0,,,,26979.0,0.21,0.18,,2.33,2.12,1298082.0,8684168.58,8.63,2.33,31.86,0.2866,38.99,0.0296
2021-04-13,43092.0,301644.0,0.19,0.72,0.17,0.29,0.0,191513.0,30927.0,27359.0,216489.0,,,,,,,,,,,,,,,,,,0.21,,,2.33,2.12,1298082.0,9086574.0,8.61,2.4,32.43,0.2891,39.04,0.0296
2021-04-14,41734.0,286295.24,0.19,0.64,0.16,0.29,0.0,183024.8,30248.0,26680.0,207501.28,,,,0.01,,,,0.01,1000.0,679.0,,,0.01,,,,1679.0,0.21,0.01,,2.28,2.08,1298082.0,8904842.52,9.09,2.25,32.26,0.2793,37.33,0.0287
2021-04-15,46776.0,320415.6,0.21,0.69,0.18,0.32,0.0,169201.85,27269.0,24701.0,186792.65,,,,0.01,,,,0.02,1000.0,2979.0,,,0.01,,,,2979.0,0.19,0.02,,2.06,1.88,1298082.0,8891861.7,8.9,2.06,16.0,0.3573,54.88,0.0322
2021-04-16,64776.0,456023.04,0.29,0.97,0.25,0.45,0.0,173895.04,45269.0,24701.0,318693.76,,,17000.0,,,,,,,,,,,17000.0,,1000.0,,0.31,,,3.41,3.11,1281082.0,9018817.28,8.78,3.44,36.62,0.3164,40.23,0.0446
2021-04-19,64976.0,454832.0,0.29,0.98,0.25,0.45,0.0,236607.0,36369.0,33801.0,254583.0,,,,,,19100.0,,0.07,,10000.0,,,,,0.14,1100.0,10000.0,0.25,0.07,,2.76,2.5,1281082.0,8967574.0,8.83,2.78,28.57,0.2484,37.02,0.0447
2021-04-20,69976.0,475836.8,0.31,1.23,0.27,0.49,0.0,229846.8,41369.0,33801.0,281309.2,,,5000.0,,,,,,,,,,,5000.0,,,,0.28,,,3.13,2.85,1281082.0,8711357.6,8.8,3.13,26.67,0.2203,34.47,0.0481
2021-04-21,37444.0,256116.96,0.17,0.67,0.15,0.26,0.0,225432.72,36712.0,32958.0,251110.08,,,,,,2000.0,,0.03,,4657.0,,,,,0.01,,2843.0,0.25,0.02,,2.79,2.53,1281082.0,8762600.88,8.71,2.79,12.66,0.2972,50.51,0.0258
2021-04-22,37444.0,258363.6,0.17,0.66,0.15,0.26,0.0,227410.2,36712.0,32958.0,253312.8,,,,,,,,,,,,,,,,,,0.25,,,2.79,2.53,1281082.0,8839465.8,8.76,2.79,12.71,0.2961,50.36,0.0258
2021-04-23,36421.0,250576.48,0.16,0.64,0.14,0.25,0.0,219712.8,35689.0,31935.0,245540.32,,,,,,,,0.01,,1023.0,,,,,,,1023.0,0.25,0.01,,2.71,2.45,1281082.0,8813844.16,8.84,2.71,13.06,0.3099,51.7,0.025
2021-04-26,46421.0,318912.27,0.21,0.86,0.18,0.32,0.0,114406.11,35939.0,16653.0,246900.93,,,250.0,0.0,,,,,250.0,,,,0.0,250.0,,,15532.0,0.25,0.11,,2.73,2.46,1281082.0,8801033.34,8.81,2.73,12.61,0.3202,53.16,0.0318
2021-04-27,41485.0,285001.95,0.19,0.79,0.16,0.28,0.0,97450.95,33471.0,14185.0,229945.77,,,,,,,,0.02,,2468.0,,,,,,,2468.0,0.23,0.02,,2.54,2.29,1283550.0,8817988.5,8.82,2.54,14.19,0.3313,53.63,0.0284
2021-04-28,38985.0,269386.35,0.18,0.76,0.15,0.27,0.0,80743.35,33471.0,11685.0,231284.61,,,,,,,,,,,,,,,,,2500.0,0.23,0.02,,2.54,2.29,1283550.0,8869330.5,8.82,2.54,15.19,0.3708,57.18,0.0266
2021-04-29,66932.0,458484.2,0.3,1.34,0.26,0.46,0.0,79994.3,61418.0,11678.0,420713.3,,,27947.0,,,,,,,,,,,27947.0,,,7.0,0.42,0.0,,4.19,4.19,1403321.0,9612748.85,9.7,4.18,32.97,0.3033,42.45,0.0457
2021-04-30,94354.0,635002.42,0.42,1.92,0.37,0.65,0.0,266723.36,56186.0,39632.0,378131.78,,,,,,27954.0,,0.04,,5232.0,,,,,0.2,,,0.38,,,4.19,3.84,1283550.0,8638291.5,8.79,4.15,22.94,0.4253,60.53,0.0646
2021-05-03,94036.0,636623.72,0.42,1.94,0.37,0.65,0.0,266155.78,56186.0,39314.0,380379.22,,,,,,,,,,,,,,,,,318.0,0.38,0.01,,4.19,3.84,1283550.0,8689633.5,8.82,4.15,23.21,0.4241,60.33,0.0643
2021-05-04,66002.0,432973.12,0.3,1.37,0.26,0.46,0.0,257375.04,56186.0,39234.0,368580.16,,,,,,,,,,,,,,,,,80.0,0.37,0.0,,4.19,3.84,1283550.0,8420088.0,8.69,4.12,32.67,0.3123,43.92,0.0452
2021-05-05,37255.0,249981.05,0.17,0.76,0.15,0.25,0.0,78325.83,27041.0,11673.0,181445.11,,,,,,,,0.19,,29145.0,,,,,,,27561.0,0.18,0.2,,2.06,1.85,1283550.0,8612620.5,8.42,2.07,14.58,0.4007,59.81,0.0255
2021-05-06,36687.0,245802.9,0.16,0.75,0.14,0.25,0.0,70839.1,31173.0,10573.0,208859.1,,,,,,,,,,,,,,,,4132.0,1100.0,0.21,0.01,,2.37,2.13,1283550.0,8599785.0,8.61,2.37,16.12,0.4127,60.95,0.0251
2021-05-07,36491.0,250328.26,0.16,0.74,0.14,0.25,0.0,72530.78,30977.0,10573.0,212502.22,,,,,,,,0.0,,196.0,,,,,,,,0.21,,,2.36,2.11,1283550.0,8805153.0,8.6,2.36,16.35,0.4115,60.81,0.0249
2021-05-10,37276.0,249003.68,0.17,0.78,0.15,0.26,0.0,76232.16,29958.0,11412.0,200119.44,,,,0.01,,,,0.01,839.0,1019.0,,,0.01,,,,,0.21,,,2.28,2.04,1283550.0,8574114.0,8.81,2.28,15.51,0.3966,59.65,0.0254
2021-05-11,41222.0,269591.88,0.19,0.9,0.16,0.28,0.0,100441.32,33958.0,15358.0,222085.32,,,4000.0,0.03,,,,,4000.0,,,,0.03,4000.0,,,54.0,0.23,0.0,,2.58,2.3,1283550.0,8394417.0,8.57,2.58,14.02,0.3342,53.77,0.028
2021-05-12,69912.0,444640.32,0.31,1.57,0.27,0.45,0.0,113576.88,60148.0,17858.0,382541.28,,,27290.0,0.02,,,,0.01,2500.0,1100.0,,,0.02,27290.0,,,,0.39,,,4.09,4.09,1408768.0,8959764.48,9.2,4.05,31.17,0.2466,34.89,0.0476
2021-05-13,64812.0,414796.8,0.29,1.45,0.25,0.43,0.0,240307.2,56148.0,37548.0,359347.2,,,,,,24790.0,,0.03,,4000.0,,,,,0.17,,5100.0,0.36,0.03,,3.83,3.83,1409568.0,9021235.2,8.97,3.84,32.23,0.2898,40.05,0.0442
2021-05-14,84612.0,557593.08,0.38,1.86,0.33,0.55,0.0,306092.32,67048.0,46448.0,441846.32,,,10900.0,0.06,,,,,8900.0,,,,0.06,10900.0,,,,0.43,,,4.96,4.52,1283550.0,8458594.5,8.21,5.03,25.01,0.2228,30.24,0.057
2021-05-17,81848.0,536104.4,0.37,1.79,0.32,0.54,0.0,295509.8,62016.0,45116.0,406204.8,,,,,,,,0.03,,5032.0,,,,,,,1332.0,0.4,0.0,,100.0,4.19,0.0,0.0,0.0,100.0,25.41,0.2246,31.03,0.0554
2021-05-18,120759.0,794594.22,0.54,2.64,0.47,0.8,0.0,238557.9,84998.0,36255.0,559286.84,,,22982.0,,,,,,,,,,,22982.0,,,8861.0,0.56,0.06,,100.0,5.73,0.0,0.0,0.0,100.0,34.11,0.2787,36.52,0.0814
2021-05-19,103340.0,670676.6,0.46,2.23,0.4,0.68,0.0,245763.32,65966.0,37868.0,428119.34,,,,0.15,,,,0.13,23017.0,19032.0,,,0.15,,,,21404.0,0.43,0.15,,100.0,4.44,0.0,0.0,0.0,100.0,25.66,0.3509,50.28,0.0696
2021-05-20,84269.0,551119.26,0.38,1.82,0.33,0.55,0.0,484411.26,79150.0,74069.0,517641.0,,,13184.0,0.15,,13184.0,,,23017.0,,,,0.15,13184.0,0.09,,,0.52,,,100.0,5.33,0.0,0.0,0.0,100.0,21.1,0.3751,55.15,0.0567
2021-05-21,129276.0,850636.08,0.58,2.92,0.5,0.85,0.0,335922.16,78718.0,51052.0,517964.44,,,,,,,,0.0,,432.0,,,,,,,23017.0,0.52,0.15,,100.0,5.3,0.0,0.0,0.0,100.0,20.41,0.2643,40.12,0.087
2021-05-24,106259.0,705559.76,0.48,2.42,0.41,0.7,0.0,338985.28,78718.0,51052.0,522687.52,,,,,,,,,,,,,,,,,,0.52,,,100.0,5.29,0.0,0.0,0.0,100.0,24.85,0.2267,27.09,0.0715
2021-05-25,83818.0,550684.26,0.38,1.92,0.33,0.55,0.0,323638.2,59999.0,49260.0,394193.43,,,,,,,,0.13,,18719.0,,,,,,,1792.0,0.4,0.01,,100.0,4.03,0.0,0.0,0.0,100.0,27.96,0.234,28.92,0.0564
2021-05-26,86382.0,564074.46,0.39,2.37,0.34,0.57,0.0,195651.86,61212.0,29962.0,399714.36,,,24946.0,,,,,0.16,,24937.0,,,,24946.0,,1204.0,19298.0,0.4,0.13,,4.59,4.12,1273136.0,8313578.08,8.36,4.58,30.47,0.3157,42.23,0.0581
2021-05-27,66312.0,440311.68,0.3,1.96,0.26,0.44,0.0,372583.68,61212.0,56112.0,406447.68,,,,,,26150.0,,,,,,,,,0.18,,,0.4,,,4.59,4.11,1273136.0,8453623.04,8.31,4.61,26.35,0.2783,40.46,0.0445
2021-05-28,65689.0,454567.88,0.29,1.97,0.26,0.44,0.0,383983.88,60589.0,55489.0,419275.88,,,,,,,,0.0,,623.0,,,,,,,623.0,0.41,0.0,,4.54,4.07,1273136.0,8810101.12,8.45,4.6,26.81,0.282,40.48,0.0441
2021-05-31,65489.0,469556.13,0.29,1.9,0.26,0.45,0.0,397139.13,60489.0,55389.0,433706.13,,,,,,1200.0,,0.01,,1300.0,,,,,0.01,1200.0,1300.0,0.42,0.01,,4.54,4.07,1273136.0,9128385.12,8.81,4.58,27.97,0.2907,40.49,0.044
2021-06-01,102186.0,728586.18,0.46,2.79,0.4,0.72,0.0,331466.57,60489.0,46489.0,431286.57,,,,,,,,,,,,,,,,,8900.0,0.43,0.06,,4.54,4.07,1273136.0,9077459.68,9.13,4.54,26.48,0.2738,36.43,0.0687
2021-06-02,93286.0,660464.88,0.42,2.63,0.36,0.66,0.0,329142.12,51589.0,46489.0,365250.12,,,,,,,,0.06,,8900.0,,,,,,,,0.37,,,3.85,3.47,1289796.0,9131755.68,9.2,3.84,28.91,0.3208,40.12,0.0627
2021-06-03,39786.0,283276.32,0.18,1.18,0.16,0.28,0.0,144813.68,24239.0,20339.0,172581.68,,,,,,,,0.2,,27350.0,,,,,,,26150.0,0.17,0.18,,100.0,1.61,0.0,0.0,0.0,100.0,25.88,0.5087,66.27,0.0264
2021-06-04,38586.0,277819.2,0.17,1.19,0.15,0.28,0.0,137800.8,24239.0,19139.0,174520.8,,,,,,,,,,,,,,,,,1200.0,0.17,0.01,,100.0,1.59,0.0,0.0,0.0,100.0,26.51,0.5411,68.49,0.0253
2021-06-07,38586.0,273960.6,0.17,1.15,0.15,0.28,0.0,135886.9,24239.0,19139.0,172096.9,,,,,,,,,,,,,,,,,,0.17,,,100.0,1.59,0.0,0.0,0.0,100.0,26.71,0.5395,68.3,0.0253
2021-06-08,40086.0,283808.88,0.18,1.14,0.16,0.28,0.0,146124.12,24239.0,20639.0,171612.12,,,,0.01,,,,,1500.0,,,,0.01,,,,,0.17,,,100.0,1.59,0.0,0.0,0.0,100.0,25.83,0.5012,65.64,0.0263
2021-06-09,44778.0,318819.36,0.2,1.28,0.17,0.32,0.0,163959.36,26542.0,23028.0,188979.04,,,,0.01,,889.0,,0.0,1500.0,763.0,,,0.01,,0.01,3066.0,,0.19,,,100.0,1.74,0.0,0.0,0.0,100.0,22.96,0.4137,58.92,0.0294
2021-06-10,41838.0,292447.62,0.19,1.15,0.16,0.3,0.0,155632.35,24365.0,22265.0,170311.35,,,,,,,,0.02,,2177.0,,,,,,,763.0,0.17,0.01,,100.0,1.6,0.0,0.0,0.0,100.0,24.69,0.4645,62.85,0.0274
2021-06-11,40060.0,280420.0,0.18,1.09,0.16,0.28,0.0,149632.0,23476.0,21376.0,164332.0,,,,,,,,0.01,,889.0,,,,,,,889.0,0.16,0.01,,100.0,1.54,0.0,0.0,0.0,100.0,25.84,0.5055,65.69,0.0262
2021-06-14,40060.0,281621.8,0.18,1.09,0.16,0.28,0.0,150273.28,23476.0,21376.0,165036.28,,,,,,,,,,,,,,,,,,0.16,,,100.0,1.53,0.0,0.0,0.0,100.0,25.64,0.507,65.88,0.0261
2021-06-15,40060.0,278016.4,0.18,1.1,0.16,0.28,0.0,148349.44,23476.0,21376.0,162923.44,,,,,,,,,,,,,,,,,,0.16,,,100.0,1.53,0.0,0.0,0.0,100.0,25.76,0.5054,65.71,0.0261
2021-06-16,46192.0,314105.6,0.21,1.28,0.18,0.32,0.0,145356.8,29608.0,21376.0,201334.4,,,,,,,,,,,,,,,,6132.0,,0.2,,,100.0,1.93,0.0,0.0,0.0,100.0,22.41,0.3936,56.48,0.0301
2021-06-17,66192.0,458710.56,0.3,1.88,0.26,0.46,0.0,148135.68,49608.0,21376.0,343783.44,,,20000.0,,,,,,,,,,,20000.0,,,,0.34,,,100.0,3.23,0.0,0.0,0.0,100.0,39.67,0.3422,39.78,0.0431
2021-06-18,66192.0,460696.32,0.3,1.9,0.26,0.46,0.0,148776.96,49608.0,21376.0,345271.68,,,,,,,,,,,,,,,,,,0.35,,,100.0,3.23,0.0,0.0,0.0,100.0,39.61,0.3422,39.87,0.0431
2021-06-21,66192.0,446796.0,0.3,1.87,0.26,0.45,0.0,144288.0,49608.0,21376.0,334854.0,,,,,,,,,,,,,,,,,,0.34,,,100.0,3.23,0.0,0.0,0.0,100.0,39.13,0.3397,39.88,0.0431
2021-06-22,67692.0,461659.44,0.3,1.9,0.26,0.46,0.0,145784.32,51108.0,21376.0,348556.56,,,,,,,,,,,,,,,,1500.0,,0.35,,,100.0,3.32,0.0,0.0,0.0,100.0,38.79,0.344,40.96,0.044
2021-06-23,42334.0,291257.92,0.19,1.16,0.17,0.29,0.0,147066.88,40136.0,21376.0,276135.68,,,,,,,,0.07,,10972.0,,,,,,,,0.27,,,100.0,2.61,0.0,0.0,0.0,100.0,31.14,0.3623,49.63,0.0275
2021-06-24,29265.0,197831.4,0.13,0.81,0.11,0.2,0.0,89069.76,27067.0,13176.0,182972.92,,,,,,,,0.09,,13069.0,,,,,,,8200.0,0.18,0.06,,100.0,1.76,0.0,0.0,0.0,100.0,17.21,0.3689,54.64,0.019
2021-06-25,35089.0,238605.2,0.16,0.99,0.14,0.24,0.0,69210.4,25405.0,10178.0,172754.0,,,1300.0,,,1300.0,,0.02,,2962.0,,,,1300.0,0.01,,4298.0,0.17,0.03,,100.0,1.65,0.0,0.0,0.0,100.0,28.35,0.2656,37.62,0.0228
2021-06-28,32140.0,229479.6,0.14,0.88,0.13,0.22,0.0,72670.92,22456.0,10178.0,160335.84,,,,,,,,0.02,,2949.0,,,,,,,,0.16,,,21.55,1.46,81729.0,583545.06,0.58,21.07,31.35,0.2508,31.85,0.0209
2021-06-29,27640.0,197073.2,0.12,0.73,0.11,0.19,0.0,51179.14,20956.0,7178.0,149416.28,,,,,,,,0.01,,1500.0,,,,,,,3000.0,0.15,0.02,,20.41,1.36,81729.0,582727.77,0.58,19.98,31.02,0.2856,36.81,0.0179
2021-06-30,26494.0,192611.38,0.12,0.72,0.1,0.19,0.0,52184.06,19810.0,7178.0,144018.7,,,1400.0,,,,,0.02,,2546.0,,,,1400.0,,,,0.14,,,100.0,1.28,0.0,0.0,0.0,100.0,22.5,0.3026,43.95,0.0172
2021-07-01,26494.0,192611.38,0.12,0.69,0.1,0.19,0.0,52184.06,19810.0,7178.0,144018.7,,,,,,,,,,,,,,,,,,0.14,,,100.0,1.28,0.0,0.0,0.0,100.0,23.12,0.3016,43.72,0.0172
2021-07-02,23510.0,168331.6,0.11,0.61,0.09,0.17,0.0,30029.04,19810.0,4194.0,141839.6,,,,0.01,,,,,2000.0,,,,0.01,,,,4984.0,0.14,0.04,,100.0,1.28,0.0,0.0,0.0,100.0,26.14,0.2281,27.49,0.0152
2021-07-05,23510.0,173033.6,0.11,0.61,0.09,0.17,0.0,30867.84,19810.0,4194.0,145801.6,,,,,,,,,,,,,,,,,,0.14,,,100.0,1.28,0.0,0.0,0.0,100.0,26.22,0.2302,27.46,0.0152
2021-07-06,20526.0,149224.02,0.09,0.52,0.08,0.15,0.0,30490.38,16826.0,4194.0,122325.02,,,,,,,,0.02,,2984.0,,,,,,,,0.12,,,16.17,1.09,87259.0,634372.93,0.63,16.27,29.27,0.2409,29.75,0.0133
2021-07-07,21526.0,156063.5,0.1,0.54,0.08,0.16,0.0,37656.5,16826.0,5194.0,121988.5,,,,0.01,,,,,1000.0,,,,0.01,,,,,0.12,,,16.17,1.09,87259.0,632627.75,0.63,16.27,27.76,0.2408,28.79,0.0139
2021-07-08,21526.0,153695.64,0.1,0.54,0.08,0.16,0.0,37085.16,16826.0,5194.0,120137.64,,,,,,,,,,,,,,,,,,0.12,,,16.17,1.09,87259.0,623029.26,0.62,16.39,27.75,0.2407,28.78,0.0139
2021-07-09,21526.0,159722.92,0.1,0.52,0.08,0.15,0.0,38539.48,16826.0,5194.0,124848.92,,,,,,,,,,,,,,,,,,0.12,,,16.17,1.09,87259.0,647461.78,0.65,15.77,27.68,0.2408,28.6,0.0139
2021-07-12,21526.0,158000.84,0.1,0.53,0.08,0.16,0.0,38123.96,16826.0,5194.0,123502.84,,,,,,,,,,,,,,,,,,0.12,,,16.17,1.09,87259.0,640481.06,0.64,16.01,27.29,0.2391,28.37,0.0139
2021-07-13,21526.0,160368.7,0.1,0.56,0.08,0.16,0.0,38695.3,16826.0,5194.0,125353.7,,,,,,,,,,,,,,,,,,0.12,,,16.17,1.09,87259.0,650079.55,0.65,15.96,27.23,0.2405,28.98,0.0139
2021-07-14,21526.0,166395.98,0.1,0.49,0.08,0.16,0.0,40149.62,16826.0,5194.0,130064.98,,,,,,,,,,,,,,,,,,0.12,,,16.17,1.09,87259.0,674512.07,0.67,15.51,27.05,0.2396,28.53,0.014
2021-07-15,28460.0,216580.6,0.13,0.63,0.11,0.21,0.0,39526.34,23760.0,5194.0,180813.6,,,10000.0,,,,,0.02,,3066.0,,,,10000.0,,,,0.18,,,23.52,1.54,77259.0,587940.99,0.59,23.23,20.05,0.3022,46.17,0.0184
2021-07-16,10460.0,79182.2,0.05,0.22,0.04,0.08,0.0,3739.58,10460.0,494.0,79182.2,,,,,,,,0.1,,13300.0,,,,,,,4700.0,0.08,0.04,,100.0,0.68,0.0,0.0,0.0,100.0,29.86,0.4245,56.21,0.0068
2021-07-19,10460.0,75939.6,0.05,0.22,0.04,0.08,0.0,3586.44,10460.0,494.0,75939.6,,,,,,,,,,,,,,,,,,0.08,,,100.0,0.68,0.0,0.0,0.0,100.0,30.48,0.4221,55.68,0.0068
2021-07-20,7953.0,57738.78,0.04,0.17,0.03,0.06,0.0,3586.44,7953.0,494.0,57738.78,,,,,,,,0.02,,2507.0,,,,,,,,0.06,,,100.0,0.52,0.0,0.0,0.0,100.0,17.88,0.5946,74.63,0.0052
2021-07-21,7953.0,59488.44,0.04,0.16,0.03,0.06,0.0,3695.12,7953.0,494.0,59488.44,,,,,,,,,,,,,,,,,,0.06,,,100.0,0.52,0.0,0.0,0.0,100.0,17.6,0.604,75.37,0.0052
2021-07-22,14685.0,109550.1,0.07,0.29,0.06,0.11,0.0,3685.24,14685.0,494.0,109550.1,,,1796.0,,,,,,,,,,,1796.0,,4936.0,,0.11,,,100.0,0.95,0.0,0.0,0.0,100.0,41.32,0.4204,49.03,0.0095
2021-07-23,14126.0,106368.78,0.06,0.29,0.05,0.11,0.0,3719.82,14126.0,494.0,106368.78,,,,,,,,0.0,,559.0,,,,,,,,0.11,,,100.0,0.92,0.0,0.0,0.0,100.0,42.37,0.4172,47.73,0.0092
2021-07-26,14126.0,109052.72,0.06,0.29,0.05,0.11,0.0,3813.68,14126.0,494.0,109052.72,,,,,,,,,,,,,,,,,,0.11,,,100.0,0.92,0.0,0.0,0.0,100.0,42.6,0.4165,47.44,0.0092
2021-07-27,14126.0,107357.6,0.06,0.29,0.05,0.11,0.0,3754.4,14126.0,494.0,107357.6,,,,,,,,,,,,,,,,,,0.11,,,100.0,0.92,0.0,0.0,0.0,100.0,42.91,0.4157,47.07,0.0092
2021-07-28,14126.0,106086.26,0.06,0.29,0.05,0.11,0.0,3709.94,14126.0,494.0,106086.26,,,,,,,,,,,,,,,,,,0.11,,,100.0,0.92,0.0,0.0,0.0,100.0,42.63,0.4164,47.41,0.0092
2021-07-29,16126.0,123847.68,0.07,0.33,0.06,0.12,0.0,19153.92,14126.0,2494.0,108487.68,,,,,,2000.0,,,,,,,,,0.02,,,0.11,,,100.0,0.92,0.0,0.0,0.0,100.0,37.06,0.3358,41.91,0.0104
2021-07-30,11518.0,87997.52,0.05,0.23,0.04,0.09,0.0,26694.16,8518.0,3494.0,65077.52,,,,0.01,,,,0.04,1000.0,5608.0,,,0.01,,,,,0.07,,,100.0,0.55,0.0,0.0,0.0,100.0,26.06,0.3632,52.06,0.0075
2021-08-02,10994.0,82345.06,0.05,0.22,0.04,0.08,0.0,26170.06,7994.0,3494.0,59875.06,,,,,,,,0.0,,524.0,,,,,,,,0.06,,,100.0,0.52,0.0,0.0,0.0,100.0,27.29,0.3909,54.52,0.0071
2021-08-03,11394.0,84771.36,0.05,0.23,0.04,0.09,0.0,33435.36,7394.0,4494.0,55011.36,,,,0.01,,,,0.0,1000.0,600.0,,,0.01,,,,,0.06,,,100.0,0.48,0.0,0.0,0.0,100.0,35.11,0.4151,52.61,0.0074
2021-08-04,11394.0,84315.6,0.05,0.23,0.04,0.08,0.0,33255.6,7394.0,4494.0,54715.6,,,,,,,,,,,,,,,,,,0.06,,,100.0,0.48,0.0,0.0,0.0,100.0,35.11,0.4151,52.61,0.0074
2021-08-05,12894.0,94899.84,0.06,0.24,0.05,0.1,0.0,40435.84,7894.0,5494.0,58099.84,,,500.0,0.01,,,,,1000.0,,,,0.01,500.0,,,,0.06,,,100.0,0.51,0.0,0.0,0.0,100.0,38.78,0.3798,46.49,0.0084
2021-08-06,10894.0,80506.66,0.05,0.2,0.04,0.08,0.0,25820.66,7894.0,3494.0,58336.66,,,,,,,,,,,,,,,,,2000.0,0.06,0.01,,100.0,0.51,0.0,0.0,0.0,100.0,27.54,0.3972,55.02,0.007
