,ALMOU FP Equity_DX_SI_QTY,ALMOU FP Equity_DX_SHORT_INTEREST_VALUE,ALMOU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMOU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMOU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMOU FP Equity_DX_SI_MV,ALMOU FP Equity_DX_DSS,ALMOU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMOU FP Equity_DX_SUPPLY_SI_QTY,ALMOU FP Equity_DX_BROKER_SI_QTY,ALMOU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMOU FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMOU FP Equity_DX_BROKER_SI_MV_INC_x,ALMOU FP Equity_DX_BROKER_SI_QTY_ADD,ALMOU FP Equity_DX_SUPPLY_SI_MV_DEC,ALMOU FP Equity_DX_BROKER_SI_QTY_INC,ALMOU FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMOU FP Equity_DX_BROKER_SI_MV_INC_y,ALMOU FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMOU FP Equity_DX_BROKER_SI_MV_ADD,ALMOU FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMOU FP Equity_DX_BROKER_SI_QTY_DEC,ALMOU FP Equity_DX_SUPPLY_SI_MV,ALMOU FP Equity_DX_BROKER_SI_MV_DEC,ALMOU FP Equity_DX_SUPPLY_SI_MV_RMV,ALMOU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMOU FP Equity_DX_UTILIZATION_QUANTITY,ALMOU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMOU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMOU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALMOU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMOU FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMOU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMOU FP Equity_DX_BROKER_SI_CON_RATIO,ALMOU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMOU FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1038.0,34357.8,,0.04,0.0,,0.0,,0.0
2021-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1038.0,34254.0,,0.04,0.0,,0.0,,0.0
2021-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1038.0,34046.4,,0.04,0.0,,0.0,,0.0
2021-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1038.0,33216.0,,0.03,0.0,,0.0,,0.0
2021-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1038.0,33008.4,,0.03,0.0,,0.0,,0.0
2021-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1038.0,32178.0,,0.03,0.0,,0.0,,0.0
2021-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,537.0,16002.6,,0.02,0.0,,0.0,,0.0
2021-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1038.0,33631.2,,0.03,0.0,,0.0,,0.0
2021-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1038.0,33838.8,,0.03,0.0,,0.0,,0.0
2021-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1038.0,33942.6,,0.03,0.0,,0.0,,0.0
2021-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1038.0,32904.6,,0.03,0.0,,0.0,,0.0
2021-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1038.0,32904.6,,0.03,0.0,,0.0,,0.0
2021-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1038.0,32593.2,,0.03,0.0,,0.0,,0.0
2021-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1038.0,33112.2,,0.03,0.0,,0.0,,0.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,1038.0,33008.4,,0.03,0.0,,0.0,,0.0
2021-12-02,200.0,6300.0,0.02,0.07,0.01,0.01,0.0,6300.0,200.0,200.0,6300.0,,,200.0,,,,,,0.01,200.0,,0.01,,,100.0,16.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1616
2021-12-03,200.0,6200.0,0.02,0.07,0.01,0.01,0.0,6200.0,200.0,200.0,6200.0,,,,,,,,,,,,0.01,,,100.0,13.75,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1375
2021-12-06,2300.0,71300.0,0.2,0.85,0.07,0.07,0.0,65100.0,2100.0,2100.0,65100.0,,0.06,,,1900.0,,0.06,,,1900.0,,0.07,,,100.0,37.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4066
2021-12-07,3800.0,114760.0,0.33,1.37,0.12,0.12,0.0,57380.0,1900.0,1900.0,57380.0,,,,0.01,,200.0,,,,,200.0,0.06,0.01,,100.0,34.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6893
2021-12-08,3800.0,120840.0,0.33,1.36,0.12,0.11,0.0,60420.0,1900.0,1900.0,60420.0,,,,,,,,,,,,0.06,,,100.0,34.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6893
2021-12-09,3800.0,124640.0,0.33,1.31,0.12,0.12,0.0,62320.0,1900.0,1900.0,62320.0,,,,,,,,,,,,0.06,,,100.0,34.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6893
2021-12-10,3800.0,127300.0,0.33,1.29,0.12,0.12,0.0,63650.0,1900.0,1900.0,63650.0,,,,,,,,,,,,0.06,,,100.0,34.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6893
2021-12-13,3800.0,137560.0,0.33,1.27,0.12,0.13,0.0,68780.0,1900.0,1900.0,68780.0,,,,,,,,,,,,0.06,,,100.0,34.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6893
2021-12-14,3800.0,132240.0,0.33,1.12,0.12,0.14,0.0,66120.0,1900.0,1900.0,66120.0,,,,,,,,,,,,0.07,,,100.0,34.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6893
2021-12-15,3800.0,129200.0,0.33,1.04,0.12,0.13,0.0,64600.0,1900.0,1900.0,64600.0,,,,,,,,,,,,0.07,,,100.0,34.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6893
2021-12-16,3800.0,126920.0,0.33,0.99,0.12,0.13,0.0,63460.0,1900.0,1900.0,63460.0,,,,,,,,,,,,0.06,,,100.0,34.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6893
2021-12-17,3800.0,129200.0,0.33,1.04,0.12,0.13,0.0,64600.0,1900.0,1900.0,64600.0,,,,,,,,,,,,0.06,,,100.0,34.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6893
2021-12-20,3200.0,109760.0,0.28,0.88,0.1,0.11,0.0,54880.0,1600.0,1600.0,54880.0,,,,0.01,,300.0,,,,,300.0,0.05,0.01,,100.0,32.57,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6513
2021-12-21,3200.0,111360.0,0.28,0.88,0.1,0.11,0.0,55680.0,1600.0,1600.0,55680.0,,,,,,,,,,,,0.05,,,100.0,32.57,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6513
2021-12-22,3200.0,114560.0,0.28,0.85,0.1,0.11,0.0,57280.0,1600.0,1600.0,57280.0,,,,,,,,,,,,0.06,,,100.0,28.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5603
2021-12-23,3200.0,120000.0,0.28,0.82,0.1,0.11,0.0,60000.0,1600.0,1600.0,60000.0,,,,,,,,,,,,0.06,,,100.0,28.38,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5676
2021-12-24,3200.0,123200.0,0.28,0.77,0.1,0.12,0.0,61600.0,1600.0,1600.0,61600.0,,,,,,,,,,,,0.06,,,100.0,27.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5553
2021-12-27,3200.0,126400.0,0.28,0.76,0.1,0.12,0.0,63200.0,1600.0,1600.0,63200.0,,,,,,,,,,,,0.06,,,100.0,27.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5553
2021-12-28,3200.0,129920.0,0.28,0.72,0.1,0.13,0.0,64960.0,1600.0,1600.0,64960.0,,,,,,,,,,,,0.06,,,100.0,27.88,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5576
2021-12-29,3200.0,131200.0,0.28,0.68,0.1,0.13,0.0,65600.0,1600.0,1600.0,65600.0,,,,,,,,,,,,0.07,,,100.0,27.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5511
2021-12-30,3200.0,130880.0,0.28,0.66,0.1,0.13,0.0,65440.0,1600.0,1600.0,65440.0,,,,,,,,,,,,0.07,,,100.0,27.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.543
2021-12-31,3200.0,128960.0,0.28,0.66,0.1,0.13,0.0,64480.0,1600.0,1600.0,64480.0,,,,,,,,,,,,0.07,,,100.0,26.98,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5396
2022-01-03,3200.0,136320.0,0.28,0.7,0.1,0.13,0.0,68160.0,1600.0,1600.0,68160.0,,,,,,,,,,,,0.06,,,100.0,26.98,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5396
2022-01-04,3200.0,142400.0,0.28,0.69,0.1,0.14,0.0,71200.0,1600.0,1600.0,71200.0,,,,,,,,,,,,0.07,,,100.0,26.98,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5396
2022-01-05,3200.0,138560.0,0.28,0.73,0.1,0.14,0.0,69280.0,1600.0,1600.0,69280.0,,,,,,,,,,,,0.07,,,100.0,26.75,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5349
2022-01-06,3200.0,133120.0,0.28,0.7,0.1,0.14,0.0,66560.0,1600.0,1600.0,66560.0,,,,,,,,,,,,0.07,,,100.0,26.5,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5301
2022-01-07,3200.0,134400.0,0.28,0.65,0.1,0.13,0.0,67200.0,1600.0,1600.0,67200.0,,,,,,,,,,,,0.07,,,100.0,26.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5288
2022-01-10,3200.0,129920.0,0.28,0.65,0.1,0.13,0.0,64960.0,1600.0,1600.0,64960.0,,,,,,,,,,,,0.07,,,100.0,23.96,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4793
2022-01-11,3200.0,133440.0,0.28,0.64,0.1,0.13,0.0,66720.0,1600.0,1600.0,66720.0,,,,,,,,,,,,0.07,,,100.0,23.96,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4793
2022-01-12,3200.0,132800.0,0.28,0.63,0.1,0.13,0.0,66400.0,1600.0,1600.0,66400.0,,,,,,,,,,,,0.07,,,100.0,24.26,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4852
2022-01-13,3200.0,133440.0,0.28,0.63,0.1,0.13,0.0,66720.0,1600.0,1600.0,66720.0,,,,,,,,,,,,0.07,,,100.0,24.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4934
2022-01-14,3200.0,131200.0,0.28,0.62,0.1,0.13,0.0,65600.0,1600.0,1600.0,65600.0,,,,,,,,,,,,0.07,,,100.0,24.59,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4917
2022-01-17,3200.0,130880.0,0.28,0.62,0.1,0.13,0.0,65440.0,1600.0,1600.0,65440.0,,,,,,,,,,,,0.07,,,100.0,22.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4585
2022-01-18,3200.0,128000.0,0.28,0.61,0.1,0.13,0.0,64000.0,1600.0,1600.0,64000.0,,,,,,,,,,,,0.07,,,100.0,22.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4498
2022-01-19,3200.0,127040.0,0.28,0.6,0.1,0.13,0.0,63520.0,1600.0,1600.0,63520.0,,,,,,,,,,,,0.06,,,100.0,21.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4311
2022-01-20,3200.0,128640.0,0.28,0.61,0.1,0.13,0.0,64320.0,1600.0,1600.0,64320.0,,,,,,,,,,,,0.06,,,100.0,20.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4174
2022-01-21,3200.0,125120.0,0.28,0.61,0.1,0.13,0.0,62560.0,1600.0,1600.0,62560.0,,,,,,,,,,,,0.06,,,100.0,21.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4232
2022-01-24,3200.0,114240.0,0.28,0.61,0.1,0.13,0.0,57120.0,1600.0,1600.0,57120.0,,,,,,,,,,,,0.06,,,100.0,20.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4092
2022-01-25,3200.0,120640.0,0.28,0.62,0.1,0.11,0.0,60320.0,1600.0,1600.0,60320.0,,,,,,,,,,,,0.06,,,100.0,20.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4135
2022-01-26,4040.0,149884.0,0.36,0.8,0.13,0.15,0.0,90524.0,2440.0,2440.0,90524.0,,,840.0,,,,,,0.03,840.0,,0.09,,,34.24,34.24,4687.0,173887.7,,0.18,34.06,21.7,0.6602,78.3,0.5669
2022-01-27,4040.0,155944.0,0.36,0.81,0.13,0.15,0.0,94184.0,2440.0,2440.0,94184.0,,,,,,,,,,,,0.09,,,34.24,34.24,4687.0,180918.2,,0.18,33.35,21.77,0.6594,78.23,0.5669
2022-01-28,3213.0,130126.5,0.28,0.63,0.1,0.12,0.0,65326.5,1613.0,1613.0,65326.5,,,,0.03,,827.0,,,,,827.0,0.06,0.03,,100.0,22.54,0.0,0.0,,0.0,100.0,0.42,0.9915,99.58,0.4489
2022-01-31,13.0,520.0,0.0,0.0,0.0,0.0,0.0,520.0,13.0,13.0,520.0,,,,0.06,,1600.0,,,,,1600.0,0.0,0.06,,0.21,0.21,6310.0,252400.0,,0.25,0.21,,1.0,100.0,0.0021
2022-02-01,13.0,529.1,0.0,0.0,0.0,0.0,0.0,529.1,13.0,13.0,529.1,,,,,,,,,,,,0.0,,,0.21,0.21,6214.0,252909.8,,0.25,0.21,,1.0,100.0,0.0021
2022-02-02,13.0,564.2,0.0,0.0,0.0,0.0,0.0,564.2,13.0,13.0,564.2,,,,,,,,,,,,0.0,,,0.18,0.18,7366.0,319684.4,,0.31,0.17,,1.0,100.0,0.0018
2022-02-03,581.0,25854.5,0.05,0.11,0.02,0.03,0.0,13216.5,297.0,297.0,13216.5,,,284.0,,,,,,0.01,284.0,,0.01,,,100.0,3.89,0.0,0.0,,0.0,100.0,2.32,0.9547,97.68,0.0762
2022-02-04,568.0,24310.4,0.05,0.11,0.02,0.02,0.0,12155.2,284.0,284.0,12155.2,,,,0.0,,13.0,,,,,13.0,0.01,0.0,,100.0,3.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0746
2022-02-07,568.0,24424.0,0.05,0.11,0.02,0.02,0.0,12212.0,284.0,284.0,12212.0,,,,,,,,,,,,0.01,,,100.0,3.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0709
2022-02-08,2654.0,117572.2,0.23,0.51,0.09,0.12,0.0,104991.0,2370.0,2370.0,104991.0,,,2086.0,,,,,,0.09,2086.0,,0.1,,,29.48,29.48,5670.0,251181.0,,0.25,29.07,20.54,0.6736,79.46,0.3301
2022-02-09,1043.0,47456.5,0.09,0.21,0.03,0.05,0.0,25434.5,559.0,559.0,25434.5,200.0,0.01,,0.09,200.0,2011.0,0.01,200.0,,,2011.0,0.02,0.09,,100.0,6.8,0.0,0.0,,0.0,100.0,7.52,0.8609,92.48,0.1268
2022-02-10,1443.0,68253.9,0.13,0.27,0.05,0.07,0.0,35900.7,759.0,759.0,35900.7,200.0,0.01,,,200.0,,0.01,200.0,,,,0.03,,,100.0,8.41,0.0,0.0,,0.0,100.0,5.45,0.897,94.55,0.16
2022-02-11,3097.0,146178.4,0.27,0.57,0.1,0.15,0.0,113893.6,2697.0,2413.0,127298.4,359.0,0.1,,,1938.0,,0.1,359.0,,1579.0,284.0,0.13,0.01,,29.44,29.44,6463.0,305053.6,,0.31,29.3,33.23,0.5563,66.77,0.3381
2022-02-14,922.0,40660.2,0.08,0.17,0.03,0.04,0.0,23020.2,522.0,522.0,23020.2,,,,0.1,,2175.0,,,,,1891.0,0.02,0.09,,100.0,5.53,0.0,0.0,,0.0,100.0,14.0,0.7593,86.0,0.0976
2022-02-15,835.0,39245.0,0.07,0.15,0.03,0.04,0.0,20445.0,435.0,435.0,20445.0,,,,0.0,,87.0,,,,,87.0,0.02,0.0,,100.0,4.6,0.0,0.0,,0.0,100.0,4.74,0.9097,95.26,0.0884
2022-02-16,800.0,36400.0,0.07,0.15,0.03,0.04,0.0,18200.0,400.0,400.0,18200.0,,,,0.0,,35.0,,,,,35.0,0.02,0.0,,100.0,4.21,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0843
2022-02-17,400.0,18134.23,0.04,0.07,0.01,0.02,0.0,9067.12,200.0,200.0,9067.12,,,,0.01,,200.0,,,,,200.0,0.01,0.01,,100.0,2.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0421
2022-02-18,1357.0,60182.98,0.12,0.27,0.04,0.07,0.0,51312.97,1357.0,1157.0,60182.98,,,1157.0,,,,,,0.06,1157.0,200.0,0.06,0.01,,13.27,13.27,8872.0,393473.38,,0.4,13.4,13.97,0.7596,86.03,0.1327
2022-02-21,1102.0,47165.6,0.1,0.21,0.04,0.05,0.0,47165.6,1102.0,1102.0,47165.6,,,,0.01,,255.0,,,,,55.0,0.05,0.0,,10.88,10.88,9025.0,386270.0,,0.4,11.16,,1.0,100.0,0.1088
2022-02-22,1102.0,47606.4,0.1,0.21,0.04,0.05,0.0,47606.4,1102.0,1102.0,47606.4,,,,,,,,,,,,0.05,,,10.86,10.86,9049.0,390916.8,,0.39,10.81,,1.0,100.0,0.1086
2022-02-23,2512.0,112788.8,0.22,0.48,0.08,0.11,0.0,81134.3,1807.0,1807.0,81134.3,,,705.0,,,,,,0.03,705.0,,0.08,,,16.71,16.71,9004.0,404279.6,,0.4,16.38,45.15,0.5047,54.85,0.2324
2022-02-24,2536.0,112852.0,0.22,0.47,0.08,0.12,0.0,80945.5,1819.0,1819.0,80945.5,12.0,0.0,,,12.0,,0.0,12.0,,,,0.08,,,100.0,16.82,0.0,0.0,,0.0,100.0,44.94,0.5051,55.06,0.2345
2022-02-25,1569.0,75625.8,0.14,0.28,0.05,0.07,0.0,41066.4,829.0,852.0,39957.8,,0.0,,0.05,23.0,990.0,0.0,,,,990.0,0.04,0.05,,100.0,7.63,0.0,0.0,,0.0,100.0,7.55,0.8604,92.45,0.1443
2022-02-28,2380.0,113050.0,0.21,0.41,0.08,0.11,0.0,73150.0,1540.0,1540.0,73150.0,823.0,0.03,,0.0,688.0,112.0,0.03,823.0,,,,0.07,,,100.0,13.57,0.0,0.0,,0.0,100.0,27.78,0.5987,72.22,0.2098
2022-03-01,2152.0,106524.0,0.19,0.37,0.07,0.1,0.0,64944.0,1312.0,1312.0,64944.0,,,,0.01,,228.0,,,,,228.0,0.06,0.01,,100.0,10.71,0.0,0.0,,0.0,100.0,21.93,0.6576,78.07,0.1757
2022-03-02,2152.0,105663.2,0.19,0.36,0.07,0.11,0.0,64419.2,1312.0,1312.0,64419.2,,,,,,,,,,,,0.06,,,100.0,10.71,0.0,0.0,,0.0,100.0,21.93,0.6576,78.07,0.1757
2022-03-03,2152.0,105232.8,0.19,0.35,0.07,0.11,0.0,64156.8,1312.0,1312.0,64156.8,,,,,,,,,,,,0.06,,,100.0,10.58,0.0,0.0,,0.0,100.0,21.93,0.6576,78.07,0.1736
2022-03-04,2874.0,126743.4,0.25,0.46,0.09,0.14,0.0,89699.4,2034.0,2034.0,89699.4,,0.04,,,722.0,,0.04,,,722.0,,0.1,,,100.0,16.03,0.0,0.0,,0.0,100.0,16.33,0.7267,83.67,0.2266
2022-03-07,3164.0,135419.2,0.28,0.49,0.1,0.14,0.0,135419.2,2864.0,3164.0,122579.2,,0.04,300.0,0.02,865.0,285.0,0.04,,0.01,1115.0,35.0,0.13,0.01,,22.48,22.48,9878.0,422778.4,,0.43,22.64,43.29,0.4206,47.38,0.2483
2022-03-08,4277.0,191609.6,0.38,0.64,0.14,0.19,0.0,191609.6,1590.0,4277.0,71232.0,,0.11,,0.06,2387.0,1274.0,0.11,,,,1274.0,0.07,0.06,,100.0,12.43,0.0,0.0,,0.0,100.0,31.17,0.5063,63.76,0.3343
2022-03-09,4097.0,187642.6,0.36,0.6,0.13,0.19,0.0,155353.6,705.0,3392.0,32289.0,,,,0.04,,885.0,,,,,885.0,0.03,0.04,,100.0,5.59,0.0,0.0,,0.0,100.0,33.82,0.5524,66.18,0.3251
2022-03-10,5182.0,235262.8,0.46,0.77,0.17,0.24,0.0,203255.8,1790.0,4477.0,81266.0,,,1085.0,,,,,,0.05,1085.0,,0.08,,,100.0,14.15,0.0,0.0,,0.0,100.0,26.64,0.3765,53.44,0.4096
2022-03-11,7351.0,351377.8,0.65,1.09,0.24,0.35,0.0,317678.8,3959.0,6646.0,189240.2,9.0,0.11,,,2169.0,,0.11,9.0,,2160.0,,0.18,,,100.0,31.59,0.0,0.0,,0.0,100.0,36.98,0.3201,38.07,0.5866
2022-03-14,4603.0,222785.2,0.41,0.69,0.15,0.22,0.0,188663.2,1211.0,3898.0,58612.4,,,,0.12,,2748.0,,,,,2748.0,0.06,0.13,,100.0,9.66,0.0,0.0,,0.0,100.0,30.05,0.4587,59.87,0.3673
2022-03-15,6707.0,311875.5,0.59,1.0,0.22,0.33,0.0,279093.0,3315.0,6002.0,154147.5,9.0,0.11,,0.0,2104.0,6.0,0.11,9.0,,2101.0,,0.16,,,100.0,26.41,0.0,0.0,,0.0,100.0,32.18,0.3156,40.74,0.5343
2022-03-16,5282.0,254592.4,0.46,0.79,0.17,0.25,0.0,196511.4,1390.0,4077.0,66998.0,,,,0.09,,1925.0,,,,,1925.0,0.06,0.1,,100.0,11.08,0.0,0.0,,0.0,100.0,26.26,0.3722,51.86,0.4212
