,UBI FP Equity_DX_SI_QTY,UBI FP Equity_DX_SHORT_INTEREST_VALUE,UBI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,UBI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,UBI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,UBI FP Equity_DX_SI_MV,UBI FP Equity_DX_DSS,UBI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,UBI FP Equity_DX_SUPPLY_SI_QTY,UBI FP Equity_DX_BROKER_SI_QTY,UBI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,UBI FP Equity_DX_BROKER_SI_MV_NEW_x,UBI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,UBI FP Equity_DX_SUPPLY_SI_QTY_INC_x,UBI FP Equity_DX_BROKER_SI_MV_INC_x,UBI FP Equity_DX_SUPPLY_SI_MV_NEW,UBI FP Equity_DX_BROKER_SI_QTY_ADD,UBI FP Equity_DX_BROKER_SI_QTY_NEW,UBI FP Equity_DX_SUPPLY_SI_MV_DEC,UBI FP Equity_DX_BROKER_SI_QTY_INC,UBI FP Equity_DX_SUPPLY_SI_QTY_DEC,UBI FP Equity_DX_BROKER_SI_MV_NEW_y,UBI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,UBI FP Equity_DX_BROKER_SI_MV_INC_y,UBI FP Equity_DX_SUPPLY_SI_QTY_INC_y,UBI FP Equity_DX_BROKER_SI_MV_ADD,UBI FP Equity_DX_SUPPLY_SI_QTY_ADD,UBI FP Equity_DX_BROKER_SI_QTY_DEC,UBI FP Equity_DX_SUPPLY_SI_MV,UBI FP Equity_DX_BROKER_SI_MV_DEC,UBI FP Equity_DX_SUPPLY_SI_MV_RMV,UBI FP Equity_DX_BROKER_SI_MV_RMV,UBI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,UBI FP Equity_DX_UTILIZATION_QUANTITY,UBI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,UBI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,UBI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,UBI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,UBI FP Equity_DX_ACTIVE_UTILIZATION_MV,UBI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,UBI FP Equity_DX_BROKER_SI_CON_RATIO,UBI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,UBI FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-10-30,10986541.0,146999918.58,11.34,8.06,8.41,152.12,2.0,133392030.42,8303470.0,9969509.0,111100428.6,,,30474.0,0.28,,,,0.17,21271.0,24526.0,,,0.28,30474.0,,10011.0,21684.0,114.99,0.32,0.04,,24.47,24.47,25624070.0,342850056.6,3086.0,355.19,24.46,19.74,0.2455,39.65,0.3238
2024-10-31,11248076.0,153367516.26,11.61,8.45,8.61,153.04,2.0,134584172.06,8555719.0,9870493.0,116657228.57,,37104.0,58785.0,0.91,0.5,,,2.33,71413.0,148518.0,,37104.0,0.91,58785.0,,341982.0,170429.0,114.57,3.53,0.52,,25.22,25.22,25371880.0,345945583.8,37104.0,340.63,25.17,19.57,0.2302,37.9,0.3315
2024-11-01,11930255.0,169171015.9,12.31,8.85,9.13,166.16,2.0,147500289.1,8873622.0,10401995.0,125827959.96,,,235359.0,10.57,,,,0.47,727907.0,47838.0,,,10.57,235359.0,,130382.0,196405.0,121.68,2.27,,,26.06,26.06,25183626.0,357103816.68,,345.71,26.03,18.62,0.225,38.71,0.3503
2024-11-04,11942430.0,161043668.55,12.32,9.21,9.14,167.28,2.0,140529477.45,8715827.0,10421170.0,117532927.1,,,59080.0,0.6,,,,2.31,19175.0,216875.0,,,0.6,59080.0,,,,122.67,,,,25.81,25.81,25056264.0,337883720.04,,352.75,25.8,17.6,0.2298,39.69,0.3536
2024-11-05,11825355.0,158459757.0,12.2,9.12,9.05,160.84,2.0,141846356.6,8480442.0,10585549.0,113637922.8,,,177982.0,1.01,,,,5.77,164379.0,415467.0,,,1.01,177982.0,,2100.0,,114.11,,,,25.36,25.36,24958406.0,334442640.4,,336.86,25.3,18.32,0.2336,39.65,0.3536
2024-11-06,11668609.0,157526221.5,12.04,9.01,8.93,159.48,2.0,140185485.0,8300371.0,10384110.0,112055008.5,,,58122.0,1.39,,,,2.81,91188.0,238193.0,,,1.39,58122.0,,,292627.0,112.55,3.94,,,25.15,25.15,24708404.0,333563454.0,,334.59,25.17,18.7,0.2452,40.58,0.3535
2024-11-07,11277834.0,153491320.74,11.64,8.82,8.63,154.07,2.0,136131779.35,8188374.0,10002335.0,111443770.14,,,19966.0,0.51,,,,1.86,27528.0,131963.0,,,0.51,19966.0,,,409303.0,110.32,5.54,,,24.96,24.96,24621362.0,335096736.82,,332.06,24.94,19.55,0.2603,41.76,0.3437
2024-11-08,11177662.0,151177878.55,11.53,9.9,8.55,153.83,2.0,133926754.58,8147400.0,9902163.0,110193585.0,,,59562.0,,,,,1.36,,100536.0,,,,59562.0,,,100172.0,111.45,1.49,,,25.03,25.03,24399370.0,330001479.25,,333.89,25.03,19.47,0.2674,42.59,0.3434
2024-11-11,11042137.0,148351110.6,11.39,10.42,8.45,151.79,2.0,131013256.53,8017914.0,9751638.0,107720674.59,,,41200.0,0.3,,,,2.37,28514.0,174090.0,,,0.3,41200.0,,3404.0,179039.0,109.09,2.62,,,24.77,24.77,24354466.0,327202250.71,,332.0,24.73,19.68,0.2758,43.36,0.3411
2024-11-12,10814966.0,144650170.25,11.16,10.71,8.27,146.65,2.0,127486313.63,7763563.0,9531687.0,103837655.13,,,28346.0,1.56,,,,4.98,119365.0,351779.0,,,1.56,28346.0,,69082.0,339316.0,104.55,5.22,,,24.03,24.03,24550744.0,328366201.0,,330.18,24.05,20.23,0.2749,44.1,0.3347
2024-11-13,10828876.0,144998649.64,11.17,25.81,8.28,146.59,2.0,127727290.34,7807392.0,9539006.0,104540978.88,,,47190.0,,,7319.0,,0.1,,6221.0,,,,47190.0,0.1,2860.0,,104.82,,,,24.27,24.27,24358592.0,326161546.88,,327.02,24.27,20.26,0.2734,43.93,0.3367
2024-11-14,10779572.0,146494383.48,11.12,11.23,8.25,146.84,2.0,129078078.21,7854107.0,9498019.0,106737314.13,,,50796.0,1.1,,14938.0,,0.07,69703.0,5019.0,,,1.1,50796.0,0.2,938.0,125628.0,105.65,1.71,,,24.44,24.44,24281820.0,329989933.8,,327.16,24.41,20.53,0.2719,43.96,0.3354
2024-11-15,10798837.0,145946282.06,11.14,11.28,8.26,147.61,2.0,128481077.31,7850304.0,9506554.0,106096858.56,,,23726.0,0.38,,,,0.56,35467.0,48679.0,,,0.38,23726.0,,21150.0,26932.0,106.47,0.19,,,24.73,24.73,23899812.0,323005959.18,,324.17,24.72,20.34,0.273,44.19,0.3401
2024-11-18,10742141.0,142816764.6,11.08,13.74,8.22,145.35,2.0,125887563.05,7830668.0,9468790.0,104108731.06,,,33777.0,0.01,,,,0.92,531.0,61413.0,,,0.01,33777.0,,8000.0,38295.0,105.55,0.65,,,24.99,24.99,23499786.0,312429654.87,,315.86,25.05,20.28,0.275,44.46,0.3429
2024-11-19,10890989.0,145340248.21,11.24,15.86,8.33,146.46,2.0,127998540.81,7946901.0,9591498.0,106051393.85,,,117374.0,1.74,,,,0.08,136738.0,1141.0,,,1.74,117374.0,,,14030.0,106.05,0.41,,,25.61,25.61,23085376.0,308074342.72,,306.15,25.73,20.22,0.2688,43.58,0.351
2024-11-20,10990819.0,142221197.86,11.34,17.17,8.41,146.96,2.0,125451501.34,8039335.0,9694861.0,104028994.9,,,83429.0,1.6,,,,0.03,104389.0,4393.0,,,1.6,83429.0,,13398.0,1026.0,107.65,0.32,,,25.86,25.86,23043056.0,298177144.64,,307.48,25.93,19.54,0.2686,43.71,0.3536
2024-11-21,11023347.0,137626487.29,11.37,17.68,8.43,143.03,2.0,121377784.17,8089543.0,9721889.0,100997944.36,,,40748.0,0.39,,10738.0,,0.21,57679.0,4777.0,,,0.39,40748.0,0.15,14237.0,41389.0,105.12,1.13,,,26.07,26.07,22937492.0,286374587.62,,296.79,26.15,19.38,0.2664,43.62,0.3553
2024-11-22,10752322.0,136769535.84,11.09,17.37,8.23,137.25,2.0,120771948.0,7771279.0,9494650.0,98850668.88,,,,,,29601.0,,4.89,,318264.0,,,,,0.37,,256840.0,97.77,4.36,,,25.09,25.09,23203168.0,295144296.96,,292.34,25.06,20.53,0.2688,43.54,0.3471
2024-11-25,10648830.0,135772582.5,10.99,17.8,8.15,136.68,2.0,119928514.5,7744757.0,9406158.0,98745651.75,,,41350.0,0.49,,,,0.71,35215.0,71470.0,,,0.49,41350.0,,3598.0,123707.0,98.21,1.51,,,25.12,25.12,23081728.0,294292032.0,,292.55,25.13,20.64,0.2724,44.03,0.3454
2024-11-26,10454998.0,130164725.1,10.79,17.39,8.0,133.62,2.0,115335766.65,7649343.0,9263917.0,95234320.35,,,18371.0,0.11,,,,1.61,7955.0,131985.0,,,0.11,18371.0,,18200.0,150196.0,97.63,1.45,,,25.0,25.0,22949460.0,285720777.0,,291.97,25.06,20.54,0.2765,44.62,0.3417
2024-11-27,11639894.0,140260722.7,12.01,19.49,8.9,145.51,2.0,120775969.1,8392509.0,10022902.0,101129733.45,,,224039.0,0.0,,759039.0,,1.31,25946.0,77393.0,,,0.0,224039.0,9.83,596520.0,26000.0,104.02,0.63,,,27.54,27.54,22079064.0,266052721.2,,272.47,27.63,18.13,0.2257,39.59,0.382
2024-11-28,11456238.0,140338915.5,11.82,19.36,8.76,143.15,2.0,121160340.0,8199816.0,9890640.0,100447746.0,,,,0.49,,,,3.35,26000.0,232693.0,,,0.49,,,40000.0,158262.0,99.14,2.04,,,26.93,26.93,22249332.0,272554317.0,,270.27,26.84,18.74,0.2304,39.9,0.3762
2024-11-29,10782918.0,134301243.69,11.13,18.74,8.25,134.36,2.0,116116819.14,7317714.0,9322908.0,91142127.87,,,99109.0,0.47,,407770.0,,11.65,25465.0,981211.0,,,0.47,99109.0,5.0,,1000967.0,89.66,13.79,,,24.11,24.11,23039246.0,286953808.93,,282.09,24.12,20.26,0.2513,42.27,0.3552
2024-12-02,10267902.0,118850965.65,10.59,18.14,7.86,126.09,2.0,102037340.58,6816835.0,8815321.0,78904865.13,,,25965.0,0.0,,,,6.05,31855.0,529576.0,,,0.0,25965.0,,2732.0,539442.0,85.22,6.98,,,22.45,22.45,23541736.0,272495594.2,,293.6,22.5,20.15,0.2409,40.68,0.3382
2024-12-03,10260606.0,120049090.2,10.59,18.12,7.85,120.56,2.0,102993111.0,6820878.0,8802830.0,79804272.6,,,1496.0,,,,,0.48,,8909.0,,,,1496.0,,11456.0,12491.0,78.99,1.25,,,22.43,22.43,23587722.0,275976347.4,,273.15,22.43,21.27,0.2346,39.25,0.3374
2024-12-04,9593010.0,113245483.05,9.9,16.96,7.34,113.53,2.0,97252305.15,6253071.0,8238230.0,73817503.16,,,,0.17,,,,6.52,6596.0,576903.0,,,0.17,,,9096.0,571196.0,73.28,6.5,,,20.84,20.84,23753600.0,280411248.0,,278.34,20.84,22.82,0.2151,35.06,0.3197
2024-12-05,9750475.0,114860595.5,10.06,17.21,7.46,115.83,2.0,98571623.8,6382551.0,8367710.0,75186450.78,,,132501.0,1.69,,,,0.27,138225.0,22691.0,,,1.69,132501.0,,19670.0,8745.0,75.19,0.1,,,21.18,21.18,23754284.0,279825465.52,,279.38,21.21,22.37,0.2143,34.84,0.3235
2024-12-06,9605415.0,127944127.8,9.91,17.13,7.35,120.0,2.0,110491797.6,6308976.0,8295180.0,84035560.32,,,17170.0,,,,,1.05,,90809.0,,,,17170.0,,64.0,72530.0,74.9,0.76,,,21.05,21.05,23657776.0,315121576.32,,282.98,20.93,24.18,0.21,33.11,0.3205
2024-12-09,9424635.0,125253399.15,9.72,15.72,7.21,124.92,2.0,107690544.54,6235907.0,8103126.0,82875204.03,,,25725.0,0.03,,,,1.45,2000.0,156120.0,,,0.03,25725.0,,57326.0,194054.0,83.23,1.6,,,20.97,20.97,23499324.0,312306015.96,,313.01,21.01,23.32,0.2221,36.24,0.317
2024-12-10,9427135.0,124296774.98,9.73,15.44,7.21,125.22,2.0,106872678.81,6089840.0,8105626.0,80294540.4,,,45565.0,0.14,,,,2.84,11000.0,213717.0,,,0.14,45565.0,,22085.0,8500.0,81.28,0.2,,,20.6,20.6,23469436.0,309444513.66,,312.65,20.63,23.08,0.2206,36.21,0.3189
2024-12-11,8764180.0,111348906.9,9.04,14.7,6.7,114.14,2.0,98570853.15,6121644.0,7758430.0,77775487.02,,,113105.0,0.01,,165613.0,,1.88,10665.0,130087.0,,,0.01,113105.0,2.21,48786.0,523474.0,80.86,7.2,,,20.75,20.75,23374836.0,296977291.38,,307.24,20.84,24.45,0.2464,38.73,0.2971
2024-12-12,8767601.0,109989554.55,9.05,14.75,6.71,111.52,2.0,97372420.8,6066651.0,7761851.0,76106136.8,,,9181.0,0.06,,,,1.18,5000.0,68091.0,,,0.06,9181.0,,3917.0,1579.0,77.26,0.03,,,20.63,20.63,23345128.0,292864630.76,,296.85,20.65,24.69,0.2437,38.14,0.2981
2024-12-13,8776625.0,106767643.13,9.06,15.73,6.71,109.22,2.0,94532694.38,6078983.0,7770875.0,73950828.19,,,84158.0,0.77,,,,0.99,71579.0,71826.0,,,0.77,84158.0,,,62555.0,76.17,1.21,,,20.64,20.64,23374576.0,284351717.04,,292.39,20.67,24.45,0.2444,38.15,0.298
2024-12-16,8808369.0,110016528.81,9.09,16.25,6.74,108.67,2.0,97080011.31,6050635.0,7772619.0,75572431.15,,,44351.0,0.5,,,,1.2,40212.0,75333.0,,,0.5,44351.0,,2634.0,38468.0,73.69,0.66,,,20.65,20.65,23253096.0,290431169.04,,283.83,20.61,24.63,0.2392,37.35,0.3006
2024-12-17,8826178.0,110900926.57,9.11,16.56,6.75,111.51,2.0,97786572.21,6085634.0,7782457.0,76465991.21,,,49175.0,0.64,,,,0.25,12138.0,30547.0,,,0.64,49175.0,,16371.0,2300.0,76.25,0.0,,,20.81,20.81,23155334.0,290946771.71,,289.64,20.84,24.81,0.2397,37.32,0.3018
2024-12-18,8835894.0,108681496.2,9.12,16.62,6.76,111.48,2.0,96081154.8,6091070.0,7811476.0,74920161.0,,,27547.0,0.93,,,,1.22,64946.0,107344.0,,,0.93,27547.0,,85233.0,35927.0,77.26,0.13,,,20.89,20.89,23064230.0,283690029.0,,292.09,20.92,24.31,0.2381,37.41,0.3031
2024-12-19,8992424.0,112090565.16,9.28,17.17,6.88,112.52,2.0,99183356.82,6246543.0,7956948.0,77863158.5,,,172537.0,1.74,,,,0.47,156472.0,22265.0,,,1.74,172537.0,,5201.0,11000.0,77.2,0.13,,,21.5,21.5,22810584.0,284333929.56,,282.27,21.48,24.39,0.2322,36.2,0.3095
2024-12-20,8863933.0,110134367.53,9.15,17.44,6.78,111.05,2.0,97465104.45,6112954.0,7844274.0,75953453.45,,,19746.0,0.22,,,,1.88,11643.0,153335.0,,,0.22,19746.0,,,124317.0,76.03,1.69,,,21.16,21.16,22781404.0,283058944.7,,282.89,21.18,24.69,0.2374,36.62,0.3068
2024-12-23,8872524.0,112148703.36,9.15,16.95,6.79,112.05,2.0,99260213.6,6085487.0,7852865.0,76920555.68,,,13800.0,0.55,,,,0.61,32059.0,49393.0,,,0.55,13800.0,,8126.0,23468.0,75.88,0.21,,,21.1,21.1,22754696.0,287619357.44,,283.16,21.13,24.87,0.2353,36.12,0.3076
2024-12-24,8786727.0,108472144.82,9.07,16.86,6.72,110.52,2.0,96267149.46,6007510.0,7798068.0,74162710.95,,,95602.0,0.11,,,,1.95,30412.0,173579.0,,,0.11,95602.0,,,85209.0,76.03,1.11,,,20.85,20.85,22799398.0,281458568.31,,287.81,20.9,24.59,0.2371,36.48,0.305
2024-12-25,8786727.0,108472144.82,9.07,17.16,6.72,109.91,2.0,96267149.46,6007510.0,7798068.0,74162710.95,,,,,,,,,,,,,,,,,,75.38,,,,20.86,20.86,22784988.0,281280676.86,,285.45,20.89,24.69,0.2363,36.24,0.3052
2024-12-26,8730328.0,107775899.16,9.01,17.05,6.68,108.51,2.0,95570903.81,6007510.0,7741669.0,74162710.95,,,,,,,,,,,,,,,,,56399.0,74.1,0.87,,,21.06,21.06,22521274.0,278025127.53,,277.87,21.05,25.03,0.2367,36.25,0.306
2024-12-27,8692808.0,111919903.0,8.97,16.97,6.65,110.06,2.0,99190918.38,5882727.0,7704149.0,75740110.13,,,24124.0,,,,,1.91,,156203.0,,,,24124.0,,7296.0,37520.0,73.0,0.43,,,20.55,20.55,22749360.0,292898010.0,,282.77,20.52,25.78,0.2367,35.89,0.3036
2024-12-30,8692808.0,112137223.2,8.97,17.21,6.65,112.59,2.0,99383522.1,5873545.0,7704149.0,75768730.5,,,12115.0,,,,,0.25,,21297.0,,,,12115.0,,,,75.85,,,,20.52,20.52,22745980.0,293423142.0,,293.09,20.56,25.22,0.2377,36.39,0.3037
2024-12-31,8699214.0,114394664.1,8.98,17.8,6.66,113.89,2.0,101393798.25,5879951.0,7710555.0,77321355.65,,,2600.0,0.09,,,,,6406.0,,,,0.09,2600.0,,3806.0,,76.23,,,,20.61,20.61,22652632.0,297882110.8,,293.34,20.63,25.4,0.2366,36.09,0.3049
2025-01-01,8699214.0,114394664.1,8.98,18.47,6.66,114.36,2.0,101393798.25,5879951.0,7710555.0,77321355.65,,,,,,,,,,,,,,,,,,77.27,,,,20.58,20.58,22691028.0,298387018.2,,295.13,20.75,25.32,0.2373,36.29,0.3045
2025-01-02,8692808.0,111789510.88,8.97,18.45,6.65,113.76,2.0,99075356.14,5873545.0,7704149.0,75533788.7,,,,,,,,0.08,,6406.0,,,,,,,6406.0,77.56,0.08,,,20.33,20.33,23024260.0,296091983.6,,303.39,20.36,24.87,0.2391,36.83,0.3008
2025-01-03,8603098.0,108872205.19,8.88,18.41,6.58,110.3,2.0,96360725.55,5783835.0,7614439.0,73194431.93,,,,,,,,1.27,,89710.0,,,,,,,89710.0,74.21,1.73,,,19.89,19.89,23292792.0,294770282.76,,297.87,19.95,25.29,0.2412,37.05,0.2959
2025-01-06,8543552.0,110254538.56,8.82,18.53,6.54,109.68,2.0,97505856.83,5717061.0,7555665.0,73778672.21,,,5465.0,0.11,,,,0.95,8000.0,72239.0,,,0.11,5465.0,,,66774.0,72.17,0.86,,,19.66,19.66,23369064.0,301577770.92,,295.22,19.64,25.92,0.2427,36.72,0.2937
2025-01-07,8518799.0,110744387.0,8.79,19.22,6.52,111.41,2.0,97901856.0,5718066.0,7530912.0,74334858.0,,,2592.0,0.02,,,,0.06,2005.0,7242.0,,,0.02,2592.0,,5655.0,26758.0,74.2,0.0,,,19.68,19.68,23340770.0,303430010.0,,302.31,19.71,25.71,0.245,37.26,0.2932
2025-01-08,8569230.0,105829990.5,8.84,19.82,6.56,109.8,2.0,93364876.15,5720305.0,7559909.0,70645766.75,,,87651.0,0.0,,,,1.11,28997.0,87138.0,,,0.0,87651.0,,1726.0,,74.55,,,,19.72,19.72,23287660.0,287602601.0,,302.31,19.78,24.87,0.247,38.1,0.2954
2025-01-09,8500211.0,104807601.63,8.77,19.76,6.5,105.84,2.0,92362673.7,5658286.0,7490890.0,69766666.38,,,179.0,,,,,0.8,,62198.0,,,,179.0,,,69019.0,70.07,0.89,,,19.41,19.41,23497012.0,289718157.96,,290.5,19.43,25.73,0.247,37.41,0.2915
2025-01-10,8518806.0,103375710.81,8.79,20.38,6.51,105.36,2.0,91151870.48,5676381.0,7511485.0,68882883.44,,,6066.0,0.25,,,,0.07,20595.0,6066.0,,,0.25,6066.0,,20595.0,,70.25,,0.03,,19.5,19.5,23439748.0,284441341.98,2500.0,289.51,19.53,25.44,0.247,37.63,0.2926
2025-01-13,9406283.0,111558516.38,9.74,20.68,7.19,114.29,2.0,97730634.02,6220650.0,8240357.0,73776909.0,,,470437.0,8.51,,,,0.12,728872.0,8701.0,,,8.51,470437.0,,82533.0,,75.55,,,,21.47,21.47,22749642.0,269810754.12,,275.63,21.51,23.19,0.2731,43.06,0.3247
2025-01-14,11317556.0,132415405.2,11.72,25.08,8.65,135.37,2.0,118509885.0,7556457.0,10129050.0,88410546.9,,,434475.0,1.61,,1772673.0,,0.04,153475.0,2903.0,,,1.61,434475.0,21.83,904235.0,37455.0,89.21,0.57,,,25.82,25.82,21704052.0,253937408.4,,255.37,25.89,19.07,0.2129,34.79,0.3868
2025-01-15,11486915.0,139738320.98,11.89,24.68,8.78,138.66,2.0,125554831.19,7881043.0,10320989.0,95872888.1,,,355043.0,2.69,,,,0.87,227272.0,64501.0,,,2.69,355043.0,,34044.0,35333.0,92.53,0.09,,,25.27,25.27,23305592.0,283512526.68,,274.67,25.2,19.27,0.2097,33.57,0.3683
2025-01-16,10974957.0,126760753.35,11.36,23.09,8.39,133.1,2.0,112884698.85,7396776.0,9773567.0,85432762.8,,,34146.0,,,,,6.18,,613421.0,,,,34146.0,,95008.0,547422.0,89.88,5.36,,,23.68,23.68,23838430.0,275333866.5,,287.37,23.83,19.85,0.2028,31.78,0.3514
2025-01-17,8376568.0,98299025.48,8.67,17.92,6.41,99.4,2.0,86398374.22,5323731.0,7362452.0,62473983.29,,,55627.0,0.11,,48335.0,,27.3,10000.0,2137077.0,,,0.11,55627.0,0.59,8405.0,2469450.0,61.74,32.16,,,17.05,17.05,25906512.0,304012918.32,,300.4,17.05,26.03,0.2304,33.96,0.2682
2025-01-20,8406847.0,96216363.92,8.7,18.03,6.43,99.16,2.0,84577451.28,5367256.0,7389904.0,61428244.92,,,54164.0,0.81,,,,0.13,68472.0,10639.0,,,0.81,54164.0,,,41020.0,62.63,0.27,,,17.23,17.23,25792340.0,295193331.3,,299.02,17.32,25.48,0.2259,33.72,0.2698
2025-01-21,8900801.0,99911491.23,9.21,19.23,6.81,102.59,2.0,88372314.7,5787538.0,7872812.0,64965114.05,,,124523.0,6.08,,8658.0,,1.11,514213.0,91077.0,,,6.08,124523.0,0.1,386836.0,39963.0,66.28,0.48,,,19.02,19.02,24644946.0,276639518.85,,281.44,19.06,23.97,0.204,31.9,0.2925
2025-01-22,8441001.0,94032751.14,8.74,18.21,6.46,96.0,2.0,83026130.36,5072751.0,7452974.0,56510446.14,,,19462.0,5.31,,,,8.57,484100.0,734249.0,,,5.31,19462.0,,,903938.0,57.08,10.93,,,16.19,16.19,26264520.0,292586752.8,,294.36,16.24,24.65,0.1763,25.97,0.2694
2025-01-23,7352301.0,81647302.61,7.61,17.52,5.62,83.06,2.0,72489886.4,4378236.0,6527680.0,48620310.78,,,6279.0,0.08,,,,8.18,6854.0,720441.0,,,0.08,6279.0,,19647.0,932148.0,48.95,10.87,,,14.01,14.01,26866792.0,298355725.16,,299.1,14.06,18.05,0.169,28.41,0.2353
2025-01-24,7488249.0,88997839.37,7.75,18.5,5.73,87.06,2.0,77762580.43,4265380.0,6542918.0,50694041.3,,,263625.0,1.55,,,,5.19,139483.0,458843.0,,,1.55,263625.0,,82362.0,124245.0,47.52,0.88,,,13.71,13.71,26854920.0,319170724.2,,299.02,13.71,17.49,0.1717,29.69,0.2406
2025-01-27,7580099.0,88838760.28,7.85,17.98,5.8,90.18,2.0,77538418.32,4344209.0,6615906.0,50914129.48,,,58606.0,1.73,,,,0.16,72988.0,16770.0,,,1.73,58606.0,,36993.0,,51.73,,,,14.01,14.01,26674624.0,312626593.28,,316.54,14.05,18.25,0.1675,28.39,0.2444
2025-01-28,7743734.0,90717843.81,8.02,18.37,5.92,92.02,2.0,79090788.32,4485117.0,6751241.0,52543145.66,,,106892.0,1.57,,14038.0,,0.29,134920.0,24088.0,,,1.57,106892.0,0.16,58104.0,13623.0,52.96,0.28,,,14.45,14.45,26547132.0,310999651.38,,312.23,14.5,17.71,0.1627,27.89,0.2495
2025-01-29,7324840.0,83796169.6,7.58,17.41,5.6,85.79,2.0,74929631.92,4219431.0,6549793.0,48270290.64,,,35894.0,0.59,,,,3.92,49472.0,313376.0,,,0.59,35894.0,,11796.0,250920.0,49.44,3.07,,,13.84,13.84,26277592.0,300615652.48,,306.97,13.87,14.93,0.1613,29.19,0.2402
2025-01-30,7294318.0,81696361.6,7.55,17.35,5.58,83.86,2.0,72893956.8,4104550.0,6508389.0,45970960.0,,,,0.13,,,,1.55,11580.0,114881.0,,,0.13,,,,52984.0,47.04,0.99,,,13.51,13.51,26279178.0,294326793.6,,300.77,13.53,14.95,0.1626,29.24,0.2401
2025-01-31,7158787.0,79605711.44,7.41,17.16,5.47,81.1,2.0,71733329.68,3946347.0,6450839.0,43883378.64,,,195039.0,,,343715.0,,4.21,,354177.0,,,,195039.0,3.93,935.0,401265.0,44.4,4.97,,,13.06,13.06,26262608.0,292040200.96,,295.78,13.05,15.49,0.1728,30.61,0.237
2025-02-03,6281946.0,69038586.54,6.5,15.08,4.8,70.21,1.0,63555444.75,3634704.0,5783025.0,39945396.96,,,8891.0,,,,,3.86,,334534.0,,,,8891.0,,14000.0,667814.0,40.54,8.03,,,11.99,11.99,26689060.0,293312769.4,,297.37,12.0,16.08,0.2011,34.24,0.2072
2025-02-04,6198106.0,68458080.77,6.42,14.46,4.74,69.06,1.0,63505160.38,3475744.0,5749675.0,38389592.48,,,40394.0,0.18,,,,2.28,18892.0,199354.0,,,0.18,40394.0,,,52242.0,38.09,0.52,,,11.42,11.42,26968844.0,297870881.98,,295.66,11.41,15.89,0.2024,34.69,0.2036
2025-02-05,6273802.0,68541286.85,6.49,14.62,4.8,69.64,1.0,64146432.48,3508739.0,5871527.0,38332973.58,,,60189.0,1.53,,,,1.58,132796.0,146601.0,,,1.53,60189.0,,119407.0,10944.0,38.71,0.16,,,11.53,11.53,26927468.0,294182587.9,,296.59,11.54,16.31,0.1982,33.81,0.2061
2025-02-06,6178693.0,68861533.49,6.4,15.11,4.73,69.22,1.0,66317408.61,3451710.0,5950418.0,38469307.95,,,108094.0,1.21,,,,1.93,94920.0,174798.0,,,1.21,108094.0,,9675.0,16029.0,37.85,0.0,,,11.39,11.39,26849698.0,299239884.21,,295.32,11.36,15.83,0.1973,33.66,0.2039
2025-02-07,6053602.0,66771230.06,6.6,14.83,4.63,67.88,1.0,64578333.7,3634175.0,5854790.0,40084950.25,,,125955.0,0.59,,,,0.94,56638.0,86038.0,,,0.59,125955.0,,142548.0,152266.0,40.59,1.51,,,11.99,11.99,26676624.0,294243162.72,,297.62,12.0,15.8,0.1961,33.75,0.1997
2025-02-10,5890340.0,64528674.7,6.42,14.16,4.5,65.48,1.0,62233514.56,3512782.0,5680832.0,38482526.81,,,12000.0,,,,,1.54,,133393.0,,,,12000.0,,,173958.0,38.95,2.08,,,11.58,11.58,26811666.0,293721801.03,,296.37,11.61,16.24,0.202,34.83,0.1942
2025-02-11,6249594.0,68120574.6,6.82,15.03,4.78,68.94,1.0,63157444.9,3660972.0,5794261.0,39904594.8,,,195061.0,1.74,,,,1.14,160086.0,102139.0,,,1.74,195061.0,,55268.0,46657.0,39.98,0.56,,,12.1,12.1,26598744.0,289926309.6,,291.45,12.06,15.24,0.1818,32.9,0.2065
2025-02-12,6238175.0,67684198.75,6.8,14.86,4.77,68.55,1.0,65084820.85,3722132.0,5998601.0,40385132.2,,,107830.0,0.0,,247883.0,,1.12,11112.0,101930.0,,,0.0,107830.0,2.87,55260.0,54655.0,40.47,0.6,,,12.33,12.33,26464424.0,287139000.4,,288.81,12.29,15.24,0.1822,32.94,0.2067
