,STS FP Equity_DX_SI_QTY,STS FP Equity_DX_SHORT_INTEREST_VALUE,STS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STS FP Equity_DX_SI_MV,STS FP Equity_DX_DSS,STS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STS FP Equity_DX_SUPPLY_SI_QTY,STS FP Equity_DX_BROKER_SI_QTY,STS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STS FP Equity_DX_BROKER_SI_MV_NEW_x,STS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,STS FP Equity_DX_SUPPLY_SI_QTY_INC_x,STS FP Equity_DX_BROKER_SI_MV_INC_x,STS FP Equity_DX_SUPPLY_SI_MV_NEW,STS FP Equity_DX_BROKER_SI_QTY_ADD,STS FP Equity_DX_BROKER_SI_QTY_NEW,STS FP Equity_DX_SUPPLY_SI_MV_DEC,STS FP Equity_DX_BROKER_SI_QTY_INC,STS FP Equity_DX_SUPPLY_SI_QTY_DEC,STS FP Equity_DX_BROKER_SI_MV_NEW_y,STS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,STS FP Equity_DX_BROKER_SI_MV_INC_y,STS FP Equity_DX_SUPPLY_SI_QTY_INC_y,STS FP Equity_DX_BROKER_SI_MV_ADD,STS FP Equity_DX_SUPPLY_SI_QTY_ADD,STS FP Equity_DX_BROKER_SI_QTY_DEC,STS FP Equity_DX_SUPPLY_SI_MV,STS FP Equity_DX_BROKER_SI_MV_DEC,STS FP Equity_DX_SUPPLY_SI_MV_RMV,STS FP Equity_DX_BROKER_SI_MV_RMV,STS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STS FP Equity_DX_UTILIZATION_QUANTITY,STS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,STS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STS FP Equity_DX_ACTIVE_UTILIZATION_MV,STS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STS FP Equity_DX_BROKER_SI_CON_RATIO,STS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STS FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,54180.0,,0.05,0.0,,0.0,,0.0
2009-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,53751.6,,0.05,0.0,,0.0,,0.0
2009-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,54591.6,,0.05,0.0,,0.0,,0.0
2009-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,53600.4,,0.05,0.0,,0.0,,0.0
2009-09-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,53911.2,,0.05,0.0,,0.0,,0.0
2009-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,53575.2,,0.05,0.0,,0.0,,0.0
2009-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,54213.6,,0.05,0.0,,0.0,,0.0
2009-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,53902.8,,0.05,0.0,,0.0,,0.0
2009-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,54415.2,,0.05,0.0,,0.0,,0.0
2009-09-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,54474.0,,0.05,0.0,,0.0,,0.0
2009-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,54658.8,,0.05,0.0,,0.0,,0.0
2009-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,55070.4,,0.05,0.0,,0.0,,0.0
2009-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,55364.4,,0.06,0.0,,0.0,,0.0
2009-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,54852.0,,0.06,0.0,,0.0,,0.0
2009-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,55230.0,,0.05,0.0,,0.0,,0.0
2009-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,54944.4,,0.06,0.0,,0.0,,0.0
2009-09-17,5000.0,332050.0,12.58,1.11,0.33,0.0,332050.0,0.0,5000.0,0.0,,,,,,5000.0,,,,,,,,,0.33,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-09-18,5000.0,330250.0,12.53,1.11,0.33,0.0,330250.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-09-21,5000.0,328450.0,13.37,1.11,0.33,0.0,328450.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-09-22,5000.0,331700.0,13.43,1.11,0.33,0.0,331700.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-09-23,5000.0,330100.0,13.2,1.11,0.33,0.0,330100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-09-24,5000.0,326300.0,11.92,1.11,0.33,0.0,326300.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-09-25,5000.0,325850.0,12.33,1.11,0.32,0.0,325850.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-09-28,5000.0,324850.0,10.63,1.11,0.32,0.0,324850.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-09-29,5000.0,329200.0,10.71,1.11,0.33,0.0,329200.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-09-30,5000.0,329050.0,10.67,1.11,0.33,0.0,329050.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-10-01,5000.0,327150.0,9.49,1.11,0.33,0.0,327150.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-10-02,5000.0,322450.0,9.49,1.11,0.33,0.0,322450.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-10-05,5000.0,323300.0,9.52,1.11,0.33,0.0,323300.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-10-06,5000.0,325700.0,9.39,1.11,0.32,0.0,325700.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-10-07,5000.0,325150.0,9.43,1.11,0.32,0.0,325150.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-10-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.32,0.0,0.0,840.0,55087.2,,0.05,0.0,,0.0,,0.0
2009-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,54894.0,,0.06,0.0,,0.0,,0.0
2009-10-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,55381.2,,0.06,0.0,,0.0,,0.0
2009-10-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,54919.2,,0.06,0.0,,0.0,,0.0
2009-10-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,55003.2,,0.06,0.0,,0.0,,0.0
2009-10-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,55540.8,,0.06,0.0,,0.0,,0.0
2009-10-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,55624.8,,0.06,0.0,,0.0,,0.0
2009-10-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,56599.2,,0.06,0.0,,0.0,,0.0
2009-10-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,56700.0,,0.06,0.0,,0.0,,0.0
2009-10-21,5000.0,341300.0,7.87,1.11,0.34,0.0,341300.0,0.0,5000.0,0.0,0.34,,,,,,5000.0,,,,0.34,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-10-22,5000.0,339600.0,7.87,1.11,0.34,0.0,339600.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-10-23,5000.0,336800.0,7.84,1.11,0.34,0.0,336800.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-10-26,5000.0,337350.0,7.9,1.11,0.34,0.0,337350.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-10-27,5000.0,340800.0,7.93,1.11,0.35,0.0,340800.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-10-28,5000.0,341000.0,9.64,1.11,0.35,0.0,341000.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-10-29,5000.0,343800.0,9.63,1.11,0.35,0.0,343800.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-10-30,5000.0,342650.0,9.16,1.11,0.35,0.0,342650.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-11-02,5000.0,343050.0,9.13,1.11,0.35,0.0,343050.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-11-03,5000.0,340100.0,9.37,1.11,0.35,0.0,340100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-11-04,5000.0,340750.0,9.4,1.11,0.35,0.0,340750.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-11-05,5000.0,344600.0,10.41,1.11,0.35,0.0,344600.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-11-06,5000.0,343700.0,10.37,1.11,0.35,0.0,343700.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-11-09,5000.0,345800.0,11.42,1.11,0.35,0.0,345800.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.35,0.0,0.0,840.0,58422.0,,0.06,0.0,,0.0,,0.0
2009-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,58220.4,,0.06,0.0,,0.0,,0.0
2009-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,58396.8,,0.06,0.0,,0.0,,0.0
2009-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,58758.0,,0.06,0.0,,0.0,,0.0
2009-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,59304.0,,0.06,0.0,,0.0,,0.0
2009-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,59656.8,,0.06,0.0,,0.0,,0.0
2009-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,58917.6,,0.06,0.0,,0.0,,0.0
2009-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,58354.8,,0.06,0.0,,0.0,,0.0
2009-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,58153.2,,0.06,0.0,,0.0,,0.0
2009-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,58984.8,,0.06,0.0,,0.0,,0.0
2009-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,59035.2,,0.06,0.0,,0.0,,0.0
2009-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,59127.6,,0.06,0.0,,0.0,,0.0
2009-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,57892.8,,0.06,0.0,,0.0,,0.0
2009-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,58203.6,,0.06,0.0,,0.0,,0.0
2009-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,840.0,57523.2,,0.06,0.0,,0.0,,0.0
2009-12-01,5000.0,350150.0,5.95,1.11,0.34,0.0,350150.0,0.0,5000.0,0.0,0.34,,,,,,5000.0,,,,0.34,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-12-02,5000.0,353350.0,5.99,1.11,0.34,0.0,353350.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-12-03,5000.0,355000.0,5.97,1.11,0.34,0.0,355000.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-12-04,5000.0,359600.0,5.98,1.11,0.34,0.0,359600.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-12-07,5000.0,359200.0,5.98,1.11,0.35,0.0,359200.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-12-08,5000.0,353400.0,5.99,1.11,0.34,0.0,353400.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,5.9524
2009-12-09,5000.0,350600.0,6.27,1.11,0.34,0.0,350600.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,7.7519
2009-12-10,5000.0,356050.0,6.27,1.11,0.34,0.0,356050.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,7.7519
2009-12-11,5000.0,359600.0,6.29,1.11,0.35,0.0,359600.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,7.7519
2009-12-14,5000.0,359600.0,6.3,1.11,0.35,0.0,359600.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,7.7519
2009-12-15,5000.0,361850.0,6.31,1.11,0.35,0.0,361850.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,7.7519
2009-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.35,0.0,0.0,645.0,46723.8,,0.05,0.0,,0.0,,0.0
2009-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,645.0,46446.45,,0.05,0.0,,0.0,,0.0
2009-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,645.0,46446.45,,0.05,0.0,,0.0,,0.0
2009-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,645.0,46930.2,,0.05,0.0,,0.0,,0.0
2009-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,645.0,47336.55,,0.05,0.0,,0.0,,0.0
2009-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,645.0,47949.3,,0.05,0.0,,0.0,,0.0
2009-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,645.0,47439.75,,0.05,0.0,,0.0,,0.0
2009-12-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,645.0,47439.75,,0.05,0.0,,0.0,,0.0
2009-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,645.0,47775.15,,0.05,0.0,,0.0,,0.0
2009-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,645.0,47575.2,,0.05,0.0,,0.0,,0.0
2009-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,645.0,47581.65,,0.05,0.0,,0.0,,0.0
2009-12-31,12000.0,888360.0,8.19,2.67,0.95,1.0,888360.0,0.0,12000.0,0.0,,,,,,12000.0,,,,,,,,,0.95,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,18.6047
2010-01-01,12000.0,888360.0,8.19,2.67,0.95,1.0,888360.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,18.6047
2010-01-04,12000.0,889920.0,8.19,2.67,0.95,1.0,889920.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,18.6047
2010-01-05,12000.0,877440.0,8.23,3.0,0.95,1.0,877440.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,18.6047
2010-01-06,17000.0,1237090.0,11.58,4.25,1.32,1.0,1237090.0,0.0,17000.0,0.0,0.37,,,,,,5000.0,,,,0.37,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.71,0.5994,72.29,26.3566
2010-01-07,17100.0,1239750.0,11.6,4.28,1.33,1.0,1239750.0,0.0,17100.0,0.0,,,,0.01,,,,,100.0,,,,0.01,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.56,0.6007,72.44,26.5116
2010-01-08,17100.0,1245735.0,11.67,4.28,1.33,1.0,1245735.0,0.0,17100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.54,0.6009,72.46,26.5116
2010-01-11,17100.0,1240263.0,11.51,4.28,1.33,1.0,1240263.0,0.0,17100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.49,0.6013,72.51,26.5116
2010-01-12,17100.0,1238382.0,11.96,4.28,1.33,1.0,1238382.0,0.0,17100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.61,0.6002,72.39,26.5116
2010-01-13,17100.0,1250352.0,11.78,4.28,1.33,1.0,1250352.0,0.0,17100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.73,0.5992,72.27,26.5116
2010-01-14,17100.0,1258902.0,11.7,4.28,1.33,1.0,1258902.0,0.0,17100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.8,0.5986,72.2,26.5116
2010-01-15,17100.0,1259586.0,11.65,4.28,1.33,1.0,1259586.0,0.0,17100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.87,0.5979,72.13,26.5116
2010-01-18,17100.0,1275489.0,11.67,4.28,1.34,1.0,1275489.0,0.0,17100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.96,0.5972,72.04,26.5116
2010-01-19,17100.0,1288998.0,11.61,4.28,1.35,1.0,1288998.0,0.0,17100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.96,0.5972,72.04,26.5116
2010-01-20,17100.0,1284381.0,10.73,4.28,1.36,1.0,1284381.0,0.0,17100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.96,0.5972,72.04,26.5116
2010-01-21,12100.0,905443.0,7.55,3.03,0.96,1.0,905443.0,0.0,12100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.38,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,18.7597
2010-01-22,12100.0,898909.0,7.47,3.03,0.95,1.0,898909.0,0.0,12100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,18.7597
2010-01-25,12100.0,891891.0,7.49,3.03,0.96,1.0,891891.0,0.0,12100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,18.7597
2010-01-26,12100.0,895521.0,7.61,3.03,0.96,1.0,895521.0,0.0,12100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,18.7597
2010-01-27,12100.0,900966.0,7.56,3.46,0.96,1.0,900966.0,0.0,12100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,18.7597
2010-01-28,12100.0,898788.0,7.52,3.46,0.96,1.0,898788.0,0.0,12100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,18.7597
2010-01-29,12100.0,904959.0,7.62,3.46,0.96,1.0,904959.0,0.0,12100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,18.7597
2010-02-01,12100.0,901450.0,7.6,3.46,0.96,1.0,901450.0,0.0,12100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,18.7597
2010-02-02,12100.0,908105.0,7.8,3.46,0.96,1.0,908105.0,0.0,12100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,18.7597
