,VAC FP Equity_DX_SI_QTY,VAC FP Equity_DX_SHORT_INTEREST_VALUE,VAC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VAC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VAC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VAC FP Equity_DX_SI_MV,VAC FP Equity_DX_DSS,VAC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VAC FP Equity_DX_SUPPLY_SI_QTY,VAC FP Equity_DX_BROKER_SI_QTY,VAC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VAC FP Equity_DX_BROKER_SI_MV_NEW_x,VAC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VAC FP Equity_DX_SUPPLY_SI_QTY_INC_x,VAC FP Equity_DX_BROKER_SI_MV_INC_x,VAC FP Equity_DX_SUPPLY_SI_MV_NEW,VAC FP Equity_DX_BROKER_SI_QTY_ADD,VAC FP Equity_DX_BROKER_SI_QTY_NEW,VAC FP Equity_DX_SUPPLY_SI_MV_DEC,VAC FP Equity_DX_BROKER_SI_QTY_INC,VAC FP Equity_DX_SUPPLY_SI_QTY_DEC,VAC FP Equity_DX_BROKER_SI_MV_NEW_y,VAC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VAC FP Equity_DX_BROKER_SI_MV_INC_y,VAC FP Equity_DX_SUPPLY_SI_QTY_INC_y,VAC FP Equity_DX_BROKER_SI_MV_ADD,VAC FP Equity_DX_SUPPLY_SI_QTY_ADD,VAC FP Equity_DX_BROKER_SI_QTY_DEC,VAC FP Equity_DX_SUPPLY_SI_MV,VAC FP Equity_DX_BROKER_SI_MV_DEC,VAC FP Equity_DX_SUPPLY_SI_MV_RMV,VAC FP Equity_DX_BROKER_SI_MV_RMV,VAC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VAC FP Equity_DX_UTILIZATION_QUANTITY,VAC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VAC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VAC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VAC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VAC FP Equity_DX_ACTIVE_UTILIZATION_MV,VAC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VAC FP Equity_DX_BROKER_SI_CON_RATIO,VAC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VAC FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-05-29,1301498.0,1931423.03,0.43,5.08,0.29,1.95,0.0,1435489.52,987533.0,967311.0,1465498.97,,,103300.0,0.24,,,,0.15,159300.0,100959.0,,,0.24,103300.0,,28000.0,76100.0,1.48,0.12,,,43.4,6.3,1287700.0,1910946.8,,1.92,43.43,13.66,0.1023,18.92,0.0831
2024-05-30,1338437.0,2136145.45,0.45,5.19,0.29,2.02,0.0,1580662.44,1086712.0,990390.0,1734392.35,,,85319.0,0.03,,,,,23079.0,,,,0.03,85319.0,,13860.0,,1.62,,,,45.77,6.93,1287700.0,2055169.2,,1.91,45.83,13.33,0.1016,18.18,0.0854
2024-05-31,1352185.0,2136452.3,0.45,4.42,0.3,2.13,0.0,1567502.2,1190914.0,992090.0,1881644.12,,,17995.0,0.01,,,,0.01,10000.0,5947.0,,,0.01,17995.0,,92154.0,8300.0,1.9,0.0,,,48.05,7.49,1287700.0,2034566.0,,2.06,48.03,13.59,0.1029,18.76,0.0851
2024-06-03,1225890.0,2000652.48,0.41,3.79,0.27,1.94,0.0,1485983.33,1014519.0,910529.0,1655695.01,,,,0.08,,,,0.28,51000.0,176395.0,,,0.08,,,,132561.0,1.6,0.2,,,44.07,6.36,1287700.0,2101526.4,,2.03,44.05,11.22,0.1055,19.73,0.0769
2024-06-04,1427268.0,2246519.83,0.48,4.17,0.31,2.29,0.0,1631816.17,1168722.0,1036732.0,1839568.43,,,144642.0,0.28,,,,0.06,162000.0,35797.0,,,0.28,144642.0,,45358.0,35797.0,1.91,0.06,,,7.26,7.26,14940371.0,23516143.95,,24.33,7.27,13.05,0.1029,18.05,0.0886
2024-06-05,1236968.0,1877717.42,0.41,3.58,0.27,1.93,0.0,1420441.18,978422.0,935732.0,1485244.6,,,,,,,,0.33,,190300.0,,,,,,,101000.0,1.54,0.18,,,6.05,6.05,15192845.0,23062738.71,,23.87,6.07,12.7,0.1094,21.04,0.0765
2024-06-06,1276268.0,1899086.78,0.43,3.58,0.28,1.93,0.0,1450847.62,978422.0,975032.0,1455891.94,,,,0.05,,,,,39300.0,,,,0.05,,,,,1.49,,,,6.04,6.04,15208708.0,22630557.5,,23.06,6.06,15.3,0.1116,20.5,0.0788
2024-06-07,1231781.0,1916651.24,0.41,3.75,0.27,1.86,0.0,1407577.83,921154.0,904613.0,1433315.62,,,25921.0,0.06,,,,0.17,40200.0,110619.0,,,0.06,25921.0,,27430.0,110619.0,1.38,0.17,,,100.0,5.69,0.0,0.0,,0.0,100.0,17.24,0.1189,21.03,0.0761
2024-06-10,1452931.0,2138714.43,0.49,4.36,0.32,2.24,0.0,1619316.29,1087504.0,1100079.0,1600805.89,,,166350.0,0.32,,,,,195466.0,,,,0.32,166350.0,,,,1.7,,,,100.0,6.72,0.0,0.0,,0.0,100.0,18.0,0.1164,19.96,0.0897
2024-06-11,1349345.0,1940358.11,0.45,3.92,0.3,1.99,0.0,1458438.29,983918.0,1014213.0,1414874.08,,,,,,,,0.19,,103586.0,,,,,,,85866.0,1.45,0.15,,,100.0,6.07,0.0,0.0,,0.0,100.0,19.58,0.1243,19.91,0.0833
2024-06-12,1595008.0,2319141.63,0.53,4.55,0.35,2.32,0.0,1779810.87,1199381.0,1224079.0,1743899.97,,,97866.0,0.2,,71800.0,,,141066.0,,,,0.2,97866.0,0.1,117597.0,3000.0,1.72,0.01,,,7.33,7.33,15153133.0,22032655.38,,21.8,7.33,17.22,0.1126,18.61,0.0975
2024-06-13,1493608.0,2052217.39,0.5,4.17,0.33,2.17,0.0,1542560.95,1176381.0,1122679.0,1616347.49,,,,0.01,,,,0.06,10000.0,43000.0,,,0.01,,,20000.0,111400.0,1.71,0.16,,,7.15,7.15,15280810.0,20995832.94,,22.15,7.18,13.93,0.1086,19.21,0.0908
2024-06-14,1489863.0,1921923.27,0.5,4.17,0.33,2.07,0.0,1443424.86,1240203.0,1118934.0,1599861.87,,,137541.0,0.03,,,,0.14,16355.0,73719.0,,,0.03,137541.0,,,20100.0,1.7,0.04,,,7.5,7.5,15298256.0,19734750.24,,20.95,7.51,13.26,0.1094,19.52,0.0901
2024-06-17,1663816.0,2219530.54,0.56,4.36,0.37,2.2,0.0,1694613.55,1374689.0,1270325.0,1833835.13,,,128652.0,0.14,,33852.0,,0.08,131837.0,59303.0,,,0.14,128652.0,0.05,65137.0,14298.0,1.77,0.03,,,8.35,8.35,15093796.0,20135123.86,,19.51,8.34,13.43,0.1032,18.36,0.101
2024-06-18,1566178.0,2205178.62,0.52,3.94,0.34,2.13,0.0,1633906.56,1349851.0,1160445.0,1900590.21,,,69612.0,0.13,,,,0.11,87174.0,94450.0,,,0.13,69612.0,,,197054.0,1.8,0.26,,,8.23,8.23,15050540.0,21191160.32,,19.73,8.37,18.22,0.1151,19.27,0.0955
2024-06-19,1696395.0,2385131.37,0.57,4.11,0.37,2.38,0.0,1843557.04,1560068.0,1311207.0,2193455.61,,,136826.0,0.26,,,,0.12,180762.0,85601.0,,,0.26,136826.0,,158992.0,30000.0,2.2,0.04,,,9.54,9.54,14799822.0,20808549.73,,20.83,9.54,19.07,0.1338,24.24,0.1037
2024-06-20,2448360.0,3584399.04,0.82,5.87,0.54,3.5,0.0,2712604.61,2083630.0,1852872.0,3050434.32,,,181752.0,0.59,,174503.0,,0.03,389529.0,22367.0,,,0.59,181752.0,0.25,364177.0,22367.0,2.94,0.03,,,77.15,12.79,617202.0,903583.73,,0.87,77.22,13.88,0.1172,22.61,0.1503
2024-06-21,2665850.0,3780175.3,0.89,6.33,0.59,3.9,0.0,2852111.32,2290481.0,2011362.0,3247902.06,,,146944.0,0.28,,,,0.03,158490.0,23343.0,,,0.28,146944.0,,83250.0,,3.36,,,,78.77,14.03,617202.0,875192.44,,0.9,78.79,14.23,0.1196,22.87,0.1633
2024-06-24,2755953.0,3808727.05,0.92,6.62,0.61,3.92,0.0,2893695.17,2420469.0,2093846.0,3345088.16,,,60000.0,0.06,,60000.0,,0.1,57977.0,63189.0,,,0.06,60000.0,0.09,133177.0,35493.0,3.43,0.06,,,79.68,14.81,617202.0,852973.16,,0.88,79.67,13.96,0.1245,24.22,0.1686
2024-06-25,2879897.0,3968498.07,0.96,6.97,0.63,4.03,0.0,2956405.3,2560681.0,2145432.0,3528618.42,,,21935.0,0.11,,,,,82500.0,,,,0.11,21935.0,,118277.0,30914.0,3.54,0.06,,,80.58,15.66,617202.0,850504.36,,0.85,80.6,13.69,0.1191,22.03,0.1762
2024-06-26,2978849.0,3949953.77,1.0,7.15,0.66,4.13,0.0,2949066.43,2572594.0,2224032.0,3411259.64,,,20352.0,0.13,,,,0.01,92710.0,8439.0,,,0.13,20352.0,,,14110.0,3.55,0.02,,,80.65,15.74,617202.0,818409.85,,0.85,80.67,13.32,0.1162,20.93,0.1823
2024-06-27,2976912.0,3828308.83,0.99,7.28,0.66,3.99,0.0,2875166.78,2547056.0,2235744.0,3275514.02,,,,0.0,,,,0.04,25361.0,25538.0,,,0.0,,,,13649.0,3.37,0.02,,,80.49,15.59,617202.0,793721.77,,0.82,80.47,13.28,0.1186,21.71,0.1822
2024-06-28,2914400.0,3666315.2,0.97,7.05,0.64,3.8,0.0,2733925.86,2484544.0,2173232.0,3125556.35,,,,,,,,0.08,,62512.0,,,,,,,62512.0,3.2,0.1,,,80.1,15.22,617202.0,776440.12,,0.79,80.1,13.75,0.1148,20.05,0.1785
2024-07-01,2885903.0,3844022.8,0.96,6.93,0.64,3.74,0.0,2938051.01,2506452.0,2205744.0,3338594.06,,,134554.0,,,103800.0,,0.16,,112646.0,,,,134554.0,0.14,,71288.0,3.18,0.11,,,15.34,15.34,13837515.0,18431569.98,,17.46,15.41,13.81,0.1095,19.25,0.1766
2024-07-02,2950826.0,3906893.62,0.99,7.12,0.65,3.96,0.0,3006363.11,2572025.0,2270667.0,3405361.1,,,63990.0,,,100000.0,,0.04,,34427.0,,,,63990.0,0.13,36010.0,35077.0,3.42,0.01,,,15.7,15.7,13806564.0,18279890.74,,18.39,15.7,16.74,0.1117,18.14,0.1802
2024-07-03,2956747.0,4033002.91,0.99,7.34,0.65,3.98,0.0,3203962.34,2474414.0,2348946.0,3375100.7,,,96957.0,0.1,,,,0.26,78279.0,194568.0,,,0.1,96957.0,,,,3.28,,,,80.04,15.06,617202.0,841863.53,,0.82,80.05,16.6,0.114,19.6,0.18
2024-07-04,2823245.0,3890431.61,0.94,7.1,0.62,3.87,0.0,3145207.83,2382992.0,2282444.0,3283762.98,,,,0.01,,,,0.11,3579.0,91422.0,,,0.01,,,,70081.0,3.25,0.07,,,79.43,14.54,617202.0,850504.36,,0.84,79.43,17.58,0.1175,19.59,0.1722
2024-07-05,2617498.0,3575502.27,0.87,6.81,0.58,3.62,0.0,2850428.1,2395855.0,2086697.0,3272737.93,,,,0.03,,,,0.08,22863.0,61837.0,,,0.03,,,74700.0,218610.0,3.3,0.29,,,79.52,14.62,617202.0,843097.93,,0.85,79.49,19.02,0.1321,21.9,0.1597
2024-07-08,2678543.0,3632104.31,0.89,6.95,0.59,3.69,0.0,2927640.61,2320476.0,2159027.0,3146565.46,,,72658.0,0.12,,,,0.21,84422.0,148037.0,,,0.12,72658.0,,,12092.0,3.18,0.02,,,78.99,14.26,617202.0,836925.91,,0.84,79.03,21.59,0.1383,21.6,0.1646
2024-07-09,2617834.0,3523604.56,0.87,6.71,0.58,3.58,0.0,2824336.03,2282107.0,2098318.0,3071716.02,,,44474.0,,,,,0.12,,82843.0,,,,44474.0,,,60709.0,3.11,0.09,,,78.71,13.99,617202.0,830753.89,,0.84,78.78,20.17,0.1349,21.63,0.1604
2024-07-10,2786305.0,3817237.85,0.93,7.21,0.61,3.8,0.0,2987369.94,2383164.0,2180562.0,3264934.68,,,196397.0,0.1,,95846.0,,0.18,78517.0,127501.0,,,0.1,196397.0,0.13,32161.0,92119.0,3.21,0.13,,,79.43,14.64,617202.0,845566.74,,0.83,79.45,15.96,0.1256,23.14,0.1712
2024-07-11,2759454.0,3890830.14,0.92,7.26,0.61,3.83,0.0,3296172.51,2545313.0,2337711.0,3588891.33,,,38505.0,0.25,,,,0.03,170300.0,24699.0,,,0.25,38505.0,,148343.0,13151.0,3.49,0.01,,,80.48,15.64,617202.0,870254.82,,0.85,80.48,20.96,0.1301,22.8,0.1696
2024-07-12,2702542.0,3788963.88,0.9,8.19,0.59,3.82,0.0,3197680.2,2538401.0,2280799.0,3558838.2,,,3063.0,,,,,0.01,,9975.0,,,,3063.0,,,56912.0,3.57,0.06,,,80.44,15.62,617202.0,865317.2,,0.87,80.41,19.77,0.1276,23.07,0.1663
2024-07-15,2649824.0,3699154.3,0.89,8.41,0.58,3.73,0.0,3127728.23,2533108.0,2240493.0,3536218.77,,,71940.0,,,,,0.11,,77786.0,,,,71940.0,,553.0,40306.0,3.56,0.06,,,80.41,15.59,617202.0,861613.99,,0.87,80.43,20.1,0.1306,23.44,0.1631
2024-07-16,2601778.0,3637285.64,0.87,8.76,0.57,3.66,0.0,3199032.22,2473849.0,2288292.0,3458440.9,,,39829.0,0.11,,,,0.19,79500.0,131249.0,,,0.11,39829.0,,32161.0,31701.0,3.46,0.05,,,80.03,15.24,617202.0,862848.4,,0.86,80.05,22.65,0.1387,23.48,0.1603
2024-07-17,2697302.0,3797801.22,0.9,9.24,0.59,3.79,0.0,3255698.69,2569373.0,2312286.0,3617677.18,,,96011.0,0.03,,,,0.0,23994.0,487.0,,,0.03,96011.0,,,,3.59,,,,100.0,15.82,0.0,0.0,,0.0,100.0,22.32,0.1346,22.7,0.1661
2024-07-18,2717634.0,3880781.35,0.91,9.53,0.6,3.85,0.0,3330978.5,2609020.0,2332618.0,3725680.56,,,76323.0,0.19,,,,0.05,124147.0,40128.0,,,0.19,76323.0,,3452.0,103815.0,3.67,0.14,,,100.0,16.13,0.0,0.0,,0.0,100.0,19.56,0.1419,26.85,0.168
2024-07-19,2729768.0,3848972.88,0.91,9.66,0.6,3.91,0.0,3274190.61,2598523.0,2322121.0,3663917.43,,,54291.0,0.03,,,,0.09,22631.0,64788.0,,,0.03,54291.0,,,33128.0,3.71,0.04,,,100.0,16.09,0.0,0.0,,0.0,100.0,19.58,0.1362,25.58,0.1691
2024-07-22,2796488.0,4049314.62,0.93,10.32,0.62,3.98,0.0,3468946.09,2674083.0,2395681.0,3872072.18,,,164113.0,0.1,,,,0.14,80400.0,88553.0,,,0.1,164113.0,,,6840.0,3.77,0.01,,,83.28,16.47,536802.0,777289.3,,0.76,83.29,21.84,0.1396,24.69,0.1723
2024-07-23,2845373.0,3915233.25,0.95,10.88,0.63,4.1,0.0,3219285.47,2730399.0,2339597.0,3757029.02,,,43165.0,0.07,,,,0.19,21147.0,140584.0,,,0.07,43165.0,,153735.0,77231.0,3.95,0.09,,,16.81,16.81,13516290.0,18598415.04,,19.54,16.82,19.27,0.1367,25.51,0.1751
2024-07-24,2754674.0,3724319.25,0.92,10.68,0.61,3.82,0.0,3051812.82,2602060.0,2257258.0,3517985.12,,,,0.03,,,,0.22,25000.0,128339.0,,,0.03,,,,107339.0,3.59,0.24,,,16.02,16.02,13636786.0,18436934.67,,18.76,16.07,16.76,0.1306,25.48,0.1696
2024-07-25,2886338.0,3827284.19,0.96,10.65,0.64,3.94,0.0,3167710.57,2625231.0,2388922.0,3481056.31,,,39507.0,0.17,,,,0.02,131664.0,16336.0,,,0.17,39507.0,,,,3.55,,,,16.17,16.17,13613425.0,18051401.55,,18.39,16.19,15.99,0.1328,26.58,0.1777
2024-07-26,3195757.0,4346229.52,1.07,12.04,0.7,4.31,0.0,3472821.2,2882347.0,2553545.0,3919991.92,,,233112.0,0.16,,37000.0,,0.04,130412.0,25267.0,,,0.16,233112.0,0.05,49271.0,2789.0,3.83,0.01,,,64.77,17.75,1567698.0,2132069.28,,2.08,64.81,14.33,0.13,26.18,0.1968
2024-07-29,3872332.0,5281860.85,1.29,16.09,0.85,5.31,0.0,4255149.4,3458922.0,3119611.0,4717969.61,,,711284.0,0.91,,,,0.28,642827.0,211183.0,,,0.91,711284.0,,76474.0,76761.0,4.71,0.1,,,70.21,21.3,1467698.0,2001940.07,,2.0,70.23,22.81,0.1434,23.19,0.2384
2024-07-30,3967220.0,5530304.68,1.33,17.55,0.87,5.46,0.0,4203328.2,3373683.0,3015300.0,4702914.1,,,76948.0,0.07,,,,0.22,44789.0,162187.0,,,0.07,76948.0,,,149100.0,4.61,0.2,,,69.68,20.79,1467698.0,2045971.01,,2.0,69.71,18.9,0.1329,22.31,0.2445
2024-07-31,3936288.0,5408459.71,1.31,18.52,0.87,5.5,0.0,4114261.63,3333213.0,2994368.0,4579834.66,,,,0.08,,,,0.13,34301.0,101524.0,,,0.08,,,61054.0,55233.0,4.65,0.08,,,69.43,20.53,1467698.0,2016617.05,,2.05,69.44,19.17,0.1333,22.96,0.2425
2024-08-01,4059436.0,5537070.7,1.36,19.67,0.89,5.61,0.0,4166288.9,3464519.0,3054464.0,4725603.92,,,63737.0,0.11,,,,0.16,101161.0,110444.0,,,0.11,63737.0,,178013.0,41065.0,4.76,0.06,,,70.24,20.75,1467698.0,2001940.07,,2.02,70.25,20.58,0.1383,22.48,0.2431
2024-08-02,4111998.0,5436061.36,1.37,20.82,0.9,5.6,0.0,4107488.37,3444300.0,3107026.0,4553364.6,,,19541.0,0.1,,,,0.07,74085.0,48934.0,,,0.1,19541.0,,9174.0,21523.0,4.68,0.05,,,70.12,21.15,1467698.0,1940296.76,,2.0,70.03,20.45,0.1381,21.57,0.2525
2024-08-05,4224625.0,5466664.75,1.41,21.59,0.93,5.61,0.0,4166230.98,3533927.0,3219653.0,4572901.54,,,50560.0,0.11,,,,0.06,118000.0,45933.0,,,0.11,50560.0,,85000.0,5373.0,4.66,0.03,,,70.66,21.86,1467698.0,1899201.21,,1.94,70.6,20.91,0.1392,21.79,0.2613
2024-08-06,4216614.0,5481598.2,1.41,21.05,0.93,5.52,0.0,4164469.4,3676112.0,3203438.0,4778945.6,,,154058.0,0.0,,,,0.08,14581.0,50873.0,,,0.0,154058.0,,39000.0,30796.0,4.76,0.04,,,71.32,22.72,1478494.0,1922042.2,,1.91,71.32,21.27,0.139,21.69,0.2607
2024-08-07,4699582.0,6316238.21,1.57,24.21,1.03,6.18,1.0,4744496.06,3849900.0,3530131.0,5174265.6,,,444112.0,0.28,,126100.0,,0.37,208144.0,287219.0,,,0.28,444112.0,0.17,16895.0,7551.0,5.01,0.01,,,75.07,23.82,1278494.0,1718295.94,,1.66,75.1,18.87,0.139,23.62,0.2908
2024-08-08,4556309.0,5950539.55,1.52,23.79,1.0,6.14,1.0,4529714.73,3686188.0,3468388.0,4814161.53,,,15747.0,0.09,,,,0.19,35655.0,179459.0,,,0.09,15747.0,,,97398.0,4.95,0.08,,,74.25,22.78,1278494.0,1669713.16,,1.72,74.25,19.89,0.1366,22.73,0.2816
2024-08-09,4431383.0,5867151.09,1.48,24.32,0.98,5.84,0.0,4203143.92,3761196.0,3174580.0,4979823.5,,,,,,,,0.08,,51545.0,,,,,,126553.0,293808.0,4.92,0.42,,,74.63,23.24,1278494.0,1692726.06,,1.67,74.65,20.38,0.1473,23.21,0.2739
2024-08-12,4358297.0,5892417.54,1.46,25.39,0.96,5.82,0.0,4282085.5,3720670.0,3167223.0,5030345.84,,,45000.0,0.02,,,,0.1,4667.0,85526.0,,,0.02,45000.0,,,12024.0,4.93,0.02,,,23.03,23.03,12435726.0,16813101.55,,16.48,23.01,20.77,0.1516,23.64,0.2698
2024-08-13,4348873.0,5870978.55,1.45,25.98,0.96,5.91,0.0,4458653.1,3653404.0,3302706.0,4932095.4,,,70930.0,,,135651.0,,0.21,,170357.0,,,,70930.0,0.18,32161.0,168.0,4.94,0.0,,,72.95,22.61,1354494.0,1828566.9,,1.83,72.95,20.84,0.1583,26.88,0.2692
2024-08-14,4443412.0,5963058.9,1.48,26.61,0.98,6.02,0.0,4584772.57,3755643.0,3416373.0,5040072.91,,,102239.0,0.15,,,,,113667.0,,,,0.15,102239.0,,,,5.07,,,,73.49,23.16,1354494.0,1817730.95,,1.83,73.49,20.98,0.1633,28.22,0.274
2024-08-15,4477831.0,6089850.16,1.5,27.18,0.99,6.06,0.0,4677178.72,3767333.0,3439102.0,5123572.88,,,13555.0,0.03,,,,0.01,22729.0,11039.0,,,0.03,13555.0,,9174.0,,5.07,,,,73.55,23.23,1354494.0,1842111.84,,1.82,73.61,20.83,0.1601,27.86,0.2761
2024-08-16,4327480.0,5928647.6,1.45,26.29,0.95,5.91,0.0,4539208.67,3756322.0,3313291.0,5146161.14,,,13529.0,,,,,0.03,,24540.0,,,,13529.0,,,125811.0,5.11,0.16,,,73.5,23.15,1354494.0,1855656.78,,1.84,73.5,21.28,0.1636,28.96,0.2667
2024-08-19,4196560.0,5774466.56,1.4,25.9,0.92,5.77,0.0,4529547.07,3646871.0,3291822.0,5018094.5,,,,,,,,0.15,,114407.0,,,,,,4956.0,21469.0,4.99,0.02,,,72.92,22.61,1354494.0,1863783.74,,1.86,72.91,21.79,0.1685,29.89,0.2601
2024-08-20,4226963.0,5858570.72,1.41,27.12,0.93,5.84,0.0,4650053.56,3684692.0,3355017.0,5106983.11,,,20246.0,0.11,,,,0.05,70613.0,38710.0,,,0.11,20246.0,,56285.0,7418.0,5.07,0.01,,,73.12,22.72,1354494.0,1877328.68,,1.86,73.1,23.35,0.1727,29.66,0.2606
2024-08-21,4235133.0,5929186.2,1.41,27.61,0.93,5.89,0.0,4708568.2,3692938.0,3363263.0,5170113.2,,,44530.0,0.07,,,,0.05,44530.0,36284.0,,,0.07,44530.0,,,36284.0,5.11,0.04,,,73.16,22.76,1354494.0,1896291.6,,1.88,73.15,22.43,0.1743,30.66,0.261
2024-08-22,4140668.0,5755528.52,1.38,26.44,0.91,5.81,0.0,4496820.97,3632968.0,3235123.0,5049825.52,,,120029.0,,,,,0.25,,189173.0,,,,120029.0,,9174.0,128140.0,5.09,0.15,,,72.84,22.39,1354494.0,1882746.66,,1.9,72.87,22.02,0.1665,29.41,0.2552
2024-08-23,4078679.0,5710150.6,1.36,26.2,0.9,5.69,0.0,4553077.2,3654169.0,3252198.0,5115836.6,,,60308.0,0.11,,64932.0,,0.09,89100.0,59357.0,,,0.11,60308.0,0.1,20250.0,136957.0,5.08,0.21,,,72.96,22.53,1354494.0,1896291.6,,1.88,72.95,21.61,0.1795,32.01,0.2515
2024-08-26,4112383.0,5707987.6,1.37,26.53,0.9,5.76,0.0,4491909.45,3540266.0,3236246.0,4913889.21,,,,,,,,0.15,,113903.0,,,,,,,15952.0,4.96,0.01,,,72.33,21.81,1354494.0,1880037.67,,1.9,72.35,21.16,0.1761,31.8,0.2534
2024-08-27,4072886.0,5587999.59,1.36,26.52,0.9,5.66,0.0,4385939.63,3501668.0,3196749.0,4804288.5,,,10551.0,,,,,0.07,,49149.0,,,,10551.0,,,39497.0,4.86,0.06,,,72.11,21.48,1354494.0,1858365.77,,1.88,72.11,20.74,0.1767,32.08,0.2498
2024-08-28,4097608.0,5695675.12,1.37,27.23,0.9,5.66,0.0,4477844.69,3524327.0,3221471.0,4898814.53,,,42570.0,0.04,,,,0.03,42570.0,19911.0,,,0.04,42570.0,,,17848.0,4.85,0.03,,,72.24,21.62,1354494.0,1882746.66,,1.86,72.3,20.14,0.1785,32.77,0.2513
2024-08-29,4043100.0,5644167.6,1.35,28.02,0.89,5.64,0.0,4456896.12,3498671.0,3192619.0,4884144.72,,,,,,,,0.03,,25656.0,,,,,,,28852.0,4.85,0.03,,,72.09,21.46,1354494.0,1890873.62,,1.88,72.04,20.32,0.183,33.31,0.248
2024-08-30,4080899.0,5688773.21,1.36,28.86,0.9,5.71,0.0,4479086.49,3456116.0,3213118.0,4817825.7,,,36324.0,0.09,,,,0.1,65029.0,78879.0,,,0.09,36324.0,,,44530.0,4.83,0.05,,,71.84,21.2,1354494.0,1888164.64,,1.89,71.86,21.3,0.1779,31.95,0.2504
2024-09-02,3977392.0,5568348.8,1.33,28.48,0.88,5.56,0.0,4402763.4,3410706.0,3144831.0,4774988.4,,,,0.03,,,,0.16,17714.0,115751.0,,,0.03,,,70341.0,86001.0,4.75,0.12,,,20.95,20.95,12869523.0,18017332.2,,17.96,20.93,20.38,0.1802,32.75,0.2443
2024-09-03,3950389.0,5380429.82,1.32,29.43,0.87,5.53,0.0,4275390.19,3447343.0,3139053.0,4695281.17,,,49282.0,0.05,,,,0.02,36300.0,12645.0,,,0.05,49282.0,,,42078.0,4.83,0.05,,,71.79,21.11,1354494.0,1844820.83,,1.9,71.79,20.02,0.1811,33.1,0.242
2024-09-04,3917169.0,5444864.91,1.31,30.81,0.86,5.38,0.0,4331715.38,3414123.0,3116342.0,4745630.97,,,60584.0,0.0,,,,0.14,4558.0,93804.0,,,0.0,60584.0,,,27269.0,4.65,0.04,,,71.6,20.92,1354494.0,1882746.66,,1.84,71.61,20.27,0.1825,33.1,0.24
2024-09-05,3916401.0,5443797.39,1.31,38.17,0.86,5.46,0.0,4306600.86,3396055.0,3098274.0,4720516.45,,,17576.0,,,,,0.04,,35644.0,,,,17576.0,,,18068.0,4.72,0.01,,,71.49,20.81,1354494.0,1882746.66,,1.88,71.47,20.29,0.1836,33.3,0.24
2024-09-06,3897767.0,5316554.19,1.3,40.98,0.86,5.42,0.0,4216736.44,3377421.0,3091449.0,4606802.24,,,,,,,,0.03,,18634.0,,,,,,,6825.0,4.69,0.01,,,100.0,20.73,0.0,0.0,,0.0,100.0,20.22,0.1849,33.53,0.2393
2024-09-09,3885905.0,5315918.04,1.3,42.12,0.86,5.33,0.0,4219914.74,3365559.0,3084733.0,4604084.71,,,,,,,,0.02,,11862.0,,,,,,,6716.0,4.6,0.02,,,100.0,20.66,0.0,0.0,,0.0,100.0,20.09,0.1839,33.43,0.2385
2024-09-10,3892637.0,5231704.13,1.3,43.04,0.86,5.35,0.0,4154928.96,3343191.0,3091465.0,4493248.7,,,84300.0,0.02,,,,0.15,11532.0,106668.0,,,0.02,84300.0,,,4800.0,4.58,0.0,,,100.0,20.52,0.0,0.0,,0.0,100.0,20.44,0.1845,33.33,0.2389
2024-09-11,3866862.0,5181595.08,1.29,44.22,0.85,5.23,0.0,4133953.6,3334607.0,3085040.0,4468373.38,,,22779.0,,,,,0.05,,31363.0,,,,22779.0,,,6425.0,4.48,0.03,,,100.0,20.45,0.0,0.0,,0.0,100.0,20.36,0.1851,33.45,0.2371
2024-09-12,3811808.0,5275542.27,1.27,44.8,0.84,5.16,0.0,4232197.26,3306647.0,3057946.0,4576399.45,,,,,,,,0.04,,27960.0,,,,,,,27094.0,4.43,0.04,,,100.0,20.3,0.0,0.0,,0.0,100.0,20.29,0.1878,33.84,0.234
2024-09-13,3837909.0,5457506.6,1.28,45.6,0.84,5.35,0.0,4385514.83,3335398.0,3084047.0,4742935.96,,,29400.0,,,29400.0,,0.0,,649.0,,,,29400.0,0.04,,3299.0,4.62,0.0,,,100.0,20.44,0.0,0.0,,0.0,100.0,20.05,0.1852,33.7,0.2352
