,SOP FP Equity_DX_SI_QTY,SOP FP Equity_DX_SHORT_INTEREST_VALUE,SOP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SOP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SOP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SOP FP Equity_DX_SI_MV,SOP FP Equity_DX_DSS,SOP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SOP FP Equity_DX_SUPPLY_SI_QTY,SOP FP Equity_DX_BROKER_SI_QTY,SOP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SOP FP Equity_DX_BROKER_SI_MV_NEW_x,SOP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SOP FP Equity_DX_SUPPLY_SI_QTY_INC_x,SOP FP Equity_DX_BROKER_SI_MV_INC_x,SOP FP Equity_DX_SUPPLY_SI_MV_NEW,SOP FP Equity_DX_BROKER_SI_QTY_ADD,SOP FP Equity_DX_BROKER_SI_QTY_NEW,SOP FP Equity_DX_SUPPLY_SI_MV_DEC,SOP FP Equity_DX_BROKER_SI_QTY_INC,SOP FP Equity_DX_SUPPLY_SI_QTY_DEC,SOP FP Equity_DX_BROKER_SI_MV_NEW_y,SOP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SOP FP Equity_DX_BROKER_SI_MV_INC_y,SOP FP Equity_DX_SUPPLY_SI_QTY_INC_y,SOP FP Equity_DX_BROKER_SI_MV_ADD,SOP FP Equity_DX_SUPPLY_SI_QTY_ADD,SOP FP Equity_DX_BROKER_SI_QTY_DEC,SOP FP Equity_DX_SUPPLY_SI_MV,SOP FP Equity_DX_BROKER_SI_MV_DEC,SOP FP Equity_DX_SUPPLY_SI_MV_RMV,SOP FP Equity_DX_BROKER_SI_MV_RMV,SOP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SOP FP Equity_DX_UTILIZATION_QUANTITY,SOP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SOP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SOP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SOP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SOP FP Equity_DX_ACTIVE_UTILIZATION_MV,SOP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SOP FP Equity_DX_BROKER_SI_CON_RATIO,SOP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SOP FP Equity_DX_DEMAND_SUPPLY_RATIO
2008-06-02,346299.0,14248715.65,5.73,26.77,2.96,18.89,1.0,8121709.08,158630.0,197389.0,6526942.8,,,,,,,,,,,,,,,,,,8.61,,,,92.77,56.48,12363.0,508684.32,,0.67,92.77,6.52,0.7293,85.08,1.2331
2008-06-03,346299.0,14326365.33,5.73,26.51,2.96,19.1,1.0,8165969.08,158630.0,197389.0,6562511.97,,,,,,,,,,,,,,,,,,8.78,,,,92.77,56.48,12363.0,511456.44,,0.68,92.77,6.45,0.7298,85.12,1.2331
2008-06-04,346299.0,14222832.42,5.73,26.4,2.96,19.23,1.0,8106955.75,158630.0,197389.0,6515086.41,,,,,,,,,,,,,,,,,,8.79,,,,92.77,56.48,12363.0,507760.28,,0.69,92.77,6.4,0.7314,85.21,1.2331
2008-06-05,57299.0,2347757.48,0.95,4.38,0.49,3.19,0.0,2146576.15,14630.0,52389.0,599446.62,,,,,,,,7.98,,144000.0,,,,,,,145000.0,0.8,8.03,,,54.2,5.2,12363.0,506559.03,,0.67,54.33,14.52,0.2018,38.4,0.2035
2008-06-06,55499.0,2208464.2,0.92,4.6,0.47,3.08,0.0,2013081.23,14630.0,50589.0,582169.61,,,,,,,,,,,,,,,,,1800.0,0.8,0.1,,,54.2,5.07,12363.0,491959.19,,0.67,54.41,14.97,0.2135,39.58,0.1924
2008-06-09,53699.0,2071816.83,0.89,4.41,0.46,2.96,0.0,1882379.03,18507.0,48789.0,714037.77,,,,,,,,,,,,,,,,3877.0,1800.0,0.99,0.08,,,59.95,6.42,12363.0,476989.73,,0.66,59.88,15.03,0.2055,38.29,0.1862
2008-06-10,49849.0,1907627.48,0.82,4.14,0.43,2.73,0.0,1867063.28,10780.0,48789.0,412530.33,,,,,,,,0.41,,7727.0,,,,,,,,0.56,,,,46.58,3.74,12363.0,473108.76,,0.65,46.42,16.09,0.2338,41.52,0.1728
2008-06-11,49849.0,1915079.15,0.82,4.29,0.43,2.71,0.0,1874356.49,10780.0,48789.0,414141.77,,,,,,,,,,,,,,,,,,0.55,,,,100.0,3.74,0.0,0.0,,0.0,100.0,16.17,0.2353,41.77,0.1728
2008-06-12,49849.0,1881546.64,0.82,4.37,0.43,2.71,0.0,1841537.02,10780.0,48789.0,406890.26,,,,,,,,,,,,,,,,,,0.56,,,,46.58,3.74,12363.0,466640.48,,0.64,46.52,15.88,0.2349,41.74,0.1728
2008-06-13,49849.0,1842425.37,0.82,4.47,0.43,2.69,0.0,1803247.64,10780.0,48789.0,398430.17,,,,,,,,,,,,,,,,,,0.55,,,,100.0,3.74,0.0,0.0,,0.0,100.0,15.67,0.2369,42.13,0.1729
2008-06-16,49849.0,1815226.78,0.82,4.42,0.43,2.68,0.0,1776627.4,10780.0,48789.0,392548.39,,,,,,,,,,,,,,,,,,0.53,,,,100.0,3.74,0.0,0.0,,0.0,100.0,15.78,0.2381,42.31,0.1729
2008-06-17,44864.0,1661197.06,0.74,3.98,0.38,2.42,0.0,1621948.02,10780.0,43804.0,399155.32,,,,,,,,,,,,,,,,,4985.0,0.53,0.25,,,100.0,3.75,0.0,0.0,,0.0,100.0,17.45,0.2801,46.81,0.1559
2008-06-18,43129.0,1613394.71,0.71,3.74,0.37,2.35,0.0,1573741.62,4060.0,42069.0,151878.84,,,,,,4985.0,,0.33,,6720.0,,,,,0.25,,6720.0,0.2,0.33,,,100.0,1.41,0.0,0.0,,0.0,100.0,18.18,0.2904,48.28,0.1501
2008-06-19,43129.0,1606625.22,0.71,6.67,0.37,2.35,0.0,1567138.5,4060.0,42069.0,151241.59,,,,,,,,,,,,,,,,,,0.2,,,,100.0,1.42,0.0,0.0,,0.0,100.0,18.09,0.2895,48.2,0.1509
2008-06-20,40129.0,1515865.73,0.66,6.3,0.34,2.22,0.0,1475824.42,1060.0,39069.0,40041.31,,,,,,,,0.15,,3000.0,,,,,,,3000.0,0.05,0.14,,,100.0,0.37,0.0,0.0,,0.0,100.0,19.51,0.3233,51.17,0.1406
2008-06-23,40129.0,1511666.65,0.66,6.08,0.34,2.22,0.0,1471736.26,1060.0,39069.0,39930.39,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.37,0.0,0.0,,0.0,100.0,19.47,0.3222,51.04,0.1404
2008-06-24,31662.0,1183247.26,0.52,4.93,0.27,1.79,0.0,1143633.78,1060.0,30602.0,39613.48,,,,,,,,,,,,,,,,,8467.0,0.05,0.43,,,100.0,0.37,0.0,0.0,,0.0,100.0,14.06,0.4378,63.37,0.1108
2008-06-25,31662.0,1202652.52,0.52,4.96,0.27,1.79,0.0,1162389.37,1060.0,30602.0,40263.14,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.37,0.0,0.0,,0.0,100.0,13.93,0.4388,63.46,0.1108
2008-06-26,30662.0,1148167.8,0.51,4.59,0.26,1.75,0.0,1108475.09,1060.0,29602.0,39692.71,,,,,,,,,,,,,,,,,,0.05,,,0.05,100.0,0.37,0.0,0.0,,0.0,100.0,14.58,0.4608,65.02,0.1071
2008-06-27,31662.0,1190346.74,0.52,4.65,0.27,1.8,0.0,1150495.58,1060.0,30602.0,39851.16,0.05,,,,,,1000.0,,,,0.05,,,,,,,0.05,,,,100.0,0.37,0.0,0.0,,0.0,100.0,14.18,0.436,63.18,0.1106
2008-06-30,32296.0,1207182.0,0.53,4.81,0.28,1.83,0.0,1167560.59,1060.0,31236.0,39621.41,,,,0.03,,,,,634.0,,,,0.03,,,,,0.05,,,,100.0,0.37,0.0,0.0,,0.0,100.0,14.68,0.435,63.03,0.1127
2008-07-01,32296.0,1194629.81,0.53,4.86,0.28,1.82,0.0,1155420.39,1060.0,31236.0,39209.43,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.37,0.0,0.0,,0.0,100.0,14.61,0.4358,63.11,0.1127
2008-07-02,32296.0,1182801.8,0.53,4.69,0.28,1.82,0.0,1143980.58,1060.0,31236.0,38821.21,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.37,0.0,0.0,,0.0,100.0,14.48,0.437,63.23,0.1124
2008-07-03,32296.0,1178698.2,0.53,4.36,0.28,1.82,0.0,1140011.67,1060.0,31236.0,38686.53,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.37,0.0,0.0,,0.0,100.0,14.36,0.4379,63.31,0.1124
2008-07-04,32330.0,1168823.54,0.54,4.38,0.28,1.82,0.0,1129272.26,1094.0,31236.0,39551.28,,,34.0,,,,,,,,,,,34.0,,,,0.05,,,,0.39,0.39,281169.0,10165077.23,,13.72,0.39,14.32,0.4384,63.37,0.1145
2008-07-07,32296.0,1160594.09,0.53,4.46,0.28,1.81,0.0,1122501.76,1060.0,31236.0,38092.33,,,,,,,,0.0,,34.0,,,,,,,,0.05,,,,100.0,0.37,0.0,0.0,,0.0,100.0,14.23,0.4402,63.54,0.1124
2008-07-08,32296.0,1158662.98,0.53,4.52,0.28,1.81,0.0,1120634.04,1060.0,31236.0,38028.94,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.36,0.0,0.0,,0.0,100.0,14.16,0.441,63.61,0.11
2008-07-09,32296.0,1196078.14,0.53,4.41,0.28,1.81,0.0,1156821.18,1060.0,31236.0,39256.96,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.37,0.0,0.0,,0.0,100.0,14.15,0.4415,63.66,0.1132
2008-07-10,32296.0,1170732.39,0.53,4.43,0.28,1.82,0.0,1132307.31,1060.0,31236.0,38425.08,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.37,0.0,0.0,,0.0,100.0,14.5,0.4371,63.23,0.1114
2008-07-11,32296.0,1114730.35,0.53,4.43,0.28,1.81,0.0,1078143.33,1060.0,31236.0,36587.01,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.37,0.0,0.0,,0.0,100.0,14.25,0.4397,63.49,0.1114
2008-07-14,32296.0,1119558.11,0.53,4.43,0.28,1.8,0.0,1082812.64,1060.0,31236.0,36745.47,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.37,0.0,0.0,,0.0,100.0,13.69,0.4454,64.03,0.1133
2008-07-15,32296.0,1097350.4,0.53,4.54,0.28,1.8,0.0,1061333.82,1060.0,31236.0,36016.58,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.37,0.0,0.0,,0.0,100.0,13.73,0.4447,63.97,0.1113
2008-07-16,33296.0,1107437.52,0.55,4.67,0.28,1.84,0.0,1072181.52,1060.0,32236.0,35256.0,,,,0.05,,,,,1000.0,,,,0.05,,,,,0.05,,,,100.0,0.37,0.0,0.0,,0.0,100.0,13.44,0.4552,64.92,0.1148
2008-07-17,34296.0,1243232.54,0.57,4.5,0.29,1.87,0.0,1204807.46,1060.0,33236.0,38425.08,,,,0.03,,,,,1000.0,,,,0.03,,,,,0.05,,,,100.0,0.36,0.0,0.0,,0.0,100.0,15.03,0.4451,63.82,0.1175
2008-07-18,36337.0,1314503.02,0.6,4.55,0.31,2.01,0.0,1274673.98,1101.0,35236.0,39829.04,,,41.0,0.1,,,,,2000.0,,,,0.1,41.0,,,,0.05,,,,0.38,0.38,289090.0,10457926.61,,14.03,0.38,15.3,0.4525,64.47,0.1252
2008-07-21,38296.0,1416856.19,0.63,4.65,0.33,2.1,0.0,1377638.84,1060.0,37236.0,39217.35,,,,0.1,,,,0.0,2000.0,41.0,,,0.1,,,,,0.05,,,,100.0,0.37,0.0,0.0,,0.0,100.0,19.21,0.4282,61.57,0.132
2008-07-22,38296.0,1429736.7,0.63,4.59,0.33,2.11,0.0,1390162.83,1060.0,37236.0,39573.87,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.37,0.0,0.0,,0.0,100.0,19.54,0.4251,61.22,0.1321
2008-07-23,38296.0,1451776.69,0.63,4.46,0.33,2.12,0.0,1411592.77,1060.0,37236.0,40183.92,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.37,0.0,0.0,,0.0,100.0,19.68,0.4243,61.12,0.1322
2008-07-24,38296.0,1416856.19,0.63,4.3,0.33,2.12,0.0,1377638.84,1060.0,37236.0,39217.35,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.36,0.0,0.0,,0.0,100.0,19.92,0.4227,60.92,0.1318
2008-07-25,38296.0,1393671.27,0.63,4.21,0.33,2.11,0.0,1355095.66,1060.0,37236.0,38575.61,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.36,0.0,0.0,,0.0,100.0,19.56,0.4259,61.3,0.1303
2008-07-28,54939.0,2021107.99,0.91,6.15,0.47,2.79,0.0,1982112.47,1060.0,53879.0,38995.51,,,,0.69,,,,,16643.0,,,,0.69,,,,,0.05,,,,0.36,0.36,295074.0,10855247.06,,14.4,0.36,14.52,0.5332,71.09,0.1855
2008-07-29,54939.0,2044924.38,0.91,5.95,0.47,2.8,0.0,2005469.35,1060.0,53879.0,39455.03,,,,,,,,,,,,,,,,,,0.05,,,,0.35,0.35,305548.0,11373023.77,,15.17,0.34,14.64,0.5313,70.92,0.1792
2008-07-30,54939.0,2042871.24,0.91,5.95,0.47,2.8,0.0,2003455.82,1060.0,53879.0,39415.42,,,,,,,,,,,,,,,,,,0.05,,,,0.35,0.35,304970.0,11340112.52,,15.18,0.35,14.79,0.5302,70.82,0.1795
2008-07-31,54939.0,2032194.93,0.91,5.49,0.47,2.8,0.0,1992985.5,1060.0,53879.0,39209.43,,,,,,,,,,,,,,,,,,0.05,,,,0.33,0.33,316042.0,11690401.16,,15.67,0.34,14.78,0.5304,70.84,0.1733
2008-08-01,54939.0,2000165.99,0.91,5.52,0.47,2.8,0.0,1961574.54,1060.0,53879.0,38591.46,,,,,,,,,,,,,,,,,,0.05,,,,0.32,0.32,326342.0,11881143.99,,16.13,0.32,14.72,0.531,70.9,0.1678
2008-08-04,54939.0,2018233.6,0.91,5.64,0.47,2.79,0.0,1979293.54,1060.0,53879.0,38940.05,,,,,,,,,,,,,,,,,,0.05,,,,0.32,0.32,331679.0,12184526.49,,16.17,0.32,14.53,0.5336,71.11,0.1651
2008-08-05,54939.0,2065455.75,0.91,5.6,0.47,2.8,0.0,2025604.58,1060.0,53879.0,39851.16,,,,,,,,,,,,,,,,,,0.05,,,,0.32,0.32,331809.0,12474504.55,,16.49,0.31,14.64,0.5321,70.99,0.165
2008-08-06,54939.0,2176325.14,0.91,5.6,0.47,2.81,0.0,2134334.85,1060.0,53879.0,41990.29,,,,,,,,,,,,,,,,,,0.05,,,,0.32,0.32,331809.0,13144110.16,,16.91,0.31,14.92,0.5292,70.73,0.165
2008-08-07,54939.0,2209175.33,0.91,5.79,0.47,2.83,0.0,2166551.22,1060.0,53879.0,42624.11,,,,,,,,,,,,,,,,,,0.05,,,,0.32,0.32,332009.0,13350554.11,,17.69,0.3,15.6,0.5233,70.17,0.1649
2008-08-08,54939.0,2217387.88,0.91,5.69,0.47,2.84,0.0,2174605.32,1060.0,53879.0,42782.56,,,,,,,,,,,,,,,,,,0.05,,,,0.31,0.31,337148.0,13607599.12,,18.45,0.29,15.78,0.5205,69.94,0.1624
2008-08-11,54939.0,2220672.9,0.91,5.87,0.47,2.84,0.0,2177826.95,1060.0,53879.0,42845.94,,,,,,,,,,,,,,,,,,0.06,,,,0.31,0.31,337297.0,13633781.21,,18.33,0.31,15.84,0.5202,69.91,0.1624
2008-08-12,54939.0,2217387.88,0.91,5.96,0.47,2.84,0.0,2174605.32,1060.0,53879.0,42782.56,,,,,,,,,,,,,,,,,,0.06,,,,0.31,0.31,337662.0,13628344.63,,18.25,0.31,15.87,0.5206,69.94,0.1622
2008-08-13,54939.0,2200962.78,0.89,6.15,0.47,2.84,0.0,2158497.13,1060.0,53879.0,42465.65,,,,,,,,,,,,,,,,,,0.06,,,,0.31,0.31,337879.0,13536087.37,,18.06,0.32,15.86,0.5215,70.01,0.1621
2008-08-14,54939.0,2253112.46,0.89,6.57,0.47,2.83,0.0,2209640.62,1060.0,53879.0,43471.84,,,,,,,,,,,,,,,,,,0.06,,,,0.31,0.31,341190.0,13992599.8,,18.45,0.31,15.76,0.5222,70.08,0.1605
2008-08-15,54939.0,2316759.7,0.89,6.59,0.47,2.85,0.0,2272059.85,1060.0,53879.0,44699.85,,,,,,,,,,,,,,,,,,0.06,,,,0.31,0.31,341420.0,14397570.0,,19.01,0.3,16.06,0.5189,69.77,0.1604
2008-08-18,54939.0,2258450.62,0.89,6.55,0.47,2.86,0.0,2214875.78,1060.0,53879.0,43574.83,,,,,,,,,,,,,,,,,,0.06,,,,0.31,0.31,341573.0,14041496.06,,19.17,0.31,16.42,0.5148,69.4,0.1603
2008-08-19,54879.0,2198559.07,0.89,6.48,0.47,2.84,0.0,2158497.13,1000.0,53879.0,40061.94,,,100.0,,,,,0.01,,160.0,,,,100.0,,,,0.06,,,,0.29,0.29,341812.0,13693650.97,,18.68,0.29,16.06,0.5166,69.61,0.1601
2008-08-20,54619.0,2129357.03,0.89,6.64,0.47,2.81,0.0,2094269.95,900.0,53719.0,35087.08,,,,,,,,0.01,,100.0,,,,,,,160.0,0.05,0.01,,,0.26,0.26,342443.0,13350361.78,,18.21,0.26,15.81,0.5257,70.33,0.1591
2008-08-21,54619.0,2128540.56,0.89,6.56,0.47,2.8,0.0,2093466.93,900.0,53719.0,35073.63,,,,,,,,,,,,,,,,,,0.05,,,,0.26,0.26,345600.0,13468273.27,,17.88,0.26,15.47,0.53,70.71,0.1576
2008-08-22,54619.0,2143237.04,0.89,6.7,0.47,2.8,0.0,2107921.25,900.0,53719.0,35315.79,,,,,,,,,,,,,,,,,,0.05,,,,0.26,0.26,342479.0,13438797.47,,17.92,0.26,15.46,0.5295,70.68,0.1591
2008-08-25,54619.0,2125682.91,0.89,6.89,0.47,2.8,0.0,2090656.37,900.0,53719.0,35026.54,,,,,,,,,,,,,,,,,,0.05,,,,0.26,0.26,342799.0,13341181.2,,18.02,0.26,15.55,0.5289,70.62,0.1589
2008-08-26,54619.0,2153034.7,0.89,6.86,0.47,2.8,0.0,2117557.46,900.0,53719.0,35477.24,,,,,,,,,,,,,,,,,,0.05,,,,0.26,0.26,342799.0,13512846.11,,18.0,0.26,15.45,0.5302,70.73,0.1589
2008-08-27,54619.0,2130173.5,0.89,6.98,0.47,2.8,0.0,2095072.97,900.0,53719.0,35100.54,,,,,,,,,,,,,,,,,,0.05,,,,0.26,0.26,342799.0,13369364.99,,17.98,0.26,15.62,0.5286,70.59,0.1589
2008-08-28,54619.0,2136297.04,0.89,7.46,0.47,2.8,0.0,2101095.6,900.0,53719.0,35201.44,,,,,,,,,,,,,,,,,,0.05,,,,0.26,0.26,342799.0,13407797.43,,17.91,0.26,15.48,0.53,70.72,0.1589
2008-08-29,54619.0,2184060.61,0.89,7.82,0.47,2.8,0.0,2148072.13,900.0,53719.0,35988.48,,,,,,,,,,,,,,,,,,0.05,,,,0.26,0.26,342799.0,13707570.47,,18.06,0.26,15.52,0.5296,70.68,0.1589
2008-09-01,54619.0,2207738.27,0.89,8.1,0.47,2.81,0.0,2171359.64,900.0,53719.0,36378.63,,,,,,,,,,,,,,,,,,0.05,,,,0.26,0.26,342799.0,13856175.91,,18.45,0.26,15.8,0.5267,70.42,0.1589
2008-09-02,54619.0,2253460.66,0.89,8.35,0.47,2.82,0.0,2216328.63,900.0,53719.0,37132.03,,,,,,,,,,,,,,,,,,0.05,,,,0.26,0.26,342799.0,14143138.13,,18.67,0.26,15.94,0.5248,70.25,0.1589
2008-09-03,54619.0,2208554.74,0.89,8.5,0.47,2.82,0.0,2172162.66,900.0,53719.0,36392.08,,,,,,,,,,,,,,,,,,0.05,,,,0.26,0.26,342799.0,13861300.23,,18.87,0.26,15.93,0.5245,70.23,0.1589
2008-09-04,54619.0,2144461.75,0.89,8.64,0.47,2.82,0.0,2109125.78,900.0,53719.0,35335.97,,,,,,,,,,,,,,,,,,0.05,,,,0.26,0.26,344354.0,13520093.4,,18.72,0.26,15.94,0.5249,70.26,0.1582
2008-09-05,54619.0,2053016.97,0.89,9.59,0.47,2.8,0.0,2019187.8,900.0,53719.0,33829.17,,,,,,,,,,,,,,,,,,0.05,,,,0.26,0.26,344952.0,12966043.13,,18.06,0.26,15.59,0.5305,70.74,0.1579
2008-09-08,56619.0,2137926.13,0.92,9.8,0.48,2.87,0.0,2103942.25,900.0,55719.0,33983.88,,,,0.1,,,,,2000.0,,,,0.1,,,,,0.05,,,,0.26,0.26,344860.0,13021869.08,,17.5,0.26,14.52,0.55,72.35,0.1638
2008-09-09,56619.0,2056674.78,0.92,9.64,0.48,2.88,0.0,2023982.45,900.0,55719.0,32692.33,,,,,,,,,,,,,,,,,,0.05,,,,0.26,0.26,345115.0,12536239.02,,17.36,0.26,14.7,0.5487,72.23,0.1636
2008-09-10,56619.0,2047787.91,0.92,8.91,0.48,2.86,0.0,2015236.84,900.0,55719.0,32551.07,,,,,,,,,,,,,,,,,,0.04,,,,0.26,0.26,344868.0,12473136.63,,16.87,0.26,14.13,0.5556,72.82,0.1637
2008-09-11,56619.0,2010124.53,0.92,10.11,0.48,2.85,0.0,1978172.14,900.0,55719.0,31952.38,,,,,,,,,,,,,,,,,,0.04,,,,0.26,0.26,344826.0,12242236.72,,16.63,0.26,14.08,0.5567,72.91,0.1638
2008-09-12,56619.0,2039747.42,0.92,10.05,0.48,2.83,0.0,2007324.15,900.0,55719.0,32423.26,,,,,,,,,,,,,,,,,,0.04,,,,0.26,0.26,344212.0,12400528.76,,16.13,0.26,13.65,0.5622,73.36,0.1641
2008-09-15,47794.0,1707887.59,0.78,8.07,0.41,2.41,0.0,1707887.59,0.0,47794.0,0.0,,,,,,,,0.04,,900.0,,,,,,,7925.0,0.0,0.4,,,0.0,0.0,358331.0,12804725.84,,17.15,0.0,16.61,0.5209,69.71,0.1334
2008-09-16,47794.0,1720033.2,0.78,8.1,0.41,2.41,0.0,1720033.2,0.0,47794.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,356684.0,12836513.41,,17.0,0.0,16.5,0.5214,69.77,0.134
2008-09-17,47794.0,1678952.45,0.78,7.55,0.41,2.41,0.0,1678952.45,0.0,47794.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,359722.0,12636651.73,,17.06,0.0,16.61,0.5213,69.75,0.1329
2008-09-18,47794.0,1678952.45,0.78,6.85,0.41,2.4,0.0,1678952.45,0.0,47794.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,351424.0,12345151.8,,16.43,0.0,16.27,0.5238,69.99,0.136
2008-09-19,48694.0,1694190.71,0.79,5.78,0.42,2.44,0.0,1662877.37,900.0,47794.0,31313.34,,,,,,,,,,,,,,,,900.0,,0.04,,,,0.26,0.26,351352.0,12224448.47,,16.4,0.26,15.98,0.506,68.77,0.1382
2008-09-22,48694.0,1759701.84,0.79,5.39,0.42,2.44,0.0,1727177.68,900.0,47794.0,32524.16,,,,,,,,,,,,,,,,,,0.04,,,,0.26,0.26,341621.0,12345486.16,,15.75,0.27,15.85,0.507,68.87,0.1422
2008-09-23,48694.0,1721487.01,0.79,5.03,0.42,2.46,0.0,1689669.17,900.0,47794.0,31817.85,,,,,,,,,,,,,,,,,,0.04,,,,0.26,0.26,341621.0,12077383.57,,16.44,0.26,16.32,0.5,68.24,0.1422
2008-09-24,38068.0,1300015.04,0.62,3.74,0.33,1.93,0.0,1269280.21,900.0,37168.0,30734.83,,,,,,17.0,,,,,,,,,0.0,,10643.0,0.04,0.52,,,0.26,0.26,350150.0,11957556.67,,16.53,0.26,20.34,0.415,60.11,0.1084
2008-09-25,38068.0,1247946.15,0.62,3.52,0.33,1.91,0.0,1218442.33,900.0,37168.0,29503.82,,,,,,,,,,,,,,,,,,0.04,,,,0.26,0.26,350394.0,11486625.11,,15.92,0.26,19.82,0.4195,60.65,0.1084
2008-09-26,38068.0,1199576.15,0.62,3.37,0.33,1.89,0.0,1171215.88,900.0,37168.0,28360.26,,,,,,,,,,,,,,,,,,0.04,,,,0.26,0.26,344885.0,10867810.75,,15.05,0.26,19.22,0.4249,61.27,0.1101
2008-09-29,38051.0,1166049.78,0.62,3.33,0.33,1.88,0.0,1138469.82,900.0,37151.0,27579.95,,,,,,,,,,,,,,,,,17.0,0.04,0.0,,,0.26,0.26,340897.0,10446581.46,,14.42,0.26,18.65,0.4302,61.86,0.1113
2008-09-30,37051.0,1167805.98,0.6,3.19,0.32,1.79,0.0,1139438.99,900.0,36151.0,28366.99,,,,,,,,,,,,,,,,,1000.0,0.04,0.08,,,0.27,0.27,337627.0,10641624.49,,14.11,0.26,19.06,0.4666,65.01,0.1094
2008-10-01,56551.0,1764671.73,0.92,4.78,0.48,2.62,0.0,1736587.26,900.0,55651.0,28084.46,,,,0.82,,,,,19500.0,,,,0.82,,,,,0.04,,,,0.27,0.27,337627.0,10535637.24,,14.14,0.27,13.38,0.5955,75.77,0.1671
2008-10-02,56551.0,1809052.69,0.92,4.79,0.48,2.61,0.0,1780261.91,900.0,55651.0,28790.78,,,,,,,,,,,,,,,,,,0.04,,,,0.27,0.27,334499.0,10700541.4,,14.03,0.27,13.27,0.5972,75.9,0.1686
2008-10-03,55551.0,1750905.24,0.9,4.61,0.48,2.54,0.0,1722538.24,900.0,54651.0,28366.99,,,,,,,,,,,,,,,,,1000.0,0.04,0.09,,,0.27,0.27,336146.0,10594945.03,,14.37,0.27,14.0,0.6329,78.15,0.1648
2008-10-06,57190.0,1696984.06,0.93,4.71,0.49,2.6,0.0,1670278.59,900.0,56290.0,26705.47,,,,,,1639.0,,,,,,,,,0.07,,,0.04,,,,0.27,0.27,336146.0,9974373.19,,14.24,0.27,13.47,0.603,76.27,0.1697
2008-10-07,57190.0,1669199.68,0.93,4.64,0.49,2.57,0.0,1642931.46,900.0,56290.0,26268.22,,,,,,,,,,,,,,,,,,0.04,,,,0.27,0.27,336179.0,9812027.98,,13.26,0.27,12.8,0.6127,77.02,0.1697
2008-10-08,57190.0,1620470.17,0.93,4.52,0.49,2.57,0.0,1594968.8,900.0,56290.0,25501.37,,,,,,,,,,,,,,,,,,0.04,,,,0.27,0.27,336179.0,9525582.1,,13.06,0.27,12.62,0.6153,77.22,0.1697
2008-10-09,58190.0,1685338.81,0.95,4.45,0.5,2.6,0.0,1659272.4,900.0,57290.0,26066.42,,,,0.04,,,,,1000.0,,,,0.04,,,,,0.03,,,,0.27,0.27,334870.0,9698735.33,,12.8,0.27,12.13,0.6248,77.91,0.1733
2008-10-10,63137.0,1781899.01,1.03,4.69,0.54,2.78,0.0,1756498.55,900.0,62237.0,25400.46,,,,0.19,,,,,5000.0,,,,0.19,,,,,0.03,,,0.0,0.27,0.27,326578.0,9216925.34,,12.75,0.27,11.56,0.6474,79.47,0.1928
2008-10-13,63190.0,1879743.48,1.03,4.65,0.54,2.78,0.0,1852970.74,900.0,62290.0,26772.74,0.0,,,,,,53.0,,,,0.0,,,,,,,0.04,,,,0.27,0.27,332391.0,9887795.76,,12.64,0.28,11.29,0.65,79.67,0.1896
2008-10-14,63190.0,1944920.51,1.03,4.56,0.54,2.8,0.0,1917219.48,900.0,62290.0,27701.04,,,,,,,,,,,,,,,,,,0.04,,,,0.27,0.27,334487.0,10295151.56,,13.37,0.26,11.82,0.6426,79.13,0.1884
