,ALESE FP Equity_DX_SI_QTY,ALESE FP Equity_DX_SHORT_INTEREST_VALUE,ALESE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALESE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALESE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALESE FP Equity_DX_SI_MV,ALESE FP Equity_DX_DSS,ALESE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALESE FP Equity_DX_SUPPLY_SI_QTY,ALESE FP Equity_DX_BROKER_SI_QTY,ALESE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALESE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALESE FP Equity_DX_BROKER_SI_MV_INC_x,ALESE FP Equity_DX_BROKER_SI_QTY_ADD,ALESE FP Equity_DX_SUPPLY_SI_MV_DEC,ALESE FP Equity_DX_BROKER_SI_QTY_INC,ALESE FP Equity_DX_SUPPLY_SI_QTY_DEC,ALESE FP Equity_DX_BROKER_SI_MV_INC_y,ALESE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALESE FP Equity_DX_BROKER_SI_MV_ADD,ALESE FP Equity_DX_SUPPLY_SI_QTY_ADD,ALESE FP Equity_DX_BROKER_SI_QTY_DEC,ALESE FP Equity_DX_SUPPLY_SI_MV,ALESE FP Equity_DX_BROKER_SI_MV_DEC,ALESE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALESE FP Equity_DX_UTILIZATION_QUANTITY,ALESE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALESE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALESE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALESE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALESE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALESE FP Equity_DX_BROKER_SI_CON_RATIO,ALESE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALESE FP Equity_DX_DEMAND_SUPPLY_RATIO,ALESE FP Equity_PX_LAST
2022-09-30,3100.0,23560.0,0.02,0.88,0.02,0.02,0.0,19000.0,1600.0,2500.0,12160.0,,,,,,,,,,,,0.01,,100.0,15.72,0.0,0.0,0.0,100.0,32.64,0.3139,32.74,0.3046,7.6
2022-10-03,3100.0,23529.0,0.02,0.9,0.02,0.02,0.0,18975.0,1600.0,2500.0,12144.0,,,,,,,,,,,,0.01,,100.0,15.72,0.0,0.0,0.0,100.0,32.67,0.3139,32.68,0.3046,7.59
2022-10-04,3100.0,24025.0,0.02,0.91,0.02,0.02,0.0,19375.0,1600.0,2500.0,12400.0,,,,,,,,,,,,0.01,,100.0,15.72,0.0,0.0,0.0,100.0,32.5,0.3137,32.51,0.3046,7.75
2022-10-05,3100.0,24955.0,0.02,0.88,0.02,0.03,0.0,20125.0,1600.0,2500.0,12880.0,,,,,,,,,,,,0.01,,100.0,15.72,0.0,0.0,0.0,100.0,32.83,0.3141,32.96,0.3046,8.05
2022-10-06,3100.0,24428.0,0.02,0.89,0.02,0.03,0.0,19700.0,1600.0,2500.0,12608.0,,,,,,,,,,,,0.01,,100.0,15.72,0.0,0.0,0.0,100.0,32.96,0.3141,33.1,0.3046,7.88
2022-10-07,3100.0,24676.0,0.02,0.88,0.02,0.03,0.0,19900.0,1600.0,2500.0,12736.0,,,,,,,,,,,,0.01,,100.0,15.72,0.0,0.0,0.0,100.0,32.86,0.3141,33.03,0.3046,7.96
2022-10-10,2970.0,23789.7,0.02,0.87,0.02,0.02,0.0,19784.7,1500.0,2470.0,12015.0,,,,0.0,,100.0,,,,,30.0,0.01,0.0,100.0,14.89,0.0,0.0,0.0,100.0,34.24,0.3157,34.42,0.2948,8.01
2022-10-11,2970.0,23730.3,0.02,0.92,0.02,0.02,0.0,19735.3,1500.0,2470.0,11985.0,,,,,,,,,,,,0.01,,100.0,14.67,0.0,0.0,0.0,100.0,34.2,0.3153,34.21,0.2904,7.99
2022-10-12,2970.0,23760.0,0.02,0.89,0.02,0.02,0.0,19760.0,1500.0,2470.0,12000.0,,,,,,,,,,,,0.01,,100.0,14.67,0.0,0.0,0.0,100.0,34.18,0.3153,34.21,0.2904,8.0
2022-10-13,2970.0,22839.3,0.02,0.88,0.02,0.02,0.0,18994.3,1500.0,2470.0,11535.0,,,,,,,,,,,,0.01,,100.0,14.67,0.0,0.0,0.0,100.0,34.1,0.315,34.12,0.2904,7.69
2022-10-14,2970.0,21473.1,0.02,0.82,0.02,0.02,0.0,17858.1,1500.0,2470.0,10845.0,,,,,,,,,,,,0.01,,100.0,14.67,0.0,0.0,0.0,100.0,34.11,0.3154,34.34,0.2904,7.23
2022-10-17,2970.0,22958.1,0.02,0.78,0.02,0.02,0.0,19093.1,1500.0,2470.0,11595.0,,,,,,,,,,,,0.01,,100.0,14.67,0.0,0.0,0.0,100.0,34.05,0.315,34.15,0.2904,7.73
2022-10-18,2970.0,22690.8,0.02,0.75,0.02,0.02,0.0,18870.8,1500.0,2470.0,11460.0,,,,,,,,,,,,0.01,,100.0,14.67,0.0,0.0,0.0,100.0,34.13,0.3152,34.22,0.2904,7.64
2022-10-19,2970.0,22809.6,0.02,0.77,0.02,0.02,0.0,18969.6,1500.0,2470.0,11520.0,,,,,,,,,,,,0.01,,100.0,14.67,0.0,0.0,0.0,100.0,34.28,0.3156,34.29,0.2904,7.68
2022-10-20,2970.0,22809.6,0.02,0.77,0.02,0.02,0.0,18969.6,1500.0,2470.0,11520.0,,,,,,,,,,,,0.01,,100.0,14.67,0.0,0.0,0.0,100.0,34.14,0.3153,34.23,0.2904,7.68
2022-10-21,2970.0,22572.0,0.02,0.76,0.02,0.02,0.0,18772.0,1500.0,2470.0,11400.0,,,,,,,,,,,,0.01,,100.0,14.67,0.0,0.0,0.0,100.0,34.04,0.3152,34.26,0.2904,7.6
2022-10-24,2970.0,22572.0,0.02,0.77,0.02,0.02,0.0,18772.0,1500.0,2470.0,11400.0,,,,,,,,,,,,0.01,,100.0,14.67,0.0,0.0,0.0,100.0,34.07,0.3151,34.23,0.2904,7.6
2022-10-25,2970.0,22601.7,0.02,0.8,0.02,0.02,0.0,18796.7,1500.0,2470.0,11415.0,,,,,,,,,,,,0.01,,100.0,14.67,0.0,0.0,0.0,100.0,34.1,0.315,34.13,0.2904,7.61
2022-10-26,2970.0,22720.5,0.02,0.83,0.02,0.02,0.0,18895.5,1500.0,2470.0,11475.0,,,,,,,,,,,,0.01,,100.0,14.67,0.0,0.0,0.0,100.0,34.08,0.3149,34.08,0.2904,7.65
2022-10-27,2970.0,22928.4,0.02,0.83,0.02,0.02,0.0,19068.4,1500.0,2470.0,11580.0,,,,,,,,,,,,0.01,,100.0,14.53,0.0,0.0,0.0,100.0,34.25,0.3157,34.35,0.2876,7.72
2022-10-28,5370.0,40865.7,0.04,1.5,0.04,0.04,0.0,27928.7,2700.0,3670.0,20547.0,,,1200.0,,,,,,0.01,1200.0,,0.02,,100.0,26.15,0.0,0.0,0.0,100.0,19.22,0.2922,43.94,0.52,7.61
2022-10-31,5370.0,41671.2,0.04,1.51,0.04,0.04,0.0,28479.2,2700.0,3670.0,20952.0,,,,,,,,,,,,0.02,,100.0,26.15,0.0,0.0,0.0,100.0,19.17,0.2929,44.07,0.52,7.76
2022-11-01,2970.0,23641.2,0.02,0.88,0.02,0.02,0.0,19661.2,1500.0,2470.0,11940.0,,,,0.01,,1200.0,,,,,1200.0,0.01,0.01,100.0,14.53,0.0,0.0,0.0,100.0,34.2,0.3153,34.21,0.2876,7.96
2022-11-02,2970.0,24829.2,0.02,0.93,0.02,0.02,0.0,20649.2,1500.0,2470.0,12540.0,,,,,,,,,,,,0.01,,100.0,14.53,0.0,0.0,0.0,100.0,34.24,0.3155,34.28,0.2876,8.36
2022-11-03,2940.0,24960.6,0.02,0.86,0.02,0.03,0.0,20970.3,1470.0,2470.0,12480.3,,,,0.0,,30.0,,,,,,0.01,,100.0,14.28,0.0,0.0,0.0,100.0,34.64,0.3214,34.68,0.2855,8.49
2022-11-04,2940.0,25107.6,0.02,0.7,0.02,0.03,0.0,21093.8,1470.0,2470.0,12553.8,,,,,,,,,,,,0.01,,100.0,14.28,0.0,0.0,0.0,100.0,34.32,0.3204,34.34,0.2855,8.54
2022-11-07,2940.0,25725.0,0.02,0.7,0.02,0.03,0.0,21612.5,1470.0,2470.0,12862.5,,,,,,,,,,,,0.01,,100.0,14.28,0.0,0.0,0.0,100.0,34.36,0.3207,34.53,0.2855,8.75
2022-11-08,2940.0,26224.8,0.02,0.69,0.02,0.03,0.0,22032.4,1470.0,2470.0,13112.4,,,,,,,,,,,,0.01,,100.0,14.28,0.0,0.0,0.0,100.0,34.43,0.3209,34.54,0.2855,8.92
2022-11-09,2940.0,25872.0,0.02,0.62,0.02,0.03,0.0,21736.0,1470.0,2470.0,12936.0,,,,,,,,,,,,0.01,,100.0,14.5,0.0,0.0,0.0,100.0,34.59,0.3212,34.6,0.2901,8.8
2022-11-10,2940.0,25578.0,0.02,0.61,0.02,0.03,0.0,21489.0,1470.0,2470.0,12789.0,,,,,,,,,,,,0.01,,100.0,14.5,0.0,0.0,0.0,100.0,34.32,0.3204,34.39,0.2901,8.7
2022-11-11,2940.0,25019.4,0.02,0.6,0.02,0.03,0.0,21019.7,1470.0,2470.0,12509.7,,,,,,,,,,,,0.01,,100.0,14.5,0.0,0.0,0.0,100.0,34.32,0.3205,34.41,0.2901,8.51
2022-11-14,2940.0,25754.4,0.02,0.59,0.02,0.03,0.0,21637.2,1470.0,2470.0,12877.2,,,,,,,,,,,,0.01,,100.0,14.5,0.0,0.0,0.0,100.0,34.51,0.3211,34.6,0.2901,8.76
2022-11-15,2670.0,23736.3,0.02,0.54,0.02,0.02,0.0,20447.0,1370.0,2300.0,12179.3,,,,0.0,,100.0,,,,,170.0,0.01,0.0,100.0,13.65,0.0,0.0,0.0,100.0,37.87,0.3349,37.94,0.266,8.89
2022-11-16,2670.0,23656.2,0.02,0.54,0.02,0.02,0.0,20378.0,1370.0,2300.0,12138.2,,,,,,,,,,,,0.01,,100.0,13.65,0.0,0.0,0.0,100.0,37.74,0.3346,37.97,0.266,8.86
2022-11-17,2670.0,23629.5,0.02,0.53,0.02,0.02,0.0,20355.0,1370.0,2300.0,12124.5,,,,,,,,,,,,0.01,,100.0,13.65,0.0,0.0,0.0,100.0,37.84,0.335,37.99,0.266,8.85
2022-11-18,2670.0,23709.6,0.02,0.53,0.02,0.02,0.0,20424.0,1370.0,2300.0,12165.6,,,,,,,,,,,,0.01,,100.0,13.65,0.0,0.0,0.0,100.0,37.82,0.3347,37.94,0.266,8.88
2022-11-21,2670.0,23816.4,0.02,0.52,0.02,0.02,0.0,20516.0,1370.0,2300.0,12220.4,,,,,,,,,,,,0.01,,100.0,13.65,0.0,0.0,0.0,100.0,37.94,0.3356,38.05,0.266,8.92
2022-11-22,2600.0,23478.0,0.02,0.5,0.02,0.02,0.0,20769.0,1300.0,2300.0,11739.0,,,,0.0,,70.0,,,,,,0.01,,100.0,13.04,0.0,0.0,0.0,100.0,38.83,0.3515,38.84,0.2609,9.03
2022-11-23,2600.0,22724.0,0.02,0.51,0.02,0.02,0.0,20102.0,1300.0,2300.0,11362.0,,,,,,,,,,,,0.01,,100.0,13.04,0.0,0.0,0.0,100.0,38.77,0.3513,38.84,0.2609,8.74
2022-11-24,2600.0,23270.0,0.02,0.49,0.02,0.02,0.0,20585.0,1300.0,2300.0,11635.0,,,,,,,,,,,,0.01,,100.0,13.04,0.0,0.0,0.0,100.0,38.43,0.3526,39.55,0.2609,8.95
2022-11-25,2600.0,23270.0,0.02,0.42,0.02,0.02,0.0,20585.0,1300.0,2300.0,11635.0,,,,,,,,,,,,0.01,,100.0,13.04,0.0,0.0,0.0,100.0,38.88,0.3519,38.9,0.2609,8.95
2022-11-28,2573.0,23157.0,0.02,0.42,0.02,0.02,0.0,23157.0,1573.0,2573.0,14157.0,,0.0,,,273.0,,0.0,,,273.0,,0.01,,100.0,15.78,0.0,0.0,0.0,100.0,39.12,0.3535,39.14,0.2582,9.0
2022-11-29,3473.0,32194.71,0.02,0.58,0.02,0.03,0.0,32194.71,2473.0,3473.0,22924.71,900.0,0.01,,,900.0,,0.01,900.0,,,,0.02,,100.0,22.76,0.0,0.0,0.0,100.0,29.17,0.344,41.76,0.3196,9.27
2022-11-30,3473.0,32646.2,0.02,0.53,0.02,0.03,0.0,32646.2,2473.0,3473.0,23246.2,,,,,,,,,,,,0.02,,100.0,24.81,0.0,0.0,0.0,100.0,29.33,0.3431,41.39,0.3485,9.4
2022-12-01,3173.0,29604.09,0.02,0.46,0.02,0.03,0.0,29604.09,2173.0,3173.0,20274.09,,,,0.0,,300.0,,,,,300.0,0.02,0.0,100.0,22.25,0.0,0.0,0.0,100.0,31.98,0.3346,36.27,0.3249,9.33
2022-12-02,2900.0,26999.0,0.02,0.42,0.02,0.03,0.0,26999.0,1900.0,2900.0,17689.0,,,,0.0,,273.0,,,,,273.0,0.02,0.0,100.0,19.46,0.0,0.0,0.0,100.0,34.91,0.3349,34.98,0.2969,9.31
2022-12-05,2900.0,27260.0,0.02,0.42,0.02,0.03,0.0,27260.0,1900.0,2900.0,17860.0,,,,,,,,,,,,0.02,,100.0,19.46,0.0,0.0,0.0,100.0,34.92,0.335,35.06,0.2969,9.4
2022-12-06,2900.0,27260.0,0.02,0.4,0.02,0.03,0.0,27260.0,1900.0,2900.0,17860.0,,,,,,,,,,,,0.02,,100.0,19.46,0.0,0.0,0.0,100.0,34.98,0.3351,35.09,0.2969,9.4
2022-12-07,2900.0,26970.0,0.02,0.4,0.02,0.03,0.0,26970.0,1900.0,2900.0,17670.0,,,,,,,,,,,,0.02,,100.0,19.66,0.0,0.0,0.0,100.0,34.9,0.3349,35.03,0.3,9.3
2022-12-08,2900.0,26825.0,0.02,0.39,0.02,0.03,0.0,26825.0,1900.0,2900.0,17575.0,,,,,,,,,,,,0.02,,100.0,19.46,0.0,0.0,0.0,100.0,34.93,0.3349,34.94,0.2969,9.25
2022-12-09,2900.0,26796.0,0.02,0.38,0.02,0.03,0.0,26796.0,1900.0,2900.0,17556.0,,,,,,,,,,,,0.02,,100.0,19.46,0.0,0.0,0.0,100.0,34.98,0.335,35.01,0.2969,9.24
2022-12-12,2900.0,26361.0,0.04,0.37,0.02,0.03,0.0,26361.0,1900.0,2900.0,17271.0,,,,,,,,,,,,0.02,,100.0,19.46,0.0,0.0,0.0,100.0,34.98,0.335,35.0,0.2969,9.09
2022-12-13,2900.0,25462.0,0.04,0.36,0.02,0.03,0.0,25462.0,1900.0,2900.0,16682.0,,,,,,,,,,,,0.02,,100.0,18.88,0.0,0.0,0.0,100.0,34.88,0.3348,34.88,0.2881,8.78
2022-12-14,2900.0,25607.0,0.04,0.34,0.02,0.03,0.0,25607.0,1900.0,2900.0,16777.0,,,,,,,,,,,,0.02,,100.0,19.46,0.0,0.0,0.0,100.0,34.91,0.3349,34.97,0.2969,8.83
2022-12-15,2900.0,25752.0,0.04,0.35,0.02,0.03,0.0,25752.0,1900.0,2900.0,16872.0,,,,,,,,,,,,0.02,,100.0,19.66,0.0,0.0,0.0,100.0,34.97,0.335,35.07,0.3,8.88
2022-12-16,2900.0,25520.0,0.04,0.37,0.02,0.03,0.0,25520.0,1900.0,2900.0,16720.0,,,,,,,,,,,,0.02,,100.0,19.66,0.0,0.0,0.0,100.0,34.98,0.3351,35.09,0.3,8.8
2022-12-19,2900.0,26970.0,0.04,0.36,0.02,0.03,0.0,26970.0,1900.0,2900.0,17670.0,,,,,,,,,,,,0.02,,100.0,19.46,0.0,0.0,0.0,100.0,34.99,0.335,35.0,0.2969,9.3
2022-12-20,2901.0,26573.16,0.04,0.35,0.02,0.03,0.0,26573.16,1901.0,2901.0,17413.16,,0.0,,,1.0,,0.0,,,1.0,,0.02,,100.0,19.66,0.0,0.0,0.0,100.0,34.9,0.3349,35.0,0.3001,9.16
2022-12-21,4900.0,46305.0,0.07,0.63,0.03,0.05,0.0,38745.0,3100.0,4100.0,29295.0,1199.0,0.0,1099.0,,100.0,,0.0,1199.0,0.01,,,0.03,,100.0,28.53,0.0,0.0,0.0,100.0,20.9,0.2739,38.38,0.4509,9.45
2022-12-22,4900.0,46305.0,0.07,0.62,0.03,0.05,0.0,38745.0,3100.0,4100.0,29295.0,,,,,,,,,,,,0.03,,100.0,29.34,0.0,0.0,0.0,100.0,21.02,0.2724,37.95,0.4637,9.45
2022-12-23,4900.0,46893.0,0.07,0.62,0.03,0.05,0.0,39237.0,3100.0,4100.0,29667.0,,,,,,,,,,,,0.03,,100.0,29.34,0.0,0.0,0.0,100.0,20.91,0.2733,38.21,0.4637,9.57
2022-12-26,4900.0,46893.0,0.07,0.62,0.03,0.05,0.0,39237.0,3100.0,4100.0,29667.0,,,,,,,,,,,,0.03,,100.0,29.34,0.0,0.0,0.0,100.0,21.06,0.2726,37.99,0.4637,
2022-12-27,4900.0,46501.0,0.07,0.62,0.03,0.05,0.0,38909.0,3100.0,4100.0,29419.0,,,,,,,,,,,,0.03,,100.0,29.34,0.0,0.0,0.0,100.0,21.03,0.2722,37.88,0.4637,9.49
2022-12-28,4629.0,43975.5,0.07,0.58,0.03,0.05,0.0,36375.5,3100.0,3829.0,29450.0,,,,,,,,,,,271.0,0.03,0.0,100.0,29.34,0.0,0.0,0.0,100.0,22.24,0.2618,34.38,0.4381,9.5
2022-12-29,4458.0,42217.26,0.06,0.56,0.03,0.04,0.0,37207.63,2929.0,3929.0,27737.63,,0.0,,0.0,100.0,171.0,0.0,,,,,0.03,,100.0,28.17,0.0,0.0,0.0,100.0,24.23,0.2531,29.78,0.4288,9.47
2022-12-30,4558.0,43164.26,0.06,0.57,0.03,0.04,0.0,38154.63,3029.0,4029.0,28684.63,100.0,0.0,,,100.0,,0.0,100.0,,,,0.03,,100.0,28.86,0.0,0.0,0.0,100.0,25.83,0.2531,29.17,0.4343,9.47
2023-01-02,4558.0,42981.94,0.06,0.57,0.03,0.04,0.0,37993.47,3029.0,4029.0,28563.47,,,,,,,,,,,,0.03,,100.0,28.32,0.0,0.0,0.0,100.0,25.82,0.2529,29.08,0.4261,9.43
2023-01-03,4958.0,46853.1,0.07,0.61,0.04,0.05,0.0,39964.05,3229.0,4229.0,30514.05,200.0,,200.0,,,,,200.0,0.0,,,0.03,,100.0,30.76,0.0,0.0,0.0,100.0,23.58,0.2201,26.66,0.4724,9.45
2023-01-04,4958.0,46406.88,0.07,0.62,0.04,0.05,0.0,39583.44,3229.0,4229.0,30223.44,,,,,,,,,,,,0.03,,100.0,30.76,0.0,0.0,0.0,100.0,23.79,0.2202,26.71,0.4724,9.36
2023-01-05,5175.0,49162.5,0.07,0.65,0.04,0.05,0.0,42237.0,3229.0,4446.0,30675.5,,0.0,,,217.0,,0.0,,,,,0.03,,100.0,30.76,0.0,0.0,0.0,100.0,25.75,0.2228,26.72,0.493,9.5
2023-01-06,5175.0,49059.0,0.07,0.67,0.04,0.05,0.0,42148.08,3229.0,4446.0,30610.92,,,,,,,,,,,,0.03,,100.0,30.76,0.0,0.0,0.0,100.0,25.78,0.2231,26.94,0.493,9.48
2023-01-09,5175.0,49576.5,0.07,0.79,0.04,0.05,0.0,42592.68,3229.0,4446.0,30933.82,,,,,,,,,,,,0.03,,100.0,30.76,0.0,0.0,0.0,100.0,25.92,0.2232,26.88,0.493,9.58
2023-01-10,5175.0,49162.5,0.07,0.78,0.04,0.05,0.0,42237.0,3229.0,4446.0,30675.5,,,,,,,,,,,,0.03,,100.0,30.76,0.0,0.0,0.0,100.0,25.58,0.2229,26.88,0.493,9.5
2023-01-11,5375.0,51546.25,0.08,0.83,0.04,0.05,0.0,44555.14,3429.0,4646.0,32884.11,200.0,0.0,,,200.0,,0.0,200.0,,,,0.03,,100.0,32.06,0.0,0.0,0.0,100.0,24.88,0.2273,29.5,0.5025,9.59
2023-01-12,5374.0,51375.44,0.08,0.89,0.04,0.05,0.0,44406.2,3428.0,4645.0,32771.68,,,,0.0,,1.0,,,,,1.0,0.03,0.0,100.0,32.05,0.0,0.0,0.0,100.0,24.8,0.2274,29.59,0.5025,9.56
2023-01-13,5374.0,51053.0,0.08,0.94,0.04,0.05,0.0,44127.5,3428.0,4645.0,32566.0,,,,,,,,,,,,0.03,,100.0,32.05,0.0,0.0,0.0,100.0,24.69,0.2272,29.54,0.5025,9.5
2023-01-16,5374.0,50569.34,0.08,0.9,0.04,0.05,0.0,43709.45,3428.0,4645.0,32257.48,,,,,,,,,,,,0.03,,100.0,32.05,0.0,0.0,0.0,100.0,24.63,0.2271,29.54,0.5025,9.41
2023-01-17,5274.0,49628.34,0.07,0.87,0.04,0.05,0.0,42768.45,3328.0,4545.0,31316.48,,,,0.0,,100.0,,,,,100.0,0.03,0.0,100.0,31.41,0.0,0.0,0.0,100.0,25.19,0.2249,28.18,0.4978,9.41
2023-01-18,4457.0,41984.94,0.06,0.76,0.03,0.04,0.0,37001.76,2928.0,3928.0,27581.76,,,,0.0,,400.0,,,,,617.0,0.03,0.01,100.0,28.17,0.0,0.0,0.0,100.0,24.15,0.2531,29.79,0.4288,9.42
2023-01-19,4457.0,42074.08,0.06,0.77,0.03,0.04,0.0,37080.32,1928.0,3928.0,18200.32,,,,0.01,,1000.0,,,,,,0.02,,100.0,18.55,0.0,0.0,0.0,100.0,24.17,0.2532,29.83,0.4288,9.44
2023-01-20,4457.0,41762.09,0.06,0.79,0.03,0.04,0.0,36805.36,2928.0,3928.0,27435.36,,,,,,,,,,1000.0,,0.03,,100.0,28.44,0.0,0.0,0.0,100.0,24.24,0.2531,29.74,0.4329,9.37
2023-01-23,4457.0,40959.83,0.06,0.81,0.03,0.04,0.0,36098.32,2928.0,3928.0,26908.32,,,,,,,,,,,,0.03,,100.0,28.44,0.0,0.0,0.0,100.0,24.27,0.2529,29.57,0.4329,9.19
2023-01-24,4457.0,39087.89,0.06,0.81,0.03,0.04,0.0,34448.56,2928.0,3928.0,25678.56,,,,,,,,,,,,0.03,,100.0,28.44,0.0,0.0,0.0,100.0,24.38,0.2525,29.21,0.4329,8.77
2023-01-25,4257.0,38696.13,0.06,0.75,0.03,0.04,0.0,33887.52,2728.0,3728.0,24797.52,,,,0.0,,200.0,,,,,200.0,0.02,0.0,100.0,27.02,0.0,0.0,0.0,100.0,23.89,0.2567,31.67,0.4217,9.09
2023-01-26,4257.0,38568.42,0.06,0.8,0.03,0.04,0.0,33775.68,2728.0,3728.0,24715.68,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,24.13,0.2557,31.08,0.4217,9.06
2023-01-27,4257.0,40228.65,0.06,0.81,0.03,0.04,0.0,35229.6,2728.0,3728.0,25779.6,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,23.92,0.2568,31.71,0.4217,9.45
2023-01-30,4257.0,40228.65,0.06,0.81,0.03,0.04,0.0,35229.6,2728.0,3728.0,25779.6,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,24.12,0.2558,31.14,0.4217,9.45
2023-01-31,4257.0,40696.92,0.06,0.84,0.03,0.04,0.0,35639.68,2728.0,3728.0,26079.68,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,24.06,0.2561,31.29,0.4217,9.56
2023-02-01,4457.0,42564.35,0.06,0.95,0.03,0.04,0.0,37512.4,2928.0,3928.0,27962.4,200.0,0.0,,,200.0,,0.0,200.0,,,,0.03,,100.0,28.44,0.0,0.0,0.0,100.0,24.29,0.2534,29.92,0.4329,9.55
2023-02-02,4457.0,42430.64,0.06,0.97,0.03,0.04,0.0,37394.56,2928.0,3928.0,27874.56,,,,,,,,,,,,0.03,,100.0,28.44,0.0,0.0,0.0,100.0,24.17,0.2531,29.73,0.4329,9.52
2023-02-03,4457.0,42698.06,0.06,0.98,0.03,0.04,0.0,37630.24,2928.0,3928.0,28050.24,,,,,,,,,,,,0.03,,100.0,28.44,0.0,0.0,0.0,100.0,23.99,0.253,29.68,0.4329,9.58
2023-02-06,4457.0,42341.5,0.06,1.0,0.03,0.04,0.0,37316.0,2928.0,3928.0,27816.0,,,,,,,,,,,,0.03,,100.0,28.44,0.0,0.0,0.0,100.0,24.08,0.2528,29.53,0.4329,9.5
2023-02-07,5507.0,52371.57,0.08,1.29,0.04,0.05,0.0,47340.78,2928.0,4978.0,27845.28,,0.01,,,1050.0,,0.01,,,,,0.03,,100.0,28.44,0.0,0.0,0.0,100.0,24.21,0.2758,38.35,0.5349,9.51
2023-02-08,5457.0,51077.52,0.08,1.28,0.04,0.05,0.0,46126.08,2928.0,4928.0,27406.08,,,,,,,,,,,50.0,0.03,0.0,100.0,28.44,0.0,0.0,0.0,100.0,24.26,0.2741,37.89,0.5301,9.36
2023-02-09,5257.0,49047.81,0.07,1.25,0.04,0.05,0.0,44112.24,2728.0,4728.0,25452.24,,,,0.0,,200.0,,,,,200.0,0.03,0.0,100.0,27.02,0.0,0.0,0.0,100.0,25.28,0.2668,35.49,0.5208,9.33
2023-02-10,5257.0,49205.52,0.07,1.3,0.04,0.05,0.0,44254.08,2728.0,4728.0,25534.08,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,25.26,0.2667,35.46,0.5208,9.36
2023-02-13,5257.0,50782.62,0.07,1.33,0.04,0.05,0.0,45672.48,2728.0,4728.0,26352.48,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,25.76,0.2668,35.31,0.5208,9.66
2023-02-14,5257.0,50940.33,0.07,1.25,0.04,0.05,0.0,45814.32,2728.0,4728.0,26434.32,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,25.38,0.2669,35.47,0.5208,9.69
2023-02-15,5257.0,51571.17,0.07,1.2,0.04,0.05,0.0,46381.68,2728.0,4728.0,26761.68,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,25.43,0.2667,35.39,0.5208,9.81
2023-02-16,5257.0,52044.3,0.07,1.13,0.04,0.05,0.0,46807.2,2728.0,4728.0,27007.2,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,25.44,0.2668,35.43,0.5208,9.9
2023-02-17,5257.0,51991.73,0.07,1.11,0.04,0.05,0.0,46759.92,2728.0,4728.0,26979.92,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,25.34,0.2669,35.48,0.5208,9.89
2023-02-20,5257.0,51781.45,0.07,1.08,0.04,0.05,0.0,46570.8,2728.0,4728.0,26870.8,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,25.29,0.2668,35.48,0.5208,9.85
2023-02-21,5257.0,51939.16,0.07,1.08,0.04,0.05,0.0,46712.64,2728.0,4728.0,26952.64,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,25.21,0.2674,35.71,0.5208,9.88
2023-02-22,5257.0,51834.02,0.07,1.04,0.04,0.05,0.0,46618.08,2728.0,4728.0,26898.08,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,25.21,0.2668,35.51,0.5208,9.86
2023-02-23,5257.0,52570.0,0.07,1.06,0.04,0.05,0.0,47280.0,2728.0,4728.0,27280.0,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,25.45,0.2667,35.4,0.5208,10.0
2023-02-24,5257.0,52570.0,0.07,0.99,0.04,0.05,0.0,47280.0,2728.0,4728.0,27280.0,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,25.27,0.2667,35.46,0.5208,10.0
