,ALTUV FP Equity_DX_SI_QTY,ALTUV FP Equity_DX_SHORT_INTEREST_VALUE,ALTUV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTUV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTUV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTUV FP Equity_DX_SI_MV,ALTUV FP Equity_DX_DSS,ALTUV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTUV FP Equity_DX_SUPPLY_SI_QTY,ALTUV FP Equity_DX_BROKER_SI_QTY,ALTUV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTUV FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALTUV FP Equity_DX_BROKER_SI_MV_INC_x,ALTUV FP Equity_DX_BROKER_SI_QTY_ADD,ALTUV FP Equity_DX_SUPPLY_SI_MV_DEC,ALTUV FP Equity_DX_BROKER_SI_QTY_INC,ALTUV FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTUV FP Equity_DX_BROKER_SI_MV_INC_y,ALTUV FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALTUV FP Equity_DX_BROKER_SI_MV_ADD,ALTUV FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTUV FP Equity_DX_BROKER_SI_QTY_DEC,ALTUV FP Equity_DX_SUPPLY_SI_MV,ALTUV FP Equity_DX_BROKER_SI_MV_DEC,ALTUV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTUV FP Equity_DX_UTILIZATION_QUANTITY,ALTUV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTUV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTUV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTUV FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTUV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALTUV FP Equity_DX_BROKER_SI_CON_RATIO,ALTUV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTUV FP Equity_DX_DEMAND_SUPPLY_RATIO,ALTUV FP Equity_PX_LAST
2019-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,361483.2,0.37,0.0,,0.0,,0.0,3.12
2019-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,362641.8,0.36,0.0,,0.0,,0.0,3.13
2019-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,362641.8,0.36,0.0,,0.0,,0.0,3.13
2019-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,364959.0,0.36,0.0,,0.0,,0.0,3.15
2019-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,364959.0,0.37,0.0,,0.0,,0.0,3.15
2019-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,364959.0,0.37,0.0,,0.0,,0.0,3.15
2019-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,364959.0,0.37,0.0,,0.0,,0.0,3.15
2019-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,366581.04,0.37,0.0,,0.0,,0.0,3.164
2019-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,367276.2,0.37,0.0,,0.0,,0.0,3.17
2019-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,368434.8,0.37,0.0,,0.0,,0.0,3.18
2019-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,368492.73,0.37,0.0,,0.0,,0.0,3.181
2019-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,368550.66,0.37,0.0,,0.0,,0.0,3.181
2019-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,370752.0,0.37,0.0,,0.0,,0.0,3.2
2019-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,370520.28,0.37,0.0,,0.0,,0.0,3.198
2019-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,370520.28,0.37,0.0,,0.0,,0.0,3.198
2019-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,369593.4,0.37,0.0,,0.0,,0.0,3.19
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,370694.07,0.37,0.0,,0.0,,0.0,3.2
2019-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,359166.0,0.37,0.0,,0.0,,0.0,3.1
2019-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,367276.2,0.36,0.0,,0.0,,0.0,3.17
2019-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,367276.2,0.37,0.0,,0.0,,0.0,3.17
2019-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,363800.4,0.37,0.0,,0.0,,0.0,3.14
2019-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,364959.0,0.36,0.0,,0.0,,0.0,3.15
2019-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,367276.2,0.37,0.0,,0.0,,0.0,3.17
2019-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,384597.27,0.37,0.0,,0.0,,0.0,3.32
2019-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,381179.4,0.38,0.0,,0.0,,0.0,3.29
2019-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,375386.4,0.38,0.0,,0.0,,0.0,3.24
2019-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,374227.8,0.38,0.0,,0.0,,0.0,3.23
2019-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,382338.0,0.37,0.0,,0.0,,0.0,3.3
2019-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,391606.8,0.38,0.0,,0.0,,0.0,3.38
2019-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,382453.86,0.39,0.0,,0.0,,0.0,3.301
2019-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,393344.7,0.38,0.0,,0.0,,0.0,3.395
2019-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,392765.4,0.39,0.0,,0.0,,0.0,3.39
2019-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,386972.4,0.39,0.0,,0.0,,0.0,3.34
2019-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,380020.8,0.39,0.0,,0.0,,0.0,3.28
2019-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,384655.2,0.38,0.0,,0.0,,0.0,3.32
2019-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,396241.2,0.38,0.0,,0.0,,0.0,3.42
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,417096.0,0.4,0.0,,0.0,,0.0,3.6
2019-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,413620.2,0.42,0.0,,0.0,,0.0,3.57
2019-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,413620.2,0.41,0.0,,0.0,,0.0,3.57
2019-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,417096.0,0.41,0.0,,0.0,,0.0,3.6
2019-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,417096.0,0.42,0.0,,0.0,,0.0,3.6
2019-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,407769.27,0.42,0.0,,0.0,,0.0,3.52
2019-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,410144.4,0.42,0.0,,0.0,,0.0,3.54
2019-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,422831.07,0.41,0.0,,0.0,,0.0,3.65
2019-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,417096.0,0.42,0.0,,0.0,,0.0,3.6
2019-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,417096.0,0.42,0.0,,0.0,,0.0,3.6
2019-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,417096.0,0.42,0.0,,0.0,,0.0,3.6
2019-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,417096.0,0.42,0.0,,0.0,,0.0,3.6
2019-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,417096.0,0.42,0.0,,0.0,,0.0,3.6
2019-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,418254.6,0.42,0.0,,0.0,,0.0,3.61
2019-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,115860.0,417096.0,0.42,0.0,,0.0,,0.0,3.6
2019-03-22,3000.0,10800.0,0.42,0.74,0.04,0.01,0.0,0.0,3000.0,0.0,10800.0,,,,,,,,,,3000.0,,0.01,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0259,3.6
2019-03-25,3000.0,10782.0,0.42,0.73,0.04,0.01,0.0,0.0,3000.0,0.0,10782.0,,,,,,,,,,,,0.01,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0259,3.594
2019-03-26,300.0,1081.8,0.04,0.07,0.0,0.0,0.0,0.0,300.0,0.0,1081.8,,,,0.01,,2700.0,,,,,,0.0,,100.0,0.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0026,3.606
2019-03-27,300.0,1083.15,0.04,0.05,0.0,0.0,0.0,0.0,300.0,0.0,1083.15,,,,,,,,,,,,0.0,,100.0,0.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0026,3.611
2019-03-28,300.0,1091.4,0.04,0.05,0.0,0.0,0.0,0.0,300.0,0.0,1091.4,,,,,,,,,,,,0.0,,100.0,0.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,3.638
2019-03-29,300.0,1092.0,0.04,0.05,0.0,0.0,0.0,0.0,300.0,0.0,1092.0,,,,,,,,,,,,0.0,,100.0,0.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,3.64
2019-04-01,300.0,1101.0,0.04,0.06,0.0,0.0,0.0,0.0,300.0,0.0,1101.0,,,,,,,,,,,,0.0,,100.0,0.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,3.67
2019-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,300.0,,,,,,0.0,,0.0,0.0,78903.0,288784.98,0.29,0.0,,0.0,,0.0,3.66
2019-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,285628.86,0.29,0.0,,0.0,,0.0,3.62
2019-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,287206.92,0.29,0.0,,0.0,,0.0,3.64
2019-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,287995.95,0.29,0.0,,0.0,,0.0,3.65
2019-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,285628.86,0.29,0.0,,0.0,,0.0,3.62
2019-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,284050.8,0.29,0.0,,0.0,,0.0,3.6
2019-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,291152.07,0.29,0.0,,0.0,,0.0,3.69
2019-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,302198.49,0.29,0.0,,0.0,,0.0,3.83
2019-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,293519.16,0.29,0.0,,0.0,,0.0,3.72
2019-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,291152.07,0.29,0.0,,0.0,,0.0,3.69
2019-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,291152.07,0.29,0.0,,0.0,,0.0,3.69
2019-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,291941.1,0.29,0.0,,0.0,,0.0,3.7
2019-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,298253.34,0.29,0.0,,0.0,,0.0,3.78
2019-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,298253.34,0.29,0.0,,0.0,,0.0,
2019-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,298253.34,0.29,0.0,,0.0,,0.0,
2019-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,299831.4,0.29,0.0,,0.0,,0.0,3.8
2019-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,296675.28,0.29,0.0,,0.0,,0.0,3.76
2019-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,295886.25,0.29,0.0,,0.0,,0.0,3.75
2019-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,295097.22,0.29,0.0,,0.0,,0.0,3.74
2019-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,291941.1,0.29,0.0,,0.0,,0.0,3.7
2019-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,292730.13,0.29,0.0,,0.0,,0.0,3.71
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,292730.13,0.29,0.0,,0.0,,0.0,
2019-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,293519.16,0.29,0.0,,0.0,,0.0,3.72
2019-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,292730.13,0.29,0.0,,0.0,,0.0,3.71
2019-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,287995.95,0.29,0.0,,0.0,,0.0,3.65
2019-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,287995.95,0.29,0.0,,0.0,,0.0,3.65
2019-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,287206.92,0.29,0.0,,0.0,,0.0,3.64
2019-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,285628.86,0.29,0.0,,0.0,,0.0,3.62
2019-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,285628.86,0.28,0.0,,0.0,,0.0,3.62
2019-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,294308.19,0.28,0.0,,0.0,,0.0,3.73
2019-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,294308.19,0.28,0.0,,0.0,,0.0,3.73
2019-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,296675.28,0.29,0.0,,0.0,,0.0,3.76
2019-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,291152.07,0.29,0.0,,0.0,,0.0,3.69
2019-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,286417.89,0.29,0.0,,0.0,,0.0,3.63
2019-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,286417.89,0.29,0.0,,0.0,,0.0,3.63
2019-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,288784.98,0.29,0.0,,0.0,,0.0,3.66
2019-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,288784.98,0.28,0.0,,0.0,,0.0,3.66
2019-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,288784.98,0.29,0.0,,0.0,,0.0,3.66
2019-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,292730.13,0.29,0.0,,0.0,,0.0,3.71
2019-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,291152.07,0.29,0.0,,0.0,,0.0,3.69
2019-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,285628.86,0.29,0.0,,0.0,,0.0,3.62
2019-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,274582.44,0.29,0.0,,0.0,,0.0,3.48
2019-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,275371.47,0.27,0.0,,0.0,,0.0,3.49
2019-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,275371.47,0.28,0.0,,0.0,,0.0,3.49
2019-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,280105.65,0.28,0.0,,0.0,,0.0,3.55
2019-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,302987.52,0.28,0.0,,0.0,,0.0,3.84
2019-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,301409.46,0.3,0.0,,0.0,,0.0,3.82
2019-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,295886.25,0.3,0.0,,0.0,,0.0,3.75
2019-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,296675.28,0.3,0.0,,0.0,,0.0,3.76
2019-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,298253.34,0.3,0.0,,0.0,,0.0,3.78
2019-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,303776.55,0.3,0.0,,0.0,,0.0,3.85
2019-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,300620.43,0.3,0.0,,0.0,,0.0,3.81
2019-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,303776.55,0.3,0.0,,0.0,,0.0,3.85
2019-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,301409.46,0.3,0.0,,0.0,,0.0,3.82
2019-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,303776.55,0.3,0.0,,0.0,,0.0,3.85
2019-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,303776.55,0.3,0.0,,0.0,,0.0,3.85
2019-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,298253.34,0.3,0.0,,0.0,,0.0,3.78
2019-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,303776.55,0.3,0.0,,0.0,,0.0,3.85
2019-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,298253.34,0.3,0.0,,0.0,,0.0,3.78
2019-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,296675.28,0.3,0.0,,0.0,,0.0,3.76
2019-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,295886.25,0.3,0.0,,0.0,,0.0,3.75
2019-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,295097.22,0.3,0.0,,0.0,,0.0,3.74
2019-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,295886.25,0.3,0.0,,0.0,,0.0,3.75
2019-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,291941.1,0.3,0.0,,0.0,,0.0,3.7
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,78903.0,292730.13,0.29,0.0,,0.0,,0.0,3.71
