,SADU FP Equity_DX_SI_QTY,SADU FP Equity_DX_SHORT_INTEREST_VALUE,SADU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SADU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SADU FP Equity_DX_SI_MV,SADU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SADU FP Equity_DX_SUPPLY_SI_QTY,SADU FP Equity_DX_BROKER_SI_QTY,SADU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SADU FP Equity_DX_SUPPLY_SI_MV_DEC,SADU FP Equity_DX_SUPPLY_SI_QTY_DEC,SADU FP Equity_DX_SUPPLY_SI_QTY_ADD,SADU FP Equity_DX_SUPPLY_SI_MV,SADU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SADU FP Equity_DX_UTILIZATION_QUANTITY,SADU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SADU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SADU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SADU FP Equity_DX_ACTIVE_UTILIZATION_MV,SADU FP Equity_DX_BROKER_SI_CON_RATIO,SADU FP Equity_DX_DEMAND_SUPPLY_RATIO,SADU FP Equity_PX_LAST
2024-10-30,168.0,17581.87,0.07,0.0,0.02,0.0,168.0,0.0,17581.87,0.12,1132.0,,0.02,100.0,7.47,0.0,0.0,0.0,100.0,0.0,0.0747,104.654
2024-10-31,168.0,17320.63,0.07,0.0,0.02,0.0,168.0,0.0,17320.63,,,,0.02,100.0,7.47,0.0,0.0,0.0,100.0,0.0,0.0747,103.099
2024-11-01,168.0,17343.14,0.08,0.0,0.02,0.0,168.0,0.0,17343.14,,,,0.02,100.0,7.47,0.0,0.0,0.0,100.0,0.0,0.0747,103.233
2024-11-04,168.0,17291.4,0.08,0.0,0.02,0.0,168.0,0.0,17291.4,,,,0.02,100.0,7.47,0.0,0.0,0.0,100.0,0.0,0.0747,102.925
2024-11-05,168.0,17394.05,0.07,0.0,0.02,0.0,168.0,0.0,17394.05,,,,0.02,100.0,7.47,0.0,0.0,0.0,100.0,0.0,0.0747,103.536
2024-11-06,168.0,17806.99,0.08,0.0,0.02,0.0,168.0,0.0,17806.99,,,,0.02,100.0,7.01,0.0,0.0,0.0,100.0,0.0,0.0701,105.994
2024-11-07,168.0,17993.3,0.07,0.0,0.02,0.0,168.0,0.0,17993.3,,,,0.02,100.0,7.01,0.0,0.0,0.0,100.0,0.0,0.0701,107.103
2024-11-08,168.0,18169.2,0.07,0.0,0.02,0.0,168.0,0.0,18169.2,,,,0.02,100.0,7.01,0.0,0.0,0.0,100.0,0.0,0.0701,108.15
2024-11-11,168.0,18342.07,0.07,0.0,0.02,0.0,168.0,0.0,18342.07,,,,0.02,100.0,7.01,0.0,0.0,0.0,100.0,0.0,0.0701,109.179
2024-11-12,168.0,18232.54,0.07,0.0,0.02,0.0,168.0,0.0,18232.54,,,,0.02,100.0,7.01,0.0,0.0,0.0,100.0,0.0,0.0701,108.527
2024-11-13,168.0,18234.22,0.07,0.0,0.02,0.0,168.0,0.0,18234.22,,,,0.02,100.0,7.01,0.0,0.0,0.0,100.0,0.0,0.0701,108.537
2024-11-14,168.0,18137.11,0.07,0.0,0.02,0.0,168.0,0.0,18137.11,,,,0.02,100.0,7.01,0.0,0.0,0.0,100.0,0.0,0.0701,107.959
2024-11-15,168.0,17826.65,0.08,0.0,0.02,0.0,168.0,0.0,17826.65,,,,0.02,100.0,7.01,0.0,0.0,0.0,100.0,0.0,0.0701,106.111
2024-11-18,168.0,17917.7,0.08,0.0,0.02,0.0,168.0,0.0,17917.7,,,,0.02,100.0,7.01,0.0,0.0,0.0,100.0,0.0,0.0701,106.653
2024-11-19,168.0,17883.94,0.09,0.0,0.02,0.0,168.0,0.0,17883.94,,,,0.02,100.0,7.01,0.0,0.0,0.0,100.0,0.0,0.0701,106.452
2024-11-20,168.0,17791.7,0.09,0.0,0.02,0.0,168.0,0.0,17791.7,,,,0.02,100.0,7.01,0.0,0.0,0.0,100.0,0.0,0.0701,105.903
2024-11-21,168.0,18041.52,0.08,0.0,0.02,0.0,168.0,0.0,18041.52,,,,0.02,100.0,7.01,0.0,0.0,0.0,100.0,0.0,0.0701,107.39
2024-11-22,168.0,18127.2,0.08,0.0,0.02,0.0,168.0,0.0,18127.2,,,,0.02,100.0,7.01,0.0,0.0,0.0,100.0,0.0,0.0701,107.9
2024-11-25,168.0,18297.05,0.08,0.0,0.02,0.0,168.0,0.0,18297.05,,,,0.02,100.0,7.01,0.0,0.0,0.0,100.0,0.0,0.0701,108.911
2024-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,168.0,,0.0,0.0,0.0,2395.0,260693.36,0.26,0.0,0.0,0.0,108.849
2024-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2395.0,260173.64,0.26,0.0,0.0,0.0,108.632
2024-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2395.0,260693.36,0.26,0.0,0.0,0.0,108.849
2024-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2395.0,261684.89,0.26,0.0,0.0,0.0,109.263
2024-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2395.0,261718.42,0.26,0.0,0.0,0.0,109.277
2024-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,245292.75,0.25,0.0,0.0,0.0,109.019
2024-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,246766.5,0.25,0.0,0.0,0.0,109.674
2024-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,246858.75,0.25,0.0,0.0,0.0,109.715
2024-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,247452.75,0.25,0.0,0.0,0.0,109.979
2024-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,245875.5,0.25,0.0,0.0,0.0,109.278
2024-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,245997.0,0.25,0.0,0.0,0.0,109.332
2024-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,246768.75,0.25,0.0,0.0,0.0,109.675
2024-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,246939.75,0.24,0.0,0.0,0.0,109.751
2024-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,245272.5,0.25,0.0,0.0,0.0,109.01
2024-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,246006.0,0.25,0.0,0.0,0.0,109.336
2024-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,244935.0,0.25,0.0,0.0,0.0,108.86
2024-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,244944.0,0.24,0.0,0.0,0.0,108.864
2024-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,237762.0,0.24,0.0,0.0,0.0,105.672
2024-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,239422.5,0.24,0.0,0.0,0.0,106.41
2024-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,237888.0,0.24,0.0,0.0,0.0,105.728
2024-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,239899.5,0.24,0.0,0.0,0.0,106.622
2024-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,239899.5,0.24,0.0,0.0,0.0,
2024-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,239899.5,0.24,0.0,0.0,0.0,
2024-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,239580.0,0.24,0.0,0.0,0.0,106.48
2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,236722.5,0.24,0.0,0.0,0.0,105.21
2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,237600.0,0.24,0.0,0.0,0.0,105.6
2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,237600.0,0.24,0.0,0.0,0.0,
2025-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,236270.25,0.24,0.0,0.0,0.0,105.009
2025-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,237080.25,0.24,0.0,0.0,0.0,105.369
2025-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,240547.5,0.24,0.0,0.0,0.0,106.91
2025-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,238227.75,0.24,0.0,0.0,0.0,105.879
2025-01-08,1489.0,156547.5,0.62,0.02,0.16,0.0,1489.0,0.0,156547.5,,,1489.0,0.16,100.0,66.18,0.0,0.0,0.0,100.0,0.0,0.6618,105.136
2025-01-09,1489.0,156697.89,0.58,0.02,0.16,0.0,1489.0,0.0,156697.89,,,,0.16,100.0,66.18,0.0,0.0,0.0,100.0,0.0,0.6618,105.237
2025-01-10,1489.0,154547.78,0.56,0.02,0.16,0.0,1489.0,0.0,154547.78,,,,0.16,100.0,66.18,0.0,0.0,0.0,100.0,0.0,0.6618,103.793
2025-01-13,1489.0,154048.96,0.53,0.02,0.15,0.0,1489.0,0.0,154048.96,,,,0.15,100.0,66.18,0.0,0.0,0.0,100.0,0.0,0.6618,103.458
2025-01-14,1489.0,155313.12,0.53,0.02,0.15,0.0,1489.0,0.0,155313.12,,,,0.15,100.0,66.18,0.0,0.0,0.0,100.0,0.0,0.6618,104.307
2025-01-15,1489.0,157808.69,0.52,0.02,0.16,0.0,1489.0,0.0,157808.69,,,,0.16,100.0,66.18,0.0,0.0,0.0,100.0,0.0,0.6618,105.983
2025-01-16,1489.0,158894.17,0.51,0.02,0.16,0.0,1489.0,0.0,158894.17,,,,0.16,100.0,66.18,0.0,0.0,0.0,100.0,0.0,0.6618,106.712
2025-01-17,1489.0,160515.69,0.5,0.02,0.16,0.0,1489.0,0.0,160515.69,,,,0.16,100.0,66.18,0.0,0.0,0.0,100.0,0.0,0.6618,107.801
2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1489.0,,0.0,0.0,0.0,2250.0,242626.5,0.25,0.0,0.0,0.0,107.834
2025-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,243810.0,0.24,0.0,0.0,0.0,108.36
2025-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,245909.25,0.24,0.0,0.0,0.0,109.293
2025-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,245578.5,0.24,0.0,0.0,0.0,109.146
2025-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,246822.75,0.25,0.0,0.0,0.0,109.699
2025-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,242914.5,0.25,0.0,0.0,0.0,107.962
2025-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,243618.75,0.24,0.0,0.0,0.0,108.275
2025-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,243679.5,0.24,0.0,0.0,0.0,108.302
2025-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,243969.75,0.24,0.0,0.0,0.0,108.431
2025-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,246168.0,0.24,0.0,0.0,0.0,109.408
2025-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,241884.0,0.24,0.0,0.0,0.0,107.504
2025-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,242534.25,0.24,0.0,0.0,0.0,107.793
2025-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,242104.5,0.24,0.0,0.0,0.0,107.602
2025-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,243429.75,0.24,0.0,0.0,0.0,108.191
2025-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,241663.5,0.24,0.0,0.0,0.0,107.406
2025-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,241580.25,0.24,0.0,0.0,0.0,107.369
2025-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,241038.0,0.24,0.0,0.0,0.0,107.128
2025-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,239001.75,0.24,0.0,0.0,0.0,106.223
2025-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,241717.5,0.24,0.0,0.0,0.0,107.43
2025-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,242388.0,0.25,0.0,0.0,0.0,107.728
2025-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,242516.25,0.24,0.0,0.0,0.0,107.785
2025-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,242948.25,0.24,0.0,0.0,0.0,107.977
2025-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,243562.5,0.24,0.0,0.0,0.0,108.25
2025-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,242655.75,0.25,0.0,0.0,0.0,107.847
2025-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,242257.5,0.24,0.0,0.0,0.0,107.67
2025-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,239847.75,0.24,0.0,0.0,0.0,106.599
2025-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,236763.0,0.25,0.0,0.0,0.0,105.228
2025-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,239301.0,0.24,0.0,0.0,0.0,106.356
2025-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,237314.25,0.24,0.0,0.0,0.0,105.473
2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,234942.75,0.24,0.0,0.0,0.0,104.419
2025-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,237350.25,0.24,0.0,0.0,0.0,105.489
2025-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,229306.5,0.25,0.0,0.0,0.0,101.914
2025-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,230035.5,0.25,0.0,0.0,0.0,102.238
2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,232125.75,0.25,0.0,0.0,0.0,103.167
2025-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,227295.0,0.25,0.0,0.0,0.0,101.02
2025-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,226712.25,0.25,0.0,0.0,0.0,100.761
2025-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,222194.25,0.25,0.0,0.0,0.0,98.753
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,223492.5,0.25,0.0,0.0,0.0,99.33
2025-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,220905.0,0.25,0.0,0.0,0.0,98.18
2025-03-14,2000.0,198758.0,0.36,0.03,0.23,0.0,2000.0,0.0,198758.0,,,2000.0,0.23,100.0,88.89,0.0,0.0,0.0,100.0,0.0,0.8889,99.379
2025-03-17,2000.0,200482.0,0.35,0.03,0.2,0.0,2000.0,0.0,200482.0,,,,0.2,100.0,88.89,0.0,0.0,0.0,100.0,0.0,0.8889,100.241
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2000.0,,0.0,0.0,0.0,2250.0,224451.0,0.23,0.0,0.0,0.0,99.756
2025-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,225987.75,0.22,0.0,0.0,0.0,100.439
2025-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,225819.0,0.22,0.0,0.0,0.0,100.364
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,225013.5,0.22,0.0,0.0,0.0,100.006
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,229644.0,0.22,0.0,0.0,0.0,102.064
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,229758.75,0.22,0.0,0.0,0.0,102.115
2025-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,228739.5,0.23,0.0,0.0,0.0,101.662
2025-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,228186.0,0.23,0.0,0.0,0.0,101.416
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,223569.0,0.23,0.0,0.0,0.0,99.364
2025-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,221636.25,0.22,0.0,0.0,0.0,98.505
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,225067.5,0.22,0.0,0.0,0.0,100.03
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,226066.5,0.22,0.0,0.0,0.0,100.474
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,218821.5,0.23,0.0,0.0,0.0,97.254
2025-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,208905.75,0.23,0.0,0.0,0.0,92.847
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,199590.75,0.22,0.0,0.0,0.0,88.707
2025-04-08,2250.0,206957.25,0.21,0.04,0.2,0.0,2250.0,0.0,206957.25,,,2250.0,0.2,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,91.981
2025-04-09,2250.0,199917.0,0.22,0.04,0.21,0.0,2250.0,0.0,199917.0,,,,0.21,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,88.852
2025-04-10,2250.0,210010.5,0.21,0.04,0.2,0.0,2250.0,0.0,210010.5,,,,0.2,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,93.338
2025-04-11,2250.0,209243.25,0.21,0.04,0.21,0.0,2250.0,0.0,209243.25,,,,0.21,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,92.997
2025-04-14,2250.0,215772.75,0.22,0.04,0.21,0.0,2250.0,0.0,215772.75,,,,0.21,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,95.899
2025-04-15,2250.0,216679.5,0.22,0.03,0.22,0.0,2250.0,0.0,216679.5,,,,0.22,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,96.302
2025-04-16,2250.0,215023.5,0.22,0.03,0.22,0.0,2250.0,0.0,215023.5,,,,0.22,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,95.566
2025-04-17,2250.0,212755.5,0.22,0.03,0.22,0.0,2250.0,0.0,212755.5,,,,0.22,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,94.558
2025-04-18,2250.0,212755.5,0.22,0.03,0.21,0.0,2250.0,0.0,212755.5,,,,0.21,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,
2025-04-21,2250.0,212755.5,0.22,0.03,0.21,0.0,2250.0,0.0,212755.5,,,,0.21,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,
2025-04-22,2250.0,211929.75,0.22,0.03,0.22,0.0,2250.0,0.0,211929.75,,,,0.22,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,94.191
2025-04-23,2250.0,216888.75,0.22,0.03,0.21,0.0,2250.0,0.0,216888.75,,,,0.21,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,96.395
2025-04-24,2250.0,218092.5,0.23,0.03,0.22,0.0,2250.0,0.0,218092.5,,,,0.22,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,96.93
2025-04-25,2250.0,219584.25,0.23,0.03,0.22,0.0,2250.0,0.0,219584.25,,,,0.22,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,97.593
2025-04-28,2250.0,219780.0,0.23,0.03,0.22,0.0,2250.0,0.0,219780.0,,,,0.22,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,97.68
2025-04-29,2250.0,221652.0,0.23,0.03,0.22,0.0,2250.0,0.0,221652.0,,,,0.22,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,98.512
2025-04-30,2250.0,220988.25,0.23,0.03,0.22,0.0,2250.0,0.0,220988.25,,,,0.22,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,98.217
2025-05-01,2250.0,220988.25,0.22,0.03,0.22,0.0,2250.0,0.0,220988.25,,,,0.22,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,
2025-05-02,2250.0,226338.75,0.22,0.03,0.22,0.0,2250.0,0.0,226338.75,,,,0.22,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.595
2025-05-05,2250.0,227443.5,0.21,0.03,0.23,0.0,2250.0,0.0,227443.5,,,,0.23,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,101.086
2025-05-06,2250.0,225792.0,0.21,0.03,0.23,0.0,2250.0,0.0,225792.0,,,,0.23,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.0,100.352
2025-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,2250.0,,0.0,0.0,0.0,2250.0,224831.25,0.23,0.0,0.0,0.0,99.925
2025-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,227754.0,0.22,0.0,0.0,0.0,101.224
2025-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,227142.0,0.22,0.0,0.0,0.0,100.952
2025-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,232449.75,0.22,0.0,0.0,0.0,103.311
2025-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,235437.75,0.22,0.0,0.0,0.0,104.639
2025-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,235518.75,0.22,0.0,0.0,0.0,104.675
2025-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,236288.25,0.22,0.0,0.0,0.0,105.017
2025-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,238160.25,0.22,0.0,0.0,0.0,105.849
2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,238740.75,0.22,0.0,0.0,0.0,106.107
2025-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,239357.25,0.22,0.0,0.0,0.0,106.381
2025-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,238108.5,0.22,0.0,0.0,0.0,105.826
2025-05-22,2200.0,229561.2,0.26,0.03,0.23,0.0,2200.0,0.0,229561.2,,,2200.0,0.23,100.0,97.78,0.0,0.0,0.0,100.0,0.0,0.9778,104.346
2025-05-23,2200.0,227653.8,0.33,0.03,0.23,0.0,2200.0,0.0,227653.8,,,,0.23,100.0,97.78,0.0,0.0,0.0,100.0,0.0,0.9778,103.479
2025-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,2200.0,,0.0,0.0,0.0,2250.0,235419.75,0.23,0.0,0.0,0.0,104.631
2025-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,237224.25,0.23,0.0,0.0,0.0,105.433
