,CBDG FP Equity_DX_SI_QTY,CBDG FP Equity_DX_SHORT_INTEREST_VALUE,CBDG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CBDG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CBDG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CBDG FP Equity_DX_SI_MV,CBDG FP Equity_DX_DSS,CBDG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CBDG FP Equity_DX_SUPPLY_SI_QTY,CBDG FP Equity_DX_BROKER_SI_QTY,CBDG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CBDG FP Equity_DX_SUPPLY_SI_QTY_INC_x,CBDG FP Equity_DX_BROKER_SI_MV_INC_x,CBDG FP Equity_DX_BROKER_SI_QTY_ADD,CBDG FP Equity_DX_SUPPLY_SI_MV_DEC,CBDG FP Equity_DX_BROKER_SI_QTY_INC,CBDG FP Equity_DX_SUPPLY_SI_QTY_DEC,CBDG FP Equity_DX_BROKER_SI_MV_INC_y,CBDG FP Equity_DX_SUPPLY_SI_QTY_INC_y,CBDG FP Equity_DX_BROKER_SI_MV_ADD,CBDG FP Equity_DX_SUPPLY_SI_QTY_ADD,CBDG FP Equity_DX_BROKER_SI_QTY_DEC,CBDG FP Equity_DX_SUPPLY_SI_MV,CBDG FP Equity_DX_BROKER_SI_MV_DEC,CBDG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CBDG FP Equity_DX_UTILIZATION_QUANTITY,CBDG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CBDG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CBDG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CBDG FP Equity_DX_ACTIVE_UTILIZATION_MV,CBDG FP Equity_DX_BROKER_SI_CON_RATIO,CBDG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CBDG FP Equity_DX_DEMAND_SUPPLY_RATIO,CBDG FP Equity_PX_LAST
2004-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101.0
2004-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.0
2004-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.0
2004-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168.5
2004-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.0
2004-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246.0
2004-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227.5
2004-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224.5
2004-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.0
2004-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175.0
2004-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.0
2004-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156.0
2004-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.0
2004-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.5
2004-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211.0
2004-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278.5
2004-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.5
2004-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.5
2004-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.0
2004-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.0
2004-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.0
2004-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.0
2004-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.0
2004-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.0
2004-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.0
2004-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.0
2004-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.0
2004-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.0
2004-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.0
2004-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.0
2004-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.5
2004-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358.0
2004-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2004-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2005-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2005-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.0
2005-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.0
2005-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.0
2005-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358.0
2005-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285.0
2005-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.5
2005-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.0
2005-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.0
2005-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510.0
2005-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520.5
2005-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.0
2005-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421.0
2005-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.0
2005-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322.0
2005-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339.0
2005-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341.0
2005-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311.0
2005-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.0
2005-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.5
2005-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271.5
2005-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.5
2005-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.0
2005-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.0
2005-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2005-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260.0
2005-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0
2005-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.0
2005-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305.0
2005-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259.0
2005-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1265.0
2005-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306.0
2005-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346.5
2005-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349.0
2005-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1347.0
2005-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351.0
2005-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370.0
2005-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1423.0
2005-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1423.0
2005-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461.0
2005-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459.5
2005-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0
2005-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0
2005-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0
2005-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0
2005-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460.0
2005-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444.0
2005-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1468.0
2005-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480.0
2005-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.5
2005-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0
2005-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660.0
2005-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748.0
2005-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0
2005-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0
2005-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401.0
2005-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418.5
2005-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498.0
2005-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579.5
2005-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581.0
2005-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531.0
2005-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592.0
2005-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0
2005-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699.5
2005-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0
2005-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0
2005-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0
2005-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780.0
2005-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461.5
2005-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528.5
2005-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528.5
2005-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540.0
2005-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551.0
2005-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527.0
2005-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535.5
2005-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572.5
2005-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510.0
2006-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.0
2006-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573.0
2006-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599.5
2006-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649.5
2006-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648.0
2006-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.0
2006-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.0
2006-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.0
2006-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699.0
2006-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710.5
2006-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726.0
2006-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769.0
2006-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1765.0
2006-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769.0
2006-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1751.0
2006-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780.0
2006-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789.0
2006-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789.0
2006-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880.0
2006-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807.0
2006-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807.5
2006-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1803.0
2006-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.0
2006-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0
2006-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2044.0
2006-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2046.5
2006-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0
2006-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910.0
2006-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960.0
2006-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0
2006-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.5
2006-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140.0
2006-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.0
2006-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.0
2006-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2359.0
2006-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2132.0
2006-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256.0
2006-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201.0
2006-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0
2006-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195.0
2006-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2175.0
2006-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2384.0
2006-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347.5
2006-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2130.0
2006-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133.5
2006-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2145.0
2006-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0
2006-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.0
2006-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2175.0
2006-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2199.0
2006-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2199.0
2006-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0
2006-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.5
2006-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.0
2006-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2230.5
2006-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2698.0
2006-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.0
2006-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2698.0
2006-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2698.0
2006-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2570.0
2006-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2621.0
2006-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2749.0
2006-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2748.0
2006-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650.0
2006-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650.0
2006-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.0
2006-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2745.0
2006-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2739.5
2006-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2695.0
2006-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2649.5
2006-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650.0
2006-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2605.0
2006-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2749.0
2006-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2999.0
2006-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2930.0
2006-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2949.5
2006-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2947.5
2006-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899.5
2006-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900.0
2006-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0
2006-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300.0
2006-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350.5
2006-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3450.0
2006-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.0
2006-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3560.5
2006-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3819.0
2006-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3829.0
2006-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3845.0
2006-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600.5
2006-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3985.0
2006-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015.0
2006-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4694.0
2006-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589.5
2006-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589.5
2006-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4679.0
2006-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4299.5
2006-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4043.5
2006-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3661.0
2006-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3685.0
2006-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3701.0
2006-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3530.0
2006-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3530.0
2006-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3839.0
2006-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3540.0
2006-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3450.0
2007-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3749.0
2007-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750.0
2007-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3979.0
2007-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3999.0
2007-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3999.0
2007-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900.0
2007-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3760.0
2007-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3555.0
2007-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700.0
2007-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3980.0
2007-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3710.0
2007-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3751.0
2007-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3605.0
2007-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3552.0
2007-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3829.0
2007-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3829.0
2007-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3799.99
2007-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3779.0
2007-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3830.0
2007-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800.0
2007-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800.0
2007-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800.0
2007-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3798.0
2007-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3801.0
2007-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3815.0
2007-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3855.0
2007-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3676.0
2007-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3681.0
2007-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3701.0
2007-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3701.0
2007-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750.01
2007-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750.0
2007-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750.0
2007-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3769.0
2007-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3769.0
2007-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3769.0
2007-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3929.01
2007-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3931.0
2007-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3926.0
2007-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3926.0
2007-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3926.0
2007-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100.0
2007-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4150.3
2007-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4030.0
2007-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4010.0
2007-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.0
2007-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4050.0
2007-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4050.0
2007-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3671.0
2007-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3671.0
2007-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3587.99
