,LHYFE FP Equity_DX_SI_QTY,LHYFE FP Equity_DX_SHORT_INTEREST_VALUE,LHYFE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LHYFE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LHYFE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LHYFE FP Equity_DX_SI_MV,LHYFE FP Equity_DX_DSS,LHYFE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LHYFE FP Equity_DX_SUPPLY_SI_QTY,LHYFE FP Equity_DX_BROKER_SI_QTY,LHYFE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LHYFE FP Equity_DX_BROKER_SI_MV_NEW_x,LHYFE FP Equity_DX_SUPPLY_SI_QTY_INC_x,LHYFE FP Equity_DX_BROKER_SI_MV_INC_x,LHYFE FP Equity_DX_BROKER_SI_QTY_ADD,LHYFE FP Equity_DX_BROKER_SI_QTY_NEW,LHYFE FP Equity_DX_SUPPLY_SI_MV_DEC,LHYFE FP Equity_DX_BROKER_SI_QTY_INC,LHYFE FP Equity_DX_SUPPLY_SI_QTY_DEC,LHYFE FP Equity_DX_BROKER_SI_MV_NEW_y,LHYFE FP Equity_DX_BROKER_SI_MV_INC_y,LHYFE FP Equity_DX_SUPPLY_SI_QTY_INC_y,LHYFE FP Equity_DX_BROKER_SI_MV_ADD,LHYFE FP Equity_DX_SUPPLY_SI_QTY_ADD,LHYFE FP Equity_DX_BROKER_SI_QTY_DEC,LHYFE FP Equity_DX_SUPPLY_SI_MV,LHYFE FP Equity_DX_BROKER_SI_MV_DEC,LHYFE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LHYFE FP Equity_DX_UTILIZATION_QUANTITY,LHYFE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LHYFE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LHYFE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LHYFE FP Equity_DX_ACTIVE_UTILIZATION_MV,LHYFE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LHYFE FP Equity_DX_BROKER_SI_CON_RATIO,LHYFE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LHYFE FP Equity_DX_DEMAND_SUPPLY_RATIO,LHYFE FP Equity_PX_LAST
2023-02-14,51312.0,420604.46,0.25,4.08,0.11,0.42,0.0,329052.17,41243.0,40143.0,338068.87,,,,,,,,,,,,,,,0.34,,100.0,23.01,0.0,0.0,0.0,100.0,19.14,0.4059,59.24,0.2862,8.197
2023-02-15,51312.0,421630.7,0.25,4.16,0.11,0.42,0.0,329855.03,41243.0,40143.0,338893.73,,,,,,,,,,,,,,,0.34,,100.0,23.1,0.0,0.0,0.0,100.0,19.06,0.4071,59.38,0.2874,8.217
2023-02-16,51312.0,424606.8,0.25,4.19,0.11,0.43,0.0,332183.33,41243.0,40143.0,341285.83,,,,,,,,,,,,,,,0.34,,100.0,23.64,0.0,0.0,0.0,100.0,19.02,0.4083,59.5,0.2941,8.275
2023-02-17,51312.0,420245.28,0.25,4.1,0.11,0.42,0.0,328771.17,41243.0,40143.0,337780.17,,,,,,,,,,,,,,,0.34,,100.0,23.64,0.0,0.0,0.0,100.0,19.14,0.4055,59.2,0.2941,8.19
2023-02-20,51312.0,420758.4,0.25,4.12,0.11,0.42,0.0,329172.6,41243.0,40143.0,338192.6,,,,,,,,,,,,,,,0.34,,100.0,24.17,0.0,0.0,0.0,100.0,19.06,0.4065,59.3,0.3007,8.2
2023-02-21,50116.0,410450.04,0.24,4.12,0.1,0.41,0.0,318975.93,41743.0,38947.0,341875.17,,500.0,0.0,,,,500.0,,,0.0,500.0,,,1696.0,0.34,0.01,100.0,24.62,0.0,0.0,0.0,100.0,19.56,0.387,57.34,0.2956,8.19
2023-02-22,50116.0,408946.56,0.24,4.44,0.1,0.41,0.0,317807.52,40047.0,38947.0,326783.52,,,,,,0.01,,1696.0,,,,,,,0.33,,100.0,23.71,0.0,0.0,0.0,100.0,19.59,0.3864,57.28,0.2967,8.16
2023-02-23,50116.0,404887.16,0.24,4.55,0.1,0.41,0.0,314652.81,40047.0,38947.0,323539.71,,,,,,,,,,,,,,,0.32,,100.0,23.71,0.0,0.0,0.0,100.0,19.65,0.385,57.12,0.2967,8.079
2023-02-24,50116.0,395866.28,0.24,4.47,0.1,0.4,0.0,307642.35,40047.0,38947.0,316331.25,,,,,,,,,,,,,,,0.32,,100.0,23.71,0.0,0.0,0.0,100.0,19.79,0.382,56.79,0.2967,7.899
2023-02-27,60116.0,477922.2,0.29,5.31,0.13,0.48,0.0,349378.65,45047.0,43947.0,358123.65,,5000.0,0.04,,,,5000.0,,,0.04,5000.0,,,,0.36,,33.79,26.67,88265.0,701706.75,0.7,33.87,24.47,0.3164,47.98,0.3559,7.95
2023-02-28,58016.0,459544.74,0.28,5.21,0.12,0.46,0.0,331470.09,42947.0,41847.0,340183.19,,,,,,0.02,,2100.0,,,,,,2100.0,0.34,0.02,32.73,25.75,88265.0,699147.07,0.7,32.69,25.48,0.3306,49.46,0.3478,7.921
2023-03-01,58016.0,464128.0,0.28,5.39,0.12,0.47,0.0,334776.0,42947.0,41847.0,343576.0,,,,,,,,,,,,,,,0.34,,32.73,25.75,88265.0,706120.0,0.7,32.85,25.31,0.3327,49.79,0.3478,8.0
2023-03-02,58016.0,458326.4,0.28,5.46,0.12,0.46,0.0,330591.3,42947.0,41847.0,339281.3,,,,,,,,,,,,,,,0.34,,32.73,25.75,88265.0,697293.5,0.71,32.58,25.6,0.3293,49.25,0.3478,7.9
2023-03-03,58016.0,452640.83,0.28,5.44,0.12,0.46,0.0,326490.29,42947.0,41847.0,335072.49,,,,,,,,,,,,,,,0.34,,32.73,25.75,88265.0,688643.53,0.7,32.57,25.59,0.329,49.23,0.3478,7.802
2023-03-06,58016.0,455425.6,0.28,5.39,0.12,0.46,0.0,328498.95,42947.0,41847.0,337133.95,,,,,,,,,,,,,,,0.34,,32.73,25.75,88265.0,692880.25,0.69,32.8,25.34,0.3318,49.67,0.3478,7.85
2023-03-07,58016.0,453569.09,0.28,5.68,0.12,0.46,0.0,327159.85,42947.0,41847.0,335759.65,,,,,,,,,,,,,,,0.34,,32.73,25.75,88265.0,690055.77,0.69,32.69,25.48,0.3303,49.43,0.3478,7.818
2023-03-08,58016.0,455425.6,0.28,5.76,0.12,0.46,0.0,328498.95,42947.0,41847.0,337133.95,,,,,,,,,,,,,,,0.34,,32.73,25.75,88265.0,692880.25,0.69,32.79,25.37,0.3315,49.62,0.3478,7.85
2023-03-09,58016.0,464069.98,0.28,5.79,0.12,0.46,0.0,334734.15,42947.0,41847.0,343533.05,,,,,,,,,,,,,,,0.34,,32.73,25.75,88265.0,706031.74,0.69,32.97,25.19,0.334,50.0,0.3478,7.999
2023-03-10,58016.0,436454.37,0.28,5.89,0.12,0.45,0.0,314814.98,42947.0,41847.0,323090.28,,,,,,,,,,,,,,,0.33,,34.02,26.54,83303.0,626688.47,0.67,33.22,26.21,0.3217,48.04,0.3585,7.523
2023-03-13,241061.0,1759745.3,1.17,22.83,0.5,1.85,0.0,1093255.3,118278.0,149761.0,863429.4,,75331.0,,110200.0,,,,,,,75331.0,0.86,,2286.0,0.88,0.02,100.0,75.58,0.0,0.0,0.0,100.0,34.55,0.2811,36.67,1.5404,7.3
2023-03-14,237345.0,1737365.4,1.15,21.28,0.5,1.77,0.0,1069049.4,115992.0,146045.0,849061.44,,,,,,0.02,,2286.0,,,,,,3716.0,0.87,0.03,100.0,74.12,0.0,0.0,0.0,100.0,33.99,0.2861,38.09,1.5166,7.32
2023-03-15,171814.0,1254242.2,0.83,15.0,0.36,1.26,0.0,590168.5,111945.0,80845.0,817198.5,,,,,,0.05,,4047.0,,,,,,65200.0,0.82,0.49,100.0,73.01,0.0,0.0,0.0,100.0,29.0,0.3689,52.13,1.1205,7.3
2023-03-16,144414.0,1029671.82,0.7,12.67,0.3,1.06,0.0,585693.85,83245.0,82145.0,593536.85,,1300.0,0.01,,,0.22,1300.0,30000.0,,0.01,1300.0,,,,0.6,,100.0,55.76,0.0,0.0,0.0,100.0,34.58,0.3134,41.4,0.9674,7.13
2023-03-17,144614.0,1042666.94,0.7,12.46,0.3,1.04,0.0,592986.45,83345.0,82245.0,600917.45,,100.0,0.0,,,,100.0,,,0.0,100.0,,,,0.6,,100.0,56.06,0.0,0.0,0.0,100.0,34.36,0.3112,41.14,0.9727,7.21
2023-03-20,44614.0,322113.08,0.22,3.94,0.09,0.33,0.0,232808.9,33345.0,32245.0,240750.9,,,,,,0.36,,50000.0,,,,,,50000.0,0.24,0.36,100.0,22.43,0.0,0.0,0.0,100.0,21.78,0.2893,45.45,0.3001,7.22
2023-03-21,54614.0,431450.6,0.26,4.8,0.11,0.41,0.0,333735.5,43345.0,42245.0,342425.5,,10000.0,0.07,,,,10000.0,,,0.07,10000.0,,,,0.33,,100.0,31.41,0.0,0.0,0.0,100.0,26.29,0.2673,39.2,0.3958,7.9
2023-03-22,44614.0,338218.73,0.22,3.79,0.09,0.35,0.0,282354.34,38345.0,37245.0,290693.45,,,,,,0.03,,5000.0,,,,,,5000.0,0.29,0.03,100.0,27.92,0.0,0.0,0.0,100.0,22.59,0.2867,44.7,0.3248,7.581
2023-03-23,44614.0,347989.2,0.22,3.52,0.09,0.35,0.0,290511.0,38345.0,37245.0,299091.0,,,,,,,,,,,,,,,0.3,,100.0,27.79,0.0,0.0,0.0,100.0,21.88,0.2953,46.21,0.3233,7.8
2023-03-24,38014.0,288906.4,0.18,2.83,0.08,0.3,0.0,232902.0,31745.0,30645.0,241262.0,,,,,,0.06,,6600.0,,,,,,6600.0,0.24,0.05,100.0,23.0,0.0,0.0,0.0,100.0,16.8,0.3359,52.83,0.2755,7.6
2023-03-27,39214.0,288222.9,0.19,2.88,0.08,0.3,0.0,225240.75,32945.0,30645.0,242145.75,,1200.0,,,,,,,,,1200.0,,,,0.24,,100.0,23.87,0.0,0.0,0.0,100.0,16.32,0.322,50.96,0.2842,7.35
2023-03-28,52447.0,388107.8,0.25,3.79,0.11,0.39,0.0,324697.2,46178.0,43878.0,341717.2,,13233.0,0.1,,,,13233.0,,,0.1,13233.0,,,,0.34,,100.0,33.46,0.0,0.0,0.0,100.0,31.27,0.279,38.91,0.3801,7.4
2023-03-29,41117.0,305129.26,0.2,2.86,0.09,0.31,0.0,241538.71,40578.0,32548.0,301129.34,,,,,,0.04,,5600.0,,,,,,11330.0,0.3,0.08,100.0,29.4,0.0,0.0,0.0,100.0,26.42,0.2449,35.62,0.298,7.421
2023-03-30,34217.0,250673.74,0.17,2.37,0.07,0.26,0.0,198153.65,29348.0,27048.0,215003.45,,,,,,0.09,,11230.0,,,,,,5500.0,0.22,0.04,100.0,21.49,0.0,0.0,0.0,100.0,18.43,0.2422,38.29,0.2505,7.326
2023-03-31,31608.0,232950.96,0.15,2.21,0.07,0.24,0.0,180115.43,26739.0,24439.0,197066.43,,,,,,0.02,,2609.0,,,,,,2609.0,0.2,0.02,100.0,19.58,0.0,0.0,0.0,100.0,19.77,0.2237,33.72,0.2314,7.37
2023-04-03,31608.0,230422.32,0.15,2.19,0.07,0.24,0.0,178160.31,26739.0,24439.0,194927.31,,,,,,,,,,,,,,,0.2,,100.0,19.58,0.0,0.0,0.0,100.0,19.88,0.2226,33.35,0.2314,7.29
2023-04-04,36608.0,260648.96,0.18,2.47,0.08,0.27,0.0,209605.68,26739.0,29439.0,190381.68,,,,5000.0,,,,,,,,0.04,,,0.19,,100.0,19.58,0.0,0.0,0.0,100.0,17.25,0.1838,28.58,0.268,7.12
2023-04-05,193708.0,1326899.8,0.94,13.13,0.4,1.38,0.0,886657.15,83839.0,129439.0,574297.15,,57100.0,0.36,50000.0,,,50000.0,,,0.36,57100.0,0.36,,,0.59,,100.0,60.45,0.0,0.0,0.0,100.0,28.85,0.2507,30.78,1.3966,6.85
2023-04-06,193708.0,1295906.52,0.94,12.49,0.4,1.34,0.0,865946.91,83839.0,129439.0,560882.91,,,,,,,,,,,,,,,0.57,,100.0,60.45,0.0,0.0,0.0,100.0,28.64,0.2499,30.65,1.3966,6.69
2023-04-07,193708.0,1295906.52,0.94,12.43,0.4,1.32,0.0,865946.91,83839.0,129439.0,560882.91,,,,,,,,,,,,,,,0.57,,100.0,60.45,0.0,0.0,0.0,100.0,28.37,0.249,30.42,1.3966,
2023-04-10,193708.0,1295906.52,0.94,12.43,0.4,1.32,0.0,865946.91,83839.0,129439.0,560882.91,,,,,,,,,,,,,,,0.56,,100.0,60.45,0.0,0.0,0.0,100.0,28.49,0.2498,30.42,1.3966,
2023-04-11,197608.0,1329901.84,0.96,12.68,0.41,1.35,0.0,871124.47,87739.0,129439.0,590483.47,,5000.0,,,,0.01,,1100.0,,,5000.0,,,,0.59,,100.0,63.77,0.0,0.0,0.0,100.0,27.85,0.2412,29.8,1.4361,6.73
2023-04-12,197608.0,1329901.84,0.96,12.87,0.41,1.35,0.0,871124.47,87739.0,129439.0,590483.47,,,,,,,,,,,,,,,0.59,,100.0,63.77,0.0,0.0,0.0,100.0,27.9,0.2414,29.86,1.4361,6.73
2023-04-13,195475.0,1356596.5,0.95,12.64,0.41,1.35,0.0,883503.64,85606.0,127306.0,594105.64,,,,,,0.01,,2133.0,,,,,,2133.0,0.58,0.01,100.0,62.22,0.0,0.0,0.0,100.0,27.9,0.2455,29.88,1.4206,6.94
2023-04-14,160475.0,1105672.75,0.78,9.83,0.34,1.13,0.0,635988.34,85606.0,92306.0,589825.34,,,,,,,,,,,,,,35000.0,0.59,0.23,100.0,61.45,0.0,0.0,0.0,100.0,31.94,0.2518,34.36,1.1519,6.89
2023-04-17,158375.0,1107041.25,0.77,9.64,0.33,1.12,0.0,645218.94,83506.0,92306.0,583706.94,,,,,,0.01,,2100.0,,,,,,,0.58,,100.0,60.85,0.0,0.0,0.0,100.0,32.73,0.2574,34.46,1.154,6.99
2023-04-18,33375.0,233291.25,0.16,2.03,0.07,0.24,0.0,155918.94,28506.0,22306.0,199256.94,,,,,,0.38,,55000.0,,,,,,70000.0,0.2,0.5,100.0,21.03,0.0,0.0,0.0,100.0,18.72,0.2039,31.74,0.2463,6.99
2023-04-19,33375.0,233958.75,0.16,2.06,0.07,0.24,0.0,156365.06,28506.0,22306.0,199827.06,,,,,,,,,,,,,,,0.2,,100.0,21.03,0.0,0.0,0.0,100.0,18.69,0.2041,31.79,0.2463,7.01
2023-04-20,33375.0,233625.0,0.16,2.07,0.07,0.24,0.0,156142.0,28506.0,22306.0,199542.0,,,,,,,,,,,,,,,0.2,,100.0,21.03,0.0,0.0,0.0,100.0,18.73,0.2039,31.72,0.2463,7.0
2023-04-21,33375.0,233625.0,0.16,2.06,0.07,0.24,0.0,156142.0,28506.0,22306.0,199542.0,,,,,,,,,,,,,,,0.2,,100.0,21.03,0.0,0.0,0.0,100.0,18.72,0.204,31.74,0.2463,7.0
2023-04-24,30884.0,216188.0,0.15,1.91,0.06,0.22,0.0,147105.0,27306.0,21015.0,191142.0,,,,,,0.01,,1200.0,,,,,,1291.0,0.19,0.01,100.0,20.15,0.0,0.0,0.0,100.0,20.19,0.1979,30.16,0.2279,7.0
2023-04-25,30884.0,216188.0,0.15,1.91,0.06,0.22,0.0,147105.0,26015.0,21015.0,182105.0,,,,,,0.01,,1291.0,,,,,,,0.18,,100.0,19.17,0.0,0.0,0.0,100.0,20.19,0.1979,30.16,0.2275,7.0
2023-04-26,30884.0,215879.16,0.15,2.0,0.06,0.22,0.0,146894.85,26015.0,21015.0,181844.85,,,,,,,,,,,,,,,0.18,,100.0,19.17,0.0,0.0,0.0,100.0,20.21,0.1979,30.14,0.2275,6.99
2023-04-27,30884.0,215879.16,0.15,2.12,0.06,0.22,0.0,146894.85,26015.0,21015.0,181844.85,,,,,,,,,,,,,,,0.18,,100.0,19.17,0.0,0.0,0.0,100.0,20.19,0.1979,30.16,0.2275,6.99
2023-04-28,30884.0,213099.6,0.15,2.16,0.06,0.22,0.0,145003.5,26015.0,21015.0,179503.5,,,,,,,,,,,,,,,0.18,,100.0,19.17,0.0,0.0,0.0,100.0,20.31,0.1973,29.95,0.2275,6.9
2023-05-01,30884.0,213099.6,0.15,2.18,0.06,0.22,0.0,145003.5,26015.0,21015.0,179503.5,,,,,,,,,,,,,,,0.18,,100.0,19.17,0.0,0.0,0.0,100.0,20.14,0.1975,30.08,0.2275,
2023-05-02,35084.0,244184.64,0.17,2.48,0.07,0.25,0.0,175496.4,30215.0,25215.0,210296.4,,,0.03,,,,4200.0,,,0.03,,,4200.0,,0.21,,100.0,21.59,0.0,0.0,0.0,100.0,21.13,0.1902,26.73,0.2507,6.96
2023-05-03,42287.0,291780.3,0.21,3.14,0.09,0.3,0.0,253167.9,39656.0,36691.0,273626.4,,9441.0,0.1,,,,13714.0,,,0.1,9441.0,,,2238.0,0.27,0.02,100.0,28.34,0.0,0.0,0.0,100.0,16.84,0.3129,49.61,0.3022,6.9
2023-05-04,33387.0,230370.3,0.16,2.46,0.07,0.24,0.0,191757.9,28518.0,27791.0,196774.2,,,,,,0.08,,11138.0,,,,,,8900.0,0.2,0.06,100.0,20.41,0.0,0.0,0.0,100.0,21.37,0.2387,36.35,0.2389,6.9
2023-05-05,38387.0,268325.13,0.19,2.86,0.08,0.27,0.0,229209.09,33518.0,32791.0,234290.82,,5000.0,0.03,,,,5000.0,,,0.03,5000.0,,,,0.23,,100.0,23.99,0.0,0.0,0.0,100.0,18.83,0.2783,44.36,0.2747,6.99
2023-05-08,38387.0,268709.0,0.19,2.97,0.08,0.27,0.0,229537.0,33518.0,32791.0,234626.0,,,,,,,,,,,,,,,0.23,,100.0,23.99,0.0,0.0,0.0,100.0,18.67,0.2792,44.5,0.2747,7.0
2023-05-09,35887.0,251209.0,0.17,2.93,0.07,0.26,0.0,212037.0,31018.0,30291.0,217126.0,,,,,,0.02,,2500.0,,,,,,2500.0,0.22,0.02,100.0,22.2,0.0,0.0,0.0,100.0,19.93,0.2585,40.73,0.2568,7.0
2023-05-10,35887.0,251209.0,0.17,3.11,0.07,0.26,0.0,212037.0,31018.0,30291.0,217126.0,,,,,,,,,,,,,,,0.22,,100.0,22.2,0.0,0.0,0.0,100.0,19.93,0.2585,40.73,0.2568,7.0
2023-05-11,46600.0,325734.0,0.23,4.19,0.1,0.33,0.0,281214.69,41731.0,40231.0,291699.69,,10713.0,0.07,,,,9940.0,,,0.07,10713.0,,,,0.29,,100.0,29.55,0.0,0.0,0.0,100.0,15.4,0.332,52.52,0.33,6.99
2023-05-12,38100.0,268224.0,0.18,3.5,0.08,0.27,0.0,223386.24,33231.0,31731.0,233946.24,,,,,,0.06,,8500.0,,,,,,8500.0,0.23,0.06,100.0,23.53,0.0,0.0,0.0,100.0,18.9,0.2606,42.06,0.2698,7.04
2023-05-15,34560.0,240537.6,0.17,3.33,0.07,0.25,0.0,196209.36,29691.0,28191.0,206649.36,,,,,,0.03,,3540.0,,,,,,3540.0,0.21,0.02,100.0,21.02,0.0,0.0,0.0,100.0,20.5,0.2332,36.41,0.2447,6.96
2023-05-16,34560.0,241920.0,0.17,3.34,0.07,0.25,0.0,197337.0,29691.0,28191.0,207837.0,,,,,,,,,,,,,,,0.21,,100.0,21.02,0.0,0.0,0.0,100.0,20.76,0.2327,36.25,0.2447,7.0
2023-05-17,33960.0,239418.0,0.16,3.44,0.07,0.24,0.0,198746.55,29091.0,28191.0,205091.55,,,,,,0.0,,600.0,,,,,,,0.2,,100.0,20.69,0.0,0.0,0.0,100.0,21.15,0.2397,36.88,0.2415,7.05
2023-05-18,33960.0,237720.0,0.16,3.48,0.07,0.24,0.0,197337.0,29091.0,28191.0,203637.0,,,,,,,,,,,,,,,0.2,,100.0,20.69,0.0,0.0,0.0,100.0,20.93,0.2401,37.01,0.2415,7.0
2023-05-19,33960.0,238059.6,0.16,3.74,0.07,0.24,0.0,197618.91,29091.0,28191.0,203927.91,,,,,,,,,,,,,,,0.2,,100.0,20.44,0.0,0.0,0.0,100.0,21.06,0.2398,36.93,0.2386,7.01
2023-05-22,33960.0,237720.0,0.16,3.74,0.07,0.24,0.0,197337.0,29091.0,28191.0,203637.0,,,,,,,,,,,,,,,0.2,,100.0,20.44,0.0,0.0,0.0,100.0,21.0,0.2398,36.93,0.2386,7.0
2023-05-23,33960.0,238399.2,0.16,4.14,0.07,0.24,0.0,197900.82,29091.0,28191.0,204218.82,,,,,,,,,,,,,,,0.2,,100.0,20.44,0.0,0.0,0.0,100.0,21.14,0.2401,37.02,0.2386,7.02
2023-05-24,33960.0,232286.4,0.16,4.39,0.07,0.24,0.0,192826.44,29091.0,28191.0,198982.44,,,,,,,,,,,,,,,0.2,,100.0,20.44,0.0,0.0,0.0,100.0,20.53,0.2398,37.0,0.2386,6.84
2023-05-25,33960.0,232965.6,0.16,4.5,0.07,0.24,0.0,193390.26,29091.0,28191.0,199564.26,,,,,,,,,,,,,,,0.2,,100.0,20.44,0.0,0.0,0.0,100.0,21.05,0.2392,36.86,0.2386,6.86
2023-05-26,33960.0,237720.0,0.16,4.6,0.07,0.24,0.0,197337.0,29091.0,28191.0,203637.0,,,,,,,,,,,,,,,0.2,,100.0,20.44,0.0,0.0,0.0,100.0,21.26,0.2402,36.99,0.2386,7.0
2023-05-29,33060.0,231089.4,0.16,5.11,0.07,0.24,0.0,197055.09,28191.0,28191.0,197055.09,,,,,,0.01,,900.0,,,,,,,0.2,,100.0,19.93,0.0,0.0,0.0,100.0,21.7,0.2531,38.17,0.2337,6.99
2023-05-30,33060.0,229767.0,0.16,5.34,0.07,0.24,0.0,195927.45,28191.0,28191.0,195927.45,,,,,,,,,,,,,,,0.2,,100.0,19.93,0.0,0.0,0.0,100.0,21.5,0.2521,37.97,0.2337,6.95
2023-05-31,33060.0,231750.6,0.16,5.55,0.07,0.24,0.0,197618.91,28191.0,28191.0,197618.91,,,,,,,,,,,,,,,0.2,,100.0,19.93,0.0,0.0,0.0,100.0,21.73,0.2517,37.83,0.2337,7.01
2023-06-01,33060.0,231420.0,0.16,5.47,0.07,0.24,0.0,197337.0,28191.0,28191.0,197337.0,,,,,,,,,,,,,,,0.2,,100.0,19.93,0.0,0.0,0.0,100.0,21.57,0.2521,37.94,0.2337,7.0
2023-06-02,33760.0,236320.0,0.16,5.82,0.07,0.24,0.0,191037.0,29791.0,27291.0,208537.0,,1600.0,0.01,,,,1600.0,,,0.01,1600.0,,,2500.0,0.21,0.02,100.0,20.83,0.0,0.0,0.0,100.0,29.9,0.2412,30.44,0.236,7.0
2023-06-05,33760.0,236320.0,0.16,5.82,0.07,0.24,0.0,191037.0,27291.0,27291.0,191037.0,,,,,,0.02,,2500.0,,,,,,,0.19,,100.0,19.08,0.0,0.0,0.0,100.0,29.9,0.2412,30.44,0.236,7.0
2023-06-06,35760.0,250320.0,0.17,6.14,0.07,0.26,0.0,191037.0,29291.0,27291.0,205037.0,,2000.0,,,,,,,,,2000.0,,,,0.21,,100.0,20.48,0.0,0.0,0.0,100.0,28.27,0.2185,28.77,0.25,7.0
2023-06-07,35760.0,250320.0,0.17,6.18,0.07,0.26,0.0,191037.0,29291.0,27291.0,205037.0,,,,,,,,,,,,,,,0.21,,100.0,20.48,0.0,0.0,0.0,100.0,28.27,0.2185,28.77,0.25,7.0
2023-06-08,34483.0,241725.83,0.17,6.22,0.07,0.25,0.0,175348.14,30291.0,25014.0,212339.91,,1000.0,,,,,,,,,1000.0,,,2277.0,0.21,0.02,100.0,21.18,0.0,0.0,0.0,100.0,23.36,0.2042,29.27,0.2411,7.01
2023-06-09,42092.0,295485.84,0.2,7.51,0.09,0.3,0.0,132678.0,37900.0,18900.0,266058.0,,9886.0,,,,0.02,,2277.0,,,9886.0,,,6114.0,0.27,0.04,100.0,26.5,0.0,0.0,0.0,100.0,19.2,0.2727,44.4,0.2943,7.02
2023-06-12,33708.0,235956.0,0.16,5.98,0.07,0.24,0.0,84756.0,32108.0,12108.0,224756.0,,1000.0,,,,0.05,,6792.0,,,1000.0,,,6792.0,0.22,0.05,100.0,23.13,0.0,0.0,0.0,100.0,18.58,0.403,58.04,0.2428,7.0
2023-06-13,33816.0,234683.04,0.16,5.68,0.07,0.24,0.0,111095.52,32216.0,16008.0,223579.04,,3900.0,,3900.0,,0.03,,3792.0,,,3900.0,0.03,,,0.22,,100.0,22.57,0.0,0.0,0.0,100.0,18.57,0.2974,46.75,0.2369,6.94
2023-06-14,33583.0,235081.0,0.16,5.58,0.07,0.24,0.0,110425.0,32216.0,15775.0,225512.0,,,,,,,,,,,,,,233.0,0.23,0.0,100.0,22.6,0.0,0.0,0.0,100.0,18.5,0.3012,47.38,0.2356,7.0
2023-06-15,35216.0,246512.0,0.17,5.95,0.07,0.25,0.0,75131.0,31983.0,10733.0,223881.0,,,,,,0.0,,233.0,,,,,,5042.0,0.22,0.04,100.0,22.44,0.0,0.0,0.0,100.0,20.09,0.2913,45.41,0.2471,7.0
2023-06-16,28541.0,199787.0,0.14,4.79,0.06,0.2,0.0,75131.0,26941.0,10733.0,188587.0,,,,,,0.04,,5042.0,,,,,,,0.19,,100.0,18.89,0.0,0.0,0.0,100.0,18.59,0.3729,55.85,0.2001,7.0
2023-06-19,28541.0,199787.0,0.14,4.83,0.06,0.2,0.0,75131.0,26941.0,10733.0,188587.0,,,,,,,,,,,,,,,0.19,,100.0,18.89,0.0,0.0,0.0,100.0,18.59,0.3729,55.85,0.2001,7.0
2023-06-20,28541.0,199787.0,0.14,5.15,0.06,0.2,0.0,75131.0,26941.0,10733.0,188587.0,,,,,,,,,,,,,,,0.19,,100.0,18.89,0.0,0.0,0.0,100.0,18.59,0.373,55.85,0.2001,7.0
2023-06-21,27541.0,191409.95,0.13,5.11,0.06,0.2,0.0,74594.35,25941.0,10733.0,180289.95,,,,,,0.01,,1000.0,,,,,,,0.18,,100.0,18.19,0.0,0.0,0.0,100.0,19.27,0.3593,54.2,0.1931,6.95
2023-06-22,27541.0,192787.0,0.13,5.13,0.06,0.2,0.0,75131.0,25941.0,10733.0,181587.0,,,,,,,,,,,,,,,0.18,,100.0,18.19,0.0,0.0,0.0,100.0,19.24,0.3607,54.35,0.1931,7.0
2023-06-23,27541.0,192787.0,0.13,5.18,0.06,0.2,0.0,75131.0,25941.0,10733.0,181587.0,,,,,,,,,,,,,,,0.18,,100.0,18.31,0.0,0.0,0.0,100.0,19.26,0.3602,54.29,0.1944,7.0
2023-06-26,27741.0,194187.0,0.13,5.16,0.06,0.2,0.0,75831.0,26041.0,10833.0,182287.0,,100.0,0.0,,,,100.0,,,0.0,100.0,,,,0.18,,100.0,18.36,0.0,0.0,0.0,100.0,19.12,0.3556,53.89,0.1956,7.0
2023-06-27,27741.0,194187.0,0.13,5.22,0.06,0.2,0.0,75831.0,26041.0,10833.0,182287.0,,,,,,,,,,,,,,,0.18,,100.0,18.36,0.0,0.0,0.0,100.0,19.12,0.3556,53.89,0.1956,7.0
2023-06-28,27741.0,194187.0,0.13,4.91,0.06,0.2,0.0,75831.0,26041.0,10833.0,182287.0,,,,,,,,,,,,,,,0.18,,100.0,18.24,0.0,0.0,0.0,100.0,19.12,0.3556,53.89,0.1943,7.0
2023-06-29,27741.0,194187.0,0.13,4.81,0.06,0.2,0.0,75831.0,26041.0,10833.0,182287.0,,,,,,,,,,,,,,,0.18,,100.0,18.24,0.0,0.0,0.0,100.0,19.12,0.3556,53.89,0.1943,7.0
2023-06-30,56341.0,394387.0,0.27,9.25,0.12,0.4,0.0,175931.0,40341.0,25133.0,282387.0,,,0.1,,,,14300.0,,,0.1,,,14300.0,,0.28,,100.0,28.45,0.0,0.0,0.0,100.0,26.77,0.2258,27.44,0.3973,7.0
