,BALYO FP Equity_DX_SI_QTY,BALYO FP Equity_DX_SHORT_INTEREST_VALUE,BALYO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BALYO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BALYO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BALYO FP Equity_DX_SI_MV,BALYO FP Equity_DX_DSS,BALYO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BALYO FP Equity_DX_SUPPLY_SI_QTY,BALYO FP Equity_DX_BROKER_SI_QTY,BALYO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BALYO FP Equity_DX_BROKER_SI_MV_NEW_x,BALYO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BALYO FP Equity_DX_SUPPLY_SI_QTY_INC_x,BALYO FP Equity_DX_BROKER_SI_MV_INC_x,BALYO FP Equity_DX_SUPPLY_SI_MV_NEW,BALYO FP Equity_DX_BROKER_SI_QTY_ADD,BALYO FP Equity_DX_BROKER_SI_QTY_NEW,BALYO FP Equity_DX_SUPPLY_SI_MV_DEC,BALYO FP Equity_DX_BROKER_SI_QTY_INC,BALYO FP Equity_DX_SUPPLY_SI_QTY_DEC,BALYO FP Equity_DX_BROKER_SI_MV_NEW_y,BALYO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BALYO FP Equity_DX_BROKER_SI_MV_INC_y,BALYO FP Equity_DX_SUPPLY_SI_QTY_INC_y,BALYO FP Equity_DX_BROKER_SI_MV_ADD,BALYO FP Equity_DX_SUPPLY_SI_QTY_ADD,BALYO FP Equity_DX_BROKER_SI_QTY_DEC,BALYO FP Equity_DX_SUPPLY_SI_MV,BALYO FP Equity_DX_BROKER_SI_MV_DEC,BALYO FP Equity_DX_SUPPLY_SI_MV_RMV,BALYO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BALYO FP Equity_DX_UTILIZATION_QUANTITY,BALYO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BALYO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BALYO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BALYO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BALYO FP Equity_DX_ACTIVE_UTILIZATION_MV,BALYO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BALYO FP Equity_DX_BROKER_SI_CON_RATIO,BALYO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BALYO FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-11-30,426621.0,1390784.46,7.8,9.77,1.51,1.36,1.0,800160.48,181173.0,245448.0,590623.98,,,,,,,,,,,,,,,,,,0.57,,,19.16,15.68,764355.0,2491797.3,,2.42,19.17,23.55,0.2707,41.69,0.3693
2018-12-03,426621.0,1433446.56,7.8,9.45,1.51,1.41,1.0,824705.28,181173.0,245448.0,608741.28,,,,,,,,,,,,,,,,,,0.59,,,100.0,15.68,0.0,0.0,,0.0,100.0,24.07,0.2707,41.47,0.3693
2018-12-04,429869.0,1427165.08,7.86,8.93,1.52,1.44,1.0,825670.72,181173.0,248696.0,601494.36,,,,0.01,,,,,3248.0,,,,0.01,,,,,0.61,,,100.0,15.39,0.0,0.0,,0.0,100.0,23.54,0.2694,41.79,0.3653
2018-12-05,429869.0,1345489.97,7.86,8.56,1.52,1.42,1.0,778418.48,181173.0,248696.0,567071.49,,,,,,,,,,,,,,,,,,0.6,,,100.0,15.22,0.0,0.0,,0.0,100.0,23.95,0.2704,41.96,0.361
2018-12-06,429869.0,1250918.79,7.86,8.59,1.52,1.31,1.0,723705.36,181173.0,248696.0,527213.43,,,,,,,,,,,,,,,,,,0.57,,,100.0,14.79,0.0,0.0,,0.0,100.0,22.46,0.2723,42.9,0.351
2018-12-07,429869.0,1246620.1,7.86,8.33,1.52,1.25,1.0,721218.4,181173.0,248696.0,525401.7,,,,,,,,,,,,,,,,,,0.53,,,100.0,14.43,0.0,0.0,,0.0,100.0,23.39,0.2684,41.69,0.3424
2018-12-10,429869.0,1186438.44,7.86,8.24,1.52,1.22,1.0,686400.96,181173.0,248696.0,500037.48,,,,,,,,,,,,,,,,,,0.53,,,100.0,14.43,0.0,0.0,,0.0,100.0,22.77,0.2709,42.49,0.3424
2018-12-11,429869.0,1102613.99,7.86,8.25,1.52,1.15,1.0,637905.24,181173.0,248696.0,464708.75,,,,,,,,,,,,,,,,,,0.5,,,100.0,14.43,0.0,0.0,,0.0,100.0,22.44,0.2722,42.88,0.3424
2018-12-12,429869.0,1210081.24,7.86,8.25,1.52,1.15,1.0,700079.24,181173.0,248696.0,510002.0,,,,,,,,,,,,,,,,,,0.47,,,100.0,14.43,0.0,0.0,,0.0,100.0,24.76,0.2646,40.06,0.3424
2018-12-13,429869.0,1268113.55,7.86,9.38,1.52,1.23,1.0,733653.2,181173.0,248696.0,534460.35,,,,,,,,,,,,,,,,,,0.51,,,100.0,14.43,0.0,0.0,,0.0,100.0,24.1,0.2663,40.85,0.3424
2018-12-14,429869.0,1253068.14,7.86,9.72,1.52,1.26,1.0,724948.84,181173.0,248696.0,528119.3,,,,,,,,,,,,,,,,,,0.53,,,100.0,14.43,0.0,0.0,,0.0,100.0,23.28,0.2689,41.84,0.3424
2018-12-17,416925.0,1173643.88,7.63,10.1,1.47,1.2,1.0,680374.24,175229.0,241696.0,493269.64,,,,,,,,0.02,,5944.0,,,,,,,7000.0,0.51,0.02,,100.0,13.96,0.0,0.0,,0.0,100.0,23.71,0.275,42.15,0.3321
2018-12-18,416925.0,1204913.25,7.63,10.63,1.47,1.19,1.0,698501.44,175229.0,241696.0,506411.81,,,,,,,,,,,,,,,,,,0.49,,,100.0,13.96,0.0,0.0,,0.0,100.0,24.56,0.2719,41.07,0.3321
2018-12-19,416925.0,1209082.5,7.63,10.88,1.47,1.21,1.0,700918.4,175229.0,241696.0,508164.1,,,,,,,,,,,,,,,,,,0.51,,,100.0,13.96,0.0,0.0,,0.0,100.0,24.24,0.273,41.46,0.3321
2018-12-20,411926.0,1136915.76,7.54,11.03,1.46,1.17,1.0,667080.96,170230.0,241696.0,469834.8,,,,,,,,0.01,,4999.0,,,,,,,,0.49,,,100.0,13.56,0.0,0.0,,0.0,100.0,23.81,0.2723,41.69,0.3281
2018-12-21,412894.0,1131329.56,7.55,11.13,1.46,1.14,1.0,662247.04,171198.0,241696.0,469082.52,,,1272.0,,,,,0.02,,304.0,,,,1272.0,,,,0.47,,,22.5,13.64,589684.0,1615734.16,,1.63,22.5,24.31,0.2704,41.05,0.3289
2018-12-24,412894.0,1131329.56,7.55,11.33,1.46,1.13,1.0,662247.04,171198.0,241696.0,469082.52,,,,,,,,,,,,,,,,,,0.47,,,22.5,13.64,589684.0,1615734.16,,1.62,22.5,24.44,0.2705,40.96,0.3289
2018-12-25,412894.0,1131329.56,7.55,11.8,1.46,1.13,1.0,662247.04,171198.0,241696.0,469082.52,,,,,,,,,,,,,,,,,,0.47,,,22.5,13.64,589684.0,1615734.16,,1.62,22.5,24.41,0.2705,40.98,0.3289
2018-12-26,412894.0,1131329.56,7.55,11.8,1.46,1.13,1.0,662247.04,171198.0,241696.0,469082.52,,,,,,,,,,,,,,,,,,0.47,,,22.5,13.64,589684.0,1615734.16,,1.61,22.5,24.42,0.2702,40.92,0.3289
2018-12-27,412894.0,1151974.26,7.34,11.8,1.45,1.14,1.0,674331.84,171198.0,241696.0,477642.42,,,,,,,,,,,,,,,,,,0.47,,,22.5,13.64,589684.0,1645218.36,,1.62,22.51,24.69,0.2698,40.65,0.3289
2018-12-28,412894.0,1213908.36,7.34,11.89,1.45,1.18,1.0,710586.24,171198.0,241696.0,503322.12,,,,,,,,,,,,,,,,,,0.48,,,22.5,13.64,589684.0,1733670.96,,1.65,22.52,25.16,0.2682,40.03,0.3289
2018-12-31,406899.0,1192214.07,7.24,11.98,1.43,1.19,1.0,705253.93,166198.0,240701.0,486960.14,,,,,,,,0.0,,5000.0,,,,,,,995.0,0.49,0.0,,21.84,13.24,594684.0,1742424.12,,1.75,21.84,24.75,0.2683,40.38,0.3241
2019-01-01,406899.0,1192214.07,7.24,12.0,1.43,1.19,1.0,705253.93,166198.0,240701.0,486960.14,,,,,,,,,,,,,,,,,,0.49,,,21.84,13.24,594684.0,1742424.12,,1.75,21.84,24.75,0.2685,40.41,0.3241
2019-01-02,405024.0,1235323.2,7.2,11.94,1.42,1.21,1.0,728419.3,166198.0,238826.0,506903.9,,,,,,,,,,,,,,,,,1875.0,0.49,0.01,,21.84,13.24,594684.0,1813786.2,,1.74,21.86,25.45,0.2682,39.76,0.3226
2019-01-03,403986.0,1240237.02,7.18,11.87,1.42,1.24,1.0,730009.16,166198.0,237788.0,510227.86,,,,,,,,,,,,,,,,,1038.0,0.51,0.0,,17.58,13.24,779330.0,2392543.1,,2.38,17.58,25.07,0.2711,40.5,0.3218
2019-01-04,403986.0,1230137.37,7.18,11.81,1.42,1.24,1.0,724064.46,166198.0,237788.0,506072.91,,,,,,,,,,,,,,,,,,0.51,,,17.58,13.24,779330.0,2373059.85,,2.39,17.57,24.86,0.2717,40.76,0.3218
2019-01-07,402449.0,1209359.25,7.16,11.89,1.42,1.22,1.0,709934.26,166198.0,236251.0,499424.99,,,,,,,,,,,,,,,,,1537.0,0.51,0.01,,17.58,13.24,779330.0,2341886.65,,2.37,17.57,24.89,0.2739,41.02,0.3206
2019-01-08,402449.0,1211371.49,7.16,12.09,1.42,1.21,1.0,711115.51,166198.0,236251.0,500255.98,,,,,,,,,,,,,,,,,,0.5,,,21.84,13.24,594684.0,1789998.84,,1.79,21.84,25.09,0.273,40.73,0.3206
2019-01-09,402449.0,1255640.88,7.16,12.86,1.42,1.23,1.0,737103.12,166198.0,236251.0,518537.76,,,,,,,,,,,,,,,,,,0.5,,,17.58,13.24,779330.0,2431509.6,,2.35,17.59,25.59,0.272,40.16,0.3206
2019-01-10,408189.0,1926652.08,7.26,12.76,1.44,1.55,1.0,1113877.52,172198.0,235991.0,812774.56,,,,,,,,,,,,,,,,6000.0,260.0,0.54,0.0,,18.1,13.72,779330.0,3678437.6,,2.43,18.1,30.59,0.2682,34.1,0.3252
2019-01-11,402189.0,1650985.85,7.15,5.64,1.41,1.79,1.0,968743.06,166198.0,235991.0,682242.79,,,,,,,,0.0,,6000.0,,,,,,,,0.78,,,17.36,13.18,791330.0,3248409.65,,3.74,17.32,23.14,0.2806,43.27,0.3189
2019-01-14,393624.0,1653220.8,7.0,4.27,1.38,1.63,1.0,991162.2,157633.0,235991.0,662058.6,,,,,,,,0.13,,8565.0,,,,,,,,0.65,,,16.63,12.56,790330.0,3319386.0,,3.24,16.63,25.73,0.2693,39.64,0.3136
2019-01-15,393624.0,1621730.88,7.0,4.09,1.38,1.64,1.0,972282.92,157633.0,235991.0,649447.96,,,,,,,,,,,,,,,,,,0.66,,,16.63,12.66,790330.0,3256159.6,,3.32,16.63,25.13,0.2708,40.38,0.3161
2019-01-16,393624.0,1661093.28,7.0,4.01,1.38,1.64,1.0,995882.02,157633.0,235991.0,665211.26,,,,,,,,,,,,,,,,,,0.65,,,16.63,12.66,790330.0,3335192.6,,3.26,16.63,25.74,0.2692,39.61,0.3161
2019-01-17,415059.0,1693440.72,7.38,4.05,1.46,1.73,1.0,1050298.08,157633.0,257426.0,643142.64,,,,0.09,,,,,21435.0,,,,0.09,,,,,0.67,,,16.63,12.66,790330.0,3224546.4,,3.34,16.63,23.62,0.2504,38.52,0.3333
2019-01-18,404545.0,1644475.43,7.19,4.01,1.42,1.65,1.0,1003697.28,157633.0,246912.0,640778.15,,,,,,,,,,,,,,,,,10514.0,0.64,0.05,,16.63,12.66,790330.0,3212691.45,,3.22,16.63,24.66,0.2585,39.02,0.3248
2019-01-21,380287.0,1502133.65,6.76,3.83,1.34,1.53,1.0,975302.4,133375.0,246912.0,526831.25,,,,,,,,0.1,,24258.0,,,,,,,,0.54,,,100.0,10.71,0.0,0.0,,0.0,100.0,25.88,0.2439,35.52,0.3054
2019-01-22,380287.0,1475513.56,6.76,3.75,1.34,1.51,1.0,958018.56,133375.0,246912.0,517495.0,,,,,,,,,,,,,,,,,,0.55,,,100.0,10.71,0.0,0.0,,0.0,100.0,25.71,0.2467,36.17,0.3054
2019-01-23,379375.0,1422656.25,6.75,3.79,1.33,1.48,1.0,922500.0,133375.0,246000.0,500156.25,,,,,,,,,,,,,,,,,912.0,0.55,0.01,,100.0,10.71,0.0,0.0,,0.0,100.0,25.33,0.25,37.08,0.3046
2019-01-24,346612.0,1247803.2,6.16,3.41,1.22,1.28,1.0,767653.2,133375.0,213237.0,480150.0,,,,,,,,,,,,,,,,,32763.0,0.5,0.13,,100.0,10.71,0.0,0.0,,0.0,100.0,28.18,0.2683,39.16,0.2783
2019-01-25,346115.0,1252936.3,6.15,3.14,1.22,1.25,1.0,770118.8,133375.0,212740.0,482817.5,,,,,,,,,,,,,,,,,497.0,0.48,0.0,,100.0,10.71,0.0,0.0,,0.0,100.0,29.0,0.2683,38.47,0.2779
2019-01-28,345034.0,1342182.26,4.59,3.13,1.21,1.29,1.0,823353.51,133375.0,211659.0,518828.75,,,,,,,,,,,,,,,,,1081.0,0.48,0.0,,100.0,10.71,0.0,0.0,,0.0,100.0,30.14,0.2683,37.41,0.2771
2019-01-29,345034.0,1342182.26,4.59,3.03,1.21,1.34,1.0,823353.51,133375.0,211659.0,518828.75,,,,,,,,,,,,,,,,,,0.52,,,100.0,10.71,0.0,0.0,,0.0,100.0,28.98,0.2696,38.66,0.2771
2019-01-30,345034.0,1328380.9,4.59,3.0,1.21,1.34,1.0,814887.15,133375.0,211659.0,513493.75,,,,,,,,,,,,,,,,,,0.52,,,100.0,10.69,0.0,0.0,,0.0,100.0,28.83,0.27,38.85,0.2766
2019-01-31,345034.0,1305953.69,4.59,3.0,1.21,1.32,1.0,801129.32,133375.0,211659.0,504824.38,,,,,,,,,,,,,,,,,,0.51,,,100.0,11.03,0.0,0.0,,0.0,100.0,28.7,0.2699,38.94,0.2853
2019-02-01,345034.0,1321480.22,4.59,2.95,1.21,1.31,1.0,810653.97,133375.0,211659.0,510826.25,,,,,,,,,,,,,,,,,,0.5,,,100.0,11.03,0.0,0.0,,0.0,100.0,29.17,0.2694,38.45,0.2852
2019-02-04,339034.0,1278158.18,4.51,2.76,1.19,1.29,1.0,797954.43,127375.0,211659.0,480203.75,,,,,,,,0.02,,6000.0,,,,,,,,0.49,,,100.0,10.94,0.0,0.0,,0.0,100.0,29.24,0.2659,37.83,0.2912
2019-02-05,361373.0,1349728.16,4.8,2.91,1.27,1.36,1.0,851572.53,133375.0,227998.0,498155.63,,,6000.0,0.06,,,,,16339.0,,,,0.06,6000.0,,,,0.5,,,41.42,11.25,188646.0,704592.81,,0.71,41.42,27.53,0.2617,37.06,0.3049
2019-02-06,211181.0,785593.32,2.81,1.7,0.74,0.79,0.0,568795.44,58279.0,152902.0,216797.88,,,,,,,,0.28,,75096.0,,,,,,,75096.0,0.22,0.28,,23.6,4.92,188646.0,701763.12,,0.7,23.6,27.63,0.2329,33.77,0.1783
2019-02-07,211181.0,772922.46,2.81,1.67,0.74,0.78,0.0,559621.32,58279.0,152902.0,213301.14,,,,,,,,,,,,,,,,,,0.22,,,23.6,5.03,188646.0,690444.36,,0.7,23.6,27.79,0.2324,33.56,0.1821
2019-02-08,231181.0,792950.83,3.07,1.81,0.81,0.82,0.0,593053.86,58279.0,172902.0,199896.97,,,,0.07,,,,,20000.0,,,,0.07,,,,,0.21,,,23.6,5.07,188646.0,647055.78,,0.69,23.6,25.88,0.2075,29.77,0.2011
2019-02-11,220702.0,760318.39,2.93,1.7,0.78,0.76,0.0,559547.24,58279.0,162423.0,200771.16,,,,,,,,,,,,,,,,,10479.0,0.2,0.04,,23.6,5.07,188646.0,649885.47,,0.65,23.6,26.34,0.2195,32.46,0.192
2019-02-12,220702.0,787906.14,2.93,1.69,0.78,0.77,0.0,579850.11,58279.0,162423.0,208056.03,,,,,,,,,,,,,,,,,,0.2,,,23.6,5.07,188646.0,673466.22,,0.65,23.6,26.01,0.2212,33.08,0.192
2019-02-13,220702.0,809976.34,2.93,1.68,0.78,0.8,0.0,596092.41,58279.0,162423.0,213883.93,,,,,,,,,,,,,,,,,,0.21,,,23.6,5.07,188646.0,692330.82,,0.67,23.6,26.06,0.2205,32.88,0.192
2019-02-14,220249.0,799503.87,2.93,1.67,0.77,0.8,0.0,587951.1,58279.0,161970.0,211552.77,,,,,,,,,,,,,,,,,453.0,0.21,0.0,,23.6,5.07,188646.0,684784.98,,0.69,23.6,26.6,0.2195,32.29,0.1916
2019-02-15,219845.0,798037.35,2.92,1.66,0.77,0.8,0.0,586484.58,58279.0,161566.0,211552.77,,,,,,,,,,,,,,,,,404.0,0.21,0.0,,23.6,5.07,188646.0,684784.98,,0.68,23.6,26.51,0.2203,32.53,0.1913
2019-02-18,219753.0,813086.1,2.92,1.66,0.77,0.8,0.0,597453.8,58279.0,161474.0,215632.3,,,,,,,,,,,,,,,,,92.0,0.21,0.0,,23.6,5.07,188646.0,697990.2,,0.68,23.6,26.3,0.2213,32.9,0.1912
2019-02-19,219753.0,844950.29,2.92,1.66,0.77,0.83,0.0,620867.53,58279.0,161474.0,224082.76,,,,,,,,,,,,,,,,,,0.22,,,23.6,5.07,188646.0,725343.87,,0.7,23.6,26.13,0.2228,33.32,0.1912
2019-02-20,219753.0,870221.88,2.92,1.62,0.77,0.86,0.0,639437.04,58279.0,161474.0,230784.84,,,,,,,,,,,,,,,,,,0.22,,,23.6,5.07,188646.0,747038.16,,0.73,23.6,26.18,0.2218,33.08,0.1912
2019-02-21,219753.0,896592.24,2.92,1.6,0.77,0.88,0.0,658813.92,58279.0,161474.0,237778.32,,,,,,,,,,,,,,,,,,0.23,,,23.6,5.07,188646.0,769675.68,,0.75,23.6,26.18,0.2218,33.1,0.1912
2019-02-22,219753.0,879012.0,2.92,2.16,0.77,0.89,0.0,645896.0,58279.0,161474.0,233116.0,,,,,,,,,,,,,,,,,,0.24,,,23.6,5.07,188646.0,754584.0,,0.77,23.6,26.75,0.2196,32.18,0.1912
2019-02-25,234753.0,906146.58,3.12,2.81,0.83,0.92,0.0,681189.64,58279.0,176474.0,224956.94,,,,0.05,,,,,15000.0,,,,0.05,,,,,0.23,,,23.6,5.07,188646.0,728173.56,,0.75,23.6,25.22,0.2334,36.12,0.2042
2019-02-26,234753.0,924926.82,3.12,2.86,0.83,0.92,0.0,695307.56,58279.0,176474.0,229619.26,,,,,,,,,,,,,,,,,,0.23,,,23.6,5.07,188646.0,743265.24,,0.73,23.6,24.5,0.2364,37.12,0.2042
2019-02-27,234300.0,903226.5,3.11,2.94,0.82,0.91,0.0,680307.27,57826.0,176474.0,222919.23,,,,,,,,0.0,,453.0,,,,,,,,0.23,,,23.46,5.03,188646.0,727230.33,,0.74,23.46,24.9,0.2342,36.45,0.2039
2019-02-28,234300.0,890340.0,3.11,3.19,0.82,0.9,0.0,670601.2,57826.0,176474.0,219738.8,,,,,,,,,,,,,,,,,,0.22,,,23.46,5.03,188646.0,716854.8,,0.73,23.46,24.85,0.2352,36.65,0.2039
2019-03-01,262300.0,1009855.0,3.49,3.65,0.92,1.0,0.0,771824.9,61826.0,200474.0,238030.1,,,,0.09,,,,,24000.0,,,,0.09,,,4000.0,,0.24,,,24.68,5.38,188646.0,726287.1,,0.72,24.7,22.26,0.2297,35.3,0.2282
2019-03-04,241415.0,927033.6,3.21,3.4,0.85,0.93,0.0,775541.76,39451.0,201964.0,151491.84,,,,0.01,,,,0.08,1490.0,22375.0,,,0.01,,,,,0.15,,,16.46,3.43,200156.0,768599.04,,0.77,16.46,21.01,0.2348,38.11,0.21
2019-03-05,207415.0,801658.98,2.76,3.01,0.73,0.8,0.0,664640.86,35451.0,171964.0,137018.12,,,,,,,,0.02,,4000.0,,,,,,,30000.0,0.14,0.11,,15.05,3.08,200156.0,773602.94,,0.77,15.05,17.03,0.2599,43.77,0.1805
2019-03-06,188415.0,724455.68,2.5,2.76,0.66,0.73,0.0,588146.58,35451.0,152964.0,136309.1,,,,,,,,,,,,,,,,,19000.0,0.14,0.07,,15.05,3.08,200156.0,769599.82,,0.77,15.05,18.86,0.2267,37.86,0.1639
2019-03-07,188415.0,699019.65,2.5,2.85,0.66,0.71,0.0,567496.44,35451.0,152964.0,131523.21,,,,,,,,,,,,,,,,,,0.14,,,100.0,3.08,0.0,0.0,,0.0,100.0,19.16,0.2241,37.3,0.1639
2019-03-08,192415.0,714821.73,2.56,3.29,0.68,0.71,0.0,575691.26,37451.0,154964.0,139130.47,,,2000.0,0.01,,,,,2000.0,,,,0.01,2000.0,,,,0.14,,,5.05,3.26,704356.0,2616682.54,,2.61,5.05,19.45,0.2247,37.19,0.1674
2019-03-11,195645.0,717038.93,2.6,3.38,0.69,0.72,0.0,579781.01,37451.0,158194.0,137257.92,,,,0.01,,,,,3230.0,,,,0.01,,,,,0.14,,,5.05,3.26,704356.0,2581464.74,,2.64,5.05,19.39,0.2198,36.25,0.1702
2019-03-12,195489.0,721354.41,2.6,3.63,0.69,0.72,0.0,583160.22,37451.0,158038.0,138194.19,,,,,,,,,,,,,,,,,156.0,0.14,0.0,,5.05,3.26,704356.0,2599073.64,,2.58,5.05,19.09,0.2218,36.71,0.1701
2019-03-13,195889.0,720871.52,2.6,3.75,0.69,0.72,0.0,583051.84,37451.0,158438.0,137819.68,,,,0.0,,,,,400.0,,,,0.0,,,,,0.14,,,5.05,3.26,704356.0,2592030.08,,2.6,5.05,19.15,0.2206,36.46,0.1704
2019-03-14,197889.0,725263.19,2.63,3.93,0.7,0.73,0.0,584340.27,38451.0,159438.0,140922.92,,,1000.0,0.0,,,,,1000.0,,,,0.0,1000.0,,,,0.14,,,4.08,3.35,903512.0,3311371.48,,3.32,4.08,19.47,0.2194,36.07,0.1722
2019-03-15,197889.0,736147.08,2.63,4.06,0.7,0.73,0.0,593109.36,38451.0,159438.0,143037.72,,,,,,,,,,,,,,,,,,0.14,,,4.08,3.35,903512.0,3361064.64,,3.31,4.08,19.28,0.2209,36.41,0.1722
2019-03-18,198889.0,755778.2,2.64,4.61,0.7,0.75,0.0,609664.4,38451.0,160438.0,146113.8,,,,0.01,,,,,1000.0,,,,0.01,,,,,0.14,,,4.08,3.35,903512.0,3433345.6,,3.36,4.08,19.13,0.2207,36.34,0.173
2019-03-19,198889.0,755778.2,2.64,4.67,0.7,0.76,0.0,609664.4,38451.0,160438.0,146113.8,,,,,,,,,,,,,,,,,,0.15,,,4.08,3.35,903512.0,3433345.6,,3.43,4.08,19.33,0.2189,35.96,0.173
2019-03-20,198889.0,749811.53,2.64,4.74,0.7,0.75,0.0,604851.26,38451.0,160438.0,144960.27,,,,,,,,,,,,,,,,,,0.15,,,4.08,3.35,903512.0,3406240.24,,3.43,4.08,19.41,0.2183,35.82,0.173
2019-03-21,203821.0,768405.17,2.71,5.05,0.72,0.77,0.0,623444.9,38451.0,165370.0,144960.27,,,,0.02,,,,,5932.0,,,,0.02,,,,1000.0,0.14,0.0,,4.08,3.35,903512.0,3406240.24,,3.41,4.08,18.84,0.2147,35.05,0.1773
2019-03-22,203821.0,739870.23,2.71,5.21,0.72,0.75,0.0,600293.1,38451.0,165370.0,139577.13,,,,,,,,,,,,,,,,,,0.14,,,4.08,3.35,903512.0,3279748.56,,3.41,4.08,19.21,0.2121,34.41,0.1773
2019-03-25,219821.0,804544.86,2.92,5.97,0.77,0.8,0.0,663814.2,38451.0,181370.0,140730.66,,,,0.06,,,,,16000.0,,,,0.06,,,,,0.14,,,4.08,3.35,903512.0,3306853.92,,3.28,4.08,17.42,0.2357,39.51,0.1913
2019-03-26,219821.0,806743.07,2.92,6.16,0.77,0.81,0.0,665627.9,38451.0,181370.0,141115.17,,,,,,,,,,,,,,,,,,0.14,,,4.08,3.35,903512.0,3315889.04,,3.31,4.08,17.48,0.2354,39.44,0.1913
2019-03-27,219821.0,789157.39,2.92,6.31,0.77,0.8,0.0,651118.3,38451.0,181370.0,138039.09,,,,,,,,,,,,,,,,,,0.14,,,4.08,3.35,903512.0,3243608.08,,3.32,4.08,17.71,0.2331,38.99,0.1913
2019-03-28,219821.0,772670.82,2.92,6.21,0.77,0.78,0.0,637515.55,38451.0,181370.0,135155.27,,,,,,,,,,,,,,,,,,0.14,,,4.08,3.35,903512.0,3175844.68,,3.24,4.08,17.69,0.2329,38.96,0.1913
2019-03-29,218099.0,782975.41,2.9,6.25,0.77,0.78,0.0,644936.32,38451.0,179648.0,138039.09,,,,,,,,,,,,,,,,,1722.0,0.14,0.01,,4.08,3.35,903512.0,3243608.08,,3.18,4.08,17.43,0.2387,40.06,0.1898
2019-04-01,218099.0,806966.3,2.9,6.25,0.77,0.8,0.0,664697.6,38451.0,179648.0,142268.7,,,,,,,,,,,,,,,,,,0.14,,,4.08,3.35,903512.0,3342994.4,,3.24,4.08,17.35,0.2396,40.23,0.1898
2019-04-02,218099.0,863672.04,2.9,6.28,0.77,0.84,0.0,711406.08,38451.0,179648.0,152265.96,,,,,,,,,,,,,,,,,,0.14,,,4.08,3.35,903512.0,3577907.52,,3.34,4.08,17.0,0.2435,40.94,0.1898
2019-04-03,198099.0,763671.65,2.63,5.98,0.7,0.77,0.0,615443.04,38451.0,159648.0,148228.61,,,,,,,,,,,,,,,,,20000.0,0.15,0.07,,4.08,3.35,903512.0,3483038.76,,3.58,4.08,19.71,0.2738,43.18,0.1724
2019-04-04,198099.0,752776.2,2.63,5.45,0.7,0.76,0.0,606662.4,38451.0,159648.0,146113.8,,,,,,,,,,,,,,,,,,0.15,,,4.08,3.35,903512.0,3433345.6,,3.48,4.08,19.57,0.2751,43.41,0.1724
2019-04-05,198099.0,730985.31,2.63,6.01,0.7,0.74,0.0,589101.12,38451.0,159648.0,141884.19,,,,,,,,,,,,,,,,,,0.15,,,4.08,3.35,903512.0,3333959.28,,3.43,4.08,19.71,0.2731,43.06,0.1724
2019-04-08,198099.0,732966.3,2.63,6.37,0.7,0.74,0.0,590697.6,38451.0,159648.0,142268.7,,,,,,,,,,,,,,,,,,0.15,,,16.18,3.35,199156.0,736877.2,,0.76,16.18,19.84,0.2759,43.47,0.1724
2019-04-09,198099.0,729004.32,2.63,7.0,0.7,0.73,0.0,587504.64,38451.0,159648.0,141499.68,,,,,,,,,,,,,,,,,,0.15,,,16.18,3.35,199156.0,732894.08,,0.76,16.18,19.89,0.2752,43.35,0.1724
2019-04-10,198099.0,732966.3,2.63,7.15,0.7,0.74,0.0,590697.6,38451.0,159648.0,142268.7,,,,,,,,,,,,,,,,,,0.15,,,16.18,3.35,199156.0,736877.2,,0.76,16.18,19.85,0.2761,43.5,0.1724
2019-04-11,198099.0,759709.67,2.63,7.28,0.7,0.75,0.0,612250.08,38451.0,159648.0,147459.59,,,,,,,,,,,,,,,,,,0.15,,,16.18,3.35,199156.0,763763.26,,0.76,16.18,19.42,0.2793,44.1,0.1724
2019-04-12,199099.0,770513.13,2.65,7.01,0.7,0.77,0.0,621707.76,38451.0,160648.0,148805.37,,,,0.0,,,,,1000.0,,,,0.0,,,,,0.15,,,16.18,3.35,199156.0,770733.72,,0.76,16.18,19.07,0.2765,43.7,0.1732
2019-04-15,209099.0,819668.08,2.78,6.94,0.74,0.81,0.0,668940.16,38451.0,170648.0,150727.92,,,,,,10000.0,,,,,,,,,0.04,,,0.15,,,100.0,3.35,0.0,0.0,,0.0,100.0,18.0,0.2536,41.74,0.1819
2019-04-16,209099.0,815486.1,2.78,6.61,0.74,0.81,0.0,665527.2,38451.0,170648.0,149958.9,,,,,,,,,,,,,,,,,,0.15,,,100.0,3.35,0.0,0.0,,0.0,100.0,17.97,0.2521,41.52,0.1819
