,BALYO FP Equity_DX_SI_QTY,BALYO FP Equity_DX_SHORT_INTEREST_VALUE,BALYO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BALYO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BALYO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BALYO FP Equity_DX_SI_MV,BALYO FP Equity_DX_DSS,BALYO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BALYO FP Equity_DX_SUPPLY_SI_QTY,BALYO FP Equity_DX_BROKER_SI_QTY,BALYO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BALYO FP Equity_DX_BROKER_SI_MV_NEW_x,BALYO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BALYO FP Equity_DX_SUPPLY_SI_QTY_INC_x,BALYO FP Equity_DX_BROKER_SI_MV_INC_x,BALYO FP Equity_DX_SUPPLY_SI_MV_NEW,BALYO FP Equity_DX_BROKER_SI_QTY_ADD,BALYO FP Equity_DX_BROKER_SI_QTY_NEW,BALYO FP Equity_DX_SUPPLY_SI_MV_DEC,BALYO FP Equity_DX_BROKER_SI_QTY_INC,BALYO FP Equity_DX_SUPPLY_SI_QTY_DEC,BALYO FP Equity_DX_BROKER_SI_MV_NEW_y,BALYO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BALYO FP Equity_DX_BROKER_SI_MV_INC_y,BALYO FP Equity_DX_SUPPLY_SI_QTY_INC_y,BALYO FP Equity_DX_BROKER_SI_MV_ADD,BALYO FP Equity_DX_SUPPLY_SI_QTY_ADD,BALYO FP Equity_DX_BROKER_SI_QTY_DEC,BALYO FP Equity_DX_SUPPLY_SI_MV,BALYO FP Equity_DX_BROKER_SI_MV_DEC,BALYO FP Equity_DX_SUPPLY_SI_MV_RMV,BALYO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BALYO FP Equity_DX_UTILIZATION_QUANTITY,BALYO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BALYO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BALYO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BALYO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BALYO FP Equity_DX_ACTIVE_UTILIZATION_MV,BALYO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BALYO FP Equity_DX_BROKER_SI_CON_RATIO,BALYO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BALYO FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-02-10,687514.0,750765.29,2.74,3.55,2.04,0.76,1.0,529314.24,527353.0,484720.0,575869.48,,,3546.0,0.0,,,,0.0,3546.0,4885.0,,,0.0,3546.0,,,,0.58,,,100.0,95.82,0.0,0.0,,0.0,100.0,21.94,0.1925,29.74,1.2493
2022-02-11,687279.0,745010.44,2.74,3.6,2.04,0.75,1.0,525181.74,527353.0,484485.0,571650.65,,,,,,,,,,,,,,,,,235.0,0.58,0.0,,100.0,95.82,0.0,0.0,,0.0,100.0,21.88,0.1922,29.69,1.2488
2022-02-14,684792.0,725879.52,2.73,3.63,2.03,0.74,1.0,513663.28,524866.0,484588.0,556357.96,,,103.0,0.0,,,,0.01,103.0,2590.0,,,0.0,103.0,,,,0.57,,,100.0,95.35,0.0,0.0,,0.0,100.0,22.0,0.1926,29.87,1.2441
2022-02-15,684048.0,738771.84,2.73,3.63,2.03,0.73,1.0,522551.52,524122.0,483844.0,566051.76,,,,,,,,0.01,,744.0,,,,,,,744.0,0.56,0.0,,100.0,95.24,0.0,0.0,,0.0,100.0,21.93,0.192,29.7,1.243
2022-02-16,677126.0,729941.83,2.7,3.7,2.01,0.73,1.0,518163.34,517200.0,480671.0,557541.6,,,,,,,,0.0,,6922.0,,,,,,,3173.0,0.56,0.0,,100.0,94.2,0.0,0.0,,0.0,100.0,22.25,0.1943,30.15,1.2332
2022-02-17,672471.0,687265.36,2.68,5.12,2.0,0.73,1.0,493874.35,512545.0,483243.0,523820.99,,,4000.0,0.0,,,,0.01,2572.0,8655.0,,,0.0,4000.0,,,,0.55,,,100.0,92.67,0.0,0.0,,0.0,100.0,22.52,0.195,30.54,1.2159
2022-02-18,669347.0,697459.57,2.67,5.51,1.99,0.7,1.0,500284.0,509421.0,480119.0,530816.68,,,,,,,,0.03,,3124.0,,,,,,,3124.0,0.52,0.01,,100.0,92.11,0.0,0.0,,0.0,100.0,23.3,0.1952,29.93,1.2103
2022-02-21,663881.0,674503.1,2.64,5.71,1.97,0.7,1.0,486455.72,503955.0,478795.0,512018.28,,,,,,,,0.0,,5466.0,,,,,,,1324.0,0.53,0.0,,100.0,91.12,0.0,0.0,,0.0,100.0,23.38,0.1974,30.58,1.2004
2022-02-22,658696.0,681091.66,2.62,5.82,1.96,0.68,1.0,500424.98,498770.0,483970.0,515728.18,,,5175.0,0.0,,,,0.02,5175.0,10360.0,,,0.0,5175.0,,,,0.51,,,100.0,89.19,0.0,0.0,,0.0,100.0,22.8,0.1963,30.91,1.1779
2022-02-23,657891.0,664469.91,2.62,5.92,1.95,0.68,1.0,489682.34,497740.0,484834.0,502717.4,,,864.0,0.0,,,,0.0,864.0,1894.0,,,0.0,864.0,,,,0.51,,,100.0,88.87,0.0,0.0,,0.0,100.0,22.95,0.1972,31.13,1.1746
2022-02-24,649596.0,591132.36,2.59,6.02,1.93,0.66,1.0,433650.49,489670.0,476539.0,445599.7,,,,,,,,0.02,,8070.0,,,,,,,8295.0,0.49,0.01,,100.0,88.62,0.0,0.0,,0.0,100.0,23.4,0.2013,31.79,1.1756
2022-02-25,649903.0,635605.13,2.59,5.67,1.93,0.61,1.0,466355.39,489016.0,476846.0,478257.65,,,,0.0,,,,0.04,307.0,654.0,,,0.0,,,,,0.45,,,100.0,88.5,0.0,0.0,,0.0,100.0,22.75,0.1964,30.69,1.1762
2022-02-28,625746.0,605096.38,2.49,5.43,1.86,0.62,1.0,457207.27,465820.0,472810.0,450447.94,,,961.0,,,,,0.0,,24157.0,,,,961.0,,,4036.0,0.46,0.0,,100.0,84.16,0.0,0.0,,0.0,100.0,24.15,0.2088,32.75,1.1305
2022-03-01,594656.0,548867.49,2.37,5.02,1.77,0.58,1.0,408713.63,464730.0,442810.0,428945.79,,,,,,,,0.0,,1090.0,,,,,,,30000.0,0.45,0.03,,100.0,83.96,0.0,0.0,,0.0,100.0,19.89,0.2082,34.83,1.0743
2022-03-02,606257.0,574125.38,2.42,5.06,1.8,0.57,1.0,437514.0,496431.0,462000.0,470120.16,,,30801.0,0.01,,,,,19190.0,,,,0.01,30801.0,,900.0,,0.46,,,100.0,89.54,0.0,0.0,,0.0,100.0,23.05,0.2104,33.51,1.0935
2022-03-03,604646.0,562320.78,2.41,5.25,1.8,0.58,1.0,428161.77,494820.0,460389.0,460182.6,,,,,,,,0.0,,1611.0,,,,,,,1611.0,0.47,0.0,,100.0,89.4,0.0,0.0,,0.0,100.0,23.3,0.2123,33.84,1.0924
2022-03-04,597506.0,522220.24,2.38,5.1,1.77,0.57,1.0,401437.81,488580.0,459311.0,427018.92,,,,,,,,0.01,,6240.0,,,,,,,1078.0,0.46,0.0,,100.0,88.27,0.0,0.0,,0.0,100.0,23.7,0.2166,34.39,1.0795
2022-03-07,592452.0,478701.22,2.36,4.93,1.76,0.53,1.0,371123.29,483526.0,459311.0,390689.01,,,,,,,,0.03,,5054.0,,,,,,,,0.42,,,100.0,87.36,0.0,0.0,,0.0,100.0,24.18,0.2188,34.44,1.0703
2022-03-08,582304.0,498452.22,2.37,4.99,1.73,0.49,1.0,388477.62,473378.0,453829.0,405211.57,,,,,,,,0.03,,10148.0,,,,,,,5482.0,0.38,0.01,,100.0,85.52,0.0,0.0,,0.0,100.0,23.72,0.2214,34.47,1.052
2022-03-09,572599.0,526218.48,2.33,5.12,1.7,0.51,1.0,412582.29,463673.0,448947.0,426115.49,,,,,,,,0.0,,9705.0,,,,,,,4882.0,0.4,0.0,,100.0,83.77,0.0,0.0,,0.0,100.0,24.3,0.2292,35.22,1.0345
2022-03-10,567490.0,510741.0,2.31,5.11,1.69,0.53,1.0,404052.3,458564.0,448947.0,412707.6,,,,,,,,0.0,,5109.0,,,,,,,,0.42,,,100.0,82.85,0.0,0.0,,0.0,100.0,24.95,0.2368,36.3,1.0252
2022-03-11,558211.0,512995.91,2.27,5.08,1.66,0.52,1.0,410209.44,449285.0,446365.0,412892.92,,,,,,,,0.01,,9279.0,,,,,,,2582.0,0.41,0.0,,100.0,81.17,0.0,0.0,,0.0,100.0,25.22,0.2434,36.69,1.0085
2022-03-14,661300.0,622283.3,2.69,6.63,1.96,0.62,1.0,517036.21,456276.0,549454.0,429355.72,,,6991.0,0.1,,,,,103089.0,,,,0.1,6991.0,,,,0.42,,,100.0,82.43,0.0,0.0,,0.0,100.0,20.92,0.2091,30.42,1.1947
2022-03-15,558201.0,505730.11,2.27,5.77,1.66,0.53,1.0,404397.63,449275.0,446355.0,407043.15,,,,,,,,0.01,,7001.0,,,,,,,103099.0,0.42,0.09,,100.0,82.21,0.0,0.0,,0.0,100.0,25.55,0.246,37.15,1.0214
2022-03-16,567201.0,533168.94,2.31,5.82,1.68,0.53,1.0,428033.7,457273.0,455355.0,429836.62,,,7998.0,0.01,,,,,9000.0,,,,0.01,7998.0,,,,0.41,,,100.0,83.67,0.0,0.0,,0.0,100.0,24.78,0.2365,35.99,1.0379
2022-03-17,566199.0,620554.1,2.3,5.65,1.68,0.55,1.0,497970.89,457273.0,454353.0,501171.21,,,,,,,,,,,,,,,,,1002.0,0.43,0.0,,100.0,83.67,0.0,0.0,,0.0,100.0,24.56,0.2364,35.64,1.036
2022-03-18,550012.0,572012.48,2.24,4.3,1.63,0.61,1.0,465364.64,441086.0,447466.0,458729.44,,,,,,,,0.0,,16187.0,,,,,,,6887.0,0.48,0.0,,100.0,80.71,0.0,0.0,,0.0,100.0,25.88,0.2494,37.64,1.0064
2022-03-21,552012.0,591756.86,2.24,4.18,1.64,0.58,1.0,476467.55,445804.0,444466.0,477901.89,,,4718.0,,,,,,,,,,,4718.0,,,3000.0,0.46,0.01,,100.0,81.57,0.0,0.0,,0.0,100.0,24.8,0.2417,36.95,1.0101
2022-03-22,507658.0,534056.22,2.06,3.54,1.51,0.55,1.0,438208.5,429768.0,416548.0,452115.94,,,1164.0,0.0,,,,0.02,1282.0,18000.0,,,0.0,1164.0,,800.0,29200.0,0.46,0.03,,100.0,81.19,0.0,0.0,,0.0,100.0,26.95,0.2455,37.65,0.9591
2022-03-23,566658.0,584791.06,2.3,3.88,1.68,0.6,1.0,490765.54,467933.0,475548.0,482906.86,,,38165.0,0.06,,,,,60000.0,,,,0.06,38165.0,,,1000.0,0.49,0.0,,100.0,88.54,0.0,0.0,,0.0,100.0,23.71,0.215,32.94,1.0722
2022-03-24,507133.0,522346.99,2.06,3.47,1.51,0.53,1.0,430114.61,431807.0,417587.0,444761.21,,,,,,,,0.05,,36126.0,,,,,,,57961.0,0.45,0.06,,100.0,81.76,0.0,0.0,,0.0,100.0,26.74,0.242,37.16,0.9603
2022-03-25,506006.0,528270.26,2.06,3.46,1.5,0.53,1.0,434784.24,430680.0,416460.0,449629.92,,,,,,,,0.0,,1127.0,,,,,,,1127.0,0.44,0.0,,100.0,81.49,0.0,0.0,,0.0,100.0,26.76,0.2426,37.2,0.9574
2022-03-28,504868.0,535160.08,2.05,3.46,1.5,0.53,1.0,440241.32,428542.0,415322.0,454254.52,,,,,,,,0.0,,2138.0,,,,,,,1138.0,0.45,0.0,,100.0,81.24,0.0,0.0,,0.0,100.0,26.88,0.244,37.36,0.9571
2022-03-29,504868.0,567471.63,2.05,3.49,1.5,0.54,1.0,466821.93,428542.0,415322.0,481681.21,,,,,,,,,,,,,,,,,,0.45,,,100.0,81.24,0.0,0.0,,0.0,100.0,26.82,0.2434,37.23,0.9571
2022-03-30,590092.0,655002.12,2.4,3.9,1.75,0.67,1.0,556290.93,448751.0,501163.0,498113.61,,,20209.0,0.1,,,,,85841.0,,,,0.1,20209.0,,,,0.5,,,100.0,85.07,0.0,0.0,,0.0,100.0,22.72,0.2144,31.56,1.1186
2022-03-31,501336.0,596589.84,2.04,3.26,1.49,0.56,1.0,491440.25,425010.0,412975.0,505761.9,,,,,,,,0.03,,23741.0,,,,,,,88188.0,0.47,0.1,,100.0,80.57,0.0,0.0,,0.0,100.0,27.08,0.2476,37.68,0.9504
2022-04-01,591796.0,697135.69,2.41,3.29,1.76,0.7,1.0,587772.52,512993.0,498958.0,604305.75,,,87983.0,0.11,,,,,87983.0,,,,0.11,87983.0,,,2000.0,0.61,0.0,,100.0,86.44,0.0,0.0,,0.0,100.0,22.96,0.2155,31.53,0.9972
2022-04-04,479633.0,553496.48,1.95,2.62,1.42,0.56,1.0,451270.55,404407.0,391049.0,466685.68,,,,,,900.0,,0.13,,108586.0,,,,,0.0,,108809.0,0.48,0.13,,100.0,68.14,0.0,0.0,,0.0,100.0,29.05,0.274,39.91,0.8082
2022-04-05,479191.0,531902.01,1.95,2.65,1.42,0.55,1.0,434064.39,401965.0,391049.0,446181.15,,,,,,,,0.01,,2442.0,,,,,,,,0.46,,,100.0,68.54,0.0,0.0,,0.0,100.0,29.05,0.2741,39.91,0.8171
2022-04-06,478900.0,507634.0,1.95,2.63,1.42,0.53,1.0,414511.94,401674.0,391049.0,425774.44,,,,,,,,0.01,,291.0,,,,,,,,0.45,,,100.0,68.49,0.0,0.0,,0.0,100.0,28.99,0.2733,39.79,0.8166
2022-04-07,476495.0,505084.7,1.94,2.57,1.41,0.51,1.0,414511.94,399269.0,391049.0,423225.14,,,,,,,,0.02,,2405.0,,,,,,,,0.42,,,100.0,67.85,0.0,0.0,,0.0,100.0,28.88,0.2734,39.65,0.8097
2022-04-08,476495.0,508896.66,1.94,2.67,1.41,0.51,1.0,417640.33,399269.0,391049.0,426419.29,,,,,,,,,,,,,,,,,,0.42,,,100.0,67.85,0.0,0.0,,0.0,100.0,28.87,0.2733,39.63,0.8097
2022-04-11,476495.0,525097.49,1.94,2.71,1.41,0.52,1.0,430936.0,399269.0,391049.0,439994.44,,,,,,,,,,,,,,,,,,0.43,,,100.0,67.41,0.0,0.0,,0.0,100.0,28.81,0.2727,39.54,0.8044
2022-04-12,476495.0,543204.3,1.94,2.76,1.41,0.53,1.0,445795.86,399269.0,391049.0,455166.66,,,,,,,,,,,,,,,,,,0.44,,,100.0,67.41,0.0,0.0,,0.0,100.0,28.88,0.2737,39.66,0.8044
2022-04-13,476495.0,525097.49,1.94,2.8,1.41,0.54,1.0,430936.0,399269.0,391049.0,439994.44,,,,,,,,,,,,,,,,,,0.46,,,100.0,67.41,0.0,0.0,,0.0,100.0,29.22,0.2771,40.09,0.8044
2022-04-14,476495.0,532721.41,1.94,2.8,1.41,0.54,1.0,437192.78,399269.0,391049.0,446382.74,,,,,,,,,,,,,,,,,,0.44,,,100.0,67.41,0.0,0.0,,0.0,100.0,29.67,0.2743,39.29,0.8044
2022-04-15,476495.0,532721.41,1.94,2.83,1.41,0.54,1.0,437192.78,399269.0,391049.0,446382.74,,,,,,,,,,,,,,,,,,0.45,,,100.0,67.41,0.0,0.0,,0.0,100.0,29.49,0.2753,39.58,0.8044
2022-04-18,476495.0,532721.41,1.94,2.83,1.41,0.54,1.0,437192.78,399269.0,391049.0,446382.74,,,,,,,,,,,,,,,,,,0.45,,,100.0,67.41,0.0,0.0,,0.0,100.0,29.05,0.2753,39.88,0.8044
2022-04-19,537095.0,590804.5,2.18,3.19,1.59,0.6,1.0,496813.9,459869.0,451649.0,505855.9,,,60600.0,0.07,,,,,60600.0,,,,0.07,60600.0,,,,0.51,,,100.0,70.43,0.0,0.0,,0.0,100.0,25.41,0.2553,34.87,0.8226
2022-04-20,501695.0,551864.5,2.04,3.09,1.49,0.56,1.0,457873.9,424869.0,416249.0,467355.9,,,,,,,,0.04,,35000.0,,,,,,,35400.0,0.47,0.04,,100.0,71.73,0.0,0.0,,0.0,100.0,27.32,0.2614,37.48,0.847
2022-04-21,501595.0,545735.36,2.04,3.24,1.49,0.56,1.0,452770.11,424469.0,416149.0,461822.27,,,,,,,,0.0,,400.0,,,,,,,100.0,0.47,0.0,,100.0,71.71,0.0,0.0,,0.0,100.0,27.36,0.2616,37.56,0.8474
2022-04-22,501595.0,516642.85,2.04,3.27,1.49,0.55,1.0,428633.47,424369.0,416149.0,437100.07,,,,,,,,0.0,,100.0,,,,,,,,0.46,,,100.0,71.66,0.0,0.0,,0.0,100.0,27.52,0.2625,37.79,0.847
2022-04-25,501495.0,504503.97,2.04,3.29,1.49,0.52,1.0,418545.29,424269.0,416049.0,426814.61,,,,,,,,0.0,,100.0,,,,,,,100.0,0.44,0.0,,100.0,71.63,0.0,0.0,,0.0,100.0,27.24,0.2599,37.41,0.8467
2022-04-26,501495.0,497483.04,2.04,3.29,1.49,0.51,1.0,412720.61,424269.0,416049.0,420874.85,,,,,,,,,,,,,,,,,,0.43,,,100.0,71.63,0.0,0.0,,0.0,100.0,27.14,0.259,37.27,0.8467
2022-04-27,493705.0,484818.31,2.01,3.25,1.47,0.5,1.0,400910.34,363869.0,408259.0,357319.36,,,,0.01,,,,0.06,7800.0,60400.0,,,0.01,,,,15590.0,0.36,0.02,,100.0,65.15,0.0,0.0,,0.0,100.0,27.63,0.2483,34.11,0.884
2022-04-28,455306.0,455306.0,1.85,3.03,1.35,0.46,1.0,369860.0,375870.0,369860.0,375870.0,,,,,,,,,,,,,,,,12001.0,38399.0,0.37,0.04,,100.0,67.3,0.0,0.0,,0.0,100.0,30.2,0.2648,37.28,0.8152
2022-04-29,455306.0,453940.08,1.85,3.05,1.35,0.46,1.0,368750.42,375870.0,369860.0,374742.39,,,,,,,,,,,,,,,,,,0.38,,,100.0,67.3,0.0,0.0,,0.0,100.0,30.35,0.2664,37.47,0.8152
2022-05-02,455306.0,447110.49,1.85,3.15,1.35,0.46,1.0,363202.52,375870.0,369860.0,369104.34,,,,,,,,,,,,,,,,,,0.37,,,100.0,67.3,0.0,0.0,,0.0,100.0,30.35,0.2663,37.48,0.8152
2022-05-03,455297.0,439816.9,1.85,3.91,1.35,0.45,1.0,357276.07,375870.0,369851.0,363090.42,,,,,,,,,,,,,,,,,9.0,0.37,0.0,,100.0,67.3,0.0,0.0,,0.0,100.0,30.3,0.2659,37.41,0.8152
2022-05-04,449617.0,436578.11,1.83,4.07,1.34,0.44,1.0,353610.04,375861.0,364171.0,364961.03,,,,,,,,0.0,,9.0,,,,,,,5680.0,0.36,0.01,,100.0,67.3,0.0,0.0,,0.0,100.0,30.64,0.2693,37.83,0.8051
2022-05-05,449617.0,432981.17,1.83,4.56,1.34,0.44,1.0,350696.67,375861.0,364171.0,361954.14,,,,,,,,,,,,,,,,,,0.36,,,100.0,68.53,0.0,0.0,,0.0,100.0,30.69,0.2697,37.88,0.8197
2022-05-06,449608.0,423980.34,1.83,4.72,1.34,0.44,1.0,343404.77,375852.0,364162.0,354428.44,,,,,,,,0.0,,9.0,,,,,,,9.0,0.36,0.0,,100.0,68.53,0.0,0.0,,0.0,100.0,30.69,0.2699,37.9,0.8197
2022-05-09,449608.0,408244.06,1.83,4.79,1.34,0.43,1.0,330659.1,375852.0,364162.0,341273.62,,,,,,,,,,,,,,,,,,0.35,,,100.0,68.53,0.0,0.0,,0.0,100.0,30.66,0.2696,37.85,0.8197
2022-05-10,449608.0,413639.36,1.83,4.77,1.34,0.42,1.0,335029.04,375852.0,364162.0,345783.84,,,,,,,,,,,,,,,,,,0.34,,,100.0,68.53,0.0,0.0,,0.0,100.0,30.37,0.2668,37.49,0.8197
2022-05-11,432648.0,399766.75,1.76,4.64,1.28,0.41,1.0,336485.69,358892.0,364162.0,331616.21,,,,,,,,0.01,,16960.0,,,,,,,,0.33,,,100.0,65.43,0.0,0.0,,0.0,100.0,30.45,0.2675,37.59,0.7888
2022-05-12,442148.0,391743.13,1.8,4.84,1.31,0.42,1.0,331064.53,368392.0,373662.0,326395.31,,,9500.0,0.01,,,,,9500.0,,,,0.01,9500.0,,,,0.34,,,100.0,67.17,0.0,0.0,,0.0,100.0,29.86,0.2617,36.86,0.8061
2022-05-13,442148.0,398817.5,1.8,5.2,1.31,0.4,1.0,337043.12,368392.0,373662.0,332289.58,,,,,,,,,,,,,,,,,,0.33,,,100.0,67.17,0.0,0.0,,0.0,100.0,29.52,0.2588,36.44,0.8061
2022-05-16,442148.0,400143.94,1.8,5.29,1.31,0.41,1.0,338164.11,368392.0,373662.0,333394.76,,,,,,,,,,,,,,,,,,0.33,,,100.0,67.17,0.0,0.0,,0.0,100.0,29.64,0.2598,36.59,0.8061
2022-05-17,442148.0,400586.09,1.8,8.2,1.31,0.41,1.0,338537.77,368392.0,373662.0,333763.15,,,,,,,,,,,,,,,,,,0.33,,,100.0,67.17,0.0,0.0,,0.0,100.0,29.68,0.2603,36.65,0.8061
2022-05-18,450148.0,405583.35,1.83,8.92,1.34,0.42,1.0,343877.46,376392.0,381662.0,339129.19,,,8000.0,,,8000.0,,,,,,,,8000.0,0.01,,,0.34,,,100.0,67.64,0.0,0.0,,0.0,100.0,29.11,0.2505,35.93,0.8089
2022-05-19,450148.0,409634.68,1.83,9.39,1.34,0.42,1.0,347312.42,376392.0,381662.0,342516.72,,,,,,,,,,,,,,,,,,0.34,,,100.0,67.64,0.0,0.0,,0.0,100.0,29.06,0.2501,35.87,0.8089
2022-05-20,450148.0,423139.12,1.83,9.88,1.34,0.42,1.0,358762.28,376392.0,381662.0,353808.48,,,,,,,,,,,,,,,,,,0.34,,,100.0,66.44,0.0,0.0,,0.0,100.0,28.99,0.2494,35.8,0.7946
2022-05-23,450148.0,436643.56,1.83,10.48,1.34,0.43,1.0,370212.14,376392.0,381662.0,365100.24,,,,,,,,,,,,,,,,,,0.35,,,100.0,65.34,0.0,0.0,,0.0,100.0,29.14,0.2509,35.98,0.7814
2022-05-24,450148.0,436643.56,1.83,10.55,1.34,0.44,1.0,370212.14,376392.0,381662.0,365100.24,,,,,,,,,,,,,,,,,,0.37,,,100.0,65.34,0.0,0.0,,0.0,100.0,29.35,0.2526,36.23,0.7814
2022-05-25,450148.0,450148.0,1.83,10.38,1.34,0.45,1.0,381662.0,376392.0,381662.0,376392.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,65.34,0.0,0.0,,0.0,100.0,29.23,0.2515,36.08,0.7814
2022-05-26,489948.0,489458.05,1.99,10.55,1.45,0.5,1.0,401160.44,396292.0,401562.0,395895.71,,,19900.0,,,19900.0,,,,,,,,19900.0,0.02,,,0.4,,,100.0,68.79,0.0,0.0,,0.0,100.0,28.06,0.2324,34.64,0.8505
2022-05-27,489948.0,488968.1,1.99,10.56,1.45,0.5,1.0,400758.88,396292.0,401562.0,395499.42,,,,,,,,,,,,,,,,,,0.4,,,100.0,68.43,0.0,0.0,,0.0,100.0,28.11,0.2323,34.59,0.8461
2022-05-30,489948.0,489948.0,1.99,10.79,1.45,0.5,1.0,401562.0,396292.0,401562.0,396292.0,,,,,,,,,,,,,,,,,,0.4,,,100.0,68.43,0.0,0.0,,0.0,100.0,28.07,0.2324,34.61,0.8461
2022-05-31,489948.0,484068.62,1.99,10.88,1.45,0.5,1.0,396743.26,396292.0,401562.0,391536.5,,,,,,,,,,,,,,,,,,0.4,,,100.0,68.43,0.0,0.0,,0.0,100.0,28.08,0.2326,34.67,0.8461
2022-06-01,489948.0,473779.72,1.99,11.03,1.45,0.49,1.0,388310.45,396292.0,401562.0,383214.36,,,,,,,,,,,,,,,,,,0.39,,,100.0,68.43,0.0,0.0,,0.0,100.0,28.05,0.2323,34.63,0.8461
2022-06-02,489948.0,475739.51,1.99,10.75,1.45,0.48,1.0,382148.7,396292.0,393562.0,384799.53,,,,,,,,,,,,,,,,,8000.0,0.38,0.01,,100.0,68.43,0.0,0.0,,0.0,100.0,27.91,0.2311,34.46,0.8461
2022-06-03,488148.0,450072.46,1.99,10.82,1.45,0.48,1.0,362034.36,395392.0,392662.0,364551.42,,,,,,,,0.0,,900.0,,,,,,,900.0,0.38,0.0,,100.0,63.87,0.0,0.0,,0.0,100.0,28.14,0.2334,34.74,0.7885
2022-06-06,485923.0,459197.24,1.98,11.0,1.44,0.46,1.0,371065.59,393167.0,392662.0,371542.82,,,,,,,,0.0,,2225.0,,,,,,,,0.36,,,100.0,63.61,0.0,0.0,,0.0,100.0,27.93,0.2333,34.49,0.7861
2022-06-07,485923.0,465028.31,1.98,11.51,1.44,0.47,1.0,375777.53,393167.0,392662.0,376260.82,,,,,,,,,,,,,,,,,,0.37,,,100.0,63.01,0.0,0.0,,0.0,100.0,27.55,0.2336,34.87,0.7788
2022-06-08,495923.0,478565.7,2.02,12.08,1.47,0.48,1.0,378918.83,373167.0,392662.0,360106.16,,,10000.0,,,,,0.03,,30000.0,,,,10000.0,,,,0.36,,,100.0,58.86,0.0,0.0,,0.0,100.0,27.45,0.2256,33.9,0.7823
2022-06-09,384823.0,366351.5,1.56,9.42,1.14,0.38,1.0,268047.02,292067.0,281562.0,278047.78,,,,,,,,0.08,,81100.0,,,,,,,111100.0,0.28,0.11,,100.0,46.12,0.0,0.0,,0.0,100.0,15.96,0.2131,37.08,0.6077
2022-06-10,384823.0,353267.51,1.56,9.6,1.14,0.37,1.0,258473.92,292067.0,281562.0,268117.51,,,,,,,,,,,,,,,,,,0.28,,,100.0,46.12,0.0,0.0,,0.0,100.0,15.68,0.213,37.09,0.6077
2022-06-13,384823.0,330947.78,1.56,9.17,1.14,0.36,1.0,242143.32,292067.0,281562.0,251177.62,,,,,,,,,,,,,,,,,,0.27,,,100.0,46.12,0.0,0.0,,0.0,100.0,16.21,0.2139,37.2,0.6077
2022-06-14,384823.0,324405.79,1.56,8.83,1.14,0.34,1.0,237356.77,292067.0,281562.0,246212.48,,,,,,,,,,,,,,,,,,0.25,,,100.0,52.09,0.0,0.0,,0.0,100.0,16.91,0.2115,36.49,0.6864
2022-06-15,384823.0,308628.05,1.56,8.92,1.14,0.34,1.0,225812.72,292067.0,281562.0,234237.73,,,,,,,,,,,,,,,,,,0.25,,,100.0,46.77,0.0,0.0,,0.0,100.0,17.25,0.2118,36.52,0.6162
2022-06-16,384823.0,304394.99,1.56,8.61,1.14,0.32,1.0,222715.54,292067.0,281562.0,231025.0,,,,,,,,,,,,,,,,,,0.24,,,100.0,46.77,0.0,0.0,,0.0,100.0,17.78,0.2098,35.92,0.6162
2022-06-17,409823.0,336054.86,1.67,8.91,1.22,0.34,1.0,230880.84,317067.0,281562.0,259994.94,,,25000.0,,,,,,,,,,,25000.0,,,,0.25,,,100.0,50.77,0.0,0.0,,0.0,100.0,16.54,0.1946,33.26,0.6563
2022-06-20,409823.0,333186.1,1.67,8.3,1.22,0.35,1.0,228909.91,317067.0,281562.0,257775.47,,,,,,,,,,,,,,,,,,0.26,,,100.0,50.77,0.0,0.0,,0.0,100.0,16.41,0.1929,33.01,0.6563
2022-06-21,441823.0,357876.63,1.8,8.57,1.31,0.37,1.0,228065.22,349067.0,281562.0,282744.27,,,32000.0,,,,,,,,,,,32000.0,,,,0.28,,,100.0,55.9,0.0,0.0,,0.0,100.0,20.16,0.1907,30.74,0.7075
2022-06-22,452023.0,358002.22,1.84,8.8,1.34,0.38,1.0,222997.1,359267.0,281562.0,284539.46,,,10200.0,,,,,,,,,,,10200.0,,,,0.29,,,100.0,56.61,0.0,0.0,,0.0,100.0,22.25,0.192,29.99,0.7122
2022-06-23,452023.0,350769.85,1.84,8.84,1.34,0.37,1.0,218492.11,359267.0,281562.0,278791.19,,,,,,,,,,,,,,,,,,0.28,,,100.0,56.61,0.0,0.0,,0.0,100.0,22.17,0.1917,29.89,0.7122
