,PAASI FP Equity_DX_SI_QTY,PAASI FP Equity_DX_SHORT_INTEREST_VALUE,PAASI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PAASI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PAASI FP Equity_DX_SI_MV,PAASI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PAASI FP Equity_DX_SUPPLY_SI_QTY,PAASI FP Equity_DX_BROKER_SI_QTY,PAASI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PAASI FP Equity_DX_SUPPLY_SI_QTY_INC_x,PAASI FP Equity_DX_BROKER_SI_MV_INC_x,PAASI FP Equity_DX_BROKER_SI_QTY_ADD,PAASI FP Equity_DX_SUPPLY_SI_MV_DEC,PAASI FP Equity_DX_BROKER_SI_QTY_INC,PAASI FP Equity_DX_SUPPLY_SI_QTY_DEC,PAASI FP Equity_DX_BROKER_SI_MV_INC_y,PAASI FP Equity_DX_SUPPLY_SI_QTY_INC_y,PAASI FP Equity_DX_BROKER_SI_MV_ADD,PAASI FP Equity_DX_SUPPLY_SI_QTY_ADD,PAASI FP Equity_DX_BROKER_SI_QTY_DEC,PAASI FP Equity_DX_SUPPLY_SI_MV,PAASI FP Equity_DX_BROKER_SI_MV_DEC,PAASI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PAASI FP Equity_DX_UTILIZATION_QUANTITY,PAASI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PAASI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PAASI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PAASI FP Equity_DX_ACTIVE_UTILIZATION_MV,PAASI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PAASI FP Equity_DX_BROKER_SI_CON_RATIO,PAASI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PAASI FP Equity_DX_DEMAND_SUPPLY_RATIO,PAASI FP Equity_PX_LAST
2021-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.89
2021-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.04
2021-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.739
2021-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.791
2021-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.572
2021-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.643
2021-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.745
2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.107
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.445
2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.439
2021-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.433
2021-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.674
2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.67
2021-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.307
2021-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.281
2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.315
2021-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.283
2021-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.045
2021-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.789
2021-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.769
2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.812
2021-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.201
2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.263
2021-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.637
2021-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.666
2021-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.533
2021-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.678
2021-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.396
2021-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.46
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.696
2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.388
2021-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.926
2021-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.281
2021-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.068
2021-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.818
2021-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.738
2021-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.923
2021-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.709
2021-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.94
2021-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.976
2021-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.359
2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.28
2021-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.558
2021-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.534
2021-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.406
2021-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.423
2021-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.572
2021-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.598
2021-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.327
2021-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.063
2021-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.004
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.129
2021-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.914
2021-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.866
2021-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.968
2021-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.003
2021-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.083
2021-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.128
2021-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.353
2021-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.767
2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.926
2021-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.963
2021-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.234
2021-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.184
2021-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.763
2021-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.879
2021-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.935
2021-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.727
2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.784
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.899
2021-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.673
2021-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.898
2021-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.748
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.293
2021-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.173
2021-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.781
2021-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.84
2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.447
2021-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.386
2021-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.512
2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.319
2021-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.978
2021-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.902
2021-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.544
2021-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.771
2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.73
2021-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.129
2021-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.653
2021-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.735
2021-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.891
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.785
2021-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.926
2021-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.913
2021-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.677
2021-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.108
2022-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.201
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.084
2022-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.872
2022-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.786
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.82
2022-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.861
2022-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.337
2022-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.569
2022-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.378
2022-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.325
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.308
2022-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.145
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.094
2022-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.631
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.12
2022-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.292
2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.49
2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.54
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.315
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.035
2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.722
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.926
2022-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.754
2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.347
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.239
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.315
2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.501
2022-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.851
2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.785
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.813
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.441
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.731
2022-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.746
2022-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.861
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.438
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.337
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2
2022-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.106
2022-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.311
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.907
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.916
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.085
2022-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.061
2022-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.819
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.495
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.942
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.58
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86
2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.435
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.324
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.659
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.45
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.036
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.967
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.573
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.99
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.582
2022-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.557
2022-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.463
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.142
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.26
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.463
2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.437
2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.171
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.502
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.077
2022-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.882
2022-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.497
2022-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,4643.2,0.0,0.0,,0.0,,0.0,23.216
2022-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,4692.8,0.0,0.0,,0.0,,0.0,23.464
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.037
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.186
2022-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.294
2022-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.212
2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.883
2022-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.667
2022-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.45
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.441
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.002
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.978
2022-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.319
2022-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.524
2022-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.198
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.852
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.095
2022-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.731
2022-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.469
2022-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.44
2022-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.453
2022-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.773
2022-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.639
2022-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.129
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.059
2022-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.353
2022-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.138
2022-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.091
2022-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.225
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.16
2022-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.45
2022-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.674
2022-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.974
2022-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.31
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.62
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.852
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.645
2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.838
2022-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.58
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.982
2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.873
2022-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.133
2022-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.921
2022-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.793
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.183
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.575
2022-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.711
2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.868
2022-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.169
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.16
2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.423
2022-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.953
2022-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.133
2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.568
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.638
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.763
2022-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.532
2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.445
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.471
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.424
2022-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.624
2022-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.326
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.277
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.781
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.84
2022-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7
2022-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.566
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.554
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.747
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.721
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.73
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.837
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.752
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.669
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.748
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.934
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.924
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.614
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.377
2022-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.523
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.745
2022-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.739
2022-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.875
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.801
2022-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.672
2022-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.556
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.854
2022-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.941
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.089
2022-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.123
2022-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.041
2022-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.028
2022-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.908
2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.972
2022-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.963
2022-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.073
2022-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.377
2022-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.259
2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.907
2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.659
2022-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.824
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.696
2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.613
2022-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.58
2022-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.397
2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.311
2022-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.381
2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.457
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.616
2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.336
2022-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.285
2022-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.149
2022-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.74
2022-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.746
2022-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.842
2022-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.758
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1246.36,0.0,0.0,,0.0,,0.0,21.489
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1234.41,0.0,0.0,,0.0,,0.0,21.283
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1239.29,0.0,0.0,,0.0,,0.0,21.367
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1239.63,0.0,0.0,,0.0,,0.0,21.373
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1226.06,0.0,0.0,,0.0,,0.0,21.139
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1185.52,0.0,0.0,,0.0,,0.0,20.44
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,58.0,1193.47,0.0,0.0,,0.0,,0.0,20.577
