,ALDBT FP Equity_DX_SI_QTY,ALDBT FP Equity_DX_SHORT_INTEREST_VALUE,ALDBT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDBT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDBT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDBT FP Equity_DX_SI_MV,ALDBT FP Equity_DX_DSS,ALDBT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDBT FP Equity_DX_SUPPLY_SI_QTY,ALDBT FP Equity_DX_BROKER_SI_QTY,ALDBT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDBT FP Equity_DX_BROKER_SI_MV_NEW_x,ALDBT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALDBT FP Equity_DX_BROKER_SI_MV_INC_x,ALDBT FP Equity_DX_BROKER_SI_QTY_ADD,ALDBT FP Equity_DX_BROKER_SI_QTY_NEW,ALDBT FP Equity_DX_SUPPLY_SI_MV_DEC,ALDBT FP Equity_DX_BROKER_SI_QTY_INC,ALDBT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALDBT FP Equity_DX_BROKER_SI_MV_NEW_y,ALDBT FP Equity_DX_BROKER_SI_MV_INC_y,ALDBT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALDBT FP Equity_DX_BROKER_SI_MV_ADD,ALDBT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALDBT FP Equity_DX_BROKER_SI_QTY_DEC,ALDBT FP Equity_DX_SUPPLY_SI_MV,ALDBT FP Equity_DX_BROKER_SI_MV_DEC,ALDBT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDBT FP Equity_DX_UTILIZATION_QUANTITY,ALDBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDBT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDBT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDBT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALDBT FP Equity_DX_BROKER_SI_CON_RATIO,ALDBT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALDBT FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-01-26,756448.0,120275.23,0.34,0.08,0.34,0.13,0.0,119639.23,99881.0,752448.0,15881.08,,,0.03,,,,200000.0,,,0.03,,,,,0.02,,100.0,44.98,0.0,0.0,0.0,100.0,10.51,0.7948,88.52,3.4063
2021-01-27,772448.0,120501.89,0.35,0.09,0.34,0.14,0.0,119877.89,99881.0,768448.0,15581.44,,,0.0,,,,16000.0,,,0.0,,,,,0.02,,100.0,75.85,0.0,0.0,0.0,100.0,10.92,0.7892,88.16,5.8657
2021-01-28,772448.0,117412.1,0.35,0.08,0.34,0.13,0.0,116804.1,99881.0,768448.0,15181.91,,,,,,,,,,,,,,,0.02,,100.0,44.98,0.0,0.0,0.0,100.0,10.56,0.7945,88.5,3.4784
2021-01-29,807448.0,121117.2,0.36,0.09,0.36,0.14,0.0,120517.2,134881.0,803448.0,20232.15,,35000.0,0.0,,,,35000.0,,,0.0,35000.0,,,,0.02,,100.0,46.18,0.0,0.0,0.0,100.0,10.22,0.8006,88.89,2.7646
2021-02-01,807448.0,123539.54,0.36,0.09,0.36,0.14,0.0,122927.54,134881.0,803448.0,20636.79,,,,,,,,,,,,,,,0.02,,100.0,46.18,0.0,0.0,0.0,100.0,10.31,0.7994,88.81,2.7646
2021-02-02,807448.0,127576.78,0.36,0.09,0.36,0.12,0.0,126944.78,134881.0,803448.0,21311.2,,,,,,,,,,,,,,,0.02,,100.0,46.18,0.0,0.0,0.0,100.0,11.47,0.7797,87.55,2.7646
2021-02-03,1007448.0,157665.61,0.45,0.11,0.45,0.17,1.0,157039.61,134881.0,1003448.0,21108.88,,,0.05,,,,200000.0,,,0.05,,,,,0.02,,100.0,46.18,0.0,0.0,0.0,100.0,8.71,0.8279,90.57,3.4493
2021-02-04,1057448.0,175007.64,0.48,0.12,0.47,0.18,1.0,174345.64,184881.0,1053448.0,30597.81,,50000.0,0.01,,,,50000.0,,,0.01,50000.0,,,,0.03,,100.0,47.15,0.0,0.0,0.0,100.0,12.37,0.771,86.93,2.6971
2021-02-05,1057448.0,171306.58,0.48,0.12,0.47,0.19,1.0,170658.58,184881.0,1053448.0,29950.72,,,,,,,,,,,,,,,0.03,,100.0,47.15,0.0,0.0,0.0,100.0,12.54,0.7687,86.77,2.6971
2021-02-08,1257448.0,217538.5,0.57,0.14,0.56,0.22,1.0,216846.5,384881.0,1253448.0,66584.41,,200000.0,0.03,,,,200000.0,,,0.03,200000.0,,,,0.06,,100.0,48.59,0.0,0.0,0.0,100.0,16.31,0.7169,83.08,1.5875
2021-02-09,1347448.0,233108.5,0.61,0.14,0.6,0.23,1.0,232416.5,384881.0,1343448.0,66584.41,,,0.01,,,,90000.0,,,0.01,,,,,0.07,,100.0,48.59,0.0,0.0,0.0,100.0,16.38,0.7165,83.04,1.7012
2021-02-10,2182124.0,377507.45,0.98,0.23,0.97,0.39,1.0,285990.45,784881.0,1653124.0,135784.41,,400000.0,,400000.0,,,,,,,400000.0,0.07,,90324.0,0.14,0.02,100.0,49.3,0.0,0.0,0.0,100.0,35.88,0.4175,52.55,1.3706
2021-02-11,2182124.0,387327.01,0.98,0.23,0.97,0.39,1.0,293429.51,784881.0,1653124.0,139316.38,,,,,,,,,,,,,,,0.14,,100.0,49.3,0.0,0.0,0.0,100.0,35.88,0.4175,52.55,1.3706
2021-02-12,2182124.0,380780.64,0.98,0.23,0.97,0.39,1.0,288470.14,784881.0,1653124.0,136961.73,,,,,,,,,,,,,,,0.14,,100.0,49.3,0.0,0.0,0.0,100.0,35.79,0.4176,52.62,1.3706
2021-02-15,2012124.0,364194.44,0.9,0.21,0.9,0.36,1.0,282020.44,689881.0,1558124.0,124868.46,,,,,,0.02,,95000.0,,,,,,95000.0,0.12,0.02,100.0,49.2,0.0,0.0,0.0,100.0,38.87,0.4657,55.88,1.4351
2021-02-16,1917124.0,344123.76,0.86,0.2,0.85,0.35,1.0,262630.76,564881.0,1463124.0,101396.14,,,,,,0.02,,125000.0,,,,,,95000.0,0.1,0.01,100.0,49.03,0.0,0.0,0.0,100.0,40.98,0.4567,53.5,1.6641
2021-02-17,1917124.0,331662.45,0.86,0.19,0.85,0.35,1.0,253120.45,564881.0,1463124.0,97724.41,,,,,,,,,,,,,,,0.1,,100.0,49.03,0.0,0.0,0.0,100.0,40.91,0.4569,53.57,1.6641
2021-02-18,1917124.0,325911.08,0.86,0.19,0.85,0.34,1.0,248731.08,564881.0,1463124.0,96029.77,,,,,,,,,,,,,,,0.1,,100.0,49.03,0.0,0.0,0.0,100.0,40.62,0.458,53.89,1.6641
2021-02-19,1917124.0,329745.33,0.86,0.2,0.85,0.34,1.0,251657.33,564881.0,1463124.0,97159.53,,,,,,,,,,,,,,,0.1,,100.0,49.03,0.0,0.0,0.0,100.0,40.48,0.4586,54.05,1.6641
2021-02-22,1917124.0,327828.2,0.86,0.2,0.85,0.34,1.0,250194.2,564881.0,1463124.0,96594.65,,,,,,,,,,,,,,,0.1,,100.0,49.03,0.0,0.0,0.0,100.0,40.57,0.4583,53.95,1.6641
2021-02-23,1917124.0,318242.58,0.86,0.2,0.85,0.34,1.0,242878.58,564881.0,1463124.0,93770.25,,,,,,,,,,,,,,,0.1,,100.0,49.03,0.0,0.0,0.0,100.0,40.53,0.4584,54.0,1.6641
2021-02-24,1917124.0,324952.52,0.86,0.2,0.85,0.33,1.0,247999.52,564881.0,1463124.0,95747.33,,,,,,,,,,,,,,,0.09,,100.0,49.03,0.0,0.0,0.0,100.0,40.28,0.4594,54.27,1.6641
2021-02-25,1917124.0,329745.33,0.86,0.2,0.85,0.34,1.0,251657.33,564881.0,1463124.0,97159.53,,,,,,,,,,,,,,,0.1,,100.0,49.03,0.0,0.0,0.0,100.0,40.46,0.4588,54.08,1.6641
2021-02-26,1917124.0,320159.71,0.86,0.21,0.85,0.34,1.0,244341.71,564881.0,1463124.0,94335.13,,,,,,,,,,,,,,,0.1,,100.0,49.03,0.0,0.0,0.0,100.0,40.57,0.4583,53.95,1.6641
2021-03-01,1917124.0,324952.52,0.86,0.21,0.85,0.33,1.0,247999.52,564881.0,1463124.0,95747.33,,,,,,,,,,,,,,,0.09,,100.0,49.03,0.0,0.0,0.0,100.0,40.33,0.4592,54.22,1.6641
2021-03-02,1917124.0,322076.83,0.86,0.21,0.85,0.34,1.0,245804.83,564881.0,1463124.0,94900.01,,,,,,,,,,,,,,,0.1,,100.0,49.03,0.0,0.0,0.0,100.0,40.46,0.4588,54.08,1.6641
2021-03-03,1917124.0,318242.58,0.86,0.21,0.85,0.33,1.0,242878.58,564881.0,1463124.0,93770.25,,,,,,,,,,,,,,,0.09,,100.0,49.03,0.0,0.0,0.0,100.0,40.38,0.459,54.16,1.6641
2021-03-04,1371143.0,222125.17,0.62,0.16,0.61,0.23,1.0,156677.17,404000.0,967143.0,65448.0,,,,,,0.03,,160881.0,,,,,,495981.0,0.07,0.1,100.0,48.66,0.0,0.0,0.0,100.0,41.08,0.509,58.33,1.6514
2021-03-05,1436143.0,229782.88,0.65,0.22,0.64,0.23,1.0,165142.88,469000.0,1032143.0,75040.0,,65000.0,0.01,,,,65000.0,,,0.01,65000.0,,,,0.08,,100.0,48.84,0.0,0.0,0.0,100.0,43.74,0.5015,55.69,1.4955
2021-03-08,1436143.0,225474.45,0.65,0.28,0.64,0.23,1.0,162046.45,469000.0,1032143.0,73633.0,,,,,,,,,,,,,,,0.08,,100.0,48.84,0.0,0.0,0.0,100.0,43.53,0.5021,55.91,1.4955
2021-03-09,1436143.0,231219.02,0.65,0.3,0.64,0.23,1.0,166175.02,469000.0,1032143.0,75509.0,,,,,,,,,,,,,,,0.08,,100.0,48.84,0.0,0.0,0.0,100.0,43.29,0.5028,56.16,1.4955
2021-03-10,1439356.0,226698.57,0.65,0.31,0.64,0.23,1.0,163068.57,469000.0,1035356.0,73867.5,,,,5000.0,,,,,,,,0.0,,1787.0,0.08,0.0,100.0,48.84,0.0,0.0,0.0,100.0,43.52,0.4984,55.59,1.4988
2021-03-11,1551711.0,252928.89,0.7,0.35,0.69,0.24,1.0,187076.89,584000.0,1147711.0,95192.0,,115000.0,0.02,,,,112355.0,,,0.02,115000.0,,,,0.09,,100.0,49.06,0.0,0.0,0.0,100.0,47.6,0.4924,51.56,1.3036
2021-03-12,1611711.0,256262.05,0.72,0.36,0.72,0.26,1.0,192026.05,599000.0,1207711.0,95241.0,,15000.0,0.02,,,,60000.0,,,0.02,15000.0,,,,0.1,,100.0,49.09,0.0,0.0,0.0,100.0,49.33,0.4922,49.88,1.3207
2021-03-15,1611711.0,254650.34,0.72,0.36,0.72,0.26,1.0,190818.34,599000.0,1207711.0,94642.0,,,,,,,,,,,,,,,0.1,,100.0,49.09,0.0,0.0,0.0,100.0,49.28,0.492,49.91,1.3207
2021-03-16,1659954.0,263932.69,0.75,0.38,0.74,0.26,1.0,199696.69,599000.0,1255954.0,95241.0,,,0.01,,,,48243.0,,,0.01,,,,,0.09,,100.0,49.09,0.0,0.0,0.0,100.0,47.82,0.4929,51.39,1.3603
2021-03-17,1679954.0,266272.71,0.76,0.39,0.75,0.27,1.0,202238.71,599000.0,1275954.0,94941.5,,,0.0,,,,20000.0,,,0.0,,,,,0.1,,100.0,49.09,0.0,0.0,0.0,100.0,47.15,0.4937,52.08,1.3767
2021-03-18,1679954.0,267952.66,0.76,0.39,0.75,0.27,1.0,203514.66,599000.0,1275954.0,95540.5,,,,,,,,,,,,,,,0.09,,100.0,49.09,0.0,0.0,0.0,100.0,47.14,0.4936,52.09,1.3767
2021-03-19,1687454.0,263242.82,0.76,0.4,0.75,0.27,1.0,200218.82,599000.0,1283454.0,93444.0,,,0.0,,,,7500.0,,,0.0,,,,,0.1,,100.0,49.09,0.0,0.0,0.0,100.0,46.95,0.4939,52.29,1.3828
2021-03-22,1722454.0,265257.92,0.77,0.41,0.77,0.27,1.0,203041.92,599000.0,1318454.0,92246.0,,,0.0,,,,35000.0,,,0.0,,,,,0.09,,100.0,48.58,0.0,0.0,0.0,100.0,45.95,0.4952,53.29,1.3969
2021-03-23,1722454.0,268702.82,0.77,0.46,0.77,0.27,1.0,205678.82,599000.0,1318454.0,93444.0,,,,,,,,,,,,,,,0.09,,100.0,48.58,0.0,0.0,0.0,100.0,45.92,0.4953,53.34,1.3969
2021-03-24,1637795.0,255496.02,0.74,0.44,0.73,0.26,1.0,192472.02,576841.0,1233795.0,89987.2,,,,,,0.0,,22159.0,,,,,,84659.0,0.09,0.01,100.0,48.53,0.0,0.0,0.0,100.0,48.46,0.4924,50.74,1.3778
2021-03-25,1647795.0,252112.64,0.74,0.47,0.73,0.26,1.0,190300.64,586841.0,1243795.0,89786.67,,10000.0,0.0,,,,10000.0,,,0.0,10000.0,,,,0.09,,100.0,48.55,0.0,0.0,0.0,100.0,48.18,0.4927,51.04,1.3633
2021-03-26,1647795.0,216685.04,0.74,0.48,0.73,0.25,1.0,163559.04,586841.0,1243795.0,77169.59,,,,,,,,,,,,,,,0.09,,100.0,48.55,0.0,0.0,0.0,100.0,48.14,0.4926,51.07,1.3633
2021-03-29,1625795.0,210540.45,0.73,0.37,0.73,0.22,1.0,158222.45,586841.0,1221795.0,75995.91,,,,,,,,,,,,,,22000.0,0.08,0.02,100.0,48.55,0.0,0.0,0.0,100.0,47.86,0.4925,51.32,1.3451
2021-03-30,1625795.0,211353.35,0.73,0.38,0.73,0.21,1.0,158833.35,586841.0,1221795.0,76289.33,,,,,,,,,,,,,,,0.08,,100.0,48.55,0.0,0.0,0.0,100.0,49.36,0.492,49.84,1.3451
2021-03-31,1625795.0,203224.38,0.73,0.38,0.73,0.21,1.0,152724.38,586841.0,1221795.0,73355.13,,,,,,,,,,,,,,,0.08,,100.0,48.55,0.0,0.0,0.0,100.0,49.37,0.4921,49.83,1.3451
2021-04-01,1584893.0,197319.18,0.71,0.37,0.71,0.2,1.0,147021.18,573939.0,1180893.0,71455.41,,,,,,0.0,,12902.0,,,,,,40902.0,0.07,0.01,100.0,48.52,0.0,0.0,0.0,100.0,48.53,0.4952,50.97,1.3398
2021-04-02,1584893.0,197319.18,0.71,0.36,0.71,0.2,1.0,147021.18,573939.0,1180893.0,71455.41,,,,,,,,,,,,,,,0.07,,100.0,48.52,0.0,0.0,0.0,100.0,48.52,0.4953,50.97,1.3398
2021-04-05,1584893.0,197319.18,0.71,0.36,0.71,0.2,1.0,147021.18,573939.0,1180893.0,71455.41,,,,,,,,,,,,,,,0.07,,100.0,48.52,0.0,0.0,0.0,100.0,49.07,0.4951,50.43,1.3398
2021-04-06,1584893.0,187334.35,0.71,0.36,0.71,0.2,1.0,139581.55,573939.0,1180893.0,67839.59,,,,,,,,,,,,,,,0.07,,100.0,48.52,0.0,0.0,0.0,100.0,49.02,0.4951,50.48,1.3398
2021-04-07,1584893.0,174655.21,0.71,0.34,0.71,0.19,1.0,130134.41,573939.0,1180893.0,63248.08,,,,,,,,,,,,,,,0.07,,100.0,48.52,0.0,0.0,0.0,100.0,49.01,0.495,50.47,1.3398
2021-04-08,1584893.0,178300.46,0.71,0.32,0.71,0.17,1.0,132850.46,573939.0,1180893.0,64568.14,,,,,,,,,,,,,,,0.06,,100.0,48.52,0.0,0.0,0.0,100.0,49.01,0.4949,50.46,1.3398
2021-04-09,1584893.0,180836.29,0.71,0.32,0.71,0.18,1.0,134739.89,573939.0,1180893.0,65486.44,,,,,,,,,,,,,,,0.06,,100.0,48.52,0.0,0.0,0.0,100.0,49.02,0.4951,50.48,1.3398
2021-04-12,1584893.0,157221.39,0.71,0.32,0.71,0.18,1.0,117144.59,573939.0,1180893.0,56934.75,,,,,,,,,,,,,,,0.07,,100.0,48.52,0.0,0.0,0.0,100.0,49.02,0.4951,50.48,1.3398
2021-04-13,1584893.0,149613.9,0.71,0.29,0.71,0.16,1.0,111476.3,573939.0,1180893.0,54179.84,,,,,,,,,,,,,,,0.06,,100.0,48.52,0.0,0.0,0.0,100.0,49.0,0.4947,50.46,1.3398
2021-04-14,1584893.0,166413.77,0.71,0.27,0.71,0.15,1.0,123993.77,573939.0,1180893.0,60263.6,,,,,,,,,,,,,,,0.05,,100.0,48.52,0.0,0.0,0.0,100.0,49.01,0.495,50.47,1.3398
2021-04-15,1584893.0,163085.49,0.71,0.26,0.71,0.17,1.0,121513.89,573939.0,1180893.0,59058.32,,,,,,,,,,,,,,,0.06,,100.0,48.52,0.0,0.0,0.0,100.0,49.03,0.4953,50.49,1.3398
2021-04-16,1584893.0,161659.09,0.71,0.25,0.71,0.16,1.0,120451.09,573939.0,1180893.0,58541.78,,,,,,,,,,,,,,,0.06,,100.0,48.52,0.0,0.0,0.0,100.0,49.02,0.495,50.47,1.3398
2021-04-19,1584893.0,153100.66,0.71,0.28,0.71,0.16,1.0,114074.26,573939.0,1180893.0,55442.51,,,,,,,,,,,,,,,0.06,,100.0,48.52,0.0,0.0,0.0,100.0,49.02,0.4951,50.48,1.3398
2021-04-20,1584893.0,145651.67,0.71,0.29,0.71,0.15,1.0,108524.07,573939.0,1180893.0,52744.99,,,,,,,,,,,,,,,0.06,,100.0,48.52,0.0,0.0,0.0,100.0,49.02,0.495,50.47,1.3398
2021-04-21,1584893.0,150247.86,0.71,0.28,0.71,0.15,1.0,111948.66,573939.0,1180893.0,54409.42,,,,,,,,,,,,,,,0.05,,100.0,48.52,0.0,0.0,0.0,100.0,49.01,0.495,50.47,1.3398
2021-04-22,1584893.0,143749.8,0.71,0.28,0.71,0.15,1.0,107107.0,573939.0,1180893.0,52056.27,,,,,,,,,,,,,,,0.05,,100.0,48.52,0.0,0.0,0.0,100.0,49.03,0.4952,50.48,1.3398
2021-04-23,1309893.0,120510.16,0.59,0.23,0.58,0.12,1.0,83342.16,573939.0,905893.0,52802.39,,,,,,,,,,,,,,275000.0,0.05,0.03,100.0,48.52,0.0,0.0,0.0,100.0,40.07,0.5123,59.3,1.1074
2021-04-26,1034893.0,98004.37,0.47,0.19,0.46,0.1,1.0,85788.07,298939.0,905893.0,28309.52,,,,,,0.02,,275000.0,,,,,,,0.03,,100.0,47.23,0.0,0.0,0.0,100.0,24.16,0.622,75.07,1.6351
2021-04-27,1034893.0,94175.26,0.47,0.19,0.46,0.1,1.0,82436.26,298939.0,905893.0,27203.45,,,,,,,,,,,,,,,0.03,,100.0,47.23,0.0,0.0,0.0,100.0,24.16,0.6221,75.08,1.6351
2021-04-28,977763.0,88585.33,0.44,0.18,0.44,0.09,1.0,76897.93,241809.0,848763.0,21907.9,,,,,,0.01,,57130.0,,,,,,57130.0,0.02,0.01,100.0,46.62,0.0,0.0,0.0,100.0,25.57,0.6071,73.6,1.8852
2021-04-29,977763.0,87900.89,0.44,0.18,0.44,0.09,1.0,76303.79,241809.0,848763.0,21738.63,,,,,,,,,,,,,,,0.02,,100.0,46.62,0.0,0.0,0.0,100.0,25.57,0.6073,73.61,1.8852
2021-04-30,977763.0,90736.41,0.44,0.17,0.44,0.09,1.0,78765.21,241809.0,848763.0,22439.88,,,,,,,,,,,,,,,0.02,,100.0,46.62,0.0,0.0,0.0,100.0,25.56,0.6073,73.62,1.8852
2021-05-03,977763.0,82327.64,0.44,0.17,0.44,0.09,1.0,71465.84,241809.0,848763.0,20360.32,,,,,,,,,,,,,,,0.02,,100.0,46.62,0.0,0.0,0.0,100.0,26.16,0.6016,73.02,1.8852
2021-05-04,977763.0,80372.12,0.44,0.17,0.44,0.08,1.0,69768.32,241809.0,848763.0,19876.7,,,,,,,,,,,,,,,0.02,,100.0,46.62,0.0,0.0,0.0,100.0,25.55,0.6068,73.58,1.8852
2021-05-05,1039363.0,85227.77,0.47,0.18,0.46,0.09,0.0,72124.17,272609.0,879563.0,22353.94,,30800.0,,30800.0,,,,,,,30800.0,0.0,,,0.02,,100.0,46.98,0.0,0.0,0.0,100.0,24.05,0.541,69.25,1.7912
2021-05-06,1039363.0,81590.0,0.47,0.18,0.46,0.09,0.0,69045.7,272609.0,879563.0,21399.81,,,,,,,,,,,,,,,0.02,,100.0,46.98,0.0,0.0,0.0,100.0,24.08,0.5422,69.34,1.7912
2021-05-07,1039363.0,81693.93,0.47,0.18,0.46,0.08,0.0,69133.65,272609.0,879563.0,21427.07,,,,,,,,,,,,,,,0.02,,100.0,46.98,0.0,0.0,0.0,100.0,24.05,0.5408,69.24,1.7912
2021-05-10,1039363.0,75769.56,0.47,0.18,0.46,0.08,0.0,64120.14,272609.0,879563.0,19873.2,,,,,,,,,,,,,,,0.02,,100.0,46.98,0.0,0.0,0.0,100.0,24.1,0.5431,69.4,1.7912
2021-05-11,1039363.0,78575.84,0.47,0.17,0.46,0.08,0.0,66494.96,272609.0,879563.0,20609.24,,,,,,,,,,,,,,,0.02,,100.0,46.98,0.0,0.0,0.0,100.0,24.02,0.5396,69.16,1.7912
2021-05-12,919663.0,80930.34,0.41,0.18,0.41,0.07,0.0,66867.94,272609.0,759863.0,23989.59,,,,,,,,,,,,,,119700.0,0.02,0.01,100.0,49.75,0.0,0.0,0.0,100.0,27.04,0.4996,64.9,1.6783
2021-05-13,885612.0,72708.75,0.4,0.16,0.39,0.08,0.0,59589.17,272609.0,725812.0,22381.2,,,,,,,,,,,,,,34051.0,0.02,0.0,100.0,50.37,0.0,0.0,0.0,100.0,28.31,0.4957,64.11,1.6363
2021-05-14,885612.0,71823.13,0.4,0.16,0.39,0.07,0.0,58863.35,272609.0,725812.0,22108.59,,,,,,,,,,,,,,,0.02,,100.0,50.37,0.0,0.0,0.0,100.0,28.23,0.4932,63.92,1.6363
2021-05-17,881612.0,64798.48,0.4,0.16,0.39,0.07,0.0,53347.18,268609.0,725812.0,19742.76,,,,,,0.0,,4000.0,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,28.45,0.5003,64.41,1.6411
2021-05-18,877612.0,68453.74,0.39,0.17,0.39,0.06,0.0,56301.34,268609.0,721812.0,20951.5,,,,,,,,,,,,,,4000.0,0.02,0.0,100.0,50.0,0.0,0.0,0.0,100.0,28.42,0.5002,64.36,1.6336
2021-05-19,848641.0,67042.64,0.38,0.16,0.38,0.07,0.0,54734.44,268609.0,692841.0,21220.11,,,,,,,,,,,,,,28971.0,0.02,0.0,100.0,50.0,0.0,0.0,0.0,100.0,29.44,0.4922,63.26,1.5797
2021-05-20,852698.0,64805.05,0.38,0.18,0.38,0.07,0.0,52964.25,272790.0,696898.0,20732.04,,4181.0,0.0,,,,4057.0,,,0.0,4181.0,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,29.24,0.4957,63.65,1.5629
2021-05-21,906598.0,75519.61,0.41,0.19,0.4,0.07,0.0,62541.47,326690.0,750798.0,27213.28,,53900.0,0.0,,,,53900.0,,,0.0,53900.0,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,27.77,0.5067,65.16,1.3876
2021-05-24,1001598.0,77323.37,0.45,0.17,0.45,0.08,0.0,65295.61,366690.0,845798.0,28308.47,,40000.0,0.01,,,,95000.0,,,0.01,40000.0,,,,0.03,,100.0,50.0,0.0,0.0,0.0,100.0,24.53,0.5462,69.45,1.3657
2021-05-25,1001598.0,78324.96,0.45,0.17,0.45,0.08,0.0,66141.4,366690.0,845798.0,28675.16,,,,,,,,,,,,,,,0.03,,100.0,50.0,0.0,0.0,0.0,100.0,25.01,0.5398,68.81,1.3657
2021-05-26,997898.0,81428.48,0.45,0.18,0.45,0.08,0.0,68715.2,362990.0,842098.0,29619.98,,,,,,0.0,,3700.0,,,,,,3700.0,0.03,0.0,100.0,50.0,0.0,0.0,0.0,100.0,24.98,0.5386,68.72,1.3746
2021-05-27,997898.0,80530.37,0.45,0.19,0.45,0.08,0.0,67957.31,362990.0,842098.0,29293.29,,,,,,,,,,,,,,,0.03,,100.0,50.0,0.0,0.0,0.0,100.0,24.68,0.5428,69.14,1.3746
2021-05-28,1167155.0,98274.45,0.52,0.23,0.52,0.09,0.0,85156.09,362990.0,1011355.0,30563.76,,,0.01,,,,169257.0,,,0.01,,,,,0.03,,100.0,50.0,0.0,0.0,0.0,100.0,21.17,0.5868,73.42,1.6077
2021-05-31,1167155.0,100842.19,0.52,0.21,0.52,0.09,0.0,87381.07,362990.0,1011355.0,31362.34,,,,,,,,,,,,,,,0.03,,100.0,50.0,0.0,0.0,0.0,100.0,21.43,0.5822,73.02,1.6077
2021-06-01,1112144.0,100092.96,0.5,0.2,0.5,0.1,0.0,86070.96,308881.0,956344.0,27799.29,,,,,,0.0,,54109.0,,,,,,55011.0,0.03,0.0,100.0,50.0,0.0,0.0,0.0,100.0,22.45,0.5706,71.9,1.8003
2021-06-02,1112144.0,102984.53,0.5,0.2,0.5,0.1,0.0,88557.45,308881.0,956344.0,28602.38,,,,,,,,,,,,,,,0.03,,100.0,50.0,0.0,0.0,0.0,100.0,21.28,0.5817,73.02,1.8003
2021-06-03,1112144.0,100426.6,0.5,0.2,0.5,0.1,0.0,86357.86,308881.0,956344.0,27891.95,,,,,,,,,,,,,,,0.03,,100.0,50.0,0.0,0.0,0.0,100.0,21.11,0.5853,73.32,1.8003
2021-06-04,1112144.0,98980.82,0.5,0.2,0.5,0.1,0.0,85114.62,308881.0,956344.0,27490.41,,,,,,,,,,,,,,,0.03,,100.0,50.0,0.0,0.0,0.0,100.0,22.49,0.5722,72.01,1.8003
2021-06-07,1112144.0,100092.96,0.5,0.2,0.5,0.1,0.0,86070.96,308881.0,956344.0,27799.29,,,,,,,,,,,,,,,0.03,,100.0,50.0,0.0,0.0,0.0,100.0,22.47,0.5714,71.96,1.8003
2021-06-08,1117144.0,99090.67,0.5,0.2,0.5,0.1,0.0,85271.21,308881.0,961344.0,27397.74,,,0.0,,,,5000.0,,,0.0,,,,,0.03,,100.0,50.0,0.0,0.0,0.0,100.0,22.39,0.5676,71.69,1.8084
2021-06-09,1117144.0,94957.24,0.5,0.19,0.5,0.1,0.0,81714.24,308881.0,961344.0,26254.89,,,,,,,,,,,,,,,0.03,,100.0,50.0,0.0,0.0,0.0,100.0,22.41,0.5685,71.76,1.8084
2021-06-10,1117144.0,93058.1,0.5,0.19,0.5,0.1,0.0,80079.96,308881.0,961344.0,25729.79,,,,,,,,,,,,,,,0.03,,100.0,50.0,0.0,0.0,0.0,100.0,22.37,0.567,71.65,1.8084
2021-06-11,1117144.0,89818.38,0.5,0.19,0.5,0.09,0.0,77292.06,308881.0,961344.0,24834.03,,,,,,,,,,,,,,,0.03,,100.0,50.0,0.0,0.0,0.0,100.0,22.4,0.5683,71.74,1.8084
2021-06-14,1117144.0,89371.52,0.5,0.19,0.5,0.09,0.0,76907.52,308881.0,961344.0,24710.48,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,22.38,0.5673,71.67,1.8084
2021-06-15,1117144.0,87137.23,0.5,0.2,0.5,0.09,0.0,74984.83,308881.0,961344.0,24092.72,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,22.4,0.568,71.72,1.8084
2021-06-16,1139844.0,87881.97,0.51,0.2,0.51,0.09,0.0,75869.79,308881.0,984044.0,23814.73,,,0.0,,,,22700.0,,,0.0,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,21.92,0.5737,72.27,1.8451
2021-06-17,1139844.0,86628.14,0.51,0.2,0.51,0.09,0.0,74787.34,308881.0,984044.0,23474.96,,,,,,,,,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,21.94,0.5737,72.26,1.8451
