,GBT FP Equity_DX_SI_QTY,GBT FP Equity_DX_SHORT_INTEREST_VALUE,GBT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GBT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GBT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GBT FP Equity_DX_SI_MV,GBT FP Equity_DX_DSS,GBT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GBT FP Equity_DX_SUPPLY_SI_QTY,GBT FP Equity_DX_BROKER_SI_QTY,GBT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GBT FP Equity_DX_BROKER_SI_MV_NEW_x,GBT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GBT FP Equity_DX_SUPPLY_SI_QTY_INC_x,GBT FP Equity_DX_BROKER_SI_MV_INC_x,GBT FP Equity_DX_SUPPLY_SI_MV_NEW,GBT FP Equity_DX_BROKER_SI_QTY_ADD,GBT FP Equity_DX_BROKER_SI_QTY_NEW,GBT FP Equity_DX_SUPPLY_SI_MV_DEC,GBT FP Equity_DX_BROKER_SI_QTY_INC,GBT FP Equity_DX_SUPPLY_SI_QTY_DEC,GBT FP Equity_DX_BROKER_SI_MV_NEW_y,GBT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GBT FP Equity_DX_BROKER_SI_MV_INC_y,GBT FP Equity_DX_SUPPLY_SI_QTY_INC_y,GBT FP Equity_DX_BROKER_SI_MV_ADD,GBT FP Equity_DX_SUPPLY_SI_QTY_ADD,GBT FP Equity_DX_BROKER_SI_QTY_DEC,GBT FP Equity_DX_SUPPLY_SI_MV,GBT FP Equity_DX_BROKER_SI_MV_DEC,GBT FP Equity_DX_SUPPLY_SI_MV_RMV,GBT FP Equity_DX_BROKER_SI_MV_RMV,GBT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GBT FP Equity_DX_UTILIZATION_QUANTITY,GBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GBT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GBT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GBT FP Equity_DX_ACTIVE_UTILIZATION_MV,GBT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GBT FP Equity_DX_BROKER_SI_CON_RATIO,GBT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GBT FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-02-13,2856.0,74789.86,0.13,0.53,0.02,0.08,0.0,70495.2,829.0,2692.0,21708.96,,,,,,,,0.08,,2801.0,,,,,,,,0.02,,,,3.33,0.14,24088.0,630790.66,,0.66,3.33,23.28,0.5479,70.02,0.0048
2014-02-14,2854.0,75281.03,0.13,0.53,0.02,0.08,0.0,70955.14,827.0,2690.0,21814.09,,,,,,,,0.0,,2.0,,,,,,,2.0,0.02,0.0,,,3.32,0.14,24088.0,635378.23,,0.66,3.32,23.22,0.548,70.05,0.0048
2014-02-17,2854.0,75906.11,0.13,0.51,0.02,0.08,0.0,71544.3,827.0,2690.0,21995.22,,,,,,,,,,,,,,,,,,0.02,,,,3.32,0.14,24088.0,640653.93,,0.67,3.32,23.22,0.5481,70.06,0.0048
2014-02-18,2849.0,76071.55,0.13,0.51,0.02,0.08,0.0,71692.56,822.0,2685.0,21948.34,,,,,,,,0.0,,5.0,,,,,,,5.0,0.02,0.0,,,3.3,0.14,24088.0,643177.09,,0.67,3.3,23.09,0.5493,70.18,0.0048
2014-02-19,2844.0,75288.08,0.13,0.5,0.02,0.08,0.0,70946.57,817.0,2680.0,21628.12,,,,,,,,0.0,,5.0,,,,,,,5.0,0.02,0.0,,,3.28,0.14,24088.0,637672.01,,0.68,3.28,22.95,0.5501,70.29,0.0048
2014-02-20,2839.0,75993.78,0.13,0.48,0.02,0.08,0.0,71603.86,812.0,2675.0,21735.45,,,,,,,,0.0,,5.0,,,,,,,5.0,0.02,0.0,,,3.26,0.14,24088.0,644782.74,,0.67,3.26,22.81,0.5512,70.4,0.0048
2014-02-21,2839.0,83184.94,0.13,0.46,0.02,0.08,0.0,78379.61,812.0,2675.0,23792.24,,,,,,,,,,,,,,,,,,0.02,,,,3.26,0.14,24088.0,705797.4,,0.68,3.26,22.82,0.5514,70.42,0.0047
2014-02-24,2839.0,82941.63,0.13,0.35,0.02,0.09,0.0,78150.36,812.0,2675.0,23722.65,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.14,0.0,0.0,,0.0,100.0,22.81,0.5513,70.41,0.0047
2014-02-25,2782.0,80852.5,0.13,0.33,0.02,0.09,0.0,76086.22,755.0,2618.0,21942.36,,,,,,,,0.0,,57.0,,,,,,,57.0,0.02,0.0,,,100.0,0.13,0.0,0.0,,0.0,100.0,21.24,0.5651,71.86,0.0046
2014-02-26,2782.0,81011.45,0.13,0.33,0.02,0.09,0.0,76235.8,755.0,2618.0,21985.5,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.13,0.0,0.0,,0.0,100.0,21.23,0.5648,71.84,0.0047
2014-02-27,2782.0,82389.02,0.13,0.32,0.02,0.09,0.0,77532.15,755.0,2618.0,22359.35,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.13,0.0,0.0,,0.0,100.0,21.24,0.5652,71.87,0.0046
2014-02-28,2782.0,83793.08,0.13,0.3,0.02,0.09,0.0,78853.44,755.0,2618.0,22740.39,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.13,0.0,0.0,,0.0,100.0,21.24,0.5655,71.89,0.0046
2014-03-03,2778.0,80921.43,0.13,0.29,0.02,0.09,0.0,76144.21,751.0,2614.0,21876.17,,,,,,,,0.0,,4.0,,,,,,,4.0,0.02,0.0,,,100.0,0.13,0.0,0.0,,0.0,100.0,21.11,0.5657,71.94,0.0046
2014-03-04,2765.0,81490.62,0.13,0.28,0.02,0.08,0.0,76657.18,738.0,2601.0,21750.48,,,,,,,,0.0,,13.0,,,,,,,13.0,0.02,0.0,,,100.0,0.12,0.0,0.0,,0.0,100.0,20.75,0.5692,72.29,0.0046
2014-03-05,2765.0,80621.73,0.13,0.26,0.02,0.09,0.0,75839.83,1338.0,2601.0,39013.34,,,,,,,,,,,,,,,,600.0,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,20.75,0.5693,72.29,0.0046
2014-03-06,3338.0,97742.46,0.15,0.31,0.03,0.1,0.0,92940.26,1338.0,3174.0,39178.97,,,,0.02,,,,,573.0,,,,0.02,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.71,0.4194,59.41,0.0055
2014-03-07,3338.0,98155.68,0.15,0.31,0.03,0.1,0.0,93333.17,1338.0,3174.0,39344.61,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.71,0.4191,59.39,0.0055
2014-03-10,3338.0,97583.53,0.15,0.3,0.03,0.1,0.0,92789.13,1338.0,3174.0,39115.27,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.71,0.4191,59.39,0.0055
2014-03-11,3338.0,98537.12,0.15,0.31,0.03,0.1,0.0,93695.87,1338.0,3174.0,39497.5,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.7,0.419,59.38,0.0055
2014-03-12,3338.0,98092.11,0.15,0.3,0.03,0.1,0.0,93272.72,1338.0,3174.0,39319.13,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.71,0.4191,59.39,0.0055
2014-03-13,3338.0,104385.77,0.15,0.3,0.03,0.1,0.0,99257.17,1338.0,3174.0,41841.87,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.7,0.419,59.38,0.0055
2014-03-14,3338.0,104703.63,0.15,0.25,0.03,0.11,0.0,99559.41,1338.0,3174.0,41969.28,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.7,0.419,59.38,0.0055
2014-03-17,3313.0,105307.57,0.15,0.25,0.03,0.11,0.0,100094.64,1313.0,3149.0,41735.24,,,,,,,,0.0,,25.0,,,,,,,25.0,0.04,0.0,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.85,0.4228,59.83,0.0055
2014-03-18,3310.0,103541.67,0.15,0.25,0.03,0.11,0.0,98411.51,1310.0,3146.0,40978.73,,,,,,,,0.0,,3.0,,,,,,,3.0,0.04,0.0,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.86,0.4233,59.88,0.0055
2014-03-19,3302.0,104234.72,0.15,0.25,0.03,0.11,0.0,99057.71,1302.0,3138.0,41100.43,,,,,,,,0.0,,8.0,,,,,,,8.0,0.04,0.0,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.9,0.4243,60.01,0.0055
2014-03-20,3302.0,102379.57,0.15,0.25,0.03,0.11,0.0,97294.69,1302.0,3138.0,40368.93,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.9,0.4242,60.0,0.0055
2014-03-21,3302.0,101719.26,0.15,0.24,0.03,0.11,0.0,96667.18,1302.0,3138.0,40108.56,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.91,0.4246,60.03,0.0055
2014-03-24,3302.0,102976.99,0.15,0.25,0.03,0.11,0.0,97862.44,1302.0,3138.0,40604.49,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.91,0.4247,60.04,0.0055
2014-03-25,3302.0,103542.97,0.15,0.24,0.03,0.11,0.0,98400.31,1302.0,3138.0,40827.66,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.91,0.4247,60.03,0.0055
2014-03-26,3302.0,101782.14,0.15,0.24,0.03,0.11,0.0,96726.94,1302.0,3138.0,40133.36,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.91,0.4246,60.03,0.0055
2014-03-27,3302.0,100933.17,0.15,0.24,0.03,0.11,0.0,95920.14,1302.0,3138.0,39798.6,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.9,0.4244,60.01,0.0055
2014-03-28,3302.0,100084.2,0.15,0.24,0.03,0.11,0.0,95113.33,1302.0,3138.0,39463.85,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.91,0.4246,60.03,0.0056
2014-03-31,3302.0,100304.3,0.15,0.24,0.03,0.11,0.0,95322.5,1302.0,3138.0,39550.64,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.91,0.4246,60.03,0.0056
2014-04-01,3302.0,100618.74,0.15,0.23,0.03,0.11,0.0,95621.32,1302.0,3138.0,39674.62,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.91,0.4246,60.03,0.0056
2014-04-02,3302.0,101562.04,0.15,0.23,0.03,0.11,0.0,96517.77,1302.0,3138.0,40046.57,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.91,0.4245,60.02,0.0056
2014-04-03,3302.0,100461.52,0.15,0.24,0.03,0.11,0.0,95471.91,1302.0,3138.0,39612.63,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.9,0.4244,60.01,0.0056
2014-04-04,3302.0,100933.17,0.15,0.24,0.03,0.11,0.0,95920.14,1302.0,3138.0,39798.6,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,18.91,0.4245,60.02,0.0056
2014-04-07,1981.0,60006.73,0.09,0.16,0.02,0.06,0.0,55038.98,1302.0,1817.0,39439.05,,,,,,,,,,,,,,,,,1321.0,0.04,0.04,,,100.0,0.22,0.0,0.0,,0.0,100.0,31.34,0.2905,33.77,0.0033
2014-04-08,1981.0,60365.15,0.09,0.16,0.02,0.06,0.0,55367.73,1302.0,1817.0,39674.62,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,31.34,0.2905,33.78,0.0033
2014-04-09,2802.0,85943.03,0.13,0.23,0.02,0.09,0.0,80912.82,1302.0,2638.0,39934.99,,,,0.03,,,,,821.0,,,,0.03,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.25,0.3696,52.98,0.0047
2014-04-10,2802.0,85649.53,0.13,0.23,0.02,0.09,0.0,80636.49,1302.0,2638.0,39798.6,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.25,0.3696,52.98,0.0047
2014-04-11,2802.0,89918.66,0.13,0.25,0.02,0.09,0.0,84655.76,1302.0,2638.0,41782.33,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.25,0.3695,52.97,0.0047
2014-04-14,2802.0,90318.9,0.13,0.24,0.02,0.1,0.0,85032.57,1302.0,2638.0,41968.31,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.24,0.3693,52.95,0.0047
2014-04-15,2800.0,90094.45,0.13,0.21,0.02,0.1,0.0,84817.49,1300.0,2636.0,41829.57,,,,,,,,0.0,,2.0,,,,,,,2.0,0.04,0.0,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.26,0.3697,53.0,0.0047
2014-04-16,2799.0,90355.46,0.11,0.21,0.02,0.1,0.0,85061.32,1299.0,2635.0,41933.46,,,,,,,,0.0,,1.0,,,,,,,1.0,0.04,0.0,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.27,0.3698,53.02,0.0047
2014-04-17,2799.0,91101.76,0.11,0.21,0.02,0.1,0.0,85763.89,1299.0,2635.0,42279.81,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.27,0.37,53.03,0.0047
2014-04-18,2799.0,91101.76,0.11,0.2,0.02,0.1,0.0,85763.89,1299.0,2635.0,42279.81,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.14,0.3703,53.11,0.0047
2014-04-21,2799.0,91101.76,0.11,0.2,0.02,0.1,0.0,85763.89,1299.0,2635.0,42279.81,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.27,0.3697,53.01,0.0047
2014-04-22,2797.0,90823.59,0.11,0.2,0.02,0.1,0.0,85498.22,1297.0,2633.0,42115.91,,,,,,,,0.0,,2.0,,,,,,,2.0,0.04,0.0,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.29,0.3701,53.06,0.0047
2014-04-23,2791.0,89964.33,0.11,0.21,0.02,0.1,0.0,84677.99,1291.0,2627.0,41613.74,,,,,,,,0.0,,6.0,,,,,,,6.0,0.04,0.0,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.33,0.3709,53.18,0.0048
2014-04-24,2791.0,90894.53,0.11,0.2,0.02,0.1,0.0,85553.54,1291.0,2627.0,42044.01,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.33,0.3709,53.17,0.0048
2014-04-25,2791.0,90362.99,0.11,0.21,0.02,0.1,0.0,85053.23,1291.0,2627.0,41798.14,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.33,0.3709,53.18,0.0048
2014-04-28,2791.0,90894.53,0.11,0.21,0.02,0.1,0.0,85553.54,1291.0,2627.0,42044.01,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.33,0.3709,53.18,0.0048
2014-04-29,2791.0,90203.52,0.11,0.24,0.02,0.1,0.0,84903.14,1291.0,2627.0,41724.38,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.33,0.3708,53.17,0.0048
2014-04-30,2791.0,90894.53,0.11,0.24,0.02,0.1,0.0,85553.54,1291.0,2627.0,42044.01,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.34,0.371,53.18,0.0048
2014-05-01,2791.0,90894.53,0.11,0.25,0.02,0.1,0.0,85553.54,1291.0,2627.0,42044.01,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.33,0.3709,53.17,0.0048
2014-05-02,2791.0,90841.38,0.11,0.25,0.02,0.1,0.0,85503.51,1291.0,2627.0,42019.43,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.33,0.3709,53.17,0.0048
2014-05-05,2791.0,91160.31,0.11,0.25,0.02,0.1,0.0,85803.7,1291.0,2627.0,42166.95,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.33,0.3709,53.17,0.0048
2014-05-06,2791.0,91293.19,0.11,0.25,0.02,0.1,0.0,85928.78,1291.0,2627.0,42228.42,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.34,0.371,53.18,0.0048
2014-05-07,2789.0,90298.23,0.11,0.26,0.02,0.1,0.0,84988.48,1289.0,2625.0,41733.39,,,,,,,,0.0,,2.0,,,,,,,2.0,0.04,0.0,,,100.0,0.22,0.0,0.0,,0.0,100.0,22.35,0.3711,53.21,0.0049
2014-05-08,2789.0,90377.91,0.11,0.26,0.02,0.1,0.0,85063.47,1289.0,2625.0,41770.21,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.23,0.0,0.0,,0.0,100.0,22.34,0.3709,53.19,0.0049
2014-05-09,2789.0,90882.52,0.11,0.27,0.02,0.1,0.0,85538.4,1289.0,2625.0,42003.43,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.23,0.0,0.0,,0.0,100.0,22.34,0.3709,53.19,0.0049
2014-05-12,2789.0,91307.45,0.11,0.27,0.02,0.1,0.0,85938.35,1289.0,2625.0,42199.82,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.23,0.0,0.0,,0.0,100.0,22.35,0.3712,53.21,0.0049
2014-05-13,2787.0,91533.9,0.11,0.27,0.02,0.1,0.0,86147.62,1287.0,2623.0,42269.15,,,,,,,,0.0,,2.0,,,,,,,2.0,0.04,0.0,,,100.0,0.23,0.0,0.0,,0.0,100.0,22.36,0.3713,53.24,0.0049
2014-05-14,2787.0,92091.23,0.11,0.25,0.02,0.1,0.0,86672.15,1287.0,2623.0,42526.52,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.23,0.0,0.0,,0.0,100.0,22.37,0.3714,53.25,0.0049
2014-05-15,2787.0,91029.66,0.11,0.26,0.02,0.1,0.0,85673.05,1287.0,2623.0,42036.3,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.23,0.0,0.0,,0.0,100.0,22.36,0.3714,53.25,0.0049
2014-05-16,2787.0,89702.69,0.11,0.25,0.02,0.1,0.0,84424.17,1287.0,2623.0,41423.53,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.23,0.0,0.0,,0.0,100.0,22.36,0.3714,53.24,0.005
2014-05-19,2787.0,88243.03,0.11,0.24,0.02,0.1,0.0,83050.41,1287.0,2623.0,40749.47,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.23,0.0,0.0,,0.0,100.0,22.36,0.3714,53.25,0.0049
2014-05-20,2787.0,86916.07,0.11,0.24,0.02,0.09,0.0,81801.53,1287.0,2623.0,40136.7,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.23,0.0,0.0,,0.0,100.0,22.36,0.3714,53.24,0.0049
2014-05-21,2787.0,86119.89,0.11,0.23,0.02,0.09,0.0,81052.2,1287.0,2623.0,39769.04,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.23,0.0,0.0,,0.0,100.0,22.36,0.3714,53.25,0.005
2014-05-22,2787.0,86783.38,0.11,0.22,0.02,0.09,0.0,81676.64,1287.0,2623.0,40075.42,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.23,0.0,0.0,,0.0,100.0,22.36,0.3714,53.25,0.005
2014-05-23,2787.0,87579.55,0.11,0.22,0.02,0.09,0.0,82425.97,1287.0,2623.0,40443.09,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.23,0.0,0.0,,0.0,100.0,22.36,0.3714,53.24,0.005
2014-05-26,2787.0,88375.73,0.11,0.21,0.02,0.09,0.0,83175.29,1287.0,2623.0,40810.75,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.23,0.0,0.0,,0.0,100.0,22.2,0.3721,53.36,0.005
2014-05-27,2787.0,89649.62,0.11,0.21,0.02,0.09,0.0,84374.22,1287.0,2623.0,41399.02,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.23,0.0,0.0,,0.0,100.0,22.36,0.3714,53.24,0.005
2014-05-28,2787.0,87287.62,0.11,0.21,0.02,0.09,0.0,82151.21,1287.0,2623.0,40308.28,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.23,0.0,0.0,,0.0,100.0,22.56,0.3685,52.82,0.005
2014-05-29,2787.0,87340.7,0.11,0.22,0.02,0.09,0.0,82201.17,1287.0,2623.0,40332.79,,,,,,,,,,,,,,,,,,0.04,,,,100.0,0.23,0.0,0.0,,0.0,100.0,22.36,0.3714,53.25,0.005
2014-05-30,2623.0,82425.97,0.11,0.24,0.02,0.09,0.0,82425.97,1123.0,2623.0,35289.5,,,,,,,,0.01,,164.0,,,,,,,,0.04,,,,100.0,0.2,0.0,0.0,,0.0,100.0,23.75,0.4149,56.54,0.0047
2014-06-02,22599.0,719116.9,0.92,2.1,0.19,0.75,0.0,83465.8,21099.0,2623.0,671385.79,,,,,,,,,,,,,,,,19976.0,,0.7,,,,25.09,3.82,62995.0,2004547.5,,2.08,25.09,6.63,0.785,88.28,0.0409
2014-06-03,34199.0,1084600.1,1.39,3.25,0.28,1.13,0.0,83186.82,32699.0,2623.0,1037028.53,,,,,,,,,,,,,,,,11600.0,,1.08,,,,34.17,5.93,62995.0,1997847.41,,2.07,34.16,33.86,0.4581,58.39,0.062
2014-06-04,45799.0,1484370.78,1.86,4.51,0.38,1.52,0.0,460975.25,32699.0,14223.0,1059792.57,,,,,,11600.0,,,,,,,,,0.4,,,1.07,,,,33.96,5.94,63578.0,2060597.94,,2.09,33.98,43.01,0.4493,51.28,0.0832
2014-06-05,45799.0,1490127.58,1.86,4.62,0.38,1.55,0.0,462763.04,32699.0,14223.0,1063902.75,,,,,,,,,,,,,,,,,,1.09,,,,33.96,5.95,63578.0,2068589.52,,2.13,33.94,43.13,0.4489,51.15,0.0833
2014-06-06,34199.0,1085922.79,1.39,3.59,0.28,1.17,0.0,451623.73,21099.0,14223.0,669957.74,,,,,,,,0.39,,11600.0,,,,,,,,0.71,,,,24.92,3.84,63578.0,2018795.84,,2.14,24.92,34.8,0.4548,57.55,0.0622
2014-06-09,2123.0,68499.69,0.09,0.22,0.02,0.07,0.0,68499.69,523.0,2123.0,16874.86,,,,,,100.0,,0.69,,20576.0,,,,,0.0,,12200.0,0.02,0.43,,,100.0,0.1,0.0,0.0,,0.0,100.0,24.63,0.5621,70.65,0.0039
2014-06-10,2123.0,67350.16,0.09,0.22,0.02,0.07,0.0,67350.16,523.0,2123.0,16591.68,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.1,0.0,0.0,,0.0,100.0,24.63,0.5621,70.65,0.0039
2014-06-11,2123.0,66836.97,0.09,0.23,0.02,0.07,0.0,66836.97,523.0,2123.0,16465.26,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.09,0.0,0.0,,0.0,100.0,24.63,0.5621,70.65,0.0038
2014-06-12,2123.0,67740.18,0.09,0.23,0.02,0.07,0.0,67740.18,523.0,2123.0,16687.76,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.09,0.0,0.0,,0.0,100.0,24.63,0.5621,70.65,0.0038
2014-06-13,2123.0,67740.18,0.09,0.23,0.02,0.07,0.0,67740.18,523.0,2123.0,16687.76,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.09,0.0,0.0,,0.0,100.0,24.63,0.5621,70.65,0.0038
2014-06-16,2123.0,67226.99,0.09,0.24,0.02,0.07,0.0,67226.99,523.0,2123.0,16561.34,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.1,0.0,0.0,,0.0,100.0,24.63,0.5621,70.65,0.0039
2014-06-17,2123.0,66754.86,0.09,0.24,0.02,0.07,0.0,66754.86,523.0,2123.0,16445.03,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.1,0.0,0.0,,0.0,100.0,24.63,0.5621,70.65,0.0039
2014-06-18,2123.0,67165.41,0.09,0.24,0.02,0.07,0.0,67165.41,523.0,2123.0,16546.17,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.1,0.0,0.0,,0.0,100.0,24.63,0.5621,70.65,0.0039
2014-06-19,2123.0,66303.26,0.09,0.24,0.02,0.07,0.0,66303.26,523.0,2123.0,16333.78,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.1,0.0,0.0,,0.0,100.0,24.63,0.5621,70.65,0.0039
2014-06-20,2123.0,65174.26,0.09,0.24,0.02,0.07,0.0,65174.26,523.0,2123.0,16055.65,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.09,0.0,0.0,,0.0,100.0,24.63,0.5621,70.65,0.0038
2014-06-23,2123.0,65687.44,0.09,0.24,0.02,0.07,0.0,65687.44,523.0,2123.0,16182.07,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.1,0.0,0.0,,0.0,100.0,24.63,0.5621,70.65,0.0039
2014-06-24,2123.0,65564.28,0.09,0.24,0.02,0.07,0.0,65564.28,523.0,2123.0,16151.73,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.1,0.0,0.0,,0.0,100.0,24.63,0.5621,70.65,0.0039
2014-06-25,2123.0,64455.8,0.09,0.27,0.02,0.07,0.0,64455.8,523.0,2123.0,15878.66,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.1,0.0,0.0,,0.0,100.0,24.63,0.5621,70.65,0.0039
2014-06-26,3123.0,93608.67,0.13,0.4,0.03,0.1,0.0,63634.71,1523.0,2123.0,45650.34,,,,,,,,,,,,,,,,1000.0,,0.05,,,,100.0,0.28,0.0,0.0,,0.0,100.0,32.05,0.3623,48.01,0.0057
2014-06-27,3123.0,93065.13,0.13,0.41,0.03,0.1,0.0,63265.22,1523.0,2123.0,45385.27,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.28,0.0,0.0,,0.0,100.0,31.92,0.3624,48.1,0.0057
2014-06-30,3123.0,91011.78,0.13,0.43,0.03,0.1,0.0,61869.36,1523.0,2123.0,44383.91,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.28,0.0,0.0,,0.0,100.0,32.02,0.3623,48.03,0.0057
2014-07-01,3123.0,90438.05,0.13,0.45,0.03,0.09,0.0,61479.34,1523.0,2123.0,44104.12,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.28,0.0,0.0,,0.0,100.0,32.04,0.3623,48.02,0.0057
2014-07-02,3123.0,89954.91,0.13,0.49,0.03,0.09,0.0,61150.9,1523.0,2123.0,43868.5,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.28,0.0,0.0,,0.0,100.0,32.05,0.3623,48.01,0.0057
