,TNG FP Equity_DX_SI_QTY,TNG FP Equity_DX_SHORT_INTEREST_VALUE,TNG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,TNG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TNG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TNG FP Equity_DX_SI_MV,TNG FP Equity_DX_DSS,TNG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TNG FP Equity_DX_SUPPLY_SI_QTY,TNG FP Equity_DX_BROKER_SI_QTY,TNG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TNG FP Equity_DX_BROKER_SI_MV_NEW_x,TNG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,TNG FP Equity_DX_SUPPLY_SI_QTY_INC_x,TNG FP Equity_DX_BROKER_SI_MV_INC_x,TNG FP Equity_DX_SUPPLY_SI_MV_NEW,TNG FP Equity_DX_BROKER_SI_QTY_ADD,TNG FP Equity_DX_BROKER_SI_QTY_NEW,TNG FP Equity_DX_SUPPLY_SI_MV_DEC,TNG FP Equity_DX_BROKER_SI_QTY_INC,TNG FP Equity_DX_SUPPLY_SI_QTY_DEC,TNG FP Equity_DX_BROKER_SI_MV_NEW_y,TNG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,TNG FP Equity_DX_BROKER_SI_MV_INC_y,TNG FP Equity_DX_SUPPLY_SI_QTY_INC_y,TNG FP Equity_DX_BROKER_SI_MV_ADD,TNG FP Equity_DX_SUPPLY_SI_QTY_ADD,TNG FP Equity_DX_BROKER_SI_QTY_DEC,TNG FP Equity_DX_SUPPLY_SI_MV,TNG FP Equity_DX_BROKER_SI_MV_DEC,TNG FP Equity_DX_SUPPLY_SI_MV_RMV,TNG FP Equity_DX_BROKER_SI_MV_RMV,TNG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TNG FP Equity_DX_UTILIZATION_QUANTITY,TNG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TNG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TNG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TNG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TNG FP Equity_DX_ACTIVE_UTILIZATION_MV,TNG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TNG FP Equity_DX_BROKER_SI_CON_RATIO,TNG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TNG FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-03-12,285409.0,5408500.55,2.88,3.15,1.29,5.74,1.0,4119938.45,75813.0,217411.0,1436656.35,,,,0.13,,,,0.01,6000.0,395.0,,,0.13,,,,,1.43,,,,42.73,42.73,101615.0,1925604.25,,1.92,42.65,17.78,0.2963,46.97,1.6086
2010-03-15,285188.0,5390053.2,2.88,3.03,1.29,5.75,1.0,4104891.0,75813.0,217190.0,1432865.7,,,,,,,,,,,,,,,,,221.0,1.44,0.0,,,42.73,42.73,101615.0,1920523.5,,1.92,42.79,17.75,0.2957,46.9,1.6073
2010-03-16,276898.0,5150302.8,2.79,2.9,1.25,5.57,1.0,3997140.0,69592.0,214900.0,1294411.2,,,,,,,,0.13,,6221.0,,,,,,,8290.0,1.3,0.17,,,43.39,43.39,90787.0,1688638.2,,1.7,43.24,18.41,0.3058,48.36,1.7265
2010-03-17,276898.0,5122613.0,2.79,2.8,1.25,5.56,1.0,3975650.0,69302.0,214900.0,1282087.0,,,,,,,,0.01,,290.0,,,,,,,,1.29,,,,44.1,44.1,87833.0,1624910.5,,1.63,44.13,18.59,0.3069,48.48,1.7622
2010-03-18,276898.0,5108768.1,2.79,2.81,1.25,5.52,1.0,3989092.95,69302.0,216211.0,1278621.9,,,,0.15,,1311.0,,,7829.0,,,,0.15,,0.02,,,1.28,,,,45.25,45.25,83861.0,1547235.45,,1.55,45.33,18.07,0.3088,48.83,1.8079
2010-03-19,288388.0,5433229.92,2.91,2.96,1.3,5.76,1.0,4280655.24,69792.0,227211.0,1314881.28,,,,0.2,,,,,11000.0,,,,0.2,,,490.0,,1.31,,,,42.0,42.0,96377.0,1815742.68,,1.8,42.08,17.62,0.3194,50.31,1.7355
2010-03-22,297461.0,5413790.2,3.0,3.01,1.35,5.97,1.0,5041108.8,69792.0,276984.0,1270214.4,,,,0.05,,,,,1244.0,,,,0.05,,,,,1.29,,,,48.82,48.82,73171.0,1331712.2,,1.36,48.68,16.32,0.309,48.87,2.0807
2010-03-23,321194.0,5588775.6,3.24,3.19,1.45,6.29,1.0,5232475.8,69036.0,300717.0,1201226.4,,,,0.14,,13733.0,,0.01,10000.0,756.0,,,0.14,,0.26,,,1.22,,,,100.0,32.01,0.0,0.0,,0.0,100.0,14.91,0.282,46.37,1.4892
2010-03-24,452194.0,7524508.16,4.56,3.74,2.05,8.54,1.0,7158810.88,80536.0,430217.0,1340119.04,,,10000.0,2.04,,15000.0,,,114500.0,,,,2.04,10000.0,0.29,1500.0,,1.38,,,,37.43,37.43,134626.0,2240176.64,,2.3,37.38,15.03,0.33,53.07,2.1016
2010-03-25,547340.0,9096790.8,5.52,4.29,2.48,10.02,1.0,8532093.06,92536.0,513363.0,1537948.32,,,,0.85,,32000.0,,,51146.0,,,,0.85,,0.55,12000.0,,1.54,,,,100.0,64.73,0.0,0.0,,0.0,100.0,15.03,0.2556,45.2,3.8285
2010-03-26,557340.0,9201683.4,5.62,4.26,2.52,10.14,1.0,8640723.13,92536.0,523363.0,1527769.36,,,,0.17,,,,,10000.0,,,,0.17,,,,,1.53,,,,100.0,64.68,0.0,0.0,,0.0,100.0,14.63,0.2502,44.67,3.8955
2010-03-29,563501.0,9478086.82,5.68,4.29,2.55,10.22,1.0,8222019.68,107536.0,488824.0,1808755.52,,,,,,15000.0,,,,,,,,,0.26,15000.0,1010.0,1.79,0.04,,,100.0,75.37,0.0,0.0,,0.0,100.0,14.84,0.2475,44.31,3.9495
2010-03-30,563501.0,9686582.19,5.68,4.26,2.55,10.34,1.0,8402884.56,107536.0,488824.0,1848543.84,,,,,,,,,,,,,,,,,,1.83,,,,100.0,75.37,0.0,0.0,,0.0,100.0,15.06,0.2441,43.8,3.9495
2010-03-31,583901.0,9926317.0,5.89,4.35,2.64,10.69,1.0,8656808.0,107536.0,509224.0,1828112.0,,,,0.37,,,,,20400.0,,,,0.37,,,,7829.0,1.83,0.12,,,100.0,75.37,0.0,0.0,,0.0,100.0,14.31,0.2507,44.7,4.0924
2010-04-01,571730.0,9605064.0,5.77,4.22,2.59,10.47,1.0,9034250.4,113036.0,537753.0,1899004.8,,,,0.13,,,,,7829.0,,,,0.13,,,5500.0,20000.0,1.92,0.35,,,100.0,79.22,0.0,0.0,,0.0,100.0,14.37,0.2589,45.65,4.0071
2010-04-02,571730.0,9605064.0,5.77,4.17,2.59,10.47,1.0,9034250.4,113036.0,537753.0,1899004.8,,,,,,,,,,,,,,,,,,1.9,,,,100.0,79.22,0.0,0.0,,0.0,100.0,14.44,0.259,45.66,4.0071
2010-04-05,571730.0,9605064.0,5.77,4.17,2.59,10.45,1.0,9034250.4,113036.0,537753.0,1899004.8,,,44.0,,,,,0.0,,44.0,,,,44.0,,,,1.9,,,,100.0,79.25,0.0,0.0,,0.0,100.0,14.49,0.2598,45.75,4.0083
2010-04-06,572730.0,9507318.0,5.78,4.18,2.59,10.44,1.0,8943299.8,109723.0,538753.0,1821401.8,,,,0.01,,,,0.05,1000.0,3313.0,,,0.01,,,,,1.84,,,,100.0,77.07,0.0,0.0,,0.0,100.0,14.34,0.2602,45.81,4.0227
2010-04-07,557730.0,9180235.8,5.63,4.02,2.52,10.12,1.0,8620974.38,94723.0,523753.0,1559140.58,,,,,,,,0.25,,15000.0,,,,,,,15000.0,1.57,0.27,,,100.0,41.17,0.0,0.0,,0.0,100.0,14.67,0.2743,47.24,2.4241
2010-04-08,557730.0,9230431.5,5.63,3.96,2.52,10.09,1.0,8668112.15,94723.0,523753.0,1567665.65,,,,,,,,,,,,,,,,,,1.56,,,,100.0,58.1,0.0,0.0,,0.0,100.0,14.73,0.2753,47.37,3.4208
2010-04-09,549137.0,9005846.8,5.54,3.82,2.48,9.94,1.0,8448624.0,94723.0,515160.0,1553457.2,,,,,,,,,,,,,,,,,8593.0,1.56,0.14,,,100.0,66.41,0.0,0.0,,0.0,100.0,14.78,0.2831,48.1,3.8499
2010-04-12,528437.0,8719210.5,5.33,3.64,2.39,9.56,1.0,8158590.0,54023.0,494460.0,891379.5,,,,0.35,,,,0.67,20000.0,40700.0,,,0.35,,,,40700.0,0.88,0.71,,,100.0,40.61,0.0,0.0,,0.0,100.0,19.03,0.3107,50.02,3.9722
2010-04-13,524307.0,8677280.85,5.29,3.57,2.37,9.51,1.0,8114961.5,54023.0,490330.0,894080.65,,,,,,,,,,,,,,,,,4130.0,0.89,0.07,,,100.0,29.25,0.0,0.0,,0.0,100.0,19.15,0.3141,50.26,2.8388
2010-04-14,521307.0,8773596.81,5.26,3.57,2.36,9.5,1.0,8201763.9,54023.0,487330.0,909207.09,,,,,,,,,,,,,,,,,3000.0,0.9,0.05,,,100.0,53.09,0.0,0.0,,0.0,100.0,19.49,0.316,50.31,5.1226
2010-04-15,521307.0,8898710.49,5.26,3.51,2.36,9.58,1.0,8318723.1,54023.0,487330.0,922172.61,,,,,,,,,,,,,,,,,,0.91,,,,100.0,33.85,0.0,0.0,,0.0,100.0,19.61,0.3129,49.91,3.2665
2010-04-16,521307.0,8857005.93,5.26,3.47,2.36,9.62,1.0,8279736.7,54023.0,487330.0,917850.77,,,,,,,,,,,,,,,,,,0.92,,,,100.0,38.03,0.0,0.0,,0.0,100.0,19.52,0.3113,49.73,3.6699
2010-04-19,521307.0,8773596.81,5.26,3.45,2.36,9.57,1.0,8201763.9,54023.0,487330.0,909207.09,,,,,,,,,,,,,,,,,,0.92,,,,100.0,52.68,0.0,0.0,,0.0,100.0,19.33,0.3127,49.95,5.0834
2010-04-20,523807.0,8946623.56,5.28,3.46,2.37,9.63,1.0,8366296.4,54023.0,489830.0,922712.84,,,,0.03,,,,,2500.0,,,,0.03,,,,,0.91,,,,100.0,52.68,0.0,0.0,,0.0,100.0,19.6,0.3112,49.64,5.1078
2010-04-21,538807.0,9138166.72,5.44,3.55,2.44,9.91,1.0,8392316.8,69023.0,494830.0,1170630.08,,,15000.0,,,5000.0,,,,,,,,15000.0,0.08,,,1.18,,,,100.0,66.32,0.0,0.0,,0.0,100.0,19.72,0.2982,48.26,5.1769
2010-04-22,531807.0,8865222.69,5.37,3.5,2.41,9.75,1.0,8132126.1,69023.0,487830.0,1150613.41,,,,,,,,,,,,,,,,,7000.0,1.17,0.12,,,100.0,66.48,0.0,0.0,,0.0,100.0,19.76,0.3066,49.06,5.1225
2010-04-23,561807.0,9297905.85,5.67,3.68,2.54,10.19,1.0,8735586.5,69023.0,527830.0,1142330.65,,,,0.49,,10000.0,,,30000.0,,,,0.49,,0.17,,,1.15,,,,100.0,65.59,0.0,0.0,,0.0,100.0,18.65,0.2845,46.93,5.3383
2010-04-26,560496.0,9399517.92,5.65,5.42,2.54,10.18,1.0,8829723.63,67712.0,526519.0,1135530.24,,,,,,,,0.02,,1311.0,,,,,,,1311.0,1.12,0.02,,,100.0,64.34,0.0,0.0,,0.0,100.0,18.91,0.2856,46.96,5.3258
2010-04-27,560496.0,9214554.24,5.65,6.13,2.54,10.22,1.0,8655972.36,67712.0,526519.0,1113185.28,,,,,,,,,,,,,,,,,,1.14,,,,100.0,64.5,0.0,0.0,,0.0,100.0,18.67,0.2839,46.79,5.3391
2010-04-28,561496.0,8882866.72,5.66,6.59,2.54,10.06,1.0,8345350.58,67712.0,527519.0,1071203.84,,,12.0,0.0,,,,0.0,1000.0,12.0,,,0.0,12.0,,,,1.11,,,,100.0,64.5,0.0,0.0,,0.0,100.0,18.15,0.2887,47.52,5.3486
2010-04-29,561496.0,9012010.8,5.66,6.54,2.54,9.96,1.0,8466679.95,67712.0,527519.0,1086777.6,,,,,,,,,,,,,,,,,,1.07,,,,100.0,64.35,0.0,0.0,,0.0,100.0,18.59,0.2931,47.98,5.3359
2010-04-30,561496.0,9652116.24,5.71,6.8,2.54,10.15,1.0,9068051.61,67712.0,527519.0,1163969.28,,,,,,,,,,,,,,,,,,1.1,,,,100.0,64.35,0.0,0.0,,0.0,100.0,19.53,0.288,47.09,5.3359
2010-05-03,566496.0,9590777.28,5.76,6.71,2.56,10.45,1.0,9015546.67,67712.0,532519.0,1146364.16,,,,0.06,,,,,5000.0,,,,0.06,,,,,1.16,,,,100.0,42.67,0.0,0.0,,0.0,100.0,19.53,0.2781,45.75,3.5696
2010-05-04,566496.0,9086595.84,5.76,6.84,2.56,10.31,1.0,8541604.76,67712.0,532519.0,1086100.48,,,,,,,,,,,,,,,,,,1.15,,,,100.0,64.5,0.0,0.0,,0.0,100.0,18.82,0.2813,46.38,5.3962
2010-05-05,566496.0,9182900.16,5.76,6.92,2.56,10.18,1.0,8632132.99,69712.0,532519.0,1130031.52,,,584.0,,,,,,,,,,,584.0,,1416.0,,1.13,,,,100.0,66.24,0.0,0.0,,0.0,100.0,19.27,0.2866,46.97,5.3829
2010-05-06,560305.0,8964880.0,5.7,6.96,2.53,10.06,1.0,8421248.0,69712.0,526328.0,1115392.0,,,,0.04,,,,,2000.0,,,,0.04,,,,8191.0,1.14,0.15,,,100.0,66.26,0.0,0.0,,0.0,100.0,19.2,0.291,47.52,5.3256
2010-05-07,560305.0,8499826.85,5.7,9.07,2.53,9.88,1.0,7984395.76,69712.0,526328.0,1057531.04,,,,,,,,,,,,,,,,,,1.1,,,,100.0,58.71,0.0,0.0,,0.0,100.0,18.45,0.2965,48.4,4.719
2010-05-10,560305.0,9284253.85,5.7,9.91,2.53,9.95,1.0,8721254.96,69712.0,526328.0,1155127.84,,,,,,,,,,,,,,,,,,1.09,,,,20.98,20.98,262617.0,4351563.69,,4.03,21.29,20.23,0.2972,48.05,1.686
2010-05-11,560305.0,9065734.9,5.7,9.31,2.53,10.12,1.0,8515987.04,69712.0,526328.0,1127940.16,,,,,,,,,,,,,,,,,,1.16,,,,20.99,20.99,262368.0,4245114.24,,4.03,22.28,19.27,0.289,47.24,1.6873
2010-05-12,566419.0,9368570.26,2.93,9.59,2.56,10.2,1.0,8806590.68,74712.0,532442.0,1235736.48,,,5000.0,,,6114.0,,,,,,,,5000.0,0.1,,,1.22,,,,100.0,22.48,0.0,0.0,,0.0,100.0,19.56,0.285,46.85,1.7044
2010-05-13,597819.0,9720536.94,3.09,10.29,2.7,10.77,1.0,9080266.92,80112.0,558442.0,1302621.12,,,5000.0,0.05,,25000.0,,,1000.0,,,,0.05,5000.0,0.44,400.0,,1.33,,,,100.0,24.12,0.0,0.0,,0.0,100.0,18.36,0.2618,44.74,1.8002
2010-05-14,603819.0,9600722.1,3.12,10.59,2.73,10.78,1.0,8974627.8,80112.0,564442.0,1273780.8,,,,,,6000.0,,,,,,,,,0.11,,,1.31,,,,100.0,24.08,0.0,0.0,,0.0,100.0,18.0,0.2592,44.69,1.8152
2010-05-17,603819.0,9685256.76,3.12,10.61,2.73,10.67,1.0,9053649.68,80112.0,564442.0,1284996.48,,,,,,,,,,,,,,,,,,1.28,,,,100.0,24.18,0.0,0.0,,0.0,100.0,18.17,0.2629,45.14,1.8223
2010-05-18,603819.0,9691294.95,3.12,10.89,2.73,10.76,1.0,9059294.1,80112.0,564442.0,1285797.6,,,,,,,,,,,,,,,,,,1.3,,,,100.0,24.2,0.0,0.0,,0.0,100.0,18.32,0.2604,44.76,1.8243
2010-05-19,591819.0,9528285.9,3.06,10.9,2.68,10.48,1.0,9087516.2,68112.0,564442.0,1096603.2,,,,,,,,0.19,,12000.0,,,,,,,,1.08,,,,100.0,20.76,0.0,0.0,,0.0,100.0,18.46,0.2724,45.97,1.8042
2010-05-20,591819.0,9404003.91,3.06,10.86,2.68,10.48,1.0,8968983.38,68112.0,564442.0,1082299.68,,,,,,,,,,,,,,,,,,1.09,,,,100.0,22.52,0.0,0.0,,0.0,100.0,18.25,0.272,45.98,1.9572
2010-05-21,591819.0,9380331.15,3.06,11.3,2.68,10.43,1.0,8946405.7,68112.0,564442.0,1079575.2,,,,,,,,,,,,,,,,,,1.08,,,,100.0,22.71,0.0,0.0,,0.0,100.0,18.35,0.274,46.21,1.9736
2010-05-24,591819.0,9469104.0,3.06,11.44,2.68,10.49,1.0,9031072.0,68112.0,564442.0,1089792.0,,,,,,,,,,,,,,,,,,1.09,,,,100.0,22.4,0.0,0.0,,0.0,100.0,18.49,0.272,45.92,1.9464
2010-05-25,594819.0,9427881.15,3.08,11.89,2.69,10.52,1.0,8946405.7,71112.0,564442.0,1127125.2,,,3000.0,,,,,,,,,,,3000.0,,,,1.14,,,,100.0,23.4,0.0,0.0,,0.0,100.0,18.13,0.2701,45.82,1.9571
2010-05-26,589819.0,9908959.2,3.05,11.24,2.67,10.57,1.0,9482625.6,66112.0,564442.0,1110681.6,,,,,,,,0.08,,5000.0,,,,,,,,1.06,,,,100.0,21.57,0.0,0.0,,0.0,100.0,19.28,0.2684,45.26,1.9247
2010-05-27,604069.0,10093992.99,3.13,11.82,2.73,10.92,1.0,9477611.22,77622.0,567182.0,1297063.62,,,,0.38,,,,0.01,18000.0,490.0,,,0.38,,,12000.0,15260.0,1.29,0.27,,,100.0,25.33,0.0,0.0,,0.0,100.0,18.3,0.2474,42.23,1.9712
2010-05-28,550329.0,8942846.25,2.85,11.19,2.49,9.89,1.0,8343432.5,77622.0,513442.0,1261357.5,,,,,,,,,,,,,,,,,53740.0,1.29,1.01,,,100.0,24.93,0.0,0.0,,0.0,100.0,19.9,0.245,41.46,1.7675
2010-05-31,549729.0,8867128.77,2.84,11.45,2.49,9.79,1.0,8272141.46,77622.0,512842.0,1252042.86,,,,,,,,,,,,,,,,,600.0,1.27,0.04,,,100.0,24.93,0.0,0.0,,0.0,100.0,19.83,0.2473,41.86,1.7655
2010-06-01,549729.0,8933096.25,2.84,11.63,2.49,9.75,1.0,8333682.5,77022.0,512842.0,1251607.5,,,,,,,,0.01,,600.0,,,,,,,,1.25,,,,100.0,24.21,0.0,0.0,,0.0,100.0,19.97,0.2485,42.03,1.7281
2010-06-02,546163.0,8749531.26,2.83,11.72,2.47,9.65,1.0,8158601.52,77022.0,509276.0,1233892.44,,,,,,,,,,,,,,,,,3566.0,1.25,0.08,,,100.0,24.21,0.0,0.0,,0.0,100.0,19.95,0.2491,42.09,1.7169
2010-06-03,551163.0,8829631.26,2.85,11.83,2.49,9.71,1.0,8158601.52,82022.0,509276.0,1313992.44,,,5000.0,,,,,,,,,,,5000.0,,,,1.32,,,,100.0,25.78,0.0,0.0,,0.0,100.0,20.14,0.2501,42.17,1.7326
2010-06-04,548263.0,8799621.15,2.83,11.86,2.47,9.67,1.0,8127334.8,82022.0,506376.0,1316453.1,,,,,,12000.0,,,,,,,,,0.19,,14900.0,1.33,0.25,,,100.0,25.77,0.0,0.0,,0.0,100.0,20.22,0.2313,39.72,1.7223
2010-06-07,579357.0,9171221.31,2.99,12.28,1.83,10.14,1.0,8453916.52,90833.0,534044.0,1437886.39,,,8811.0,0.45,,,,,27668.0,,,,0.45,8811.0,,,,1.46,,,,100.0,24.89,0.0,0.0,,0.0,100.0,18.98,0.2403,41.39,1.5876
2010-06-08,582952.0,8977460.8,3.01,12.25,1.84,10.07,1.0,8279640.6,80833.0,537639.0,1244828.2,,,,0.2,,,,0.17,14709.0,10000.0,,,0.2,,,,11114.0,1.27,0.18,,,100.0,23.61,0.0,0.0,,0.0,100.0,17.75,0.2428,41.69,1.703
2010-06-09,562523.0,8859737.25,2.9,11.65,1.78,9.69,1.0,8146057.5,80833.0,517210.0,1273119.75,,,,,,426.0,,,,,,,,,0.01,,20855.0,1.25,0.29,,,100.0,23.6,0.0,0.0,,0.0,100.0,16.44,0.2501,43.29,1.6424
2010-06-10,554445.0,8810131.05,2.86,12.1,1.75,9.64,1.0,8098052.48,88333.0,509632.0,1403611.37,,,8264.0,,,,,0.01,,764.0,,,,8264.0,,,7578.0,1.39,0.1,,,100.0,23.07,0.0,0.0,,0.0,100.0,15.76,0.2502,43.53,1.448
2010-06-11,550713.0,8794886.61,2.84,12.05,1.74,9.64,1.0,8103178.0,81333.0,507400.0,1298888.01,,,,0.14,,,,0.11,8000.0,7000.0,,,0.14,,,,10232.0,1.29,0.14,,,100.0,16.99,0.0,0.0,,0.0,100.0,15.87,0.2475,43.41,1.1501
2010-06-14,550305.0,8804880.0,2.84,12.92,1.74,9.63,1.0,8111872.0,81333.0,506992.0,1301328.0,,,,0.0,,,,,855.0,,,,0.0,,,,1263.0,1.29,0.02,,,100.0,15.29,0.0,0.0,,0.0,100.0,15.93,0.2475,43.45,1.0342
2010-06-15,537705.0,8603280.0,2.77,12.45,1.7,9.43,1.0,7910272.0,81333.0,494392.0,1301328.0,,,,,,,,,,,,,,,,,12600.0,1.3,0.2,,,100.0,15.29,0.0,0.0,,0.0,100.0,16.18,0.2576,44.38,1.0105
2010-06-16,524774.0,8406879.48,2.71,12.53,1.66,9.24,1.0,7719413.22,80933.0,481861.0,1296546.66,,,,,,,,0.01,,400.0,,,,,,,12531.0,1.29,0.21,,,100.0,14.1,0.0,0.0,,0.0,100.0,16.57,0.265,45.3,0.9141
2010-06-17,471774.0,7571972.7,2.43,11.48,1.49,8.36,1.0,6883219.05,79670.0,428861.0,1278703.5,,,,,,,,0.02,,1263.0,,,,,,,53000.0,1.27,0.87,,,100.0,14.21,0.0,0.0,,0.0,100.0,18.37,0.3013,50.07,0.8413
2010-06-18,453416.0,7241053.52,2.34,11.29,1.43,8.07,1.0,6555732.91,79670.0,410503.0,1272329.9,,,,,,,,,,,,,,,,,18358.0,1.28,0.29,,,100.0,14.78,0.0,0.0,,0.0,100.0,18.95,0.32,51.91,0.8412
2010-06-21,453416.0,7127699.52,2.34,11.76,1.43,8.05,1.0,6453107.16,66132.0,410503.0,1039595.04,,,,,,,,0.22,,13558.0,,,,,,2042.0,,1.06,,0.03,,100.0,12.27,0.0,0.0,2022.0,0.0,100.0,18.81,0.3207,52.02,0.8413
2010-06-22,449830.0,6972365.0,2.32,14.01,1.42,7.94,1.0,6307213.5,66132.0,406917.0,1025046.0,,,,,,,,,,,,,,,,,3586.0,1.04,0.06,,,100.0,12.08,0.0,0.0,,0.0,100.0,18.68,0.3268,52.73,0.8214
2010-06-23,458354.0,6797389.82,2.36,14.28,1.45,7.95,1.0,6012690.03,76132.0,405441.0,1129037.56,,,,,,,,,,,,,,,,10000.0,1476.0,1.16,0.03,,,100.0,14.13,0.0,0.0,,0.0,100.0,17.82,0.3246,52.68,0.8504
2010-06-24,452959.0,6481843.29,2.34,13.99,1.43,7.73,1.0,5724658.26,84656.0,400046.0,1211427.36,,,,0.14,,,,0.02,10000.0,1476.0,,,0.14,,,10000.0,15395.0,1.24,0.28,,,100.0,15.71,0.0,0.0,,0.0,100.0,15.13,0.3433,55.2,0.8404
2010-06-25,462959.0,6629572.88,2.39,14.24,1.46,7.8,1.0,5871858.72,84656.0,410046.0,1212273.92,,,,0.14,,,,,10000.0,,,,0.14,,,,,1.22,,,,100.0,15.71,0.0,0.0,,0.0,100.0,14.98,0.3367,54.66,0.859
2010-06-28,437959.0,6437997.3,2.26,13.81,1.38,7.48,1.0,5660176.2,84656.0,385046.0,1244443.2,,,,,,,,,,,,,,,,,25000.0,1.22,0.37,,,100.0,15.6,0.0,0.0,,0.0,100.0,16.24,0.3644,57.08,0.8069
2010-06-29,433459.0,6042418.46,2.24,13.96,1.37,7.41,1.0,5367541.24,80156.0,385046.0,1117374.64,,,,,,,,0.06,,4500.0,,,,,,,,1.17,,,,100.0,14.77,0.0,0.0,,0.0,100.0,15.38,0.3636,57.18,0.7986
2010-06-30,427189.0,5916567.65,2.2,13.77,1.35,7.2,1.0,5246047.6,80156.0,378776.0,1110160.6,,,,,,,,,,,,,,,,,6270.0,1.12,0.1,,,100.0,14.87,0.0,0.0,,0.0,100.0,15.74,0.3814,58.83,0.7923
2010-07-01,215104.0,2854430.08,1.11,7.43,0.68,2.94,0.0,2211989.57,94627.0,166691.0,1255700.29,,,15000.0,,,,,0.01,,529.0,,,,15000.0,,,212085.0,1.29,4.16,,,100.0,13.87,0.0,0.0,,0.0,100.0,14.65,0.203,37.28,0.3154
2010-07-02,244577.0,3269994.49,1.26,8.55,0.77,3.31,0.0,2422162.68,109268.0,181164.0,1460913.16,,,15000.0,0.19,,,,0.0,14473.0,359.0,,,0.19,15000.0,,,,1.47,,,,100.0,16.02,0.0,0.0,,0.0,100.0,16.1,0.1992,35.84,0.3586
2010-07-05,244577.0,3228416.4,1.26,8.75,0.77,3.3,0.0,2391364.8,109268.0,181164.0,1442337.6,,,,,,,,,,,,,,,,,,1.46,,,,100.0,16.02,0.0,0.0,,0.0,100.0,16.28,0.1986,35.61,0.3586
2010-07-06,242761.0,3291839.16,1.25,8.65,0.77,3.27,0.0,2431958.88,109268.0,179348.0,1481674.08,,,,,,,,,,,,,,,,,1816.0,1.45,0.03,,,100.0,16.02,0.0,0.0,,0.0,100.0,16.04,0.2035,36.72,0.356
2010-07-07,242761.0,3240859.35,1.25,9.59,0.77,3.31,0.0,2394295.8,107452.0,179348.0,1434484.2,,,121.0,,,,,0.02,,1937.0,,,,121.0,,,,1.45,,,,100.0,15.71,0.0,0.0,,0.0,100.0,16.34,0.1986,35.71,0.355
2010-07-08,242761.0,3350101.8,1.25,10.04,0.77,3.32,0.0,2475002.4,107452.0,179348.0,1482837.6,,,,,,,,,,,,,,,,,,1.45,,,,100.0,15.71,0.0,0.0,,0.0,100.0,16.0,0.2041,36.84,0.355
2010-07-09,242761.0,3345246.58,1.25,9.99,0.77,3.4,0.0,2471415.44,126482.0,179348.0,1742921.96,,,19030.0,,,,,,,,,,,19030.0,,,,1.75,,,,100.0,15.16,0.0,0.0,,0.0,100.0,16.24,0.2005,36.08,0.291
2010-07-12,261674.0,3561383.14,1.35,10.79,0.83,3.61,0.0,1964549.06,127328.0,144346.0,1732934.08,,,19030.0,,,,,0.25,,18184.0,,,,19030.0,,,35002.0,1.75,0.51,,,100.0,18.62,0.0,0.0,,0.0,100.0,15.57,0.2002,36.22,0.3826
2010-07-13,258272.0,3724282.24,1.33,10.63,0.82,3.61,0.0,2557228.38,122963.0,177339.0,1773126.46,,,,0.22,,19030.0,,0.04,15963.0,4855.0,,,0.22,,0.27,490.0,2000.0,1.71,0.03,,,100.0,17.98,0.0,0.0,,0.0,100.0,15.98,0.2081,37.5,0.3776
2010-07-14,268272.0,3847020.48,1.38,10.35,0.85,3.91,0.0,2686441.26,122963.0,187339.0,1763289.42,,,,0.16,,,,,10000.0,,,,0.16,,,,,1.77,,,,100.0,17.98,0.0,0.0,,0.0,100.0,16.85,0.1975,34.63,0.3923
2010-07-15,268272.0,3967742.88,1.38,10.58,0.85,3.91,0.0,2770743.81,122963.0,187339.0,1818622.77,,,,,,,,,,,,,,,,,,1.78,,,,100.0,17.98,0.0,0.0,,0.0,100.0,16.58,0.2013,35.48,0.3923
2010-07-16,268272.0,3820193.28,1.38,10.52,0.85,3.98,0.0,2667707.36,122963.0,187339.0,1750993.12,,,,,,,,,,,,,,,,,,1.79,,,,100.0,17.98,0.0,0.0,,0.0,100.0,17.03,0.1955,34.11,0.3923
2010-07-19,239790.0,3309102.0,1.24,9.78,0.76,3.43,0.0,2330102.4,102981.0,168848.0,1421137.8,,,,,,,,0.32,,19982.0,,,,,,,18491.0,1.45,0.32,,,100.0,15.05,0.0,0.0,,0.0,100.0,17.18,0.1882,33.24,0.3504
