,BOI FP Equity_DX_SI_QTY,BOI FP Equity_DX_SHORT_INTEREST_VALUE,BOI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BOI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BOI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BOI FP Equity_DX_SI_MV,BOI FP Equity_DX_DSS,BOI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BOI FP Equity_DX_SUPPLY_SI_QTY,BOI FP Equity_DX_BROKER_SI_QTY,BOI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BOI FP Equity_DX_BROKER_SI_MV_NEW_x,BOI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BOI FP Equity_DX_SUPPLY_SI_QTY_INC_x,BOI FP Equity_DX_BROKER_SI_MV_INC_x,BOI FP Equity_DX_SUPPLY_SI_MV_NEW,BOI FP Equity_DX_BROKER_SI_QTY_ADD,BOI FP Equity_DX_BROKER_SI_QTY_NEW,BOI FP Equity_DX_SUPPLY_SI_MV_DEC,BOI FP Equity_DX_BROKER_SI_QTY_INC,BOI FP Equity_DX_SUPPLY_SI_QTY_DEC,BOI FP Equity_DX_BROKER_SI_MV_NEW_y,BOI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BOI FP Equity_DX_BROKER_SI_MV_INC_y,BOI FP Equity_DX_SUPPLY_SI_QTY_INC_y,BOI FP Equity_DX_BROKER_SI_MV_ADD,BOI FP Equity_DX_SUPPLY_SI_QTY_ADD,BOI FP Equity_DX_BROKER_SI_QTY_DEC,BOI FP Equity_DX_SUPPLY_SI_MV,BOI FP Equity_DX_BROKER_SI_MV_DEC,BOI FP Equity_DX_SUPPLY_SI_MV_RMV,BOI FP Equity_DX_BROKER_SI_MV_RMV,BOI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BOI FP Equity_DX_UTILIZATION_QUANTITY,BOI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BOI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BOI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BOI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BOI FP Equity_DX_ACTIVE_UTILIZATION_MV,BOI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BOI FP Equity_DX_BROKER_SI_CON_RATIO,BOI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BOI FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-20,37888.0,533101.08,0.54,1.26,0.17,0.68,0.0,278116.44,29796.0,19766.0,419243.02,,,,,,,,0.0,,2.0,,,,,,,,0.53,,,,16.52,16.52,150555.0,2118376.07,,2.7,16.43,38.29,0.3664,43.65,0.2101
2006-09-21,37890.0,530462.09,0.54,1.23,0.17,0.68,0.0,276725.09,29811.0,19766.0,417355.64,,,1784.0,,,,,0.03,,1769.0,,,,1784.0,,,,0.53,,,,16.7,16.7,148700.0,2081808.2,,2.67,16.65,38.41,0.3672,43.7,0.2123
2006-09-22,37894.0,530518.09,0.54,1.24,0.17,0.68,0.0,276725.09,29806.0,19766.0,417285.64,,,,,,,,0.0,,5.0,,,,,,,,0.53,,,,16.7,16.7,148691.0,2081682.2,,2.66,16.65,38.45,0.3665,43.54,0.2123
2006-09-25,37893.0,527244.01,0.54,1.25,0.17,0.68,0.0,275024.54,29799.0,19766.0,414623.92,,,,,,,,0.0,,7.0,,,,,,,,0.54,,,,16.7,16.7,148666.0,2068541.89,,2.66,16.77,38.39,0.3676,43.78,0.2123
2006-09-26,37895.0,524011.58,0.54,1.25,0.17,0.68,0.0,273324.0,29800.0,19766.0,412074.02,,,1.0,,,,,,,,,,,1.0,,,,0.53,,,,16.68,16.68,148809.0,2057728.98,,2.65,16.75,38.47,0.3676,43.74,0.2122
2006-09-27,37708.0,524964.84,0.54,1.32,0.17,0.67,0.0,275179.14,29618.0,19766.0,412337.13,,,,,,,,0.0,,182.0,,,,,,,,0.52,,,,16.6,16.6,148813.0,2071751.15,,2.64,16.54,38.61,0.3658,43.28,0.2113
2006-09-28,37710.0,525582.56,0.54,1.33,0.17,0.67,0.0,275488.33,29619.0,19766.0,412814.37,,,1.0,,,,,,,,,,,1.0,,,,0.53,,,,16.63,16.63,148504.0,2069772.28,,2.64,16.65,38.6,0.3662,43.36,0.2117
2006-09-29,37714.0,526523.22,0.54,1.31,0.17,0.67,0.0,275952.11,29622.0,19766.0,413551.23,,,3.0,,,,,,,,,,,3.0,,,,0.53,,,,22.7,22.7,100867.0,1408199.03,,1.79,22.76,38.57,0.3663,43.41,0.289
2006-10-02,34141.0,460619.22,0.48,1.2,0.16,0.61,0.0,239693.07,28051.0,17766.0,378454.93,,,,,,,,0.03,,1571.0,,,,,,,2000.0,0.5,0.03,,,15.89,15.89,148438.0,2002676.99,,2.61,16.06,37.7,0.3605,43.03,0.1934
2006-10-03,32059.0,433783.26,0.46,1.13,0.15,0.56,0.0,240387.83,24293.0,17766.0,328703.23,,,,,,,,0.07,,3758.0,,,,,,,,0.42,,,,13.95,13.95,149812.0,2027073.14,,2.6,13.88,37.4,0.3582,42.79,0.1841
2006-10-04,32059.0,437544.39,0.46,1.2,0.15,0.56,0.0,242472.12,24293.0,17766.0,331553.26,,,,,,,,,,,,,,,,,,0.42,,,,13.99,13.99,149323.0,2037975.0,,2.6,13.94,37.38,0.3581,42.79,0.1847
2006-10-05,32059.0,428266.94,0.46,1.25,0.15,0.56,0.0,237330.87,24293.0,17766.0,324523.19,,,,,,,,,,,,,,,,,,0.42,,,,14.15,14.15,147437.0,1969568.39,,2.55,14.27,37.35,0.3595,43.1,0.1867
2006-10-06,31465.0,419593.58,0.45,1.3,0.14,0.55,0.0,214510.8,25379.0,16086.0,338435.26,,,,,,,,,,,,,,,,1086.0,1680.0,0.44,0.03,,,14.76,14.76,146614.0,1955134.06,,2.51,14.8,34.07,0.3587,45.15,0.1829
2006-10-09,51467.0,693973.41,0.73,2.25,0.23,0.89,0.0,486578.28,25381.0,36086.0,342233.65,,,2.0,0.34,,,,,20000.0,,,,0.34,2.0,,,,0.43,,,,14.74,14.74,146807.0,1979523.86,,2.53,14.63,27.29,0.4486,59.97,0.2989
2006-10-10,51469.0,710505.03,0.73,2.26,0.23,0.9,0.0,498150.04,25383.0,36086.0,350400.22,,,2.0,,,,,,,,,,,2.0,,,,0.44,,,,14.77,14.77,146447.0,2021631.07,,2.56,14.68,27.39,0.4468,59.75,0.2995
2006-10-11,51470.0,704480.43,0.73,2.23,0.23,0.92,0.0,493916.47,25384.0,36086.0,347436.0,,,2.0,,,,,,,,,,,2.0,,,,0.45,,,,14.76,14.76,146555.0,2005928.29,,2.58,14.81,27.45,0.4493,59.98,0.2994
2006-10-12,52462.0,716006.54,0.74,2.77,0.24,0.93,0.0,506057.84,25382.0,37079.0,346416.03,,,,,,993.0,,0.0,,2.0,,,,,0.02,,,0.44,,,,14.74,14.74,146787.0,2003363.42,,2.57,14.71,26.9,0.4323,58.81,0.3047
2006-10-13,52461.0,718454.76,0.74,2.76,0.24,0.93,0.0,507756.78,25385.0,37076.0,347648.23,,,3.0,,,,,,,,,,,3.0,,,4.0,0.44,0.0,,,14.74,14.74,146795.0,2010361.34,,2.58,14.7,26.87,0.4316,58.74,0.3047
2006-10-16,52459.0,730325.94,0.74,2.87,0.24,0.93,0.0,516180.16,25382.0,37077.0,353364.21,,,,0.0,,,,0.0,1.0,3.0,,,0.0,,,,,0.44,,,,14.74,14.74,146792.0,2043615.11,,2.6,14.58,26.76,0.4312,58.74,0.3047
2006-10-17,52463.0,726278.36,0.74,3.13,0.24,0.94,0.0,513307.95,25384.0,37079.0,351406.7,,,2.0,0.0,,,,,2.0,,,,0.0,2.0,,,,0.45,,,,14.76,14.76,146564.0,2028977.78,,2.61,14.76,26.85,0.4328,58.88,0.3051
2006-10-18,52455.0,726167.61,0.74,3.26,0.24,0.94,0.0,513252.58,25381.0,37075.0,351365.17,,,,,,,,0.0,,4.0,,,,,,,4.0,0.45,0.0,,,14.14,14.14,154176.0,2134355.49,,2.73,14.12,26.8,0.4329,58.9,0.2921
2006-10-19,52465.0,722202.62,0.74,3.38,0.24,0.93,0.0,510462.97,25382.0,37083.0,349393.82,,,1.0,0.0,,,,,8.0,,,,0.0,1.0,,,,0.45,,,,14.12,14.12,154378.0,2125077.6,,2.73,14.05,26.77,0.4332,58.95,0.2919
2006-10-20,52454.0,734358.89,0.74,3.4,0.24,0.94,0.0,519038.04,25380.0,37074.0,355321.4,,,,,,,,0.0,,2.0,,,,,,,9.0,0.45,0.0,,,14.11,14.11,154551.0,2163722.52,,2.76,13.92,26.72,0.4317,58.8,0.2915
2006-10-23,52469.0,732517.02,0.74,3.2,0.24,0.95,0.0,517658.02,25390.0,37079.0,354468.49,,,10.0,0.0,,,,,4.0,,,,0.0,10.0,,,,0.46,,,,13.97,13.97,156370.0,2183073.57,,2.79,14.05,27.04,0.4309,58.62,0.2887
2006-10-24,33483.0,470073.24,0.48,1.97,0.15,0.6,0.0,253940.35,15394.0,18088.0,216118.85,,,4.0,0.0,,,,0.18,10.0,10000.0,,,0.0,4.0,,,19000.0,0.27,0.35,,,7.86,7.86,180572.0,2535079.46,,3.23,7.84,33.77,0.3369,43.13,0.1709
2006-10-25,33493.0,466284.27,0.48,1.86,0.15,0.6,0.0,251915.74,15398.0,18095.0,214368.53,,,4.0,0.0,,,,,6.0,,,,0.0,4.0,,,,0.28,,,,7.51,7.51,189695.0,2640903.92,,3.39,7.52,33.79,0.3374,43.24,0.1633
2006-10-26,27478.0,385553.17,0.39,1.54,0.12,0.49,0.0,169638.9,15389.0,12090.0,215928.29,,,,,,,,0.0,,9.0,,,,,,,6005.0,0.27,0.11,,,7.29,7.29,195657.0,2745329.92,,3.49,7.22,23.26,0.3685,52.59,0.1302
2006-10-27,28481.0,397844.54,0.4,1.84,0.13,0.51,0.0,182837.23,15392.0,13089.0,215007.31,,,3.0,,,1000.0,,,,,,,,3.0,0.02,,0.0,0.27,0.0,,,100.0,7.3,0.0,0.0,,0.0,100.0,22.1,0.3435,50.8,0.1351
2006-10-30,28474.0,399751.08,0.4,2.4,0.13,0.51,0.0,183674.35,16391.0,13083.0,230115.89,,,,,,,,0.0,,1.0,,,,,,1000.0,6.0,0.29,0.0,,,100.0,7.78,0.0,0.0,,0.0,100.0,22.26,0.3434,50.77,0.1351
2006-10-31,28484.0,395213.08,0.4,2.48,0.13,0.51,0.0,181622.64,16393.0,13090.0,227451.48,,,3.0,0.0,,,,,7.0,,,,0.0,3.0,,,,0.29,,,,100.0,7.77,0.0,0.0,,0.0,100.0,21.94,0.3442,50.94,0.1351
2006-11-01,28468.0,399889.5,0.4,2.62,0.13,0.51,0.0,183748.58,16388.0,13081.0,230201.95,,,,,,,,0.0,,6.0,,,,,,,10.0,0.29,0.0,,,100.0,7.77,0.0,0.0,,0.0,100.0,22.39,0.3432,50.7,0.135
2006-11-02,78410.0,1101423.91,1.11,7.87,0.36,1.46,0.0,885718.45,16356.0,63054.0,229752.45,,,,0.94,,,,0.0,50000.0,31.0,,,0.94,,,,26.0,0.29,0.0,,,7.81,7.81,192997.0,2711025.52,,3.49,7.78,17.44,0.4893,67.01,0.3745
2006-11-03,77408.0,1086137.98,1.1,7.86,0.35,1.44,0.0,870644.66,15358.0,62050.0,215493.32,,,2.0,,,,,0.02,,1000.0,,,,2.0,,,1004.0,0.28,0.01,,,7.34,7.34,193866.0,2720199.79,,3.49,7.37,17.67,0.485,66.61,0.37
2006-11-06,77413.0,1087419.07,1.1,5.94,0.35,1.43,0.0,871685.51,15358.0,62055.0,215733.56,,,,0.0,,,,0.0,5.0,0.0,,,0.0,,,,,0.28,,,,7.34,7.34,194005.0,2725184.88,,3.5,7.3,17.66,0.4844,66.56,0.3698
2006-11-07,32467.0,454539.79,0.46,1.67,0.15,0.59,0.0,239148.94,15385.0,17082.0,215390.85,,,26.0,0.0,,,,,27.0,,,,0.0,26.0,,,45000.0,0.28,0.85,,,7.31,7.31,194960.0,2729450.75,,3.5,7.29,19.23,0.2848,44.05,0.1544
2006-11-08,32457.0,454907.5,0.46,1.43,0.15,0.59,0.0,239318.04,15382.0,17075.0,215589.46,,,,,,,,0.0,,2.0,,,,,,,7.0,0.28,0.0,,,7.3,7.3,195288.0,2737097.56,,3.51,7.31,19.24,0.2852,44.1,0.1541
2006-11-09,32462.0,456500.94,0.46,1.43,0.15,0.58,0.0,240203.7,15381.0,17081.0,216297.24,,,,0.0,,,,0.0,6.0,1.0,,,0.0,,,,,0.27,,,,7.3,7.3,195270.0,2746008.82,,3.51,7.26,19.31,0.2844,43.96,0.1541
2006-11-10,32461.0,460802.94,0.46,1.34,0.15,0.59,0.0,242432.23,15383.0,17078.0,218370.71,,,2.0,,,,,,,,,,,2.0,,,3.0,0.28,0.0,,,7.31,7.31,195096.0,2769502.17,,3.54,7.24,19.45,0.2842,43.91,0.1542
2006-11-13,32459.0,459505.19,0.46,1.28,0.15,0.6,0.0,241721.9,15384.0,17075.0,217783.29,,,0.0,,,,,,,,,,,0.0,,,2.0,0.28,0.0,,,7.33,7.33,194599.0,2754836.91,,3.53,7.35,19.18,0.2854,44.15,0.1546
2006-11-14,31469.0,446967.04,0.45,1.24,0.14,0.57,0.0,228476.02,15383.0,16086.0,218491.02,,,,,,,,0.0,,0.0,,,,,,,989.0,0.28,0.02,,,7.32,7.32,194668.0,2764949.01,,3.53,7.32,19.84,0.3028,45.52,0.1498
2006-11-15,31703.0,455001.83,0.45,1.23,0.14,0.58,0.0,234253.54,15615.0,16322.0,224106.66,,,232.0,,,236.0,,,,,,,,232.0,0.0,,,0.28,,,,7.41,7.41,195134.0,2800565.47,,3.57,7.36,19.85,0.3004,45.07,0.1504
2006-11-16,31708.0,455569.58,0.45,1.23,0.14,0.59,0.0,234508.85,15620.0,16322.0,224422.76,,,4.0,,,,,,,,,,,4.0,,,,0.29,,,,7.42,7.42,194835.0,2799321.93,,3.58,7.42,19.73,0.3009,45.16,0.1507
2006-11-17,31706.0,451325.17,0.45,1.22,0.14,0.59,0.0,232338.66,15619.0,16322.0,222331.67,,,,,,,,0.0,,0.0,,,,,,,,0.29,,,,7.42,7.42,194967.0,2775295.37,,3.57,7.43,19.56,0.3011,45.23,0.1506
2006-11-20,31703.0,453514.09,0.45,1.22,0.14,0.58,0.0,233487.59,15614.0,16322.0,223359.59,,,,,,,,0.0,,5.0,,,,,,,,0.28,,,,7.41,7.41,195150.0,2791637.19,,3.58,7.37,19.78,0.3002,45.04,0.1504
2006-11-21,25337.0,368591.1,0.36,0.97,0.12,0.47,0.0,144806.25,15617.0,9954.0,227188.98,,,3.0,,,,,,,,,,,3.0,,,6368.0,0.29,0.12,,,7.41,7.41,195092.0,2838109.32,,3.61,7.33,25.28,0.405,56.97,0.1202
2006-11-22,25353.0,352960.47,0.36,0.95,0.12,0.47,0.0,138578.02,15638.0,9954.0,217709.77,,,21.0,,,,,,,,,,,21.0,,,,0.29,,,,7.26,7.26,199799.0,2781570.21,,3.64,7.34,24.24,0.4093,57.75,0.1177
2006-11-23,25331.0,356616.6,0.36,0.92,0.12,0.46,0.0,140135.08,15610.0,9954.0,219761.76,,,,,,,,0.0,,28.0,,,,,,,,0.28,,,,7.22,7.22,200473.0,2822312.57,,3.6,7.17,25.05,0.4014,56.66,0.1172
2006-11-24,25336.0,356686.99,0.36,0.92,0.12,0.46,0.0,140135.08,15619.0,9954.0,219888.46,,,8.0,,,,,,,,,,,8.0,,,,0.28,,,,7.23,7.23,200532.0,2823143.18,,3.61,7.16,25.1,0.404,56.94,0.1172
2006-11-27,25344.0,352636.95,0.36,0.94,0.12,0.46,0.0,138500.17,15626.0,9954.0,217420.5,,,7.0,,,,,,,,,,,7.0,,,,0.28,,,,7.14,7.14,203159.0,2826758.65,,3.64,7.15,24.77,0.4068,57.33,0.1158
2006-11-28,25342.0,350627.06,0.36,0.94,0.12,0.45,0.0,137721.64,15624.0,9954.0,216170.67,,,,,,,,0.0,,2.0,,,,,,,,0.28,,,,7.12,7.12,203739.0,2818893.82,,3.62,7.1,24.87,0.4057,57.19,0.1155
2006-11-29,25348.0,346348.51,0.36,0.95,0.12,0.45,0.0,136008.88,15630.0,9954.0,213564.27,,,6.0,,,,,,,,,,,6.0,,,,0.28,,,,7.17,7.17,202246.0,2763436.95,,3.56,7.21,24.74,0.407,57.35,0.1163
2006-11-30,25336.0,349751.41,0.36,0.95,0.12,0.44,0.0,137410.23,15617.0,9954.0,215585.25,,,,,,,,0.0,,13.0,,,,,,,,0.27,,,,7.17,7.17,202070.0,2789480.09,,3.55,7.1,25.2,0.4042,56.93,0.1164
2006-12-01,26343.0,361592.21,0.37,1.01,0.12,0.46,0.0,150385.46,15623.0,10956.0,214446.16,0.02,,6.0,,,,1002.0,,,,0.02,,,6.0,,,,0.27,,,,6.65,6.65,219328.0,3010564.35,,3.85,6.65,23.85,0.3763,54.99,0.1121
2006-12-04,26330.0,364502.78,0.37,1.05,0.12,0.47,0.0,151546.22,15619.0,10947.0,216223.66,,,,,,,,0.0,,4.0,,,,,,,9.0,0.27,0.0,,,6.67,6.67,218406.0,3023531.84,,3.85,6.65,24.09,0.3757,54.84,0.1125
2006-12-05,26324.0,372655.19,0.37,1.08,0.12,0.47,0.0,154900.21,15615.0,10942.0,221053.44,,,,,,,,0.0,,4.0,,,,,,,5.0,0.28,0.0,,,6.66,6.66,219016.0,3100495.69,,3.92,6.6,24.4,0.3748,54.63,0.1122
2006-12-06,26338.0,372647.38,0.37,1.11,0.12,0.48,0.0,154913.67,15624.0,10949.0,221058.65,,,9.0,0.0,,,,,7.0,,,,0.0,9.0,,,,0.28,,,,6.65,6.65,219258.0,3102206.69,,3.97,6.66,23.95,0.3772,55.04,0.1121
2006-12-07,26658.0,380093.94,0.38,1.15,0.12,0.49,0.0,156055.53,15947.0,10945.0,227374.82,,,323.0,,,,,,,,,,,323.0,,,4.0,0.29,0.0,,,6.76,6.76,220077.0,3137892.35,,4.0,6.75,24.1,0.3761,54.87,0.1129
2006-12-08,31857.0,455717.07,0.45,1.37,0.14,0.59,0.0,230855.45,15953.0,16138.0,228209.01,,,6.0,0.09,,,,,5200.0,,,,0.09,6.0,,,7.0,0.29,0.0,,,6.67,6.67,223281.0,3194053.52,,4.09,6.68,20.33,0.3002,45.66,0.1332
2006-12-11,31856.0,457197.69,0.45,1.36,0.14,0.59,0.0,231727.58,16735.0,16146.0,240180.92,,,783.0,0.0,,,,,8.0,,,,0.0,783.0,,,,0.31,,,,6.93,6.93,224610.0,3223605.37,,4.12,6.95,20.38,0.3005,45.73,0.132
2006-12-12,33006.0,469830.27,0.47,1.4,0.15,0.61,0.0,246032.43,16756.0,17284.0,238516.51,,,21.0,0.02,,332.0,,,805.0,,,,0.02,21.0,0.01,,,0.31,,,,6.71,6.71,232929.0,3315672.79,,4.26,6.7,22.33,0.2894,43.96,0.1322
2006-12-13,36015.0,507592.18,0.51,1.53,0.16,0.66,0.0,285951.34,17377.0,20289.0,244909.88,,,621.0,0.0,,3000.0,,,6.0,,,,0.0,621.0,0.06,,,0.32,,,,16.43,6.92,88400.0,1245901.67,,1.59,16.6,20.28,0.2489,40.2,0.1435
2006-12-14,34996.0,496788.75,0.5,1.47,0.16,0.64,0.0,273733.5,17351.0,19283.0,246307.62,,,,,,,,0.0,,27.0,,,,,,,1006.0,0.31,0.02,,,16.41,6.86,88400.0,1254889.86,,1.6,16.41,20.96,0.2624,41.22,0.1384
2006-12-15,35628.0,509940.2,0.51,1.49,0.16,0.65,0.0,284969.95,17361.0,19910.0,248486.35,,,10.0,0.01,,,,,627.0,,,,0.01,10.0,,,,0.32,,,,16.42,6.87,88400.0,1265260.85,,1.62,16.4,22.21,0.2614,40.63,0.141
2006-12-18,35626.0,512140.69,0.51,1.69,0.16,0.65,0.0,286215.72,17369.0,19910.0,249687.64,,,8.0,,,,,,,,,,,8.0,,,,0.32,,,,16.42,6.93,88400.0,1270792.04,,1.62,16.36,22.34,0.2613,40.56,0.142
2006-12-19,35297.0,506306.89,0.5,2.38,0.16,0.65,0.0,285592.83,17112.0,19910.0,245457.79,,,,,,,,0.0,,257.0,,,,,,,,0.31,,,,16.22,6.81,88400.0,1268026.45,,1.62,16.13,22.48,0.2608,40.44,0.1404
2006-12-20,35365.0,504792.91,0.5,3.03,0.16,0.65,0.0,285076.32,17111.0,19972.0,244238.98,,,,0.0,,,,0.0,62.0,2.0,,,0.0,,,,,0.31,,,,16.22,6.8,88400.0,1261803.85,,1.61,16.29,22.48,0.2616,40.58,0.1406
2006-12-21,35359.0,507196.23,0.5,3.01,0.16,0.65,0.0,286482.17,17101.0,19972.0,245300.0,,,,,,,,0.0,,10.0,,,,,,,,0.31,,,,16.21,6.8,88400.0,1268026.45,,1.62,16.16,22.46,0.2613,40.51,0.1406
2006-12-22,35031.0,500847.42,0.5,3.51,0.16,0.65,0.0,280798.25,17104.0,19640.0,244540.39,,,3.0,,,,,,,,,,,3.0,,,332.0,0.31,0.01,,,16.21,6.8,88400.0,1263878.05,,1.62,16.3,22.68,0.2667,40.99,0.1393
2006-12-25,11904.0,170194.62,0.17,1.38,0.05,0.27,0.0,170194.62,0.0,11904.0,0.0,,,,,,,,0.0,,2811.0,,,,,,,,0.05,,0.26,0.14,0.0,0.0,0.0,0.0,14293.0,0.0,0.0,22.14,0.3116,45.01,0.0889
2006-12-26,35028.0,500804.53,0.5,4.06,0.16,0.65,0.0,280798.25,17098.0,19640.0,244454.6,0.14,14293.0,2805.0,,0.26,,7736.0,,,,0.14,14293.0,,2805.0,,,,0.31,,,,16.21,6.8,88400.0,1263878.05,,1.62,16.27,22.63,0.2665,40.97,0.1393
2006-12-27,35018.0,492992.78,0.5,4.06,0.16,0.64,0.0,276497.18,17078.0,19640.0,240428.66,,,,,,,,0.0,,19.0,,,,,,,,0.31,,,,15.94,6.75,90084.0,1268226.67,,1.62,16.17,22.73,0.2668,41.04,0.1383
2006-12-28,35025.0,494461.03,0.5,3.97,0.16,0.63,0.0,277265.23,17098.0,19640.0,241378.86,,,19.0,,,,,,,,,,,19.0,,,,0.31,,,,15.71,6.69,91731.0,1295000.84,,1.66,15.66,22.67,0.2654,40.78,0.1371
2006-12-29,35026.0,501049.88,0.5,3.98,0.16,0.63,0.0,280951.85,17104.0,19640.0,244674.16,,,7.0,,,,,,,,,,,7.0,,,,0.31,,,,15.72,6.7,91731.0,1312219.68,,1.65,15.68,22.75,0.2646,40.57,0.1373
2007-01-01,12255.0,175308.83,0.17,1.41,0.06,0.27,0.0,170287.74,351.0,11904.0,5021.09,,,,,,,,0.0,,2811.0,,,,,,,,0.06,,0.25,0.14,0.38,0.15,91731.0,1312219.82,13942.0,1.59,3.5,21.69,0.2972,44.01,0.0532
2007-01-02,59445.0,857804.78,0.84,6.86,0.27,1.09,0.0,283409.64,53146.0,19640.0,766908.79,0.14,50059.0,2736.0,,0.92,,7736.0,,,,0.14,50059.0,,2736.0,,,,0.98,,,,18.08,10.81,240781.0,3474524.22,,4.44,18.02,23.61,0.2134,34.4,0.1209
2007-01-03,34983.0,547222.32,0.5,3.65,0.16,0.66,0.0,307219.12,16975.0,19640.0,265531.8,,,,,,,,0.0,,54.0,,,,,,,,0.32,,0.67,,15.56,6.68,92132.0,1441176.77,36117.0,1.84,14.72,22.28,0.2648,40.49,0.1376
2007-01-04,35024.0,553068.37,0.5,3.17,0.16,0.71,0.0,310137.7,17081.0,19640.0,269728.21,,,106.0,,,,,,,,,,,106.0,,,,0.34,,,,15.64,6.75,92132.0,1454867.95,,1.86,15.64,24.08,0.2683,40.61,0.1385
2007-01-05,35019.0,571066.33,0.5,2.01,0.16,0.71,0.0,320275.93,17068.0,19640.0,278333.48,,,,,,,,0.0,,12.0,,,,,,,,0.35,,,,15.63,6.69,92132.0,1502426.78,,1.92,15.32,22.67,0.2688,41.12,0.1372
2007-01-08,35048.0,561945.06,0.5,1.71,0.16,0.72,0.0,314899.6,17155.0,19640.0,275056.14,,,87.0,,,,,,,,,,,87.0,,,,0.36,,,,100.0,6.6,0.0,0.0,,0.0,100.0,23.06,0.2707,41.46,0.1348
2007-01-09,35035.0,564476.81,0.5,1.75,0.16,0.72,0.0,316435.69,17115.0,19640.0,275753.4,,,,,,,,0.0,,40.0,,,,,,,,0.35,,,,100.0,6.58,0.0,0.0,,0.0,100.0,22.88,0.2695,41.27,0.1347
2007-01-10,35040.0,563187.08,0.5,1.74,0.16,0.72,0.0,315667.64,17125.0,19640.0,275244.83,,,10.0,,,,,,,,,,,10.0,,,,0.35,,,,100.0,6.33,0.0,0.0,,0.0,100.0,22.84,0.2699,41.37,0.1295
2007-01-11,35039.0,561526.71,0.5,1.74,0.16,0.72,0.0,314745.99,17125.0,19640.0,274441.19,,,,,,,,0.0,,1.0,,,,,,,,0.35,,,,6.21,6.21,258638.0,4144871.31,,5.32,6.22,22.82,0.2694,41.3,0.1271
2007-01-12,34675.0,561388.58,0.49,1.71,0.16,0.71,0.0,317971.79,16750.0,19640.0,271182.66,,,,,,,,0.01,,374.0,,,,,,,,0.34,,,,4.1,4.1,392275.0,6350935.99,,8.1,4.06,23.11,0.274,41.53,0.0848
2007-01-15,34694.0,553555.67,0.49,1.69,0.16,0.71,0.0,313363.5,16798.0,19640.0,268018.33,,,47.0,,,,,,,,,,,47.0,,,,0.35,,,,3.58,3.58,452402.0,7218242.07,,9.33,3.58,23.03,0.2758,41.92,0.0739
2007-01-16,34694.0,545143.79,0.49,1.68,0.16,0.7,0.0,308601.6,16792.0,19640.0,263851.23,,,,,,,,0.0,,6.0,,,,,,,,0.34,,,,3.57,3.57,452944.0,7117069.5,,9.21,3.59,23.13,0.2748,41.74,0.0739
2007-01-17,34693.0,532646.3,0.49,1.67,0.16,0.7,0.0,301535.56,16796.0,19640.0,257871.25,,,4.0,,,,,0.06,,2223.0,,,,4.0,,,,0.34,,,,3.59,3.59,451425.0,6930788.81,,9.03,3.6,23.08,0.2741,41.58,0.0741
2007-01-18,54669.0,853023.09,0.78,2.61,0.25,1.08,0.0,306451.07,48402.0,19640.0,755236.49,,31668.0,,,0.63,,,0.0,,62.0,,31668.0,,,,,,0.96,,,,6.78,6.78,665902.0,10390345.25,,13.18,6.79,25.76,0.2474,37.55,0.0765
2007-01-19,48441.0,753950.68,0.69,2.33,0.22,0.96,0.0,208406.09,48456.0,13390.0,754184.14,,,54.0,,,,,,,,,,,54.0,,,6250.0,0.96,0.13,,,6.78,6.78,666044.0,10366514.41,,13.25,6.75,29.24,0.2912,42.5,0.0678
2007-01-22,48433.0,753826.16,0.69,2.38,0.22,0.96,0.0,208406.09,48435.0,13390.0,753857.29,,,,,,,,0.0,,21.0,,,,,,,,0.96,,,,24.29,6.78,150956.0,2349525.78,,3.01,24.29,29.48,0.2911,42.33,0.0678
2007-01-23,48535.0,739849.92,0.69,2.39,0.22,0.95,0.0,205529.96,48564.0,13483.0,740291.99,,,129.0,0.0,,,,,93.0,,,,0.0,129.0,,,,0.95,,,,6.8,6.8,665918.0,10151012.26,,13.09,6.78,29.67,0.2887,41.92,0.0679
2007-01-24,49450.0,762306.6,0.7,2.47,0.22,0.97,0.0,207849.95,49435.0,13483.0,762075.36,,,,,,,,0.0,,59.0,,,,,,930.0,,0.97,,,,24.67,6.93,150956.0,2327093.12,,2.97,24.64,28.75,0.2793,41.48,0.0693
2007-01-25,49455.0,761996.88,0.7,2.44,0.22,0.98,0.0,207744.49,49452.0,13483.0,761950.65,,,17.0,,,,,,,,,,,17.0,,,,0.98,,,,24.68,6.93,150956.0,2325912.46,,2.98,24.67,28.86,0.2793,41.42,0.0693
