,MERY FP Equity_DX_SI_QTY,MERY FP Equity_DX_SHORT_INTEREST_VALUE,MERY FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MERY FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MERY FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MERY FP Equity_DX_SI_MV,MERY FP Equity_DX_DSS,MERY FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MERY FP Equity_DX_SUPPLY_SI_QTY,MERY FP Equity_DX_BROKER_SI_QTY,MERY FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MERY FP Equity_DX_BROKER_SI_MV_NEW_x,MERY FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MERY FP Equity_DX_SUPPLY_SI_QTY_INC_x,MERY FP Equity_DX_BROKER_SI_MV_INC_x,MERY FP Equity_DX_SUPPLY_SI_MV_NEW,MERY FP Equity_DX_BROKER_SI_QTY_ADD,MERY FP Equity_DX_BROKER_SI_QTY_NEW,MERY FP Equity_DX_SUPPLY_SI_MV_DEC,MERY FP Equity_DX_BROKER_SI_QTY_INC,MERY FP Equity_DX_SUPPLY_SI_QTY_DEC,MERY FP Equity_DX_BROKER_SI_MV_NEW_y,MERY FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MERY FP Equity_DX_BROKER_SI_MV_INC_y,MERY FP Equity_DX_SUPPLY_SI_QTY_INC_y,MERY FP Equity_DX_BROKER_SI_MV_ADD,MERY FP Equity_DX_SUPPLY_SI_QTY_ADD,MERY FP Equity_DX_BROKER_SI_QTY_DEC,MERY FP Equity_DX_SUPPLY_SI_MV,MERY FP Equity_DX_BROKER_SI_MV_DEC,MERY FP Equity_DX_SUPPLY_SI_MV_RMV,MERY FP Equity_DX_BROKER_SI_MV_RMV,MERY FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MERY FP Equity_DX_UTILIZATION_QUANTITY,MERY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MERY FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MERY FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MERY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MERY FP Equity_DX_ACTIVE_UTILIZATION_MV,MERY FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MERY FP Equity_DX_BROKER_SI_CON_RATIO,MERY FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MERY FP Equity_DX_DEMAND_SUPPLY_RATIO,MERY FP Equity_PX_LAST
2021-03-19,1281604.0,11963773.34,1.95,2.38,1.39,11.84,1.0,8150164.46,1083800.0,873076.0,10117273.0,,,23750.0,0.07,,,,0.39,9090.0,36382.0,,,0.07,23750.0,,3558.0,20882.0,10.03,0.21,,,8.91,8.91,11078634.0,103419048.39,,102.42,8.92,18.99,0.1618,25.88,0.1054,9.335
2021-03-22,1365831.0,12360770.55,2.08,2.54,1.48,12.65,1.0,8521063.7,1146249.0,941554.0,10373553.45,,,62449.0,0.79,,,,,82312.0,,,,0.79,62449.0,,,13834.0,10.61,0.13,,,9.41,9.41,11033491.0,99853093.55,,101.88,9.43,19.86,0.16,25.88,0.1121,9.05
2021-03-23,1379495.0,12346480.25,2.1,2.56,1.5,12.6,1.0,8745922.1,1124243.0,977198.0,10061974.85,,,23245.0,0.31,,,,0.46,35644.0,45251.0,,,0.31,23245.0,,,,10.19,,,,9.25,9.25,11029736.0,98716137.2,,99.57,9.29,21.74,0.162,25.32,0.1135,8.95
2021-03-24,1416242.0,13078994.87,2.15,2.66,1.54,12.83,1.0,9450637.25,1127106.0,1023350.0,10408823.91,,,21356.0,0.15,,41445.0,,0.2,16415.0,18493.0,,,0.15,21356.0,0.38,,11708.0,10.19,0.11,,,9.27,9.27,11037195.0,101928495.83,,100.0,9.25,20.84,0.1518,24.45,0.1164,9.235
2021-03-25,1294845.0,11970842.03,1.97,2.47,1.41,11.95,1.0,8911144.56,979836.0,963888.0,9058583.82,,,10009.0,,,,,1.34,,157279.0,,,,10009.0,,,59462.0,9.08,0.5,,,8.03,8.03,11222517.0,103752169.67,,103.79,8.05,17.76,0.1537,26.63,0.1061,9.245
2021-03-26,1291910.0,12059979.85,1.97,2.51,1.4,11.96,1.0,9212478.13,1006978.0,986875.0,9400139.63,,,3766.0,0.23,,,,0.38,24006.0,39858.0,,,0.23,3766.0,,63234.0,1019.0,9.33,0.0,,,8.4,8.4,10975535.0,102456619.23,,101.79,8.39,17.87,0.1479,26.48,0.1078,9.335
2021-03-29,1299706.0,12100262.86,1.98,2.52,1.41,12.1,1.0,9006438.14,1066660.0,967394.0,9930604.6,,,51519.0,0.45,,,,,46504.0,,,,0.45,51519.0,,8163.0,65985.0,9.94,0.61,,,9.49,9.49,10167619.0,94660532.89,,94.82,9.49,17.9,0.1527,26.58,0.1157,9.31
2021-03-30,1345785.0,12758041.8,2.05,2.65,1.46,12.62,1.0,9480578.28,1092616.0,1000061.0,10357999.68,,,4228.0,0.25,,,,0.06,24572.0,5948.0,,,0.25,4228.0,,13639.0,1095.0,10.25,0.01,,,8.88,8.88,11211344.0,106283541.12,,105.1,8.88,17.38,0.1507,26.34,0.1094,9.48
2021-03-31,1345331.0,12639384.75,2.05,2.82,1.46,12.69,1.0,9112172.92,1109028.0,969896.0,10419318.06,,,35006.0,0.05,,,,0.15,3551.0,18594.0,,,0.05,35006.0,,,33716.0,10.49,0.31,,,9.07,9.07,11113040.0,104407010.8,,105.08,9.08,18.2,0.1597,26.39,0.1101,9.395
2021-04-01,1566690.0,14914888.8,2.38,3.37,1.7,15.03,1.0,11476750.32,1122851.0,1205541.0,10689541.52,1.78,,88554.0,0.87,,,188108.0,0.73,67008.0,74731.0,1.78,,0.87,88554.0,,,19471.0,10.57,0.17,,,9.28,9.28,10974615.0,104478334.8,,103.36,9.28,21.24,0.1473,21.87,0.1295,9.52
2021-04-02,1566690.0,14914888.8,2.38,3.49,1.7,15.1,1.0,11476750.32,1122851.0,1205541.0,10689541.52,,,,,,,,,,,,,,,,,,10.67,,,,9.28,9.28,10974315.0,104475478.8,,104.4,9.27,21.28,0.1472,21.78,0.1295,
2021-04-05,1566690.0,14914888.8,2.38,3.49,1.7,14.87,1.0,11476750.32,1099723.0,1205541.0,10469362.96,,,,,,,,0.22,,23128.0,,,,,,,,10.44,,,,9.07,9.07,11025252.0,104960399.04,,104.8,9.06,20.05,0.1452,22.11,0.1292,
2021-04-06,1506537.0,14643539.64,2.29,3.36,1.64,14.39,1.0,11345184.0,1091294.0,1167200.0,10607377.68,,,14688.0,0.3,,,,0.63,33350.0,71806.0,,,0.3,14688.0,,48689.0,71691.0,10.42,0.67,,,9.01,9.01,11022497.0,107138670.84,,105.11,9.02,19.93,0.1569,24.74,0.1244,9.72
2021-04-07,1295265.0,13004460.6,1.97,2.95,1.41,12.62,1.0,9908164.76,963369.0,986869.0,9672224.76,,,8897.0,0.07,,,,1.18,7247.0,136822.0,,,0.07,8897.0,,,187578.0,9.45,1.75,,,7.97,7.97,11130935.0,111754587.4,,108.46,8.01,17.79,0.165,28.75,0.1071,10.04
2021-04-08,1312799.0,13003274.1,2.0,3.05,1.43,12.96,1.0,9948611.72,1034084.0,1004403.0,10242602.02,,,70715.0,0.72,,,,,70715.0,,,,0.72,70715.0,,,53181.0,10.32,0.5,,,8.53,8.53,11091982.0,109866081.71,,111.14,8.5,15.27,0.1599,27.94,0.1083,9.905
2021-04-09,1482596.0,14373768.22,2.26,3.54,1.61,14.5,1.0,10978501.66,1125913.0,1132388.0,10915726.54,,,28798.0,1.24,,,,0.15,128912.0,13662.0,,,1.24,28798.0,,76693.0,927.0,11.1,0.04,,,9.92,9.92,10228137.0,99161788.22,,101.02,9.9,17.27,0.1542,24.46,0.1306,9.695
2021-04-12,1596403.0,15325468.8,2.43,3.91,1.73,15.34,1.0,11632531.2,1226611.0,1211722.0,11775465.6,,,85522.0,0.66,,,,0.07,80695.0,4791.0,,,0.66,85522.0,,19967.0,1361.0,11.86,0.07,,,10.78,10.78,10154339.0,97481654.4,,98.26,10.77,16.78,0.1542,23.45,0.1403,9.6
2021-04-13,1566866.0,15316115.15,2.38,4.0,1.7,15.0,1.0,11555858.38,1207981.0,1182185.0,11808014.28,,,13611.0,0.53,,,,0.43,55499.0,42398.0,,,0.53,13611.0,,10157.0,85036.0,11.63,0.87,,,9.94,9.94,10944332.0,106980845.3,,105.26,9.95,17.49,0.149,24.28,0.1289,9.775
2021-04-14,1539234.0,15592440.42,2.34,3.99,1.67,15.03,1.0,11695621.89,1180349.0,1154553.0,11956935.37,,,,,,,,0.26,,27632.0,,,,,,,27632.0,11.61,0.24,,,9.71,9.71,10972411.0,111150523.43,,107.54,9.74,17.96,0.1497,24.54,0.1267,10.13
2021-04-15,1736606.0,17713381.2,2.64,4.53,1.89,17.43,1.0,14580961.2,1455256.0,1429506.0,14843611.2,,,265595.0,2.94,,,,0.06,274953.0,10840.0,,,2.94,265595.0,,20152.0,,14.77,,,,11.91,11.91,10760303.0,109755090.6,,109.09,11.92,19.8,0.1407,22.49,0.1422,10.2
2021-04-16,1556794.0,16346337.0,2.37,4.1,1.69,15.76,1.0,13302460.5,1248739.0,1266901.0,13111759.5,,,3849.0,0.37,,69792.0,,2.69,37904.0,280158.0,,,0.37,3849.0,0.71,69792.0,270301.0,12.93,2.71,,,10.17,10.17,11028195.0,115796047.5,,112.81,10.28,15.41,0.1353,25.17,0.1268,10.5
2021-04-19,2663445.0,28152613.65,4.05,7.01,2.89,27.68,1.0,13387105.83,2365224.0,1266519.0,25000417.68,,,65117.0,1.19,,,,1.43,103979.0,140894.0,,,1.19,65117.0,,1192262.0,104361.0,24.83,1.01,,,19.18,19.18,9967671.0,105358282.47,,104.55,19.19,12.69,0.2606,46.78,0.216,10.57
2021-04-20,3122988.0,31635868.44,4.75,8.5,3.39,33.29,1.0,25763760.69,2671173.0,2543313.0,27058982.49,,,109088.0,2.04,,1190000.0,,1.15,179037.0,100257.0,,,2.04,109088.0,13.11,297118.0,92243.0,28.02,0.92,,,21.63,21.63,9677247.0,98030512.11,,101.74,21.59,9.37,0.3088,52.53,0.2529,10.13
2021-04-21,3245588.0,32650615.28,4.94,8.87,3.53,33.57,1.0,27069146.2,2584720.0,2690770.0,26002283.2,,,100000.0,2.17,,,,2.12,260238.0,186453.0,,,2.17,100000.0,,,112781.0,26.14,1.28,,,20.89,20.89,9788091.0,98468195.46,,99.09,20.87,9.04,0.3545,57.11,0.2623,10.06
2021-04-22,3349464.0,34800930.96,5.1,9.29,3.64,34.52,1.0,28369843.05,2695252.0,2730495.0,28003668.28,,,64202.0,0.35,,,,0.1,39725.0,9725.0,,,0.35,64202.0,,56055.0,,27.35,,,,21.45,21.45,9871368.0,102563513.52,,99.7,21.52,8.75,0.333,55.15,0.2665,10.39
2021-04-23,3401464.0,35137123.12,5.17,9.53,3.7,35.79,1.0,28842899.17,2818437.0,2792149.0,29114454.21,,,74261.0,0.65,,25006.0,,1.02,51959.0,103429.0,,,0.65,74261.0,0.26,152353.0,15311.0,29.17,0.11,,,22.35,22.35,9790205.0,101132817.65,,101.47,22.33,9.63,0.3278,54.65,0.2698,10.33
2021-04-26,4446781.0,47758427.94,6.76,12.77,4.83,46.61,1.0,30098484.84,3863754.0,2802466.0,41496717.96,,,1010317.0,0.22,,,,0.16,24700.0,25000.0,,,0.22,1010317.0,,60000.0,14383.0,40.18,0.15,,,30.63,30.63,8750423.0,93979543.02,,90.75,30.69,9.49,0.3195,53.76,0.3525,10.74
2021-04-27,6086252.0,65305483.96,9.26,17.57,6.61,66.08,2.0,29523798.87,5361720.0,2751519.0,57531255.6,,,501776.0,2.42,,26661.0,,0.54,209956.0,49857.0,,,2.42,501776.0,0.29,1046047.0,287564.0,57.56,2.69,,,42.35,42.35,7297853.0,78305962.69,,78.37,42.34,20.68,0.2007,36.46,0.4808,10.73
2021-04-28,6616810.0,70204352.3,10.07,19.21,7.19,71.88,2.0,30597976.63,5698193.0,2883881.0,60457826.18,,,216836.0,3.45,,,,1.19,306603.0,110918.0,,,3.45,216836.0,,230555.0,174241.0,61.28,1.88,,,43.92,43.92,7274712.0,77184692.34,,78.29,43.91,24.16,0.2025,34.75,0.51,11.04
2021-04-29,8572992.0,91816744.32,13.04,25.26,9.31,94.45,2.0,29656043.55,7683574.0,2769005.0,82291077.54,,,124175.0,0.96,,,,2.09,82014.0,188938.0,,,0.96,124175.0,,2050144.0,196890.0,83.9,2.04,,,58.91,58.91,5359554.0,57400823.34,,59.37,58.56,26.12,0.2043,30.58,0.6573,10.71
2021-04-30,9578454.0,101818966.02,14.57,28.14,10.41,103.88,3.0,37979161.64,7880964.0,3572828.0,83774647.32,,,110849.0,9.29,,,,1.34,897818.0,119093.0,,,9.29,110849.0,,205634.0,93995.0,84.68,1.0,,,59.61,59.61,5339471.0,56758576.73,,57.22,59.67,24.31,0.2086,28.78,0.7245,10.63
2021-05-03,9204557.0,99133078.89,14.0,26.68,10.0,99.27,3.0,39597369.72,7880873.0,3676636.0,84877002.21,,,1205.0,0.84,,20000.0,,0.15,83808.0,8935.0,,,0.84,1205.0,0.23,7639.0,,84.12,,,,59.28,59.28,5412665.0,58294402.05,,57.33,59.47,25.49,0.2039,30.29,0.6924,10.77
2021-05-04,9389255.0,101216168.9,14.28,28.12,10.2,102.37,3.0,40905399.92,7957291.0,3794564.0,85779596.98,,28629.0,79178.0,0.86,0.31,46186.0,,0.54,77228.0,58709.0,,28629.0,0.86,79178.0,0.5,27320.0,5486.0,85.88,0.06,,,59.1,59.1,5506358.0,59358539.24,,59.56,59.05,24.95,0.1959,29.42,0.6974,10.78
2021-05-05,7033156.0,73566811.76,10.7,21.63,7.64,75.7,2.0,39753575.18,6584337.0,3800533.0,68872165.02,,,63869.0,0.11,,,,15.47,9648.0,1436823.0,,,0.11,63869.0,,,3679.0,69.93,0.04,,,48.72,48.72,6930854.0,72496732.84,,74.57,48.39,23.1,0.1883,29.45,0.5204,10.46
2021-05-06,4984212.0,51835804.8,7.58,15.71,5.41,53.07,2.0,42648600.8,4520326.0,4100827.0,47011390.4,,,23221.0,3.99,,,,22.73,367877.0,2158967.0,,,3.99,23221.0,,71735.0,67583.0,47.12,1.61,,,32.88,32.88,9227769.0,95968797.6,,96.39,32.83,26.55,0.1976,31.91,0.3625,10.4
2021-05-07,4828805.0,50702452.5,7.35,15.45,5.25,51.26,2.0,42607026.0,4352320.0,4057812.0,45699360.0,,,,0.06,,1000.0,,1.8,7700.0,168006.0,,,0.06,,0.01,,51715.0,45.18,0.61,,,31.81,31.81,9330803.0,97973431.5,,97.0,31.77,27.65,0.2096,32.97,0.3529,10.5
2021-05-10,4758427.0,51771685.76,7.24,15.16,5.17,51.6,2.0,43464305.28,4327873.0,3994881.0,47087258.24,,,17104.0,0.17,,,,1.59,9055.0,170657.0,,,0.17,17104.0,,129106.0,71986.0,45.74,0.64,,,31.65,31.65,9346678.0,101691856.64,,98.64,31.68,28.39,0.2138,33.2,0.348,10.88
2021-05-11,5446153.0,58546144.75,8.28,17.57,5.92,59.42,2.0,26898306.0,3579937.0,2502168.0,38484322.75,,,17224.0,1.12,,,,7.74,101611.0,765160.0,,,1.12,17224.0,,,1594324.0,38.88,17.46,,,26.15,26.15,10108246.0,108663644.5,,109.98,26.12,17.04,0.2062,38.37,0.3979,10.75
2021-05-12,5487420.0,58166652.0,8.35,17.85,5.96,59.34,2.0,26936200.6,3539364.0,2541151.0,37517258.4,,,17400.0,0.91,,,,0.66,80384.0,57973.0,,,0.91,17400.0,,,41401.0,38.08,0.49,,,26.06,26.06,10042591.0,106451464.6,,108.2,26.03,18.48,0.2055,37.69,0.404,10.6
2021-05-13,5252340.0,55202093.4,7.99,17.44,5.71,55.95,2.0,23374639.38,3591415.0,2224038.0,37745771.65,,,66108.0,0.08,,,,0.25,8400.0,20749.0,,,0.08,66108.0,,6692.0,325513.0,38.0,3.64,,,26.56,26.56,9931090.0,104375755.9,,105.24,26.53,18.15,0.1831,34.22,0.3884,10.51
2021-05-14,4533402.0,48552735.42,6.9,15.09,4.92,48.12,1.0,22604536.71,2954151.0,2110601.0,31638957.21,,,33147.0,1.04,,,,6.89,101032.0,650990.0,,,1.04,33147.0,,54501.0,214469.0,31.09,2.3,0.78,,22.07,22.07,10431957.0,111726259.47,73922.0,109.71,22.08,16.59,0.1672,31.72,0.3387,10.71
2021-05-17,4647272.0,49075192.32,7.07,15.74,5.05,49.9,2.0,22919402.88,2979039.0,2170398.0,31458651.84,,,12499.0,1.37,,,,1.26,120603.0,113611.0,,,1.37,12499.0,,126000.0,60806.0,31.81,0.55,,,22.2,22.2,10439749.0,110243749.44,,110.8,22.3,16.22,0.1658,30.74,0.3463,10.56
2021-05-18,3962877.0,42521670.21,6.03,13.58,4.31,42.11,1.0,16144508.22,2950595.0,1504614.0,31659884.35,,,38797.0,0.0,,,,0.74,2597.0,71903.0,,,0.0,38797.0,,4662.0,668381.0,31.15,7.2,,,21.87,21.87,10538207.0,113074961.11,,111.24,21.88,19.18,0.1368,20.25,0.2938,10.73
2021-05-19,3274468.0,34480148.04,4.98,11.57,3.56,35.37,1.0,15848976.78,2294512.0,1505126.0,24161211.36,,,32361.0,0.17,,4662.0,,7.23,9725.0,690375.0,,,0.17,32361.0,0.05,1931.0,13875.0,24.57,0.05,,,17.02,17.02,11188780.0,117817853.4,,120.06,16.99,18.28,0.138,23.42,0.2429,10.53
2021-05-20,2541998.0,27046858.72,3.87,9.25,2.76,27.51,1.0,22295907.2,1493728.0,2095480.0,15893265.92,,,15043.0,7.75,,,,9.1,702541.0,847040.0,,,7.75,15043.0,,31213.0,112187.0,15.75,1.28,,,11.12,11.12,11940018.0,127041791.52,,125.84,11.13,15.46,0.1591,31.14,0.1892,10.64
2021-05-21,1852688.0,19342062.72,2.82,6.84,2.01,20.02,1.0,14781400.92,1505917.0,1415843.0,15721773.48,,,42347.0,0.58,,,,0.36,50991.0,33631.0,,,0.58,42347.0,,3473.0,730628.0,15.97,8.06,,,11.14,11.14,12007660.0,125359970.4,,127.64,11.12,16.28,0.1257,21.47,0.1371,10.44
2021-05-24,1774443.0,18897817.95,2.7,6.62,1.93,18.92,1.0,13831325.4,1473371.0,1298716.0,15691401.15,,,141903.0,0.07,,,,2.59,11676.0,244450.0,,,0.07,141903.0,,70001.0,128803.0,15.43,1.38,,,10.89,10.89,12057705.0,128414558.25,,126.08,10.9,17.96,0.1379,23.21,0.1311,10.65
2021-05-25,1715626.0,18288573.16,2.61,6.45,1.86,18.5,1.0,13944036.86,1354350.0,1308071.0,14437371.0,,,70679.0,1.14,,,,1.97,102568.0,189700.0,,,1.14,70679.0,,,93213.0,14.39,0.98,,,9.95,9.95,12252748.0,130614293.68,,130.31,9.94,22.02,0.157,23.74,0.1261,10.66
2021-05-26,1607943.0,16851242.64,2.45,6.02,1.75,17.4,1.0,12242065.28,1349566.0,1168136.0,14143451.68,,,36698.0,0.01,,,,0.42,216.0,41569.0,,,0.01,36698.0,,87.0,140151.0,14.38,1.48,,,9.92,9.92,12257605.0,128459700.4,,130.66,9.91,23.5,0.1803,26.0,0.1182,10.48
2021-05-27,1672921.0,17850067.07,2.54,6.25,1.82,17.58,1.0,12909024.81,1474966.0,1209843.0,15737887.22,,34202.0,30281.0,0.07,0.36,33175.0,,0.06,8532.0,6130.0,,34202.0,0.07,30281.0,0.01,67047.0,,15.52,,,,10.81,10.81,12172512.0,129880703.04,,127.92,10.82,22.77,0.1748,25.8,0.1226,10.67
2021-05-28,1732169.0,18257061.26,2.64,6.19,1.88,18.62,1.0,13035460.94,1490814.0,1236761.0,15713179.56,,,42399.0,0.71,,,,0.28,72148.0,28042.0,,,0.71,42399.0,,1491.0,45230.0,15.87,0.13,,,10.89,10.89,12194814.0,128533339.56,,129.99,10.88,21.16,0.1628,24.25,0.1266,10.54
2021-05-31,1735399.0,18239043.49,2.64,6.23,1.89,18.52,1.0,13016540.41,1461400.0,1238491.0,15359314.0,,,16230.0,0.01,,,,0.49,1730.0,45644.0,,,0.01,16230.0,,,,15.37,,,,10.69,10.69,12212511.0,128353490.61,,128.52,10.68,21.11,0.1626,24.34,0.1269,10.51
2021-06-01,1634128.0,17550534.72,2.49,5.95,1.78,17.33,1.0,12164478.42,1438015.0,1132633.0,15444281.1,,,6133.0,0.06,,,,0.26,6133.0,29518.0,,,0.06,6133.0,,,111991.0,15.18,1.31,,,10.38,10.38,12420129.0,133392185.46,,130.9,10.39,19.66,0.1559,22.59,0.1179,10.74
2021-06-02,1662939.0,17926482.42,2.53,6.21,1.81,18.0,1.0,12680783.5,1326614.0,1176325.0,14300898.92,,,,1.0,,,,1.16,86203.0,111401.0,,,1.0,,,,42511.0,14.23,0.33,,,9.57,9.57,12539129.0,135171810.62,,134.9,9.54,21.85,0.1673,24.8,0.1199,10.78
2021-06-03,1671393.0,17800335.45,2.54,6.25,1.82,18.16,1.0,11658139.65,1236843.0,1094661.0,13172377.95,,,3131.0,0.0,,,,1.0,100.0,93021.0,,,0.0,3131.0,,119.0,81764.0,13.31,0.85,,,8.91,8.91,12643326.0,134651421.9,,136.62,8.88,20.16,0.1647,24.64,0.1204,10.65
2021-06-04,1379920.0,14765144.0,2.1,5.2,1.5,14.77,1.0,8906647.9,1144023.0,832397.0,12241046.1,,,4843.0,0.02,,,,1.06,2960.0,97663.0,,,0.02,4843.0,,,265224.0,12.17,2.98,,,8.3,8.3,12640668.0,135255147.6,,134.59,8.29,22.28,0.1592,24.82,0.1001,10.7
2021-06-07,1300919.0,14023906.82,1.98,4.97,1.41,13.99,1.0,8931391.7,1160383.0,828515.0,12508928.74,,,51365.0,0.23,,,,0.39,20018.0,36867.0,,,0.23,51365.0,,1862.0,23900.0,12.41,0.24,,,8.41,8.41,12629648.0,136147605.44,,135.14,8.41,23.78,0.163,24.44,0.0943,10.78
2021-06-08,1328138.0,14423578.68,2.02,5.26,1.44,14.44,1.0,8839247.22,1126707.0,813927.0,12236038.02,,,19745.0,0.54,,,,0.56,46258.0,53421.0,,,0.54,19745.0,,,60846.0,12.16,0.62,,,8.13,8.13,12726431.0,138209040.66,,137.34,8.13,22.77,0.1558,23.24,0.0959,10.86
2021-06-09,1324167.0,14473145.31,2.01,5.32,1.44,14.49,1.0,8933974.33,1126871.0,817381.0,12316700.03,,,2422.0,0.08,,,,0.02,6695.0,2258.0,,,0.08,2422.0,,,3241.0,12.25,0.03,,,8.13,8.13,12732667.0,139168050.31,,138.4,8.13,22.83,0.1563,23.31,0.0955,10.93
2021-06-10,1174241.0,12822711.72,1.79,4.86,1.28,12.89,1.0,7889295.96,1021124.0,722463.0,11150674.08,,,,0.08,,,,1.13,6419.0,105747.0,,,0.08,,,,101337.0,11.16,1.12,,,7.34,7.34,12882824.0,140680438.08,,140.83,7.34,24.42,0.1739,26.36,0.0845,10.92
2021-06-11,1175649.0,12356070.99,1.79,4.92,1.28,12.93,1.0,7607884.21,1029261.0,723871.0,10817533.11,,,6440.0,0.02,,,,,1408.0,,,,0.02,6440.0,,1697.0,,11.21,,,,7.43,7.43,12823154.0,134771348.54,,139.65,7.43,24.36,0.1736,26.37,0.0849,10.51
2021-06-14,1087882.0,11694731.5,1.61,4.69,1.16,11.58,1.0,7445525.25,960616.0,692607.0,10326622.0,,,7013.0,0.62,,,,1.66,58275.0,146620.0,,,0.62,7013.0,,70962.0,89539.0,10.12,1.04,,,6.95,6.95,12867490.0,138325517.5,,135.56,6.95,20.25,0.1656,27.72,0.0787,10.75
2021-06-15,1022991.0,10823244.78,1.51,4.4,1.09,11.06,1.0,6630655.28,931471.0,626716.0,9854963.18,,,10082.0,0.0,,,,0.42,482.0,39227.0,,,0.0,10082.0,,,66373.0,9.99,0.66,,,6.7,6.7,12964297.0,137162262.26,,139.09,6.7,20.81,0.176,29.93,0.0736,10.58
2021-06-16,984567.0,10239496.8,1.46,4.32,1.05,10.56,1.0,6172212.8,829572.0,593482.0,8627548.8,,,,0.33,,,,1.27,31697.0,117519.0,,,0.33,,,31697.0,64931.0,8.82,0.73,0.17,,6.0,6.0,12998471.0,135184098.4,16077.0,137.9,6.01,25.34,0.1995,31.31,0.0712,10.4
2021-06-17,900669.0,9267884.01,1.33,3.98,0.96,9.49,0.0,5130594.0,763113.0,498600.0,7852432.77,,,21531.0,0.05,,,,1.0,9331.0,91486.0,,,0.05,21531.0,,3496.0,104213.0,8.02,1.14,,,5.51,5.51,13078262.0,134575315.98,,136.9,5.53,24.65,0.211,34.4,0.0651,10.29
2021-06-18,918674.0,9352101.32,1.36,4.07,0.98,9.54,1.0,5564418.54,805244.0,546603.0,8197383.92,,,53360.0,0.59,,,,0.13,58611.0,11229.0,,,0.59,53360.0,,,10608.0,8.31,0.12,,,5.81,5.81,13059292.0,132943592.56,,134.57,5.82,24.13,0.2045,33.46,0.0663,10.18
2021-06-21,924235.0,9538105.2,1.37,4.02,0.98,9.44,1.0,5596845.6,810636.0,542330.0,8365763.52,,7096.0,25582.0,0.12,0.07,,,0.44,11848.0,42402.0,,7096.0,0.12,25582.0,,15116.0,16121.0,8.24,0.19,,,5.85,5.85,13052694.0,134703802.08,,132.87,5.84,22.57,0.1974,33.01,0.0667,10.32
2021-06-22,915285.0,9482352.6,1.35,3.98,0.97,9.47,0.0,5290603.36,779738.0,510676.0,8078085.68,,,8637.0,0.04,,8272.0,,0.57,3451.0,56738.0,,,0.04,8637.0,0.09,17203.0,43377.0,8.04,0.4,,,5.65,5.65,13016494.0,134850877.84,,134.24,5.65,21.44,0.1986,33.52,0.0663,10.36
2021-06-23,867023.0,8965017.82,1.28,3.82,0.92,8.98,0.0,4724594.16,775004.0,456924.0,8013541.36,,,8135.0,,,400.0,,0.13,,12869.0,,,,8135.0,0.0,,54152.0,8.02,0.58,,,5.61,5.61,13029561.0,134725660.74,,134.82,5.62,23.13,0.2129,36.09,0.0628,10.34
2021-06-24,851274.0,8810685.9,1.26,3.85,0.91,8.81,0.0,4726689.75,730572.0,456685.0,7561420.2,,,4133.0,0.15,,,,0.7,15480.0,67386.0,,,0.15,4133.0,,18821.0,15719.0,7.56,0.16,,,5.28,5.28,13099234.0,135577071.9,,135.52,5.28,24.08,0.2234,36.93,0.0616,10.35
2021-06-25,851010.0,8799443.4,1.26,3.85,0.91,8.8,0.0,4719930.82,724501.0,456473.0,7491340.34,,,,0.06,,,,0.06,5859.0,6071.0,,,0.06,,,,6071.0,7.49,0.07,,,5.27,5.27,13015101.0,134576144.34,,134.63,5.27,24.16,0.2245,36.93,0.0619,10.34
2021-06-28,827854.0,8311654.16,1.23,3.75,0.88,8.62,0.0,4448603.52,723079.0,443088.0,7259713.16,,,,0.39,,,,0.41,37070.0,38492.0,,,0.39,,,37070.0,50455.0,7.47,0.45,,,5.28,5.28,12973204.0,130250968.16,,133.73,5.29,23.07,0.2341,37.38,0.0604,10.04
2021-06-29,791341.0,7968803.87,1.17,3.59,0.84,8.08,0.0,4122023.59,746611.0,409337.0,7518372.77,,,31849.0,,,37070.0,,0.64,,61400.0,,,,31849.0,0.39,53083.0,70821.0,7.51,0.74,,,5.45,5.45,12956263.0,130469568.41,,130.26,5.45,24.05,0.2428,38.92,0.0578,10.07
2021-06-30,810525.0,8275460.25,1.2,3.63,0.86,8.33,0.0,4375199.41,701918.0,428521.0,7166582.78,,,12818.0,0.71,,,,0.58,66970.0,58156.0,,,0.71,12818.0,,645.0,47786.0,7.1,0.49,,,5.13,5.13,12985476.0,132581709.96,,131.23,5.13,23.34,0.2267,37.78,0.0592,10.21
