,OPM FP Equity_DX_SI_QTY,OPM FP Equity_DX_SHORT_INTEREST_VALUE,OPM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,OPM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,OPM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,OPM FP Equity_DX_SI_MV,OPM FP Equity_DX_DSS,OPM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,OPM FP Equity_DX_SUPPLY_SI_QTY,OPM FP Equity_DX_BROKER_SI_QTY,OPM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,OPM FP Equity_DX_BROKER_SI_MV_NEW_x,OPM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,OPM FP Equity_DX_SUPPLY_SI_QTY_INC_x,OPM FP Equity_DX_BROKER_SI_MV_INC_x,OPM FP Equity_DX_SUPPLY_SI_MV_NEW,OPM FP Equity_DX_BROKER_SI_QTY_ADD,OPM FP Equity_DX_BROKER_SI_QTY_NEW,OPM FP Equity_DX_SUPPLY_SI_MV_DEC,OPM FP Equity_DX_BROKER_SI_QTY_INC,OPM FP Equity_DX_SUPPLY_SI_QTY_DEC,OPM FP Equity_DX_BROKER_SI_MV_NEW_y,OPM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,OPM FP Equity_DX_BROKER_SI_MV_INC_y,OPM FP Equity_DX_SUPPLY_SI_QTY_INC_y,OPM FP Equity_DX_BROKER_SI_MV_ADD,OPM FP Equity_DX_SUPPLY_SI_QTY_ADD,OPM FP Equity_DX_BROKER_SI_QTY_DEC,OPM FP Equity_DX_SUPPLY_SI_MV,OPM FP Equity_DX_BROKER_SI_MV_DEC,OPM FP Equity_DX_SUPPLY_SI_MV_RMV,OPM FP Equity_DX_BROKER_SI_MV_RMV,OPM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,OPM FP Equity_DX_UTILIZATION_QUANTITY,OPM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,OPM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,OPM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,OPM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,OPM FP Equity_DX_ACTIVE_UTILIZATION_MV,OPM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,OPM FP Equity_DX_BROKER_SI_CON_RATIO,OPM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,OPM FP Equity_DX_DEMAND_SUPPLY_RATIO,OPM FP Equity_PX_LAST
2008-08-26,48538.0,797309.86,0.63,5.43,0.26,1.01,0.0,547626.94,28178.0,33338.0,462866.15,,,,,,15000.0,,,,,,,,,0.32,,,0.57,,,,100.0,5.12,0.0,0.0,,0.0,100.0,31.29,0.3294,45.32,0.0882,20.01
2008-08-27,48538.0,798106.78,0.63,5.57,0.26,1.0,0.0,548174.29,28178.0,33338.0,463328.79,,,,,,,,,,,,,,,,,,0.56,,,,100.0,5.15,0.0,0.0,,0.0,100.0,30.93,0.3277,45.29,0.0887,20.03
2008-08-28,48538.0,804880.52,0.63,5.55,0.26,1.0,0.0,552826.79,28178.0,33338.0,467261.18,,,,,,,,,,,,,,,,,,0.56,,,,100.0,5.1,0.0,0.0,,0.0,100.0,30.57,0.3285,45.61,0.0878,20.2
2008-08-29,48538.0,808466.62,0.63,5.96,0.26,1.0,0.0,555289.88,28178.0,33338.0,469343.04,,,,,,,,,,,,,,,,,,0.57,,,,100.0,5.15,0.0,0.0,,0.0,100.0,30.53,0.3294,45.77,0.0887,20.29
2008-09-01,51258.0,831049.57,0.67,6.67,0.27,1.07,0.0,584610.9,28178.0,36058.0,456851.9,,,,0.06,,,,,2720.0,,,,0.06,,,,,0.57,,,,100.0,5.15,0.0,0.0,,0.0,100.0,28.51,0.2995,42.35,0.0937,19.75
2008-09-02,51258.0,853351.15,0.67,6.92,0.27,1.05,0.0,600299.19,28178.0,36058.0,469111.72,,,,,,,,,,,,,,,,,,0.56,,,,100.0,5.15,0.0,0.0,,0.0,100.0,29.07,0.2981,41.82,0.0937,20.28
2008-09-03,31258.0,520901.25,0.41,4.37,0.17,0.64,0.0,434245.46,18178.0,26058.0,302928.62,,,,,,,,0.19,,10000.0,,,,,,,10000.0,0.37,0.21,,,100.0,3.32,0.0,0.0,,0.0,100.0,20.69,0.2699,39.24,0.0571,20.3
2008-09-04,31258.0,519618.24,0.41,4.54,0.17,0.65,0.0,433175.89,18178.0,26058.0,302182.49,,,,,,,,,,,,,,,,,,0.37,,,,100.0,3.28,0.0,0.0,,0.0,100.0,20.6,0.2702,39.28,0.0563,20.25
2008-09-05,31258.0,518335.23,0.41,5.26,0.17,0.65,0.0,432106.32,18178.0,26058.0,301436.36,,,,,,,,,,,,,,,,,,0.37,,,,100.0,3.31,0.0,0.0,,0.0,100.0,20.36,0.2729,39.94,0.0569,20.2
2008-09-08,31258.0,517308.82,0.41,5.35,0.17,0.65,0.0,431250.67,18178.0,26058.0,300839.46,,,,,,,,,,,,,,,,,,0.37,,,,100.0,3.27,0.0,0.0,,0.0,100.0,20.32,0.2729,39.97,0.0563,20.16
2008-09-09,31258.0,523723.86,0.41,5.45,0.17,0.65,0.0,436598.52,18178.0,26058.0,304570.11,,,,,,,,,,,,,,,,,,0.37,,,,100.0,3.31,0.0,0.0,,0.0,100.0,20.38,0.2724,39.85,0.0569,20.41
2008-09-10,31258.0,523467.26,0.41,5.53,0.17,0.65,0.0,436384.6,18178.0,26058.0,304420.88,,,,,,,,,,,,,,,,,,0.37,,,,100.0,3.28,0.0,0.0,,0.0,100.0,20.48,0.2713,39.57,0.0564,20.4
2008-09-11,31258.0,513203.2,0.41,5.7,0.17,0.65,0.0,427828.04,18178.0,26058.0,298451.84,,,,,,,,,,,,,,,,,,0.37,,,,100.0,3.32,0.0,0.0,,0.0,100.0,20.45,0.2723,39.8,0.0571,20.0
2008-09-12,31258.0,513203.2,0.41,5.82,0.17,0.64,0.0,427828.04,14616.0,26058.0,239969.86,,,,,,,,0.08,,3562.0,,,,,,,,0.29,,,,100.0,2.66,0.0,0.0,,0.0,100.0,20.47,0.2721,39.8,0.0569,20.0
2008-09-15,27696.0,436532.37,0.36,5.33,0.15,0.56,0.0,354572.22,14616.0,22496.0,230371.07,,,,,,,,,,,,,,,,,3562.0,0.29,0.08,,,100.0,2.63,0.0,0.0,,0.0,100.0,23.94,0.2426,29.23,0.0499,19.2
2008-09-16,27696.0,435850.29,0.36,5.23,0.15,0.55,0.0,354018.2,14616.0,22496.0,230011.11,,,,,,,,,,,,,,,,,,0.28,,,,100.0,2.65,0.0,0.0,,0.0,100.0,24.32,0.2437,29.98,0.0502,19.17
2008-09-17,27696.0,427665.3,0.36,5.41,0.15,0.55,0.0,347369.97,7920.0,22496.0,122295.97,,,,,,,,0.13,,6696.0,,,,,,,,0.15,,,,100.0,1.44,0.0,0.0,,0.0,100.0,23.57,0.2441,30.46,0.0504,18.81
2008-09-18,21000.0,322373.31,0.27,4.18,0.11,0.4,0.0,242547.53,7920.0,15800.0,121580.79,,,,,,,,,,,,,,,,,6696.0,0.15,0.14,,,100.0,1.43,0.0,0.0,,0.0,100.0,32.18,0.3126,34.02,0.038,18.7
2008-09-19,20000.0,295529.39,0.26,3.85,0.11,0.38,0.0,218691.75,7920.0,14800.0,117029.64,,,,,,,,,,,,,,,,,1000.0,0.15,0.02,,,100.0,1.45,0.0,0.0,,0.0,100.0,32.46,0.3118,34.3,0.0366,18.0
2008-09-22,20000.0,304231.08,0.26,3.71,0.11,0.37,0.0,225131.0,7920.0,14800.0,120475.51,,,,,,,,,,,,,,,,,,0.14,,,,100.0,1.45,0.0,0.0,,0.0,100.0,33.39,0.3111,33.47,0.0366,18.53
2008-09-23,20000.0,304887.82,0.26,3.65,0.11,0.38,0.0,225616.98,7920.0,14800.0,120735.58,,,,,,,,,,,,,,,,,,0.15,,,,100.0,1.45,0.0,0.0,,0.0,100.0,32.58,0.3118,34.31,0.0366,18.57
2008-09-24,20000.0,298813.05,0.26,3.57,0.11,0.38,0.0,221121.65,7920.0,14800.0,118329.97,,,,,,,,,,,,,,,,,,0.15,,,,100.0,1.45,0.0,0.0,,0.0,100.0,32.45,0.312,34.53,0.0366,18.2
2008-09-25,20000.0,301275.79,0.26,3.65,0.11,0.37,0.0,222944.09,7920.0,14800.0,119305.21,,,,,,,,,,,,,,,,,,0.14,,,,100.0,1.45,0.0,0.0,,0.0,100.0,32.14,0.3114,34.57,0.0366,18.35
2008-09-26,20000.0,287320.24,0.26,3.7,0.11,0.37,0.0,212616.98,7920.0,14800.0,113778.81,,,,,,,,,,,,,,,,,,0.15,,,,100.0,1.41,0.0,0.0,,0.0,100.0,31.96,0.3115,34.69,0.0356,17.5
2008-09-29,20000.0,274185.6,0.26,3.63,0.11,0.36,0.0,202897.34,7920.0,14800.0,108577.5,,,,,,,,,,,,,,,,,,0.14,,,,100.0,1.44,0.0,0.0,,0.0,100.0,32.86,0.3111,34.27,0.0364,16.7
2008-09-30,20000.0,254483.64,0.26,3.53,0.11,0.34,0.0,188317.89,7920.0,14800.0,100775.52,,,,,,,,,,,,,,,,,,0.13,,,,100.0,1.45,0.0,0.0,,0.0,100.0,31.82,0.31,34.89,0.0366,15.5
2008-10-01,20000.0,259409.13,0.26,3.31,0.11,0.32,0.0,191962.75,7920.0,14800.0,102726.01,,,,,,,,,,,,,,,,,,0.12,,,,100.0,1.45,0.0,0.0,,0.0,100.0,33.35,0.3087,33.66,0.0366,15.8
2008-10-02,20000.0,252841.81,0.26,3.29,0.11,0.33,0.0,187102.94,7920.0,14800.0,100125.36,,,,,,,,,,,,,,,,,,0.13,,,,100.0,1.45,0.0,0.0,,0.0,100.0,33.23,0.3088,33.64,0.0366,15.4
2008-10-03,20000.0,256125.47,0.26,2.02,0.11,0.33,0.0,189532.85,7920.0,14800.0,101425.69,,,,,,,,,,,,,,,,,,0.12,,,,100.0,1.45,0.0,0.0,,0.0,100.0,32.97,0.3078,33.25,0.0366,15.6
2008-10-06,20000.0,249558.15,0.26,1.78,0.11,0.33,0.0,184673.03,7920.0,14800.0,98825.03,,,,,,,,,,,,,,,,,,0.12,,,,100.0,1.46,0.0,0.0,,0.0,100.0,33.2,0.3092,34.07,0.0367,15.2
2008-10-07,20000.0,241349.0,0.26,1.76,0.11,0.31,0.0,178598.26,7920.0,14800.0,95574.2,,,,,,,,,,,,,,,,,,0.12,,,,100.0,1.46,0.0,0.0,,0.0,100.0,32.03,0.3071,34.06,0.0368,14.7
2008-10-08,20000.0,224766.52,0.26,1.75,0.11,0.3,0.0,166327.22,7920.0,14800.0,89007.54,,,,,,,,,,,,,,,,,,0.12,,,,100.0,1.46,0.0,0.0,,0.0,100.0,32.62,0.3069,33.82,0.037,13.69
2008-10-09,20000.0,217706.65,0.26,1.45,0.11,0.29,0.0,161102.92,7920.0,14800.0,86211.83,,,,,,,,,,,,,,,,,,0.11,,,,100.0,1.52,0.0,0.0,,0.0,100.0,33.04,0.3065,34.03,0.0383,13.26
2008-10-10,20000.0,206870.57,0.26,1.43,0.11,0.28,0.0,153084.22,7920.0,14800.0,81920.75,,,,,,,,,,,,,,,,,,0.11,,,,100.0,1.52,0.0,0.0,,0.0,100.0,32.92,0.3067,34.55,0.0384,12.6
2008-10-13,21000.0,241349.0,0.27,1.47,0.11,0.29,0.0,181586.39,7920.0,15800.0,91023.05,,,,0.01,,,,,1000.0,,,,0.01,,,,,0.1,,,,100.0,1.54,0.0,0.0,,0.0,100.0,31.24,0.3054,33.2,0.0408,14.0
2008-10-14,21000.0,237728.76,0.27,1.43,0.11,0.31,0.0,178862.59,7920.0,15800.0,89657.71,,,,,,,,,,,,,,,,,,0.11,,,,100.0,1.56,0.0,0.0,,0.0,100.0,31.66,0.3064,32.73,0.0414,13.79
2008-10-15,21000.0,215490.18,0.27,1.42,0.11,0.31,0.0,162130.7,7920.0,15800.0,81270.58,,,,,,,,,,,,,,,,,,0.11,,,,100.0,1.58,0.0,0.0,,0.0,100.0,31.81,0.3063,32.39,0.0419,12.5
2008-10-16,21000.0,213421.47,0.27,1.43,0.11,0.27,0.0,160574.25,7920.0,15800.0,80490.38,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.58,0.0,0.0,,0.0,100.0,32.01,0.3037,33.28,0.0419,12.38
2008-10-17,16000.0,154332.01,0.21,1.09,0.09,0.21,0.0,128288.49,5420.0,13300.0,52279.97,,,,,,,,0.03,,2500.0,,,,,,,2500.0,0.07,0.03,,,100.0,1.08,0.0,0.0,,0.0,100.0,35.54,0.3218,39.51,0.0319,11.75
2008-10-20,16000.0,146976.61,0.21,1.04,0.09,0.2,0.0,122174.31,5420.0,13300.0,49788.33,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.08,0.0,0.0,,0.0,100.0,36.59,0.3212,38.6,0.0319,11.19
2008-10-21,16000.0,145794.5,0.21,0.99,0.09,0.19,0.0,121191.68,5420.0,13300.0,49387.89,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.08,0.0,0.0,,0.0,100.0,37.53,0.3208,37.71,0.0319,11.1
2008-10-22,16000.0,144481.03,0.21,0.99,0.09,0.19,0.0,120099.86,5420.0,13300.0,48942.95,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.08,0.0,0.0,,0.0,100.0,37.52,0.3205,37.64,0.0318,11.0
2008-10-23,16000.0,138045.06,0.21,0.93,0.09,0.19,0.0,114749.96,5420.0,13300.0,46762.76,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.11,0.0,0.0,,0.0,100.0,37.94,0.3271,38.41,0.0327,10.51
2008-10-24,11100.0,86838.85,0.14,0.64,0.06,0.13,0.0,65715.88,5420.0,8400.0,42402.39,,,,,,,,,,,,,,,,,4900.0,0.06,0.06,,,100.0,1.12,0.0,0.0,,0.0,100.0,29.73,0.4683,60.93,0.0229,9.53
2008-10-27,11100.0,77453.33,0.14,0.62,0.06,0.11,0.0,58613.33,5420.0,8400.0,37819.55,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.12,0.0,0.0,,0.0,100.0,29.43,0.4614,60.36,0.023,8.5
2008-10-28,11100.0,75175.29,0.14,0.62,0.06,0.1,0.0,56889.41,5420.0,8400.0,36707.21,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.12,0.0,0.0,,0.0,100.0,28.42,0.4602,60.61,0.0229,8.25
2008-10-29,11100.0,74264.07,0.14,0.63,0.06,0.1,0.0,56199.84,5420.0,8400.0,36262.28,,,,,,,,,,,,,,,,,,0.04,,,,100.0,1.08,0.0,0.0,,0.0,100.0,28.4,0.4581,60.41,0.0222,8.15
2008-10-30,11100.0,73990.71,0.14,0.61,0.06,0.1,0.0,55992.97,5420.0,8400.0,36128.8,,,,,,,,,,,,,,,,,,0.04,,,,100.0,1.14,0.0,0.0,,0.0,100.0,28.51,0.4564,60.2,0.0233,8.12
2008-10-31,11100.0,76997.72,0.14,0.57,0.06,0.1,0.0,58268.54,5420.0,8400.0,37597.08,,,,,,,,,,,,,,,,,,0.04,,,,100.0,1.22,0.0,0.0,,0.0,100.0,28.91,0.4541,59.82,0.025,8.45
2008-11-03,11100.0,84105.2,0.14,0.56,0.06,0.1,0.0,63647.18,5420.0,8400.0,41067.58,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.17,0.0,0.0,,0.0,100.0,28.65,0.459,60.41,0.024,9.23
2008-11-04,11100.0,87385.58,0.14,0.56,0.06,0.1,0.0,66129.63,5420.0,8400.0,42669.35,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.17,0.0,0.0,,0.0,100.0,30.7,0.4499,58.68,0.024,9.59
2008-11-05,11100.0,87841.18,0.14,0.53,0.06,0.11,0.0,66474.41,5420.0,8400.0,42891.82,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.22,0.0,0.0,,0.0,100.0,29.02,0.4665,61.02,0.0249,9.64
2008-11-06,11100.0,81736.04,0.14,0.51,0.06,0.11,0.0,61854.3,5420.0,8400.0,39910.75,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.24,0.0,0.0,,0.0,100.0,29.29,0.4648,60.76,0.0254,8.97
2008-11-07,11100.0,82556.13,0.14,0.51,0.06,0.11,0.0,62474.91,5420.0,8400.0,40311.19,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.24,0.0,0.0,,0.0,100.0,28.99,0.4613,60.52,0.0254,9.06
2008-11-10,11100.0,82009.4,0.14,0.51,0.06,0.11,0.0,62061.17,5420.0,8400.0,40044.23,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.19,0.0,0.0,,0.0,100.0,29.08,0.4616,60.51,0.0243,9.0
2008-11-11,11100.0,82009.4,0.14,0.51,0.06,0.11,0.0,62061.17,5420.0,8400.0,40044.23,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.22,0.0,0.0,,0.0,100.0,29.55,0.4589,60.07,0.0249,9.0
2008-11-12,11100.0,80551.46,0.14,0.52,0.06,0.11,0.0,60957.86,2700.0,8400.0,19593.6,,,,,,,,0.02,,2720.0,,,,,,,,0.02,,,,100.0,0.6,0.0,0.0,,0.0,100.0,29.68,0.4583,59.95,0.0247,8.84
2008-11-13,11100.0,80551.46,0.14,0.51,0.06,0.1,0.0,60957.86,5420.0,8400.0,39332.33,,,,,,,,,,,,,,,,2720.0,,0.05,,,,100.0,1.21,0.0,0.0,,0.0,100.0,28.42,0.4627,60.86,0.0247,8.84
2008-11-14,11100.0,85198.66,0.14,0.61,0.06,0.1,0.0,64474.66,5420.0,8400.0,41601.51,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.21,0.0,0.0,,0.0,100.0,29.12,0.4596,60.3,0.0247,9.35
2008-11-17,11100.0,82829.5,0.14,0.66,0.06,0.11,0.0,62681.78,5420.0,8400.0,40444.67,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.21,0.0,0.0,,0.0,100.0,28.98,0.4643,60.82,0.0247,9.09
2008-11-18,11100.0,80278.1,0.14,0.66,0.06,0.11,0.0,60750.99,5420.0,8400.0,39198.85,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.2,0.0,0.0,,0.0,100.0,29.0,0.4622,60.6,0.0247,8.81
2008-11-19,11100.0,75630.9,0.14,0.66,0.06,0.1,0.0,57234.19,5420.0,8400.0,36929.68,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.2,0.0,0.0,,0.0,100.0,29.09,0.4595,60.31,0.0247,8.3
2008-11-20,11100.0,76542.11,0.14,0.76,0.06,0.1,0.0,57923.76,5420.0,8400.0,37374.62,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.2,0.0,0.0,,0.0,100.0,28.79,0.4566,60.12,0.0246,8.4
2008-11-21,11100.0,71074.82,0.14,0.77,0.06,0.1,0.0,53786.35,5420.0,8400.0,34705.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.22,0.0,0.0,,0.0,100.0,28.66,0.4583,60.34,0.025,7.8
2008-11-24,9120.0,63337.86,0.12,0.64,0.05,0.08,0.0,44586.52,5420.0,6420.0,37641.58,,,,,,,,,,,,,,,,,1980.0,0.04,0.02,,,100.0,1.22,0.0,0.0,,0.0,100.0,35.67,0.4142,52.18,0.0205,8.46
2008-11-25,9120.0,59744.22,0.12,0.66,0.05,0.08,0.0,42056.79,5420.0,6420.0,35505.89,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.22,0.0,0.0,,0.0,100.0,36.32,0.4194,52.42,0.0205,7.98
2008-11-26,9120.0,60043.69,0.12,0.58,0.05,0.08,0.0,42267.6,5420.0,6420.0,35683.86,,,,,,,,,,,,,,,,,,0.04,,,,100.0,1.23,0.0,0.0,,0.0,100.0,36.69,0.4143,51.57,0.0206,8.02
2008-11-27,9120.0,59145.28,0.12,0.57,0.05,0.08,0.0,41635.17,4030.0,6420.0,26135.47,,,,,,,,0.01,,1390.0,,,,,,,,0.03,,,,100.0,0.92,0.0,0.0,,0.0,100.0,36.59,0.4149,51.69,0.0208,7.9
2008-11-28,9120.0,59893.96,0.12,0.56,0.05,0.08,0.0,42162.19,4030.0,6420.0,26466.3,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.94,0.0,0.0,,0.0,100.0,36.83,0.4134,51.36,0.0213,8.0
2008-12-01,9120.0,59968.82,0.12,0.59,0.05,0.08,0.0,42214.9,4030.0,6420.0,26499.38,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.96,0.0,0.0,,0.0,100.0,36.69,0.4145,51.59,0.0218,8.01
2008-12-02,7790.0,51734.96,0.1,0.52,0.04,0.07,0.0,33803.72,2700.0,5090.0,17931.25,,,,,,,,0.01,,1330.0,,,,,,,1330.0,0.02,0.01,,,100.0,0.65,0.0,0.0,,0.0,100.0,40.96,0.3874,44.57,0.0189,8.09
2008-12-03,7790.0,54996.38,0.1,0.54,0.04,0.07,0.0,35934.73,2700.0,5090.0,19061.65,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.62,0.0,0.0,,0.0,100.0,40.78,0.3888,44.97,0.0178,8.6
2008-12-04,7790.0,54932.43,0.1,0.58,0.04,0.07,0.0,35892.95,2700.0,5090.0,19039.48,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.62,0.0,0.0,,0.0,100.0,41.27,0.3927,45.16,0.0179,8.59
2008-12-05,7790.0,53653.44,0.1,0.59,0.04,0.07,0.0,35057.26,2700.0,5090.0,18596.19,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.62,0.0,0.0,,0.0,100.0,41.16,0.3929,45.28,0.0178,8.39
2008-12-08,7790.0,54228.99,0.1,0.61,0.04,0.07,0.0,35433.32,2700.0,5090.0,18795.67,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.62,0.0,0.0,,0.0,100.0,41.38,0.3902,44.66,0.0178,8.48
2008-12-09,7790.0,52886.05,0.1,0.61,0.04,0.07,0.0,34555.84,2700.0,5090.0,18330.21,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.62,0.0,0.0,,0.0,100.0,41.04,0.3921,45.27,0.0178,8.27
2008-12-10,6400.0,43344.31,0.08,0.51,0.03,0.06,0.0,25058.43,2700.0,3700.0,18285.88,,,,,,,,,,,,,,,,,1390.0,0.02,0.01,,,100.0,0.62,0.0,0.0,,0.0,100.0,22.63,0.432,58.87,0.0146,8.25
2008-12-11,3900.0,25772.63,0.05,0.32,0.02,0.04,0.0,7930.04,2700.0,1200.0,17842.59,,,,,,,,,,,,,,,,,2500.0,0.02,0.02,,,100.0,0.62,0.0,0.0,,0.0,100.0,45.04,0.5049,54.96,0.0089,8.05
2008-12-12,6400.0,39403.92,0.08,0.53,0.03,0.06,0.0,22780.39,2700.0,3700.0,16623.53,,,,,,2500.0,,,,,,,,,0.02,,,0.02,,,,100.0,0.62,0.0,0.0,,0.0,100.0,22.53,0.4294,58.56,0.0146,7.5
2008-12-15,6400.0,37827.76,0.08,0.51,0.03,0.05,0.0,21869.17,2700.0,3700.0,15958.59,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.62,0.0,0.0,,0.0,100.0,22.4,0.4205,57.41,0.0146,7.2
2008-12-16,6400.0,36461.76,0.08,0.51,0.03,0.05,0.0,21079.45,2700.0,3700.0,15382.3,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.62,0.0,0.0,,0.0,100.0,22.28,0.416,56.8,0.0146,6.94
2008-12-17,6400.0,34780.53,0.08,0.57,0.03,0.05,0.0,20107.49,2700.0,3700.0,14673.03,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.62,0.0,0.0,,0.0,100.0,22.29,0.4104,56.0,0.0146,6.62
2008-12-18,6200.0,33082.87,0.08,0.5,0.03,0.05,0.0,19743.0,2500.0,3700.0,13339.87,,,,,,,,0.0,,200.0,,,,,,,,0.02,,,,100.0,0.58,0.0,0.0,,0.0,100.0,21.63,0.4187,57.18,0.0144,6.5
2008-12-19,6000.0,32261.96,0.08,0.49,0.03,0.04,0.0,18819.48,2500.0,3500.0,13442.48,,,,,,,,,,,,,,,,,200.0,0.02,0.01,,,100.0,0.59,0.0,0.0,,0.0,100.0,26.78,0.6079,73.22,0.0142,6.55
2008-12-22,1000.0,5278.48,0.01,0.07,0.01,0.01,0.0,5278.48,0.0,1000.0,0.0,,,,,,,,0.02,,2500.0,,,,,,,2500.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0024,6.43
2008-12-23,1000.0,5344.16,0.01,0.08,0.01,0.01,0.0,5344.16,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0024,6.51
2008-12-24,1000.0,5500.13,0.01,0.07,0.01,0.01,0.0,5500.13,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0024,6.7
2008-12-25,1000.0,5500.13,0.01,0.08,0.01,0.01,0.0,5500.13,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0024,
2008-12-26,1000.0,5500.13,0.01,0.08,0.01,0.01,0.0,5500.13,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0024,
2008-12-29,1000.0,6066.56,0.01,0.08,0.01,0.01,0.0,6066.56,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0024,7.39
2008-12-30,1000.0,5746.4,0.01,0.08,0.01,0.01,0.0,5746.4,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0024,7.0
2008-12-31,1000.0,6033.72,0.01,0.08,0.01,0.01,0.0,6033.72,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0024,7.35
2009-01-01,1000.0,6033.72,0.01,0.08,0.01,0.01,0.0,6033.72,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0024,
2009-01-02,1000.0,6033.72,0.01,0.08,0.01,0.01,0.0,6033.72,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0024,7.35
2009-01-05,1000.0,6066.56,0.01,0.08,0.01,0.01,0.0,6066.56,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0024,7.39
2009-01-06,1000.0,6050.14,0.01,0.08,0.01,0.01,0.0,6050.14,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0024,7.37
2009-01-07,1000.0,6731.5,0.01,0.08,0.01,0.01,0.0,6731.5,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0024,8.2
2009-01-08,1000.0,6731.5,0.01,0.08,0.01,0.01,0.0,6731.5,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0024,8.2
