,ENGI FP Equity_DX_SI_QTY,ENGI FP Equity_DX_SHORT_INTEREST_VALUE,ENGI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ENGI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ENGI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ENGI FP Equity_DX_SI_MV,ENGI FP Equity_DX_DSS,ENGI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ENGI FP Equity_DX_SUPPLY_SI_QTY,ENGI FP Equity_DX_BROKER_SI_QTY,ENGI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ENGI FP Equity_DX_BROKER_SI_MV_NEW_x,ENGI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ENGI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ENGI FP Equity_DX_BROKER_SI_MV_INC_x,ENGI FP Equity_DX_SUPPLY_SI_MV_NEW,ENGI FP Equity_DX_BROKER_SI_QTY_ADD,ENGI FP Equity_DX_BROKER_SI_QTY_NEW,ENGI FP Equity_DX_SUPPLY_SI_MV_DEC,ENGI FP Equity_DX_BROKER_SI_QTY_INC,ENGI FP Equity_DX_SUPPLY_SI_QTY_DEC,ENGI FP Equity_DX_BROKER_SI_MV_NEW_y,ENGI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ENGI FP Equity_DX_BROKER_SI_MV_INC_y,ENGI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ENGI FP Equity_DX_BROKER_SI_MV_ADD,ENGI FP Equity_DX_SUPPLY_SI_QTY_ADD,ENGI FP Equity_DX_BROKER_SI_QTY_DEC,ENGI FP Equity_DX_SUPPLY_SI_MV,ENGI FP Equity_DX_BROKER_SI_MV_DEC,ENGI FP Equity_DX_SUPPLY_SI_MV_RMV,ENGI FP Equity_DX_BROKER_SI_MV_RMV,ENGI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ENGI FP Equity_DX_UTILIZATION_QUANTITY,ENGI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ENGI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ENGI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ENGI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ENGI FP Equity_DX_ACTIVE_UTILIZATION_MV,ENGI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ENGI FP Equity_DX_BROKER_SI_CON_RATIO,ENGI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ENGI FP Equity_DX_DEMAND_SUPPLY_RATIO,ENGI FP Equity_PX_LAST
2022-07-21,62743504.0,716656302.69,3.62,9.53,2.58,717.67,1.0,579040117.52,53560652.0,50695160.0,611769767.14,,,697930.0,5.53,,,,45.98,513486.0,4083557.0,,,5.53,697930.0,,,1539351.0,615.18,18.82,,,9.31,9.31,521538176.0,5957009046.27,,5969.34,9.34,10.69,0.3299,54.84,0.1091,11.422
2022-07-22,59234020.0,676215572.32,3.42,8.96,2.43,674.93,1.0,547150705.73,52640148.0,47928408.0,600939929.57,,,7632.0,1.15,,,,12.18,100000.0,1031303.0,,,1.15,7632.0,,103168.0,2866751.0,602.17,34.57,,,9.14,9.14,522984864.0,5970395207.42,,5964.69,9.17,8.74,0.3545,57.42,0.1029,11.416
2022-07-25,58723344.0,683539724.16,3.39,8.99,2.41,669.89,1.0,553471756.8,52187524.0,47549120.0,607462779.36,,,460488.0,1.37,,354980.0,,17.52,121795.0,1533441.0,,,1.37,460488.0,4.06,620327.0,856061.0,597.14,9.09,,,9.06,9.06,523633856.0,6095098083.84,,5998.22,9.05,8.93,0.3509,57.08,0.102,11.64
2022-07-26,59273912.0,681057248.88,3.42,9.2,2.43,687.19,1.0,552812119.44,51785472.0,48112456.0,595015073.28,,,116758.0,6.91,,106758.0,,8.08,514177.0,817117.0,,,6.91,116758.0,1.28,298307.0,57600.0,605.3,0.0,,,9.03,9.03,521736512.0,5994752522.88,,6086.43,9.05,9.4,0.3457,56.63,0.1034,11.49
2022-07-27,60552356.0,711490183.0,3.49,9.36,2.49,695.14,1.0,577719394.0,51900968.0,49167608.0,609836374.0,,,,21.33,,,,19.09,1886891.0,1541440.0,,,21.33,,,1656935.0,831741.0,596.8,13.9,,,9.06,9.06,521077088.0,6122655784.0,,5987.19,9.06,8.95,0.3504,57.01,0.1057,11.75
2022-07-28,56129928.0,676141112.69,3.24,8.79,2.3,657.73,1.0,561369474.81,48610960.0,46602148.0,585567624.16,,,1860809.0,,,,,60.53,,5384917.0,,,,1860809.0,,234100.0,2565460.0,572.44,20.24,,,8.48,8.48,524372608.0,6316592435.97,,6162.93,8.5,9.55,0.3592,57.58,0.098,12.046
2022-07-29,54307856.0,654952743.36,3.13,8.97,2.23,649.32,1.0,541379864.16,48334800.0,44890536.0,582917688.0,,,1930.0,1.03,,463.0,,2.63,83220.0,296089.0,,,1.03,1930.0,0.01,18000.0,1795293.0,582.49,21.27,,,8.44,8.44,524189504.0,6321725418.24,,6293.47,8.47,9.74,0.3829,59.89,0.0949,12.06
2022-08-01,49491304.0,614583013.07,2.86,8.32,2.03,592.52,1.0,526451771.66,45230084.0,42394248.0,561667183.11,,,251383.0,2.57,,,,41.41,215675.0,3472027.0,,,2.57,251383.0,,115927.0,2711964.0,546.52,31.93,,,7.9,7.9,527476992.0,6550209286.66,,6370.17,7.9,7.84,0.4312,64.31,0.0864,12.418
2022-08-02,47138104.0,589509128.62,2.72,7.82,1.94,579.28,1.0,500864549.64,45024012.0,40049940.0,563070294.07,,,3000.0,,,211420.0,,3.92,,420490.0,,,,3000.0,2.63,211420.0,2555728.0,561.34,21.03,,,7.87,7.87,527394624.0,6595597167.74,,6580.9,7.86,8.04,0.4646,66.97,0.0823,12.506
2022-08-03,50477100.0,624401727.0,2.91,8.31,2.07,624.14,1.0,528760251.64,47799172.0,42745372.0,591275757.64,,,788510.0,36.83,,,,1.65,2781833.0,140221.0,,,36.83,788510.0,,2126870.0,86402.0,598.67,1.07,,,8.35,8.35,524675008.0,6490229848.96,,6551.26,8.37,7.74,0.4152,62.71,0.0882,12.37
2022-08-04,50093084.0,622156103.28,2.89,8.21,2.06,614.94,1.0,547011476.64,47349044.0,44042792.0,588075126.48,,,1913763.0,21.06,,,,3.51,1922309.0,264420.0,,,21.06,1913763.0,,312773.0,624889.0,585.36,7.82,29.98,,8.33,8.33,521143808.0,6472606095.36,2412245.0,6415.46,8.36,8.33,0.4259,63.52,0.0881,12.42
2022-08-05,47823572.0,595499118.54,2.76,7.87,1.96,586.86,1.0,520184939.82,44868744.0,41775212.0,558705600.29,,,173566.0,4.4,,,,35.29,339548.0,2934443.0,,,4.4,173566.0,,280582.0,2607129.0,558.4,32.19,,,7.91,7.91,522528832.0,6506529016.06,,6497.8,7.91,8.46,0.4654,66.6,0.0843,12.452
2022-08-08,49176212.0,617751575.14,2.84,8.08,2.02,605.88,1.0,486867845.9,43152796.0,38757192.0,542085423.35,,,523976.0,0.04,,72467.0,,30.56,3477.0,2452394.0,,,0.04,523976.0,0.9,212467.0,3093961.0,538.19,36.61,,,7.59,7.59,525045344.0,6595619611.33,,6537.56,7.61,15.73,0.428,62.69,0.0865,12.562
2022-08-09,50133224.0,631879155.3,2.89,8.24,2.06,622.6,1.0,495577835.57,43316184.0,39319092.0,545957183.14,,,1678353.0,10.27,,,,21.0,793626.0,1707910.0,,,10.27,1678353.0,,192943.0,231728.0,545.16,0.03,,,7.62,7.62,524923616.0,6616137256.06,,6595.12,7.64,16.8,0.4113,61.09,0.0882,12.604
2022-08-10,50905512.0,648841655.95,2.94,8.36,2.09,634.38,1.0,502801250.93,44065168.0,39447768.0,561654631.33,,,341357.0,1.36,,20000.0,,,108677.0,,,,1.36,341357.0,0.25,407628.0,,555.81,,,,7.75,7.75,524616896.0,6686766956.42,,6595.3,7.77,16.55,0.3986,60.11,0.0895,12.746
2022-08-11,48781436.0,624695069.42,2.82,8.02,2.0,614.2,1.0,491118090.94,46067592.0,38350624.0,589941583.15,,2386529.0,399216.0,6.01,30.34,243614.0,,23.4,435392.0,1889409.0,,2386529.0,6.01,399216.0,3.26,1106090.0,1776152.0,588.5,21.99,,,8.05,8.05,526176832.0,6738220510.59,,6720.25,8.05,9.58,0.4244,63.54,0.0852,12.806
2022-08-12,59868072.0,772298128.8,3.46,10.16,2.46,760.12,1.0,511152386.4,46649720.0,39624216.0,601781388.0,,,197999.0,19.22,,,,0.0,1410433.0,1000.0,,,19.22,197999.0,,385127.0,136840.0,599.51,1.72,,,8.15,8.15,525646144.0,6780835257.6,,6766.66,8.14,14.88,0.3853,59.26,0.1046,12.9
2022-08-15,49408844.0,634706010.02,2.85,8.42,2.03,630.61,1.0,508162684.61,46894232.0,39558048.0,602403304.27,,,273000.0,11.68,,,,3.75,668941.0,295307.0,,,11.68,273000.0,,266819.0,735108.0,607.38,9.18,,,8.18,8.18,526676064.0,6765680718.14,,6817.88,8.18,9.12,0.4189,63.16,0.0861,12.846
2022-08-16,48914000.0,634708064.0,2.82,8.43,2.01,622.03,1.0,512454109.06,45917640.0,39492456.0,595827296.64,,,41960.0,14.43,,,,27.68,1133161.0,2110885.0,,,14.43,41960.0,,1092335.0,1198753.0,591.11,16.92,,,7.99,7.99,528511232.0,6857961746.43,,6807.85,7.99,7.52,0.4173,63.28,0.0852,12.976
2022-08-17,51371416.0,665259837.2,2.96,9.13,2.11,658.87,1.0,529677325.8,47496592.0,40901724.0,615080866.4,,,370619.0,25.58,,,,1.76,1711908.0,302641.0,,,25.58,370619.0,,1510974.0,302641.0,617.36,3.73,,,8.36,8.36,520480128.0,6740217657.6,,6751.22,8.38,8.79,0.3949,61.19,0.0904,12.95
2022-08-18,49629140.0,641307747.08,2.86,9.09,2.04,635.16,1.0,520088894.42,46407712.0,40248328.0,599680454.46,,,2515.0,6.0,,,,14.14,458000.0,1091396.0,,,6.0,2515.0,,,1111396.0,602.76,14.41,,,8.19,8.19,520285728.0,6723132177.22,,6759.27,8.19,9.08,0.4227,63.45,0.0876,12.922
2022-08-19,51014584.0,660026687.79,2.94,9.7,2.09,651.43,1.0,538799697.87,47612628.0,41644744.0,616012181.06,,,317392.0,1.25,,1498748.0,,4.15,96950.0,315223.0,,,1.25,317392.0,19.27,1202748.0,199285.0,616.79,3.44,,,8.26,8.26,528768736.0,6841209906.37,,6861.65,8.25,8.79,0.3952,61.26,0.0885,12.938
2022-08-22,52074444.0,672489369.82,3.01,10.11,2.14,667.4,1.0,551487204.4,46660032.0,42704600.0,602567653.25,,,2059.0,44.23,,18000.0,,12.22,3222100.0,954656.0,,,44.23,2059.0,0.23,,2180241.0,605.93,28.82,,,8.03,8.03,534702400.0,6905146793.6,,6951.36,8.02,15.06,0.3908,59.86,0.0896,12.914
2022-08-23,51916280.0,671277500.4,3.0,9.91,2.13,664.5,1.0,546786891.48,45430964.0,42288236.0,587422364.52,,,195100.0,15.37,,,,18.47,1192400.0,1424168.0,,,15.37,195100.0,,,1608764.0,588.13,20.92,,,7.86,7.86,532609728.0,6886643783.04,,6878.47,7.88,12.65,0.387,59.96,0.0898,12.93
2022-08-24,51752176.0,669983670.5,2.99,9.93,2.13,662.34,1.0,562270930.92,46396280.0,43432020.0,600646240.88,,,278623.0,18.08,,1251329.0,,21.15,1323200.0,1632480.0,,,18.08,278623.0,16.37,2319172.0,1430744.0,601.22,19.68,,,8.0,8.0,533539072.0,6907196826.11,,6907.65,8.01,7.74,0.4133,62.87,0.0892,12.946
2022-08-25,48805028.0,630170521.54,2.82,9.48,2.0,624.89,1.0,540696507.65,44335228.0,41875504.0,572456463.94,,,21004.0,6.03,,,,32.02,448678.0,2473193.0,,,6.03,21004.0,,391139.0,2005194.0,575.37,25.55,,,7.65,7.65,535195968.0,6910450338.82,,6931.14,7.66,7.46,0.4329,64.59,0.0842,12.912
2022-08-26,48229912.0,615027837.82,2.78,9.63,1.98,615.39,1.0,526177155.65,43739176.0,41262324.0,557761972.35,,,42314.0,0.0,,,,9.37,87682.0,716030.0,,,0.0,42314.0,,77665.0,700864.0,565.59,9.21,,,7.54,7.54,536039456.0,6835575142.91,,6912.49,7.56,7.58,0.4448,65.52,0.0832,12.752
2022-08-29,44873304.0,547454308.8,2.59,9.08,1.84,566.04,1.0,457870880.0,39291664.0,37530400.0,479358300.8,,,274800.0,28.05,,,,86.06,2192172.0,6583776.0,,,28.05,274800.0,,1861464.0,5924096.0,501.39,80.77,,,6.78,6.78,540319232.0,6591894630.4,,6848.15,6.82,10.05,0.3489,56.81,0.0774,12.2
2022-08-30,44096480.0,534361144.64,2.54,8.8,1.81,532.91,1.0,444453873.35,39614744.0,36677164.0,480051467.79,,,540333.0,1.35,,,,14.28,396652.0,1070749.0,,,1.35,540333.0,,853496.0,1249888.0,483.67,29.69,,,6.82,6.82,540863552.0,6554184523.14,,6580.99,6.85,10.91,0.3613,57.72,0.076,12.118
2022-08-31,43028360.0,510660576.48,2.48,8.77,1.77,516.23,1.0,439506219.84,38247768.0,37032880.0,453924510.62,,,1825182.0,14.86,,,,40.04,1236000.0,3192159.0,,,14.86,1825182.0,,,880282.0,463.33,12.81,,,6.59,6.59,542575360.0,6439284372.48,,6534.08,6.62,11.14,0.3645,57.85,0.0741,11.868
2022-09-01,42414928.0,501174789.25,2.45,8.53,1.74,497.39,1.0,431629452.58,36725720.0,36529236.0,433951107.52,,,,8.91,,,,18.44,784012.0,1522051.0,,,8.91,,,,1287657.0,434.75,21.02,,,6.33,6.33,543872128.0,6426393064.45,,6487.17,6.28,13.39,0.351,56.16,0.0731,11.816
2022-09-02,42359156.0,515595646.83,2.44,8.47,1.74,497.56,1.0,435210249.5,36675396.0,35755032.0,446412920.11,,,614210.0,,,,,10.5,,1097532.0,,,,614210.0,,433000.0,774205.0,434.66,11.0,,,6.31,6.31,544435776.0,6626872265.47,,6462.08,6.3,13.1,0.3375,54.99,0.0729,12.172
2022-09-05,39727300.0,486023788.2,2.29,7.82,1.63,477.38,1.0,409247755.25,34625624.0,33451672.0,423609884.02,,,53206.0,2.87,,,,28.07,165678.0,2407441.0,,,2.87,53206.0,,304463.0,2469037.0,423.24,21.75,,,5.95,5.95,547182656.0,6694232613.5,,6684.87,5.95,12.89,0.3148,52.73,0.0683,12.234
2022-09-06,42144296.0,511041733.3,2.43,8.32,1.73,511.14,1.0,438585391.01,36394576.0,36169008.0,441320628.58,,,845655.0,18.92,,1266891.0,,7.14,1464244.0,561652.0,,,18.92,845655.0,15.75,1484950.0,13800.0,446.53,0.0,,,6.25,6.25,545658304.0,6616652594.3,,6668.39,6.28,12.27,0.2806,49.2,0.0724,12.126
2022-09-07,41687600.0,530433022.4,2.41,8.32,1.71,501.5,1.0,494769482.66,36947980.0,38884744.0,470126097.52,,,4868146.0,64.7,,,,54.27,5457039.0,4365845.0,,,64.7,4868146.0,,51102.0,2741303.0,447.22,33.83,,,6.35,6.35,545155904.0,6936563722.5,,6630.43,6.32,9.34,0.4141,62.52,0.0716,12.724
2022-09-08,41257280.0,526360378.24,2.38,8.05,1.69,517.95,1.0,490452578.98,36460920.0,38442748.0,465168417.36,,,18350.0,1.66,,,,4.34,72940.0,514937.0,,,1.66,18350.0,,9526.0,514937.0,464.02,6.16,,,6.26,6.26,545923584.0,6964893084.67,,6934.94,6.27,9.07,0.4271,63.57,0.0708,12.758
2022-09-09,43015424.0,549565057.02,2.48,8.47,1.77,541.64,1.0,513606545.09,38141264.0,40200888.0,487292788.86,,,614304.0,28.79,,,,,2187298.0,,,,28.79,614304.0,,1066041.0,429154.0,486.62,5.39,,,6.55,6.55,544228864.0,6953067966.46,,6916.91,6.57,8.65,0.4547,65.89,0.0739,12.776
2022-09-12,42415260.0,546732701.4,2.45,8.57,1.74,532.39,1.0,510147736.24,38603760.0,39577016.0,497602466.4,,,15916.0,6.84,,,,0.53,497485.0,45054.0,,,6.84,15916.0,,491633.0,1121358.0,493.05,16.61,,,6.62,6.62,544456128.0,7018039489.92,,6941.3,6.63,8.81,0.4847,68.3,0.0727,12.89
2022-09-13,47957144.0,636103558.02,2.77,9.81,1.97,610.93,1.0,532757897.86,44008648.0,40165704.0,583730707.07,,5123848.0,353947.0,12.85,66.05,46793.0,,2.32,583762.0,192361.0,,5123848.0,12.85,353947.0,0.63,119455.0,41869.0,571.01,0.19,,,7.46,7.46,545642368.0,7237400369.15,,7118.97,7.43,11.16,0.3859,59.94,0.0813,13.264
2022-09-14,42225568.0,552141527.17,2.44,8.43,1.73,544.39,1.0,514808344.18,37750768.0,39370476.0,493629042.37,,,427373.0,6.85,,,,16.03,533148.0,1317017.0,,,6.85,427373.0,,267726.0,1328374.0,502.77,17.12,72.85,,6.47,6.47,545640960.0,7134801192.96,5635962.0,7233.16,6.5,9.96,0.4955,68.97,0.0724,13.076
2022-09-15,40426692.0,523202247.86,2.33,8.05,1.66,519.44,1.0,486544602.31,37973796.0,37594236.0,491456867.83,,,1887424.0,25.26,,,,29.84,1909731.0,2216132.0,,,25.26,1887424.0,,551735.0,3685972.0,497.4,49.21,,,6.51,6.51,544982656.0,7053165533.95,,7114.15,6.53,13.5,0.5472,72.44,0.0693,12.942
2022-09-16,42883616.0,550797163.9,2.47,8.5,1.76,544.21,1.0,509122596.74,38865404.0,39638944.0,499187248.98,,,299791.0,22.55,,,,19.59,2153909.0,1392578.0,,,22.55,299791.0,,1984395.0,109203.0,503.41,1.51,,,6.67,6.67,544114176.0,6988602476.54,,7026.0,6.69,12.78,0.5109,69.8,0.0736,12.844
2022-09-19,43509424.0,560401381.12,2.51,8.46,1.79,551.82,1.0,516158168.96,39319104.0,40074392.0,506430059.52,,,631032.0,11.29,,44595.0,,6.1,880305.0,481605.0,,,11.29,631032.0,0.57,304272.0,489448.0,506.07,6.47,,,6.73,6.73,545300352.0,7023468533.76,,7011.87,6.73,12.65,0.5305,71.24,0.0744,12.88
2022-09-20,46355272.0,584169137.74,2.68,9.15,1.9,581.75,1.0,543040191.98,40599784.0,43091588.0,511638477.97,,,533483.0,34.69,,,,3.28,3197396.0,277964.0,,,34.69,533483.0,,1025161.0,180202.0,524.62,2.23,,,6.92,6.92,545823360.0,6878465982.72,,7021.18,6.95,12.0,0.4765,66.8,0.079,12.602
2022-09-21,44454024.0,569722771.58,2.57,8.8,1.83,556.01,1.0,528115473.79,40141008.0,41207512.0,514447158.53,,,226735.0,0.68,,,,10.5,67276.0,785889.0,,,0.68,226735.0,,100381.0,1951350.0,509.61,25.29,,,6.84,6.84,546369472.0,7002271153.15,,6955.32,6.83,11.49,0.5084,69.4,0.0758,12.816
2022-09-22,44745088.0,567725676.54,2.58,8.86,1.84,562.47,1.0,514512204.54,38086000.0,40551088.0,483235168.0,,,125324.0,19.22,,,,40.18,1320645.0,3197658.0,,,19.22,125324.0,,1017324.0,1977070.0,490.08,25.79,,,6.5,6.5,547838144.0,6950970371.07,,7019.5,6.53,10.51,0.5103,69.97,0.0764,12.688
2022-09-23,53357380.0,666753820.48,3.08,10.57,2.19,670.78,1.0,541650366.4,44658456.0,43345900.0,558052066.18,,5083817.0,997907.0,31.6,64.5,320000.0,,1.49,2507800.0,111926.0,,5083817.0,31.6,997907.0,4.0,602658.0,32990.0,569.33,0.42,,,7.56,7.56,546143232.0,6824605827.07,,6950.95,7.57,10.39,0.3683,58.17,0.0903,12.496
2022-09-26,54440872.0,656883561.55,3.14,10.69,2.24,675.75,1.0,527520934.92,45816548.0,43719620.0,552822468.17,,99145.0,647607.0,16.24,1.2,9102.0,,4.16,1307547.0,298434.0,,99145.0,16.24,647607.0,0.11,709776.0,942929.0,573.77,17.31,,,7.75,7.75,545586496.0,6583046660.74,,6812.34,7.77,11.5,0.3505,56.26,0.0921,12.066
2022-09-27,55504392.0,666052704.0,3.2,10.64,2.28,668.09,1.0,527587200.0,46285560.0,43965600.0,555426720.0,,,1298428.0,14.81,,,,11.55,1333306.0,829418.0,,,14.81,1298428.0,,,1087322.0,559.64,26.3,,,7.82,7.82,545857088.0,6550285056.0,,6601.9,7.81,10.36,0.3281,54.01,0.0937,12.0
2022-09-28,56688620.0,683778134.44,3.27,10.79,2.33,677.81,1.0,559013920.73,48764880.0,46345044.0,588201982.56,,,2001897.0,45.17,,,,8.21,3766841.0,677397.0,,,45.17,2001897.0,,1253964.0,1387400.0,584.59,20.4,1.19,,8.25,8.25,542536896.0,6544080039.55,99145.0,6478.85,8.28,9.58,0.3173,53.41,0.0959,12.062
2022-09-29,58297992.0,692230357.01,3.36,11.06,2.39,700.27,1.0,569268342.58,49456240.0,47942424.0,587243393.76,,,942230.0,30.42,,,,11.54,2496005.0,1000914.0,,,30.42,942230.0,,750047.0,898626.0,595.28,8.85,,,8.34,8.34,543452672.0,6452957027.33,,6480.99,8.41,9.63,0.2943,50.99,0.0983,11.874
2022-09-30,58442520.0,692076321.84,3.37,11.0,2.4,693.89,1.0,569977012.44,48720024.0,48131820.0,576942524.21,,,42673.0,13.88,,15301.0,,18.77,1212164.0,1550263.0,,,13.88,42673.0,0.19,771374.0,1038069.0,581.08,18.12,,,8.2,8.2,545282240.0,6457232286.08,,6463.09,8.25,9.95,0.2827,49.77,0.0984,11.842
2022-10-03,56548924.0,684694371.79,3.26,10.25,2.32,668.52,1.0,624841912.46,46950268.0,51605708.0,568473844.94,,,3336139.0,53.57,,24566.0,,12.28,4652954.0,1035417.0,,,53.57,3336139.0,0.3,1013339.0,1203631.0,558.68,15.31,60.37,,7.99,7.99,540363392.0,6542719950.34,5083817.0,6409.65,8.02,18.8,0.3049,50.32,0.0963,12.108
2022-10-04,57600608.0,709524289.34,3.32,10.47,2.37,697.52,1.0,647943453.94,47654412.0,52601352.0,587007047.02,,,1219862.0,41.22,,,,26.06,3343097.0,2312211.0,,,41.22,1219862.0,,1796490.0,2347453.0,576.4,15.46,,,8.13,8.13,538706432.0,6635785829.38,,6486.38,8.16,17.03,0.2709,46.93,0.0982,12.318
2022-10-05,51121128.0,625211395.44,2.95,9.14,2.1,621.79,1.0,569342211.6,45083368.0,46552920.0,551369590.64,,,43209.0,14.44,,9698.0,,54.66,1125068.0,4736603.0,,,14.44,43209.0,0.12,2122353.0,7183197.0,557.35,86.11,,,7.72,7.72,539101888.0,6593216090.24,,6657.24,7.73,13.29,0.2979,50.8,0.0875,12.23
2022-10-06,49624084.0,593007803.8,2.86,8.83,2.04,600.65,1.0,537717639.4,43467304.0,44997292.0,519434282.8,,,881277.0,8.8,,,,48.01,767652.0,3738630.0,,,8.8,881277.0,,1241288.0,2323281.0,532.86,29.85,,,7.42,7.42,542110976.0,6478226163.2,,6627.43,7.44,13.26,0.3161,52.74,0.0847,11.95
2022-10-07,49846264.0,595862239.86,2.88,8.8,2.05,593.05,1.0,533132907.62,42917496.0,44598704.0,513035747.18,,,300400.0,6.39,,,,13.49,519945.0,1010830.0,,,6.39,300400.0,,160624.0,918530.0,515.76,18.11,,,7.34,7.34,541834816.0,6477093390.46,,6536.72,7.31,13.16,0.3016,51.15,0.0852,11.954
2022-10-10,53581672.0,627977195.84,3.09,9.54,2.2,636.05,1.0,580701388.0,47474260.0,49547900.0,556398327.2,,,820528.0,49.6,,903700.0,,21.75,4273193.0,1823556.0,,,49.6,820528.0,10.8,5559791.0,227700.0,568.94,2.72,,,8.12,8.12,537441152.0,6298810301.44,,6430.81,8.13,15.86,0.2715,46.85,0.0916,11.72
2022-10-11,49688316.0,574993192.75,2.87,8.99,2.04,580.47,1.0,528175796.9,44421968.0,45642568.0,514051013.7,,,1302608.0,14.11,,,,62.75,1181636.0,4930852.0,,,14.11,1302608.0,,607096.0,5086968.0,521.12,67.3,0.37,,7.6,7.6,539843008.0,6247063288.58,31145.0,6315.25,7.62,17.27,0.2914,49.32,0.085,11.572
2022-10-12,53945336.0,622313396.1,3.11,9.78,2.22,624.35,1.0,529893839.55,43932924.0,45933932.0,506810211.26,,,886851.0,57.62,,33867.0,,44.03,4952222.0,3703603.0,,,57.62,886851.0,0.42,2327708.0,4694725.0,509.13,58.85,,,7.53,7.53,539748416.0,6226537726.98,,6242.65,7.54,16.67,0.2555,44.35,0.0924,11.536
2022-10-13,53563704.0,629373522.0,3.09,9.9,2.2,623.47,1.0,542645691.0,43423464.0,46182612.0,510225702.0,,,285692.0,14.07,,,,26.59,846729.0,2272351.0,,,14.07,285692.0,,1477200.0,598050.0,500.95,7.6,,,7.43,7.43,541195008.0,6359041344.0,,6233.96,7.44,15.67,0.2712,46.63,0.0916,11.75
2022-10-14,48659468.0,581188685.79,2.81,9.05,2.0,569.17,1.0,512867333.63,40261476.0,42939328.0,480883069.34,,,1183514.0,24.5,,,,62.72,2080436.0,5777267.0,,,24.5,1183514.0,,1431764.0,5323721.0,474.23,61.62,,,6.89,6.89,544362688.0,6501867945.47,,6413.66,6.88,13.97,0.3162,52.89,0.0832,11.944
2022-10-17,51059104.0,620061758.98,2.95,9.6,2.1,610.59,1.0,505837335.17,41827608.0,41653272.0,507954471.55,,,847178.0,54.76,,35695.0,,39.96,3816309.0,3633347.0,,,54.76,847178.0,0.44,4352301.0,5138057.0,499.54,59.31,,,7.13,7.13,544477952.0,6612140249.09,,6491.92,7.15,20.9,0.3152,50.91,0.0871,12.144
2022-10-18,52234140.0,634331396.16,3.01,9.82,2.14,628.02,1.0,516489906.24,43049188.0,42530460.0,522789339.07,,,1074576.0,11.57,,20000.0,,4.89,857186.0,453541.0,,,11.57,1074576.0,0.24,600545.0,,522.94,,,,7.34,7.34,543555008.0,6600932017.15,,6588.18,7.35,20.61,0.3013,49.56,0.089,12.144
2022-10-19,54656560.0,669980112.48,3.15,10.23,2.24,659.08,1.0,597995154.58,43853984.0,48784072.0,537562135.87,,,1969275.0,93.11,,,,75.28,7618311.0,6256194.0,,,93.11,1969275.0,,5091714.0,1364696.0,534.11,16.01,,,7.46,7.46,544000128.0,6668353569.02,,6642.93,7.44,15.75,0.3064,51.03,0.093,12.258
2022-10-20,51717700.0,632921212.6,2.98,10.08,2.12,627.31,1.0,512112327.04,46785288.0,41846080.0,572558354.54,,,632329.0,,,,,37.92,,3171684.0,,,,632329.0,,5470658.0,6937993.0,573.99,81.43,,,7.93,7.93,543219776.0,6647923618.69,,6658.23,7.94,15.04,0.3174,53.0,0.0877,12.238
2022-10-21,56364716.0,688776829.52,3.25,11.05,2.31,684.67,1.0,530841345.84,48769300.0,43440372.0,595960846.0,,,304257.0,1.23,,2615762.0,,26.25,159200.0,2118892.0,,,1.23,304257.0,33.21,3798649.0,1180670.0,597.5,14.27,,,8.24,8.24,543392768.0,6640259624.96,,6639.58,8.26,13.81,0.2734,48.55,0.0952,12.22
2022-10-24,52347368.0,663869320.98,3.02,10.3,2.15,652.29,1.0,517150451.33,46100428.0,40778304.0,584645627.9,,,87646.0,19.42,,,,66.65,566050.0,5364948.0,,,19.42,87646.0,,2608430.0,3228118.0,565.29,38.33,,,7.78,7.78,546115904.0,6925841894.53,,6691.99,7.79,9.08,0.3243,54.43,0.0884,12.682
2022-10-25,51607236.0,673061571.91,2.98,9.88,2.12,659.59,1.0,522128436.13,45378760.0,40034384.0,591829787.92,,,83519.0,,,8489.0,,4.27,,950659.0,,,,83519.0,0.11,145470.0,752410.0,577.91,1.78,,,7.67,7.67,546424896.0,7126473493.63,,6933.68,7.69,9.27,0.322,54.15,0.0872,13.042
2022-10-26,52180588.0,677825838.12,3.01,10.15,2.14,669.44,1.0,522575697.24,45776620.0,40229076.0,594638293.8,,,784881.0,16.57,,,,20.18,1266494.0,1595755.0,,,16.57,784881.0,,1208736.0,1071802.0,596.58,15.01,,,7.73,7.73,546154304.0,7094544408.96,,7073.53,7.78,7.36,0.3053,52.85,0.0882,12.99
