,SCITY FP Equity_DX_SI_QTY,SCITY FP Equity_DX_SHORT_INTEREST_VALUE,SCITY FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SCITY FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SCITY FP Equity_DX_SI_MV,SCITY FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SCITY FP Equity_DX_SUPPLY_SI_QTY,SCITY FP Equity_DX_BROKER_SI_QTY,SCITY FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SCITY FP Equity_DX_SUPPLY_SI_QTY_INC_x,SCITY FP Equity_DX_BROKER_SI_QTY_ADD,SCITY FP Equity_DX_SUPPLY_SI_MV_DEC,SCITY FP Equity_DX_SUPPLY_SI_QTY_DEC,SCITY FP Equity_DX_SUPPLY_SI_QTY_INC_y,SCITY FP Equity_DX_BROKER_SI_MV_ADD,SCITY FP Equity_DX_SUPPLY_SI_QTY_ADD,SCITY FP Equity_DX_BROKER_SI_QTY_DEC,SCITY FP Equity_DX_SUPPLY_SI_MV,SCITY FP Equity_DX_BROKER_SI_MV_DEC,SCITY FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SCITY FP Equity_DX_UTILIZATION_QUANTITY,SCITY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SCITY FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SCITY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SCITY FP Equity_DX_ACTIVE_UTILIZATION_MV,SCITY FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SCITY FP Equity_DX_BROKER_SI_CON_RATIO,SCITY FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SCITY FP Equity_DX_DEMAND_SUPPLY_RATIO,SCITY FP Equity_PX_LAST
2021-01-19,3400.0,212340.2,4.73,0.27,0.21,0.0,3400.0,0.0,212340.2,1700.0,,,,1700.0,,,,0.21,,5.4,5.39,59600.0,3722198.8,3.72,5.4,,1.0,100.0,0.0539,62.453
2021-01-20,3400.0,214733.8,4.71,0.24,0.21,0.0,3400.0,0.0,214733.8,,,,,,,,,0.21,,5.4,5.39,59600.0,3764157.2,3.72,5.4,,1.0,100.0,0.0539,63.157
2021-01-21,3400.0,214941.2,4.79,0.24,0.22,0.0,3400.0,0.0,214941.2,,,,,,,,,0.22,,5.4,5.39,59600.0,3767792.8,3.77,5.4,,1.0,100.0,0.0539,63.218
2021-01-22,3400.0,213431.6,4.4,0.24,0.22,0.0,3400.0,0.0,213431.6,,,,,,,,,0.22,,5.4,5.39,59600.0,3741330.4,3.77,5.4,,1.0,100.0,0.0539,62.774
2021-01-25,3400.0,215033.0,4.38,0.24,0.21,0.0,3400.0,0.0,215033.0,,,,,,,,,0.21,,5.4,5.39,59600.0,3769402.0,3.74,5.4,,1.0,100.0,0.0539,63.245
2021-01-26,3400.0,213880.4,4.44,0.24,0.22,0.0,3400.0,0.0,213880.4,,,,,,,,,0.22,,5.4,5.39,59600.0,3749197.6,3.77,5.4,,1.0,100.0,0.0539,62.906
2021-01-27,3400.0,213482.6,4.34,0.24,0.21,0.0,3400.0,0.0,213482.6,,,,,,,,,0.21,,5.4,5.39,59600.0,3742224.4,3.75,5.4,,1.0,100.0,0.0539,62.789
2021-01-28,3400.0,210082.6,4.05,0.24,0.21,0.0,3400.0,0.0,210082.6,,,,,,,,,0.21,,5.4,5.39,59600.0,3682624.4,3.74,5.4,,1.0,100.0,0.0539,61.789
2021-01-29,3400.0,208389.4,4.01,0.24,0.21,0.0,3400.0,0.0,208389.4,,,,,,,,,0.21,,5.4,5.39,59600.0,3652943.6,3.68,5.4,,1.0,100.0,0.0539,61.291
2021-02-01,3400.0,209990.8,3.97,0.24,0.21,0.0,3400.0,0.0,209990.8,,,,,,,,,0.21,,5.4,5.39,59600.0,3681015.2,3.65,5.4,,1.0,100.0,0.0539,61.762
2021-02-02,3400.0,214618.2,3.9,0.24,0.21,0.0,3400.0,0.0,214618.2,,,,,,,,,0.21,,5.4,5.39,59600.0,3762130.8,3.69,5.4,,1.0,100.0,0.0539,63.123
2021-02-03,1700.0,107356.7,2.24,0.12,0.11,0.0,1700.0,0.0,107356.7,,,0.1,1700.0,,,,,0.11,,2.7,2.7,61300.0,3871156.3,3.87,2.7,,1.0,100.0,0.027,63.151
2021-02-04,1700.0,108137.0,2.68,0.12,0.11,0.0,1700.0,0.0,108137.0,,,,,,,,,0.11,,2.7,2.7,61300.0,3899293.0,3.87,2.7,,1.0,100.0,0.027,63.61
2021-02-05,1700.0,108837.4,2.81,0.12,0.11,0.0,1700.0,0.0,108837.4,,,,,,,,,0.11,,2.7,2.7,61300.0,3924548.6,3.9,2.7,,1.0,100.0,0.027,64.022
2021-02-08,1700.0,110001.9,2.79,0.12,0.11,0.0,1700.0,0.0,110001.9,,,,,,,,,0.11,,2.7,2.7,61300.0,3966539.1,3.93,2.7,,1.0,100.0,0.027,64.707
2021-02-09,1700.0,109990.0,2.78,0.12,0.11,0.0,1700.0,0.0,109990.0,,,,,,,,,0.11,,2.7,2.7,61300.0,3966110.0,3.97,2.7,,1.0,100.0,0.027,64.7
2021-02-10,1700.0,109915.2,3.5,0.12,0.11,0.0,1700.0,0.0,109915.2,,,,,,,,,0.11,,2.7,2.7,61300.0,3963412.8,3.96,2.7,,1.0,100.0,0.027,64.656
2021-02-11,1700.0,111013.4,3.5,0.12,0.11,0.0,1700.0,0.0,111013.4,,,,,,,,,0.11,,2.7,2.7,61300.0,4003012.6,3.97,2.7,,1.0,100.0,0.027,65.302
2021-02-12,1700.0,110695.5,3.41,0.12,0.11,0.0,1700.0,0.0,110695.5,,,,,,,,,0.11,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.027,65.115
2021-02-15,1700.0,112356.4,2.73,0.12,0.11,0.0,1700.0,0.0,112356.4,,,,,,,,,0.11,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.027,66.092
2021-02-16,115700.0,7617109.5,262.91,8.27,7.65,3752595.0,58700.0,57000.0,3864514.5,57000.0,57000.0,,,57000.0,3.77,,,3.88,,100.0,93.1,0.0,0.0,0.0,100.0,1.47,0.971,98.53,1.835,65.835
2021-02-17,115700.0,7528599.0,262.99,8.27,7.61,3708990.0,58700.0,57000.0,3819609.0,,,3.79,57000.0,,,,,3.86,,100.0,93.1,0.0,0.0,0.0,100.0,1.47,0.971,98.53,1.835,65.07
2021-02-18,115700.0,7442518.2,253.51,6.99,7.53,3666582.0,58700.0,57000.0,3775936.2,,,,,,,,,3.82,,100.0,93.1,0.0,0.0,0.0,100.0,1.47,0.971,98.53,1.835,64.326
2021-02-19,115700.0,7512863.8,264.03,6.99,7.44,3701238.0,58700.0,57000.0,3811625.8,,,,,,,,,3.77,,100.0,93.1,0.0,0.0,0.0,100.0,1.47,0.971,98.53,1.835,64.934
2021-02-22,115700.0,7437080.3,278.19,6.52,7.51,3663903.0,58700.0,57000.0,3773177.3,,,,,,,,,3.81,,100.0,93.1,0.0,0.0,0.0,100.0,1.47,0.971,98.53,1.835,64.279
2021-02-23,1700.0,108046.9,4.71,0.1,0.11,0.0,1700.0,0.0,108046.9,,,3.71,57000.0,,,,57000.0,0.11,3.71,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.027,63.557
2021-02-24,1700.0,108604.5,4.25,0.1,0.11,0.0,1700.0,0.0,108604.5,,,,,,,,,0.11,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.027,63.885
2021-02-25,1700.0,107610.0,4.15,0.1,0.11,0.0,1700.0,0.0,107610.0,,,,,,,,,0.11,,100.0,1.93,0.0,0.0,0.0,100.0,,1.0,100.0,0.0193,63.3
2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.11,1700.0,,,,,0.0,,0.0,0.0,88055.0,5485210.12,5.59,0.0,,0.0,,0.0,62.293
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,88055.0,5640627.19,5.5,0.0,,0.0,,0.0,64.058
2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,88047.0,5580242.77,5.59,0.0,,0.0,,0.0,63.378
2021-03-03,51600.0,3263390.4,121.31,2.91,3.27,1581100.0,26600.0,25000.0,1682290.4,,25000.0,,,,1.58,26600.0,,1.69,,30.23,30.21,61400.0,3883181.6,3.9,30.16,3.1,0.9399,96.9,0.5861,63.244
2021-03-04,51600.0,3216795.6,120.57,2.91,3.26,1558525.0,26600.0,25000.0,1658270.6,,,,,,,,,1.68,,30.23,30.21,61400.0,3827737.4,3.87,30.24,3.1,0.9399,96.9,0.5861,62.341
2021-03-05,51600.0,3156165.6,139.62,2.91,3.22,1529150.0,26600.0,25000.0,1627015.6,,,,,,,,,1.66,,30.23,30.21,61400.0,3755592.4,3.84,30.18,3.1,0.9399,96.9,0.5861,61.166
2021-03-08,51600.0,3231604.8,140.75,2.91,3.15,1565700.0,26600.0,25000.0,1665904.8,,,,,,,,,1.63,,30.23,30.21,61400.0,3845359.2,3.77,30.16,3.1,0.9399,96.9,0.5861,62.628
2021-03-09,51600.0,3254463.6,142.14,2.91,3.24,1576775.0,26600.0,25000.0,1677688.6,,,,,,,,,1.67,,30.23,30.21,61400.0,3872559.4,3.84,30.26,3.1,0.9399,96.9,0.5861,63.071
2021-03-10,50000.0,3149450.0,141.83,2.82,3.16,1574725.0,25000.0,25000.0,1574725.0,,,0.09,1600.0,,,,,1.58,,28.41,28.4,63000.0,3968307.0,3.96,28.53,,1.0,100.0,0.5679,62.989
2021-03-11,50000.0,3200350.0,168.63,2.82,3.15,1600175.0,25000.0,25000.0,1600175.0,,,,,,,,,1.58,,28.41,28.4,63000.0,4032441.0,3.97,28.44,,1.0,100.0,0.5679,64.007
2021-03-12,1600.0,102376.0,5.55,0.09,0.1,0.0,1600.0,0.0,102376.0,,,1.48,23400.0,,,,25000.0,0.1,1.58,1.82,1.82,86400.0,5528304.0,5.51,1.83,6.12,1.0,100.0,0.0182,63.985
2021-03-15,1600.0,103324.8,5.69,0.09,0.1,0.0,1600.0,0.0,103324.8,,,,,,,,,0.1,,1.82,1.82,86400.0,5579539.2,5.53,1.82,,1.0,100.0,0.0182,64.578
2021-03-16,1600.0,104385.6,5.69,0.09,0.1,0.0,1600.0,0.0,104385.6,,,,,,,,,0.1,,1.82,1.82,86400.0,5636822.4,5.57,1.82,,1.0,100.0,0.0182,65.241
2021-03-17,1600.0,103244.8,5.74,0.09,0.11,0.0,1600.0,0.0,103244.8,,,,,,,,,0.11,,1.82,1.82,86400.0,5575219.2,5.66,1.82,,1.0,100.0,0.0182,64.528
2021-03-18,1600.0,103537.6,5.78,0.09,0.1,0.0,1600.0,0.0,103537.6,,,,,,,,,0.1,,1.82,1.82,86400.0,5591030.4,5.58,1.81,,1.0,100.0,0.0182,64.711
2021-03-19,1600.0,102624.0,5.82,0.09,0.1,0.0,1600.0,0.0,102624.0,,,,,,,,,0.1,,2.12,2.12,73900.0,4739946.0,4.79,2.12,,1.0,100.0,0.0212,64.14
2021-03-22,1600.0,101921.6,5.9,0.09,0.1,0.0,1600.0,0.0,101921.6,,,,,,,,,0.1,,2.12,2.12,73900.0,4707503.9,4.74,2.12,,1.0,100.0,0.0212,63.701
2021-03-23,1600.0,101396.8,5.64,0.09,0.1,0.0,1600.0,0.0,101396.8,,,,,,,,,0.1,,3.6,3.59,42900.0,2718701.7,2.74,3.58,,1.0,100.0,0.0359,63.373
2021-03-24,1600.0,100382.4,5.64,0.09,0.1,0.0,1600.0,0.0,100382.4,,,,,,,,,0.1,,3.6,3.59,42900.0,2691503.1,2.72,3.59,,1.0,100.0,0.0359,62.739
2021-03-25,1600.0,100123.2,5.6,0.09,0.1,0.0,1600.0,0.0,100123.2,,,,,,,,,0.1,,3.6,3.59,42900.0,2684553.3,2.7,3.58,,1.0,100.0,0.0359,62.577
2021-03-26,1600.0,101145.6,5.85,0.09,0.1,0.0,1600.0,0.0,101145.6,,,,,,,,,0.1,,3.6,3.59,42900.0,2711966.4,2.68,3.61,,1.0,100.0,0.0359,63.216
2021-03-29,1600.0,100614.4,9.72,0.09,0.1,0.0,1600.0,0.0,100614.4,,,,,,,,,0.1,,3.6,3.59,42900.0,2697723.6,2.69,3.61,,1.0,100.0,0.0359,62.884
2021-03-30,1600.0,101408.0,9.73,0.09,0.1,0.0,1600.0,0.0,101408.0,,,,,,,,,0.1,,3.6,3.59,42900.0,2719002.0,2.71,3.58,,1.0,100.0,0.0359,63.38
2021-03-31,1600.0,102768.0,9.73,0.09,0.1,0.0,1600.0,0.0,102768.0,,,,,,,,,0.1,,3.6,3.59,42900.0,2755467.0,2.7,3.61,,1.0,100.0,0.0359,64.23
2021-04-01,1600.0,103105.6,10.61,0.09,0.1,0.0,1600.0,0.0,103105.6,,,,,,,,,0.1,,3.6,3.59,42900.0,2764518.9,2.74,3.62,,1.0,100.0,0.0359,64.441
2021-04-02,1600.0,103105.6,10.55,0.09,0.1,0.0,1600.0,0.0,103105.6,,,,,,,,,0.1,,3.6,3.59,42900.0,2764518.9,2.75,3.62,,1.0,100.0,0.0359,
2021-04-05,1600.0,103105.6,10.55,0.09,0.1,0.0,1600.0,0.0,103105.6,,,,,,,,,0.1,,3.6,3.59,42900.0,2764518.9,2.75,3.62,,1.0,100.0,0.0359,
2021-04-06,1600.0,104080.0,10.55,0.09,0.1,0.0,1600.0,0.0,104080.0,,,,,,,,,0.1,,3.6,3.59,42900.0,2790645.0,2.72,3.62,,1.0,100.0,0.0359,65.05
2021-04-07,1600.0,102998.4,10.35,0.09,0.1,0.0,1600.0,0.0,102998.4,,,,,,,,,0.1,,3.6,3.59,42900.0,2761644.6,2.7,3.62,,1.0,100.0,0.0359,64.374
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.1,1600.0,,,,,0.0,,0.0,0.0,58.0,3739.61,0.0,0.0,,0.0,,0.0,64.476
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,58.0,3736.94,0.0,0.0,,0.0,,0.0,64.43
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,58.0,3708.64,0.0,0.0,,0.0,,0.0,63.942
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,50.0,3189.6,0.0,0.0,,0.0,,0.0,63.792
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,42.0,2678.21,0.0,0.0,,0.0,,0.0,63.767
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,42.0,2677.37,0.0,0.0,,0.0,,0.0,63.747
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,42.0,2681.99,0.0,0.0,,0.0,,0.0,63.857
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,42.0,2668.39,0.0,0.0,,0.0,,0.0,63.533
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,42.0,2630.21,0.0,0.0,,0.0,,0.0,62.624
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,42.0,2650.41,0.0,0.0,,0.0,,0.0,63.105
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,42.0,2694.3,0.0,0.0,,0.0,,0.0,64.15
2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,42.0,2682.25,0.0,0.0,,0.0,,0.0,63.863
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,42.0,2680.65,0.0,0.0,,0.0,,0.0,63.825
2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,42.0,2683.17,0.0,0.0,,0.0,,0.0,63.885
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,42.0,2671.16,0.0,0.0,,0.0,,0.0,63.599
2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,42.0,2657.05,0.0,0.0,,0.0,,0.0,63.263
2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,42.0,2644.82,0.0,0.0,,0.0,,0.0,62.972
2021-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.762
2021-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.604
2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.279
2021-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.338
2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.584
2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.78
2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.944
2021-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.616
2021-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.914
2021-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.981
2021-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.914
2021-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.25
2021-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.845
2021-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.294
2021-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.565
2021-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.597
2021-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.645
2021-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.579
2021-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.074
2021-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.299
2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.952
2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.21
2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.649
2021-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.871
2021-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.437
2021-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.57
2021-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.851
2021-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.628
2021-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.388
2021-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.821
2021-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.576
2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.814
2021-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.41
2021-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.449
2021-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.095
2021-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.246
2021-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.312
2021-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.698
2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.869
2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.323
2021-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.428
2021-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.347
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.209
2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.317
2021-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.482
2021-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.267
2021-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.098
2021-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.166
2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.748
2021-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.655
2021-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.913
2021-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.893
2021-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.455
2021-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.116
2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.838
2021-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.683
2021-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.434
2021-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.263
2021-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.963
2021-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.818
2021-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.895
2021-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.666
2021-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.343
2021-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.644
2021-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.432
2021-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.947
2021-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.423
2021-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.66
2021-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.634
2021-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.717
2021-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.096
2021-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.311
2021-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.181
2021-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.329
2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.039
2021-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.637
2021-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.326
2021-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.548
2021-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.718
2021-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.942
2021-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.448
2021-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.263
2021-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.678
2021-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.236
2021-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.455
2021-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.597
2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.73
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.42
2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.568
2021-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.135
2021-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.805
2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.921
2021-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.587
2021-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.753
2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.537
2021-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.342
2021-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.889
2021-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.334
2021-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.397
2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.63
2021-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.602
2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.765
2021-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.985
2021-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.547
2021-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.271
2021-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.919
2021-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.764
2021-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.726
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.765
2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.564
2021-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.783
2021-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.25
2021-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.733
2021-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.016
2021-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.044
2021-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.509
2021-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.91
2021-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.147
2021-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.676
2021-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.425
2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.798
2021-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.244
2021-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.535
2021-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.67
2021-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.714
2021-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.767
2021-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.709
2021-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.858
2021-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.742
2021-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.541
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.309
2021-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.136
2021-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.573
2021-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.084
