,ALICA FP Equity_DX_SI_QTY,ALICA FP Equity_DX_SHORT_INTEREST_VALUE,ALICA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALICA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALICA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALICA FP Equity_DX_SI_MV,ALICA FP Equity_DX_DSS,ALICA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALICA FP Equity_DX_SUPPLY_SI_QTY,ALICA FP Equity_DX_BROKER_SI_QTY,ALICA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALICA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALICA FP Equity_DX_BROKER_SI_MV_INC_x,ALICA FP Equity_DX_BROKER_SI_QTY_ADD,ALICA FP Equity_DX_SUPPLY_SI_MV_DEC,ALICA FP Equity_DX_BROKER_SI_QTY_INC,ALICA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALICA FP Equity_DX_BROKER_SI_MV_INC_y,ALICA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALICA FP Equity_DX_BROKER_SI_MV_ADD,ALICA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALICA FP Equity_DX_BROKER_SI_QTY_DEC,ALICA FP Equity_DX_SUPPLY_SI_MV,ALICA FP Equity_DX_BROKER_SI_MV_DEC,ALICA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALICA FP Equity_DX_UTILIZATION_QUANTITY,ALICA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALICA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALICA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALICA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALICA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALICA FP Equity_DX_BROKER_SI_CON_RATIO,ALICA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALICA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALICA FP Equity_PX_LAST
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,52112.0,719145.6,0.72,0.0,,0.0,,0.0,13.8
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,52112.0,716540.0,0.72,0.0,,0.0,,0.0,13.75
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,52112.0,711328.8,0.72,0.0,,0.0,,0.0,13.65
2023-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,52112.0,713934.4,0.71,0.0,,0.0,,0.0,13.7
2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,52112.0,703512.0,0.71,0.0,,0.0,,0.0,13.5
2023-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,52112.0,698300.8,0.7,0.0,,0.0,,0.0,13.4
2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,52112.0,700906.4,0.7,0.0,,0.0,,0.0,13.45
2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,52112.0,695695.2,0.7,0.0,,0.0,,0.0,13.35
2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,52112.0,703512.0,0.7,0.0,,0.0,,0.0,13.5
2023-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,52112.0,703512.0,0.7,0.0,,0.0,,0.0,13.5
2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,52112.0,703512.0,0.7,0.0,,0.0,,0.0,13.5
2023-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,52112.0,703512.0,0.7,0.0,,0.0,,0.0,13.5
2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,52112.0,706117.6,0.7,0.0,,0.0,,0.0,13.55
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,52112.0,693089.6,0.71,0.0,,0.0,,0.0,13.3
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,48162.0,640554.6,0.64,0.0,,0.0,,0.0,13.3
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,50137.0,661808.4,0.67,0.0,,0.0,,0.0,13.2
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,50137.0,661808.4,0.67,0.0,,0.0,,0.0,13.2
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,50137.0,661808.4,0.66,0.0,,0.0,,0.0,13.2
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,50137.0,659301.55,0.66,0.0,,0.0,,0.0,13.15
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,50137.0,649274.15,0.66,0.0,,0.0,,0.0,12.95
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,50137.0,649274.15,0.66,0.0,,0.0,,0.0,12.95
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,50137.0,639246.75,0.66,0.0,,0.0,,0.0,12.75
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,50137.0,636739.9,0.66,0.0,,0.0,,0.0,12.7
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,50137.0,636739.9,0.66,0.0,,0.0,,0.0,12.7
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,50137.0,611671.4,0.67,0.0,,0.0,,0.0,12.2
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,50137.0,566548.1,0.67,0.0,,0.0,,0.0,11.3
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,50137.0,564041.25,0.67,0.0,,0.0,,0.0,11.25
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,50137.0,564041.25,0.67,0.0,,0.0,,0.0,11.25
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,536827.5,0.54,0.0,,0.0,,0.0,11.25
2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,539213.4,0.54,0.0,,0.0,,0.0,11.3
2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,527283.9,0.54,0.0,,0.0,,0.0,11.05
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,524898.0,0.53,0.0,,0.0,,0.0,11.0
2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,524898.0,0.52,0.0,,0.0,,0.0,11.0
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,524898.0,0.52,0.0,,0.0,,0.0,11.0
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,524898.0,0.52,0.0,,0.0,,0.0,11.0
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,524898.0,0.52,0.0,,0.0,,0.0,11.0
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,508196.7,0.52,0.0,,0.0,,0.0,10.65
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,522512.1,0.51,0.0,,0.0,,0.0,10.95
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,524898.0,0.52,0.0,,0.0,,0.0,11.0
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,524898.0,0.52,0.0,,0.0,,0.0,11.0
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,524898.0,0.52,0.0,,0.0,,0.0,11.0
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,520126.2,0.52,0.0,,0.0,,0.0,10.9
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,520126.2,0.52,0.0,,0.0,,0.0,10.9
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,524898.0,0.52,0.0,,0.0,,0.0,11.0
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,524898.0,0.52,0.0,,0.0,,0.0,11.0
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,505810.8,0.52,0.0,,0.0,,0.0,10.6
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,489109.5,0.51,0.0,,0.0,,0.0,10.25
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,477180.0,0.49,0.0,,0.0,,0.0,10.0
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47718.0,501039.0,0.48,0.0,,0.0,,0.0,10.5
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,45790.0,480795.0,0.48,0.0,,0.0,,0.0,10.5
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,45790.0,480795.0,0.48,0.0,,0.0,,0.0,10.5
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,38690.0,402376.0,0.41,0.0,,0.0,,0.0,10.4
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39050.0,400262.5,0.41,0.0,,0.0,,0.0,10.25
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39050.0,400262.5,0.4,0.0,,0.0,,0.0,10.25
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39050.0,400262.5,0.4,0.0,,0.0,,0.0,10.25
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39050.0,402215.0,0.4,0.0,,0.0,,0.0,10.3
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39050.0,404167.5,0.4,0.0,,0.0,,0.0,10.35
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39050.0,408072.5,0.4,0.0,,0.0,,0.0,10.45
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39050.0,398310.0,0.41,0.0,,0.0,,0.0,10.2
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39050.0,406120.0,0.4,0.0,,0.0,,0.0,10.4
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39050.0,400262.5,0.41,0.0,,0.0,,0.0,10.25
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39050.0,398310.0,0.4,0.0,,0.0,,0.0,10.2
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39050.0,398310.0,0.4,0.0,,0.0,,0.0,10.2
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39050.0,402215.0,0.4,0.0,,0.0,,0.0,10.3
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39050.0,408072.5,0.4,0.0,,0.0,,0.0,10.45
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39050.0,408072.5,0.41,0.0,,0.0,,0.0,10.45
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39050.0,408072.5,0.41,0.0,,0.0,,0.0,
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39050.0,408072.5,0.41,0.0,,0.0,,0.0,
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39050.0,421740.0,0.41,0.0,,0.0,,0.0,10.8
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,38950.0,444030.0,0.42,0.0,,0.0,,0.0,11.4
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,38950.0,506350.0,0.44,0.0,,0.0,,0.0,13.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,38950.0,506350.0,0.51,0.0,,0.0,,0.0,
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,38950.0,525825.0,0.51,0.0,,0.0,,0.0,13.5
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,38950.0,506350.0,0.53,0.0,,0.0,,0.0,13.0
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,38218.0,462437.8,0.5,0.0,,0.0,,0.0,12.1
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,38593.0,466975.3,0.47,0.0,,0.0,,0.0,12.1
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,36563.0,449724.9,0.44,0.0,,0.0,,0.0,12.3
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37604.0,453128.2,0.46,0.0,,0.0,,0.0,12.05
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,31682.0,375431.7,0.38,0.0,,0.0,,0.0,11.85
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34497.0,408789.45,0.41,0.0,,0.0,,0.0,11.85
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,410140.35,0.41,0.0,,0.0,,0.0,11.85
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,408409.8,0.41,0.0,,0.0,,0.0,11.8
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,408409.8,0.41,0.0,,0.0,,0.0,11.8
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,406679.25,0.41,0.0,,0.0,,0.0,11.75
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,406679.25,0.41,0.0,,0.0,,0.0,11.75
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,408409.8,0.41,0.0,,0.0,,0.0,11.8
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,408409.8,0.41,0.0,,0.0,,0.0,11.8
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,408409.8,0.41,0.0,,0.0,,0.0,11.8
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,410140.35,0.41,0.0,,0.0,,0.0,11.85
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,406679.25,0.41,0.0,,0.0,,0.0,11.75
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,406679.25,0.41,0.0,,0.0,,0.0,11.75
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,408409.8,0.41,0.0,,0.0,,0.0,11.8
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,411870.9,0.41,0.0,,0.0,,0.0,11.9
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,404948.7,0.41,0.0,,0.0,,0.0,11.7
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,404948.7,0.4,0.0,,0.0,,0.0,11.7
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,401487.6,0.4,0.0,,0.0,,0.0,11.6
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,398026.5,0.4,0.0,,0.0,,0.0,11.5
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,398026.5,0.4,0.0,,0.0,,0.0,11.5
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,399757.05,0.4,0.0,,0.0,,0.0,11.55
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,366876.6,0.4,0.0,,0.0,,0.0,10.6
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34611.0,353032.2,0.4,0.0,,0.0,,0.0,10.2
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34505.0,341599.5,0.35,0.0,,0.0,,0.0,9.9
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,18278.0,187349.5,0.18,0.0,,0.0,,0.0,10.25
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26600.0,276640.0,0.27,0.0,,0.0,,0.0,10.4
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26600.0,272650.0,0.28,0.0,,0.0,,0.0,10.25
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24314.0,245571.4,0.25,0.0,,0.0,,0.0,10.1
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25042.0,247915.8,0.25,0.0,,0.0,,0.0,9.9
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25270.0,249162.2,0.25,0.0,,0.0,,0.0,9.86
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,25270.0,250678.4,0.25,0.0,,0.0,,0.0,9.92
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24979.0,246792.52,0.25,0.0,,0.0,,0.0,9.88
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24802.0,235619.0,0.25,0.0,,0.0,,0.0,9.5
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22947.0,217996.5,0.22,0.0,,0.0,,0.0,9.5
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,23748.0,220856.4,0.23,0.0,,0.0,,0.0,9.3
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,22844.0,210164.8,0.21,0.0,,0.0,,0.0,9.2
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21770.0,202025.6,0.2,0.0,,0.0,,0.0,9.28
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21850.0,198398.0,0.2,0.0,,0.0,,0.0,9.08
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21850.0,202331.0,0.2,0.0,,0.0,,0.0,9.26
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21850.0,202768.0,0.2,0.0,,0.0,,0.0,9.28
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,21738.0,197381.04,0.2,0.0,,0.0,,0.0,9.08
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,19957.0,178016.44,0.18,0.0,,0.0,,0.0,8.92
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20900.0,194370.0,0.19,0.0,,0.0,,0.0,9.3
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20900.0,182248.0,0.19,0.0,,0.0,,0.0,8.72
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20790.0,171309.6,0.18,0.0,,0.0,,0.0,8.24
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,18402.0,143167.56,0.15,0.0,,0.0,,0.0,7.78
