,ALENO FP Equity_DX_SI_QTY,ALENO FP Equity_DX_SHORT_INTEREST_VALUE,ALENO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALENO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALENO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALENO FP Equity_DX_SI_MV,ALENO FP Equity_DX_DSS,ALENO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALENO FP Equity_DX_SUPPLY_SI_QTY,ALENO FP Equity_DX_BROKER_SI_QTY,ALENO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALENO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALENO FP Equity_DX_BROKER_SI_MV_INC_x,ALENO FP Equity_DX_BROKER_SI_QTY_ADD,ALENO FP Equity_DX_SUPPLY_SI_MV_DEC,ALENO FP Equity_DX_BROKER_SI_QTY_INC,ALENO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALENO FP Equity_DX_BROKER_SI_MV_INC_y,ALENO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALENO FP Equity_DX_BROKER_SI_MV_ADD,ALENO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALENO FP Equity_DX_BROKER_SI_QTY_DEC,ALENO FP Equity_DX_SUPPLY_SI_MV,ALENO FP Equity_DX_BROKER_SI_MV_DEC,ALENO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALENO FP Equity_DX_UTILIZATION_QUANTITY,ALENO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALENO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALENO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALENO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALENO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALENO FP Equity_DX_BROKER_SI_CON_RATIO,ALENO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALENO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALENO FP Equity_PX_LAST
2023-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,997.6,0.0,0.0,,0.0,,0.0,2.9
2023-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1007.92,0.0,0.0,,0.0,,0.0,2.93
2023-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1004.48,0.0,0.0,,0.0,,0.0,2.92
2023-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1076.72,0.0,0.0,,0.0,,0.0,3.13
2023-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1087.04,0.0,0.0,,0.0,,0.0,3.16
2023-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1083.6,0.0,0.0,,0.0,,0.0,3.15
2023-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1066.4,0.0,0.0,,0.0,,0.0,3.1
2023-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1083.6,0.0,0.0,,0.0,,0.0,3.15
2023-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1059.52,0.0,0.0,,0.0,,0.0,3.08
2023-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,860.0,0.0,0.0,,0.0,,0.0,2.5
2023-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,887.52,0.0,0.0,,0.0,,0.0,2.58
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,818.72,0.0,0.0,,0.0,,0.0,2.38
2023-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,384.0,921.6,0.0,0.0,,0.0,,0.0,2.4
2023-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,384.0,936.96,0.0,0.0,,0.0,,0.0,2.44
2023-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,384.0,929.28,0.0,0.0,,0.0,,0.0,2.42
2023-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,384.0,913.92,0.0,0.0,,0.0,,0.0,2.38
2023-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,384.0,917.76,0.0,0.0,,0.0,,0.0,2.39
2023-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,384.0,898.56,0.0,0.0,,0.0,,0.0,2.34
2023-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,384.0,906.24,0.0,0.0,,0.0,,0.0,2.36
2023-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,384.0,902.4,0.0,0.0,,0.0,,0.0,2.35
2023-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,384.0,879.36,0.0,0.0,,0.0,,0.0,2.29
2023-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,798.08,0.0,0.0,,0.0,,0.0,2.32
2023-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,794.64,0.0,0.0,,0.0,,0.0,2.31
2023-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,798.08,0.0,0.0,,0.0,,0.0,2.32
2023-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,777.44,0.0,0.0,,0.0,,0.0,2.26
2023-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,794.64,0.0,0.0,,0.0,,0.0,2.31
2023-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,774.0,0.0,0.0,,0.0,,0.0,2.25
2023-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,822.16,0.0,0.0,,0.0,,0.0,2.39
2023-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,798.08,0.0,0.0,,0.0,,0.0,2.32
2023-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,798.08,0.0,0.0,,0.0,,0.0,2.32
2023-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,798.08,0.0,0.0,,0.0,,0.0,2.32
2023-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,791.2,0.0,0.0,,0.0,,0.0,2.3
2023-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,791.2,0.0,0.0,,0.0,,0.0,2.3
2023-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,756.8,0.0,0.0,,0.0,,0.0,2.2
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,763.68,0.0,0.0,,0.0,,0.0,2.22
2023-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,743.04,0.0,0.0,,0.0,,0.0,2.16
2023-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,739.6,0.0,0.0,,0.0,,0.0,2.15
2023-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,715.52,0.0,0.0,,0.0,,0.0,2.08
2023-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,701.76,0.0,0.0,,0.0,,0.0,2.04
2023-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,698.32,0.0,0.0,,0.0,,0.0,2.03
2023-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,701.76,0.0,0.0,,0.0,,0.0,2.04
2023-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,684.56,0.0,0.0,,0.0,,0.0,1.99
2023-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,684.56,0.0,0.0,,0.0,,0.0,1.99
2023-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,681.12,0.0,0.0,,0.0,,0.0,1.98
2023-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,674.24,0.0,0.0,,0.0,,0.0,1.96
2023-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,660.48,0.0,0.0,,0.0,,0.0,1.92
2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,660.48,0.0,0.0,,0.0,,0.0,1.92
2023-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,645.0,0.0,0.0,,0.0,,0.0,1.875
2023-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,631.24,0.0,0.0,,0.0,,0.0,1.835
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,626.08,0.0,0.0,,0.0,,0.0,1.82
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,608.88,0.0,0.0,,0.0,,0.0,1.77
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,602.0,0.0,0.0,,0.0,,0.0,1.75
2023-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,595.12,0.0,0.0,,0.0,,0.0,1.73
2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,598.56,0.0,0.0,,0.0,,0.0,1.74
2023-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,598.56,0.0,0.0,,0.0,,0.0,1.74
2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,579.64,0.0,0.0,,0.0,,0.0,1.685
2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,574.48,0.0,0.0,,0.0,,0.0,1.67
2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,584.8,0.0,0.0,,0.0,,0.0,1.7
2023-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,581.36,0.0,0.0,,0.0,,0.0,1.69
2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,584.8,0.0,0.0,,0.0,,0.0,1.7
2023-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,593.4,0.0,0.0,,0.0,,0.0,1.725
2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,586.52,0.0,0.0,,0.0,,0.0,1.705
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,593.4,0.0,0.0,,0.0,,0.0,1.725
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,593.4,0.0,0.0,,0.0,,0.0,1.725
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,589.96,0.0,0.0,,0.0,,0.0,1.715
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,586.52,0.0,0.0,,0.0,,0.0,1.705
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,584.8,0.0,0.0,,0.0,,0.0,1.7
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,544.0,924.8,0.0,0.0,,0.0,,0.0,1.7
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,444.0,761.46,0.0,0.0,,0.0,,0.0,1.715
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,444.0,741.48,0.0,0.0,,0.0,,0.0,1.67
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,544.0,949.28,0.0,0.0,,0.0,,0.0,1.745
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,444.0,759.24,0.0,0.0,,0.0,,0.0,1.71
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,564.16,0.0,0.0,,0.0,,0.0,1.64
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,444.0,725.94,0.0,0.0,,0.0,,0.0,1.635
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,444.0,719.28,0.0,0.0,,0.0,,0.0,1.62
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,544.0,968.32,0.0,0.0,,0.0,,0.0,1.78
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,544.0,1088.0,0.0,0.0,,0.0,,0.0,2.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,712.08,0.0,0.0,,0.0,,0.0,2.07
2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,444.0,910.2,0.0,0.0,,0.0,,0.0,2.05
2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,444.0,919.08,0.0,0.0,,0.0,,0.0,2.07
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,444.0,905.76,0.0,0.0,,0.0,,0.0,2.04
2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,708.64,0.0,0.0,,0.0,,0.0,2.06
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,708.64,0.0,0.0,,0.0,,0.0,2.06
2023-11-09,600.0,1242.0,0.02,0.13,0.01,0.0,0.0,621.0,300.0,300.0,621.0,,,300.0,,,,,,0.0,300.0,,0.0,,100.0,46.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.9317,2.07
2023-11-10,600.0,1236.0,0.02,0.13,0.01,0.0,0.0,618.0,300.0,300.0,618.0,,,,,,,,,,,,0.0,,100.0,46.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.9317,2.06
2023-11-13,600.0,1224.0,0.02,0.13,0.01,0.0,0.0,612.0,300.0,300.0,612.0,,,,,,,,,,,,0.0,,100.0,46.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.9317,2.04
2023-11-14,600.0,1200.0,0.02,0.14,0.01,0.0,0.0,600.0,300.0,300.0,600.0,,,,,,,,,,,,0.0,,100.0,46.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.9317,2.0
2023-11-15,600.0,1218.0,0.02,0.14,0.01,0.0,0.0,609.0,300.0,300.0,609.0,,,,,,,,,,,,0.0,,100.0,46.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.9317,2.03
2023-11-16,600.0,1200.0,0.02,0.14,0.01,0.0,0.0,600.0,300.0,300.0,600.0,,,,,,,,,,,,0.0,,100.0,46.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.9317,2.0
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,300.0,,,,,300.0,0.0,0.0,0.0,0.0,544.0,1088.0,0.0,0.0,,0.0,,0.0,2.0
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,694.88,0.0,0.0,,0.0,,0.0,2.02
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,686.28,0.0,0.0,,0.0,,0.0,1.995
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,686.28,0.0,0.0,,0.0,,0.0,1.995
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,694.88,0.0,0.0,,0.0,,0.0,2.02
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,691.44,0.0,0.0,,0.0,,0.0,2.01
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,691.44,0.0,0.0,,0.0,,0.0,2.01
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,691.44,0.0,0.0,,0.0,,0.0,2.01
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,694.88,0.0,0.0,,0.0,,0.0,2.02
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,715.52,0.0,0.0,,0.0,,0.0,2.08
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,694.88,0.0,0.0,,0.0,,0.0,2.02
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,677.68,0.0,0.0,,0.0,,0.0,1.97
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,677.68,0.0,0.0,,0.0,,0.0,1.97
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,667.36,0.0,0.0,,0.0,,0.0,1.94
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,651.88,0.0,0.0,,0.0,,0.0,1.895
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,651.88,0.0,0.0,,0.0,,0.0,1.895
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,646.72,0.0,0.0,,0.0,,0.0,1.88
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,655.32,0.0,0.0,,0.0,,0.0,1.905
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,657.04,0.0,0.0,,0.0,,0.0,1.91
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,660.48,0.0,0.0,,0.0,,0.0,1.92
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,660.48,0.0,0.0,,0.0,,0.0,1.92
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,643.28,0.0,0.0,,0.0,,0.0,1.87
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,639.84,0.0,0.0,,0.0,,0.0,1.86
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,620.92,0.0,0.0,,0.0,,0.0,1.805
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,612.32,0.0,0.0,,0.0,,0.0,1.78
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,608.88,0.0,0.0,,0.0,,0.0,1.77
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,608.88,0.0,0.0,,0.0,,0.0,
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,608.88,0.0,0.0,,0.0,,0.0,
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,598.56,0.0,0.0,,0.0,,0.0,1.74
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,598.56,0.0,0.0,,0.0,,0.0,1.74
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,593.4,0.0,0.0,,0.0,,0.0,1.725
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,593.4,0.0,0.0,,0.0,,0.0,
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,612.32,0.0,0.0,,0.0,,0.0,1.78
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,602.0,0.0,0.0,,0.0,,0.0,1.75
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,598.56,0.0,0.0,,0.0,,0.0,1.74
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,595.12,0.0,0.0,,0.0,,0.0,1.73
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13944.0,23774.52,0.02,0.0,,0.0,,0.0,1.705
